energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.80190095,8.25341190,0.06701675,0.62259225,0.21548255,0.00000000,2.53507250,4.21622960,0.04325851,4.03768510
-5.79589795,7.95717279,0.06268255,0.58525055,0.20812904,0.00000000,2.43057591,4.08686842,0.03979181,3.90680123
-5.78989495,7.65687027,0.05846986,0.54916799,0.20157381,0.00000000,2.32712630,3.95346140,0.03643315,3.76967594
-5.78389195,7.35458859,0.05441572,0.51462381,0.19578460,0.00000000,2.22544365,3.81699458,0.03321071,3.62732258
-5.77788894,7.05239307,0.05054933,0.48185410,0.19071681,0.00000000,2.12616955,3.67848682,0.03014862,3.48085886
-5.77188594,6.75227165,0.04689196,0.45104681,0.18631448,0.00000000,2.02985269,3.53895827,0.02726659,3.33146959
-5.76588294,6.45608199,0.04345716,0.42233909,0.18251172,0.00000000,1.93693884,3.39940025,0.02457968,3.18036788
-5.75987994,6.16550695,0.04025128,0.39581686,0.17923440,0.00000000,1.84776565,3.26074820,0.02209824,3.02875707
-5.75387694,5.88202037,0.03727425,0.37151665,0.17640210,0.00000000,1.76256223,3.12385902,0.01982812,2.87779522
-5.74787394,5.60686449,0.03452042,0.34942928,0.17393028,0.00000000,1.68145348,2.98949366,0.01777085,2.72856380
-5.74187094,5.34103945,0.03197970,0.32950534,0.17173257,0.00000000,1.60446846,2.85830578,0.01592415,2.58204195
-5.73586793,5.08530464,0.02963861,0.31166181,0.16972318,0.00000000,1.53155239,2.73083636,0.01428240,2.43908712
-5.72986493,4.84019082,0.02748141,0.29578954,0.16781918,0.00000000,1.46258111,2.60751427,0.01283722,2.30042237
-5.72386193,4.60602164,0.02549115,0.28176120,0.16594279,0.00000000,1.39737743,2.48866217,0.01157811,2.16663055
-5.71785893,4.38294242,0.02365062,0.26943914,0.16402334,0.00000000,1.33572817,2.37450682,0.01049311,2.03815477
-5.71185593,4.17095414,0.02194323,0.25868292,0.16199913,0.00000000,1.27740104,2.26519298,0.00956941,1.91530461
-5.70585293,3.96995021,0.02035360,0.24935612,0.15981886,0.00000000,1.22216062,2.16079962,0.00879394,1.79826703
-5.69984992,3.77975393,0.01886816,0.24133225,0.15744278,0.00000000,1.16978265,2.06135737,0.00815396,1.68712092
-5.69384692,3.60015439,0.01747541,0.23449951,0.15484351,0.00000000,1.12006612,1.96686609,0.00763752,1.58185424
-5.68784392,3.43093924,0.01616617,0.22876443,0.15200641,0.00000000,1.07284278,1.87731149,0.00723391,1.48238240
-5.68184092,3.27192284,0.01493357,0.22405419,0.14892973,0.00000000,1.02798389,1.79268010,0.00693395,1.38856699
-5.67583792,3.12296884,0.01377297,0.22031788,0.14562434,0.00000000,0.98540413,1.71297188,0.00673034,1.30023389
-5.66983492,2.98400665,0.01268179,0.21752657,0.14211325,0.00000000,0.94506287,1.63820995,0.00661777,1.21718993
-5.66383192,2.85504166,0.01165922,0.21567254,0.13843086,0.00000000,0.90696292,1.56844737,0.00659308,1.13923753
-5.65782891,2.73615945,0.01070598,0.21476766,0.13462201,0.00000000,0.87114724,1.50377086,0.00665527,1.06618703
-5.65182591,2.62752439,0.00982392,0.21484122,0.13074095,0.00000000,0.83769385,1.44430155,0.00680545,0.99786639
-5.64582291,2.52937359,0.00901581,0.21593737,0.12685011,0.00000000,0.80670960,1.39019314,0.00704674,0.93412825
-5.63981991,2.44200690,0.00828498,0.21811225,0.12301891,0.00000000,0.77832299,1.34162786,0.00738409,0.87485459
-5.63381691,2.36577411,0.00763514,0.22143112,0.11932247,0.00000000,0.75267675,1.29881059,0.00782403,0.81995896
-5.62781391,2.30106021,0.00707019,0.22596557,0.11584035,0.00000000,0.72992036,1.26196169,0.00837435,0.76938680
-5.62181091,2.24826970,0.00659407,0.23179082,0.11265536,0.00000000,0.71020298,1.23130907,0.00904376,0.72311409
-5.61580790,2.20781074,0.00621072,0.23898336,0.10985230,0.00000000,0.69366705,1.20707978,0.00984144,0.68114465
-5.60980490,2.18007972,0.00592409,0.24761876,0.10751682,0.00000000,0.68044264,1.18949171,0.01077663,0.64350649
-5.60380190,2.16544680,0.00573815,0.25776980,0.10573430,0.00000000,0.67064291,1.17874544,0.01185810,0.61024752
-5.59779890,2.16424249,0.00565699,0.26950484,0.10458872,0.00000000,0.66436042,1.17501668,0.01309365,0.58143076
-5.59179590,2.17674552,0.00568494,0.28288627,0.10416152,0.00000000,0.66166448,1.17844914,0.01448956,0.55712934
-5.58579290,2.20317161,0.00582664,0.29796912,0.10453051,0.00000000,0.66259931,1.18914812,0.01605013,0.53742148
-5.57978989,2.24366315,0.00608721,0.31479953,0.10576862,0.00000000,0.66718288,1.20717451,0.01777712,0.52238526
-5.57378689,2.29827910,0.00647230,0.33341311,0.10794266,0.00000000,0.67540627,1.23253923,0.01966933,0.51209357
-5.56778389,2.36698502,0.00698818,0.35383305,0.11111196,0.00000000,0.68723322,1.26519793,0.02172218,0.50660881
-5.56178089,2.44964258,0.00764170,0.37606791,0.11532687,0.00000000,0.70259984,1.30504576,0.02392745,0.50597768
-5.55577789,2.54599847,0.00844029,0.40010898,0.12062719,0.00000000,0.72141404,1.35191218,0.02627302,0.51022571
-5.54977489,2.65567243,0.00939181,0.42592734,0.12704048,0.00000000,0.74355480,1.40555573,0.02874278,0.51935169
-5.54377189,2.77814462,0.01050433,0.45347055,0.13458030,0.00000000,0.76887097,1.46565876,0.03131671,0.53332194
-5.53776888,2.91274251,0.01178586,0.48265916,0.14324438,0.00000000,0.79717966,1.53182234,0.03397102,0.55206443
-5.53176588,3.05862794,0.01324396,0.51338316,0.15301296,0.00000000,0.82826443,1.60356156,0.03667850,0.57546298
-5.52576288,3.21478518,0.01488535,0.54549860,0.16384709,0.00000000,0.86187309,1.68030157,0.03940895,0.60335160
-5.51975988,3.38001099,0.01671533,0.57882468,0.17568732,0.00000000,0.89771572,1.76137485,0.04212986,0.63550936
-5.51375688,3.55290792,0.01873728,0.61314149,0.18845263,0.00000000,0.93546295,1.84602023,0.04480706,0.67165599
-5.50775388,3.73188217,0.02095206,0.64818888,0.20203987,0.00000000,0.97474495,1.93338421,0.04740562,0.71144860
-5.50175088,3.91514729,0.02335743,0.68366659,0.21632382,0.00000000,1.01515142,2.02252511,0.04989074,0.75448001
-5.49574787,4.10073489,0.02594754,0.71923592,0.23115785,0.00000000,1.05623309,2.11242059,0.05222870,0.80027886
-5.48974487,4.28651331,0.02871242,0.75452323,0.24637547,0.00000000,1.09750479,2.20197891,0.05438787,0.84831204
-5.48374187,4.47021504,0.03163762,0.78912535,0.26179263,0.00000000,1.13845062,2.29005409,0.05633967,0.89798965
-5.47773887,4.64947280,0.03470398,0.82261675,0.27721093,0.00000000,1.17853117,2.37546504,0.05805946,0.94867252
-5.47173587,4.82186431,0.03788757,0.85455873,0.29242162,0.00000000,1.21719286,2.45701849,0.05952739,0.99968262
-5.46573287,4.98496468,0.04115979,0.88451001,0.30721036,0.00000000,1.25387928,2.53353510,0.06072906,1.05031590
-5.45972986,5.13640512,0.04448775,0.91203873,0.32136265,0.00000000,1.28804433,2.60387828,0.06165612,1.09985760
-5.45372686,5.27393603,0.04783482,0.93673519,0.33466962,0.00000000,1.31916652,2.66698446,0.06230663,1.14759940
-5.44772386,5.39549210,0.05116140,0.95822494,0.34693419,0.00000000,1.34676422,2.72189393,0.06268526,1.19285782
-5.44172086,5.49925666,0.05442595,0.97618157,0.35797709,0.00000000,1.37041084,2.76778078,0.06280327,1.23499324
-5.43571786,5.58372233,0.05758611,0.99033856,0.36764268,0.00000000,1.38974949,2.80398058,0.06267835,1.27342869
-5.42971486,5.64774503,0.06060007,1.00049972,0.37580427,0.00000000,1.40450624,2.83001448,0.06233419,1.30766748
-5.42371186,5.69058847,0.06342797,1.00654739,0.38236851,0.00000000,1.41450127,2.84560831,0.06179990,1.33730885
-5.41770885,5.71195653,0.06603328,1.00844824,0.38727885,0.00000000,1.41965723,2.85070563,0.06110930,1.36206090
-5.41170585,5.71201163,0.06838428,1.00625604,0.39051780,0.00000000,1.42000435,2.84547378,0.06030000,1.38174990
-5.40570285,5.69137755,0.07045533,1.00011132,0.39210769,0.00000000,1.41568177,2.83030233,0.05941240,1.39632579
-5.39969985,5.65112618,0.07222805,0.99023787,0.39211024,0.00000000,1.40693509,2.80579379,0.05848865,1.40586316
-5.39369685,5.59274842,0.07369220,0.97693613,0.39062452,0.00000000,1.39410995,2.77274669,0.05757145,1.41055791
-5.38769385,5.51811013,0.07484638,0.96057383,0.38778373,0.00000000,1.37764199,2.73213161,0.05670296,1.41071961
-5.38169085,5.42939518,0.07569836,0.94157432,0.38375076,0.00000000,1.35804365,2.68506119,0.05592364,1.40676003
-5.37568784,5.32903814,0.07626508,0.92040317,0.37871280,0.00000000,1.33588830,2.63275535,0.05527123,1.39917834
-5.36968484,5.21964961,0.07657234,0.89755365,0.37287531,0.00000000,1.31179264,2.57650334,0.05477974,1.38854394
-5.36368184,5.10393800,0.07665417,0.87353200,0.36645550,0.00000000,1.28639809,2.51762438,0.05447858,1.37547775
-5.35767884,4.98463121,0.07655182,0.84884301,0.35967582,0.00000000,1.26035210,2.45742864,0.05439191,1.36063290
-5.35167584,4.86440204,0.07631254,0.82397682,0.35275762,0.00000000,1.23429037,2.39718043,0.05453803,1.34467604
-5.34567284,4.74580068,0.07598819,0.79939739,0.34591528,0.00000000,1.20882072,2.33806524,0.05492907,1.32826994
-5.33966983,4.63119709,0.07563357,0.77553334,0.33935110,0.00000000,1.18450930,2.28116199,0.05557077,1.31205838
-5.33366683,4.52273558,0.07530476,0.75277127,0.33325103,0.00000000,1.16186974,2.22742164,0.05646254,1.29665378
-5.32766383,4.42230301,0.07505740,0.73145198,0.32778151,0.00000000,1.14135551,2.17765283,0.05759765,1.28262816
-5.32166083,4.33151108,0.07494493,0.71186943,0.32308730,0.00000000,1.12335567,2.13251480,0.05896361,1.27050733
-5.31565783,4.25169251,0.07501706,0.69427240,0.31929038,0.00000000,1.10819394,2.09251744,0.06054277,1.26076844
-5.30965483,4.18390983,0.07531821,0.67886829,0.31648983,0.00000000,1.09613065,2.05802791,0.06231296,1.25384032
-5.30365183,4.12897493,0.07588622,0.66582890,0.31476258,0.00000000,1.08736729,2.02928281,0.06424837,1.25010619
-5.29764882,4.08747672,0.07675127,0.65529729,0.31416473,0.00000000,1.08205292,2.00640473,0.06632044,1.24990794
-5.29164582,4.05981411,0.07793492,0.64739527,0.31473341,0.00000000,1.08029177,1.98942158,0.06849878,1.25355118
-5.28564282,4.04623099,0.07944952,0.64223074,0.31648886,0.00000000,1.08215124,1.97828730,0.07075224,1.26131014
-5.27963982,4.04685016,0.08129777,0.63990421,0.31943656,0.00000000,1.08766956,1.97290213,0.07304979,1.27343160
-5.27363682,4.06170310,0.08347253,0.64051397,0.32356911,0.00000000,1.09686243,1.97313110,0.07536150,1.29013710
-5.26763382,4.09075318,0.08595687,0.64415920,0.32886791,0.00000000,1.10972802,1.97881942,0.07765930,1.31162280
-5.26163082,4.13391010,0.08872439,0.65094089,0.33530428,0.00000000,1.12624975,1.98980358,0.07991772,1.33805648
-5.25562781,4.19103453,0.09173970,0.66096006,0.34284005,0.00000000,1.14639679,2.00591759,0.08211441,1.36957171
-5.24962481,4.26193207,0.09495912,0.67431338,0.35142765,0.00000000,1.17012188,2.02699399,0.08423052,1.40625902
-5.24362181,4.34633703,0.09833160,0.69108624,0.36100951,0.00000000,1.19735670,2.05285953,0.08625086,1.44815447
-5.23761881,4.44388706,0.10179978,0.71134345,0.37151712,0.00000000,1.22800508,2.08332619,0.08816390,1.49522624
-5.23161581,4.55409024,0.10530126,0.73511828,0.38286958,0.00000000,1.26193426,2.11817802,0.08996151,1.54735987
-5.22561281,4.67628724,0.10876993,0.76240007,0.39497201,0.00000000,1.29896508,2.15715514,0.09163860,1.60434311
-5.21960980,4.80961129,0.11213747,0.79312149,0.40771381,0.00000000,1.33886159,2.19993601,0.09319249,1.66585161
-5.21360680,4.95294931,0.11533496,0.82714599,0.42096715,0.00000000,1.38132091,2.24611952,0.09462226,1.73143620
-5.20760380,5.10490743,0.11829440,0.86425642,0.43458571,0.00000000,1.42596430,2.29520841,0.09592790,1.80051322
-5.20160080,5.26378429,0.12095041,0.90414566,0.44840401,0.00000000,1.47233012,2.34659556,0.09710949,1.87235874
-5.19559780,5.42755514,0.12324171,0.94641008,0.46223736,0.00000000,1.51986956,2.39955444,0.09816635,1.94610758
-5.18959480,5.59386926,0.12511266,0.99054650,0.47588276,0.00000000,1.56794574,2.45323502,0.09909626,2.02075797
-5.18359180,5.76006275,0.12651456,1.03595325,0.48912064,0.00000000,1.61583686,2.50666600,0.09989478,2.09518208
-5.17758879,5.92318787,0.12740685,1.08193575,0.50171771,0.00000000,1.66274359,2.55876392,0.10055475,2.16814290
-5.17158579,6.08005919,0.12775801,1.12771671,0.51343080,0.00000000,1.70780103,2.60834934,0.10106598,2.23831703
-5.16558279,6.22731605,0.12754630,1.17245097,0.52401161,0.00000000,1.75009488,2.65416994,0.10141519,2.30432318
-5.15957979,6.36149966,0.12676020,1.21524454,0.53321238,0.00000000,1.78868183,2.69492980,0.10158617,2.36475548
-5.15357679,6.47914247,0.12539851,1.25517738,0.54079220,0.00000000,1.82261325,2.72932400,0.10156021,2.41822050
-5.14757379,6.57686647,0.12347026,1.29132909,0.54652376,0.00000000,1.85096157,2.75607699,0.10131682,2.46337682
-5.14157079,6.65148642,0.12099431,1.32280637,0.55020035,0.00000000,1.87284826,2.77398332,0.10083451,2.49897542
-5.13556778,6.70011382,0.11799868,1.34877136,0.55164260,0.00000000,1.88747225,2.78194877,0.10009195,2.52389945
-5.12956478,6.72025660,0.11451970,1.36846933,0.55070500,0.00000000,1.89413759,2.77902993,0.09906900,2.53720148
-5.12356178,6.70991014,0.11060092,1.38125467,0.54728151,0.00000000,1.89227904,2.76447052,0.09774804,2.53813672
-5.11755878,6.66763518,0.10629198,1.38661386,0.54131027,0.00000000,1.88148432,2.73773236,0.09611502,2.52619071
-5.11155578,6.59261861,0.10164727,1.38418427,0.53277695,0.00000000,1.86151201,2.69851970,0.09416061,2.50109995
-5.10555278,6.48471415,0.09672466,1.37376802,0.52171678,0.00000000,1.83230411,2.64679547,0.09188112,2.46286476
-5.09954977,6.34446069,0.09158409,1.35534006,0.50821484,0.00000000,1.79399260,2.58278860,0.08927917,2.41175343
-5.09354677,6.17307713,0.08628639,1.32905016,0.49240479,0.00000000,1.74689954,2.50699203,0.08636418,2.34829756
-5.08754377,5.97243381,0.08089201,1.29521866,0.47446601,0.00000000,1.69153080,2.42015141,0.08315247,2.27327867
-5.08154077,5.74500169,0.07545994,1.25432621,0.45461919,0.00000000,1.62856348,2.32324485,0.07966717,2.18770663
-5.07553777,5.49378142,0.07004678,1.20699800,0.43312059,0.00000000,1.55882759,2.21745486,0.07593779,2.09279085
-5.06953477,5.22221571,0.06470591,1.15398327,0.41025529,0.00000000,1.48328298,2.10413360,0.07199944,1.98990548
-5.06353177,4.93408872,0.05948691,1.09613095,0.38632954,0.00000000,1.40299233,1.98476303,0.06789197,1.88055017
-5.05752876,4.63341708,0.05443502,1.03436278,0.36166278,0.00000000,1.31909157,1.86091184,0.06365878,1.76630803
-5.05152576,4.32433722,0.04959093,0.96964492,0.33657941,0.00000000,1.23275898,1.73419096,0.05934556,1.64880258
-5.04552276,4.01099372,0.04499054,0.90295940,0.31140089,0.00000000,1.14518429,1.60620964,0.05499901,1.52965540
-5.03951976,3.69743311,0.04066508,0.83527658,0.28643822,0.00000000,1.05753898,1.47853363,0.05066546,1.41044619
-5.03351676,3.38750714,0.03664112,0.76752966,0.26198531,0.00000000,0.97094899,1.35264734,0.04638962,1.29267655
-5.02751376,3.08478873,0.03294089,0.70059213,0.23831330,0.00000000,0.88647072,1.22992104,0.04221344,1.17773873
-5.02151076,2.79250301,0.02958257,0.63525900,0.21566599,0.00000000,0.80507097,1.11158410,0.03817509,1.06689018
-5.01550775,2.51347497,0.02658064,0.57223201,0.19425653,0.00000000,0.72761141,0.99870491,0.03430816,0.96123437
-5.00950475,2.25009448,0.02394627,0.51210937,0.17426530,0.00000000,0.65483757,0.89217773,0.03064107,0.86170811
-5.00350175,2.00429807,0.02168774,0.45537980,0.15583895,0.00000000,0.58737245,0.79271628,0.02719673,0.76907512
-4.99749875,1.77756674,0.01981078,0.40242078,0.13909058,0.00000000,0.52571436,0.70085367,0.02399233,0.68392547
-4.99149575,1.57093781,0.01831887,0.35350066,0.12410072,0.00000000,0.47023848,0.61694802,0.02103946,0.60668017
-4.98549275,1.38502868,0.01721349,0.30878396,0.11091912,0.00000000,0.42120152,0.54119284,0.01834430,0.53760000
-4.97948974,1.22006997,0.01649425,0.26833949,0.09956704,0.00000000,0.37874889,0.47363122,0.01590802,0.47679768
-4.97348674,1.07594527,0.01615889,0.23215038,0.09003981,0.00000000,0.34292334,0.41417271,0.01372732,0.42425223
-4.96748374,0.95223496,0.01620323,0.20012559,0.08230965,0.00000000,0.31367467,0.36261189,0.01179497,0.37982470
-4.96148074,0.84826162,0.01662100,0.17211196,0.07632830,0.00000000,0.29086963,0.31864767,0.01010048,0.34327423
-4.95547774,0.76313486,0.01740347,0.14790657,0.07202958,0.00000000,0.27430153,0.28190248,0.00863076,0.31427372
-4.94947474,0.69579404,0.01853918,0.12726865,0.06933167,0.00000000,0.26369925,0.25194060,0.00737074,0.29242451
-4.94347174,0.64504742,0.02001343,0.10993067,0.06813906,0.00000000,0.25873520,0.22828520,0.00630399,0.27726971
-4.93746873,0.60960723,0.02180787,0.09560847,0.06834415,0.00000000,0.25903233,0.21043384,0.00541326,0.26830581
-4.93146573,0.58812021,0.02390003,0.08401010,0.06982861,0.00000000,0.26417021,0.19787199,0.00468099,0.26499276
-4.92546273,0.57919384,0.02626298,0.07484328,0.07246441,0.00000000,0.27369023,0.19008502,0.00408968,0.26676239
-4.91945973,0.58141874,0.02886499,0.06782158,0.07611484,0.00000000,0.28710045,0.18656842,0.00362227,0.27302570
-4.91345673,0.59338797,0.03166944,0.06266926,0.08063532,0.00000000,0.30388017,0.18683668,0.00326235,0.28317909
-4.90745373,0.61371403,0.03463480,0.05912502,0.08587442,0.00000000,0.32348490,0.19043116,0.00299439,0.29661018
-4.90145073,0.64104460,0.03771489,0.05694474,0.09167492,0.00000000,0.34535181,0.19692708,0.00280388,0.31270341
-4.89544772,0.67407774,0.04085934,0.05590330,0.09787522,0.00000000,0.36890615,0.20594009,0.00267736,0.33084594
-4.88944472,0.71157725,0.04401428,0.05579592,0.10431100,0.00000000,0.39356880,0.21713259,0.00260253,0.35043408
-4.88344172,0.75238871,0.04712327,0.05643882,0.11081730,0.00000000,0.41876500,0.23021987,0.00256819,0.37088035
-4.87743872,0.79545632,0.05012842,0.05766967,0.11723083,0.00000000,0.44393433,0.24497618,0.00256431,0.39162142
-4.87143572,0.83984030,0.05297175,0.05934772,0.12339276,0.00000000,0.46854158,0.26124054,0.00258191,0.41212668
-4.86543272,0.88473463,0.05559661,0.06135373,0.12915161,0.00000000,0.49208848,0.27892223,0.00261311,0.43190734
-4.85942971,0.92948409,0.05794918,0.06358983,0.13436632,0.00000000,0.51412549,0.29800537,0.00265103,0.45052573
-4.85342671,0.97359984,0.05998009,0.06597919,0.13890939,0.00000000,0.53426342,0.31855239,0.00268977,0.46760433
-4.84742371,1.01677226,0.06164580,0.06846552,0.14266983,0.00000000,0.55218417,0.34070576,0.00272439,0.48283408
-4.84142071,1.05887986,0.06291005,0.07101244,0.14555586,0.00000000,0.56764987,0.36468743,0.00275082,0.49598153
-4.83541771,1.09999300,0.06374495,0.07360248,0.14749721,0.00000000,0.58050997,0.39079555,0.00276586,0.50689414
-4.82941471,1.14037136,0.06413197,0.07623590,0.14844682,0.00000000,0.59070570,0.41939784,0.00276714,0.51550350
-4.82341171,1.18045425,0.06406250,0.07892900,0.14838200,0.00000000,0.59827140,0.45092139,0.00275301,0.52182590
-4.81740870,1.22084316,0.06353818,0.08171217,0.14730477,0.00000000,0.60333252,0.48583858,0.00272259,0.52596014
-4.81140570,1.26227644,0.06257088,0.08462741,0.14524151,0.00000000,0.60610012,0.52464916,0.00267562,0.52808239
-4.80540270,1.30559639,0.06118226,0.08772552,0.14224188,0.00000000,0.60686201,0.56785853,0.00261246,0.52843825
-4.79939970,1.35170934,0.05940316,0.09106284,0.13837697,0.00000000,0.60597067,0.61595293,0.00253399,0.52733208
-4.79339670,1.40154029,0.05727258,0.09469780,0.13373697,0.00000000,0.60382856,0.66937203,0.00244157,0.52511418
-4.78739370,1.45598344,0.05483649,0.09868724,0.12842820,0.00000000,0.60087133,0.72847992,0.00233693,0.52216618
-4.78139070,1.51585097,0.05214647,0.10308261,0.12256994,0.00000000,0.59754975,0.79353582,0.00222213,0.51888540
-4.77538769,1.58182231,0.04925828,0.10792640,0.11629101,0.00000000,0.59431117,0.86466568,0.00209943,0.51566883
-4.76938469,1.65439653,0.04623029,0.11324873,0.10972626,0.00000000,0.59158146,0.94183633,0.00197130,0.51289759
-4.76338169,1.73385040,0.04312211,0.11906444,0.10301336,0.00000000,0.58974827,1.02483364,0.00184026,0.51092254
-4.75737869,1.82020470,0.03999314,0.12537074,0.09628974,0.00000000,0.58914656,1.11324618,0.00170889,0.51005186
-4.75137569,1.91320097,0.03690145,0.13214567,0.08968997,0.00000000,0.59004704,1.20645583,0.00157972,0.51054110
-4.74537269,2.01229043,0.03390266,0.13934739,0.08334369,0.00000000,0.59264814,1.30363632,0.00145521,0.51258636
-4.73936968,2.11663653,0.03104918,0.14691445,0.07737405,0.00000000,0.59707192,1.40376070,0.00133775,0.51632069
-4.73336668,2.22513153,0.02838958,0.15476703,0.07189674,0.00000000,0.60336404,1.50561801,0.00122955,0.52181408
-4.72736368,2.33642699,0.02596818,0.16280923,0.06701953,0.00000000,0.61149788,1.60783905,0.00113270,0.52907675
-4.72136068,2.44897729,0.02382490,0.17093218,0.06284241,0.00000000,0.62138226,1.70893085,0.00104913,0.53806562
-4.71535768,2.56109440,0.02199514,0.17901805,0.05945800,0.00000000,0.63287248,1.80731865,0.00098060,0.54869340
-4.70935468,2.67101148,0.02050989,0.18694456,0.05695238,0.00000000,0.64578389,1.90139380,0.00092873,0.56083968
-4.70335168,2.77695225,0.01939585,0.19459002,0.05540597,0.00000000,0.65990706,1.98956576,0.00089497,0.57436330
-4.69734867,2.87720276,0.01867560,0.20183843,0.05489445,0.00000000,0.67502368,2.07031574,0.00088065,0.58911500
-4.69134567,2.97018156,0.01836770,0.20858455,0.05548956,0.00000000,0.69092210,2.14224958,0.00088692,0.60494977
-4.68534267,3.05450486,0.01848678,0.21473850,0.05725959,0.00000000,0.70741159,2.20414720,0.00091480,0.62173765
-4.67933967,3.12904271,0.01904350,0.22022983,0.06026948,0.00000000,0.72433428,2.25500621,0.00096515,0.63937253
-4.67333667,3.19296330,0.02004436,0.22501065,0.06458042,0.00000000,0.74157417,2.29407746,0.00103866,0.65777817
-4.66733367,3.24576272,0.02149147,0.22905770,0.07024887,0.00000000,0.75906248,2.32089044,0.00113580,0.67691099
-4.66133067,3.28727854,0.02338207,0.23237332,0.07732501,0.00000000,0.77677908,2.33526755,0.00125685,0.69675940
-4.65532766,3.31768630,0.02570810,0.23498508,0.08585064,0.00000000,0.79474990,2.33732611,0.00140179,0.71733975
-4.64932466,3.33747924,0.02845556,0.23694426,0.09585658,0.00000000,0.81304059,2.32746824,0.00157032,0.73868900
-4.64332166,3.34743259,0.03160396,0.23832315,0.10735963,0.00000000,0.83174683,2.30635926,0.00176179,0.76085486
