energy_ev,total_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.83191596,0.38534636,0.16888285,0.22564036,0.00048932,0.31181914,0.00231200,0.00002063
-5.82591296,0.36846229,0.16471147,0.21921583,0.00040246,0.29899254,0.00224931,0.00001883
-5.81990995,0.35561822,0.16302658,0.21441842,0.00033025,0.28911811,0.00222221,0.00001723
-5.81390695,0.34669689,0.16363152,0.21131046,0.00027108,0.28215342,0.00222975,0.00001584
-5.80790395,0.34156072,0.16632552,0.20993081,0.00022355,0.27803714,0.00227093,0.00001466
-5.80190095,0.34005215,0.17090485,0.21029349,0.00018643,0.27668857,0.00234479,0.00001369
-5.79589795,0.34199496,0.17716451,0.21238734,0.00015874,0.27800825,0.00245048,0.00001292
-5.78989495,0.34719689,0.18490054,0.21617689,0.00013972,0.28187966,0.00258746,0.00001235
-5.78389195,0.35545377,0.19391306,0.22160441,0.00012888,0.28817231,0.00275562,0.00001198
-5.77788894,0.36655527,0.20401023,0.22859314,0.00012594,0.29674629,0.00295544,0.00001181
-5.77188594,0.38029220,0.21501303,0.23705176,0.00013094,0.30745805,0.00318819,0.00001183
-5.76588294,0.39646530,0.22676086,0.24687989,0.00014413,0.32016759,0.00345608,0.00001206
-5.75987994,0.41489512,0.23911768,0.25797441,0.00016608,0.33474646,0.00376246,0.00001248
-5.75387694,0.43543276,0.25197858,0.27023644,0.00019759,0.35108661,0.00411197,0.00001310
-5.74787394,0.45797076,0.26527629,0.28357856,0.00023975,0.36910934,0.00451072,0.00001393
-5.74187094,0.48245365,0.27898748,0.29793197,0.00029390,0.38877403,0.00496636,0.00001496
-5.73586793,0.50888744,0.29313815,0.31325322,0.00036164,0.41008603,0.00548814,0.00001620
-5.72986493,0.53734731,0.30780796,0.32952990,0.00044476,0.43310313,0.00608698,0.00001767
-5.72386193,0.56798275,0.32313284,0.34678516,0.00054527,0.45794001,0.00677531,0.00001936
-5.71785893,0.60101952,0.33930568,0.36508039,0.00066532,0.48477012,0.00756699,0.00002130
-5.71185593,0.63675780,0.35657464,0.38451588,0.00080717,0.51382457,0.00847702,0.00002349
-5.70585293,0.67556605,0.37523890,0.40522913,0.00097311,0.54538745,0.00952121,0.00002596
-5.69984992,0.71787036,0.39564169,0.42739059,0.00116540,0.57978772,0.01071574,0.00002871
-5.69384692,0.76413914,0.41816072,0.45119690,0.00138615,0.61738718,0.01207660,0.00003176
-5.68784392,0.81486346,0.44319588,0.47686151,0.00163727,0.65856501,0.01361894,0.00003515
-5.68184092,0.87053333,0.47115483,0.50460311,0.00192034,0.70369909,0.01535641,0.00003888
-5.67583792,0.93161075,0.50243663,0.53463208,0.00223649,0.75314463,0.01730038,0.00004297
-5.66983492,0.99850058,0.53741411,0.56713557,0.00258631,0.80721103,0.01945914,0.00004744
-5.66383192,1.07152014,0.57641570,0.60226182,0.00296973,0.86613780,0.02183716,0.00005231
-5.65782891,1.15086937,0.61970724,0.64010442,0.00338592,0.93007077,0.02443438,0.00005758
-5.65182591,1.23660265,0.66747493,0.68068739,0.00383321,0.99903972,0.02724555,0.00006325
-5.64582291,1.32860410,0.71980988,0.72395193,0.00430904,1.07293873,0.03025976,0.00006932
-5.63981991,1.42656777,0.77669534,0.76974563,0.00480990,1.15151046,0.03346008,0.00007577
-5.63381691,1.52998413,0.83799710,0.81781481,0.00533135,1.23433549,0.03682342,0.00008259
-5.62781391,1.63813399,0.90345775,0.86780093,0.00586804,1.32082755,0.04032068,0.00008974
-5.62181091,1.75009071,0.97269520,0.91924111,0.00641377,1.41023547,0.04391699,0.00009719
-5.61580790,1.86473110,1.04520564,0.97157350,0.00696159,1.50165211,0.04757234,0.00010488
-5.60980490,1.98075513,1.12037100,1.02414714,0.00750399,1.59403029,0.05124239,0.00011274
-5.60380190,2.09671388,1.19747069,1.07623641,0.00803301,1.68620543,0.05487948,0.00012073
-5.59779890,2.21104494,1.27569710,1.12705940,0.00854049,1.77692403,0.05843384,0.00012875
-5.59179590,2.32211379,1.35417439,1.17579967,0.00901828,1.86487715,0.06185495,0.00013673
-5.58579290,2.42825962,1.43197962,1.22163038,0.00945847,1.94873723,0.06509296,0.00014459
-5.57978989,2.52784343,1.50816544,1.26373985,0.00985363,2.02719684,0.06810013,0.00015223
-5.57378689,2.61929644,1.58178323,1.30135731,0.01019707,2.09900762,0.07083223,0.00015957
-5.56778389,2.70116647,1.65190593,1.33377775,0.01048301,2.16301756,0.07324982,0.00016654
-5.56178089,2.77216037,1.71764933,1.36038461,0.01070679,2.21820497,0.07531938,0.00017304
-5.55577789,2.83118041,1.77819138,1.38066942,0.01086500,2.26370769,0.07701421,0.00017900
-5.54977489,2.87735335,1.83278854,1.39424738,0.01095562,2.29884621,0.07831506,0.00018436
-5.54377189,2.91005085,1.88078899,1.40086828,0.01097802,2.32313989,0.07921049,0.00018906
-5.53776888,2.92890083,1.92164227,1.40042246,0.01093302,2.33631564,0.07969694,0.00019305
-5.53176588,2.93378943,1.95490554,1.39294148,0.01082282,2.33830923,0.07977854,0.00019629
-5.52576288,2.92485420,1.98024642,1.37859387,0.01065089,2.32925929,0.07946660,0.00019875
-5.51975988,2.90246923,1.99744301,1.35767630,0.01042193,2.30949488,0.07877895,0.00020041
-5.51375688,2.86722354,2.00638149,1.33060068,0.01014159,2.27951756,0.07773907,0.00020126
-5.50775388,2.81989426,2.00705178,1.29787827,0.00981641,2.23997926,0.07637515,0.00020129
-5.50175088,2.76141627,1.99954210,1.26010142,0.00945353,2.19165729,0.07471899,0.00020052
-5.49574787,2.69285003,1.98403276,1.21792416,0.00906056,2.13542793,0.07280502,0.00019895
-5.48974487,2.61534931,1.96078986,1.17204245,0.00864535,2.07223995,0.07066929,0.00019661
-5.48374187,2.53013020,1.93015901,1.12317504,0.00821586,2.00308920,0.06834859,0.00019353
-5.47773887,2.43844274,1.89255961,1.07204563,0.00777996,1.92899539,0.06587968,0.00018973
-5.47173587,2.34154584,1.84847941,1.01936704,0.00734537,1.85098162,0.06329866,0.00018526
-5.46573287,2.24068627,1.79846950,0.96582768,0.00691950,1.77005715,0.06064049,0.00018016
-5.45972986,2.13708159,1.74313934,0.91208068,0.00650945,1.68720365,0.05793871,0.00017448
-5.45372686,2.03190710,1.68315161,0.85873555,0.00612194,1.60336455,0.05522519,0.00016827
-5.44772386,1.92628629,1.61921649,0.80635244,0.00576330,1.51943747,0.05253007,0.00016159
-5.44172086,1.82128417,1.55208498,0.75543862,0.00543952,1.43626898,0.04988174,0.00015450
-5.43571786,1.71790277,1.48254101,0.70644688,0.00515625,1.35465120,0.04730682,0.00014707
-5.42971486,1.61707811,1.41139209,0.65977546,0.00491880,1.27531968,0.04483028,0.00013936
-5.42371186,1.51967788,1.33945838,0.61576913,0.00473224,1.19895189,0.04247536,0.00013146
-5.41770885,1.42649924,1.26756039,0.57472095,0.00460135,1.12616589,0.04026360,0.00012343
-5.41170585,1.33826646,1.19650533,0.53687455,0.00453065,1.05751890,0.03821471,0.00011535
-5.40570285,1.25562797,1.12707261,0.50242646,0.00452441,0.99350539,0.03634643,0.00010729
-5.39969985,1.17915292,1.05999900,0.47152850,0.00458653,0.93455491,0.03467430,0.00009934
-5.39369685,1.10932733,0.99596394,0.44429001,0.00472057,0.88102951,0.03321141,0.00009156
-5.38769385,1.04655021,0.93557571,0.42078009,0.00492958,0.83322124,0.03196803,0.00008401
-5.38169085,0.99112990,0.87935909,0.40102961,0.00521600,0.79134973,0.03095133,0.00007677
-5.37568784,0.94328118,0.82774513,0.38503335,0.00558151,0.75556059,0.03016502,0.00006989
-5.36968484,0.90312356,0.78106347,0.37275229,0.00602691,0.72592458,0.02960908,0.00006343
-5.36368184,0.87068116,0.73953772,0.36411608,0.00655190,0.70243820,0.02927954,0.00005742
-5.35767884,0.84588439,0.70328400,0.35902587,0.00715497,0.68502567,0.02916835,0.00005190
-5.35167584,0.82857370,0.67231292,0.35735747,0.00783321,0.67354252,0.02926333,0.00004691
-5.34567284,0.81850533,0.64653458,0.35896493,0.00858220,0.66778087,0.02954827,0.00004245
-5.33966983,0.81535893,0.62576669,0.36368425,0.00939589,0.66747603,0.03000317,0.00003855
-5.33366683,0.81874684,0.60974514,0.37133743,0.01026660,0.67231436,0.03060458,0.00003521
-5.32766383,0.82822446,0.59813659,0.38173639,0.01118495,0.68194197,0.03132608,0.00003243
-5.32166083,0.84330145,0.59055242,0.39468666,0.01213995,0.69597381,0.03213887,0.00003021
-5.31565783,0.86345300,0.58656352,0.40999075,0.01311908,0.71400267,0.03301247,0.00002852
-5.30965483,0.88813073,0.58571501,0.42745080,0.01410853,0.73560775,0.03391548,0.00002735
-5.30365183,0.91677281,0.58754056,0.44687041,0.01509335,0.76036218,0.03481636,0.00002668
-5.29764882,0.94881268,0.59157546,0.46805567,0.01605784,0.78783932,0.03568432,0.00002649
-5.29164582,0.98368628,0.59736821,0.49081499,0.01698582,0.81761757,0.03649008,0.00002674
-5.28564282,1.02083749,0.60449026,0.51495817,0.01786106,0.84928346,0.03720672,0.00002742
-5.27963982,1.05972184,0.61254350,0.54029437,0.01866769,0.88243322,0.03781037,0.00002847
-5.27363682,1.09980860,0.62116575,0.56662960,0.01939061,0.91667290,0.03828092,0.00002989
-5.26763382,1.14058161,0.63003413,0.59376359,0.02001593,0.95161729,0.03860253,0.00003162
-5.26163082,1.18153916,0.63886648,0.62148664,0.02053137,0.98688821,0.03876414,0.00003364
-5.25562781,1.22219341,0.64742126,0.64957666,0.02092661,1.02211242,0.03875979,0.00003591
-5.24962481,1.26207000,0.65549626,0.67779687,0.02119362,1.05691979,0.03858888,0.00003840
-5.24362181,1.30070825,0.66292641,0.70589438,0.02132690,1.09094230,0.03825634,0.00004108
-5.23761881,1.33766245,0.66958129,0.73360023,0.02132362,1.12381416,0.03777259,0.00004390
-5.23161581,1.37250476,0.67536263,0.76063080,0.02118376,1.15517357,0.03715359,0.00004684
-5.22561281,1.40482977,0.68020216,0.78669110,0.02091002,1.18466633,0.03642069,0.00004987
-5.21960980,1.43426108,0.68406019,0.81147981,0.02050783,1.21195145,0.03560046,0.00005295
-5.21360680,1.46045967,0.68692490,0.83469596,0.01998506,1.23670867,0.03472446,0.00005606
-5.20760380,1.48313388,0.68881265,0.85604732,0.01935186,1.25864771,0.03382904,0.00005917
-5.20160080,1.50205057,0.68976903,0.87525984,0.01862030,1.27751889,0.03295504,0.00006226
-5.19559780,1.51704697,0.68987074,0.89208803,0.01780401,1.29312453,0.03214749,0.00006532
-5.18959480,1.52804234,0.68922775,0.90632556,0.01691777,1.30533055,0.03145528,0.00006832
-5.18359180,1.53504882,0.68798572,0.91781560,0.01597710,1.31407742,0.03093080,0.00007126
-5.17758879,1.53818054,0.68632798,0.92646027,0.01499785,1.31938983,0.03062947,0.00007414
-5.17158579,1.53766015,0.68447679,0.93222849,0.01399574,1.32138413,0.03060931,0.00007696
-5.16558279,1.53382203,0.68269341,0.93516185,0.01298603,1.32027295,0.03093028,0.00007973
-5.15957979,1.52711146,0.68127654,0.93537780,0.01198317,1.31636621,0.03165356,0.00008247
-5.15357679,1.51807929,0.68055875,0.93306987,0.01100046,1.31006822,0.03284073,0.00008520
-5.14757379,1.50737184,0.68090076,0.92850465,0.01004988,1.30187033,0.03455270,0.00008795
-5.14157079,1.49571582,0.68268325,0.92201537,0.00914184,1.29233932,0.03684852,0.00009075
-5.13556778,1.48389863,0.68629640,0.91399230,0.00828513,1.28210143,0.03978405,0.00009364
-5.12956478,1.47274447,0.69212723,0.90487003,0.00748681,1.27182253,0.04341040,0.00009666
-5.12356178,1.46308691,0.70054501,0.89511220,0.00675225,1.26218508,0.04777232,0.00009986
-5.11755878,1.45573893,0.71188546,0.88519426,0.00608513,1.25386267,0.05290644,0.00010329
-5.11155578,1.45146173,0.72643405,0.87558489,0.00548757,1.24749319,0.05883949,0.00010698
-5.10555278,1.45093349,0.74440948,0.86672700,0.00496027,1.24365182,0.06558667,0.00011099
-5.09954977,1.45471957,0.76594802,0.85901914,0.00450261,1.24282512,0.07314994,0.00011535
-5.09354677,1.46324572,0.79108959,0.85279830,0.00411290,1.24538743,0.08151676,0.00012009
-5.08754377,1.47677562,0.81976662,0.84832488,0.00378850,1.25158094,0.09065900,0.00012524
-5.08154077,1.49539405,0.85179640,0.84577068,0.00352608,1.26150049,0.10053229,0.00013083
-5.07553777,1.51899685,0.88687771,0.84521056,0.00332178,1.27508406,0.11107592,0.00013686
-5.06953477,1.54728849,0.92459232,0.84661842,0.00317142,1.29210973,0.12221325,0.00014334
-5.06353177,1.57978765,0.96441175,0.84986747,0.00307069,1.31219947,0.13385276,0.00015026
-5.05752876,1.61584106,1.00570933,0.85473536,0.00301530,1.33482995,0.14588975,0.00015760
-5.05152576,1.65464518,1.04777755,0.86091356,0.00300117,1.35934998,0.15820864,0.00016533
-5.04552276,1.69527519,1.08985016,0.86802099,0.00302456,1.38500424,0.17068593,0.00017344
-5.03951976,1.73672007,1.13112842,0.87562115,0.00308220,1.41096217,0.18319355,0.00018187
-5.03351676,1.77792248,1.17081048,0.88324196,0.00317142,1.43635091,0.19560278,0.00019058
-5.02751376,1.81782172,1.20812268,0.89039749,0.00329024,1.46029090,0.20778830,0.00019953
-5.02151076,1.85539781,1.24235159,0.89661050,0.00343744,1.48193246,0.21963239,0.00020866
-5.01550775,1.88971484,1.27287507,0.90143476,0.00361266,1.50049173,0.23102911,0.00021791
-5.00950475,1.91996148,1.29919115,0.90447598,0.00381640,1.51528425,0.24188814,0.00022724
-5.00350175,1.94548672,1.32094304,0.90541054,0.00405010,1.52575468,0.25213822,0.00023658
-4.99749875,1.96582930,1.33793911,0.90400088,0.00431611,1.53150106,0.26172991,0.00024590
-4.99149575,1.98073914,1.35016662,0.90010706,0.00461772,1.53229275,0.27063767,0.00025513
-4.98549275,1.99018993,1.35779844,0.89369374,0.00495906,1.52808085,0.27886092,0.00026424
-4.97948974,1.99438205,1.36119193,0.88483249,0.00534512,1.51900091,0.28642415,0.00027320
-4.97348674,1.99373567,1.36088014,0.87369910,0.00578155,1.50536759,0.29337596,0.00028197
-4.96748374,1.98887411,1.35755507,0.86056625,0.00627463,1.48766159,0.29978703,0.00029053
-4.96148074,1.98059827,1.35204374,0.84579179,0.00683099,1.46650957,0.30574707,0.00029887
-4.95547774,1.96985304,1.34527776,0.82980332,0.00745750,1.44265772,0.31136081,0.00030698
-4.94947474,1.95768712,1.33825754,0.81307959,0.00816095,1.41694051,0.31674318,0.00031487
-4.94347174,1.94520785,1.33201262,0.79612983,0.00894778,1.39024570,0.32201384,0.00032255
-4.93746873,1.93353296,1.32755947,0.77947181,0.00982374,1.36347748,0.32729128,0.00033003
-4.93146573,1.92374129,1.32585867,0.76360958,0.01079355,1.33751897,0.33268666,0.00033733
-4.92546273,1.91682431,1.32777313,0.74901190,0.01186050,1.31319595,0.33829769,0.00034449
-4.91945973,1.91364060,1.33402901,0.73609230,0.01302610,1.29124323,0.34420288,0.00035151
-4.91345673,1.91487508,1.34518110,0.72519150,0.01428967,1.27227487,0.35045625,0.00035844
-4.90745373,1.92100466,1.36158407,0.71656289,0.01564800,1.25675965,0.35708285,0.00036528
-4.90145073,1.93227175,1.38337081,0.71036173,0.01709507,1.24500246,0.36407539,0.00037204
-4.89544772,1.94866672,1.41043896,0.70663830,0.01862181,1.23713243,0.37139201,0.00037872
-4.88944472,1.96992018,1.44244624,0.70533532,0.02021595,1.23309809,0.37895547,0.00038531
-4.88344172,1.99550541,1.47881489,0.70628964,0.02186198,1.23266964,0.38665381,0.00039175
-4.87743872,2.02465096,1.51874531,0.70923812,0.02354126,1.23544818,0.39434257,0.00039800
-4.87143572,2.05636309,1.56123838,0.71382726,0.02523222,1.24088141,0.40184841,0.00040398
-4.86543272,2.08945726,1.60512583,0.71962640,0.02691072,1.24828506,0.40897426,0.00040958
-4.85942971,2.12259753,1.64910754,0.72614369,0.02855055,1.25686923,0.41550556,0.00041469
-4.85342671,2.15434235,1.69179432,0.73284429,0.03012404,1.26576841,0.42121763,0.00041918
-4.84742371,2.18319504,1.73175468,0.73917007,0.03160279,1.27407415,0.42588369,0.00042288
-4.84142071,2.20765699,1.76756366,0.74455989,0.03295847,1.28086886,0.42928329,0.00042565
-4.83541771,2.22628138,1.79785184,0.74846989,0.03416371,1.28525963,0.43121075,0.00042731
-4.82941471,2.23772537,1.82135262,0.75039275,0.03519294,1.28641053,0.43148331,0.00042770
-4.82341171,2.24079845,1.83694573,0.74987534,0.03602327,1.28357236,0.42994848,0.00042669
-4.81740870,2.23450528,1.84369542,0.74653407,0.03663531,1.27610856,0.42649047,0.00042413
-4.81140570,2.21808094,1.84088168,0.74006734,0.03701382,1.26351645,0.42103516,0.00041992
-4.80540270,2.19101745,1.82802335,0.73026465,0.03714830,1.24544296,0.41355354,0.00041399
-4.79939970,2.15308042,1.80489217,0.71701222,0.03703340,1.22169451,0.40406351,0.00040627
-4.79339670,2.10431531,1.77151751,0.70029480,0.03666913,1.19224061,0.39262973,0.00039678
-4.78739370,2.04504323,1.72818159,0.68019385,0.03606089,1.15721139,0.37936185,0.00038555
-4.78139070,1.97584668,1.67540583,0.65688229,0.03521927,1.11688932,0.36441096,0.00037265
-4.77538769,1.89754610,1.61392882,0.63061608,0.03415977,1.07169556,0.34796465,0.00035819
-4.76938469,1.81116848,1.54467748,0.60172315,0.03290220,1.02217196,0.33024076,0.00034234
-4.76338169,1.71790965,1.46873256,0.57059026,0.03147002,0.96895934,0.31148024,0.00032527
-4.75737869,1.61909207,1.38729019,0.53764844,0.02988962,0.91277339,0.29193947,0.00030718
-4.75137569,1.51612008,1.30162146,0.50335757,0.02818939,0.85437912,0.27188229,0.00028832
-4.74537269,1.41043461,1.21303141,0.46819103,0.02639887,0.79456510,0.25157216,0.00026892
-4.73936968,1.30346925,1.12281955,0.43262068,0.02454788,0.73411847,0.23126483,0.00024922
-4.73336668,1.19660945,1.03224305,0.39710313,0.02266564,0.67380175,0.21120165,0.00022946
-4.72736368,1.09115626,0.94248422,0.36206748,0.02078005,0.61433232,0.19160387,0.00020989
-4.72136068,0.98829588,0.85462310,0.32790510,0.01891700,0.55636505,0.17266808,0.00019071
-4.71535768,0.88907564,0.76961583,0.29496158,0.01709984,0.50047866,0.15456286,0.00017213
-4.70935468,0.79438704,0.68827934,0.26353109,0.01534897,0.44716601,0.13742667,0.00015432
-4.70335168,0.70495578,0.61128226,0.23385302,0.01368160,0.39682833,0.12136700,0.00013741
-4.69734867,0.62133858,0.53914179,0.20611095,0.01211162,0.34977323,0.10646061,0.00012153
-4.69134567,0.54392620,0.47222613,0.18043368,0.01064959,0.30621626,0.09275488,0.00010676
-4.68534267,0.47295192,0.41076174,0.15689805,0.00930292,0.26628542,0.08026990,0.00009316
-4.67933967,0.40850448,0.35484451,0.13553326,0.00807602,0.23002827,0.06900136,0.00008076
-4.67333667,0.35054455,0.30445403,0.11632638,0.00697068,0.19742100,0.05892379,0.00006956
-4.66733367,0.29892350,0.25946993,0.09922858,0.00598639,0.16837879,0.04999427,0.00005954
-4.66133067,0.25340362,0.21968949,0.08416189,0.00512076,0.14276693,0.04215607,0.00005068
-4.65532766,0.21367866,0.18484548,0.07102601,0.00436988,0.12041227,0.03534242,0.00004293
-4.64932466,0.17939400,0.15462375,0.05970506,0.00372881,0.10111429,0.02948001,0.00003622
-4.64332166,0.15016565,0.12867971,0.05007387,0.00319187,0.08465566,0.02449226,0.00003050
-4.63731866,0.12559749,0.10665339,0.04200380,0.00275306,0.07081179,0.02030227,0.00002568
-4.63131566,0.10529653,0.08818267,0.03536777,0.00240632,0.05935922,0.01683528,0.00002170
-4.62531266,0.08888576,0.07291451,0.03004457,0.00214579,0.05008272,0.01402079,0.00001850
-4.61930965,0.07601456,0.06051407,0.02592239,0.00196602,0.04278108,0.01179420,0.00001600
-4.61330665,0.06636672,0.05067176,0.02290144,0.00186209,0.03727149,0.01009804,0.00001414
-4.60730365,0.05966600,0.04310830,0.02089589,0.00182970,0.03339266,0.00888283,0.00001288
-4.60130065,0.05567959,0.03757799,0.01983501,0.00186520,0.03100674,0.00810749,0.00001216
-4.59529765,0.05421957,0.03387029,0.01966364,0.00196558,0.03000025,0.00773951,0.00001194
-4.58929465,0.05514253,0.03181010,0.02034213,0.00212844,0.03028398,0.00775474,0.00001221
-4.58329165,0.05834788,0.03125679,0.02184570,0.00235187,0.03179229,0.00813703,0.00001292
-4.57728864,0.06377471,0.03210230,0.02416343,0.00263437,0.03448173,0.00887751,0.00001407
-4.57128564,0.07139783,0.03426857,0.02729692,0.00297472,0.03832923,0.00997379,0.00001563
-4.56528264,0.08122296,0.03770438,0.03125861,0.00337188,0.04333002,0.01142897,0.00001762
-4.55927964,0.09328144,0.04238182,0.03606999,0.00382487,0.04949540,0.01325047,0.00002002
-4.55327664,0.10762462,0.04829261,0.04175969,0.00433262,0.05685044,0.01544885,0.00002284
-4.54727364,0.12431809,0.05544429,0.04836152,0.00489398,0.06543175,0.01803650,0.00002608
-4.54127064,0.14343603,0.06385649,0.05591246,0.00550757,0.07528538,0.02102629,0.00002974
-4.53526763,0.16505577,0.07355730,0.06445085,0.00617182,0.08646486,0.02443024,0.00003385
-4.52926463,0.18925268,0.08457988,0.07401459,0.00688492,0.09902958,0.02825823,0.00003840
-4.52326163,0.21609558,0.09695930,0.08463956,0.00764494,0.11304327,0.03251674,0.00004340
-4.51725863,0.24564275,0.11072973,0.09635819,0.00844983,0.12857278,0.03720773,0.00004886
-4.51125563,0.27793851,0.12592191,0.10919829,0.00929753,0.14568699,0.04232765,0.00005480
-4.50525263,0.31301056,0.14256104,0.12318201,0.01018614,0.16445584,0.04786667,0.00006123
-4.49924962,0.35086778,0.16066488,0.13832502,0.01111398,0.18494928,0.05380806,0.00006814
-4.49324662,0.39149878,0.18024228,0.15463586,0.01207975,0.20723618,0.06012789,0.00007555
-4.48724362,0.43487070,0.20129180,0.17211533,0.01308263,0.23138295,0.06679488,0.00008348
-4.48124062,0.48092839,0.22380059,0.19075591,0.01412237,0.25745165,0.07377067,0.00009192
-4.47523762,0.52959365,0.24774338,0.21054124,0.01519930,0.28549773,0.08101016,0.00010088
-4.46923462,0.58076439,0.27308136,0.23144533,0.01631432,0.31556696,0.08846220,0.00011038
-4.46323162,0.63431346,0.29976120,0.25343168,0.01746885,0.34769171,0.09607049,0.00012040
-4.45722861,0.69008708,0.32771372,0.27645220,0.01866461,0.38188648,0.10377457,0.00013097
-4.45122561,0.74790274,0.35685267,0.30044575,0.01990347,0.41814266,0.11151096,0.00014206
-4.44522261,0.80754651,0.38707318,0.32533662,0.02118708,0.45642285,0.11921443,0.00015367
-4.43921961,0.86876993,0.41825028,0.35103267,0.02251658,0.49665468,0.12681920,0.00016579
-4.43321661,0.93128664,0.45023741,0.37742352,0.02389218,0.53872477,0.13426019,0.00017837
-4.42721361,0.99476896,0.48286520,0.40437877,0.02531273,0.58247287,0.14147418,0.00019138
-4.42121061,1.05884509,0.51594062,0.43174656,0.02677531,0.62768697,0.14840095,0.00020478
-4.41520760,1.12309719,0.54924695,0.45935259,0.02827484,0.67409972,0.15498425,0.00021848
-4.40920460,1.18706105,0.58254457,0.48700000,0.02980375,0.72138665,0.16117285,0.00023241
-4.40320160,1.25022801,0.61557320,0.51447030,0.03135173,0.76916692,0.16692137,0.00024648
-4.39719860,1.31204951,0.64805556,0.54152556,0.03290560,0.81700676,0.17219126,0.00026057
-4.39119560,1.37194497,0.67970284,0.56791210,0.03444930,0.86442618,0.17695170,0.00027456
-4.38519260,1.42931324,0.71022200,0.59336590,0.03596408,0.91090907,0.18118059,0.00028833
-4.37918959,1.48354770,0.73932510,0.61761953,0.03742877,0.95591659,0.18486568,0.00030175
-4.37318659,1.53405511,0.76674026,0.64041086,0.03882030,0.99890386,0.18800575,0.00031468
-4.36718359,1.58027758,0.79222435,0.66149301,0.04011429,1.03933934,0.19061200,0.00032702
-4.36118059,1.62171727,0.81557673,0.68064556,0.04128583,1.07672639,0.19270946,0.00033865
-4.35517759,1.65796265,0.83665360,0.69768627,0.04231031,1.11062600,0.19433854,0.00034951
-4.34917459,1.68871525,0.85538230,0.71248296,0.04316432,1.14067979,0.19555648,0.00035955
-4.34317159,1.71381546,0.87177466,0.72496492,0.04382661,1.16663197,0.19643883,0.00036877
-4.33716858,1.73326587,0.88593869,0.73513299,0.04427896,1.18834911,0.19708053,0.00037720
-4.33116558,1.74725054,0.89808753,0.74306776,0.04450703,1.20583636,0.19759682,0.00038494
-4.32516258,1.75614867,0.90854503,0.74893521,0.04450104,1.21924906,0.19812348,0.00039215
-4.31915958,1.76054139,0.91774696,0.75298911,0.04425632,1.22889850,0.19881659,0.00039904
-4.31315658,1.76121036,0.92623742,0.75556973,0.04377368,1.23525128,0.19985142,0.00040588
-4.30715358,1.75912761,0.93465994,0.75709861,0.04305955,1.23892145,0.20142052,0.00041300
