energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.57978989,7.84184487,0.03127515,1.11464962,2.25536906,3.82426394,0.06402802,2.59469839,0.99367459,0.38627480
-5.57378689,7.82934934,0.03093495,1.13328889,2.26035948,3.80180454,0.06461035,2.56578782,1.00867738,0.38809192
-5.56778389,7.80561140,0.03057268,1.14940803,2.26156017,3.77472184,0.06507871,2.53423742,1.02121823,0.38925477
-5.56178089,7.77056474,0.03019273,1.16278991,2.25880406,3.74306570,0.06542968,2.50028627,1.03111479,0.38978157
-5.55577789,7.72436912,0.02979987,1.17327381,2.25200951,3.70695320,0.06566290,2.46423630,1.03825263,0.38971024
-5.54977489,7.66742825,0.02939920,1.18075974,2.24118795,3.66657689,0.06578128,2.42645475,1.04258926,0.38909859
-5.54377189,7.60039927,0.02899610,1.18521076,2.22644874,3.62221062,0.06579110,2.38737409,1.04415588,0.38802371
-5.53776888,7.52419244,0.02859618,1.18665332,2.20800044,3.57421219,0.06570190,2.34748904,1.04305695,0.38658055
-5.53176588,7.43996004,0.02820518,1.18517541,2.18614842,3.52302212,0.06552628,2.30735027,1.03946728,0.38487970
-5.52576288,7.34907395,0.02782880,1.18092272,2.16128865,3.46915833,0.06527949,2.26755477,1.03362683,0.38304448
-5.51975988,7.25309243,0.02747263,1.17409286,2.13389764,3.41320649,0.06497891,2.22873287,1.02583316,0.38120728
-5.51375688,7.15371667,0.02714190,1.16492782,2.10451901,3.35580636,0.06464343,2.19153236,1.01643193,0.37950540
-5.50775388,7.05273896,0.02684132,1.15370518,2.07374702,3.29763444,0.06429270,2.15660003,1.00580557,0.37807652
-5.50175088,6.95198444,0.02657492,1.14072823,2.04220767,3.23938383,0.06394634,2.12456141,0.99436070,0.37705385
-5.49574787,6.85324893,0.02634582,1.12631563,2.01053828,3.18174214,0.06362320,2.09599957,0.98251459,0.37656131
-5.48974487,6.75823597,0.02615610,1.11079087,1.97936638,3.12536849,0.06334053,2.07143387,0.97068119,0.37670886
-5.48374187,6.66849576,0.02600665,1.09447221,1.94928872,3.07087099,0.06311332,2.05129963,0.95925738,0.37758811
-5.47773887,6.58536929,0.02589704,1.07766327,1.92085150,3.01878567,0.06295371,2.03592985,0.94860978,0.37926856
-5.47173587,6.50994014,0.02582554,1.06064488,1.89453256,2.96955816,0.06287046,2.02553979,0.93906280,0.38179444
-5.46573287,6.44299667,0.02578903,1.04366838,1.87072642,2.92352900,0.06286867,2.02021540,0.93088825,0.38518250
-5.45972986,6.38500624,0.02578313,1.02695054,1.84973264,2.88092341,0.06294962,2.01990614,0.92429697,0.38942070
-5.45372686,6.33610293,0.02580229,1.01067039,1.83174817,2.84184613,0.06311074,2.02442283,0.91943285,0.39446792
-5.44772386,6.29608928,0.02583996,0.99496788,1.81686385,2.80628150,0.06334584,2.03344080,0.91636927,0.40025476
-5.44172086,6.26445213,0.02588881,0.97994430,1.80506510,2.77409881,0.06364544,2.04650824,0.91510832,0.40668543
-5.43571786,6.24039163,0.02594104,0.96566434,1.79623677,2.74506268,0.06399720,2.06305978,0.91558263,0.41364058
-5.42971486,6.22286209,0.02598864,0.95215964,1.79017179,2.71884785,0.06438663,2.08243462,0.91765973,0.42098105
-5.42371186,6.21062271,0.02602374,0.93943337,1.78658307,2.69505765,0.06479766,2.10389871,0.92114883,0.42855239
-5.41770885,6.20229579,0.02603896,0.92746566,1.78511818,2.67324515,0.06521348,2.12667005,0.92580964,0.43618998
-5.41170585,6.19642957,0.02602771,0.91621947,1.78537584,2.65293601,0.06561727,2.14994607,0.93136282,0.44372451
-5.40570285,6.19156286,0.02598451,0.90564659,1.78692362,2.63365175,0.06599297,2.17293200,0.93750182,0.45098766
-5.39969985,6.18628846,0.02590525,0.89569330,1.78931601,2.61493253,0.06632601,2.19486906,0.94390532,0.45781770
-5.39369685,6.17931245,0.02578744,0.88630563,1.79211193,2.59635814,0.06660390,2.21506122,0.95025011,0.46406482
-5.38769385,6.16950676,0.02563033,0.87743373,1.79489099,2.57756631,0.06681683,2.23289935,0.95622360,0.46959593
-5.38169085,6.15595271,0.02543500,0.86903530,1.79726798,2.55826767,0.06695804,2.24788191,0.96153570,0.47429882
-5.37568784,6.13797375,0.02520441,0.86107789,1.79890481,2.53825643,0.06702409,2.25963098,0.96592948,0.47808536
-5.36968484,6.11515598,0.02494326,0.85354003,1.79951967,2.51741671,0.06701498,2.26790332,0.96919021,0.48089382
-5.36368184,6.08735598,0.02465791,0.84641122,1.79889311,2.49572408,0.06693407,2.27259558,0.97115265,0.48269003
-5.35767884,6.05469562,0.02435610,0.83969074,1.79687092,2.47324242,0.06678791,2.27374384,0.97170596,0.48346747
-5.35167584,6.01754452,0.02404667,0.83338565,1.79336391,2.45011651,0.06658587,2.27151723,0.97079652,0.48324628
-5.34567284,5.97649119,0.02373923,0.82750783,1.78834474,2.42656055,0.06633965,2.26620613,0.96842825,0.48207128
-5.33966983,5.93230439,0.02344374,0.82207054,1.78184218,2.40284346,0.06606269,2.25820540,0.96466063,0.48000905
-5.33366683,5.88588682,0.02317012,0.81708464,1.77393317,2.37927170,0.06576949,2.24799348,0.95960449,0.47714430
-5.32766383,5.83822327,0.02292777,0.81255471,1.76473320,2.35617030,0.06547485,2.23610830,0.95341584,0.47357569
-5.32166083,5.79032599,0.02272523,0.80847527,1.75438558,2.33386334,0.06519313,2.22312106,0.94628798,0.46941125
-5.31565783,5.74317962,0.02256974,0.80482744,1.74305014,2.31265448,0.06493752,2.20960907,0.93844220,0.46476377
-5.30965483,5.69768843,0.02246689,0.80157619,1.73089188,2.29280864,0.06471928,2.19612889,0.93011758,0.45974619
-5.30365183,5.65462804,0.02242038,0.79866827,1.71807023,2.27453568,0.06454714,2.18319085,0.92156022,0.45446724
-5.29764882,5.61460397,0.02243180,0.79603110,1.70472920,2.25797658,0.06442678,2.17123606,0.91301239,0.44902767
-5.29164582,5.57801859,0.02250050,0.79357257,1.69098893,2.24319295,0.06436040,2.16061693,0.90470204,0.44351691
-5.28564282,5.54504784,0.02262356,0.79118183,1.67693904,2.23016015,0.06434646,2.15158179,0.89683302,0.43801057
-5.27963982,5.51562867,0.02279588,0.78873104,1.66263376,2.21876439,0.06437962,2.14426442,0.88957650,0.43256864
-5.27363682,5.48945741,0.02301032,0.78607806,1.64808921,2.20880378,0.06445072,2.13867862,0.88306378,0.42723450
-5.26763382,5.46599916,0.02325795,0.78306986,1.63328276,2.19999342,0.06454711,2.13471803,0.87738095,0.42203471
-5.26163082,5.44450743,0.02352836,0.77954670,1.61815446,2.19197417,0.06465290,2.13216116,0.87256534,0.41697957
-5.25562781,5.42405322,0.02381007,0.77534666,1.60261039,2.18432484,0.06474958,2.13068116,0.86860411,0.41206429
-5.24962481,5.40356208,0.02409096,0.77031057,1.58652781,2.17657728,0.06481656,2.12985996,0.86543487,0.40727076
-5.24362181,5.38185760,0.02435872,0.76428705,1.56976176,2.16823376,0.06483196,2.12920602,0.86294838,0.40256972
-5.23761881,5.35770942,0.02460137,0.75713741,1.55215298,2.15878607,0.06477334,2.12817493,0.86099308,0.39792334
-5.23161581,5.32988392,0.02480769,0.74874031,1.53353663,2.14773552,0.06461853,2.12619197,0.85938141,0.39328789
-5.22561281,5.29719547,0.02496773,0.73899603,1.51375161,2.13461318,0.06434645,2.12267571,0.85789751,0.38861656
-5.21960980,5.25855626,0.02507319,0.72783005,1.49265003,2.11899961,0.06393789,2.11706163,0.85630603,0.38386222
-5.21360680,5.21302288,0.02511780,0.71519601,1.47010653,2.10054329,0.06337623,2.10882495,0.85436176,0.37898006
-5.20760380,5.15983790,0.02509760,0.70107784,1.44602691,2.07897711,0.06264808,2.09750165,0.85181950,0.37392996
-5.20160080,5.09846475,0.02501117,0.68549093,1.42035597,2.05413234,0.06174378,2.08270706,0.84844396,0.36867865
-5.19559780,5.02861494,0.02485973,0.66848253,1.39308397,2.02594935,0.06065783,2.06415124,0.84401913,0.36320137
-5.18959480,4.95026628,0.02464719,0.65013114,1.36425159,1.99448484,0.05938911,2.04165065,0.83835685,0.35748328
-5.18359180,4.86367166,0.02438010,0.63054502,1.33395306,1.95991505,0.05794101,2.01513574,0.83130415,0.35152035
-5.17758879,4.76935800,0.02406747,0.60985991,1.30233730,1.92253480,0.05632138,1.98465428,0.82274909,0.34531977
-5.17158579,4.66811533,0.02372053,0.58823594,1.26960691,1.88275236,0.05454231,1.95037024,0.81262495,0.33889998
-5.16558279,4.56097641,0.02335244,0.56585393,1.23601503,1.84108003,0.05261987,1.91255857,0.80091246,0.33229024
-5.15957979,4.44918759,0.02297784,0.54291111,1.20186007,1.79812084,0.05057358,1.87159592,0.78764019,0.32552969
-5.15357679,4.33417193,0.02261247,0.51961649,1.16747845,1.75455160,0.04842595,1.82794785,0.77288298,0.31866617
-5.14757379,4.21748590,0.02227257,0.49618589,1.13323560,1.71110291,0.04620179,1.78215310,0.75675860,0.31175457
-5.14157079,4.10077115,0.02197444,0.47283696,1.09951543,1.66853679,0.04392756,1.73480548,0.73942279,0.30485501
-5.13556778,3.98570327,0.02173383,0.44978417,1.06670879,1.62762261,0.04163066,1.68653422,0.72106297,0.29803071
-5.12956478,3.87393921,0.02156541,0.42723401,1.03520121,1.58911228,0.03933871,1.63798352,0.70189084,0.29134588
-5.12356178,3.76706552,0.02148226,0.40538053,1.00536050,1.55371561,0.03707889,1.58979207,0.68213431,0.28486341
-5.11755878,3.66654917,0.02149533,0.38440134,0.97752467,1.52207672,0.03487727,1.54257337,0.66202918,0.27864280
-5.11155578,3.57369295,0.02161305,0.36445417,0.95199065,1.49475252,0.03275826,1.49689762,0.64181070,0.27273806
-5.10555278,3.48959703,0.02184092,0.34567411,0.92900436,1.47219412,0.03074412,1.45327573,0.62170566,0.26719602
-5.09954977,3.41512818,0.02218124,0.32817152,0.90875240,1.45473190,0.02885456,1.41214602,0.60192515,0.26205481
-5.09354677,3.35089772,0.02263290,0.31203078,0.89135596,1.44256495,0.02710648,1.37386417,0.58265826,0.25734279
-5.08754377,3.29724903,0.02319129,0.29730975,0.87686689,1.43575529,0.02551379,1.33869649,0.56406710,0.25307789
-5.08154077,3.25425496,0.02384834,0.28403997,0.86526646,1.43422724,0.02408732,1.30681669,0.54628300,0.24926738
-5.07553777,3.22172502,0.02459262,0.27222762,0.85646649,1.43777188,0.02283488,1.27830626,0.52940432,0.24590806
-5.06953477,3.19922199,0.02540957,0.26185505,0.85031306,1.44605640,0.02176140,1.25315805,0.51349561,0.24298696
-5.06353177,3.18608681,0.02628192,0.25288286,0.84659245,1.45863814,0.02086907,1.23128283,0.49858810,0.24048229
-5.05752876,3.18147068,0.02719005,0.24525242,0.84503911,1.47498236,0.02015768,1.21251841,0.48468160,0.23836483
-5.05152576,3.18437260,0.02811255,0.23888867,0.84534518,1.49448319,0.01962485,1.19664074,0.47174732,0.23659942
-5.04552276,3.19368051,0.02902686,0.23370306,0.84717121,1.51648656,0.01926638,1.18337629,0.45973175,0.23514672
-5.03951976,3.20821410,0.02990983,0.22959663,0.85015751,1.54031421,0.01907654,1.17241527,0.44856106,0.23396487
-5.03351676,3.22676709,0.03073845,0.22646290,0.85393564,1.56528743,0.01904837,1.16342476,0.43814598,0.23301118
-5.02751376,3.24814709,0.03149052,0.22419066,0.85813947,1.59074950,0.01917396,1.15606137,0.42838683,0.23224361
-5.02151076,3.27121115,0.03214523,0.22266644,0.86241549,1.61608576,0.01944460,1.14998277,0.41917846,0.23162195
-5.01550775,3.29489551,0.03268384,0.22177669,0.86643175,1.64074029,0.01985096,1.14485751,0.41041493,0.23110882
-5.00950475,3.31823833,0.03309012,0.22140956,0.86988531,1.66422856,0.02038316,1.14037303,0.40199375,0.23067018
-5.00350175,3.34039466,0.03335088,0.22145632,0.87250784,1.68614545,0.02103079,1.13624143,0.39381946,0.23027556
-4.99749875,3.36064354,0.03345622,0.22181233,0.87406935,1.70616848,0.02178287,1.13220302,0.38580663,0.22989790
-4.99149575,3.37838726,0.03339981,0.22237783,0.87438001,1.72405632,0.02262780,1.12802768,0.37788202,0.22951313
-4.98549275,3.39314382,0.03317896,0.22305828,0.87329025,1.73964284,0.02355321,1.12351434,0.36998613,0.22909948
-4.97948974,3.40453349,0.03279462,0.22376462,0.87068924,1.75282752,0.02454588,1.11848881,0.36207398,0.22863664
-4.97348674,3.41226136,0.03225122,0.22441333,0.86650225,1.76356293,0.02559165,1.11280040,0.35411537,0.22810496
-4.96748374,3.41609731,0.03155645,0.22492650,0.86068699,1.77184034,0.02667533,1.10631795,0.34609456,0.22748461
-4.96148074,3.41585563,0.03072093,0.22523187,0.85322959,1.77767477,0.02778071,1.09892563,0.33800970,0.22675501
-4.95547774,3.41137610,0.02975779,0.22526306,0.84414038,1.78109050,0.02889065,1.09051912,0.32987192,0.22589450
-4.94947474,3.40250822,0.02868223,0.22495987,0.83344996,1.78210826,0.02998718,1.08100264,0.32170435,0.22488034
-4.94347174,3.38910014,0.02751099,0.22426880,0.82120577,1.78073508,0.03105181,1.07028713,0.31354118,0.22368916
-4.93746873,3.37099339,0.02626189,0.22314372,0.80746949,1.77695762,0.03206583,1.05828991,0.30542676,0.22229775
-4.93146573,3.34802394,0.02495329,0.22154673,0.79231528,1.77073951,0.03301076,1.04493595,0.29741483,0.22068433
-4.92546273,3.32002966,0.02360363,0.21944915,0.77582896,1.76202291,0.03386884,1.03016067,0.28956797,0.21883007
-4.91945973,3.28686381,0.02223102,0.21683247,0.75810811,1.75073421,0.03462359,1.01391412,0.28195715,0.21672091
-4.91345673,3.24841347,0.02085279,0.21368940,0.73926277,1.73679355,0.03526042,0.99616625,0.27466137,0.21434952
-4.90745373,3.20462162,0.01948526,0.21002466,0.71941677,1.72012732,0.03576717,0.97691292,0.26776733,0.21171716
-4.90145073,3.15551102,0.01814340,0.20585567,0.69870920,1.70068284,0.03613467,0.95618193,0.26136907,0.20883557
-4.89544772,3.10120809,0.01684069,0.20121288,0.67729584,1.67844411,0.03635722,0.93403886,0.25556733,0.20572838
-4.88944472,3.04196475,0.01558896,0.19613973,0.65535020,1.65344742,0.03643295,0.91059184,0.25046870,0.20243222
-4.88344172,2.97817623,0.01439836,0.19069218,0.63306394,1.62579568,0.03636407,0.88599498,0.24618433,0.19899726
-4.87743872,2.91039346,0.01327733,0.18493778,0.61064644,1.59567037,0.03615694,0.86044999,0.24282827,0.19548712
-4.87143572,2.83932841,0.01223260,0.17895431,0.58832333,1.56334017,0.03582203,0.83420552,0.24051527,0.19197811
-4.86543272,2.76585177,0.01126932,0.17282787,0.56633396,1.52916560,0.03537365,0.80755432,0.23935815,0.18855789
-4.85942971,2.69098260,0.01039110,0.16665072,0.54492781,1.49359925,0.03482958,0.78082790,0.23946470,0.18532338
-4.85342671,2.61586999,0.00960017,0.16051870,0.52435986,1.45718139,0.03421044,0.75438902,0.24093436,0.18237822
-4.84742371,2.54176772,0.00889748,0.15452845,0.50488526,1.42053130,0.03353911,0.72862217,0.24385458,0.17982977
-4.84142071,2.47000279,0.00828283,0.14877457,0.48675338,1.38433461,0.03283982,0.70392251,0.24829730,0.17778584
-4.83541771,2.40193964,0.00775504,0.14334676,0.47020155,1.34932746,0.03213741,0.68068365,0.25431548,0.17635124
-4.82941471,2.33894162,0.00731203,0.13832711,0.45544888,1.31627830,0.03145637,0.65928502,0.26194007,0.17562441
-4.82341171,2.28233183,0.00695102,0.13378763,0.44269040,1.28596832,0.03082002,0.64007923,0.27117750,0.17569428
-4.81740870,2.23335518,0.00666856,0.12978816,0.43209177,1.25917154,0.03024965,0.62338016,0.28200795,0.17663741
-4.81140570,2.19314347,0.00646074,0.12637473,0.42378492,1.23663550,0.02976385,0.60945227,0.29438438,0.17851568
-4.80540270,2.16268497,0.00632323,0.12357839,0.41786475,1.21906340,0.02937783,0.59850171,0.30823268,0.18137453
-4.79939970,2.14279992,0.00625142,0.12141464,0.41438695,1.20709844,0.02910299,0.59066944,0.32345267,0.18524184
-4.79339670,2.13412247,0.00624050,0.11988339,0.41336725,1.20131072,0.02894662,0.58602691,0.33992023,0.19012746
-4.78739370,2.13708964,0.00628554,0.11896950,0.41478175,1.20218699,0.02891170,0.58457417,0.35749018,0.19602341
-4.78139070,2.15193723,0.00638161,0.11864377,0.41856858,1.21012328,0.02899701,0.58624074,0.37600013,0.20290464
-4.77538769,2.17870201,0.00652381,0.11886451,0.42463055,1.22542009,0.02919722,0.59088888,0.39527472,0.21073034
-4.76938469,2.21722974,0.00670737,0.11957934,0.43283875,1.24827993,0.02950331,0.59831924,0.41513036,0.21944553
-4.76338169,2.26718768,0.00692772,0.12072746,0.44303681,1.27880648,0.02990295,0.60827856,0.43538005,0.22898306
-4.75737869,2.32808055,0.00718051,0.12224197,0.45504568,1.31700499,0.03038110,0.62046904,0.45583803,0.23926565
-4.75137569,2.39926867,0.00746168,0.12405240,0.46866872,1.36278327,0.03092062,0.63455897,0.47632412,0.25020797
-4.74537269,2.47998710,0.00776752,0.12608720,0.48369681,1.41595280,0.03150294,0.65019419,0.49666737,0.26171862
-4.73936968,2.56936473,0.00809462,0.12827624,0.49991351,1.47622961,0.03210872,0.66701000,0.51670904,0.27370197
-4.73336668,2.66644257,0.00843999,0.13055303,0.51709993,1.54323477,0.03271855,0.68464291,0.53630460,0.28605964
-4.72736368,2.77019064,0.00880101,0.13285682,0.53503938,1.61649454,0.03331355,0.70274213,0.55532483,0.29869183
-4.72136068,2.87952325,0.00917542,0.13513438,0.55352169,1.69544024,0.03387591,0.72098016,0.57365601,0.31149829
-4.71535768,2.99331274,0.00956141,0.13734150,0.57234716,1.77940856,0.03438944,0.73906240,0.59119919,0.32437907
-4.70935468,3.11040201,0.00995754,0.13944406,0.59133026,1.86764259,0.03483990,0.75673545,0.60786886,0.33723510
-4.70335168,3.22961629,0.01036276,0.14141889,0.61030293,1.95929441,0.03521538,0.77379399,0.62359098,0.34996863
-4.69734867,3.34977487,0.01077646,0.14325409,0.62911778,2.05342993,0.03550648,0.79008600,0.63830088,0.36248370
-4.69134567,3.46970340,0.01119840,0.14494920,0.64765088,2.14903663,0.03570644,0.80551650,0.65194099,0.37468665
-4.68534267,3.58824745,0.01162876,0.14651485,0.66580454,2.24503471,0.03581122,0.82004958,0.66445886,0.38648678
-4.67933967,3.70428776,0.01206815,0.14797229,0.68350973,2.34029214,0.03581947,0.83370877,0.67580558,0.39779725
-4.67333667,3.81675734,0.01251758,0.14935249,0.70072828,2.43364359,0.03573242,0.84657599,0.68593485,0.40853622
-4.66733367,3.92466059,0.01297846,0.15069512,0.71745472,2.52391314,0.03555379,0.85878886,0.69480274,0.41862825
-4.66133067,4.02709388,0.01345262,0.15204727,0.73371769,2.60994030,0.03528957,0.87053668,0.70236829,0.42800598
-4.65532766,4.12326703,0.01394222,0.15346199,0.74958064,2.69060851,0.03494783,0.88205507,0.70859493,0.43661188
-4.64932466,4.21252466,0.01444977,0.15499675,0.76514177,2.76487506,0.03453849,0.89361935,0.71345253,0.44440019
-4.64332166,4.29436632,0.01497804,0.15671173,0.78053304,2.83180123,0.03407305,0.90553684,0.71692011,0.45133873
