energy_ev,total_up,Co_p_up,Co_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.41770885,3.76310131,1.63413682,1.27277628,0.24915500,0.72424654,0.01527053,0.09643854,0.01273632,1.88027986
-5.41170585,3.70767719,1.61247176,1.25350228,0.24283680,0.71952721,0.01684073,0.09409822,0.01303431,1.84449235
-5.40570285,3.64218813,1.58721178,1.22965205,0.23615248,0.71301666,0.01848636,0.09161474,0.01338799,1.80358880
-5.39969985,3.56790784,1.55898150,1.20158407,0.22923254,0.70493185,0.02019117,0.08903169,0.01379815,1.75830366
-5.39369685,3.48626572,1.52846069,1.16974229,0.22220741,0.69551491,0.02193721,0.08639149,0.01426457,1.70945072
-5.38769385,3.39881047,1.49637161,1.13464423,0.21520431,0.68502486,0.02370494,0.08373439,0.01478578,1.65790519
-5.38169085,3.30717140,1.46346588,1.09686682,0.20834437,0.67372935,0.02547361,0.08109765,0.01535887,1.60458439
-5.37568784,3.21301853,1.43051091,1.05703071,0.20173985,0.66189662,0.02722156,0.07851482,0.01597935,1.55042765
-5.36968484,3.11802282,1.39827620,1.01578341,0.19549177,0.64978804,0.02892664,0.07601520,0.01664108,1.49637594
-5.36368184,3.02381760,1.36751956,0.97378216,0.18968789,0.63765150,0.03056671,0.07362332,0.01733622,1.44335163
-5.35767884,2.93196241,1.33897344,0.93167675,0.18440105,0.62571577,0.03212013,0.07135866,0.01805528,1.39223910
-5.35167584,2.84391006,1.31333147,0.89009337,0.17968808,0.61418606,0.03356629,0.06923550,0.01878726,1.34386649
-5.34567284,2.76097771,1.29123537,0.84961951,0.17558906,0.60324081,0.03488620,0.06726290,0.01951979,1.29898896
-5.33966983,2.68432256,1.27326229,0.81079080,0.17212716,0.59302966,0.03606295,0.06544481,0.02023941,1.25827404
-5.33366683,2.61492241,1.25991276,0.77407981,0.16930892,0.58367260,0.03708227,0.06378036,0.02093192,1.22228895
-5.32766383,2.55356137,1.25159940,0.73988730,0.16712498,0.57526014,0.03793291,0.06226420,0.02158272,1.19149046
-5.32166083,2.50082053,1.24863652,0.70853593,0.16555123,0.56785441,0.03860709,0.06088705,0.02217725,1.16621718
-5.31565783,2.45707357,1.25123088,0.68026651,0.16455025,0.56149079,0.03910072,0.05963626,0.02270148,1.14668439
-5.30965483,2.42248685,1.25947381,0.65523677,0.16407313,0.55618021,0.03941365,0.05849644,0.02314233,1.13298144
-5.30365183,2.39702379,1.27333490,0.63352249,0.16406137,0.55191157,0.03954972,0.05745019,0.02348816,1.12507168
-5.29764882,2.38045283,1.29265761,0.61512076,0.16444897,0.54865432,0.03951678,0.05647882,0.02372921,1.12279481
-5.29164582,2.37235877,1.31715705,0.59995515,0.16516457,0.54636099,0.03932652,0.05556304,0.02385795,1.12587156
-5.28564282,2.37215694,1.34642017,0.58788250,0.16613349,0.54496951,0.03899424,0.05468368,0.02386947,1.13391061
-5.27963982,2.37910976,1.37990871,0.57870093,0.16727973,0.54440530,0.03853850,0.05382228,0.02376166,1.14641751
-5.27363682,2.39234546,1.41696509,0.57215891,0.16852776,0.54458311,0.03798066,0.05296170,0.02353543,1.16280563
-5.26763382,2.41087852,1.45682133,0.56796482,0.16980422,0.54540853,0.03734432,0.05208657,0.02319471,1.18240876
-5.26163082,2.43363174,1.49861131,0.56579704,0.17103929,0.54677941,0.03665472,0.05118366,0.02274648,1.20449540
-5.25562781,2.45945948,1.54138612,0.56531394,0.17216792,0.54858707,0.03593808,0.05024218,0.02220058,1.22828439
-5.24962481,2.48717219,1.58413245,0.56616378,0.17313084,0.55071750,0.03522088,0.04925396,0.02156950,1.25296170
-5.24362181,2.51556165,1.62579394,0.56799424,0.17387535,0.55305272,0.03452917,0.04821347,0.02086810,1.27769821
-5.23761881,2.54342689,1.66529478,0.57046130,0.17435595,0.55547224,0.03388784,0.04711785,0.02011317,1.30166803
-5.23161581,2.56960033,1.70156532,0.57323746,0.17453485,0.55785479,0.03331998,0.04596676,0.01932308,1.32406713
-5.22561281,2.59297373,1.73356884,0.57601907,0.17438229,0.56008036,0.03284625,0.04476226,0.01851724,1.34413183
-5.21960980,2.61252347,1.76032878,0.57853268,0.17387678,0.56203257,0.03248432,0.04350852,0.01771564,1.36115671
-5.21360680,2.62733448,1.78095550,0.58054038,0.17300533,0.56360119,0.03224849,0.04221160,0.01693836,1.37451152
-5.20760380,2.63662214,1.79467171,0.58184393,0.17176340,0.56468494,0.03214929,0.04087912,0.01620508,1.38365648
-5.20160080,2.63975141,1.80083556,0.58228778,0.17015496,0.56519428,0.03219326,0.03951997,0.01553460,1.38815557
-5.19559780,2.63625246,1.79896044,0.58176081,0.16819222,0.56505416,0.03238289,0.03814399,0.01494446,1.38768722
-5.18959480,2.62583198,1.78873075,0.58019680,0.16589541,0.56420638,0.03271658,0.03676165,0.01445047,1.38205211
-5.18359180,2.60837970,1.77001282,0.57757367,0.16329226,0.56261168,0.03318883,0.03538379,0.01406644,1.37117754
-5.17758879,2.58396934,1.74286050,0.57391147,0.16041733,0.56025103,0.03379046,0.03402127,0.01380381,1.35511822
-5.17158579,2.55285407,1.70751499,0.56926916,0.15731119,0.55712633,0.03450894,0.03268477,0.01367148,1.33405330
-5.16558279,2.51545598,1.66439898,0.56374033,0.15401929,0.55326014,0.03532884,0.03138446,0.01367554,1.30827966
-5.15957979,2.47235005,1.61410495,0.55744790,0.15059071,0.54869461,0.03623232,0.03012982,0.01381918,1.27820167
-5.15357679,2.42424298,1.55737832,0.55053804,0.14707666,0.54348940,0.03719963,0.02892942,0.01410254,1.24431755
-5.14757379,2.37194752,1.49509585,0.54317344,0.14352892,0.53771883,0.03820970,0.02779065,0.01452275,1.20720302
-5.14157079,2.31635333,1.42824018,0.53552624,0.13999806,0.53146832,0.03924069,0.02671963,0.01507388,1.16749275
-5.13556778,2.25839553,1.35787145,0.52777076,0.13653174,0.52483026,0.04027053,0.02572102,0.01574705,1.12586017
-5.12956478,2.19902216,1.28509716,0.52007637,0.13317302,0.51789953,0.04127748,0.02479786,0.01653053,1.08299662
-5.12356178,2.13916204,1.21104128,0.51260079,0.12995876,0.51076900,0.04224059,0.02395157,0.01740998,1.03959048
-5.11755878,2.07969419,1.13681381,0.50548403,0.12691829,0.50352516,0.04314012,0.02318182,0.01836872,0.99630707
-5.11155578,2.02142030,1.06348193,0.49884311,0.12407232,0.49624417,0.04395800,0.02248659,0.01938798,0.95377020
-5.10555278,1.96504125,0.99204354,0.49276803,0.12143220,0.48898863,0.04467812,0.02186219,0.02044739,0.91254573
-5.09954977,1.91113865,0.92340411,0.48731879,0.11899956,0.48180517,0.04528665,0.02130340,0.02152536,0.87312800
-5.09354677,1.86016202,0.85835756,0.48252386,0.11676644,0.47472305,0.04577230,0.02080356,0.02259965,0.83592925
-5.08754377,1.81242204,0.79757137,0.47837989,0.11471573,0.46775393,0.04612654,0.02035484,0.02364785,0.80127242
-5.08154077,1.76808997,0.74157639,0.47485284,0.11282212,0.46089273,0.04634377,0.01994845,0.02464803,0.76938735
-5.07553777,1.72720288,0.69076131,0.47188030,0.11105335,0.45411960,0.04642156,0.01957494,0.02557932,0.74041035
-5.06953477,1.68967438,0.64537168,0.46937493,0.10937184,0.44740293,0.04636075,0.01922451,0.02642252,0.71438692
-5.06353177,1.65531011,0.60551309,0.46722884,0.10773650,0.44070316,0.04616561,0.01888730,0.02716069,0.69127730
-5.05752876,1.62382686,0.57115830,0.46531865,0.10610469,0.43397734,0.04584395,0.01855375,0.02777968,0.67096448
-5.05152576,1.59487471,0.54215765,0.46351109,0.10443426,0.42718393,0.04540728,0.01821490,0.02826863,0.65326419
-5.04552276,1.56806056,0.51825224,0.46166883,0.10268556,0.42028788,0.04487079,0.01786268,0.02862037,0.63793631
-5.03951976,1.54297246,0.49908931,0.45965627,0.10082320,0.41326545,0.04425343,0.01749013,0.02883174,0.62469736
-5.03351676,1.51920313,0.48423908,0.45734517,0.09881778,0.40610872,0.04357787,0.01709164,0.02890375,0.61323333
-5.02751376,1.49637211,0.47321267,0.45461978,0.09664714,0.39882930,0.04287035,0.01666308,0.02884166,0.60321260
-5.02151076,1.47414529,0.46548026,0.45138142,0.09429735,0.39146122,0.04216046,0.01620190,0.02865490,0.59429842
-5.01550775,1.45225125,0.46048912,0.44755228,0.09176332,0.38406264,0.04148083,0.01570712,0.02835687,0.58616054
-5.00950475,1.43049376,0.45768092,0.44307828,0.08904897,0.37671642,0.04086664,0.01517935,0.02796455,0.57848582
-5.00350175,1.40876009,0.45650796,0.43793104,0.08616703,0.36952926,0.04035499,0.01462065,0.02749807,0.57098737
-4.99749875,1.38702475,0.45644786,0.43210884,0.08313845,0.36262956,0.03998417,0.01403441,0.02698011,0.56341220
-4.99149575,1.36534880,0.45701631,0.42563647,0.07999144,0.35616394,0.03979273,0.01342519,0.02643515,0.55554715
-4.98549275,1.34387470,0.45777780,0.41856420,0.07676029,0.35029257,0.03981846,0.01279845,0.02588876,0.54722302
-4.97948974,1.32281716,0.45835399,0.41096575,0.07348390,0.34518337,0.04009720,0.01216034,0.02536675,0.53831691
-4.97348674,1.30245029,0.45842959,0.40293535,0.07020417,0.34100549,0.04066164,0.01151744,0.02489430,0.52875281
-4.96748374,1.28309176,0.45775582,0.39458414,0.06696436,0.33792207,0.04154004,0.01087651,0.02449516,0.51850046
-4.96148074,1.26508471,0.45615133,0.38603588,0.06380736,0.33608279,0.04275489,0.01024423,0.02419075,0.50757269
-4.95547774,1.24877811,0.45350087,0.37742227,0.06077407,0.33561639,0.04432176,0.00962698,0.02399948,0.49602130
-4.94947474,1.23450664,0.44975176,0.36887796,0.05790195,0.33662365,0.04624814,0.00903061,0.02393608,0.48393195
-4.94347174,1.22257092,0.44490852,0.36053551,0.05522364,0.33917098,0.04853249,0.00846032,0.02401098,0.47141794
-4.93746873,1.21321908,0.43902602,0.35252047,0.05276596,0.34328508,0.05116359,0.00792047,0.02423000,0.45861357
-4.93146573,1.20663054,0.43220143,0.34494675,0.05054905,0.34894898,0.05412001,0.00741450,0.02459403,0.44566711
-4.92546273,1.20290291,0.42456550,0.33791262,0.04858588,0.35609957,0.05737011,0.00694489,0.02509895,0.43273377
-4.91945973,1.20204258,0.41627355,0.33149734,0.04688202,0.36462697,0.06087223,0.00651311,0.02573575,0.41996909
-4.91345673,1.20395975,0.40749663,0.32575863,0.04543575,0.37437579,0.06457538,0.00611967,0.02649079,0.40752280
-4.90745373,1.20846802,0.39841316,0.32073116,0.04423837,0.38514829,0.06842027,0.00576418,0.02734621,0.39553361
-4.90145073,1.21528886,0.38920144,0.31642603,0.04327489,0.39670945,0.07234069,0.00544542,0.02828056,0.38412502
-4.89544772,1.22406073,0.38003331,0.31283137,0.04252483,0.40879378,0.07626527,0.00516148,0.02926949,0.37340229
-4.88944472,1.23435256,0.37106905,0.30991390,0.04196326,0.42111360,0.08011956,0.00490988,0.03028665,0.36345057
-4.88344172,1.24568094,0.36245366,0.30762144,0.04156197,0.43336863,0.08382820,0.00468773,0.03130454,0.35433435
-4.87743872,1.25753031,0.35431457,0.30588630,0.04129069,0.44525627,0.08731741,0.00449191,0.03229556,0.34609797
-4.87143572,1.26937513,0.34676047,0.30462924,0.04111839,0.45648242,0.09051736,0.00431923,0.03323292,0.33876713
-4.86543272,1.28070293,0.33988146,0.30376385,0.04101448,0.46677214,0.09336462,0.00416659,0.03409165,0.33235119
-4.85942971,1.29103721,0.33374987,0.30320124,0.04095003,0.47587983,0.09580433,0.00403112,0.03484944,0.32684608
-4.85342671,1.29995890,0.32842183,0.30285462,0.04089876,0.48359848,0.09779225,0.00391035,0.03548748,0.32223745
-4.84742371,1.30712542,0.32393921,0.30264359,0.04083800,0.48976746,0.09929637,0.00380230,0.03599108,0.31850399
-4.84142071,1.31228633,0.32033157,0.30249811,0.04074936,0.49427860,0.10029813,0.00370559,0.03635017,0.31562040
-4.83541771,1.31529482,0.31761801,0.30236165,0.04061921,0.49708028,0.10079320,0.00361949,0.03655964,0.31356018
-4.82941471,1.31611442,0.31580876,0.30219365,0.04043898,0.49817929,0.10079173,0.00354400,0.03661949,0.31229769
-4.82341171,1.31482070,0.31490616,0.30197106,0.04020522,0.49764041,0.10031807,0.00347979,0.03653472,0.31180964
-4.81740870,1.31159773,0.31490526,0.30168885,0.03991941,0.49558370,0.09940993,0.00342822,0.03631515,0.31207577
-4.81140570,1.30672960,0.31579376,0.30135968,0.03958759,0.49217961,0.09811718,0.00339127,0.03597493,0.31307879
-4.80540270,1.30058735,0.31755148,0.30101249,0.03921981,0.48764220,0.09650003,0.00337144,0.03553200,0.31480367
-4.79939970,1.29361183,0.32014944,0.30069037,0.03882946,0.48222056,0.09462697,0.00337167,0.03500736,0.31723625
-4.79339670,1.28629335,0.32354870,0.30044757,0.03843240,0.47618897,0.09257238,0.00339517,0.03442420,0.32036131
-4.78739370,1.27914898,0.32769900,0.30034601,0.03804607,0.46983609,0.09041389,0.00344526,0.03380706,0.32416038
-4.78139070,1.27269843,0.33253751,0.30045123,0.03768857,0.46345364,0.08822971,0.00352525,0.03318082,0.32860928
-4.77538769,1.26743949,0.33798780,0.30082817,0.03737766,0.45732497,0.08609588,0.00363819,0.03256979,0.33367568
-4.76938469,1.26382410,0.34395915,0.30153682,0.03712986,0.45171395,0.08408369,0.00378676,0.03199676,0.33931669
-4.76338169,1.26223598,0.35034628,0.30262793,0.03695956,0.44685466,0.08225721,0.00397306,0.03148218,0.34547685
-4.75737869,1.26297056,0.35702973,0.30413901,0.03687830,0.44294217,0.08067111,0.00419847,0.03104334,0.35208641
-4.75137569,1.26621830,0.36387670,0.30609079,0.03689407,0.44012479,0.07936889,0.00446349,0.03069377,0.35906014
-4.74537269,1.27205170,0.37074260,0.30848423,0.03701085,0.43849803,0.07838142,0.00476764,0.03044275,0.36629677
-4.73936968,1.28041683,0.37747312,0.31129825,0.03722825,0.43810058,0.07772597,0.00510940,0.03029492,0.37367900
-4.73336668,1.29112960,0.38390683,0.31448831,0.03754135,0.43891229,0.07740575,0.00548614,0.03025017,0.38107425
-4.72736368,1.30387699,0.38987820,0.31798593,0.03794075,0.44085445,0.07740991,0.00589415,0.03030362,0.38833604
-4.72136068,1.31822339,0.39522099,0.32169917,0.03841273,0.44379212,0.07771405,0.00632872,0.03044582,0.39530612
-4.71535768,1.33362185,0.39977187,0.32551413,0.03893966,0.44753873,0.07828119,0.00678418,0.03066315,0.40181718
-4.70935468,1.34942989,0.40337414,0.32929748,0.03950053,0.45186249,0.07906319,0.00725415,0.03093826,0.40769624
-4.70335168,1.36492949,0.40588155,0.33289987,0.04007164,0.45649465,0.08000257,0.00773170,0.03125080,0.41276847
-4.69734867,1.37935057,0.40716188,0.33616028,0.04062740,0.46113915,0.08103463,0.00820962,0.03157816,0.41686148
-4.69134567,1.39189708,0.40710045,0.33891100,0.04114125,0.46548337,0.08208980,0.00868071,0.03189633,0.41980996
-4.68534267,1.40177487,0.40560324,0.34098323,0.04158661,0.46920964,0.08309619,0.00913813,0.03218079,0.42146033
-4.67933967,1.40822019,0.40259965,0.34221295,0.04193791,0.47200688,0.08398216,0.00957574,0.03240745,0.42167556
-4.67333667,1.41052774,0.39804473,0.34244696,0.04217148,0.47358216,0.08467886,0.00998844,0.03255353,0.42033968
-4.66733367,1.40807720,0.39192085,0.34154863,0.04226655,0.47367158,0.08512263,0.01037252,0.03259840,0.41736193
-4.66133067,1.40035707,0.38423878,0.33940340,0.04220604,0.47204997,0.08525720,0.01072601,0.03252434,0.41268047
-4.65532766,1.38698472,0.37503795,0.33592350,0.04197725,0.46853923,0.08503551,0.01104892,0.03231717,0.40626521
-4.64932466,1.36772205,0.36438613,0.33105181,0.04157244,0.46301474,0.08442124,0.01134349,0.03196670,0.39811985
-4.64332166,1.34248578,0.35237826,0.32476466,0.04098916,0.45540979,0.08338985,0.01161435,0.03146710,0.38828290
