energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.36368184,6.77817557,0.05256878,0.17001923,1.71370794,4.18817151,1.64803078,0.36670171,2.09801793,0.00000000
-5.35767884,6.65857965,0.05244649,0.16710355,1.69079641,4.12022593,1.57796014,0.36730938,2.05667543,0.00000000
-5.35167584,6.53705547,0.05222055,0.16424290,1.66935173,4.04865851,1.50544302,0.36877339,2.01836334,0.00000000
-5.34567284,6.41741541,0.05191735,0.16155595,1.65043471,3.97567681,1.43164380,0.37130132,1.98435002,0.00000000
-5.33966983,6.30342641,0.05156429,0.15915800,1.63508660,3.90348887,1.35773525,0.37508649,1.95583454,0.00000000
-5.33366683,6.19867351,0.05118862,0.15715641,1.62428593,3.83422613,1.28486575,0.38029836,1.93390133,0.00000000
-5.32766383,6.10642778,0.05081632,0.15564638,1.61890704,3.76986735,1.21412908,0.38707342,1.91947769,0.00000000
-5.32166083,6.02952396,0.05047092,0.15470717,1.61968212,3.71216691,1.14653766,0.39550690,1.91329596,0.00000000
-5.31565783,5.97025256,0.05017241,0.15439882,1.62716822,3.66259004,1.08300006,0.40564569,1.91586180,0.00000000
-5.30965483,5.93027097,0.04993633,0.15475978,1.64172068,3.62225789,1.02430307,0.41748291,1.92743001,0.00000000
-5.30365183,5.91053731,0.04977296,0.15580515,1.66347425,3.59190466,0.97109878,0.43095430,1.94798877,0.00000000
-5.29764882,5.91126975,0.04968679,0.15752601,1.69233252,3.57184875,0.92389651,0.44593683,1.97725338,0.00000000
-5.29164582,5.93193335,0.04967624,0.15988953,1.72796634,3.56197930,0.88305948,0.46224952,2.01466957,0.00000000
-5.28564282,5.97125475,0.04973363,0.16284007,1.76982106,3.56175877,0.84880593,0.47965669,2.05942651,0.00000000
-5.27963982,6.02726453,0.04984543,0.16630107,1.81713245,3.57024162,0.82121394,0.49787336,2.11047905,0.00000000
-5.27363682,6.09736510,0.04999288,0.17017776,1.86895030,3.58610845,0.80022967,0.51657284,2.16657840,0.00000000
-5.26763382,6.17842160,0.05015274,0.17436048,1.92416872,3.60771424,0.78567788,0.53539604,2.22630976,0.00000000
-5.26163082,6.26687148,0.05029835,0.17872855,1.98156173,3.63314866,0.77727450,0.55396225,2.28813568,0.00000000
-5.25562781,6.35884839,0.05040080,0.18315435,2.03982230,3.66030603,0.77464002,0.57188083,2.35044299,0.00000000
-5.24962481,6.45031478,0.05043031,0.18750762,2.09760323,3.68696202,0.77731355,0.58876332,2.41159158,0.00000000
-5.24362181,6.53719768,0.05035756,0.19165968,2.15355793,3.71085372,0.78476654,0.60423548,2.46996275,0.00000000
-5.23761881,6.61552201,0.05015503,0.19548741,2.20637941,3.72975998,0.79641603,0.61794868,2.52400535,0.00000000
-5.23161581,6.68153595,0.04979833,0.19887682,2.25483581,3.74157860,0.81163696,0.62959008,2.57227780,0.00000000
-5.22561281,6.73182366,0.04926729,0.20172614,2.29780130,3.74439741,0.82977346,0.63889132,2.61348435,0.00000000
-5.21960980,6.76340120,0.04854690,0.20394819,2.33428116,3.73655641,0.85014892,0.64563525,2.64650462,0.00000000
-5.21360680,6.77379264,0.04762804,0.20547215,2.36343061,3.71669884,0.87207524,0.64966057,2.67041538,0.00000000
-5.20760380,6.76108436,0.04650787,0.20624454,2.38456700,3.68380954,0.89486108,0.65086417,2.68450426,0.00000000
-5.20160080,6.72395680,0.04519002,0.20622956,2.39717566,3.63723940,0.91781964,0.64920135,2.68827563,0.00000000
-5.19559780,6.66169388,0.04368443,0.20540870,2.40090974,3.57671587,0.94027619,0.64468386,2.68144888,0.00000000
-5.18959480,6.57417143,0.04200701,0.20377988,2.39558495,3.50233945,0.96157551,0.63737618,2.66395007,0.00000000
-5.18359180,6.46182689,0.04017894,0.20135604,2.38117008,3.41456734,0.98108963,0.62739026,2.63589798,0.00000000
-5.17758879,6.32561320,0.03822592,0.19816347,2.35777441,3.31418547,0.99822591,0.61487916,2.59758593,0.00000000
-5.17158579,6.16694015,0.03617712,0.19423985,2.32563316,3.20227088,1.01243557,0.60002991,2.54946052,0.00000000
-5.16558279,5.98760675,0.03406415,0.18963230,2.28509193,3.08014641,1.02322250,0.58305612,2.49209878,0.00000000
-5.15957979,5.78972844,0.03191990,0.18439530,2.23659113,2.94933009,1.03015229,0.56419058,2.42618493,0.00000000
-5.15357679,5.57566206,0.02977743,0.17858889,2.18065107,2.81148150,1.03286104,0.54367829,2.35248765,0.00000000
-5.14757379,5.34793205,0.02766885,0.17227689,2.11785825,2.66834744,1.03106356,0.52177009,2.27183880,0.00000000
-5.14157079,5.10915998,0.02562440,0.16552548,2.04885302,2.52170881,1.02456066,0.49871714,2.18511416,0.00000000
-5.13556778,4.86199961,0.02367149,0.15840193,1.97431872,2.37333072,1.01324478,0.47476633,2.09321632,0.00000000
-5.12956478,4.60907863,0.02183409,0.15097356,1.89497219,2.22491713,0.99710370,0.45015657,1.99705994,0.00000000
-5.12356178,4.35294808,0.02013208,0.14330701,1.81155526,2.07807139,0.97622190,0.42511604,1.89755914,0.00000000
-5.11755878,4.09603953,0.01858095,0.13546762,1.72482693,1.93426322,0.95077916,0.39986024,1.79561690,0.00000000
-5.11155578,3.84063014,0.01719157,0.12751893,1.63555583,1.79480284,0.92104642,0.37459067,1.69211582,0.00000000
-5.10555278,3.58881504,0.01597015,0.11952233,1.54451260,1.66082211,0.88737864,0.34949410,1.58791013,0.00000000
-5.09954977,3.34248651,0.01491835,0.11153671,1.45246194,1.53326271,0.85020510,0.32474217,1.48381851,0.00000000
-5.09354677,3.10331939,0.01403356,0.10361817,1.36015420,1.41287090,0.81001722,0.30049118,1.38061727,0.00000000
-5.08754377,2.87276176,0.01330924,0.09581967,1.26831639,1.30019820,0.76735449,0.27688213,1.27903399,0.00000000
-5.08154077,2.65203055,0.01273538,0.08819070,1.17764287,1.19560747,0.72278892,0.25404064,1.17974130,0.00000000
-5.07553777,2.44211130,0.01229903,0.08077687,1.08878591,1.09928333,0.67690893,0.23207694,1.08335095,0.00000000
-5.06953477,2.24376169,0.01198491,0.07361954,1.00234646,1.01124637,0.63030298,0.21108583,0.99040834,0.00000000
-5.06353177,2.05751849,0.01177593,0.06675542,0.91886548,0.93137008,0.58354404,0.19114655,0.90138768,0.00000000
-5.05752876,1.88370751,0.01165387,0.06021617,0.83881639,0.85939977,0.53717513,0.17232276,0.81668800,0.00000000
-5.05152576,1.72245639,0.01159996,0.05402815,0.76259898,0.79497277,0.49169675,0.15466246,0.73663041,0.00000000
-5.04552276,1.57370990,0.01159541,0.04821212,0.69053503,0.73763904,0.44755657,0.13819814,0.66145667,0.00000000
-5.03951976,1.43724739,0.01162199,0.04278315,0.62286602,0.68688169,0.40514152,0.12294701,0.59132943,0.00000000
-5.03351676,1.31270209,0.01166244,0.03775057,0.55975306,0.64213682,0.36477267,0.10891148,0.52633405,0.00000000
-5.02751376,1.19958194,0.01170094,0.03311811,0.50127894,0.60281206,0.32670270,0.09607989,0.46648221,0.00000000
-5.02151076,1.09729118,0.01172341,0.02888412,0.44745228,0.56830367,0.29111602,0.08442744,0.41171703,0.00000000
-5.01550775,1.00515253,0.01171777,0.02504197,0.39821354,0.53801171,0.25813111,0.07391739,0.36191966,0.00000000
-5.00950475,0.92242908,0.01167414,0.02158052,0.35344261,0.51135308,0.22780487,0.06450246,0.31691701,0.00000000
-5.00350175,0.84834557,0.01158494,0.01848466,0.31296743,0.48777239,0.20013858,0.05612643,0.27649036,0.00000000
-4.99749875,0.78210841,0.01144489,0.01573598,0.27657349,0.46675063,0.17508497,0.04872581,0.24038440,0.00000000
-4.99149575,0.72292393,0.01125101,0.01331343,0.24401355,0.44781154,0.15255603,0.04223165,0.20831649,0.00000000
-4.98549275,0.67001466,0.01100244,0.01119401,0.21501728,0.43052597,0.13243112,0.03657124,0.17998571,0.00000000
-4.97948974,0.62263315,0.01070032,0.00935345,0.18930044,0.41451428,0.11456498,0.03166989,0.15508134,0.00000000
-4.97348674,0.58007331,0.01034755,0.00776684,0.16657323,0.39944706,0.09879535,0.02745251,0.13329066,0.00000000
-4.96748374,0.54167915,0.00994849,0.00640921,0.14654775,0.38504443,0.08494995,0.02384505,0.11430575,0.00000000
-4.96148074,0.50685105,0.00950874,0.00525604,0.12894420,0.37107414,0.07285261,0.02077582,0.09782919,0.00000000
-4.95547774,0.47504963,0.00903478,0.00428370,0.11349585,0.35734883,0.06232842,0.01817651,0.08357860,0.00000000
-4.94947474,0.44579756,0.00853370,0.00346982,0.09995286,0.34372266,0.05320799,0.01598306,0.07129006,0.00000000
-4.94347174,0.41867945,0.00801291,0.00279349,0.08808484,0.33008756,0.04533055,0.01413631,0.06072040,0.00000000
-4.93746873,0.39334035,0.00747986,0.00223549,0.07768233,0.31636934,0.03854631,0.01258241,0.05164844,0.00000000
-4.93146573,0.36948296,0.00694180,0.00177838,0.06855736,0.30252378,0.03271781,0.01127308,0.04387545,0.00000000
-4.92546273,0.34686398,0.00640556,0.00140655,0.06054327,0.28853298,0.02772071,0.01016563,0.03722480,0.00000000
-4.91945973,0.32528994,0.00587742,0.00110618,0.05349385,0.27440180,0.02344381,0.00922292,0.03154105,0.00000000
-4.91345673,0.30461262,0.00536295,0.00086518,0.04728208,0.26015473,0.01978874,0.00841312,0.02668862,0.00000000
-4.90745373,0.28472439,0.00486695,0.00067312,0.04179856,0.24583305,0.01666928,0.00770943,0.02255022,0.00000000
-4.90145073,0.26555362,0.00439337,0.00052106,0.03694984,0.23149230,0.01401036,0.00708968,0.01902511,0.00000000
-4.89544772,0.24706030,0.00394537,0.00040145,0.03265660,0.21720017,0.01174708,0.00653596,0.01602733,0.00000000
-4.88944472,0.22923196,0.00352526,0.00030799,0.02885203,0.20303466,0.00982353,0.00603409,0.01348398,0.00000000
-4.88344172,0.21208004,0.00313462,0.00023543,0.02548020,0.18908257,0.00819178,0.00557328,0.01133368,0.00000000
-4.87743872,0.19563675,0.00277433,0.00017950,0.02249472,0.17543839,0.00681075,0.00514557,0.00952510,0.00000000
-4.87143572,0.17995243,0.00244466,0.00013672,0.01985751,0.16220349,0.00564535,0.00474550,0.00801580,0.00000000
-4.86543272,0.16509365,0.00214540,0.00010430,0.01753782,0.14948572,0.00466562,0.00436963,0.00677124,0.00000000
-4.85942971,0.15114183,0.00187593,0.00008005,0.01551153,0.13739940,0.00384603,0.00401629,0.00576400,0.00000000
-4.85342671,0.13819269,0.00163532,0.00006225,0.01376055,0.12606585,0.00316485,0.00368515,0.00497325,0.00000000
-4.84742371,0.12635640,0.00142243,0.00004959,0.01227252,0.11561439,0.00260374,0.00337707,0.00438437,0.00000000
-4.84142071,0.11575846,0.00123604,0.00004111,0.01104066,0.10618381,0.00214727,0.00309382,0.00398877,0.00000000
-4.83541771,0.10654130,0.00107487,0.00003613,0.01006376,0.09792448,0.00178270,0.00283791,0.00378389,0.00000000
-4.82941471,0.09886666,0.00093772,0.00003419,0.00934630,0.09100096,0.00149973,0.00261251,0.00377329,0.00000000
-4.82341171,0.09291845,0.00082348,0.00003505,0.00889877,0.08559494,0.00129034,0.00242136,0.00396681,0.00000000
-4.81740870,0.08890611,0.00073125,0.00003866,0.00873789,0.08190870,0.00114864,0.00226871,0.00438088,0.00000000
-4.81140570,0.08706826,0.00066030,0.00004511,0.00888707,0.08016861,0.00107087,0.00215933,0.00503878,0.00000000
-4.80540270,0.08767630,0.00061021,0.00005467,0.00937667,0.08062861,0.00105530,0.00209853,0.00597092,0.00000000
-4.79939970,0.09103777,0.00058080,0.00006773,0.01024438,0.08357349,0.00110220,0.00209217,0.00721510,0.00000000
-4.79339670,0.09749907,0.00057223,0.00008482,0.01153541,0.08932139,0.00121383,0.00214672,0.00881661,0.00000000
-4.78739370,0.10744708,0.00058495,0.00010665,0.01330258,0.09822545,0.00139441,0.00226930,0.01082825,0.00000000
-4.78139070,0.12130949,0.00061970,0.00013405,0.01560615,0.11067410,0.00165009,0.00246769,0.01331014,0.00000000
-4.77538769,0.13955309,0.00067755,0.00016800,0.01851352,0.12708956,0.00198886,0.00275032,0.01632933,0.00000000
-4.76938469,0.16267996,0.00075980,0.00020966,0.02209850,0.14792430,0.00242050,0.00312630,0.01995910,0.00000000
-4.76338169,0.19122093,0.00086803,0.00026034,0.02644034,0.17365509,0.00295638,0.00360530,0.02427798,0.00000000
-4.75737869,0.22572623,0.00100397,0.00032153,0.03162235,0.20477427,0.00360934,0.00419752,0.02936842,0.00000000
-4.75137569,0.26675303,0.00116953,0.00039488,0.03773010,0.24177833,0.00439337,0.00491351,0.03531515,0.00000000
-4.74537269,0.31484989,0.00136667,0.00048225,0.04484931,0.28515344,0.00532333,0.00576401,0.04220322,0.00000000
-4.73936968,0.37053825,0.00159739,0.00058567,0.05306335,0.33535833,0.00641457,0.00675978,0.05011564,0.00000000
-4.73336668,0.43429128,0.00186360,0.00070736,0.06245036,0.39280459,0.00768240,0.00791130,0.05913096,0.00000000
-4.72736368,0.50651058,0.00216711,0.00084976,0.07308028,0.45783505,0.00914163,0.00922862,0.06932045,0.00000000
-4.72136068,0.58750158,0.00250951,0.00101549,0.08501163,0.53070069,0.01080593,0.01072105,0.08074545,0.00000000
-4.71535768,0.67744846,0.00289215,0.00120743,0.09828837,0.61153716,0.01268723,0.01239698,0.09345463,0.00000000
-4.70935468,0.77638975,0.00331606,0.00142867,0.11293687,0.70034177,0.01479502,0.01426371,0.10748156,0.00000000
-4.70335168,0.88419592,0.00378194,0.00168255,0.12896332,0.79695211,0.01713576,0.01632732,0.12284261,0.00000000
-4.69734867,1.00055030,0.00429016,0.00197270,0.14635151,0.90102769,0.01971220,0.01859264,0.13953545,0.00000000
-4.69134567,1.12493461,0.00484077,0.00230304,0.16506143,1.01203561,0.02252291,0.02106337,0.15753825,0.00000000
-4.68534267,1.25662056,0.00543358,0.00267783,0.18502863,1.12924171,0.02556176,0.02374222,0.17680970,0.00000000
-4.67933967,1.39466850,0.00606822,0.00310169,0.20616463,1.25170822,0.02881772,0.02663126,0.19729004,0.00000000
-4.67333667,1.53793420,0.00674430,0.00357962,0.22835834,1.37829865,0.03227472,0.02973234,0.21890313,0.00000000
-4.66733367,1.68508423,0.00746152,0.00411704,0.25147868,1.50769080,0.03591173,0.03304768,0.24155948,0.00000000
-4.66133067,1.83462021,0.00821993,0.00471979,0.27537819,1.63839791,0.03970313,0.03658046,0.26516036,0.00000000
-4.65532766,1.98491153,0.00902004,0.00539416,0.29989774,1.76879797,0.04361928,0.04033559,0.28960269,0.00000000
-4.64932466,2.13423604,0.00986313,0.00614680,0.32487200,1.89717051,0.04762731,0.04432040,0.31478462,0.00000000
-4.64332166,2.28082712,0.01075135,0.00698475,0.35013556,2.02173994,0.05169219,0.04854535,0.34061144,0.00000000
