energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down
-5.48974487,3.10277569,-3.10277604,1.24079972,-1.24079984,1.09196308,-1.09196315,0.00933935,-0.00933936,1.78586189,-1.78586208,0.09014528,-0.09014529,0.00040960,-0.00040960
-5.48374187,3.01042549,-3.01042582,1.21001581,-1.21001591,1.06761798,-1.06761804,0.00862062,-0.00862062,1.73919860,-1.73919878,0.08531291,-0.08531293,0.00038545,-0.00038545
-5.47773887,2.92418326,-2.92418357,1.18407951,-1.18407959,1.04490733,-1.04490739,0.00790959,-0.00790959,1.69666174,-1.69666190,0.08060946,-0.08060948,0.00036251,-0.00036251
-5.47173587,2.84509566,-2.84509594,1.16347573,-1.16347579,1.02427197,-1.02427201,0.00721338,-0.00721339,1.65894450,-1.65894464,0.07603293,-0.07603295,0.00034088,-0.00034088
-5.46573287,2.77416391,-2.77416415,1.14862982,-1.14862985,1.00614027,-1.00614031,0.00653839,-0.00653840,1.62669635,-1.62669646,0.07158409,-0.07158411,0.00032063,-0.00032063
-5.45972986,2.71231511,-2.71231531,1.13989198,-1.13989198,0.99091515,-0.99091518,0.00589019,-0.00589019,1.60050300,-1.60050308,0.06726677,-0.06726679,0.00030183,-0.00030183
-5.45372686,2.66037050,-2.66037066,1.13752123,-1.13752121,0.97896016,-0.97896017,0.00527342,-0.00527343,1.58086541,-1.58086546,0.06308775,-0.06308776,0.00028453,-0.00028453
-5.44772386,2.61901258,-2.61901269,1.14166984,-1.14166978,0.97058563,-0.97058562,0.00469185,-0.00469185,1.56817889,-1.56817891,0.05905637,-0.05905638,0.00026876,-0.00026876
-5.44172086,2.58875357,-2.58875362,1.15236923,-1.15236915,0.96603575,-0.96603572,0.00414827,-0.00414828,1.56271391,-1.56271390,0.05518397,-0.05518399,0.00025454,-0.00025454
-5.43571786,2.56990752,-2.56990752,1.16951870,-1.16951858,0.96547749,-0.96547744,0.00364459,-0.00364460,1.56459989,-1.56459984,0.05148311,-0.05148313,0.00024186,-0.00024186
-5.42971486,2.56256843,-2.56256837,1.19287775,-1.19287761,0.96899205,-0.96899197,0.00318184,-0.00318184,1.57381329,-1.57381321,0.04796670,-0.04796671,0.00023071,-0.00023071
-5.42371186,2.56659619,-2.56659609,1.22206313,-1.22206296,0.97656974,-0.97656965,0.00276024,-0.00276024,1.59017126,-1.59017115,0.04464708,-0.04464710,0.00022106,-0.00022106
-5.41770885,2.58161200,-2.58161184,1.25655106,-1.25655087,0.98810860,-0.98810849,0.00237931,-0.00237931,1.61333145,-1.61333130,0.04153526,-0.04153528,0.00021286,-0.00021286
-5.41170585,2.60700394,-2.60700374,1.29568522,-1.29568501,1.00341700,-1.00341688,0.00203794,-0.00203794,1.64279854,-1.64279836,0.03864009,-0.03864010,0.00020606,-0.00020606
-5.40570285,2.64194325,-2.64194299,1.33869046,-1.33869023,1.02222045,-1.02222031,0.00173449,-0.00173449,1.67793752,-1.67793732,0.03596770,-0.03596771,0.00020059,-0.00020059
-5.39969985,2.68541039,-2.68541010,1.38469189,-1.38469165,1.04417202,-1.04417185,0.00146692,-0.00146692,1.71799328,-1.71799305,0.03352105,-0.03352106,0.00019638,-0.00019638
-5.39369685,2.73623016,-2.73622983,1.43273886,-1.43273861,1.06886605,-1.06886587,0.00123286,-0.00123286,1.76211559,-1.76211535,0.03129976,-0.03129977,0.00019335,-0.00019335
-5.38769385,2.79311358,-2.79311322,1.48183267,-1.48183242,1.09585436,-1.09585417,0.00102972,-0.00102972,1.80938842,-1.80938816,0.02929999,-0.02930000,0.00019142,-0.00019142
-5.38169085,2.85470459,-2.85470421,1.53095696,-1.53095670,1.12466383,-1.12466363,0.00085480,-0.00085480,1.85886181,-1.85886154,0.02751465,-0.02751466,0.00019051,-0.00019051
-5.37568784,2.91962862,-2.91962823,1.57910909,-1.57910884,1.15481447,-1.15481426,0.00070534,-0.00070534,1.90958468,-1.90958441,0.02593368,-0.02593368,0.00019055,-0.00019055
-5.36968484,2.98654015,-2.98653974,1.62533119,-1.62533095,1.18583674,-1.18583653,0.00057861,-0.00057861,1.96063673,-1.96063645,0.02454449,-0.02454449,0.00019147,-0.00019147
-5.36368184,3.05416650,-3.05416608,1.66873908,-1.66873885,1.21728704,-1.21728682,0.00047197,-0.00047197,2.01115738,-2.01115710,0.02333250,-0.02333250,0.00019319,-0.00019319
-5.35767884,3.12134512,-3.12134471,1.70854763,-1.70854742,1.24876035,-1.24876013,0.00038290,-0.00038290,2.06037031,-2.06037003,0.02228173,-0.02228173,0.00019565,-0.00019565
-5.35167584,3.18705224,-3.18705184,1.74409129,-1.74409110,1.27989937,-1.27989915,0.00030905,-0.00030905,2.10760199,-2.10760173,0.02137538,-0.02137539,0.00019880,-0.00019880
-5.34567284,3.25042117,-3.25042077,1.77483866,-1.77483849,1.31039942,-1.31039920,0.00024827,-0.00024827,2.15229334,-2.15229309,0.02059643,-0.02059643,0.00020257,-0.00020257
-5.33966983,3.31074943,-3.31074904,1.80040047,-1.80040033,1.34000903,-1.34000881,0.00019858,-0.00019858,2.19400385,-2.19400361,0.01992814,-0.01992814,0.00020693,-0.00020693
-5.33366683,3.36749458,-3.36749421,1.82053071,-1.82053060,1.36852623,-1.36852601,0.00015825,-0.00015825,2.23240814,-2.23240791,0.01935451,-0.01935451,0.00021182,-0.00021182
-5.32766383,3.42025956,-3.42025920,1.83512101,-1.83512092,1.39579093,-1.39579072,0.00012572,-0.00012572,2.26728555,-2.26728534,0.01886063,-0.01886063,0.00021718,-0.00021718
-5.32166083,3.46876876,-3.46876842,1.84418888,-1.84418881,1.42167421,-1.42167401,0.00009964,-0.00009964,2.29850371,-2.29850351,0.01843294,-0.01843294,0.00022296,-0.00022296
-5.31565783,3.51283730,-3.51283698,1.84786078,-1.84786074,1.44606534,-1.44606514,0.00007885,-0.00007885,2.32599734,-2.32599717,0.01805933,-0.01805933,0.00022909,-0.00022909
-5.30965483,3.55233594,-3.55233564,1.84635122,-1.84635120,1.46885780,-1.46885761,0.00006237,-0.00006237,2.34974444,-2.34974428,0.01772923,-0.01772923,0.00023550,-0.00023550
-5.30365183,3.58715471,-3.58715443,1.83993945,-1.83993945,1.48993545,-1.48993527,0.00004936,-0.00004936,2.36974131,-2.36974117,0.01743351,-0.01743351,0.00024211,-0.00024211
-5.29764882,3.61716818,-3.61716793,1.82894531,-1.82894534,1.50916022,-1.50916005,0.00003912,-0.00003912,2.38597892,-2.38597880,0.01716442,-0.01716442,0.00024882,-0.00024882
-5.29164582,3.64220555,-3.64220532,1.81370585,-1.81370589,1.52636230,-1.52636214,0.00003109,-0.00003109,2.39842216,-2.39842206,0.01691537,-0.01691537,0.00025552,-0.00025552
-5.28564282,3.66202780,-3.66202760,1.79455421,-1.79455427,1.54133399,-1.54133384,0.00002480,-0.00002480,2.40699387,-2.40699379,0.01668076,-0.01668076,0.00026209,-0.00026209
-5.27963982,3.67631419,-3.67631403,1.77180209,-1.77180217,1.55382783,-1.55382770,0.00001988,-0.00001988,2.41156491,-2.41156486,0.01645577,-0.01645577,0.00026840,-0.00026840
-5.27363682,3.68465921,-3.68465909,1.74572670,-1.74572680,1.56355941,-1.56355929,0.00001601,-0.00001601,2.41195115,-2.41195112,0.01623613,-0.01623613,0.00027431,-0.00027431
-5.26763382,3.68658062,-3.68658054,1.71656288,-1.71656300,1.57021492,-1.57021483,0.00001297,-0.00001297,2.40791762,-2.40791762,0.01601803,-0.01601803,0.00027968,-0.00027968
-5.26163082,3.68153809,-3.68153806,1.68450058,-1.68450072,1.57346323,-1.57346316,0.00001057,-0.00001057,2.39918978,-2.39918981,0.01579790,-0.01579790,0.00028437,-0.00028437
-5.25562781,3.66896139,-3.66896141,1.64968750,-1.64968767,1.57297161,-1.57297157,0.00000866,-0.00000866,2.38547092,-2.38547099,0.01557240,-0.01557240,0.00028823,-0.00028823
-5.24962481,3.64828627,-3.64828635,1.61223640,-1.61223658,1.56842447,-1.56842445,0.00000713,-0.00000713,2.36646475,-2.36646485,0.01533837,-0.01533837,0.00029115,-0.00029115
-5.24362181,3.61899541,-3.61899554,1.57223606,-1.57223626,1.55954367,-1.55954369,0.00000590,-0.00000590,2.34190129,-2.34190143,0.01509284,-0.01509284,0.00029300,-0.00029300
-5.23761881,3.58066177,-3.58066196,1.52976506,-1.52976528,1.54610934,-1.54610938,0.00000490,-0.00000490,2.31156449,-2.31156467,0.01483314,-0.01483314,0.00029371,-0.00029371
-5.23161581,3.53299127,-3.53299153,1.48490684,-1.48490708,1.52797959,-1.52797967,0.00000407,-0.00000407,2.27531939,-2.27531961,0.01455696,-0.01455696,0.00029318,-0.00029318
-5.22561281,3.47586174,-3.47586206,1.43776488,-1.43776514,1.50510815,-1.50510825,0.00000339,-0.00000339,2.23313707,-2.23313734,0.01426253,-0.01426253,0.00029140,-0.00029140
-5.21960980,3.40935554,-3.40935592,1.38847685,-1.38847712,1.47755839,-1.47755853,0.00000282,-0.00000282,2.18511549,-2.18511580,0.01394874,-0.01394874,0.00028833,-0.00028833
-5.21360680,3.33378345,-3.33378389,1.33722635,-1.33722664,1.44551314,-1.44551331,0.00000235,-0.00000235,2.13149481,-2.13149515,0.01361529,-0.01361529,0.00028401,-0.00028401
-5.20760380,3.24969827,-3.24969876,1.28425170,-1.28425201,1.40927938,-1.40927957,0.00000195,-0.00000195,2.07266610,-2.07266647,0.01326282,-0.01326282,0.00027847,-0.00027847
-5.20160080,3.15789700,-3.15789754,1.22985087,-1.22985119,1.36928749,-1.36928771,0.00000161,-0.00000161,2.00917279,-2.00917319,0.01289303,-0.01289303,0.00027181,-0.00027181
-5.19559780,3.05941147,-3.05941205,1.17438235,-1.17438267,1.32608519,-1.32608543,0.00000133,-0.00000133,1.94170465,-1.94170507,0.01250871,-0.01250872,0.00026412,-0.00026412
-5.18959480,2.95548770,-2.95548831,1.11826189,-1.11826222,1.28032615,-1.28032640,0.00000109,-0.00000109,1.87108464,-1.87108508,0.01211380,-0.01211380,0.00025553,-0.00025553
-5.18359180,2.84755531,-2.84755594,1.06195546,-1.06195580,1.23275408,-1.23275435,0.00000089,-0.00000089,1.79824937,-1.79824982,0.01171332,-0.01171332,0.00024621,-0.00024621
-5.17758879,2.73718838,-2.73718902,1.00596874,-1.00596908,1.18418303,-1.18418330,0.00000073,-0.00000073,1.72422407,-1.72422452,0.01131331,-0.01131331,0.00023631,-0.00023631
-5.17158579,2.62606011,-2.62606074,0.95083399,-0.95083432,1.13547468,-1.13547495,0.00000059,-0.00000059,1.65009363,-1.65009408,0.01092069,-0.01092069,0.00022601,-0.00022601
-5.16558279,2.51589330,-2.51589392,0.89709501,-0.89709533,1.08751393,-1.08751419,0.00000047,-0.00000047,1.57697102,-1.57697145,0.01054306,-0.01054306,0.00021550,-0.00021550
