energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down
-6.00000000,3.59882826,-3.59882834,2.38843398,-2.38843406,0.98368493,-0.98368494,0.02016472,-0.02016472,2.29337510,-2.29337518,0.04276086,-0.04276086,0.00017347,-0.00017347
-5.99399700,3.58458191,-3.58458202,2.38035719,-2.38035731,0.97406050,-0.97406052,0.02118162,-0.02118162,2.27984299,-2.27984310,0.04472734,-0.04472733,0.00017908,-0.00017908
-5.98799400,3.55986251,-3.55986266,2.36415030,-2.36415044,0.96141491,-0.96141495,0.02219857,-0.02219856,2.25922549,-2.25922562,0.04704758,-0.04704757,0.00018504,-0.00018504
-5.98199100,3.52590329,-3.52590347,2.34055541,-2.34055558,0.94617248,-0.94617252,0.02320544,-0.02320544,2.23239901,-2.23239916,0.04970777,-0.04970776,0.00019145,-0.00019145
-5.97598799,3.48402151,-3.48402171,2.31039272,-2.31039290,0.92877622,-0.92877627,0.02419043,-0.02419043,2.20029327,-2.20029344,0.05269159,-0.05269158,0.00019837,-0.00019837
-5.96998499,3.43557148,-3.43557170,2.27453235,-2.27453255,0.90967322,-0.90967327,0.02514020,-0.02514019,2.16385946,-2.16385964,0.05597966,-0.05597965,0.00020586,-0.00020586
-5.96398199,3.38190081,-3.38190105,2.23386711,-2.23386733,0.88930126,-0.88930132,0.02604009,-0.02604008,2.12404039,-2.12404058,0.05954909,-0.05954908,0.00021397,-0.00021397
-5.95797899,3.32431154,-3.32431179,2.18928726,-2.18928748,0.86807734,-0.86807740,0.02687451,-0.02687450,2.08174400,-2.08174419,0.06337317,-0.06337316,0.00022273,-0.00022273
-5.95197599,3.26402761,-3.26402786,2.14165801,-2.14165823,0.84638836,-0.84638842,0.02762733,-0.02762732,2.03782099,-2.03782118,0.06742128,-0.06742127,0.00023216,-0.00023216
-5.94597299,3.20216953,-3.20216979,2.09180060,-2.09180083,0.82458431,-0.82458437,0.02828240,-0.02828240,1.99304732,-1.99304752,0.07165896,-0.07165895,0.00024227,-0.00024227
-5.93996998,3.13973667,-3.13973692,2.04047718,-2.04047740,0.80297393,-0.80297399,0.02882409,-0.02882409,1.94811185,-1.94811205,0.07604822,-0.07604821,0.00025302,-0.00025302
-5.93396698,3.07759698,-3.07759723,1.98837973,-1.98837996,0.78182271,-0.78182277,0.02923787,-0.02923787,1.90360900,-1.90360919,0.08054810,-0.08054809,0.00026437,-0.00026437
-5.92796398,3.01648385,-3.01648409,1.93612297,-1.93612319,0.76135312,-0.76135318,0.02951085,-0.02951084,1.86003631,-1.86003649,0.08511539,-0.08511538,0.00027627,-0.00027627
-5.92196098,2.95699904,-2.95699927,1.88424091,-1.88424112,0.74174656,-0.74174662,0.02963234,-0.02963234,1.81779629,-1.81779646,0.08970556,-0.08970555,0.00028862,-0.00028862
-5.91595798,2.89962064,-2.89962086,1.83318686,-1.83318706,0.72314672,-0.72314677,0.02959435,-0.02959435,1.77720177,-1.77720193,0.09427377,-0.09427376,0.00030134,-0.00030134
-5.90995498,2.84471493,-2.84471513,1.78333610,-1.78333629,0.70566381,-0.70566385,0.02939190,-0.02939190,1.73848406,-1.73848422,0.09877601,-0.09877600,0.00031430,-0.00031430
-5.90395198,2.79255051,-2.79255071,1.73499093,-1.73499111,0.68937924,-0.68937929,0.02902338,-0.02902338,1.70180295,-1.70180310,0.10317024,-0.10317023,0.00032740,-0.00032740
-5.89794897,2.74331377,-2.74331396,1.68838729,-1.68838746,0.67435040,-0.67435044,0.02849066,-0.02849066,1.66725771,-1.66725785,0.10741743,-0.10741742,0.00034051,-0.00034051
-5.89194597,2.69712427,-2.69712444,1.64370248,-1.64370264,0.66061496,-0.66061499,0.02779913,-0.02779913,1.63489829,-1.63489842,0.11148261,-0.11148260,0.00035350,-0.00035350
-5.88594297,2.65404921,-2.65404936,1.60106337,-1.60106351,0.64819473,-0.64819477,0.02695759,-0.02695759,1.60473608,-1.60473620,0.11533566,-0.11533566,0.00036625,-0.00036625
-5.87993997,2.61411635,-2.61411649,1.56055474,-1.56055487,0.63709870,-0.63709873,0.02597801,-0.02597802,1.57675364,-1.57675375,0.11895203,-0.11895203,0.00037863,-0.00037863
-5.87393697,2.57732487,-2.57732499,1.52222725,-1.52222737,0.62732524,-0.62732526,0.02487519,-0.02487519,1.55091320,-1.55091330,0.12231312,-0.12231312,0.00039055,-0.00039055
-5.86793397,2.54365408,-2.54365419,1.48610491,-1.48610501,0.61886360,-0.61886362,0.02366627,-0.02366628,1.52716354,-1.52716363,0.12540652,-0.12540652,0.00040191,-0.00040191
-5.86193097,2.51307021,-2.51307031,1.45219170,-1.45219180,0.61169480,-0.61169481,0.02237025,-0.02237026,1.50544556,-1.50544563,0.12822601,-0.12822601,0.00041263,-0.00041263
-5.85592796,2.48553147,-2.48553155,1.42047753,-1.42047761,0.60579210,-0.60579210,0.02100739,-0.02100740,1.48569639,-1.48569645,0.13077134,-0.13077134,0.00042265,-0.00042265
-5.84992496,2.46099214,-2.46099220,1.39094327,-1.39094335,0.60112133,-0.60112134,0.01959863,-0.01959863,1.46785261,-1.46785267,0.13304785,-0.13304785,0.00043192,-0.00043192
-5.84392196,2.43940607,-2.43940612,1.36356521,-1.36356527,0.59764141,-0.59764141,0.01816496,-0.01816497,1.45185273,-1.45185278,0.13506595,-0.13506594,0.00044044,-0.00044044
-5.83791896,2.42073048,-2.42073051,1.33831884,-1.33831890,0.59530516,-0.59530516,0.01672694,-0.01672695,1.43763945,-1.43763949,0.13684052,-0.13684052,0.00044818,-0.00044818
-5.83191596,2.40493036,-2.40493039,1.31518237,-1.31518242,0.59406085,-0.59406084,0.01530413,-0.01530413,1.42516195,-1.42516198,0.13839032,-0.13839032,0.00045518,-0.00045518
-5.82591296,2.39198415,-2.39198416,1.29413984,-1.29413988,0.59385438,-0.59385437,0.01391466,-0.01391467,1.41437871,-1.41437873,0.13973732,-0.13973732,0.00046147,-0.00046147
-5.81990995,2.38189068,-2.38189067,1.27518424,-1.27518427,0.59463234,-0.59463233,0.01257496,-0.01257497,1.40526082,-1.40526084,0.14090617,-0.14090617,0.00046710,-0.00046710
-5.81390695,2.37467753,-2.37467752,1.25832049,-1.25832052,0.59634580,-0.59634578,0.01129943,-0.01129944,1.39779607,-1.39779608,0.14192373,-0.14192373,0.00047216,-0.00047216
-5.80790395,2.37041041,-2.37041038,1.24356834,-1.24356835,0.59895469,-0.59895467,0.01010031,-0.01010032,1.39199358,-1.39199358,0.14281867,-0.14281867,0.00047673,-0.00047673
-5.80190095,2.36920288,-2.36920284,1.23096510,-1.23096511,0.60243255,-0.60243252,0.00898764,-0.00898765,1.38788878,-1.38788877,0.14362121,-0.14362121,0.00048091,-0.00048091
-5.79589795,2.37122580,-2.37122575,1.22056807,-1.22056807,0.60677128,-0.60677124,0.00796926,-0.00796927,1.38554841,-1.38554840,0.14436289,-0.14436288,0.00048484,-0.00048484
-5.78989495,2.37671524,-2.37671517,1.21245634,-1.21245634,0.61198547,-0.61198543,0.00705091,-0.00705091,1.38507492,-1.38507490,0.14507638,-0.14507638,0.00048865,-0.00048865
-5.78389195,2.38597789,-2.38597780,1.20673168,-1.20673167,0.61811601,-0.61811596,0.00623638,-0.00623639,1.38660972,-1.38660969,0.14579536,-0.14579536,0.00049248,-0.00049248
-5.77788894,2.39939271,-2.39939261,1.20351822,-1.20351820,0.62523230,-0.62523225,0.00552773,-0.00552773,1.39033473,-1.39033470,0.14655425,-0.14655425,0.00049649,-0.00049649
-5.77188594,2.41740785,-2.41740773,1.20296059,-1.20296056,0.63343297,-0.63343291,0.00492548,-0.00492548,1.39647154,-1.39647149,0.14738789,-0.14738789,0.00050086,-0.00050086
-5.76588294,2.44053187,-2.44053173,1.20522017,-1.20522013,0.64284456,-0.64284450,0.00442888,-0.00442888,1.40527766,-1.40527761,0.14833104,-0.14833104,0.00050575,-0.00050575
-5.75987994,2.46931883,-2.46931867,1.21046935,-1.21046929,0.65361809,-0.65361803,0.00403613,-0.00403613,1.41703972,-1.41703965,0.14941769,-0.14941769,0.00051133,-0.00051133
-5.75387694,2.50434704,-2.50434686,1.21888359,-1.21888353,0.66592342,-0.66592335,0.00374459,-0.00374460,1.43206312,-1.43206304,0.15068017,-0.15068017,0.00051776,-0.00051776
-5.74787394,2.54619175,-2.54619155,1.23063157,-1.23063149,0.67994144,-0.67994136,0.00355102,-0.00355102,1.45065856,-1.45065847,0.15214803,-0.15214802,0.00052521,-0.00052521
-5.74187094,2.59539273,-2.59539249,1.24586334,-1.24586325,0.69585444,-0.69585436,0.00345168,-0.00345168,1.47312556,-1.47312545,0.15384672,-0.15384671,0.00053382,-0.00053382
-5.73586793,2.65241781,-2.65241754,1.26469725,-1.26469715,0.71383495,-0.71383485,0.00344251,-0.00344251,1.49973372,-1.49973359,0.15579614,-0.15579613,0.00054370,-0.00054370
-5.72986493,2.71762437,-2.71762407,1.28720595,-1.28720583,0.73403363,-0.73403352,0.00351918,-0.00351918,1.53070249,-1.53070235,0.15800914,-0.15800913,0.00055495,-0.00055495
-5.72386193,2.79122069,-2.79122036,1.31340240,-1.31340227,0.75656695,-0.75656683,0.00367719,-0.00367719,1.56618056,-1.56618040,0.16048999,-0.16048998,0.00056762,-0.00056762
-5.71785893,2.87322957,-2.87322920,1.34322655,-1.34322641,0.78150521,-0.78150508,0.00391186,-0.00391186,1.60622605,-1.60622587,0.16323303,-0.16323302,0.00058173,-0.00058173
-5.71185593,2.96345661,-2.96345621,1.37653378,-1.37653362,0.80886177,-0.80886163,0.00421831,-0.00421830,1.65078877,-1.65078857,0.16622152,-0.16622150,0.00059725,-0.00059725
-5.70585293,3.06146561,-3.06146518,1.41308574,-1.41308557,0.83858422,-0.83858407,0.00459147,-0.00459147,1.69969578,-1.69969556,0.16942687,-0.16942685,0.00061409,-0.00061409
-5.69984992,3.16656295,-3.16656248,1.45254469,-1.45254450,0.87054803,-0.87054787,0.00502603,-0.00502603,1.75264143,-1.75264119,0.17280831,-0.17280829,0.00063213,-0.00063213
-5.69384692,3.27779284,-3.27779235,1.49447170,-1.49447150,0.90455335,-0.90455318,0.00551638,-0.00551638,1.80918276,-1.80918251,0.17631307,-0.17631306,0.00065117,-0.00065117
-5.68784392,3.39394450,-3.39394399,1.53832947,-1.53832927,0.94032512,-0.94032495,0.00605656,-0.00605655,1.86874099,-1.86874073,0.17987722,-0.17987720,0.00067099,-0.00067099
-5.68184092,3.51357161,-3.51357109,1.58348983,-1.58348962,0.97751689,-0.97751671,0.00664023,-0.00664022,1.93060932,-1.93060904,0.18342696,-0.18342695,0.00069129,-0.00069129
-5.67583792,3.63502388,-3.63502334,1.62924590,-1.62924568,1.01571806,-1.01571786,0.00726065,-0.00726065,1.99396708,-1.99396680,0.18688070,-0.18688068,0.00071175,-0.00071175
-5.66983492,3.75648956,-3.75648901,1.67482860,-1.67482839,1.05446440,-1.05446420,0.00791066,-0.00791065,2.05789974,-2.05789945,0.19015143,-0.19015142,0.00073203,-0.00073203
-5.66383192,3.87604721,-3.87604668,1.71942693,-1.71942672,1.09325139,-1.09325119,0.00858268,-0.00858267,2.12142395,-2.12142367,0.19314972,-0.19314970,0.00075173,-0.00075173
-5.65782891,3.99172434,-3.99172382,1.76221101,-1.76221081,1.13154955,-1.13154935,0.00926876,-0.00926875,2.18351651,-2.18351623,0.19578684,-0.19578683,0.00077046,-0.00077046
-5.65182591,4.10155992,-4.10155941,1.80235698,-1.80235679,1.16882117,-1.16882097,0.00996062,-0.00996061,2.24314573,-2.24314546,0.19797816,-0.19797815,0.00078783,-0.00078783
-5.64582291,4.20366773,-4.20366725,1.83907240,-1.83907222,1.20453741,-1.20453722,0.01064972,-0.01064972,2.29930377,-2.29930351,0.19964636,-0.19964635,0.00080347,-0.00080347
-5.63981991,4.29629729,-4.29629684,1.87162099,-1.87162082,1.23819495,-1.23819476,0.01132738,-0.01132738,2.35103820,-2.35103796,0.20072457,-0.20072457,0.00081702,-0.00081702
-5.63381691,4.37788904,-4.37788863,1.89934545,-1.89934529,1.26933123,-1.26933105,0.01198485,-0.01198484,2.39748117,-2.39748094,0.20115901,-0.20115900,0.00082815,-0.00082815
-5.62781391,4.44712123,-4.44712086,1.92168717,-1.92168703,1.29753767,-1.29753750,0.01261344,-0.01261344,2.43787479,-2.43787458,0.20091113,-0.20091112,0.00083660,-0.00083660
-5.62181091,4.50294600,-4.50294568,1.93820206,-1.93820195,1.32246999,-1.32246983,0.01320469,-0.01320469,2.47159152,-2.47159134,0.19995909,-0.19995909,0.00084214,-0.00084214
-5.61580790,4.54461328,-4.54461301,1.94857165,-1.94857157,1.34385549,-1.34385534,0.01375046,-0.01375046,2.49814868,-2.49814853,0.19829852,-0.19829852,0.00084462,-0.00084462
-5.60980490,4.57168151,-4.57168129,1.95260918,-1.95260912,1.36149682,-1.36149669,0.01424308,-0.01424308,2.51721663,-2.51721650,0.19594240,-0.19594241,0.00084394,-0.00084394
-5.60380190,4.58401531,-4.58401515,1.95026058,-1.95026054,1.37527249,-1.37527237,0.01467551,-0.01467551,2.52862050,-2.52862041,0.19292027,-0.19292028,0.00084006,-0.00084006
-5.59779890,4.58177099,-4.58177088,1.94160062,-1.94160061,1.38513413,-1.38513403,0.01504144,-0.01504143,2.53233600,-2.53233593,0.18927664,-0.18927666,0.00083301,-0.00083301
-5.59179590,4.56537129,-4.56537123,1.92682478,-1.92682479,1.39110118,-1.39110109,0.01533540,-0.01533540,2.52847971,-2.52847967,0.18506883,-0.18506884,0.00082288,-0.00082288
-5.58579290,4.53547175,-4.53547174,1.90623749,-1.90623753,1.39325339,-1.39325332,0.01555293,-0.01555293,2.51729524,-2.51729523,0.18036423,-0.18036424,0.00080981,-0.00080981
-5.57978989,4.49292120,-4.49292124,1.88023791,-1.88023797,1.39172207,-1.39172201,0.01569061,-0.01569061,2.49913622,-2.49913624,0.17523732,-0.17523734,0.00079399,-0.00079399
-5.57378689,4.43871924,-4.43871933,1.84930409,-1.84930416,1.38668067,-1.38668062,0.01574615,-0.01574615,2.47444764,-2.47444769,0.16976651,-0.16976652,0.00077566,-0.00077566
-5.56778389,4.37397360,-4.37397373,1.81397666,-1.81397675,1.37833554,-1.37833550,0.01571845,-0.01571845,2.44374682,-2.44374689,0.16403090,-0.16403092,0.00075506,-0.00075506
-5.56178089,4.29986006,-4.29986023,1.77484312,-1.77484324,1.36691760,-1.36691759,0.01560766,-0.01560766,2.40760540,-2.40760549,0.15810741,-0.15810743,0.00073248,-0.00073248
-5.55577789,4.21758716,-4.21758738,1.73252340,-1.73252353,1.35267542,-1.35267541,0.01541511,-0.01541511,2.36663330,-2.36663342,0.15206811,-0.15206813,0.00070821,-0.00070821
-5.54977489,4.12836751,-4.12836776,1.68765748,-1.68765762,1.33587004,-1.33587005,0.01514339,-0.01514339,2.32146557,-2.32146571,0.14597806,-0.14597808,0.00068256,-0.00068256
-5.54377189,4.03339665,-4.03339693,1.64089543,-1.64089559,1.31677199,-1.31677201,0.01479622,-0.01479622,2.27275257,-2.27275273,0.13989375,-0.13989377,0.00065582,-0.00065582
-5.53776888,3.93384006,-3.93384036,1.59289003,-1.59289019,1.29566016,-1.29566019,0.01437844,-0.01437844,2.22115356,-2.22115374,0.13386207,-0.13386209,0.00062829,-0.00062829
-5.53176588,3.83082770,-3.83082802,1.54429178,-1.54429194,1.27282263,-1.27282267,0.01389587,-0.01389587,2.16733365,-2.16733383,0.12791997,-0.12791999,0.00060025,-0.00060025
-5.52576288,3.72545537,-3.72545571,1.49574605,-1.49574622,1.24855878,-1.24855883,0.01335522,-0.01335522,2.11196333,-2.11196352,0.12209463,-0.12209465,0.00057196,-0.00057196
-5.51975988,3.61879116,-3.61879152,1.44789171,-1.44789188,1.22318246,-1.22318251,0.01276394,-0.01276395,2.05572002,-2.05572023,0.11640422,-0.11640424,0.00054367,-0.00054367
-5.51375688,3.51188519,-3.51188556,1.40136055,-1.40136072,1.19702519,-1.19702526,0.01213006,-0.01213006,1.99929055,-1.99929075,0.11085901,-0.11085903,0.00051562,-0.00051562
-5.50775388,3.40578039,-3.40578075,1.35677677,-1.35677692,1.17043913,-1.17043920,0.01146201,-0.01146201,1.94337336,-1.94337357,0.10546284,-0.10546286,0.00048800,-0.00048800
-5.50175088,3.30152224,-3.30152260,1.31475565,-1.31475580,1.14379877,-1.14379884,0.01076843,-0.01076844,1.88867969,-1.88867990,0.10021477,-0.10021479,0.00046101,-0.00046101
-5.49574787,3.20016544,-3.20016580,1.27590089,-1.27590103,1.11750101,-1.11750108,0.01005803,-0.01005804,1.83593239,-1.83593259,0.09511074,-0.09511076,0.00043483,-0.00043483
