energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,W_p_up,W_d_up
-6.00000000,3.62258889,0.02744586,0.88581694,0.32321320,0.00000000,2.38535670,1.52431392
-5.99399700,3.63371869,0.02986418,0.87784819,0.32987675,0.00000000,2.36596339,1.54230570
-5.98799400,3.66304155,0.03277682,0.87589358,0.33928247,0.00000000,2.35584970,1.56645955
-5.98199100,3.71100672,0.03622177,0.88014253,0.35156812,0.00000000,2.35508149,1.59691005
-5.97598799,3.77793293,0.04023215,0.89073947,0.36685547,0.00000000,2.36363928,1.63375772
-5.96998499,3.86399876,0.04483452,0.90777901,0.38524748,0.00000000,2.38142419,1.67706644
-5.96398199,3.96922569,0.05004727,0.93129926,0.40682463,0.00000000,2.40825992,1.72685757
-5.95797899,4.09345378,0.05587884,0.96127354,0.43164032,0.00000000,2.44389003,1.78310072
-5.95197599,4.23631057,0.06232605,0.99760071,0.45971560,0.00000000,2.48797058,1.84570121
-5.94597299,4.39717476,0.06937253,1.04009448,0.49103335,0.00000000,2.54005844,1.91448505
-5.93996998,4.57513689,0.07698732,1.08847243,0.52553230,0.00000000,2.59959635,1.98918212
-5.93396698,4.76896011,0.08512382,1.14234542,0.56310116,0.00000000,2.66589615,2.06940893
-5.92796398,4.97704449,0.09371907,1.20120838,0.60357350,0.00000000,2.73812200,2.15465226
-5.92196098,5.19739854,0.10269356,1.26443348,0.64672348,0.00000000,2.81527574,2.24425537
-5.91595798,5.42762179,0.11195154,1.33126651,0.69226325,0.00000000,2.89618655,2.33740813
-5.90995498,5.66490177,0.12138203,1.40082742,0.73984200,0.00000000,2.97950686,2.43314265
-5.90395198,5.90602809,0.13086032,1.47211588,0.78904724,0.00000000,3.06371648,2.53033542
-5.89794897,6.14742563,0.14025024,1.54402205,0.83940830,0.00000000,3.14713607,2.62771690
-5.89194597,6.38520756,0.14940699,1.61534312,0.89040215,0.00000000,3.22795079,2.72388875
-5.88594297,6.61524776,0.15818045,1.68480527,0.94146148,0.00000000,3.30424419,2.81734887
-5.87993997,6.83327100,0.16641906,1.75109068,0.99198479,0.00000000,3.37404156,2.90652328
-5.87393697,7.03495794,0.17397384,1.81286890,1.04134811,0.00000000,3.43536145,2.98980403
-5.86793397,7.21606092,0.18070273,1.86883140,1.08891795,0.00000000,3.48627319,3.06559155
-5.86193097,7.37252571,0.18647484,1.91772793,1.13406499,0.00000000,3.52495803,3.13233950
-5.85592796,7.50061380,0.19117447,1.95840331,1.17617788,0.00000000,3.54977072,3.18860021
-5.84992496,7.59701949,0.19470485,1.98983289,1.21467667,0.00000000,3.55929861,3.23306857
-5.84392196,7.65897629,0.19699131,2.01115514,1.24902535,0.00000000,3.55241508,3.26462216
-5.83791896,7.68434752,0.19798374,2.02169982,1.27874306,0.00000000,3.52832443,3.28235595
-5.83191596,7.67169676,0.19765829,2.02101040,1.30341354,0.00000000,3.48659591,3.28560981
-5.82591296,7.62033487,0.19601823,2.00885959,1.32269279,0.00000000,3.42718487,3.27398779
-5.81990995,7.53034164,0.19309383,1.98525733,1.33631454,0.00000000,3.35044003,3.24736836
-5.81390695,7.40256116,0.18894136,1.95045087,1.34409378,0.00000000,3.25709632,3.20590544
-5.80790395,7.23857171,0.18364129,1.90491684,1.34592828,0.00000000,3.14825388,3.15002034
-5.80190095,7.04063196,0.17729567,1.84934588,1.34179837,0.00000000,3.02534409,3.08038555
