energy_ev,total_up,total_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92796398,3.29862600,-1.03426344,0.71056627,-0.32098810,0.43380342,-0.22685656,0.72422239,-0.24709076,1.11418624,-0.05124012,0.00353332,-0.00511643,0.42902565,-0.05560036,0.02077216,-0.02740505,1.07208899,-0.47065437
-5.92196098,3.35594855,-1.05699913,0.72024044,-0.33734272,0.43958027,-0.22972212,0.75561156,-0.24801231,1.13550520,-0.05409925,0.00341429,-0.00518536,0.44492278,-0.05480191,0.01991976,-0.02733213,1.08200958,-0.48398790
-5.91595798,3.40440179,-1.08664560,0.72674478,-0.35617214,0.44355372,-0.23386555,0.78590864,-0.25065598,1.15452382,-0.05739831,0.00328900,-0.00526824,0.46085435,-0.05434479,0.01903333,-0.02739945,1.08759909,-0.50059915
-5.90995498,3.44405537,-1.12303026,0.73000784,-0.37727151,0.44565142,-0.23929525,0.81505625,-0.25501156,1.17135736,-0.06111526,0.00315759,-0.00536558,0.47688909,-0.05423649,0.01812470,-0.02761046,1.08880470,-0.52037848
-5.90395198,3.47527342,-1.16578093,0.73002973,-0.40037284,0.44584290,-0.24597682,0.84305914,-0.26101914,1.18622138,-0.06521758,0.00302070,-0.00547717,0.49313445,-0.05447295,0.01720724,-0.02796318,1.08566766,-0.54312654
-5.89794897,3.49871030,-1.21432871,0.72688119,-0.42514797,0.44413986,-0.25383297,0.86998495,-0.26857080,1.19943214,-0.06966242,0.00287931,-0.00560198,0.50973690,-0.05503878,0.01629537,-0.02845015,1.07832044,-0.56855568
-5.89194597,3.51529568,-1.26791844,0.72070073,-0.45121390,0.44059531,-0.26274523,0.89596232,-0.27751387,1.21140262,-0.07439707,0.00273476,-0.00573820,0.52688009,-0.05590801,0.01540399,-0.02905874,1.06698155,-0.59629451
-5.88594297,3.52620900,-1.32562644,0.71168992,-0.47814049,0.43530150,-0.27255727,0.92117631,-0.28765581,1.22263401,-0.07935987,0.00258863,-0.00588323,0.54478067,-0.05704510,0.01454804,-0.02977153,1.05194794,-0.62589601
-5.87993997,3.53284337,-1.38638515,0.70010678,-0.50546048,0.42838670,-0.28307987,0.94586093,-0.29877049,1.23370257,-0.08448139,0.00244268,-0.00603377,0.56368180,-0.05840635,0.01374195,-0.03056695,1.03358532,-0.65684863
-5.87393697,3.53675960,-1.44901376,0.68625769,-0.53268141,0.42001084,-0.29409716,0.97028917,-0.31060558,1.24524199,-0.08968605,0.00229878,-0.00618590,0.58384434,-0.05994148,0.01299921,-0.03142011,1.01231665,-0.68859028
-5.86793397,3.53963180,-1.51225381,0.67048783,-0.55929910,0.41036037,-0.30537403,0.99476046,-0.32289087,1.25792182,-0.09489400,0.00215882,-0.00633524,0.60553604,-0.06159550,0.01233195,-0.03230367,0.98860902,-0.72052460
-5.86193097,3.54318604,-1.57480850,0.65317063,-0.58481236,0.39964218,-0.31666443,1.01958615,-0.33534721,1.27242255,-0.10002316,0.00202464,-0.00647710,0.62901899,-0.06331068,0.01175062,-0.03318888,0.96295957,-0.75203896
-5.85592796,3.54913427,-1.63538396,0.63469651,-0.60873809,0.38807719,-0.32772010,1.04507342,-0.34769568,1.28940823,-0.10499152,0.00189798,-0.00660665,0.65453582,-0.06502852,0.01126369,-0.03404664,0.93588061,-0.78252351
-5.84992496,3.55910604,-1.69273105,0.61546127,-0.63062645,0.37589347,-0.33829940,1.07150816,-0.35966675,1.30949786,-0.10971946,0.00178040,-0.00671916,0.68229523,-0.06669180,0.01087744,-0.03484855,0.90788474,-0.81139044
-5.84392196,3.57458063,-1.74568590,0.59585462,-0.65007523,0.36331941,-0.34817601,1.09913771,-0.37100897,1.33323654,-0.11413201,0.00167326,-0.00681010,0.71245744,-0.06824640,0.01059580,-0.03556793,0.87947025,-0.83809282
-5.83791896,3.59682251,-1.79320762,0.57624924,-0.66674303,0.35057710,-0.35714693,1.12815390,-0.38149701,1.36106785,-0.11816113,0.00157767,-0.00687544,0.74512033,-0.06964312,0.01042030,-0.03618077,0.85110749,-0.86214207
-5.83191596,3.62682285,-1.83441154,0.55699066,-0.68036045,0.33787616,-0.36503962,1.15867748,-0.39093873,1.39330865,-0.12174767,0.00149446,-0.00691169,0.78030689,-0.07083911,0.01035001,-0.03666647,0.82322658,-0.88312356
-5.82591296,3.66524980,-1.86859687,0.53838846,-0.69073904,0.32540827,-0.37171788,1.19074447,-0.39918096,1.43012753,-0.12484310,0.00142418,-0.00691614,0.81795465,-0.07179916,0.01038159,-0.03700859,0.79620689,-0.90070951
-5.81990995,3.71240981,-1.89526750,0.52070901,-0.69777742,0.31334261,-0.37708633,1.22429530,-0.40611396,1.47152803,-0.12741095,0.00136708,-0.00688691,0.85790780,-0.07249662,0.01050940,-0.03719519,0.77036879,-0.91466884
-5.81390695,3.76822200,-1.91414537,0.50416993,-0.70146449,0.30182240,-0.38109327,1.25916727,-0.41167426,1.51733756,-0.12942782,0.00132309,-0.00682304,0.89991242,-0.07291396,0.01072562,-0.03721918,0.74596771,-0.92487356
-5.80790395,3.83220697,-1.92517599,0.48893660,-0.70187941,0.29096252,-0.38373192,1.29509096,-0.41584603,1.56720256,-0.13088396,0.00129187,-0.00672450,0.94361523,-0.07304308,0.01102046,-0.03707833,0.72319086,-0.93130143
-5.80190095,3.90349074,-1.92852598,0.47512052,-0.69918864,0.28084839,-0.38503985,1.33169088,-0.41866077,1.62059051,-0.13178341,0.00127283,-0.00659221,0.98856623,-0.07288521,0.01138241,-0.03677513,0.70215658,-0.93403503
-5.79589795,3.98082413,-1.92457305,0.46277980,-0.69363983,0.27153616,-0.38509696,1.36849063,-0.42019554,1.67679871,-0.13214371,0.00126512,-0.00642795,1.03422517,-0.07245053,0.01179848,-0.03631647,0.68291622,-0.93325715
-5.78989495,4.06261693,-1.91388902,0.45192144,-0.68555328,0.26305389,-0.38402187,1.40492251,-0.42056984,1.73496967,-0.13199521,0.00126768,-0.00623433,1.07997182,-0.07175754,0.01225458,-0.03571313,0.66545849,-0.92924297
-5.78389195,4.14698576,-1.89721674,0.44250535,-0.67531094,0.25540393,-0.38196707,1.44034151,-0.41994119,1.79411273,-0.13137994,0.00127931,-0.00601462,1.12511989,-0.07083208,0.01273581,-0.03497915,0.64971587,-0.92234926
-5.77788894,4.23181378,-1.87544215,0.43444983,-0.66334374,0.24856617,-0.37911306,1.47404315,-0.41849973,1.85313091,-0.13035018,0.00129866,-0.00577266,1.16893398,-0.06970635,0.01322687,-0.03413113,0.63557277,-0.91300131
-5.77188594,4.31481997,-1.84956258,0.42763820,-0.65011757,0.24250199,-0.37566169,1.50528462,-0.41646207,1.91085227,-0.12896676,0.00132434,-0.00551268,1.21064920,-0.06841761,0.01371243,-0.03318745,0.62287511,-0.90167801
-5.76588294,4.39363533,-1.82065286,0.42192625,-0.63611862,0.23715875,-0.37182906,1.53330864,-0.41406450,1.96606431,-0.12729714,0.00135493,-0.00523914,1.24949258,-0.06700691,0.01417756,-0.03216746,0.61144072,-0.88889574
-5.75987994,4.46588287,-1.78983035,0.41715019,-0.62183852,0.23247461,-0.36783816,1.55736878,-0.41155594,2.01755026,-0.12541333,0.00138905,-0.00495660,1.28470557,-0.06551777,0.01460811,-0.03109070,0.60107010,-0.87519182
-5.75387694,4.52925838,-1.75822039,0.41313471,-0.60775979,0.22838338,-0.36391172,1.57675565,-0.40919076,2.06412589,-0.12338982,0.00142542,-0.00466954,1.31556684,-0.06399488,0.01499112,-0.02997625,0.59155723,-0.86110790
-5.74787394,4.58160878,-1.72692322,0.40970079,-0.59434224,0.22481931,-0.36026521,1.59082255,-0.40722167,2.10467530,-0.12130145,0.00146292,-0.00438221,1.34141429,-0.06248283,0.01531515,-0.02884204,0.58269977,-0.84717412
-5.74187094,4.62100508,-1.69698338,0.40667309,-0.58201047,0.22172153,-0.35710048,1.59900977,-0.40589290,2.13818452,-0.11922138,0.00150061,-0.00409857,1.36166570,-0.06102500,0.01557067,-0.02770441,0.57430842,-0.83389428
-5.73586793,4.64580723,-1.66936246,0.40388643,-0.57114306,0.21903805,-0.35460003,1.60086632,-0.40543378,2.16377157,-0.11721917,0.00153782,-0.00382211,1.37583695,-0.05966254,0.01575032,-0.02657767,0.56621505,-0.82173255
-5.72986493,4.65471857,-1.64491573,0.40119147,-0.56206345,0.21672915,-0.35292210,1.59606837,-0.40605286,2.18071209,-0.11535911,0.00157415,-0.00355586,1.38355733,-0.05843345,0.01584913,-0.02547391,0.55827945,-0.81110204
-5.72386193,4.64682807,-1.62437307,0.39845913,-0.55503287,0.21477009,-0.35219660,1.58443335,-0.40793257,2.18845959,-0.11369865,0.00160954,-0.00330227,1.38458122,-0.05737185,0.01586476,-0.02440288,0.55039446,-0.80235534
-5.71785893,4.62163908,-1.60832448,0.39558395,-0.55024528,0.21315307,-0.35252201,1.56592945,-0.41122465,2.18665980,-0.11228722,0.00164423,-0.00306327,1.37879580,-0.05650739,0.01579754,-0.02337202,0.54248942,-0.79577722
-5.71185593,4.57908396,-1.59721000,0.39248625,-0.54782435,0.21188840,-0.35396313,1.54067979,-0.41604621,2.17515879,-0.11116521,0.00167885,-0.00284019,1.36622452,-0.05586474,0.01565054,-0.02238658,0.53453208,-0.79157958
-5.70585293,4.51952451,-1.59131414,0.38911313,-0.54782251,0.21100494,-0.35654977,1.50896131,-0.42247653,2.15400471,-0.11036325,0.00171433,-0.00263383,1.34702626,-0.05546329,0.01542953,-0.02144988,0.52652890,-0.78989851
-5.69984992,4.44373865,-1.59076445,0.38543849,-0.55022180,0.21054974,-0.36027633,1.47119840,-0.43055473,2.12344347,-0.10990185,0.00175192,-0.00244451,1.32149024,-0.05531683,0.01514285,-0.02056360,0.51852398,-0.79079341
-5.69384692,4.35289442,-1.59553395,0.38146214,-0.55493664,0.21058704,-0.36510210,1.42795157,-0.44027806,2.08390864,-0.10979124,0.00179316,-0.00227209,1.29002707,-0.05543345,0.01480128,-0.01972813,0.51059678,-0.79424813
-5.68784392,4.24851270,-1.60544713,0.37720820,-0.56181801,0.21119660,-0.37095248,1.37990158,-0.45160116,2.03600627,-0.11003149,0.00183980,-0.00211607,1.25315625,-0.05581543,0.01441772,-0.01894293,0.50285885,-0.80017382
-5.68184092,4.13242047,-1.62018902,0.37272292,-0.57065924,0.21247145,-0.37772078,1.32782986,-0.46443605,1.98049526,-0.11061293,0.00189377,-0.00197562,1.21149064,-0.05645926,0.01400696,-0.01820691,0.49544981,-0.80841350
-5.67583792,4.00669654,-1.63931706,0.36807212,-0.58120284,0.21451524,-0.38527078,1.27259588,-0.47865293,1.91826436,-0.11151675,0.00195707,-0.00184967,1.16571872,-0.05735567,0.01358531,-0.01751878,0.48853268,-0.81874792
-5.66983492,3.87361205,-1.66227522,0.36333841,-0.59314842,0.21743905,-0.39343988,1.21511251,-0.49408199,1.85030649,-0.11271584,0.00203171,-0.00173700,1.11658513,-0.05848976,0.01317023,-0.01687730,0.48228899,-0.83090274
-5.66383192,3.73556775,-1.68841014,0.35861832,-0.60616135,0.22135800,-0.40204284,1.15632021,-0.51051590,1.77769158,-0.11417578,0.00211960,-0.00163627,1.06487033,-0.05984121,0.01277990,-0.01628158,0.47691355,-0.84455668
-5.65782891,3.59503035,-1.71698874,0.35401937,-0.61988190,0.22638757,-0.41087602,1.09716110,-0.52771331,1.70153869,-0.11585603,0.00222246,-0.00154607,1.01137007,-0.06138451,0.01243284,-0.01573120,0.47260926,-0.85935041
-5.65182591,3.45446983,-1.74721703,0.34965733,-0.63393473,0.23263973,-0.41972207,1.03855373,-0.54540312,1.62298843,-0.11771108,0.00234173,-0.00146501,0.95687539,-0.06308932,0.01214743,-0.01522633,0.46958195,-0.87489609
-5.64582291,3.31629946,-1.77825958,0.34565353,-0.64793843,0.24021907,-0.42835499,0.98136953,-0.56328959,1.54317640,-0.11969188,0.00247847,-0.00139175,0.90215368,-0.06492089,0.01194152,-0.01476773,0.46803537,-0.89078711
-5.63981991,3.18282025,-1.80925932,0.34213236,-0.66151485,0.24921891,-0.43654548,0.92641150,-0.58105811,1.46320840,-0.12174707,0.00263328,-0.00132499,0.84793149,-0.06684060,0.01183199,-0.01435674,0.46816638,-0.90660805
-5.63381691,3.05617091,-1.83935719,0.33921899,-0.67429796,0.25971758,-0.44406642,0.87439590,-0.59838162,1.38413796,-0.12382436,0.00280622,-0.00126355,0.79487935,-0.06880657,0.01183436,-0.01399514,0.47016034,-0.92194433
-5.62781391,2.93828450,-1.86771122,0.33703714,-0.68594217,0.27177485,-0.45069834,0.82593730,-0.61492757,1.30694666,-0.12587172,0.00299676,-0.00120638,0.74359909,-0.07077441,0.01196236,-0.01368497,0.47418685,-0.93639157
-5.62181091,2.83085238,-1.89351453,0.33570706,-0.69612969,0.28542881,-0.45623486,0.78153737,-0.63036511,1.23252753,-0.12783859,0.00320376,-0.00115254,0.69461385,-0.07269806,0.01222760,-0.01342836,0.48039577,-0.94956426
-5.61580790,2.73529604,-1.91601193,0.33534366,-0.70457685,0.30069311,-0.46048770,0.74157754,-0.64437247,1.16167173,-0.12967686,0.00342542,-0.00110121,0.64836086,-0.07453068,0.01263923,-0.01322727,0.48891357,-0.96110353
-5.60980490,2.65274702,-1.93451458,0.33605469,-0.71103933,0.31755476,-0.46329139,0.70631563,-0.65664423,1.09505871,-0.13134175,0.00365933,-0.00105173,0.60518702,-0.07622566,0.01320361,-0.01308324,0.49984010,-0.97068394
-5.60380190,2.58403493,-1.94841257,0.33793911,-0.71531596,0.33597266,-0.46450728,0.67588623,-0.66689839,1.03324956,-0.13279247,0.00390248,-0.00100355,0.56534734,-0.07773769,0.01392408,-0.01299715,0.51324581,-0.97801901
-5.59779890,2.52968342,-1.95718485,0.34108552,-0.71725127,0.35587678,-0.46402682,0.65030476,-0.67488286,0.97668375,-0.13399276,0.00415134,-0.00095625,0.52900589,-0.07902376,0.01480072,-0.01296899,0.52916946,-0.98286548
-5.59179590,2.48991380,-1.96040666,0.34557082,-0.71673659,0.37716820,-0.46177404,0.62947488,-0.68038130,0.92567893,-0.13491119,0.00440192,-0.00090952,0.49623924,-0.08004430,0.01583020,-0.01299760,0.54761640,-0.98502613
-5.58579290,2.46465571,-1.95775416,0.35145897,-0.71370988,0.39971991,-0.45770703,0.61319874,-0.68321804,0.88043342,-0.13552127,0.00464990,-0.00086315,0.46704203,-0.08076410,0.01700568,-0.01308060,0.56855748,-0.98435135
-5.57978989,2.45356438,-1.94900630,0.35880003,-0.70815436,0.42337860,-0.45181848,0.60118977,-0.68326207,0.84103143,-0.13580149,0.00489075,-0.00081704,0.44133439,-0.08115328,0.01831676,-0.01321417,0.59192861,-0.98073930
-5.57378689,2.45604348,-1.93404421,0.36762940,-0.70009594,0.44796711,-0.44413518,0.59308744,-0.68042974,0.80745031,-0.13573513,0.00511986,-0.00077113,0.41897089,-0.08118810,0.01974958,-0.01339307,0.61763106,-0.97413497
-5.56778389,2.47127291,-1.91284817,0.37796730,-0.68959988,0.47328774,-0.43471661,0.58847341,-0.67468633,0.77956969,-0.13531006,0.00533268,-0.00072547,0.39975060,-0.08085158,0.02128691,-0.01361060,0.64553239,-0.96452813
-5.56178089,2.49824043,-1.88549256,0.38981857,-0.67676661,0.49912618,-0.42365263,0.58688857,-0.66604633,0.75718211,-0.13451842,0.00552490,-0.00068014,0.38342807,-0.08013400,0.02290842,-0.01385869,0.67546812,-0.95195053
-5.55577789,2.53577607,-1.85213919,0.40317272,-0.66172716,0.52525596,-0.41106039,0.58785037,-0.65457248,0.74000464,-0.13335632,0.00569256,-0.00063528,0.36972456,-0.07903313,0.02459101,-0.01412804,0.70724402,-0.93647243
-5.54977489,2.58258838,-1.81302932,0.41800420,-0.64463826,0.55144327,-0.39708065,0.59086983,-0.64037359,0.72769123,-0.13182350,0.00583218,-0.00059105,0.35833955,-0.07755433,0.02630923,-0.01440830,0.74063891,-0.91819878
-5.54377189,2.63730121,-1.76847493,0.43427293,-0.62567739,0.57745201,-0.38187362,0.59546780,-0.62360131,0.71984535,-0.12992308,0.00594092,-0.00054763,0.34896179,-0.07571039,0.02803581,-0.01468836,0.77540803,-0.89726517
-5.53776888,2.69849003,-1.71884950,0.45192498,-0.60503795,0.60304882,-0.36561448,0.60118982,-0.60444592,0.71603248,-0.12766136,0.00601664,-0.00050522,0.34127989,-0.07352109,0.02974229,-0.01495666,0.81128664,-0.87383387
-5.53176588,2.76471682,-1.66457879,0.47089337,-0.58292473,0.62800798,-0.34848889,0.60761929,-0.58313127,0.71579234,-0.12504766,0.00605795,-0.00046402,0.33499189,-0.07101271,0.03139965,-0.01520149,0.84799399,-0.84809002
-5.52576288,2.83456239,-1.60613182,0.49109890,-0.55954974,0.65211594,-0.33068844,0.61438843,-0.55990916,0.71865030,-0.12209424,0.00606432,-0.00042422,0.32981383,-0.06821723,0.03297912,-0.01541141,0.88523730,-0.82023802
-5.51975988,2.90665550,-1.54401236,0.51245108,-0.53512860,0.67517548,-0.31240643,0.62118680,-0.53505325,0.72412792,-0.11881635,0.00603604,-0.00038601,0.32548679,-0.06517142,0.03445287,-0.01557558,0.92271589,-0.79049845
-5.51375688,2.97969804,-1.47875105,0.53484893,-0.50987739,0.69700915,-0.29383394,0.62776716,-0.50885273,0.73175228,-0.11523228,0.00597418,-0.00034953,0.32178257,-0.06191587,0.03579480,-0.01568416,0.96012517,-0.75910525
-5.50775388,3.05248569,-1.41089826,0.55818174,-0.48401007,0.71746216,-0.27515639,0.63394860,-0.48160599,0.74106414,-0.11136345,0.00588063,-0.00031495,0.31850759,-0.05849391,0.03698128,-0.01572864,0.99716052,-0.72630331
-5.50175088,3.12392404,-1.34101770,0.58232975,-0.45773641,0.73640447,-0.25655067,0.63961687,-0.45361435,0.75162462,-0.10723449,0.00575792,-0.00028236,0.31550526,-0.05495045,0.03799184,-0.01570216,1.03352104,-0.69234638
-5.49574787,3.19303969,-1.26968074,0.60716470,-0.43126038,0.75373216,-0.23818287,0.64472203,-0.42517621,0.76302060,-0.10287339,0.00560921,-0.00025184,0.31265660,-0.05133094,0.03880971,-0.01559972,1.06891306,-0.65749527
-5.48974487,3.25898689,-1.19746140,0.63255034,-0.40477893,0.76936809,-0.22020658,0.64927365,-0.39658156,0.77486869,-0.09831149,0.00543812,-0.00022347,0.30987934,-0.04768033,0.03942234,-0.01541840,1.10305352,-0.62201620
-5.48374187,3.32104957,-1.12493196,0.65834283,-0.37848115,0.78326179,-0.20276192,0.65333382,-0.36810711,0.78681802,-0.09358347,0.00524860,-0.00019725,0.30712553,-0.04404208,0.03982171,-0.01515750,1.13567307,-0.58617917
-5.47773887,3.37863945,-1.05265895,0.68439118,-0.35254763,0.79538880,-0.18597508,0.65700832,-0.34001214,0.79855185,-0.08872722,0.00504486,-0.00017318,0.30437797,-0.04045737,0.04000452,-0.01481854,1.16651904,-0.55025648
-5.47173587,3.43129069,-0.98119967,0.71053765,-0.32715000,0.80574935,-0.16995850,0.66043638,-0.31253506,0.80978820,-0.08378364,0.00483114,-0.00015124,0.30164557,-0.03696444,0.03997224,-0.01440523,1.19535820,-0.51452107
-5.46573287,3.47865166,-0.91109898,0.73661826,-0.30245066,0.81436663,-0.15481144,0.66377949,-0.28589072,0.82027970,-0.07879631,0.00461164,-0.00013137,0.29895793,-0.03359801,0.03973089,-0.01392343,1.22197935,-0.47924489
-5.45972986,3.52047453,-0.84288646,0.76246338,-0.27860258,0.82128461,-0.14062108,0.66720965,-0.26026862,0.82981278,-0.07381110,0.00439038,-0.00011350,0.29635953,-0.03038901,0.03929084,-0.01338088,1.24619564,-0.44469710
-5.45372686,3.55660330,-0.77707388,0.78789849,-0.25574911,0.82656547,-0.12746394,0.67089777,-0.23583185,0.83820646,-0.06887561,0.00417108,-0.00009754,0.29390360,-0.02736436,0.03866626,-0.01278709,1.26784670,-0.41114229
-5.44772386,3.58696098,-0.71415292,0.81274514,-0.23402384,0.83028691,-0.11540747,0.67500231,-0.21271677,0.84531081,-0.06403865,0.00395709,-0.00008338,0.29164621,-0.02454698,0.03787461,-0.01215299,1.28680039,-0.37883859
-5.44172086,3.61153649,-0.65459331,0.83682202,-0.21355057,0.83253920,-0.10451196,0.67965901,-0.19103344,0.85100529,-0.05934959,0.00375129,-0.00007091,0.28964065,-0.02195593,0.03693597,-0.01149065,1.30295425,-0.34803582
-5.43571786,3.63037184,-0.59884127,0.85994639,-0.19444317,0.83342216,-0.09483239,0.68497168,-0.17086658,0.85519707,-0.05485773,0.00355608,-0.00006000,0.28793243,-0.01960672,0.03587229,-0.01081302,1.31623645,-0.31897372
-5.42971486,3.64355000,-0.54731830,0.88193559,-0.17680554,0.83304212,-0.08642033,0.69100472,-0.15227719,0.85781942,-0.05061166,0.00337329,-0.00005054,0.28655509,-0.01751164,0.03470664,-0.01013354,1.32660629,-0.29188032
-5.42371186,3.65118400,-0.50042025,0.90260886,-0.16073157,0.83150896,-0.07932577,0.69777738,-0.13530447,0.85883018,-0.04665861,0.00320423,-0.00004239,0.28552696,-0.01568027,0.03346250,-0.00946591,1.33405411,-0.26697038
-5.41770885,3.65340750,-0.45851674,0.92178929,-0.14630510,0.82893331,-0.07359864,0.70526010,-0.11996810,0.85821042,-0.04304390,0.00304969,-0.00003544,0.28484895,-0.01411999,0.03216299,-0.00882373,1.33860065,-0.24444406
-5.41170585,3.65036705,-0.42195069,0.93930610,-0.13359983,0.82542396,-0.06929022,0.71337298,-0.10627083,0.85596323,-0.03981037,0.00290995,-0.00002957,0.28450351,-0.01283648,0.03083029,-0.00822034,1.34029585,-0.22448579
-5.40570285,3.64221633,-0.39103791,0.95499695,-0.12267925,0.82108559,-0.06645405,0.72198641,-0.09420102,0.85211258,-0.03699790,0.00278486,-0.00002466,0.28445465,-0.01183429,0.02948505,-0.00766849,1.33921708,-0.20726319
-5.39969985,3.62911232,-0.36606660,0.96871052,-0.11359652,0.81601689,-0.06514652,0.73092385,-0.08373531,0.84670236,-0.03464296,0.00267388,-0.00002062,0.28464902,-0.01111730,0.02814604,-0.00718025,1.33546691,-0.19292619
-5.39369685,3.61121359,-0.34729661,0.98030917,-0.10639413,0.81030921,-0.06542692,0.73996667,-0.07484119,0.83979534,-0.03277823,0.00257615,-0.00001735,0.28501796,-0.01068917,0.02682979,-0.00676679,1.32917052,-0.18160613
-5.38769385,3.58868047,-0.33495820,0.98967174,-0.10110364,0.80404569,-0.06735707,0.74886085,-0.06747940,0.83147217,-0.03143223,0.00249060,-0.00001477,0.28548031,-0.01055374,0.02555044,-0.00643828,1.32047281,-0.17341480
-5.38169085,3.56167706,-0.32925030,0.99669635,-0.09774513,0.79730094,-0.07100025,0.75732525,-0.06160611,0.82183024,-0.03062896,0.00241598,-0.00001280,0.28594594,-0.01071522,0.02431971,-0.00620383,1.30953538,-0.16844354
-5.37568784,3.53037480,-0.33033811,1.00130321,-0.09632657,0.79014139,-0.07641981,0.76506127,-0.05717487,0.81098242,-0.03038763,0.00235100,-0.00001138,0.28631964,-0.01117845,0.02314699,-0.00607134,1.29653352,-0.16676198
-5.36968484,3.49495728,-0.33834988,1.00343732,-0.09684308,0.78262607,-0.08367703,0.77176339,-0.05413824,0.79905553,-0.03072226,0.00229438,-0.00001046,0.28650529,-0.01194892,0.02203947,-0.00604751,1.28165323,-0.16841682
-5.36368184,3.45562588,-0.35337313,1.00307098,-0.09927606,0.77480801,-0.09282875,0.77713030,-0.05244914,0.78618860,-0.03164141,0.00224489,-0.00000999,0.28641003,-0.01303281,0.02100243,-0.00613773,1.26508849,-0.17343033
-5.35767884,3.41260573,-0.37545020,1.00020601,-0.10359231,0.76673594,-0.10392444,0.78087620,-0.05206189,0.77253085,-0.03314786,0.00220148,-0.00000993,0.28594828,-0.01443683,0.02003952,-0.00634604,1.24703870,-0.18179871
-5.35167584,3.36615151,-0.40457348,0.99487544,-0.10974318,0.75845631,-0.11700311,0.78274176,-0.05293298,0.75823930,-0.03523831,0.00216328,-0.00001026,0.28504533,-0.01616809,0.01915309,-0.00667505,1.22770650,-0.19349054
-5.34567284,3.31655255,-0.44068051,0.98714481,-0.11766387,0.75001537,-0.13209007,0.78250428,-0.05502156,0.74347620,-0.03790313,0.00212967,-0.00001095,0.28364050,-0.01823382,0.01834456,-0.00712589,1.20729566,-0.20844517
