energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,2.55123581,0.13382702,0.00000000,0.15077899,1.44468478,0.41161710,0.39093403
-5.99399700,2.53577504,0.12922596,0.00000000,0.15011075,1.44469748,0.41079996,0.38643737
-5.98799400,2.52032049,0.12477026,0.00000000,0.14942514,1.44257177,0.41081157,0.38261469
-5.98199100,2.50495298,0.12047856,0.00000000,0.14873395,1.43835462,0.41159777,0.37946561
-5.97598799,2.48972576,0.11637011,0.00000000,0.14804170,1.43211652,0.41309046,0.37696363
-5.96998499,2.47466082,0.11246465,0.00000000,0.14734552,1.42394603,0.41520892,0.37505693
-5.96398199,2.45974691,0.10878236,0.00000000,0.14663525,1.41394435,0.41786173,0.37367033
-5.95797899,2.44494002,0.10534386,0.00000000,0.14589398,1.40222036,0.42094933,0.37270827
-5.95197599,2.43016610,0.10217022,0.00000000,0.14509890,1.38888654,0.42436697,0.37205868
-5.94597299,2.41532649,0.09928297,0.00000000,0.14422245,1.37405606,0.42800826,0.37159756
-5.93996998,2.40030572,0.09670421,0.00000000,0.14323376,1.35784123,0.43176907,0.37119426
-5.93396698,2.38498157,0.09445664,0.00000000,0.14210029,1.34035349,0.43555159,0.37071712
-5.92796398,2.36923691,0.09256364,0.00000000,0.14078963,1.32170494,0.43926864,0.37003914
-5.92196098,2.35297276,0.09104930,0.00000000,0.13927134,1.30201110,0.44284768,0.36904376
-5.91595798,2.33612180,0.08993843,0.00000000,0.13751877,1.28139486,0.44623469,0.36763008
-5.90995498,2.31866157,0.08925652,0.00000000,0.13551080,1.25999103,0.44939744,0.36571761
-5.90395198,2.30062648,0.08902962,0.00000000,0.13323339,1.23795126,0.45232815,0.36325014
-5.89794897,2.28211780,0.08928410,0.00000000,0.13068079,1.21544861,0.45504522,0.36019868
-5.89194597,2.26331087,0.09004640,0.00000000,0.12785655,1.19268156,0.45759403,0.35656316
-5.88594297,2.24445904,0.09134251,0.00000000,0.12477400,1.16987685,0.46004662,0.35237299
-5.87993997,2.22589368,0.09319753,0.00000000,0.12145644,1.14729078,0.46250027,0.34768634
-5.87393697,2.20802031,0.09563489,0.00000000,0.11793687,1.12520885,0.46507492,0.34258823
-5.86793397,2.19131069,0.09867567,0.00000000,0.11425723,1.10394352,0.46790955,0.33718749
-5.86193097,2.17629116,0.10233763,0.00000000,0.11046740,1.08382997,0.47115768,0.33161278
-5.85592796,2.16352772,0.10663428,0.00000000,0.10662374,1.06522019,0.47498200,0.32600777
-5.84992496,2.15360836,0.11157381,0.00000000,0.10278742,1.04847540,0.47954843,0.32052585
-5.84392196,2.14712346,0.11715803,0.00000000,0.09902256,1.03395719,0.48501988,0.31532449
-5.83791896,2.14464499,0.12338127,0.00000000,0.09539421,1.02201772,0.49154978,0.31055948
-5.83191596,2.14670534,0.13022933,0.00000000,0.09196632,1.01298936,0.49927569,0.30637937
-5.82591296,2.15377663,0.13767848,0.00000000,0.08879979,1.00717423,0.50831328,0.30292030
-5.81990995,2.16625104,0.14569456,0.00000000,0.08595061,1.00483384,0.51875073,0.30030129
-5.81390695,2.18442292,0.15423225,0.00000000,0.08346816,1.00617940,0.53064379,0.29862026
-5.80790395,2.20847311,0.16323450,0.00000000,0.08139380,1.01136289,0.54401171,0.29795085
-5.80190095,2.23845580,0.17263219,0.00000000,0.07975975,1.02046928,0.55883399,0.29834000
-5.79589795,2.27428826,0.18234403,0.00000000,0.07858818,1.03350997,0.57504819,0.29980644
-5.78989495,2.31574356,0.19227682,0.00000000,0.07789072,1.05041770,0.59254873,0.30234000
-5.78389195,2.36244640,0.20232599,0.00000000,0.07766817,1.07104289,0.61118679,0.30590165
-5.77788894,2.41387215,0.21237648,0.00000000,0.07791062,1.09515170,0.63077129,0.31042435
-5.77188594,2.46934905,0.22230405,0.00000000,0.07859769,1.12242574,0.65107089,0.31581450
-5.76588294,2.52806378,0.23197695,0.00000000,0.07969919,1.15246348,0.67181714,0.32195395
-5.75987994,2.58907030,0.24125797,0.00000000,0.08117579,1.18478360,0.69270854,0.32870251
-5.75387694,2.65130207,0.25000680,0.00000000,0.08298006,1.21883017,0.71341565,0.33590094
-5.74787394,2.71358766,0.25808281,0.00000000,0.08505750,1.25397980,0.73358704,0.34337418
-5.74187094,2.77466979,0.26534799,0.00000000,0.08734775,1.28955083,0.75285610,0.35093498
-5.73586793,2.83322756,0.27167019,0.00000000,0.08978593,1.32481443,0.77084857,0.35838773
-5.72986493,2.88790191,0.27692631,0.00000000,0.09230392,1.35900771,0.78719058,0.36553246
-5.72386193,2.93732365,0.28100565,0.00000000,0.09483182,1.39134852,0.80151716,0.37216903
-5.71785893,2.98014394,0.28381302,0.00000000,0.09729930,1.42105185,0.81348089,0.37810136
-5.71185593,3.01506621,0.28527166,0.00000000,0.09963705,1.44734745,0.82276062,0.38314167
-5.70585293,3.04087891,0.28532575,0.00000000,0.10177814,1.46949820,0.82906982,0.38711467
-5.69984992,3.05648807,0.28394250,0.00000000,0.10365939,1.48681877,0.83216448,0.38986162
-5.69384692,3.06094848,0.28111361,0.00000000,0.10522266,1.49869397,0.83185019,0.39124404
-5.68784392,3.05349254,0.27685608,0.00000000,0.10641600,1.50459608,0.82798815,0.39114721
-5.68184092,3.03355538,0.27121231,0.00000000,0.10719480,1.50410063,0.82049991,0.38948303
-5.67583792,3.00079545,0.26424948,0.00000000,0.10752273,1.49689979,0.80937064,0.38619247
-5.66983492,2.95510934,0.25605818,0.00000000,0.10737250,1.48281302,0.79465069,0.38124721
-5.66383192,2.89664037,0.24675035,0.00000000,0.10672653,1.46179427,0.77645555,0.37465068
-5.65782891,2.82578021,0.23645671,0.00000000,0.10557730,1.43393551,0.75496395,0.36643816
-5.65182591,2.74316355,0.22532359,0.00000000,0.10392754,1.39946634,0.73041432,0.35667619
-5.64582291,2.64965575,0.21350945,0.00000000,0.10179021,1.35874957,0.70309974,0.34546105
-5.63981991,2.54633413,0.20118123,0.00000000,0.09918820,1.31227309,0.67336142,0.33291655
-5.63381691,2.43446340,0.18851062,0.00000000,0.09615379,1.26063815,0.64158114,0.31919107
-5.62781391,2.31546645,0.17567038,0.00000000,0.09272795,1.20454465,0.60817286,0.30445400
-5.62181091,2.19089162,0.16283105,0.00000000,0.08895942,1.14477400,0.57357388,0.28889174
-5.61580790,2.06237774,0.15015793,0.00000000,0.08490360,1.08217029,0.53823574,0.27270332
-5.60980490,1.93161846,0.13780858,0.00000000,0.08062134,1.01762045,0.50261546,0.25609588
-5.60380190,1.80032719,0.12593094,0.00000000,0.07617766,0.95203429,0.46716720,0.23928020
-5.59779890,1.67020386,0.11466201,0.00000000,0.07164038,0.88632504,0.43233466,0.22246621
-5.59179590,1.54290469,0.10412716,0.00000000,0.06707881,0.82139111,0.39854456,0.20585898
-5.58579290,1.42001577,0.09444007,0.00000000,0.06256242,0.75809963,0.36620114,0.18965498
-5.57978989,1.30303109,0.08570314,0.00000000,0.05815961,0.69727214,0.33568195,0.17403887
-5.57378689,1.19333527,0.07800840,0.00000000,0.05393662,0.63967283,0.30733477,0.15918087
-5.56778389,1.09219093,0.07143873,0.00000000,0.04995648,0.58599917,0.28147572,0.14523470
