energy_ev,total_up,Hf_p_up,Hf_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-5.86193097,2.74787719,1.85789647,1.15953950,0.25571262,0.00609554,1.41640974,0.00000000
-5.85592796,2.84927602,1.92063792,1.20494121,0.26470337,0.00634426,1.47724637,0.00000000
-5.84992496,2.94366138,1.97831039,1.24735632,0.27360058,0.00658155,1.53568862,0.00000000
-5.84392196,3.03061147,2.03059269,1.28662172,0.28242618,0.00680585,1.59152190,0.00000000
-5.83791896,3.10986975,2.07728289,1.32263991,0.29120765,0.00701592,1.64458757,0.00000000
-5.83191596,3.18132824,2.11828878,1.35537176,0.29997306,0.00721087,1.69477190,0.00000000
-5.82591296,3.24500322,2.15361282,1.38482611,0.30874589,0.00739008,1.74199221,0.00000000
-5.81990995,3.30100485,2.18333285,1.41104695,0.31753976,0.00755318,1.78618093,0.00000000
-5.81390695,3.34950286,2.20757969,1.43409911,0.32635341,0.00769996,1.82726886,0.00000000
-5.80790395,3.39069033,2.22651324,1.45405323,0.33516636,0.00783031,1.86516860,0.00000000
-5.80190095,3.42474823,2.24029877,1.47097114,0.34393547,0.00794414,1.89975963,0.00000000
-5.79589795,3.45181305,2.24908496,1.48489271,0.35259265,0.00804133,1.93087600,0.00000000
-5.78989495,3.47194972,2.25298526,1.49582492,0.36104405,0.00812165,1.95829787,0.00000000
-5.78389195,3.48513199,2.25206394,1.50373423,0.36917065,0.00818470,1.98174757,0.00000000
-5.77788894,3.49123146,2.24632772,1.50854260,0.37683054,0.00822993,2.00089079,0.00000000
-5.77188594,3.49001638,2.23572365,1.51012761,0.38386261,0.00825658,2.01534321,0.00000000
-5.76588294,3.48116030,2.22014342,1.50832686,0.39009168,0.00826372,2.02468226,0.00000000
-5.75987994,3.46426023,2.19943373,1.50294626,0.39533470,0.00825027,2.02846362,0.00000000
-5.75387694,3.43886319,2.17341210,1.49377188,0.39940783,0.00821509,2.02624161,0.00000000
-5.74787394,3.40449953,2.14188700,1.48058456,0.40213403,0.00815699,2.01759235,0.00000000
-5.74187094,3.36072080,2.10468091,1.46317646,0.40335065,0.00807486,2.00213834,0.00000000
-5.73586793,3.30713993,2.06165475,1.44136840,0.40291682,0.00796776,1.97957310,0.00000000
-5.72986493,3.24347103,2.01273206,1.41502700,0.40072010,0.00783499,1.94968421,0.00000000
-5.72386193,3.16956625,1.95792120,1.38408048,0.39668208,0.00767616,1.91237365,0.00000000
-5.71785893,3.08544747,1.89733426,1.34853212,0.39076270,0.00749133,1.86767387,0.00000000
-5.71185593,2.99133083,1.83120133,1.30847061,0.38296304,0.00728101,1.81575884,0.00000000
-5.70585293,2.88764246,1.75987927,1.26407659,0.37332639,0.00704624,1.75694925,0.00000000
-5.69984992,2.77502469,1.68385443,1.21562497,0.36193774,0.00678859,1.69171168,0.00000000
-5.69384692,2.65433220,1.60373922,1.16348304,0.34892150,0.00651016,1.62065152,0.00000000
-5.68784392,2.52661862,1.52026271,1.10810426,0.33443785,0.00621357,1.54450029,0.00000000
-5.68184092,2.39311409,1.43425587,1.05001838,0.31867774,0.00590190,1.46409783,0.00000000
-5.67583792,2.25519544,1.34663237,0.98981820,0.30185692,0.00557862,1.38037037,0.00000000
-5.66983492,2.11435041,1.25836593,0.92814393,0.28420924,0.00524751,1.29430575,0.00000000
-5.66383192,1.97213800,1.17046555,0.86566582,0.26597965,0.00491258,1.20692680,0.00000000
-5.65782891,1.83014695,1.08394980,0.80306612,0.24741707,0.00457795,1.11926437,0.00000000
-5.65182591,1.68995425,0.99982136,0.74102105,0.22876768,0.00424774,1.03233117,0.00000000
-5.64582291,1.55308578,0.91904303,0.68018388,0.21026862,0.00392599,0.94709752,0.00000000
-5.63981991,1.42098052,0.84251593,0.62116949,0.19214260,0.00361655,0.86446997,0.00000000
-5.63381691,1.29495959,0.77106074,0.56454136,0.17459337,0.00332300,0.78527352,0.00000000
-5.62781391,1.17620131,0.70540237,0.51080103,0.15780228,0.00304856,0.71023791,0.00000000
-5.62181091,1.06572238,0.64615829,0.46038055,0.14192602,0.00279605,0.63998820,0.00000000
-5.61580790,0.96436579,0.59383050,0.41363783,0.12709533,0.00256784,0.57503960,0.00000000
-5.60980490,0.87279487,0.54880103,0.37085483,0.11341485,0.00236579,0.51579644,0.00000000
-5.60380190,0.79149317,0.51133052,0.33223835,0.10096380,0.00219127,0.46255463,0.00000000
-5.59779890,0.72076942,0.48155960,0.29792310,0.08979749,0.00204513,0.41550731,0.00000000
-5.59179590,0.66076665,0.45951241,0.26797658,0.07994938,0.00192770,0.37475281,0.00000000
-5.58579290,0.61147438,0.44510201,0.24240532,0.07143355,0.00183883,0.34030439,0.00000000
-5.57978989,0.57274319,0.43813704,0.22116206,0.06424746,0.00177792,0.31210090,0.00000000
-5.57378689,0.54430035,0.43832929,0.20415323,0.05837470,0.00174389,0.29001783,0.00000000
-5.56778389,0.52576590,0.44530202,0.19124656,0.05378762,0.00173531,0.27387801,0.00000000
-5.56178089,0.51666849,0.45859866,0.18227815,0.05044977,0.00175034,0.26346148,0.00000000
-5.55577789,0.51646017,0.47769176,0.17705901,0.04831797,0.00178687,0.25851428,0.00000000
-5.54977489,0.52452999,0.50199228,0.17538055,0.04734394,0.00184250,0.25875560,0.00000000
-5.54377189,0.54021606,0.53085909,0.17701916,0.04747544,0.00191462,0.26388338,0.00000000
-5.53776888,0.56281597,0.56360875,0.18173967,0.04865700,0.00200044,0.27357823,0.00000000
-5.53176588,0.59159569,0.59952557,0.18929771,0.05083008,0.00209709,0.28750576,0.00000000
-5.52576288,0.62579700,0.63787211,0.19944121,0.05393291,0.00220161,0.30531748,0.00000000
-5.51975988,0.66464385,0.67789991,0.21191104,0.05789999,0.00231108,0.32665068,0.00000000
-5.51375688,0.70734782,0.71886061,0.22644109,0.06266123,0.00242259,0.35112741,0.00000000
-5.50775388,0.75311311,0.76001729,0.24275805,0.06814112,0.00253339,0.37835316,0.00000000
-5.50175088,0.80114141,0.80065586,0.26058102,0.07425776,0.00264087,0.40791555,0.00000000
-5.49574787,0.85063695,0.84009644,0.27962132,0.08092204,0.00274265,0.43938345,0.00000000
-5.48974487,0.90081213,0.87770446,0.29958281,0.08803705,0.00283660,0.47230699,0.00000000
-5.48374187,0.95089393,0.91290125,0.32016271,0.09549781,0.00292091,0.50621875,0.00000000
-5.47773887,1.00013133,0.94517398,0.34105335,0.10319142,0.00299412,0.54063643,0.00000000
-5.47173587,1.04780384,0.97408464,0.36194485,0.11099768,0.00305514,0.57506725,0.00000000
-5.46573287,1.09323113,0.99927793,0.38252878,0.11879029,0.00310326,0.60901411,0.00000000
-5.45972986,1.13578377,1.02048783,0.40250287,0.12643854,0.00313820,0.64198348,0.00000000
-5.45372686,1.17489470,1.03754268,0.42157660,0.13380948,0.00316006,0.67349493,0.00000000
-5.44772386,1.21007121,1.05036867,0.43947757,0.14077066,0.00316937,0.70309198,0.00000000
-5.44172086,1.24090704,1.05899160,0.45595832,0.14719306,0.00316704,0.73035385,0.00000000
-5.43571786,1.26709389,1.06353682,0.47080348,0.15295443,0.00315434,0.75490768,0.00000000
-5.42971486,1.28843192,1.06422727,0.48383665,0.15794262,0.00313288,0.77644055,0.00000000
-5.42371186,1.30483850,1.06137957,0.49492683,0.16205888,0.00310455,0.79471071,0.00000000
-5.41770885,1.31635457,1.05539818,0.50399397,0.16522097,0.00307149,0.80955743,0.00000000
-5.41170585,1.32314807,1.04676756,0.51101316,0.16736583,0.00303605,0.82090876,0.00000000
-5.40570285,1.32551381,1.03604244,0.51601730,0.16845183,0.00300068,0.82878672,0.00000000
-5.39969985,1.32386953,1.02383629,0.51909786,0.16846027,0.00296795,0.83330941,0.00000000
-5.39369685,1.31874781,1.01080821,0.52040358,0.16739620,0.00294040,0.83468989,0.00000000
-5.38769385,1.31078389,0.99764840,0.52013710,0.16528843,0.00292054,0.83323156,0.00000000
-5.38169085,1.30069972,0.98506264,0.51854952,0.16218879,0.00291074,0.82932010,0.00000000
-5.37568784,1.28928439,0.97375623,0.51593296,0.15817049,0.00291321,0.82341245,0.00000000
-5.36968484,1.27737199,0.96441773,0.51261164,0.15332587,0.00292992,0.81602289,0.00000000
-5.36368184,1.26581752,0.95770333,0.50893155,0.14776353,0.00296255,0.80770726,0.00000000
-5.35767884,1.25547186,0.95422223,0.50524940,0.14160488,0.00301243,0.79904561,0.00000000
-5.35167584,1.24715716,0.95452387,0.50192124,0.13498052,0.00308057,0.79062446,0.00000000
-5.34567284,1.24164344,0.95908741,0.49929131,0.12802628,0.00316755,0.78301930,0.00000000
-5.33966983,1.23962777,0.96831413,0.49768163,0.12087939,0.00327360,0.77677820,0.00000000
-5.33366683,1.24171688,0.98252309,0.49738278,0.11367474,0.00339855,0.77240732,0.00000000
-5.32766383,1.24841396,1.00195029,0.49864635,0.10654147,0.00354189,0.77035894,0.00000000
-5.32166083,1.26011023,1.02675137,0.50167922,0.09959995,0.00370278,0.77102240,0.00000000
-5.31565783,1.27708150,1.05700770,0.50663999,0.09295924,0.00388015,0.77471832,0.00000000
-5.30965483,1.29948960,1.09273530,0.51363751,0.08671518,0.00407268,0.78169605,0.00000000
-5.30365183,1.32738838,1.13389617,0.52273147,0.08094899,0.00427896,0.79213429,0.00000000
-5.29764882,1.36073350,1.18041093,0.53393484,0.07572646,0.00449751,0.80614446,0.00000000
-5.29164582,1.39939514,1.23217198,0.54721782,0.07109769,0.00472688,0.82377625,0.00000000
-5.28564282,1.44317257,1.28905587,0.56251297,0.06709729,0.00496572,0.84502485,0.00000000
-5.27963982,1.49180924,1.35093397,0.57972107,0.06374501,0.00521281,0.86983897,0.00000000
-5.27363682,1.54500739,1.41768021,0.59871713,0.06104668,0.00546716,0.89812894,0.00000000
-5.26763382,1.60244087,1.48917509,0.61935633,0.05899539,0.00572797,0.92977430,0.00000000
-5.26163082,1.66376528,1.56530529,0.64147932,0.05757284,0.00599470,0.96462997,0.00000000
-5.25562781,1.72862483,1.64595839,0.66491663,0.05675079,0.00626701,1.00253093,0.00000000
-5.24962481,1.79665529,1.73101289,0.68949204,0.05649250,0.00654474,1.04329468,0.00000000
-5.24362181,1.86748325,1.82032368,0.71502468,0.05675421,0.00682783,1.08672166,0.00000000
-5.23761881,1.94072168,1.91370391,0.74133003,0.05748655,0.00711624,1.13259367,0.00000000
-5.23161581,2.01596267,2.01090419,0.76821982,0.05863591,0.00740987,1.18067048,0.00000000
-5.22561281,2.09276805,2.11159075,0.79550121,0.06014573,0.00770842,1.23068524,0.00000000
-5.21960980,2.17065915,2.21532389,0.82297537,0.06195774,0.00801133,1.28233924,0.00000000
-5.21360680,2.24910680,2.32153885,0.85043596,0.06401319,0.00831762,1.33529675,0.00000000
-5.20760380,2.32752302,2.42953042,0.87766787,0.06625398,0.00862586,1.38918056,0.00000000
-5.20160080,2.40525546,2.53844329,0.90444644,0.06862386,0.00893404,1.44356914,0.00000000
-5.19559780,2.48158574,2.64726918,0.93053767,0.07106950,0.00923959,1.49799577,0.00000000
-5.18959480,2.55573239,2.75485204,0.95569946,0.07354161,0.00953936,1.55195035,0.00000000
-5.18359180,2.62685893,2.85990164,0.97968411,0.07599599,0.00982960,1.60488408,0.00000000
-5.17758879,2.69408717,2.96101578,1.00224210,0.07839445,0.01010609,1.65621706,0.00000000
-5.17158579,2.75651536,3.05671052,1.02312701,0.08070571,0.01036421,1.70534884,0.00000000
-5.16558279,2.81324065,3.14545759,1.04210146,0.08290606,0.01059906,1.75167140,0.00000000
-5.15957979,2.86338481,3.22572739,1.05894368,0.08497991,0.01080563,1.79458422,0.00000000
-5.15357679,2.90612185,3.29603577,1.07345443,0.08691997,0.01097899,1.83351052,0.00000000
-5.14757379,2.94070628,3.35499249,1.08546376,0.08872730,0.01111446,1.86791410,0.00000000
-5.14157079,2.96650026,3.40134904,1.09483730,0.09041094,0.01120780,1.89731573,0.00000000
-5.13556778,2.98299821,3.43404345,1.10148154,0.09198727,0.01125538,1.92130827,0.00000000
-5.12956478,2.98984755,3.45224001,1.10534781,0.09347906,0.01125436,1.93956977,0.00000000
-5.12356178,2.98686420,3.45536184,1.10643466,0.09491420,0.01120280,1.95187373,0.00000000
-5.11755878,2.97404205,3.44311480,1.10478843,0.09632419,0.01109977,1.95809606,0.00000000
-5.11155578,2.95155579,3.41550152,1.10050181,0.09774243,0.01094542,1.95821834,0.00000000
-5.10555278,2.91975701,3.37282501,1.09371071,0.09920239,0.01074097,1.95232719,0.00000000
-5.09954977,2.87916352,3.31568168,1.08458921,0.10073572,0.01048873,1.94060992,0.00000000
-5.09354677,2.83044274,3.24494413,1.07334308,0.10237047,0.01019198,1.92334659,0.00000000
-5.08754377,2.77438978,3.16173479,1.06020219,0.10412930,0.00985495,1.90089898,0.00000000
-5.08154077,2.71190138,3.06739144,1.04541201,0.10602809,0.00948259,1.87369710,0.00000000
-5.07553777,2.64394711,2.96342646,1.02922483,0.10807472,0.00908050,1.84222388,0.00000000
-5.06953477,2.57153897,2.85148151,1.01189107,0.11026826,0.00865471,1.80699877,0.00000000
-5.06353177,2.49570096,2.73327967,0.99365104,0.11259850,0.00821150,1.76856116,0.00000000
-5.05752876,2.41743989,2.61057691,0.97472757,0.11504596,0.00775723,1.72745412,0.00000000
-5.05152576,2.33771841,2.48511486,0.95531988,0.11758226,0.00729816,1.68420936,0.00000000
-5.04552276,2.25743155,2.35857654,0.93559878,0.12017089,0.00684028,1.63933380,0.00000000
-5.03951976,2.17738727,2.23254640,0.91570351,0.12276834,0.00638916,1.59329829,0.00000000
-5.03351676,2.09829154,2.10847608,0.89574016,0.12532549,0.00594986,1.54652875,0.00000000
-5.02751376,2.02073841,1.98765651,0.87578176,0.12778924,0.00552678,1.49939988,0.00000000
-5.02151076,1.94520485,1.87119711,0.85586983,0.13010424,0.00512364,1.45223150,0.00000000
-5.01550775,1.87205034,1.76001214,0.83601735,0.13221471,0.00474342,1.40528752,0.00000000
-5.00950475,1.80152087,1.65481445,0.81621288,0.13406627,0.00438834,1.35877722,0.00000000
-5.00350175,1.73375681,1.55611600,0.79642561,0.13560762,0.00405990,1.31285883,0.00000000
-4.99749875,1.66880415,1.46423504,0.77661113,0.13679212,0.00375891,1.26764486,0.00000000
-4.99149575,1.60662847,1.37930899,0.75671767,0.13757920,0.00348551,1.22320913,0.00000000
-4.98549275,1.54713104,1.30131244,0.73669251,0.13793552,0.00323930,1.17959494,0.00000000
-4.97948974,1.49016642,1.23007925,0.71648848,0.13783594,0.00301938,1.13682422,0.00000000
-4.97348674,1.43556088,1.16532790,0.69607019,0.13726419,0.00282449,1.09490724,0.00000000
-4.96748374,1.38313116,1.10668911,0.67541994,0.13621337,0.00265305,1.05385256,0.00000000
-4.96148074,1.33270298,1.05373470,0.65454317,0.13468620,0.00250331,1.01367700,0.00000000
-4.95547774,1.28412872,1.00600669,0.63347321,0.13269510,0.00237344,0.97441518,0.00000000
-4.94947474,1.23730386,0.96304578,0.61227531,0.13026204,0.00226161,0.93612853,0.00000000
-4.94347174,1.19218174,0.92441821,0.59104984,0.12741829,0.00216609,0.89891331,0.00000000
-4.93746873,1.14878608,0.88974023,0.56993452,0.12420398,0.00208534,0.86290749,0.00000000
-4.93146573,1.10722095,0.85869924,0.54910563,0.12066752,0.00201803,0.82829609,0.00000000
-4.92546273,1.06767781,0.83107118,0.52877810,0.11686496,0.00196317,0.79531488,0.00000000
-4.91945973,1.03043913,0.80673321,0.50920436,0.11285917,0.00192008,0.76425201,0.00000000
-4.91345673,0.99587856,0.78567164,0.49067198,0.10871891,0.00188845,0.73544749,0.00000000
-4.90745373,0.96445712,0.76798439,0.47349988,0.10451780,0.00186832,0.70929021,0.00000000
-4.90145073,0.93671553,0.75387810,0.45803325,0.10033315,0.00186012,0.68621259,0.00000000
-4.89544772,0.91326248,0.74365969,0.44463709,0.09624465,0.00186457,0.66668246,0.00000000
-4.88944472,0.89475899,0.73772274,0.43368836,0.09233298,0.00188270,0.65119261,0.00000000
-4.88344172,0.88189915,0.73652886,0.42556689,0.08867826,0.00191575,0.64024772,0.00000000
-4.87743872,0.87538743,0.74058472,0.42064521,0.08535847,0.00196512,0.63434924,0.00000000
-4.87143572,0.87591338,0.75041547,0.41927744,0.08244769,0.00203229,0.63397834,0.00000000
-4.86543272,0.88412414,0.76653537,0.42178742,0.08001443,0.00211869,0.63957744,0.00000000
-4.85942971,0.90059574,0.78941683,0.42845663,0.07811983,0.00222564,0.65153095,0.00000000
-4.85342671,0.92580417,0.81945882,0.43951200,0.07681600,0.00235425,0.67014575,0.00000000
-4.84742371,0.96009722,0.85695617,0.45511423,0.07614442,0.00250529,0.69563224,0.00000000
-4.84142071,1.00366828,0.90207081,0.47534697,0.07613446,0.00267912,0.72808673,0.00000000
-4.83541771,1.05653326,0.95480652,0.50020738,0.07680215,0.00287561,0.76747595,0.00000000
-4.82941471,1.11851182,1.01498823,0.52959853,0.07814921,0.00309407,0.81362459,0.00000000
-4.82341171,1.18921387,1.08224716,0.56332412,0.08016236,0.00333319,0.86620650,0.00000000
-4.81740870,1.26803250,1.15601270,0.60108588,0.08281307,0.00359103,0.92474039,0.00000000
-4.81140570,1.35414388,1.23551186,0.64248412,0.08605764,0.00386500,0.98859051,0.00000000
-4.80540270,1.44651486,1.31977670,0.68702148,0.08983777,0.00415192,1.05697270,0.00000000
-4.79939970,1.54391844,1.40765999,0.73411027,0.09408155,0.00444801,1.12896609,0.00000000
-4.79339670,1.64495704,1.49785892,0.78308318,0.09870498,0.00474901,1.20353038,0.00000000
-4.78739370,1.74809328,1.58894633,0.83320741,0.10361379,0.00505027,1.27952849,0.00000000
-4.78139070,1.85168752,1.67940859,0.88370187,0.10870584,0.00534688,1.35575408,0.00000000
-4.77538769,1.95404107,1.76768902,0.93375698,0.11387375,0.00563376,1.43096321,0.00000000
-4.76938469,2.05344382,1.85223527,0.98255662,0.11900788,0.00590589,1.50390919,0.00000000
-4.76338169,2.14822474,1.93154911,1.02930150,0.12399956,0.00615840,1.57337950,0.00000000
-4.75737869,2.23680339,2.00423667,1.07323312,0.12874435,0.00638674,1.63823355,0.00000000
-4.75137569,2.31774065,2.06905724,1.11365758,0.13314540,0.00658685,1.69743980,0.00000000
-4.74537269,2.38978681,2.12496883,1.14996825,0.13711665,0.00675529,1.75011095,0.00000000
-4.73936968,2.45192505,2.17116862,1.18166660,0.14058587,0.00688936,1.79553582,0.00000000
-4.73336668,2.50340876,2.20712674,1.20838007,0.14349736,0.00698718,1.83320648,0.00000000
-4.72736368,2.54379105,2.23261206,1.22987657,0.14581417,0.00704777,1.86283971,0.00000000
-4.72136068,2.57294538,2.24770895,1.24607469,0.14751982,0.00707112,1.88439167,0.00000000
-4.71535768,2.59107627,2.25282436,1.25704924,0.14861946,0.00705814,1.89806508,0.00000000
-4.70935468,2.59871956,2.24868492,1.26303178,0.14914023,0.00701069,1.90430854,0.00000000
-4.70335168,2.59673214,2.23632409,1.26440591,0.14913101,0.00693151,1.90380771,0.00000000
-4.69734867,2.58627122,2.21705970,1.26169745,0.14866139,0.00682413,1.89746850,0.00000000
-4.69134567,2.56876368,2.19246261,1.25555955,0.14781984,0.00669279,1.88639266,0.00000000
-4.68534267,2.54586645,2.16431734,1.24675334,0.14671133,0.00654230,1.87184645,0.00000000
-4.67933967,2.51941889,2.13457584,1.23612446,0.14545417,0.00637790,1.85522319,0.00000000
-4.67333667,2.49138875,2.10530546,1.22457636,0.14417633,0.00620513,1.83800088,0.00000000
-4.66733367,2.46381307,2.07863270,1.21304105,0.14301141,0.00602968,1.82169614,0.00000000
-4.66133067,2.43873589,2.05668385,1.20244841,0.14209413,0.00585719,1.80781584,0.00000000
-4.65532766,2.41814452,2.04152411,1.19369495,0.14155575,0.00569316,1.79780802,0.00000000
-4.64932466,2.40390623,2.03509650,1.18761313,0.14151941,0.00554276,1.79301350,0.00000000
-4.64332166,2.39770733,2.03916211,1.18494233,0.14209563,0.00541073,1.79461996,0.00000000
-4.63731866,2.40099641,2.05524292,1.18630247,0.14337805,0.00530123,1.80361988,0.00000000
-4.63131566,2.41493368,2.08456897,1.19217131,0.14543968,0.00521775,1.82077383,0.00000000
-4.62531266,2.44034803,2.12803099,1.20286630,0.14832966,0.00516303,1.84658057,0.00000000
-4.61930965,2.47770333,2.18614028,1.21853176,0.15207083,0.00513899,1.88125503,0.00000000
-4.61330665,2.52707549,2.25899710,1.23913192,0.15665802,0.00514665,1.92471520,0.00000000
-4.60730365,2.58814127,2.34626910,1.26445033,0.16205736,0.00518615,1.97657870,0.00000000
-4.60130065,2.66017955,2.44718098,1.29409566,0.16820648,0.00525674,2.03616934,0.00000000
-4.59529765,2.74208566,2.56051652,1.32751400,0.17501574,0.00535676,2.10253389,0.00000000
-4.58929465,2.83239864,2.68463389,1.36400720,0.18237040,0.00548376,2.17446870,0.00000000
-4.58329165,2.92934105,2.81749455,1.40275669,0.19013373,0.00563446,2.25055553,0.00000000
-4.57728864,3.03087022,2.95670593,1.44285206,0.19815094,0.00580497,2.32920559,0.00000000
-4.57128564,3.13473981,3.09957725,1.48332326,0.20625380,0.00599076,2.40871030,0.00000000
-4.56528264,3.23856932,3.24318754,1.52317524,0.21426583,0.00618693,2.48729711,0.00000000
-4.55927964,3.33991972,3.38446404,1.56142361,0.22200778,0.00638822,2.56318824,0.00000000
-4.55327664,3.43637199,3.52026882,1.59712996,0.22930337,0.00658928,2.63466028,0.00000000
-4.54727364,3.52560606,3.64749081,1.62943533,0.23598487,0.00678474,2.70010205,0.00000000
-4.54127064,3.60547670,3.76313990,1.65759031,0.24189842,0.00696944,2.75806867,0.00000000
-4.53526763,3.67408352,3.86443959,1.68098072,0.24690894,0.00713852,2.80732921,0.00000000
-4.52926463,3.72983210,3.94891461,1.69914743,0.25090426,0.00728764,2.84690628,0.00000000
-4.52326163,3.77148357,4.01446964,1.71179979,0.25379849,0.00741304,2.87610540,0.00000000
-4.51725863,3.79819059,4.05945590,1.71882181,0.25553436,0.00751170,2.89453327,0.00000000
-4.51125563,3.80951822,4.08272256,1.72027108,0.25608460,0.00758138,2.90210377,0.00000000
-4.50525263,3.80544861,4.08365077,1.71637030,0.25545217,0.00762069,2.89903167,0.00000000
-4.49924962,3.78636969,4.06216856,1.70749215,0.25366947,0.00762910,2.88581432,0.00000000
-4.49324662,3.75304820,4.01874632,1.69413797,0.25079653,0.00760694,2.86320213,0.00000000
-4.48724362,3.70658876,3.95437279,1.67691157,0.24691831,0.00755532,2.83215945,0.00000000
-4.48124062,3.64838079,3.87051311,1.65648929,0.24214127,0.00747609,2.79381758,0.00000000
-4.47523762,3.58003614,3.76905092,1.63358783,0.23658934,0.00737172,2.74942235,0.00000000
-4.46923462,3.50332042,3.65221747,1.60893151,0.23039958,0.00724520,2.70027867,0.00000000
-4.46323162,3.42008146,3.52251108,1.58322033,0.22371760,0.00709985,2.64769487,0.00000000
-4.45722861,3.33217818,3.38261108,1.55710054,0.21669308,0.00693925,2.59292927,0.00000000
-4.45122561,3.24141339,3.23528987,1.53113891,0.20947547,0.00676706,2.53714172,0.00000000
-4.44522261,3.14947339,3.08332738,1.50580202,0.20221016,0.00658690,2.48135205,0.00000000
-4.43921961,3.05787704,2.92943126,1.48144128,0.19503509,0.00640220,2.42640746,0.00000000
-4.43321661,2.96793618,2.77616604,1.45828435,0.18807804,0.00621615,2.37295992,0.00000000
-4.42721361,2.88072875,2.62589364,1.43643318,0.18145460,0.00603158,2.32145457,0.00000000
-4.42121061,2.79708520,2.48072688,1.41586845,0.17526678,0.00585091,2.27212897,0.00000000
-4.41520760,2.71758780,2.34249679,1.39646013,0.16960233,0.00567615,2.22502306,0.00000000
-4.40920460,2.64258213,2.21273370,1.37798325,0.16453461,0.00550884,2.17999869,0.00000000
-4.40320160,2.57219906,2.09266130,1.36013790,0.16012291,0.00535012,2.13676716,0.00000000
-4.39719860,2.50638522,1.98320225,1.34257240,0.15641319,0.00520074,2.09492321,0.00000000
-4.39119560,2.44493946,1.88499333,1.32490804,0.15343896,0.00506109,2.05398303,0.00000000
-4.38519260,2.38755265,1.79840785,1.30676426,0.15122234,0.00493131,2.01342418,0.00000000
-4.37918959,2.33384831,1.72358280,1.28778278,0.14977491,0.00481133,1.97272521,0.00000000
-4.37318659,2.28342123,1.66044841,1.26764945,0.14909858,0.00470091,1.93140263,0.00000000
-4.36718359,2.23587212,1.60875776,1.24611275,0.14918607,0.00459975,1.88904355,0.00000000
-4.36118059,2.19083635,1.56811475,1.22299806,0.15002117,0.00450748,1.84533219,0.00000000
-4.35517759,2.14800540,1.53799877,1.19821716,0.15157870,0.00442376,1.80006937,0.00000000
-4.34917459,2.10714044,1.51778542,1.17177258,0.15382412,0.00434828,1.75318401,0.00000000
-4.34317159,2.06807779,1.50676281,1.14375685,0.15671303,0.00428077,1.70473676,0.00000000
-4.33716858,2.03072671,1.50414357,1.11434701,0.16019047,0.00422100,1.65491570,0.00000000
-4.33116558,1.99506044,1.50907332,1.08379470,0.16419031,0.00416877,1.60402506,0.00000000
-4.32516258,1.96110192,1.52063649,1.05241285,0.16863473,0.00412391,1.55246798,0.00000000
-4.31915958,1.92890568,1.53786080,1.02055971,0.17343400,0.00408623,1.50072453,0.00000000
-4.31315658,1.89853782,1.55972164,0.98862133,0.17848673,0.00405548,1.44932664,0.00000000
-4.30715358,1.87005586,1.58514771,0.95699344,0.18368062,0.00403139,1.39883157,0.00000000
