energy_ev,total_up,Ge_p_up,Ge_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-6.00000000,2.13012935,0.61942480,0.00000000,1.61368311,0.98691348,0.62423915,0.00000000
-5.99399700,2.14732212,0.62168008,0.00000000,1.63009760,0.99422438,0.63351372,0.00000000
-5.98799400,2.16106295,0.62237958,0.00000000,1.64434008,0.99945780,0.64239657,0.00000000
-5.98199100,2.17126088,0.62151718,0.00000000,1.65617311,1.00259374,0.65082114,0.00000000
-5.97598799,2.17790915,0.61911387,0.00000000,1.66539372,1.00366591,0.65874003,0.00000000
-5.96998499,2.18108517,0.61521690,0.00000000,1.67183843,1.00276122,0.66612580,0.00000000
-5.96398199,2.18094695,0.60989807,0.00000000,1.67538700,1.00001697,0.67297087,0.00000000
-5.95797899,2.17772637,0.60325115,0.00000000,1.67596512,0.99561590,0.67928654,0.00000000
-5.95197599,2.17171929,0.59538864,0.00000000,1.67354569,0.98977920,0.68510113,0.00000000
-5.94597299,2.16327296,0.58643792,0.00000000,1.66814872,0.98275779,0.69045722,0.00000000
-5.93996998,2.15277117,0.57653709,0.00000000,1.65983970,0.97482217,0.69540814,0.00000000
-5.93396698,2.14061770,0.56583054,0.00000000,1.64872664,0.96625139,0.70001379,0.00000000
-5.92796398,2.12721878,0.55446451,0.00000000,1.63495560,0.95732154,0.70433594,0.00000000
-5.92196098,2.11296527,0.54258289,0.00000000,1.61870512,0.94829417,0.70843328,0.00000000
-5.91595798,2.09821549,0.53032323,0.00000000,1.60017949,0.93940551,0.71235643,0.00000000
-5.90995498,2.08327927,0.51781335,0.00000000,1.57960144,0.93085659,0.71614309,0.00000000
-5.90395198,2.06840436,0.50516853,0.00000000,1.55720423,0.92280511,0.71981375,0.00000000
-5.89794897,2.05376555,0.49248948,0.00000000,1.53322388,0.91535919,0.72336811,0.00000000
-5.89194597,2.03945747,0.47986105,0.00000000,1.50789164,0.90857355,0.72678253,0.00000000
-5.88594297,2.02549126,0.46735188,0.00000000,1.48142721,0.90244825,0.73000867,0.00000000
-5.87993997,2.01179554,0.45501485,0.00000000,1.45403305,0.89693001,0.73297346,0.00000000
-5.87393697,1.99822167,0.44288831,0.00000000,1.42589009,0.89191625,0.73558059,0.00000000
-5.86793397,1.98455322,0.43099805,0.00000000,1.39715495,0.88726152,0.73771337,0.00000000
-5.86193097,1.97051914,0.41935984,0.00000000,1.36795887,0.88278612,0.73923898,0.00000000
-5.85592796,1.95581002,0.40798244,0.00000000,1.33840841,0.87828642,0.74001389,0.00000000
-5.84992496,1.94009679,0.39687072,0.00000000,1.30858766,0.87354636,0.73989024,0.00000000
-5.84392196,1.92305062,0.38602899,0.00000000,1.27856185,0.86834963,0.73872280,0.00000000
-5.83791896,1.90436315,0.37546405,0.00000000,1.24838209,0.86249168,0.73637625,0.00000000
-5.83191596,1.88376584,0.36518787,0.00000000,1.21809076,0.85579122,0.73273219,0.00000000
-5.82591296,1.86104741,0.35521979,0.00000000,1.18772727,0.84810026,0.72769575,0.00000000
-5.81990995,1.83606831,0.34558794,0.00000000,1.15733364,0.83931243,0.72120114,0.00000000
-5.81390695,1.80877146,0.33632992,0.00000000,1.12695953,0.82936900,0.71321603,0.00000000
-5.80790395,1.77918852,0.32749251,0.00000000,1.09666637,0.81826227,0.70374436,0.00000000
-5.80190095,1.74744147,0.31913059,0.00000000,1.06653023,0.80603620,0.69282751,0.00000000
-5.79589795,1.71373921,0.31130511,0.00000000,1.03664330,0.79278430,0.68054360,0.00000000
-5.78989495,1.67836956,0.30408037,0.00000000,1.00711368,0.77864486,0.66700515,0.00000000
-5.78389195,1.64168697,0.29752067,0.00000000,0.97806376,0.76379378,0.65235506,0.00000000
-5.77788894,1.60409667,0.29168648,0.00000000,0.94962697,0.74843560,0.63676120,0.00000000
