energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,2.64529347,0.01485262,0.20453713,0.78065756,0.63719051,0.03941708,0.92667081,0.57367655,0.28413213
-5.99399700,2.56669741,0.01465455,0.20407294,0.75848323,0.61722690,0.03727113,0.89387642,0.56382006,0.27236099
-5.98799400,2.48208487,0.01441126,0.20284125,0.73338783,0.59588789,0.03508252,0.85958689,0.55332636,0.25992744
-5.98199100,2.39285059,0.01413175,0.20085867,0.70578053,0.57354782,0.03288628,0.82433581,0.54237121,0.24701306
-5.97598799,2.30044438,0.01382585,0.19815517,0.67610760,0.55059674,0.03071570,0.78866132,0.53112960,0.23380232
-5.96998499,2.20633652,0.01350395,0.19477351,0.64484085,0.52743212,0.02860165,0.75309314,0.51977004,0.22047834
-5.96398199,2.11198441,0.01317669,0.19076826,0.61246580,0.50445088,0.02657195,0.71814064,0.50844943,0.20721898
-5.95797899,2.01880165,0.01285460,0.18620450,0.57947017,0.48204197,0.02465089,0.68428254,0.49730881,0.19419317
-5.95197599,1.92813030,0.01254782,0.18115628,0.54633316,0.46057961,0.02285883,0.65195839,0.48647005,0.18155781
-5.94597299,1.84121712,0.01226575,0.17570485,0.51351552,0.44041733,0.02121201,0.62156196,0.47603371,0.16945511
-5.93996998,1.75919412,0.01201680,0.16993671,0.48145110,0.42188296,0.01972240,0.59343677,0.46607800,0.15801053
-5.93396698,1.68306387,0.01180813,0.16394163,0.45053967,0.40527461,0.01839774,0.56787355,0.45665893,0.14733128
-5.92796398,1.61368947,0.01164543,0.15781062,0.42114139,0.39085761,0.01724163,0.54510960,0.44781156,0.13750548
-5.92196098,1.55178928,0.01153284,0.15163401,0.39357292,0.37886238,0.01625380,0.52532986,0.43955215,0.12860178
-5.91595798,1.49793593,0.01147281,0.14549964,0.36810505,0.36948325,0.01543036,0.50866951,0.43188121,0.12066955
-5.90995498,1.45255935,0.01146615,0.13949127,0.34496188,0.36287812,0.01476421,0.49521775,0.42478711,0.11373960
-5.90395198,1.41595325,0.01151205,0.13368715,0.32432131,0.35916878,0.01424545,0.48502249,0.41825010,0.10782518
-5.89794897,1.38828449,0.01160820,0.12815899,0.30631676,0.35844197,0.01386186,0.47809574,0.41224649,0.10292342
-5.89194597,1.36960453,0.01175102,0.12297103,0.29103973,0.36075082,0.01359936,0.47441931,0.40675274,0.09901695
-5.88594297,1.35986244,0.01193586,0.11817950,0.27854319,0.36611678,0.01344253,0.47395063,0.40174929,0.09607576
-5.87993997,1.35891866,0.01215724,0.11383229,0.26884529,0.37453178,0.01337510,0.47662830,0.39722382,0.09405905
-5.87393697,1.36655889,0.01240921,0.10996879,0.26193344,0.38596051,0.01338041,0.48237737,0.39317383,0.09291726
-5.86793397,1.38250739,0.01268560,0.10661990,0.25776821,0.40034279,0.01344184,0.49111394,0.38960837,0.09259388
-5.86193097,1.40643926,0.01298031,0.10380823,0.25628716,0.41759587,0.01354325,0.50274906,0.38654877,0.09302730
-5.85592796,1.43799114,0.01328761,0.10154825,0.25740823,0.43761658,0.01366930,0.51719170,0.38402839,0.09415245
-5.84992496,1.47676997,0.01360235,0.09984656,0.26103266,0.46028330,0.01380578,0.53435079,0.38209126,0.09590225
-5.84392196,1.52235960,0.01392013,0.09870211,0.26704727,0.48545763,0.01393980,0.55413621,0.38078978,0.09820888
-5.83791896,1.57432504,0.01423742,0.09810637,0.27532625,0.51298576,0.01406006,0.57645875,0.38018151,0.10100481
-5.83191596,1.63221450,0.01455164,0.09804351,0.28573216,0.54269955,0.01415690,0.60122900,0.38032508,0.10422363
-5.82591296,1.69555909,0.01486110,0.09849051,0.29811653,0.57441718,0.01422240,0.62835528,0.38127568,0.10780060
-5.81990995,1.76387070,0.01516494,0.09941731,0.31231986,0.60794362,0.01425037,0.65774060,0.38308008,0.11167306
-5.81390695,1.83663822,0.01546299,0.10078690,0.32817132,0.64307064,0.01423635,0.68927898,0.38577159,0.11578063
-5.80790395,1.91332260,0.01575556,0.10255559,0.34548815,0.67957671,0.01417749,0.72285102,0.38936521,0.12006526
-5.80190095,1.99335138,0.01604324,0.10467332,0.36407509,0.71722662,0.01407247,0.75831921,0.39385319,0.12447113
-5.79589795,2.07611312,0.01632662,0.10708416,0.38372376,0.75577115,0.01392133,0.79552301,0.39920140,0.12894455
-5.78989495,2.16095245,0.01660607,0.10972706,0.40421245,0.79494661,0.01372533,0.83427414,0.40534662,0.13343372
