energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.81390695,5.40972939,0.01517316,0.50652794,1.41975570,3.37481360,0.08553835,1.35308500
-5.80790395,5.53318863,0.01611319,0.52968431,1.40612452,3.46344851,0.08526455,1.38955597
-5.80190095,5.67321167,0.01708494,0.55504666,1.39447096,3.56427699,0.08514270,1.42856211
-5.79589795,5.82537373,0.01807404,0.58198501,1.38406424,3.67433813,0.08513565,1.46908198
-5.78989495,5.98490285,0.01906479,0.60984938,1.37418720,3.79041468,0.08520095,1.51000814
-5.78389195,6.14680567,0.02004045,0.63798533,1.36416338,3.90911441,0.08529246,1.55017708
-5.77788894,6.30600552,0.02098363,0.66574999,1.35338304,4.02696037,0.08536212,1.58840272
-5.77188594,6.45748832,0.02187670,0.69252815,1.34132730,4.14048728,0.08536193,1.62351224
-5.76588294,6.59645142,0.02270223,0.71774790,1.32758947,4.24634086,0.08524587,1.65438310
-5.75987994,6.71844963,0.02344348,0.74089528,1.31189264,4.34137635,0.08497181,1.67997971
-5.75387694,6.81953278,0.02408483,0.76152742,1.29410300,4.42275236,0.08450339,1.69938820
-5.74787394,6.89636905,0.02461226,0.77928364,1.27423817,4.48801627,0.08381152,1.71184810
-5.74187094,6.94634889,0.02501375,0.79389398,1.25247035,4.53517739,0.08287579,1.71677928
-5.73586793,6.96766488,0.02527967,0.80518475,1.22912404,4.56276479,0.08168543,1.71380326
-5.72986493,6.95936416,0.02540304,0.81308093,1.20466867,4.56986716,0.08023995,1.70275784
-5.72386193,6.92137094,0.02537982,0.81760510,1.17970619,4.55615303,0.07854942,1.68370443
-5.71785893,6.85447839,0.02520899,0.81887309,1.15495447,4.52187036,0.07663426,1.65692792
-5.71185593,6.76031013,0.02489264,0.81708637,1.13122697,4.46782572,0.07452478,1.62292891
-5.70585293,6.64125348,0.02443585,0.81252161,1.10940978,4.39534415,0.07226022,1.58240892
-5.69984992,6.50036756,0.02384663,0.80551788,1.09043676,4.30621170,0.06988762,1.53624911
-5.69384692,6.34127051,0.02313560,0.79646204,1.07526387,4.20260337,0.06746032,1.48548341
-5.68784392,6.16801121,0.02231572,0.78577306,1.06484366,4.08700005,0.06503634,1.43126748
-5.68184092,5.98493101,0.02140190,0.77388589,1.06010075,3.96209821,0.06267666,1.37484444
-5.67583792,5.79652168,0.02041053,0.76123582,1.06190922,3.83071631,0.06044335,1.31750906
-5.66983492,5.60728539,0.01935907,0.74824369,1.07107242,3.69570230,0.05839782,1.26057167
-5.66383192,5.42160223,0.01826551,0.73530297,1.08830587,3.55984556,0.05659914,1.20532306
-5.65782891,5.24361010,0.01714791,0.72276880,1.11422350,3.42579700,0.05510243,1.15300165
-5.65182591,5.07710092,0.01602396,0.71094964,1.14932735,3.29599995,0.05395753,1.10476393
-5.64582291,4.92543601,0.01491053,0.70010158,1.19400074,3.17263377,0.05320779,1.06165892
-5.63981991,4.79148234,0.01382332,0.69042540,1.24850465,3.05757165,0.05288919,1.02460726
-5.63381691,4.67757028,0.01277655,0.68206623,1.31297689,2.95235295,0.05302965,0.99438516
-5.62781391,4.58547224,0.01178271,0.67511556,1.38743372,2.85816980,0.05364861,0.97161341
-5.62181091,4.51640081,0.01085242,0.66961527,1.47177296,2.77586712,0.05475681,0.95675117
-5.61580790,4.47102406,0.00999432,0.66556306,1.56577841,2.70595454,0.05635638,0.95009427
-5.60980490,4.44949537,0.00921506,0.66291898,1.66912444,2.64862833,0.05844100,0.95177753
-5.60380190,4.45149433,0.00851935,0.66161236,1.78138046,2.60380124,0.06099630,0.96178053
-5.59779890,4.47627596,0.00791004,0.66154867,1.90201463,2.57113819,0.06400041,0.97993625
-5.59179590,4.52272480,0.00738835,0.66261599,2.03039641,2.55009551,0.06742452,1.00594188
-5.58579290,4.58941142,0.00695396,0.66469051,2.16579789,2.53996194,0.07123364,1.03937143
-5.57978989,4.67464914,0.00660534,0.66764104,2.30739378,2.53989984,0.07538735,1.07968944
-5.57378689,4.77654928,0.00633991,0.67133221,2.45426054,2.54898515,0.07984059,1.12626564
-5.56778389,4.89307407,0.00615436,0.67562648,2.60537502,2.56624545,0.08454451,1.17839023
-5.56178089,5.02208689,0.00604486,0.68038497,2.75961352,2.59069550,0.08944736,1.23528971
-5.55577789,5.16140008,0.00600732,0.68546741,2.91575206,2.62137008,0.09449539,1.29614324
-5.54977489,5.30882079,0.00603762,0.69073132,3.07246901,2.65735435,0.09963379,1.36009964
-5.54377189,5.46219599,0.00613182,0.69603101,3.22835121,2.69781176,0.10480768,1.42629511
-5.53776888,5.61945735,0.00628632,0.70121647,3.38190456,2.74201003,0.10996316,1.49387185
-5.53176588,5.77866685,0.00649806,0.70613264,3.53156994,2.78934540,0.11504832,1.56199757
-5.52576288,5.93806370,0.00676458,0.71061940,3.67574527,2.83936524,0.12001443,1.62988587
-5.51975988,6.09611240,0.00708417,0.71451233,3.81281371,2.89178910,0.12481699,1.69681744
-5.51375688,6.25155165,0.00745586,0.71764458,3.94117818,2.94652776,0.12941689,1.76216157
-5.50775388,6.40344272,0.00787946,0.71984976,4.05930127,3.00369987,0.13378147,1.82539751
-5.50175088,6.55121564,0.00835554,0.72096585,4.16574967,3.06364529,0.13788554,1.88613513
-5.49574787,6.69471093,0.00888533,0.72083998,4.25924150,3.12693407,0.14171223,1.94413383
-5.48974487,6.83421414,0.00947065,0.71933382,4.33869445,3.19437007,0.14525369,1.99931886
-5.48374187,6.97048028,0.01011376,0.71632924,4.40327265,3.26698788,0.14851156,2.05179406
-5.47773887,7.10474537,0.01081718,0.71173400,4.45242964,3.34604210,0.15149715,2.10184988
-5.47173587,7.23872224,0.01158352,0.70548692,4.48594508,3.43298785,0.15423133,2.14996587
-5.46573287,7.37457864,0.01241524,0.69756233,4.50395279,3.52945206,0.15674408,2.19680677
-5.45972986,7.51489607,0.01331445,0.68797341,4.50695803,3.63719508,0.15907367,2.24321169
-5.45372686,7.66260866,0.01428265,0.67677410,4.49584254,3.75806306,0.16126551,2.29017610
-5.44772386,7.82092272,0.01532055,0.66405949,4.47185613,3.89393145,0.16337076,2.33882660
-5.44172086,7.99321821,0.01642780,0.64996458,4.43659448,4.04664114,0.16544460,2.39038902
-5.43571786,8.18293477,0.01760290,0.63466134,4.39196350,4.21792867,0.16754432,2.44615044
-5.42971486,8.39344580,0.01884299,0.61835424,4.34013109,4.40935274,0.16972736,2.50741644
-5.42371186,8.62792484,0.02014381,0.60127447,4.28346803,4.62221956,0.17204921,2.57546467
-5.41770885,8.88920936,0.02149961,0.58367293,4.22448017,4.85750955,0.17456148,2.65149670
-5.41170585,9.17966717,0.02290321,0.56581260,4.16573445,5.11580858,0.17731003,2.73658969
-5.40570285,9.50107093,0.02434609,0.54796035,4.10978167,5.39724628,0.18033336,2.83164984
-5.39969985,9.85448630,0.02581846,0.53037872,4.05907903,5.70144454,0.18366129,2.93736939
-5.39369685,10.24017832,0.02730954,0.51331794,4.01591536,6.02747848,0.18731395,3.05418902
-5.38769385,10.65754068,0.02880773,0.49700858,3.98234189,6.37385220,0.19130109,3.18226702
-5.38169085,11.10505106,0.03030091,0.48165505,3.96011094,6.73849093,0.19562187,3.32145668
-5.37568784,11.58025504,0.03177672,0.46743017,3.95062455,7.11875094,0.20026487,3.47129274
-5.36968484,12.07978007,0.03322289,0.45447102,3.95489477,7.51144748,0.20520842,3.63098754
-5.36368184,12.59937951,0.03462756,0.44287610,3.97351638,7.91290101,0.21042129,3.79943720
-5.35767884,13.13400582,0.03597951,0.43270390,4.00665289,8.31900065,0.21586346,3.97523758
-5.35167584,13.67791091,0.03726845,0.42397283,4.05403550,8.72528364,0.22148707,4.15670958
-5.34567284,14.22477037,0.03848528,0.41666242,4.11497479,9.12702860,0.22723746,4.34193298
-5.33966983,14.76782773,0.03962218,0.41071574,4.18838434,9.51935993,0.23305422,4.52878762
-5.33366683,15.30005389,0.04067277,0.40604276,4.27281496,9.89736021,0.23887217,4.71500073
-5.32766383,15.81431638,0.04163216,0.40252475,4.36649831,10.25618684,0.24462236,4.89819859
-5.32166083,16.30355290,0.04249694,0.40001916,4.46739814,10.59118913,0.25023294,5.07596118
-5.31565783,16.76094299,0.04326511,0.39836519,4.57326768,10.89802166,0.25562997,5.24587778
-5.30965483,17.18007236,0.04393596,0.39738952,4.68171103,11.17274987,0.26073825,5.40560198
-5.30365183,17.55508409,0.04450994,0.39691221,4.79024705,11.41194406,0.26548202,5.55290436
-5.29764882,17.88081185,0.04498842,0.39675250,4.89637367,11.61275815,0.26978577,5.68572117
-5.29164582,18.15289064,0.04537352,0.39673433,4.99763092,11.77299040,0.27357501,5.80219777
-5.28564282,18.36784177,0.04566784,0.39669146,5.09166094,11.89112372,0.27677723,5.90072547
-5.27963982,18.52312954,0.04587425,0.39647188,5.17626329,11.96634419,0.27932290,5.97997094
-5.27363682,18.61718834,0.04599563,0.39594162,5.24944414,11.99853725,0.28114656,6.03889749
-5.26763382,18.64942016,0.04603470,0.39498760,5.30945804,11.98826219,0.28218811,6.07677786
-5.26163082,18.62016361,0.04599384,0.39351965,5.35484122,11.93670617,0.28239416,6.09319846
-5.25562781,18.53063678,0.04587490,0.39147148,5.38443563,11.84562039,0.28171940,6.08805545
-5.24962481,18.38285729,0.04567918,0.38880068,5.39740339,11.71724148,0.28012805,6.06154310
-5.24362181,18.17954386,0.04540732,0.38548785,5.39323147,11.55420193,0.27759520,6.01413541
-5.23761881,17.92400421,0.04505932,0.38153475,5.37172692,11.35943385,0.27410803,5.94656196
-5.23161581,17.62001490,0.04463462,0.37696182,5.33300341,11.13607052,0.26966684,5.85977931
-5.22561281,17.27169824,0.04413217,0.37180497,5.27745991,10.88735004,0.26428583,5.75493927
-5.21960980,16.88340206,0.04355062,0.36611208,5.20575299,10.61652535,0.25799346,5.63335545
-5.21360680,16.45958675,0.04288846,0.35993916,5.11876409,10.32678406,0.25083255,5.49646938
-5.20760380,16.00472427,0.04214431,0.35334657,5.01756361,10.02118102,0.24285982,5.34581757
-5.20160080,15.52321202,0.04131711,0.34639537,4.90337340,9.70258575,0.23414517,5.18300044
-5.19559780,15.01930414,0.04040641,0.33914409,4.77752931,9.37364571,0.22477042,5.00965409
-5.18959480,14.49706122,0.03941261,0.33164597,4.64144547,9.03676569,0.21482776,4.82742553
-5.18359180,13.96031849,0.03833724,0.32394692,4.49658127,8.69410257,0.20441779,4.63795154
-5.17758879,13.41267138,0.03718314,0.31608413,4.34441237,8.34757389,0.19364744,4.44284155
-5.17158579,12.85747654,0.03595464,0.30808551,4.18640601,7.99887807,0.18262758,4.24366397
-5.16558279,12.29786553,0.03465776,0.29996986,4.02400109,7.64952367,0.17147065,4.04193598
-5.15957979,11.73676787,0.03330024,0.29174773,3.85859282,7.30086456,0.16028826,3.83911589
-5.15357679,11.17694000,0.03189159,0.28342283,3.69152146,6.95413823,0.14918890,3.63659761
-5.14757379,10.62099652,0.03044310,0.27499393,3.52406460,6.61050409,0.13827584,3.43570653
-5.14157079,10.07144035,0.02896771,0.26645707,3.35743202,6.27107934,0.12764528,3.23769594
-5.13556778,9.53068892,0.02747988,0.25780779,3.19276217,5.93697000,0.11738481,3.04374369
-5.12956478,9.00109391,0.02599545,0.24904348,3.03111947,5.60929551,0.10757218,2.85494826
-5.12356178,8.48495301,0.02453135,0.24016536,2.87349144,5.28920573,0.09827452,2.67232427
-5.11755878,7.98451264,0.02310539,0.23118026,2.72078518,4.97788974,0.08954784,2.49679707
-5.11155578,7.50196147,0.02173594,0.22210188,2.57382264,4.67657638,0.08143696,2.32919650
-5.10555278,7.03941533,0.02044161,0.21295163,2.43333461,4.38652699,0.07397574,2.17025014
-5.09954977,6.59889447,0.01924098,0.20375882,2.29995356,4.10902117,0.06718763,2.02057634
-5.09354677,6.18229485,0.01815223,0.19456040,2.17420558,3.84533661,0.06108648,1.88067756
-5.08754377,5.79135541,0.01719283,0.18540022,2.05650226,3.59672445,0.05567753,1.75093460
-5.08154077,5.42762330,0.01637921,0.17632781,1.94713293,3.36438137,0.05095861,1.63160219
-5.07553777,5.09241930,0.01572643,0.16739687,1.84625835,3.14942006,0.04692138,1.52280663
-5.06953477,4.78680540,0.01524790,0.15866352,1.75390652,2.95283918,0.04355270,1.42454588
-5.06353177,4.51155639,0.01495503,0.15018453,1.66997146,2.77549426,0.04083595,1.33669240
-5.05752876,4.26713693,0.01485694,0.14201538,1.59421544,2.61807052,0.03875234,1.25899902
-5.05152576,4.05368519,0.01496019,0.13420868,1.52627512,2.48105856,0.03728218,1.19110778
-5.04552276,3.87100397,0.01526845,0.12681257,1.46567182,2.36473369,0.03640599,1.13256169
-5.03951976,3.71855939,0.01578231,0.11986953,1.41182568,2.26913949,0.03610550,1.08281897
-5.03351676,3.59548747,0.01649899,0.11341551,1.36407331,2.19407607,0.03636453,1.04126942
-5.02751376,3.50060789,0.01741217,0.10747930,1.32168851,2.13909335,0.03716967,1.00725221
-5.02151076,3.43244469,0.01851185,0.10208238,1.28390493,2.10348960,0.03851068,0.98007439
-5.01550775,3.38925278,0.01978425,0.09723895,1.24993998,2.08631533,0.04038084,0.95902951
-5.00950475,3.36904950,0.02121184,0.09295637,1.21901871,2.08638262,0.04277691,0.94341540
-5.00350175,3.36965010,0.02277339,0.08923565,1.19039669,2.10227967,0.04569896,0.93255056
-4.99749875,3.38870601,0.02444419,0.08607223,1.16338087,2.13239071,0.04914986,0.92578827
-4.99149575,3.42374495,0.02619634,0.08345678,1.13734749,2.17492058,0.05313460,0.92252824
-4.98549275,3.47221165,0.02799915,0.08137590,1.11175635,2.22792390,0.05765930,0.92222501
-4.97948974,3.53150849,0.02981970,0.07981295,1.08616086,2.28933819,0.06273001,0.92439312
-4.97348674,3.59903486,0.03162345,0.07874858,1.06021370,2.35702014,0.06835128,0.92860885
-4.96748374,3.67222471,0.03337501,0.07816119,1.03366798,2.42878443,0.07452455,0.93450870
-4.96148074,3.74858148,0.03503890,0.07802718,1.00637414,2.50244387,0.08124642,0.94178479
-4.95547774,3.82570990,0.03658049,0.07832104,0.97827301,2.57585008,0.08850678,0.95017766
-4.94947474,3.90134409,0.03796681,0.07901519,0.94938560,2.64693343,0.09628699,0.95946701
-4.94347174,3.97337181,0.03916749,0.08007975,0.91980040,2.71374100,0.10455814,0.96946091
-4.93746873,4.03985435,0.04015558,0.08148211,0.88965897,2.77447171,0.11327939,0.97998433
-4.93146573,4.09904227,0.04090829,0.08318652,0.85914064,2.82750718,0.12239669,0.99086762
-4.92546273,4.14938681,0.04140767,0.08515364,0.82844717,2.87143780,0.13184174,1.00193559
-4.91945973,4.18954712,0.04164113,0.08734013,0.79778820,2.90508291,0.14153154,1.01299807
-4.91345673,4.21839378,0.04160173,0.08969845,0.76736795,2.92750483,0.15136835,1.02384232
-4.90745373,4.23500881,0.04128844,0.09217674,0.73737399,2.93801632,0.16124036,1.03422789
-4.90145073,4.23868273,0.04070603,0.09471901,0.70796817,2.93618164,0.17102298,1.04388428
-4.89544772,4.22890929,0.03986494,0.09726555,0.67928022,2.92181125,0.18058075,1.05251150
-4.88944472,4.20537835,0.03878089,0.09975369,0.65140389,2.89495092,0.18977002,1.05978376
-4.88344172,4.16796757,0.03747429,0.10211876,0.62439569,2.85586583,0.19844213,1.06535591
-4.87743872,4.11673341,0.03596965,0.10429535,0.59827610,2.80502054,0.20644716,1.06887261
-4.87143572,4.05190201,0.03429473,0.10621888,0.57303275,2.74305590,0.21363808,1.06997963
-4.86543272,3.97386013,0.03247975,0.10782721,0.54862552,2.67076397,0.21987512,1.06833675
-4.85942971,3.88314657,0.03055649,0.10906245,0.52499286,2.58906175,0.22503027,1.06363176
-4.85342671,3.78044395,0.02855745,0.10987279,0.50205910,2.49896502,0.22899161,1.05559469
-4.84742371,3.66657101,0.02651498,0.11021424,0.47974220,2.40156284,0.23166742,1.04401169
-4.84142071,3.54247504,0.02446059,0.11005228,0.45796160,2.29799349,0.23298970,1.02873774
-4.83541771,3.40922429,0.02242425,0.10936323,0.43664570,2.18942244,0.23291717,1.00970778
-4.82941471,3.26800003,0.02043394,0.10813539,0.41573879,2.07702262,0.23143738,0.98694540
-4.82341171,3.12008781,0.01851518,0.10636980,0.39520700,1.96195718,0.22856795,0.96056899
-4.81740870,2.96686765,0.01669088,0.10408060,0.37504327,1.84536476,0.22435686,0.93079480
-4.81140570,2.80980304,0.01498119,0.10129500,0.35527107,1.72834733,0.21888181,0.89793706
-4.80540270,2.65042833,0.01340357,0.09805284,0.33594691,1.61196016,0.21224855,0.86240489
-4.79939970,2.49033481,0.01197297,0.09440577,0.31716166,1.49720400,0.20458844,0.82469652
-4.79339670,2.33115531,0.01070208,0.09041605,0.29904064,1.38501897,0.19605519,0.78539078
-4.78739370,2.17454779,0.00960172,0.08615510,0.28174273,1.27628007,0.18682106,0.74513663
-4.78139070,2.02217807,0.00868125,0.08170181,0.26545857,1.17179400,0.17707260,0.70464090
-4.77538769,1.87570226,0.00794900,0.07714073,0.25040787,1.07229714,0.16700617,0.66465497
-4.76938469,1.73674922,0.00741273,0.07256011,0.23683624,0.97845449,0.15682336,0.62596083
-4.76338169,1.60690352,0.00708006,0.06805005,0.22501139,0.89085940,0.14672660,0.58935697
-4.75737869,1.48768927,0.00695885,0.06370067,0.21521901,0.81003410,0.13691491,0.55564459
-4.75137569,1.38055510,0.00705750,0.05960041,0.20775823,0.73643079,0.12758013,0.52561438
-4.74537269,1.28686040,0.00738515,0.05583451,0.20293692,0.67043331,0.11890362,0.50003414
-4.73936968,1.20786296,0.00795182,0.05248369,0.20106670,0.61235927,0.11105343,0.47963733
-4.73336668,1.14470778,0.00876836,0.04962305,0.20245762,0.56246252,0.10418208,0.46511258
-4.72736368,1.09841704,0.00984635,0.04732122,0.20741269,0.52093592,0.09842483,0.45709413
-4.72136068,1.06988085,0.01119783,0.04563957,0.21622200,0.48791424,0.09389850,0.45615299
-4.71535768,1.05984856,0.01283491,0.04463181,0.22915656,0.46347717,0.09070063,0.46278878
-4.70935468,1.06892033,0.01476930,0.04434350,0.24646179,0.44765233,0.08890911,0.47742191
-4.70335168,1.09753877,0.01701172,0.04481184,0.26835072,0.44041815,0.08858197,0.50038622
-4.69734867,1.14598061,0.01957123,0.04606544,0.29499687,0.44170669,0.08975748,0.53192166
-4.69134567,1.21434822,0.02245450,0.04812413,0.32652704,0.45140636,0.09245422,0.57216731
-4.68534267,1.30256150,0.02566509,0.05099884,0.36301403,0.46936452,0.09667138,0.62115458
-4.67933967,1.41035006,0.02920266,0.05469143,0.40446962,0.49539013,0.10238892,0.67880076
-4.67333667,1.53724654,0.03306229,0.05919448,0.45083786,0.52925652,0.10956784,0.74490333
-4.66733367,1.68258126,0.03723380,0.06449119,0.50198917,0.57070432,0.11815038,0.81913505
-4.66133067,1.84547926,0.04170118,0.07055513,0.55771535,0.61944478,0.12806026,0.90104046
-4.65532766,2.02485993,0.04644218,0.07735015,0.61772588,0.67516349,0.13920294,0.99003400
-4.64932466,2.21944022,0.05142800,0.08483026,0.68164583,0.73752455,0.15146601,1.08540022
-4.64332166,2.42774174,0.05662315,0.09293963,0.74901555,0.80617524,0.16471969,1.18629643
-4.63731866,2.64810211,0.06198557,0.10161274,0.81929242,0.88075107,0.17881754,1.29175806
-4.63131566,2.87869090,0.06746689,0.11077460,0.89185486,0.96088097,0.19359743,1.40070709
-4.62531266,3.11752986,0.07301288,0.12034121,0.96600856,1.04619257,0.20888282,1.51196348
-4.61930965,3.36251744,0.07856420,0.13022023,1.04099506,1.13631701,0.22448442,1.62425981
-4.61330665,3.61145681,0.08405723,0.14031184,1.11600250,1.23089312,0.24020217,1.73625888
-4.60730365,3.86208693,0.08942519,0.15050985,1.19017847,1.32957042,0.25582763,1.84657415
-4.60130065,4.11211558,0.09459934,0.16070298,1.26264461,1.43201058,0.27114679,1.95379252
-4.59529765,4.35925341,0.09951035,0.17077641,1.33251266,1.53788698,0.28594321,2.05649910
-4.58929465,4.60124803,0.10408979,0.18061349,1.39890155,1.64688212,0.30000147,2.15330334
-4.58329165,4.83591692,0.10827159,0.19009756,1.46095508,1.75868265,0.31311088,2.24286589
-4.57728864,5.06117829,0.11199364,0.19911390,1.51785970,1.87297208,0.32506939,2.32392547
-4.57128564,5.27507895,0.11519926,0.20755174,1.56886181,1.98942129,0.33568752,2.39532496
-4.56528264,5.47581854,0.11783865,0.21530621,1.61328412,2.10767735,0.34479236,2.45603612
-4.55927964,5.66176971,0.11987023,0.22228029,1.65054062,2.22735109,0.35223131,2.50518204
-4.55327664,5.83149394,0.12126181,0.22838659,1.68014959,2.34800432,0.35787567,2.54205675
-4.54727364,5.98375299,0.12199158,0.23354896,1.70174433,2.46913752,0.36162374,2.56614133
-4.54127064,6.11751649,0.12204882,0.23770392,1.71508130,2.59017924,0.36340352,2.57711607
-4.53526763,6.23196576,0.12143450,0.24080169,1.72004541,2.71047799,0.36317467,2.57486821
-4.52926463,6.32649476,0.12016145,0.24280711,1.71665231,2.82929803,0.36092986,2.55949505
-4.52326163,6.40070876,0.11825434,0.24370005,1.70504778,2.94581970,0.35669533,2.53130230
-4.51725863,6.45442140,0.11574941,0.24347560,1.68550403,3.05914514,0.35053056,2.49079758
-4.51125563,6.48765096,0.11269384,0.24214392,1.65841339,3.16830993,0.34252713,2.43867955
-4.50525263,6.50061619,0.10914496,0.23972969,1.62427940,3.27230066,0.33280677,2.37582255
-4.49924962,6.49373233,0.10516917,0.23627137,1.58370575,3.37007822,0.32151853,2.30325767
-4.49324662,6.46760730,0.10084068,0.23182016,1.53738343,3.46060612,0.30883537,2.22215046
-4.48724362,6.42303802,0.09624011,0.22643870,1.48607649,3.54288283,0.29494997,2.13377614
-4.48124062,6.36100668,0.09145293,0.22019965,1.43060681,3.61597666,0.28007022,2.03949307
-4.47523762,6.28267618,0.08656788,0.21318411,1.37183844,3.67906152,0.26441428,1.94071501
-4.46923462,6.18938426,0.08167531,0.20547998,1.31066171,3.73145167,0.24820551,1.83888332
-4.46323162,6.08263528,0.07686552,0.19718026,1.24797764,3.77263337,0.23166740,1.73543936
-4.45722861,5.96408892,0.07222716,0.18838134,1.18468280,3.80229167,0.21501873,1.63179827
-4.45122561,5.83554480,0.06784571,0.17918139,1.12165505,3.82033045,0.19846890,1.52932424
-4.44522261,5.69892248,0.06380199,0.16967874,1.05974008,3.82688428,0.18221394,1.42930807
-4.43921961,5.55623627,0.06017086,0.15997042,0.99973912,3.82232104,0.16643290,1.33294727
-4.43321661,5.40956464,0.05701999,0.15015076,0.94239770,3.80723484,0.15128501,1.24132888
-4.42721361,5.26101447,0.05440875,0.14031020,0.88839554,3.78242898,0.13690755,1.15541527
-4.42121061,5.11268063,0.05238725,0.13053410,0.83833760,3.74888976,0.12341436,1.07603278
-4.41520760,4.96660187,0.05099552,0.12090184,0.79274617,3.70775197,0.11089518,1.00386327
-4.40920460,4.82471415,0.05026275,0.11148601,0.75205411,3.66025767,0.09941562,0.93943839
-4.40320160,4.68880314,0.05020673,0.10235170,0.71659911,3.60771027,0.08901771,0.88313640
-4.39719860,4.56045759,0.05083339,0.09355602,0.68661918,3.55142580,0.07972107,0.83518136
-4.39119560,4.44102551,0.05213644,0.08514775,0.66224922,3.49268406,0.07152445,0.79564457
-4.38519260,4.33157504,0.05409722,0.07716711,0.64351892,3.43268158,0.06440767,0.76444800
-4.37918959,4.23286198,0.05668465,0.06964575,0.63035218,3.37248884,0.05833375,0.74136970
-4.37318659,4.14530550,0.05985541,0.06260680,0.62256795,3.31301354,0.05325122,0.72605100
-4.36718359,4.06897347,0.06355431,0.05606512,0.61988299,3.25497150,0.04909653,0.71800555
-4.36118059,4.00357835,0.06771486,0.05002770,0.62191645,3.19886641,0.04579639,0.71663012
-4.35517759,3.94848434,0.07226015,0.04449410,0.62819644,3.14497905,0.04327008,0.72121708
-4.34917459,3.90272572,0.07710395,0.03945712,0.63816885,3.09336630,0.04143166,0.73096871
-4.34317159,3.86503617,0.08215209,0.03490344,0.65120812,3.04386948,0.04019199,0.74501302
-4.33716858,3.83388821,0.08730410,0.03081446,0.66663016,2.99613170,0.03946067,0.76242125
-4.33116558,3.80754145,0.09245517,0.02716706,0.68370704,2.94962277,0.03914771,0.78222664
-4.32516258,3.78409823,0.09749824,0.02393454,0.70168334,2.90367072,0.03916512,0.80344431
-4.31915958,3.76156448,0.10232634,0.02108742,0.71979367,2.85749807,0.03942825,0.82509191
-4.31315658,3.73791387,0.10683500,0.01859438,0.73728090,2.81026139,0.03985705,0.84621057
-4.30715358,3.71115289,0.11092481,0.01642302,0.75341468,2.76109229,0.04037707,0.86588564
