energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.87993997,0.00071669,-0.00071669,0.00011931,-0.00011931,0.00000000,-0.00000000,0.00005746,-0.00005746,0.00012824,-0.00012824,0.00000272,-0.00000272,0.00025519,-0.00025519
-5.87393697,0.00095627,-0.00095627,0.00015919,-0.00015919,0.00000000,-0.00000000,0.00007778,-0.00007778,0.00017127,-0.00017127,0.00000366,-0.00000366,0.00034038,-0.00034038
-5.86793397,0.00126691,-0.00126691,0.00021090,-0.00021090,0.00000000,-0.00000000,0.00010460,-0.00010460,0.00022715,-0.00022715,0.00000488,-0.00000488,0.00045079,-0.00045079
-5.86193097,0.00166659,-0.00166659,0.00027744,-0.00027744,0.00000000,-0.00000000,0.00013974,-0.00013974,0.00029913,-0.00029913,0.00000647,-0.00000647,0.00059278,-0.00059278
-5.85592796,0.00217688,-0.00217688,0.00036239,-0.00036239,0.00000000,-0.00000000,0.00018544,-0.00018544,0.00039116,-0.00039116,0.00000853,-0.00000853,0.00077399,-0.00077399
-5.84992496,0.00282337,-0.00282337,0.00047002,-0.00047002,0.00000000,-0.00000000,0.00024445,-0.00024445,0.00050793,-0.00050793,0.00001116,-0.00001116,0.00100344,-0.00100344
-5.84392196,0.00363606,-0.00363606,0.00060533,-0.00060533,0.00000000,-0.00000000,0.00032011,-0.00032011,0.00065494,-0.00065494,0.00001449,-0.00001449,0.00129172,-0.00129172
-5.83791896,0.00464974,-0.00464973,0.00077410,-0.00077410,0.00000000,-0.00000000,0.00041641,-0.00041641,0.00083861,-0.00083860,0.00001871,-0.00001871,0.00165109,-0.00165109
-5.83191596,0.00590424,-0.00590424,0.00098297,-0.00098297,0.00000000,-0.00000000,0.00053812,-0.00053812,0.00106630,-0.00106630,0.00002398,-0.00002398,0.00209557,-0.00209557
-5.82591296,0.00744463,-0.00744462,0.00123946,-0.00123946,0.00000000,-0.00000000,0.00069081,-0.00069081,0.00134638,-0.00134638,0.00003054,-0.00003054,0.00264100,-0.00264100
-5.81990995,0.00932117,-0.00932116,0.00155194,-0.00155194,0.00000000,-0.00000000,0.00088099,-0.00088099,0.00168823,-0.00168823,0.00003863,-0.00003863,0.00330501,-0.00330500
-5.81390695,0.01158915,-0.01158914,0.00192962,-0.00192962,0.00000000,-0.00000000,0.00111613,-0.00111613,0.00210223,-0.00210223,0.00004854,-0.00004854,0.00410695,-0.00410695
-5.80790395,0.01430848,-0.01430847,0.00238250,-0.00238250,0.00000000,-0.00000000,0.00140473,-0.00140473,0.00259966,-0.00259966,0.00006059,-0.00006059,0.00506777,-0.00506776
-5.80190095,0.01754295,-0.01754294,0.00292122,-0.00292122,0.00000000,-0.00000000,0.00175633,-0.00175632,0.00319265,-0.00319265,0.00007512,-0.00007512,0.00620968,-0.00620968
-5.79589795,0.02135929,-0.02135927,0.00355692,-0.00355692,0.00000000,-0.00000000,0.00218150,-0.00218150,0.00389397,-0.00389397,0.00009254,-0.00009254,0.00755587,-0.00755587
-5.78989495,0.02582582,-0.02582580,0.00430102,-0.00430102,0.00000000,-0.00000000,0.00269180,-0.00269180,0.00471682,-0.00471681,0.00011323,-0.00011323,0.00912999,-0.00912999
-5.78389195,0.03101086,-0.03101084,0.00516495,-0.00516495,0.00000000,-0.00000000,0.00329968,-0.00329968,0.00567455,-0.00567455,0.00013765,-0.00013765,0.01095559,-0.01095558
-5.77788894,0.03698081,-0.03698078,0.00615983,-0.00615983,0.00000000,-0.00000000,0.00401829,-0.00401829,0.00678035,-0.00678034,0.00016624,-0.00016624,0.01305538,-0.01305538
-5.77188594,0.04379787,-0.04379784,0.00729612,-0.00729612,0.00000000,-0.00000000,0.00486132,-0.00486131,0.00804678,-0.00804678,0.00019946,-0.00019946,0.01545053,-0.01545052
-5.76588294,0.05151767,-0.05151764,0.00858319,-0.00858318,0.00000000,-0.00000000,0.00584265,-0.00584264,0.00948541,-0.00948541,0.00023778,-0.00023778,0.01815969,-0.01815968
-5.75987994,0.06018663,-0.06018660,0.01002891,-0.01002891,0.00000000,-0.00000000,0.00697605,-0.00697605,0.01110628,-0.01110628,0.00028162,-0.00028162,0.02119817,-0.02119816
-5.75387694,0.06983930,-0.06983927,0.01163924,-0.01163923,0.00000000,-0.00000000,0.00827475,-0.00827475,0.01291745,-0.01291744,0.00033141,-0.00033141,0.02457695,-0.02457694
-5.74787394,0.08049576,-0.08049572,0.01341772,-0.01341771,0.00000000,-0.00000000,0.00975093,-0.00975092,0.01492444,-0.01492443,0.00038751,-0.00038751,0.02830177,-0.02830176
-5.74187094,0.09215914,-0.09215909,0.01536517,-0.01536516,0.00000000,-0.00000000,0.01141520,-0.01141520,0.01712982,-0.01712981,0.00045023,-0.00045023,0.03237231,-0.03237230
-5.73586793,0.10481353,-0.10481348,0.01747925,-0.01747924,0.00000000,-0.00000000,0.01327605,-0.01327605,0.01953272,-0.01953271,0.00051979,-0.00051979,0.03678145,-0.03678143
-5.72986493,0.11842226,-0.11842220,0.01975425,-0.01975424,0.00000000,-0.00000000,0.01533920,-0.01533919,0.02212852,-0.02212851,0.00059632,-0.00059632,0.04151469,-0.04151467
-5.72386193,0.13292678,-0.13292673,0.02218089,-0.02218088,0.00000000,-0.00000000,0.01760702,-0.01760701,0.02490853,-0.02490852,0.00067985,-0.00067985,0.04654982,-0.04654980
-5.71785893,0.14824627,-0.14824622,0.02474621,-0.02474620,0.00000000,-0.00000000,0.02007796,-0.02007795,0.02785988,-0.02785987,0.00077028,-0.00077028,0.05185683,-0.05185681
-5.71185593,0.16427795,-0.16427788,0.02743371,-0.02743370,0.00000000,-0.00000000,0.02274602,-0.02274601,0.03096548,-0.03096546,0.00086736,-0.00086736,0.05739803,-0.05739801
-5.70585293,0.18089824,-0.18089818,0.03022349,-0.03022348,0.00000000,-0.00000000,0.02560029,-0.02560028,0.03420414,-0.03420413,0.00097072,-0.00097072,0.06312859,-0.06312857
-5.69984992,0.19796486,-0.19796480,0.03309257,-0.03309256,0.00000000,-0.00000000,0.02862464,-0.02862463,0.03755090,-0.03755089,0.00107981,-0.00107981,0.06899727,-0.06899725
-5.69384692,0.21531960,-0.21531954,0.03601543,-0.03601542,0.00000000,-0.00000000,0.03179751,-0.03179750,0.04097742,-0.04097741,0.00119397,-0.00119397,0.07494751,-0.07494748
-5.68784392,0.23279189,-0.23279183,0.03896450,-0.03896449,0.00000000,-0.00000000,0.03509190,-0.03509189,0.04445257,-0.04445256,0.00131235,-0.00131235,0.08091871,-0.08091869
-5.68184092,0.25020301,-0.25020294,0.04191093,-0.04191092,0.00000000,-0.00000000,0.03847554,-0.03847553,0.04794313,-0.04794312,0.00143400,-0.00143400,0.08684781,-0.08684779
-5.67583792,0.26737063,-0.26737057,0.04482525,-0.04482524,0.00000000,-0.00000000,0.04191124,-0.04191123,0.05141457,-0.05141456,0.00155783,-0.00155783,0.09267090,-0.09267088
-5.66983492,0.28411370,-0.28411364,0.04767821,-0.04767820,0.00000000,-0.00000000,0.04535744,-0.04535743,0.05483191,-0.05483189,0.00168266,-0.00168266,0.09832498,-0.09832496
-5.66383192,0.30025721,-0.30025716,0.05044153,-0.05044152,0.00000000,-0.00000000,0.04876904,-0.04876903,0.05816057,-0.05816056,0.00180721,-0.00180721,0.10374968,-0.10374966
-5.65782891,0.31563683,-0.31563678,0.05308863,-0.05308862,0.00000000,-0.00000000,0.05209829,-0.05209828,0.06136725,-0.06136724,0.00193016,-0.00193016,0.10888889,-0.10888887
-5.65182591,0.33010295,-0.33010290,0.05559525,-0.05559524,0.00000000,-0.00000000,0.05529593,-0.05529592,0.06442070,-0.06442068,0.00205016,-0.00205016,0.11369219,-0.11369217
-5.64582291,0.34352414,-0.34352409,0.05794002,-0.05794001,0.00000000,-0.00000000,0.05831243,-0.05831242,0.06729240,-0.06729239,0.00216586,-0.00216586,0.11811600,-0.11811598
-5.63981991,0.35578967,-0.35578963,0.06010483,-0.06010482,0.00000000,-0.00000000,0.06109931,-0.06109930,0.06995713,-0.06995712,0.00227593,-0.00227593,0.12212448,-0.12212447
-5.63381691,0.36681113,-0.36681109,0.06207501,-0.06207500,0.00000000,-0.00000000,0.06361047,-0.06361047,0.07239335,-0.07239335,0.00237913,-0.00237913,0.12569002,-0.12569001
-5.62781391,0.37652288,-0.37652284,0.06383942,-0.06383942,0.00000000,-0.00000000,0.06580355,-0.06580355,0.07458344,-0.07458344,0.00247427,-0.00247427,0.12879331,-0.12879330
-5.62181091,0.38488157,-0.38488154,0.06539033,-0.06539032,0.00000000,-0.00000000,0.06764116,-0.06764116,0.07651371,-0.07651370,0.00256030,-0.00256030,0.13142313,-0.13142312
-5.61580790,0.39186465,-0.39186462,0.06672309,-0.06672308,0.00000000,-0.00000000,0.06909198,-0.06909198,0.07817429,-0.07817428,0.00263627,-0.00263627,0.13357569,-0.13357568
-5.60980490,0.39746799,-0.39746797,0.06783578,-0.06783577,0.00000000,-0.00000000,0.07013174,-0.07013174,0.07955883,-0.07955883,0.00270140,-0.00270140,0.13525373,-0.13525372
-5.60380190,0.40170294,-0.40170292,0.06872867,-0.06872866,0.00000000,-0.00000000,0.07074391,-0.07074391,0.08066415,-0.08066414,0.00275503,-0.00275503,0.13646536,-0.13646535
-5.59779890,0.40459292,-0.40459291,0.06940367,-0.06940367,0.00000000,-0.00000000,0.07092017,-0.07092018,0.08148967,-0.08148967,0.00279669,-0.00279669,0.13722279,-0.13722278
-5.59179590,0.40616987,-0.40616986,0.06986379,-0.06986379,0.00000000,-0.00000000,0.07066064,-0.07066064,0.08203696,-0.08203695,0.00282606,-0.00282606,0.13754097,-0.13754097
-5.58579290,0.40647082,-0.40647082,0.07011252,-0.07011252,0.00000000,-0.00000000,0.06997374,-0.06997375,0.08230915,-0.08230915,0.00284297,-0.00284297,0.13743631,-0.13743631
-5.57978989,0.40553478,-0.40553479,0.07015348,-0.07015348,0.00000000,-0.00000000,0.06887594,-0.06887594,0.08231051,-0.08231051,0.00284741,-0.00284741,0.13692549,-0.13692549
-5.57378689,0.40340029,-0.40340030,0.06998996,-0.06998996,0.00000000,-0.00000000,0.06739109,-0.06739110,0.08204599,-0.08204599,0.00283952,-0.00283952,0.13602457,-0.13602457
-5.56778389,0.40010360,-0.40010361,0.06962477,-0.06962478,0.00000000,-0.00000000,0.06554970,-0.06554971,0.08152099,-0.08152099,0.00281956,-0.00281956,0.13474824,-0.13474824
-5.56178089,0.39567784,-0.39567785,0.06906019,-0.06906019,0.00000000,-0.00000000,0.06338794,-0.06338795,0.08074117,-0.08074118,0.00278792,-0.00278792,0.13310954,-0.13310955
-5.55577789,0.39015297,-0.39015299,0.06829799,-0.06829799,0.00000000,-0.00000000,0.06094658,-0.06094659,0.07971252,-0.07971252,0.00274513,-0.00274513,0.13111981,-0.13111982
-5.54977489,0.38355670,-0.38355673,0.06733976,-0.06733976,0.00000000,-0.00000000,0.05826983,-0.05826985,0.07844141,-0.07844142,0.00269179,-0.00269179,0.12878897,-0.12878898
-5.54377189,0.37591615,-0.37591618,0.06618724,-0.06618724,0.00000000,-0.00000000,0.05540425,-0.05540426,0.07693496,-0.07693497,0.00262862,-0.00262862,0.12612610,-0.12612611
-5.53776888,0.36726013,-0.36726017,0.06484280,-0.06484281,0.00000000,-0.00000000,0.05239758,-0.05239760,0.07520136,-0.07520137,0.00255644,-0.00255644,0.12314029,-0.12314030
-5.53176588,0.35762187,-0.35762191,0.06330999,-0.06330999,0.00000000,-0.00000000,0.04929781,-0.04929782,0.07325034,-0.07325035,0.00247613,-0.00247613,0.11984157,-0.11984158
-5.52576288,0.34704198,-0.34704202,0.06159407,-0.06159408,0.00000000,-0.00000000,0.04615226,-0.04615228,0.07109369,-0.07109370,0.00238868,-0.00238868,0.11624198,-0.11624199
-5.51975988,0.33557134,-0.33557138,0.05970261,-0.05970262,0.00000000,-0.00000000,0.04300695,-0.04300697,0.06874573,-0.06874574,0.00229516,-0.00229516,0.11235663,-0.11235665
-5.51375688,0.32327382,-0.32327387,0.05764590,-0.05764591,0.00000000,-0.00000000,0.03990608,-0.03990609,0.06622376,-0.06622377,0.00219673,-0.00219673,0.10820469,-0.10820470
-5.50775388,0.31022849,-0.31022854,0.05543739,-0.05543740,0.00000000,-0.00000000,0.03689176,-0.03689177,0.06354847,-0.06354848,0.00209462,-0.00209462,0.10381015,-0.10381016
-5.50175088,0.29653125,-0.29653130,0.05309391,-0.05309392,0.00000000,-0.00000000,0.03400397,-0.03400398,0.06074420,-0.06074421,0.00199017,-0.00199017,0.09920247,-0.09920249
-5.49574787,0.28229572,-0.28229577,0.05063586,-0.05063587,0.00000000,-0.00000000,0.03128068,-0.03128069,0.05783912,-0.05783913,0.00188479,-0.00188479,0.09441693,-0.09441694
-5.48974487,0.26765340,-0.26765346,0.04808709,-0.04808711,0.00000000,-0.00000000,0.02875821,-0.02875822,0.05486523,-0.05486524,0.00178002,-0.00178002,0.08949466,-0.08949468
-5.48374187,0.25275302,-0.25275307,0.04547483,-0.04547484,0.00000000,-0.00000000,0.02647171,-0.02647172,0.05185830,-0.05185832,0.00167744,-0.00167744,0.08448249,-0.08448251
-5.47773887,0.23775908,-0.23775914,0.04282929,-0.04282930,0.00000000,-0.00000000,0.02445580,-0.02445581,0.04885764,-0.04885765,0.00157879,-0.00157879,0.07943246,-0.07943248
-5.47173587,0.22284991,-0.22284997,0.04018329,-0.04018330,0.00000000,-0.00000000,0.02274525,-0.02274526,0.04590571,-0.04590572,0.00148586,-0.00148586,0.07440111,-0.07440113
-5.46573287,0.20821500,-0.20821505,0.03757171,-0.03757173,0.00000000,-0.00000000,0.02137575,-0.02137575,0.04304774,-0.04304775,0.00140056,-0.00140056,0.06944863,-0.06944865
-5.45972986,0.19405206,-0.19405211,0.03503093,-0.03503094,0.00000000,-0.00000000,0.02038460,-0.02038460,0.04033118,-0.04033119,0.00132489,-0.00132489,0.06463779,-0.06463780
-5.45372686,0.18056380,-0.18056385,0.03259814,-0.03259815,0.00000000,-0.00000000,0.01981137,-0.01981138,0.03780516,-0.03780517,0.00126094,-0.00126094,0.06003285,-0.06003287
-5.44772386,0.16795452,-0.16795457,0.03031076,-0.03031077,0.00000000,-0.00000000,0.01969843,-0.01969843,0.03551980,-0.03551980,0.00121089,-0.00121089,0.05569843,-0.05569845
-5.44172086,0.15642675,-0.15642680,0.02820573,-0.02820574,0.00000000,-0.00000000,0.02009120,-0.02009120,0.03352562,-0.03352562,0.00117697,-0.00117697,0.05169831,-0.05169833
-5.43571786,0.14617789,-0.14617793,0.02631893,-0.02631894,0.00000000,-0.00000000,0.02103831,-0.02103830,0.03187281,-0.03187282,0.00116148,-0.00116148,0.04809434,-0.04809435
-5.42971486,0.13739699,-0.13739702,0.02468459,-0.02468459,0.00000000,-0.00000000,0.02259125,-0.02259125,0.03061054,-0.03061055,0.00116673,-0.00116673,0.04494534,-0.04494535
-5.42371186,0.13026159,-0.13026162,0.02333468,-0.02333468,0.00000000,-0.00000000,0.02480392,-0.02480391,0.02978617,-0.02978617,0.00119506,-0.00119506,0.04230616,-0.04230617
-5.41770885,0.12493479,-0.12493481,0.02229843,-0.02229843,0.00000000,-0.00000000,0.02773153,-0.02773152,0.02944443,-0.02944443,0.00124873,-0.00124873,0.04022666,-0.04022667
-5.41170585,0.12156222,-0.12156223,0.02160180,-0.02160180,0.00000000,-0.00000000,0.03142934,-0.03142933,0.02962661,-0.02962661,0.00132994,-0.00132994,0.03875090,-0.03875091
-5.40570285,0.12026920,-0.12026921,0.02126700,-0.02126700,0.00000000,-0.00000000,0.03595085,-0.03595084,0.03036958,-0.03036958,0.00144072,-0.00144072,0.03791625,-0.03791626
-5.39969985,0.12115779,-0.12115779,0.02131200,-0.02131200,0.00000000,-0.00000000,0.04134564,-0.04134562,0.03170476,-0.03170476,0.00158291,-0.00158291,0.03775258,-0.03775258
-5.39369685,0.12430381,-0.12430380,0.02175005,-0.02175005,0.00000000,-0.00000000,0.04765687,-0.04765684,0.03365709,-0.03365708,0.00175804,-0.00175804,0.03828143,-0.03828143
-5.38769385,0.12975386,-0.12975384,0.02258921,-0.02258921,0.00000000,-0.00000000,0.05491852,-0.05491850,0.03624382,-0.03624381,0.00196728,-0.00196728,0.03951528,-0.03951528
-5.38169085,0.13752232,-0.13752229,0.02383188,-0.02383188,0.00000000,-0.00000000,0.06315246,-0.06315243,0.03947338,-0.03947337,0.00221134,-0.00221134,0.04145667,-0.04145666
-5.37568784,0.14758839,-0.14758836,0.02547431,-0.02547431,0.00000000,-0.00000000,0.07236535,-0.07236532,0.04334418,-0.04334417,0.00249041,-0.00249041,0.04409751,-0.04409750
-5.36968484,0.15989338,-0.15989334,0.02750620,-0.02750619,0.00000000,-0.00000000,0.08254577,-0.08254574,0.04784351,-0.04784349,0.00280402,-0.00280402,0.04741836,-0.04741835
-5.36368184,0.17433833,-0.17433828,0.02991032,-0.02991032,0.00000000,-0.00000000,0.09366149,-0.09366145,0.05294651,-0.05294649,0.00315102,-0.00315102,0.05138781,-0.05138780
-5.35767884,0.19078217,-0.19078211,0.03266227,-0.03266226,0.00000000,-0.00000000,0.10565716,-0.10565712,0.05861539,-0.05861537,0.00352949,-0.00352949,0.05596209,-0.05596207
-5.35167584,0.20904072,-0.20904066,0.03573029,-0.03573028,0.00000000,-0.00000000,0.11845260,-0.11845256,0.06479892,-0.06479890,0.00393673,-0.00393673,0.06108478,-0.06108476
-5.34567284,0.22888667,-0.22888661,0.03907535,-0.03907534,0.00000000,-0.00000000,0.13194185,-0.13194180,0.07143219,-0.07143217,0.00436917,-0.00436917,0.06668691,-0.06668690
-5.33966983,0.25005081,-0.25005074,0.04265136,-0.04265134,0.00000000,-0.00000000,0.14599306,-0.14599301,0.07843692,-0.07843690,0.00482246,-0.00482245,0.07268737,-0.07268735
-5.33366683,0.27222461,-0.27222454,0.04640563,-0.04640561,0.00000000,-0.00000000,0.16044946,-0.16044942,0.08572216,-0.08572213,0.00529145,-0.00529144,0.07899363,-0.07899361
-5.32766383,0.29506448,-0.29506441,0.05027965,-0.05027963,0.00000000,-0.00000000,0.17513139,-0.17513134,0.09318553,-0.09318550,0.00577029,-0.00577029,0.08550307,-0.08550305
-5.32166083,0.31819752,-0.31819745,0.05421008,-0.05421006,0.00000000,-0.00000000,0.18983942,-0.18983937,0.10071506,-0.10071503,0.00625257,-0.00625257,0.09210455,-0.09210453
-5.31565783,0.34122894,-0.34122887,0.05813003,-0.05813002,0.00000000,-0.00000000,0.20435863,-0.20435859,0.10819150,-0.10819147,0.00673139,-0.00673139,0.09868064,-0.09868062
-5.30965483,0.36375093,-0.36375085,0.06197063,-0.06197062,0.00000000,-0.00000000,0.21846384,-0.21846380,0.11549114,-0.11549111,0.00719961,-0.00719961,0.10511012,-0.10511010
-5.30365183,0.38535280,-0.38535273,0.06566273,-0.06566272,0.00000000,-0.00000000,0.23192573,-0.23192569,0.12248909,-0.12248906,0.00765001,-0.00765001,0.11127087,-0.11127085
-5.29764882,0.40563214,-0.40563207,0.06913884,-0.06913883,0.00000000,-0.00000000,0.24451755,-0.24451752,0.12906282,-0.12906280,0.00807554,-0.00807554,0.11704309,-0.11704307
-5.29164582,0.42420648,-0.42420642,0.07233519,-0.07233518,0.00000000,-0.00000000,0.25602236,-0.25602232,0.13509598,-0.13509596,0.00846952,-0.00846952,0.12231263,-0.12231261
-5.28564282,0.44072518,-0.44072513,0.07519371,-0.07519370,0.00000000,-0.00000000,0.26624020,-0.26624017,0.14048217,-0.14048215,0.00882593,-0.00882593,0.12697439,-0.12697438
-5.27963982,0.45488093,-0.45488088,0.07766409,-0.07766408,0.00000000,-0.00000000,0.27499523,-0.27499520,0.14512869,-0.14512867,0.00913959,-0.00913959,0.13093558,-0.13093557
-5.27363682,0.46642044,-0.46642040,0.07970559,-0.07970559,0.00000000,-0.00000000,0.28214225,-0.28214223,0.14895998,-0.14895997,0.00940642,-0.00940641,0.13411881,-0.13411880
-5.26763382,0.47515382,-0.47515379,0.08128874,-0.08128873,0.00000000,-0.00000000,0.28757246,-0.28757245,0.15192065,-0.15192064,0.00962356,-0.00962356,0.13646472,-0.13646472
-5.26163082,0.48096224,-0.48096222,0.08239663,-0.08239663,0.00000000,-0.00000000,0.29121809,-0.29121808,0.15397796,-0.15397795,0.00978961,-0.00978961,0.13793420,-0.13793420
-5.25562781,0.48380350,-0.48380349,0.08302598,-0.08302598,0.00000000,-0.00000000,0.29305578,-0.29305578,0.15512359,-0.15512358,0.00990465,-0.00990465,0.13850994,-0.13850994
-5.24962481,0.48371532,-0.48371532,0.08318773,-0.08318773,0.00000000,-0.00000000,0.29310852,-0.29310853,0.15537475,-0.15537475,0.00997037,-0.00997037,0.13819736,-0.13819737
-5.24362181,0.48081613,-0.48081614,0.08290726,-0.08290727,0.00000000,-0.00000000,0.29144599,-0.29144600,0.15477439,-0.15477439,0.00999002,-0.00999002,0.13702484,-0.13702485
-5.23761881,0.47530347,-0.47530349,0.08222422,-0.08222422,0.00000000,-0.00000000,0.28818341,-0.28818343,0.15339069,-0.15339069,0.00996845,-0.00996845,0.13504322,-0.13504323
-5.23161581,0.46745004,-0.46745006,0.08119187,-0.08119187,0.00000000,-0.00000000,0.28347898,-0.28347900,0.15131577,-0.15131577,0.00991195,-0.00991195,0.13232465,-0.13232466
-5.22561281,0.45759762,-0.45759765,0.07987621,-0.07987621,0.00000000,-0.00000000,0.27752989,-0.27752991,0.14866370,-0.14866371,0.00982819,-0.00982819,0.12896086,-0.12896087
-5.21960980,0.44614936,-0.44614940,0.07835470,-0.07835471,0.00000000,-0.00000000,0.27056736,-0.27056738,0.14556798,-0.14556799,0.00972606,-0.00972606,0.12506092,-0.12506093
-5.21360680,0.43356058,-0.43356061,0.07671477,-0.07671477,0.00000000,-0.00000000,0.26285071,-0.26285073,0.14217849,-0.14217850,0.00961547,-0.00961547,0.12074862,-0.12074863
-5.20760380,0.42032876,-0.42032880,0.07505217,-0.07505217,0.00000000,-0.00000000,0.25466100,-0.25466103,0.13865821,-0.13865822,0.00950719,-0.00950719,0.11615964,-0.11615965
-5.20160080,0.40698316,-0.40698319,0.07346925,-0.07346925,0.00000000,-0.00000000,0.24629431,-0.24629434,0.13517974,-0.13517974,0.00941266,-0.00941266,0.11143858,-0.11143859
-5.19559780,0.39407433,-0.39407436,0.07207317,-0.07207317,0.00000000,-0.00000000,0.23805507,-0.23805509,0.13192178,-0.13192178,0.00934380,-0.00934380,0.10673606,-0.10673607
-5.18959480,0.38216417,-0.38216419,0.07097417,-0.07097417,0.00000000,-0.00000000,0.23024967,-0.23024968,0.12906579,-0.12906579,0.00931282,-0.00931282,0.10220595,-0.10220596
-5.18359180,0.37181667,-0.37181669,0.07028394,-0.07028394,0.00000000,-0.00000000,0.22318061,-0.22318063,0.12679277,-0.12679277,0.00933214,-0.00933214,0.09800284,-0.09800285
-5.17758879,0.36358963,-0.36358963,0.07011409,-0.07011409,0.00000000,-0.00000000,0.21714127,-0.21714128,0.12528037,-0.12528037,0.00941416,-0.00941416,0.09427984,-0.09427985
-5.17158579,0.35802746,-0.35802745,0.07057471,-0.07057470,0.00000000,-0.00000000,0.21241144,-0.21241144,0.12470034,-0.12470033,0.00957125,-0.00957125,0.09118674,-0.09118675
-5.16558279,0.35565511,-0.35565509,0.07177310,-0.07177309,0.00000000,-0.00000000,0.20925365,-0.20925364,0.12521630,-0.12521628,0.00981558,-0.00981558,0.08886849,-0.08886850
