energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.73586793,5.28065512,0.01117447,0.55108459,3.45689117,1.37267547,0.01352645,2.27882070,0.98412879,0.33124736
-5.72986493,5.23619019,0.01034150,0.53763065,3.28260680,1.36679354,0.01247650,2.29208640,0.98780297,0.33385839
-5.72386193,5.21694205,0.00961104,0.52608147,3.11863243,1.36675931,0.01157325,2.31748086,0.99521958,0.33871681
-5.71785893,5.22291084,0.00898219,0.51665937,2.96607120,1.37259402,0.01081071,2.35465481,1.00592463,0.34585813
-5.71185593,5.25372836,0.00845359,0.50954483,2.82577138,1.38422462,0.01018194,2.40310218,1.01940166,0.35529400
-5.70585293,5.30868000,0.00802350,0.50487199,2.69832551,1.40148803,0.00967931,2.46217675,1.03509046,0.36701189
-5.69984992,5.38673068,0.00768989,0.50272511,2.58407502,1.42413659,0.00929468,2.53110989,1.05240671,0.38097465
-5.69384692,5.48655375,0.00745053,0.50313607,2.48311987,1.45184454,0.00901963,2.60902888,1.07076169,0.39712023
-5.68784392,5.60656170,0.00730304,0.50608299,2.39533284,1.48421507,0.00884560,2.69497507,1.08958147,0.41536125
-5.68184092,5.74493764,0.00724487,0.51149022,2.32037802,1.52078792,0.00876400,2.78792127,1.10832480,0.43558476
-5.67583792,5.89966695,0.00727332,0.51922953,2.25773297,1.56104707,0.00876632,2.88678795,1.12649906,0.45765198
-5.66983492,6.06856871,0.00738549,0.52912286,2.20671381,1.60442875,0.00884419,2.99045806,1.14367379,0.48139826
-5.66383192,6.24932660,0.00757824,0.54094632,2.16650282,1.65032948,0.00898944,3.09779023,1.15949143,0.50663335
-5.65782891,6.43951964,0.00784812,0.55443580,2.13617777,1.69811434,0.00919411,3.20763070,1.17367491,0.53314199
-5.65182591,6.63665302,0.00819128,0.56929374,2.11474234,1.74712560,0.00945050,3.31882395,1.18603214,0.56068501
-5.64582291,6.83818981,0.00860341,0.58519730,2.10115704,1.79669177,0.00975113,3.43022278,1.19645734,0.58900108
-5.63981991,7.04158408,0.00907966,0.60180760,2.09437004,1.84613742,0.01008880,3.54069816,1.20492957,0.61780918
-5.63381691,7.24431647,0.00961461,0.61877989,2.09334724,1.89479391,0.01045656,3.64914945,1.21150873,0.64681188
-5.62781391,7.44393264,0.01020218,0.63577449,2.09710114,1.94201106,0.01084772,3.75451573,1.21632947,0.67569956
-5.62181091,7.63808517,0.01083571,0.65246802,2.10471795,1.98717008,0.01125588,3.85578852,1.21959366,0.70415544
-5.61580790,7.82457917,0.01150790,0.66856486,2.11538253,2.02969746,0.01167493,3.95202643,1.22156188,0.73186160
-5.60980490,8.00142097,0.01221094,0.68380835,2.12840064,2.06907985,0.01209910,4.04237169,1.22254454,0.75850570
-5.60380190,8.16686947,0.01293660,0.69799123,2.14321810,2.10487956,0.01252298,4.12606873,1.22289308,0.78378844
-5.59779890,8.31948851,0.01367635,0.71096521,2.15943640,2.13675016,0.01294154,4.20248408,1.22299167,0.80743138
-5.59179590,8.45819853,0.01442158,0.72264897,2.17682438,2.16445165,0.01335023,4.27112726,1.22324971,0.82918501
-5.58579290,8.58232503,0.01516376,0.73303441,2.19532545,2.18786436,0.01374498,4.33167137,1.22409525,0.84883670
-5.57978989,8.69164117,0.01589473,0.74219065,2.21505995,2.20700089,0.01412226,4.38397245,1.22596926,0.86621815
-5.57378689,8.78640125,0.01660688,0.75026552,2.23632223,2.22201506,0.01447913,4.42808597,1.22932073,0.88121200
-5.56778389,8.86736214,0.01729343,0.75748430,2.25957207,2.23320705,0.01481328,4.46427921,1.23460213,0.89375728
-5.56178089,8.93578951,0.01794867,0.76414552,2.28542019,2.24102394,0.01512305,4.49303774,1.24226500,0.90385324
-5.55577789,8.99344620,0.01856812,0.77061371,2.31460755,2.24605494,0.01540743,4.51506491,1.25275510,0.91156127
-5.54977489,9.04256062,0.01914869,0.77730924,2.34797862,2.24902072,0.01566606,4.53127285,1.26650674,0.91700473
-5.54377189,9.08577398,0.01968886,0.78469527,2.38644868,2.25075677,0.01589919,4.54276444,1.28393581,0.92036639
-5.53776888,9.12606576,0.02018864,0.79326228,2.43096567,2.25219059,0.01610766,4.55080556,1.30543127,0.92188342
-5.53176588,9.16665843,0.02064959,0.80351041,2.48246741,2.25431318,0.01629276,4.55678782,1.33134471,0.92184003
-5.52576288,9.21090330,0.02107472,0.81593031,2.54183507,2.25814551,0.01645620,4.56218241,1.36197820,0.92055781
-5.51975988,9.26215070,0.02146831,0.83098303,2.60984450,2.26470086,0.01659997,4.56848621,1.39757044,0.91838410
-5.51375688,9.32360894,0.02183564,0.84907970,2.68711687,2.27494439,0.01672620,4.57716197,1.43828168,0.91567872
-5.50775388,9.39819744,0.02218274,0.87056191,2.77407068,2.28975159,0.01683702,4.58957489,1.48417798,0.91279961
-5.50175088,9.48840032,0.02251597,0.89568339,2.87087713,2.30986720,0.01693444,4.60692825,1.53521569,0.91008790
-5.49574787,9.59612735,0.02284167,0.92459407,2.97742112,2.33586662,0.01702019,4.63020113,1.59122701,0.90785319
-5.48974487,9.72258918,0.02316572,0.95732703,3.09326998,2.36812169,0.01709562,4.66009153,1.65190779,0.90635950
-5.48374187,9.86819396,0.02349315,0.99378932,3.21765204,2.40677262,0.01716157,4.69696777,1.71680850,0.90581281
-5.47773887,10.03247146,0.02382778,1.03375696,3.34944675,2.45170789,0.01721834,4.74083150,1.78532960,0.90635071
-5.47173587,10.21403033,0.02417188,1.07687465,3.48718784,2.50255332,0.01726561,4.79129452,1.85672207,0.90803472
-5.46573287,10.41055236,0.02452591,1.12266054,3.62908022,2.55867151,0.01730247,4.84757167,1.93009382,0.91084590
-5.45972986,10.61882629,0.02488841,1.17051580,3.77303116,2.61917204,0.01732747,4.90849095,2.00442244,0.91468387
-5.45372686,10.83482171,0.02525589,1.21973907,3.91669511,2.68293263,0.01733871,4.97252131,2.07857440,0.91936960
-5.44772386,11.05380141,0.02562296,1.26954514,4.05753126,2.74863077,0.01733401,5.03781769,2.15133034,0.92465186
-5.44172086,11.27046889,0.02598242,1.31908742,4.19287199,2.81478465,0.01731103,5.10228189,2.22141581,0.93021715
-5.43571786,11.47914531,0.02632561,1.36748317,4.31999979,2.87980206,0.01726756,5.16363695,2.28753654,0.93570272
-5.42971486,11.67396889,0.02664278,1.41384067,4.43622974,2.94203510,0.01720171,5.21951204,2.34841670,0.94071222
-5.42371186,11.84910797,0.02692358,1.45728703,4.53899421,2.99983845,0.01711225,5.26753405,2.40283872,0.94483317
-5.41770885,11.99897826,0.02715756,1.49699570,4.62592608,3.05162858,0.01699877,5.30542170,2.44968269,0.94765552
-5.41170585,12.11845430,0.02733475,1.53221233,4.69493705,3.09594124,0.01686205,5.33107786,2.48796362,0.94879046
-5.40570285,12.20306525,0.02744627,1.56227792,4.74428726,3.13148447,0.01670426,5.34267547,2.51686466,0.94788859
-5.39969985,12.24916574,0.02748483,1.58664834,4.77264333,3.15718482,0.01652918,5.33873319,2.53576458,0.94465650
-5.39369685,12.25407378,0.02744528,1.60490927,4.77912209,3.17222460,0.01634236,5.31817698,2.54425818,0.93887116
-5.38769385,12.21616951,0.02732496,1.61678609,4.76331796,3.17606833,0.01615129,5.28038483,2.54216844,0.93039133
-5.38169085,12.13495030,0.02712410,1.62214835,4.72531308,3.16847760,0.01596541,5.22521249,2.52954987,0.91916546
-5.37568784,12.01104036,0.02684593,1.62100867,4.66566962,3.14951351,0.01579612,5.15299944,2.50668287,0.90523591
-5.36968484,11.84615499,0.02649677,1.61351642,4.58540504,3.11952701,0.01565670,5.06455487,2.47405944,0.88873911
-5.36368184,11.64302241,0.02608597,1.59994654,4.48595160,3.07913793,0.01556216,4.96112492,2.43236090,0.86990196
-5.35767884,11.40526769,0.02562567,1.58068426,4.36910239,3.02920390,0.01552900,4.84434309,2.38242904,0.84903452
-5.35167584,11.13726560,0.02513043,1.55620665,4.23694645,2.97078115,0.01557488,4.71616669,2.32523201,0.82651954
-5.34567284,10.84397019,0.02461686,1.52706195,4.09179642,2.90507929,0.01571826,4.57880272,2.26182697,0.80279922
-5.33966983,10.53072997,0.02410299,1.49384784,3.93611194,2.83341246,0.01597795,4.43462701,2.19332117,0.77836008
-5.33366683,10.20309792,0.02360773,1.45718973,3.77242248,2.75714940,0.01637262,4.28610059,2.12083357,0.75371637
-5.32766383,9.86664508,0.02315017,1.41772008,3.60325279,2.67766490,0.01692023,4.13568720,2.04545880,0.72939301
-5.32166083,9.52678589,0.02274897,1.37605974,3.43105410,2.59629459,0.01763744,3.98577552,1.96823490,0.70590865
-5.31565783,9.18862245,0.02242169,1.33280192,3.25814351,2.51429521,0.01853906,3.83860925,1.89011634,0.68375944
-5.30965483,8.85681293,0.02218420,1.28849944,3.08665360,2.43281161,0.01963740,3.69622746,1.81195316,0.66340433
-5.30365183,8.53546807,0.02205015,1.24365540,2.91849342,2.35285146,0.02094171,3.56041701,1.73447663,0.64525209
-5.29764882,8.22807757,0.02203049,1.19871751,2.75532153,2.27526814,0.02245760,3.43267798,1.65829183,0.62965060
-5.29164582,7.93746673,0.02213312,1.15407571,2.59853094,2.20075173,0.02418658,3.31420228,1.58387648,0.61687857
-5.28564282,7.66578172,0.02236265,1.11006283,2.44924529,2.12982758,0.02612562,3.20586506,1.51158575,0.60713976
-5.27963982,7.41450085,0.02272021,1.06695778,2.30832500,2.06286176,0.02826682,3.10822770,1.44166181,0.60055978
-5.27363682,7.18446788,0.02320346,1.02499054,2.17638194,2.00007197,0.03059719,3.02155099,1.37424726,0.59718527
-5.26763382,6.97594307,0.02380660,0.98434836,2.05380056,1.94154292,0.03309859,2.94581656,1.30940102,0.59698537
-5.26163082,6.78866695,0.02452055,0.94518254,1.94076369,1.88724458,0.03574774,2.88075458,1.24711556,0.59985518
-5.25562781,6.62193225,0.02533320,0.90761501,1.83728096,1.83705215,0.03851649,2.82587572,1.18733424,0.60562091
-5.24962481,6.47465956,0.02622971,0.87174444,1.74321823,1.79076634,0.04137213,2.78050550,1.12996771,0.61404654
-5.24362181,6.34547295,0.02719293,0.83765130,1.65832615,1.74813325,0.04427793,2.74381940,1.07490855,0.62484159
-5.23761881,6.23277258,0.02820377,0.80540174,1.58226699,1.70886275,0.04719381,2.71487724,1.02204355,0.63766973
-5.23161581,6.13480216,0.02924171,0.77505028,1.51463856,1.67264505,0.05007712,2.69265594,0.97126326,0.65215801
-5.22561281,6.04970990,0.03028524,0.74664123,1.45499484,1.63916513,0.05288355,2.67607987,0.92246862,0.66790646
-5.21960980,5.97560262,0.03131239,0.72020927,1.40286311,1.60811489,0.05556818,2.66404844,0.87557493,0.68449782
-5.21360680,5.91059284,0.03230118,0.69577918,1.35775765,1.57920331,0.05808648,2.65546081,0.83051328,0.70150723
-5.20760380,5.85283986,0.03323011,0.67336548,1.31919044,1.55216466,0.06039542,2.64923778,0.78722994,0.71851170
-5.20160080,5.80058527,0.03407861,0.65297190,1.28667929,1.52676520,0.06245457,2.64434113,0.74568424,0.73509926
-5.19559780,5.75218425,0.03482743,0.63459143,1.25975415,1.50280872,0.06422711,2.63979060,0.70584544,0.75087760
-5.18959480,5.70613324,0.03545907,0.61820686,1.23796208,1.48014105,0.06568080,2.63467883,0.66768916,0.76548199
-5.18359180,5.66109489,0.03595807,0.60379236,1.22087153,1.45865394,0.06678878,2.62818451,0.63119379,0.77858257
-5.17758879,5.61592042,0.03631133,0.59131579,1.20807646,1.43828816,0.06753033,2.61958375,0.59633731,0.78989062
-5.17158579,5.56966945,0.03650836,0.58074201,1.19920043,1.41903614,0.06789135,2.60825973,0.56309484,0.79916384
-5.16558279,5.52162703,0.03654142,0.57203689,1.19390100,1.40094371,0.06786469,2.59371057,0.53143695,0.80621051
-5.15957979,5.47131689,0.03640571,0.56517168,1.19187427,1.38411090,0.06745033,2.57555509,0.50132896,0.81089233
-5.15357679,5.41851031,0.03609940,0.56012757,1.19285937,1.36869157,0.06665531,2.55353637,0.47273102,0.81312600
-5.14757379,5.36322942,0.03562366,0.55689993,1.19664261,1.35489146,0.06549345,2.52752267,0.44559901,0.81288330
-5.14157079,5.30574397,0.03498259,0.55550174,1.20306085,1.34296454,0.06398496,2.49750560,0.41988592,0.81018985
-5.13556778,5.24656087,0.03418311,0.55596601,1.21200347,1.33320737,0.06215578,2.46359536,0.39554358,0.80512239
-5.12956478,5.18640591,0.03323479,0.55834667,1.22341269,1.32595141,0.06003686,2.42601283,0.37252451,0.79780478
-5.12356178,5.12619758,0.03214964,0.56271778,1.23728159,1.32155335,0.05766330,2.38507897,0.35078373,0.78840278
-5.11755878,5.06701331,0.03094176,0.56917077,1.25364963,1.32038352,0.05507336,2.34120136,0.33028021,0.77711774
-5.11155578,5.01004898,0.02962710,0.57780980,1.27259551,1.32281280,0.05230754,2.29485867,0.31097799,0.76417957
-5.10555278,4.95657294,0.02822302,0.58874536,1.29422724,1.32919841,0.04940747,2.24658338,0.29284685,0.74983909
-5.09954977,4.90787631,0.02674794,0.60208613,1.31866979,1.33986911,0.04641500,2.19694361,0.27586247,0.73436008
-5.09354677,4.86522139,0.02522089,0.61792972,1.34605053,1.35511045,0.04337120,2.14652465,0.26000606,0.71801143
-5.08754377,4.82979054,0.02366114,0.63635256,1.37648307,1.37515073,0.04031551,2.09591107,0.24526371,0.70105955
-5.08154077,4.80263761,0.02208776,0.65739952,1.41005029,1.40014833,0.03728496,2.04567017,0.23162528,0.68376141
-5.07553777,4.78464425,0.02051923,0.68107386,1.44678722,1.43018098,0.03431355,1.99633728,0.21908319,0.66635842
-5.06953477,4.77648272,0.01897307,0.70732811,1.48666483,1.46523740,0.03143168,1.94840361,0.20763105,0.64907137
-5.06353177,4.77858708,0.01746555,0.73605638,1.52957549,1.50521192,0.02866580,1.90230677,0.19726226,0.63209653
-5.05752876,4.79113361,0.01601139,0.76708876,1.57532107,1.54990197,0.02603820,1.85842434,0.18796875,0.61560296
-5.05152576,4.81403118,0.01462356,0.80018816,1.62360443,1.59900878,0.02356684,1.81707026,0.17973985,0.59973115
-5.04552276,4.84692170,0.01331308,0.83504986,1.67402490,1.65214107,0.02126546,1.77849386,0.17256135,0.58459273
-5.03951976,4.88919004,0.01208897,0.87130415,1.72607827,1.70882145,0.01914368,1.74288120,0.16641477,0.57027126
-5.03351676,4.93998271,0.01095818,0.90852194,1.77916151,1.76849524,0.01720728,1.71035809,0.16127685,0.55682389
-5.02751376,4.99823391,0.00992560,0.94622328,1.83258217,1.83054115,0.01545854,1.68099439,0.15711930,0.54428359
-5.02151076,5.06269761,0.00899414,0.98388862,1.88557240,1.89428344,0.01389667,1.65480884,0.15390862,0.53266186
-5.01550775,5.13198381,0.00816485,1.02097224,1.93730693,1.95900487,0.01251824,1.63177415,0.15160624,0.52195163
-5.00950475,5.20459750,0.00743703,1.05691748,1.98692451,2.02396009,0.01131773,1.61182170,0.15016864,0.51213009
-5.00350175,5.27897868,0.00680847,1.09117306,2.03355197,2.08838903,0.01028801,1.59484586,0.14954774,0.50316146
-4.99749875,5.35354225,0.00627561,1.12320980,2.07632982,2.15152989,0.00942085,1.58070769,0.14969130,0.49499942
-4.99149575,5.42671644,0.00583376,1.15253706,2.11443855,2.21263164,0.00870742,1.56923813,0.15054355,0.48758927
-4.98549275,5.49697937,0.00547737,1.17871812,2.14712434,2.27096585,0.00813874,1.56024111,0.15204594,0.48086971
-4.97948974,5.56289299,0.00520024,1.20138389,2.17372341,2.32583789,0.00770612,1.55349674,0.15413803,0.47477448
-4.97348674,5.62313446,0.00499571,1.22024431,2.19368388,2.37659759,0.00740149,1.54876519,0.15675874,0.46923375
-4.96748374,5.67652486,0.00485698,1.23509700,2.20658430,2.42264947,0.00721773,1.54579175,0.15984766,0.46417552
-4.96148074,5.72205559,0.00477720,1.24583286,2.21214846,2.46346271,0.00714892,1.54431347,0.16334678,0.45952714
-4.95547774,5.75891253,0.00474978,1.25243838,2.21025564,2.49858095,0.00719046,1.54406762,0.16720248,0.45521703
-4.94947474,5.78649828,0.00476847,1.25499477,2.20094640,2.52763198,0.00733922,1.54480240,0.17136766,0.45117673
-4.94347174,5.80445255,0.00482756,1.25367399,2.18442364,2.55033725,0.00759350,1.54628948,0.17580430,0.44734338
-4.93746873,5.81267047,0.00492202,1.24873205,2.16104916,2.56652105,0.00795301,1.54833842,0.18048597,0.44366249
-4.93146573,5.81131857,0.00504754,1.24050001,2.13133600,2.57611908,0.00841873,1.55081226,0.18540059,0.44009111
-4.92546273,5.80084775,0.00520067,1.22937327,2.09593713,2.57918598,0.00899267,1.55364355,0.19055308,0.43660120
-4.91945973,5.78200246,0.00537877,1.21579963,2.05563092,2.57590134,0.00967758,1.55684997,0.19596775,0.43318294
-4.91345673,5.75582502,0.00558009,1.20026694,2.01130403,2.56657365,0.01047666,1.56054844,0.20169055,0.42984796
-4.90745373,5.72365396,0.00580368,1.18329068,1.96393251,2.55164164,0.01139309,1.56496653,0.20779064,0.42663208
-4.90145073,5.68711531,0.00604931,1.16540212,1.91456152,2.53167244,0.01242963,1.57045027,0.21436146,0.42359734
-4.89544772,5.64810574,0.00631742,1.14713746,1.86428436,2.50735617,0.01358814,1.57746715,0.22152087,0.42083310
-4.88944472,5.60876666,0.00660892,1.12902811,1.81422125,2.47949667,0.01486909,1.58660369,0.22941049,0.41845601
-4.88344172,5.57144884,0.00692505,1.11159239,1.76549826,2.44899816,0.01627113,1.59855686,0.23819388,0.41660862
-4.87743872,5.53866726,0.00726720,1.09532845,1.71922656,2.41684794,0.01779063,1.61411918,0.24805369,0.41545655
-4.87143572,5.51304647,0.00763673,1.08070839,1.67648235,2.38409544,0.01942134,1.63415751,0.25918757,0.41518420
-4.86543272,5.49725717,0.00803471,1.06817323,1.63828737,2.35182801,0.02115409,1.65958593,0.27180303,0.41598905
-4.85942971,5.49394522,0.00846179,1.05812844,1.60559011,2.32114417,0.02297660,1.69133340,0.28611116,0.41807470
-4.85342671,5.50565471,0.00891798,1.05093955,1.57924774,2.29312508,0.02487344,1.73030729,0.30231938,0.42164279
-4.84742371,5.53474720,0.00940251,1.04692763,1.56000873,2.26880526,0.02682607,1.77735397,0.32062335,0.42688420
-4.84142071,5.58331943,0.00991369,1.04636419,1.54849629,2.24914343,0.02881308,1.83321809,0.34119836,0.43396978
-4.83541771,5.65312239,0.01044885,1.04946543,1.54519266,2.23499458,0.03081057,1.89850200,0.36419027,0.44304107
-4.82941471,5.74548440,0.01100427,1.05638560,1.55042460,2.22708419,0.03279260,1.97362714,0.38970647,0.45420133
-4.82341171,5.86124118,0.01157522,1.06720975,1.56435029,2.22598555,0.03473182,2.05879901,0.41780701,0.46750737
-4.81740870,6.00067587,0.01215604,1.08194607,1.58694824,2.23210088,0.03660025,2.15397731,0.44849653,0.48296263
-4.81140570,6.16347158,0.01274017,1.10051817,1.61800866,2.24564706,0.03837002,2.25885274,0.48171693,0.50051175
-4.80540270,6.34867896,0.01332040,1.12275790,1.65712786,2.26664619,0.04001425,2.37283173,0.51734161,0.52003697
-4.79939970,6.55470094,0.01388900,1.14839951,1.70370656,2.29492156,0.04150791,2.49503000,0.55517128,0.54135676
-4.79339670,6.77929611,0.01443795,1.17707557,1.75695247,2.33009902,0.04282864,2.62427573,0.59493175,0.56422670
-4.78739370,7.01960200,0.01495921,1.20831569,1.81588792,2.37161370,0.04395753,2.75912275,0.63627407,0.58834264
-4.78139070,7.27217856,0.01544493,1.24154837,1.87936287,2.41872209,0.04487980,2.89787362,0.67877705,0.61334640
-4.77538769,7.53307167,0.01588772,1.27610674,1.94607366,2.47051901,0.04558532,3.03861246,0.72195244,0.63883356
-4.76938469,7.79789583,0.01628086,1.31123831,2.01458738,2.52595912,0.04606901,3.17924674,0.76525263,0.66436338
-4.76338169,8.06193427,0.01661853,1.34611902,2.08337178,2.58388251,0.04633114,3.31755698,0.80808101,0.68947049
-4.75737869,8.32025415,0.01689600,1.37987122,2.15083005,2.64304371,0.04637730,3.45125308,0.84980453,0.71367783
-4.75137569,8.56783378,0.01710973,1.41158542,2.21533980,2.70214344,0.04621839,3.57803554,0.88976848,0.73651072
-4.74537269,8.79969830,0.01725752,1.44034489,2.27529487,2.75986239,0.04587033,3.69565974,0.92731280,0.75751118
-4.73936968,9.01105936,0.01733854,1.46525241,2.32914894,2.81489621,0.04535364,3.80200110,0.96178960,0.77625232
-4.73336668,9.19745454,0.01735334,1.48545792,2.37545909,2.86599078,0.04469299,3.89511896,0.99258125,0.79235196
-4.72736368,9.35488145,0.01730389,1.50018601,2.41292793,2.91197692,0.04391651,3.97331689,1.01911839,0.80548523
-4.72136068,9.47992175,0.01719345,1.50876194,2.44044235,2.95180345,0.04305517,4.03519707,1.04089722,0.81539544
-4.71535768,9.56985029,0.01702651,1.51063495,2.45710748,2.98456779,0.04214200,4.07970686,1.05749535,0.82190294
-4.70935468,9.62272515,0.01680867,1.50539776,2.46227419,3.00954287,0.04121139,4.10617534,1.06858553,0.82491140
-4.70335168,9.63745450,0.01654651,1.49280126,2.45555905,3.02619958,0.04029825,4.11433853,1.07394687,0.82441158
-4.69734867,9.61383750,0.01624740,1.47276373,2.43685568,3.03422385,0.03943733,4.10435190,1.07347272,0.82048199
-4.69134567,9.55257693,0.01591937,1.44537410,2.40633693,3.03352741,0.03866244,4.07678944,1.06717517,0.81328676
-4.68534267,9.45526253,0.01557087,1.41088907,2.36444783,3.02425184,0.03800578,4.03262919,1.05518575,0.80307064
-4.67933967,9.32432526,0.01521065,1.36972424,2.31188944,3.00676531,0.03749723,3.97322548,1.03775237,0.79015121
-4.67333667,9.16296352,0.01484752,1.32243983,2.24959426,2.98165192,0.03716369,3.90026865,1.01523246,0.77490876
-4.66733367,8.97504414,0.01449016,1.26972145,2.17869433,2.94969370,0.03702852,3.81573394,0.98808278,0.75777424
-4.66133067,8.76498141,0.01414697,1.21235710,2.10048331,2.91184574,0.03711092,3.72182113,0.95684618,0.73921553
-4.65532766,8.53759895,0.01382584,1.15121132,2.01637417,2.86920506,0.03742540,3.62088751,0.92213589,0.71972281
-4.64932466,8.29797958,0.01353400,1.08719774,1.92785422,2.82297437,0.03798129,3.51537656,0.88461808,0.69979344
-4.64332166,8.05130914,0.01327787,1.02125127,1.83643940,2.77442188,0.03878231,3.40774530,0.84499328,0.67991703
