energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.83191596,11.30254390,2.95462125,6.18679962,0.05932705,0.55994222,0.06766014,3.03013116,1.49733148,0.71236230
-5.82591296,11.21800150,2.96649608,6.08802003,0.06036207,0.54448088,0.06809441,3.05393427,1.52697666,0.71277703
-5.81990995,11.15420318,2.98091303,6.00043242,0.06157709,0.52920186,0.06863255,3.08465298,1.56023258,0.71498368
-5.81390695,11.11453160,2.99803382,5.92678583,0.06296561,0.51424841,0.06927846,3.12264333,1.59707670,0.71919857
-5.80790395,11.10199228,3.01796680,5.86959240,0.06451854,0.49976002,0.07003193,3.16816878,1.63743212,0.72561817
-5.80190095,11.11912311,3.04076005,5.83106202,0.06622420,0.48586915,0.07088852,3.22138424,1.68116394,0.73441215
-5.79589795,11.16791849,3.06639667,5.81304700,0.06806849,0.47269826,0.07183947,3.28232293,1.72807750,0.74571686
-5.78989495,11.24977065,3.09479242,5.81699865,0.07003507,0.46035699,0.07287189,3.35088652,1.77791847,0.75962962
-5.78389195,11.36542951,3.12579579,5.84393627,0.07210553,0.44893977,0.07396897,3.42683892,1.83037503,0.77620394
-5.77788894,11.51498167,3.15919048,5.89442920,0.07425975,0.43852390,0.07511045,3.50980395,1.88508180,0.79544573
-5.77188594,11.69784792,3.19469992,5.96859122,0.07647615,0.42916812,0.07627313,3.59926684,1.94162538,0.81731077
-5.76588294,11.91279815,3.23199355,6.06608679,0.07873201,0.42091165,0.07743151,3.69457924,1.99955112,0.84170338
-5.75987994,12.15798161,3.27069431,6.18614753,0.08100376,0.41377390,0.07855851,3.79496749,2.05837064,0.86847635
-5.75387694,12.43097000,3.31038681,6.32759761,0.08326725,0.40775450,0.07962626,3.89954353,2.11756970,0.89743206
-5.74787394,12.72881090,3.35062567,6.48888635,0.08549801,0.40283385,0.08060684,4.00731796,2.17661591,0.92832482
-5.74187094,13.04808863,3.39094330,6.66812616,0.08767139,0.39897404,0.08147313,4.11721467,2.23496579,0.96086423
-5.73586793,13.38499020,3.43085694,6.86313444,0.08976281,0.39612002,0.08219947,4.22808651,2.29207101,0.99471952
-5.72986493,13.73537408,3.46987436,7.07147801,0.09174783,0.39420098,0.08276237,4.33873150,2.34738352,1.02952483
-5.72386193,14.09484014,3.50749829,7.29051894,0.09360229,0.39313194,0.08314112,4.44790940,2.40035945,1.06488513
-5.71785893,14.45879967,3.54322942,7.51746102,0.09530244,0.39281540,0.08331821,4.55435817,2.45046202,1.10038286
-5.71185593,14.82254471,3.57656821,7.74939639,0.09682509,0.39314306,0.08327978,4.65681060,2.49716357,1.13558504
-5.70585293,15.18131660,3.60701587,7.98335208,0.09814773,0.39399762,0.08301580,4.75401069,2.53994709,1.17005075
-5.69984992,15.53037382,3.63407490,8.21633628,0.09924878,0.39525459,0.08252021,4.84473022,2.57830776,1.20333888
-5.69384692,15.86505942,3.65724976,8.44538445,0.10010786,0.39678419,0.08179096,4.92778542,2.61175486,1.23501596
-5.68784392,16.18086832,3.67604824,8.66760514,0.10070608,0.39845327,0.08082986,5.00205385,2.63981459,1.26466402
-5.68184092,16.47351456,3.68998389,8.88022541,0.10102642,0.40012737,0.07964240,5.06649154,2.66203412,1.29188816
-5.67583792,16.73899821,3.69858014,9.08063555,0.10105417,0.40167277,0.07823748,5.12015026,2.67798722,1.31632387
-5.66983492,16.97367124,3.70137611,9.26643232,0.10077738,0.40295873,0.07662703,5.16219474,2.68728151,1.33764372
-5.66383192,17.17430125,3.69793439,9.43546014,0.10018726,0.40385965,0.07482563,5.19191930,2.68956732,1.35556340
-5.65782891,17.33813116,3.68785050,9.58584881,0.09927867,0.40425737,0.07285010,5.20876363,2.68454786,1.36984684
-5.65182591,17.46293290,3.67076396,9.71604659,0.09805047,0.40404338,0.07071901,5.21232682,2.67199033,1.38031033
-5.64582291,17.54705263,3.64637013,9.82484719,0.09650584,0.40312094,0.06845224,5.20237910,2.65173725,1.38682537
-5.63981991,17.58944496,3.61443260,9.91140909,0.09465246,0.40140708,0.06607057,5.17887042,2.62371745,1.38932037
-5.63381691,17.58969376,3.57479511,9.97526591,0.09250262,0.39883432,0.06359524,5.14193527,2.58795588,1.38778081
-5.62781391,17.54801750,3.52739244,10.01632669,0.09007313,0.39535212,0.06104757,5.09189306,2.54458142,1.38224819
-5.62181091,17.46525757,3.47225956,10.03486523,0.08738511,0.39092792,0.05844856,5.02924365,2.49383208,1.37281757
-5.61580790,17.34284869,3.40953831,10.03149833,0.08446362,0.38554785,0.05581865,4.95465784,2.43605685,1.35963380
-5.60980490,17.18277160,3.33948126,10.00715291,0.08133717,0.37921688,0.05317737,4.86896275,2.37171401,1.34288678
-5.60380190,16.98748891,3.26245238,9.96302311,0.07803706,0.37195866,0.05054315,4.77312252,2.30136541,1.32280567
-5.59779890,16.75986605,3.17892437,9.90051852,0.07459669,0.36381474,0.04793313,4.66821483,2.22566694,1.29965244
-5.59179590,16.50308012,3.08947269,9.82120553,0.07105070,0.35484354,0.04536299,4.55540399,2.14535533,1.27371501
-5.58579290,16.22052026,2.99476655,9.72674421,0.06743417,0.34511885,0.04284687,4.43591174,2.06123187,1.24530012
-5.57978989,15.91568350,2.89555720,9.61882328,0.06378174,0.33472805,0.04039728,4.31098678,1.97414352,1.21472629
-5.57378689,15.59207051,2.79266393,9.49909623,0.06012684,0.32377007,0.03802511,4.18187440,1.88496243,1.18231711
-5.56778389,15.25308581,2.68695847,9.36912132,0.05650092,0.31235315,0.03573962,4.04978724,1.79456464,1.14839488
-5.56178089,14.90194646,2.57934817,9.23030838,0.05293282,0.30059257,0.03354849,3.91587848,1.70380891,1.11327508
-5.55577789,14.54160324,2.47075860,9.08387472,0.04944822,0.28860818,0.03145785,3.78121843,1.61351664,1.07726143
-5.54977489,14.17467717,2.36211609,8.93081234,0.04606930,0.27652204,0.02947242,3.64677522,1.52445369,1.04064187
-5.54377189,13.80341386,2.25433059,8.77186774,0.04281445,0.26445603,0.02759558,3.51340028,1.43731473,1.00368533
-5.53776888,13.42965679,2.14827925,8.60753532,0.03969820,0.25252957,0.02582951,3.38181886,1.35271084,0.96663929
-5.53176588,13.05483998,2.04479094,8.43806425,0.03673126,0.24085737,0.02417528,3.25262556,1.27116046,0.92972813
-5.52576288,12.67999928,1.94463202,8.26347856,0.03392068,0.22954735,0.02263297,3.12628482,1.19308404,0.89315210
-5.51975988,12.30580078,1.84849345,8.08360889,0.03127013,0.21869863,0.02120183,3.00313575,1.11880230,0.85708685
-5.51375688,11.93258394,1.75697932,7.89813435,0.02878029,0.20839976,0.01988031,2.88340085,1.04853780,0.82168345
-5.50775388,11.56041654,1.67059709,7.70663200,0.02644924,0.19872697,0.01866626,2.76719783,0.98241956,0.78706875
-5.50175088,11.18915808,1.58974945,7.50863147,0.02427295,0.18974274,0.01755692,2.65455365,0.92049022,0.75334611
-5.49574787,10.81852810,1.51472809,7.30367182,0.02224573,0.18149458,0.01654905,2.54542011,0.86271515,0.72059631
-5.48974487,10.44817588,1.44570944,7.09135774,0.02036069,0.17401401,0.01563903,2.43969011,0.80899293,0.68887881
-5.48374187,10.07774821,1.38275266,6.87141241,0.01861019,0.16731592,0.01482287,2.33721379,0.75916670,0.65823311
-5.47773887,9.70695220,1.32579991,6.64372453,0.01698621,0.16139827,0.01409632,2.23781411,0.71303568,0.62868045
-5.47173587,9.33561074,1.27467930,6.40838734,0.01548067,0.15624218,0.01345494,2.14130121,0.67036649,0.60022573
-5.46573287,8.96370864,1.22911039,6.16572813,0.01408570,0.15181247,0.01289420,2.04748529,0.63090385,0.57285972
-5.45972986,8.59142822,1.18871252,5.91632698,0.01279385,0.14805865,0.01240955,1.95618770,0.59438024,0.54656157
-5.45372686,8.21917369,1.15301586,5.66102448,0.01159821,0.14491633,0.01199653,1.86725022,0.56052452,0.52130159
-5.44772386,7.84758427,1.12147511,5.40091817,0.01049252,0.14230919,0.01165095,1.78054242,0.52906918,0.49704425
-5.44172086,7.47753648,1.09348552,5.13734861,0.00947116,0.14015123,0.01136895,1.69596728,0.49975629,0.47375149
-5.43571786,7.11013656,1.06840095,4.87187584,0.00852919,0.13834947,0.01114721,1.61346501,0.47234224,0.45138598
-5.42971486,6.74670419,1.04555345,4.60624793,0.00766228,0.13680686,0.01098306,1.53301551,0.44660118,0.42991452
-5.42371186,6.38874887,1.02427364,4.34236305,0.00686670,0.13542539,0.01087462,1.45463927,0.42232751,0.40931127
-5.41770885,6.03794061,1.00391132,4.08222706,0.00613924,0.13410927,0.01082098,1.37839723,0.39933740,0.38956062
-5.41170585,5.69607633,0.98385550,3.82790858,0.00547712,0.13276799,0.01082223,1.30438943,0.37746956,0.37065978
-5.40570285,5.36504345,0.96355306,3.58149308,0.00487802,0.13131927,0.01087957,1.23275278,0.35658539,0.35262070
-5.39969985,5.04678190,0.94252525,3.34503805,0.00433998,0.12969158,0.01099534,1.16365785,0.33656865,0.33547130
-5.39369685,4.74324573,0.92038153,3.12053038,0.00386139,0.12782633,0.01117297,1.09730492,0.31732466,0.31925599
-5.38769385,4.45636512,0.89682993,2.90984733,0.00344100,0.12567948,0.01141690,1.03391922,0.29877931,0.30403526
-5.38169085,4.18800956,0.87168372,2.71472193,0.00307793,0.12322259,0.01173244,0.97374538,0.28087765,0.28988440
-5.37568784,3.93995270,0.84486407,2.53671340,0.00277167,0.12044324,0.01212556,0.91704124,0.26358241,0.27689141
-5.36968484,3.71383924,0.81639861,2.37718278,0.00252213,0.11734479,0.01260262,0.86407108,0.24687219,0.26515411
-5.36368184,3.51115414,0.78641606,2.23727405,0.00232969,0.11394551,0.01317006,0.81509818,0.23073957,0.25477649
-5.35767884,3.33319431,0.75513720,2.11790033,0.00219519,0.11027723,0.01383403,0.77037718,0.21518905,0.24586466
-5.35167584,3.18104309,0.72286276,2.01973487,0.00211999,0.10638336,0.01460003,0.73014597,0.20023480,0.23852231
-5.34567284,3.05554736,0.68995859,1.94320651,0.00210595,0.10231667,0.01547251,0.69461771,0.18589839,0.23284602
-5.33966983,2.95729784,0.65683912,1.88849878,0.00215544,0.09813668,0.01645447,0.66397289,0.17220645,0.22892059
-5.33366683,2.88661236,0.62394959,1.85555242,0.00227129,0.09390693,0.01754716,0.63835174,0.15918833,0.22681452
-5.32766383,2.84352251,0.59174795,1.84407043,0.00245671,0.08969227,0.01874970,0.61784736,0.14687378,0.22657591
-5.32166083,2.82776374,0.56068716,1.85352541,0.00271518,0.08555619,0.02005885,0.60249953,0.13529085,0.22822881
-5.31565783,2.83876913,0.53119850,1.88316851,0.00305032,0.08155839,0.02146886,0.59228961,0.12446390,0.23177027
-5.30965483,2.87566694,0.50367647,1.93203982,0.00346571,0.07775262,0.02297134,0.58713658,0.11441191,0.23716809
-5.30365183,2.93728199,0.47846588,1.99897968,0.00396464,0.07418492,0.02455524,0.58689446,0.10514706,0.24435933
-5.29764882,3.02214110,0.45585122,2.08264097,0.00454990,0.07089226,0.02620700,0.59135110,0.09667371,0.25324972
-5.29164582,3.12848246,0.43604879,2.18150205,0.00522349,0.06790164,0.02791064,0.60022838,0.08898765,0.26371382
-5.28564282,3.25426905,0.41920142,2.29388044,0.00598633,0.06522967,0.02964806,0.61318396,0.08207585,0.27559595
-5.27963982,3.39720602,0.40537594,2.41794732,0.00683798,0.06288252,0.03139937,0.62981441,0.07591646,0.28871192
-5.27363682,3.55476200,0.39456321,2.55174288,0.00777636,0.06085633,0.03314326,0.64965972,0.07047921,0.30285140
-5.26763382,3.72419430,0.38668040,2.69319293,0.00879751,0.05913795,0.03485743,0.67220909,0.06572613,0.31778089
-5.26163082,3.90257801,0.38157547,2.84012670,0.00989536,0.05770597,0.03651905,0.69690789,0.06161244,0.33324722
-5.25562781,4.08683875,0.37903332,2.99029644,0.01106156,0.05653193,0.03810523,0.72316568,0.05808768,0.34898157
-5.24962481,4.27378922,0.37878344,3.14139878,0.01228546,0.05558176,0.03959351,0.75036517,0.05509704,0.36470382
-5.24362181,4.46016929,0.38050875,3.29109832,0.01355403,0.05481726,0.04096227,0.77787192,0.05258258,0.38012728
-5.23761881,4.64268944,0.38385518,3.43705336,0.01485202,0.05419755,0.04219118,0.80504472,0.05048467,0.39496361
-5.23161581,4.81807728,0.38844185,3.57694404,0.01616210,0.05368059,0.04326159,0.83124647,0.04874325,0.40892807
-5.22561281,4.98312671,0.39387149,3.70850268,0.01746521,0.05322452,0.04415684,0.85585529,0.04729904,0.42174470
-5.21960980,5.13474913,0.39974086,3.82954602,0.01874091,0.05278893,0.04486261,0.87827584,0.04609469,0.43315173
-5.21360680,5.27002578,0.40565094,3.93800902,0.01996787,0.05233597,0.04536713,0.89795047,0.04507572,0.44290680
-5.20760380,5.38626028,0.41121668,4.03197954,0.02112442,0.05183124,0.04566140,0.91437004,0.04419135,0.45079204
-5.20160080,5.48103008,0.41607609,4.10973304,0.02218917,0.05124462,0.04573931,0.92708418,0.04339514,0.45661888
-5.19559780,5.55223537,0.41989848,4.16976629,0.02314162,0.05055077,0.04559779,0.93571057,0.04264551,0.46023242
-5.18959480,5.59814391,0.42239170,4.21082905,0.02396284,0.04972950,0.04523680,0.93994309,0.04190605,0.46151518
-5.18359180,5.61743005,0.42330819,4.23195237,0.02463602,0.04876605,0.04465939,0.93955850,0.04114576,0.46039015
-5.17758879,5.60920652,0.42244972,4.23247235,0.02514710,0.04765107,0.04387162,0.93442133,0.04033906,0.45682298
-5.17158579,5.57304712,0.41967073,4.21204827,0.02548521,0.04638049,0.04288244,0.92448677,0.03946579,0.45082318
-5.16558279,5.50899932,0.41488015,4.17067379,0.02564304,0.04495536,0.04170362,0.90980139,0.03851101,0.44244417
-5.15957979,5.41758553,0.40804167,4.10868065,0.02561713,0.04338137,0.04034945,0.89050158,0.03746482,0.43178227
-5.15357679,5.29979260,0.39917253,4.02673408,0.02540798,0.04166847,0.03883654,0.86680955,0.03632195,0.41897443
-5.14757379,5.15704918,0.38834082,3.92581978,0.02502001,0.03983030,0.03718353,0.83902715,0.03508146,0.40419488
-5.14157079,4.99119146,0.37566139,3.80722249,0.02446142,0.03788354,0.03541069,0.80752748,0.03374626,0.38765070
-5.13556778,4.80441803,0.36129061,3.67249662,0.02374391,0.03584733,0.03353955,0.77274459,0.03232265,0.36957642
-5.12956478,4.59923523,0.34542009,3.52342974,0.02288225,0.03374253,0.03159251,0.73516169,0.03081980,0.35022795
-5.12356178,4.37839474,0.32826965,3.36200008,0.02189377,0.03159109,0.02959234,0.69529813,0.02924927,0.32987591
-5.11755878,4.14482551,0.31007983,3.19032940,0.02079780,0.02941538,0.02756175,0.65369574,0.02762442,0.30879869
-5.11155578,3.90156246,0.29110409,3.01063293,0.01961503,0.02723756,0.02552296,0.61090491,0.02595993,0.28727545
-5.10555278,3.65167434,0.27160116,2.82516790,0.01836687,0.02507903,0.02349721,0.56747101,0.02427126,0.26557939
-5.09954977,3.39819334,0.25182770,2.63618272,0.01707481,0.02295990,0.02150443,0.52392157,0.02257416,0.24397142
-5.09354677,3.14404876,0.23203152,2.44586828,0.01575981,0.02089860,0.01956285,0.48075460,0.02088425,0.22269455
-5.08754377,2.89200688,0.21244558,2.25631296,0.01444178,0.01891147,0.01768869,0.43842855,0.01921657,0.20196912
-5.08154077,2.64461878,0.19328294,2.06946293,0.01313911,0.01701259,0.01589595,0.39735403,0.01758522,0.18198903
-5.07553777,2.40417761,0.17473281,1.88708857,0.01186826,0.01521354,0.01419628,0.35788759,0.01600311,0.16291905
-5.06953477,2.17268606,0.15695763,1.71075795,0.01064354,0.01352335,0.01259882,0.32032765,0.01448163,0.14489319
-5.06353177,1.95183459,0.14009135,1.54181784,0.00947688,0.01194852,0.01111029,0.28491242,0.01303059,0.12801424
-5.05752876,1.74299041,0.12423876,1.38138238,0.00837780,0.01049308,0.00973498,0.25181998,0.01165801,0.11235424
-5.05152576,1.54719661,0.10947585,1.23032917,0.00735338,0.00915874,0.00847488,0.22117005,0.01037013,0.09795588
-5.04552276,1.36518079,0.09585099,1.08930241,0.00640839,0.00794510,0.00732993,0.19302746,0.00917143,0.08483469
-5.03951976,1.19737200,0.08338695,0.95872241,0.00554542,0.00684987,0.00629814,0.16740686,0.00806464,0.07298181
-5.03351676,1.04392451,0.07208342,0.83880049,0.00476515,0.00586917,0.00537594,0.14427847,0.00705094,0.06236723
-5.02751376,0.90474714,0.06191999,0.72955844,0.00406654,0.00499778,0.00455839,0.12357452,0.00613004,0.05294327
-5.02151076,0.77953641,0.05285941,0.63085127,0.00344716,0.00422944,0.00383951,0.10519604,0.00530043,0.04464819
-5.01550775,0.66781217,0.04485090,0.54239233,0.00290349,0.00355714,0.00321251,0.08901978,0.00455954,0.03740975
-5.00950475,0.56895408,0.03783349,0.46377972,0.00243116,0.00297337,0.00267010,0.07490498,0.00390396,0.03114862
-5.00350175,0.48223793,0.03173923,0.39452297,0.00202526,0.00247039,0.00220470,0.06269971,0.00332973,0.02578152
-4.99749875,0.40687040,0.02649613,0.33406917,0.00168061,0.00204041,0.00180870,0.05224681,0.00283249,0.02122405
-4.99149575,0.34202161,0.02203084,0.28182782,0.00139192,0.00167582,0.00147460,0.04338903,0.00240776,0.01739312
-4.98549275,0.28685471,0.01827100,0.23719383,0.00115410,0.00136931,0.00119522,0.03597361,0.00205109,0.01420893
-4.97948974,0.24055188,0.01514723,0.19956821,0.00096232,0.00111403,0.00096376,0.02985603,0.00175832,0.01159665
-4.97348674,0.20233680,0.01259470,0.16837615,0.00081220,0.00090369,0.00077396,0.02490298,0.00152569,0.00948762
-4.96748374,0.17149304,0.01055448,0.14308232,0.00069991,0.00073261,0.00062012,0.02099474,0.00135004,0.00782017
-4.96148074,0.14737883,0.00897444,0.12320336,0.00062223,0.00059581,0.00049715,0.01802678,0.00122888,0.00654021
-4.95547774,0.12943799,0.00780991,0.10831756,0.00057659,0.00048903,0.00040059,0.01591080,0.00116057,0.00560143
-4.94947474,0.11720749,0.00702409,0.09807174,0.00056112,0.00040876,0.00032660,0.01457529,0.00114436,0.00496533
-4.94347174,0.11032170,0.00658820,0.09218567,0.00057463,0.00035227,0.00027197,0.01396551,0.00118042,0.00460105
-4.93746873,0.10851383,0.00648147,0.09045403,0.00061662,0.00031763,0.00023404,0.01404326,0.00126997,0.00448498
-4.93146573,0.11161465,0.00669101,0.09274613,0.00068721,0.00030374,0.00021074,0.01478615,0.00141519,0.00460040
-4.92546273,0.11954892,0.00721145,0.09900374,0.00078713,0.00031031,0.00020049,0.01618673,0.00161928,0.00493688
-4.91945973,0.13232974,0.00804463,0.10923692,0.00091764,0.00033796,0.00020218,0.01825136,0.00188642,0.00548973
-4.91345673,0.15005107,0.00919909,0.12351838,0.00108049,0.00038819,0.00021515,0.02099891,0.00222170,0.00625943
-4.90745373,0.17287869,0.01068954,0.14197633,0.00127779,0.00046348,0.00023913,0.02445930,0.00263104,0.00725100
-4.90145073,0.20103978,0.01253635,0.16478599,0.00151200,0.00056732,0.00027420,0.02867201,0.00312113,0.00847335
-4.89544772,0.23481126,0.01476486,0.19216011,0.00178574,0.00070428,0.00032079,0.03368440,0.00369927,0.00993877
-4.88944472,0.27450726,0.01740479,0.22433847,0.00210177,0.00088011,0.00037958,0.03955006,0.00437329,0.01166232
-4.88344172,0.32046575,0.02048951,0.26157664,0.00246280,0.00110174,0.00045153,0.04632706,0.00515132,0.01366126
-4.87743872,0.37303457,0.02405534,0.30413423,0.00287146,0.00137741,0.00053783,0.05407620,0.00604168,0.01595461
-4.87143572,0.43255720,0.02814078,0.35226275,0.00333008,0.00171673,0.00063986,0.06285926,0.00705266,0.01856262
-4.86543272,0.49935829,0.03278571,0.40619335,0.00384065,0.00213066,0.00075915,0.07273725,0.00819235,0.02150634
-4.85942971,0.57372943,0.03803049,0.46612466,0.00440462,0.00263161,0.00089737,0.08376873,0.00946842,0.02480722
-4.85342671,0.65591518,0.04391512,0.53221102,0.00502283,0.00323335,0.00105630,0.09600810,0.01088793,0.02848672
-4.84742371,0.74609986,0.05047825,0.60455128,0.00569536,0.00395105,0.00123777,0.10950407,0.01245717,0.03256593
-4.84142071,0.84439515,0.05775616,0.68317851,0.00642141,0.00480111,0.00144363,0.12429810,0.01418143,0.03706528
-4.83541771,0.95082895,0.06578171,0.76805086,0.00719923,0.00580109,0.00167575,0.14042301,0.01606490,0.04200415
-4.82941471,1.06533563,0.07458325,0.85904380,0.00802600,0.00696946,0.00193595,0.15790163,0.01811053,0.04740055
-4.82341171,1.18774805,0.08418347,0.95594404,0.00889777,0.00832540,0.00222598,0.17674567,0.02031996,0.05327080
-4.81740870,1.31779149,0.09459827,1.05844533,0.00980943,0.00988847,0.00254751,0.19695455,0.02269347,0.05962912
-4.81140570,1.45507977,0.10583559,1.16614636,0.01075465,0.01167828,0.00290209,0.21851454,0.02523003,0.06648725
-4.80540270,1.59911381,0.11789433,1.27855094,0.01172592,0.01371404,0.00329113,0.24139795,0.02792733,0.07385404
-4.79939970,1.74928265,0.13076332,1.39507058,0.01271461,0.01601417,0.00371592,0.26556245,0.03078195,0.08173494
-4.79339670,1.90486723,0.14442039,1.51502960,0.01371097,0.01859577,0.00417761,0.29095068,0.03378952,0.09013152
-4.78739370,2.06504691,0.15883160,1.63767277,0.01470432,0.02147415,0.00467721,0.31748999,0.03694493,0.09904093
-4.78139070,2.22890872,0.17395070,1.76217537,0.01568313,0.02466230,0.00521565,0.34509233,0.04024264,0.10845535
-4.77538769,2.39545928,0.18971881,1.88765575,0.01663525,0.02817043,0.00579372,0.37365454,0.04367694,0.11836144
-4.76938469,2.56363926,0.20606435,2.01318985,0.01754810,0.03200544,0.00641218,0.40305875,0.04724221,0.12873982
-4.76338169,2.73233995,0.22290336,2.13782769,0.01840893,0.03617050,0.00707171,0.43317305,0.05093325,0.13956456
-4.75737869,2.90042168,0.24014012,2.26061112,0.01920506,0.04066463,0.00777294,0.46385253,0.05474547,0.15080280
-4.75137569,3.06673349,0.25766806,2.38059253,0.01992423,0.04548236,0.00851648,0.49494046,0.05867505,0.16241444
-4.74537269,3.23013338,0.27537105,2.49685374,0.02055483,0.05061344,0.00930286,0.52626972,0.06271900,0.17435191
-4.73936968,3.38950856,0.29312503,2.60852445,0.02108625,0.05604258,0.01013248,0.55766451,0.06687514,0.18656015
-4.73336668,3.54379474,0.31079977,2.71479964,0.02150916,0.06174937,0.01100560,0.58894210,0.07114187,0.19897672
-4.72736368,3.69199387,0.32826097,2.81495498,0.02181578,0.06770810,0.01192217,0.61991473,0.07551788,0.21153206
-4.72136068,3.83318946,0.34537240,2.90835984,0.02200013,0.07388782,0.01288177,0.65039163,0.08000165,0.22414992
-4.71535768,3.96655896,0.36199811,2.99448714,0.02205824,0.08025236,0.01388337,0.68018088,0.08459091,0.23674805
-4.70935468,4.09138260,0.37800469,3.07291979,0.02198827,0.08676047,0.01492523,0.70909137,0.08928188,0.24923892
-4.70335168,4.20704862,0.39326329,3.14335331,0.02179062,0.09336602,0.01600467,0.73693457,0.09406853,0.26153069
-4.69734867,4.31305458,0.40765169,3.20559476,0.02146799,0.10001831,0.01711786,0.76352623,0.09894182,0.27352839
-4.69134567,4.40900538,0.42105597,3.25955811,0.02102526,0.10666242,0.01825963,0.78868807,0.10388890,0.28513508
-4.68534267,4.49460808,0.43337206,3.30525656,0.02046945,0.11323976,0.01942331,0.81224928,0.10889250,0.29625334
-4.67933967,4.56966468,0.44450710,3.34279236,0.01980953,0.11968863,0.02060059,0.83404817,0.11393044,0.30678680
-4.67333667,4.63406352,0.45438040,3.37234510,0.01905614,0.12594497,0.02178144,0.85393377,0.11897537,0.31664177
-4.66733367,4.68777042,0.46292440,3.39415924,0.01822136,0.13194323,0.02295412,0.87176764,0.12399484,0.32572908
-4.66133067,4.73082071,0.47008529,3.40853196,0.01731837,0.13761739,0.02410522,0.88742594,0.12895166,0.33396602
-4.65532766,4.76331309,0.47582361,3.41580223,0.01636106,0.14290213,0.02521985,0.90080167,0.13380461,0.34127828
-4.64932466,4.78540616,0.48011472,3.41634176,0.01536371,0.14773413,0.02628188,0.91180737,0.13850958,0.34760212
-4.64332166,4.79731809,0.48294921,3.41054864,0.01434064,0.15205344,0.02727428,0.92037796,0.14302097,0.35288644
