energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Y_p_up,Y_d_up
-5.61580790,7.45169083,0.00586357,4.50985450,1.07711333,0.02037970,3.88586528,2.61138878
-5.60980490,7.57433028,0.00596273,4.59747200,1.07805628,0.02097072,3.98118241,2.64503832
-5.60380190,7.67303017,0.00603132,4.67251859,1.07384807,0.02150736,4.06379462,2.67093864
-5.59779890,7.74656677,0.00606851,4.73404614,1.06458829,0.02198195,4.13253896,2.68880610
-5.59179590,7.79403918,0.00607397,4.78126766,1.05045390,0.02238747,4.18642451,2.69845638
-5.58579290,7.81487637,0.00604783,4.81356792,1.03169191,0.02271775,4.22465310,2.69980295
-5.57978989,7.80883883,0.00599069,4.83051123,1.00861071,0.02296756,4.24663662,2.69285426
-5.57378689,7.77601491,0.00590359,4.83184658,0.98157054,0.02313275,4.25201049,2.67770973
-5.56778389,7.71681278,0.00578801,4.81751013,0.95097346,0.02321037,4.24064293,2.65455522
-5.56178089,7.63194818,0.00564576,4.78762512,0.91725324,0.02319871,4.21263972,2.62365793
-5.55577789,7.52242869,0.00547900,4.74249937,0.88086540,0.02309736,4.16834409,2.58536107
-5.54977489,7.38953473,0.00529017,4.68262035,0.84227770,0.02290723,4.10833188,2.54007859
-5.54377189,7.23479786,0.00508191,4.60864810,0.80196133,0.02263053,4.03340174,2.48828974
-5.53776888,7.05997654,0.00485703,4.52140587,0.76038285,0.02227074,3.94456081,2.43053384
-5.53176588,6.86702983,0.00461845,4.42186879,0.71799704,0.02183253,3.84300589,2.36740490
-5.52576288,6.65808909,0.00436917,4.31115054,0.67524071,0.02132170,3.73010088,2.29954618
-5.51975988,6.43542812,0.00411213,4.19048822,0.63252738,0.02074504,3.60735075,2.22764446
-5.51375688,6.20143189,0.00385028,4.06122540,0.59024297,0.02011021,3.47637283,2.15242393
-5.50775388,5.95856407,0.00358643,3.92479365,0.54874231,0.01942561,3.33886614,2.07463943
-5.50175088,5.70933368,0.00332328,3.78269244,0.50834652,0.01870018,3.19657949,1.99506894
-5.49574787,5.45626107,0.00306334,3.63646775,0.46934112,0.01794327,3.05127901,1.91450518
-5.48974487,5.20184361,0.00280891,3.48768940,0.43197488,0.01716446,2.90471606,1.83374620
-5.48374187,4.94852129,0.00256208,3.33792740,0.39645932,0.01637338,2.75859606,1.75358492
-5.47773887,4.69864275,0.00232468,3.18872759,0.36296876,0.01557951,2.61454891,1.67479768
-5.47173587,4.45443213,0.00209828,3.04158670,0.33164098,0.01479209,2.47410168,1.59813195
-5.46573287,4.21795720,0.00188421,2.89792759,0.30257826,0.01401987,2.33865394,1.52429337
-5.45972986,3.99109945,0.00168352,2.75907473,0.27584894,0.01327105,2.20945625,1.45393241
-5.45372686,3.77552665,0.00149702,2.62623081,0.25148930,0.01255309,2.08759220,1.38763115
-5.44772386,3.57266862,0.00132528,2.50045501,0.22950580,0.01187266,1.97396412,1.32589050
-5.44172086,3.38369699,0.00116867,2.38264352,0.20987753,0.01123550,1.86928293,1.26911854
-5.43571786,3.20950950,0.00102734,2.27351313,0.19255899,0.01064640,1.77406205,1.21762042
-5.42971486,3.05071965,0.00090130,2.17358867,0.17748289,0.01010913,1.68861565,1.17159040
-5.42371186,2.90765227,0.00079039,2.08319471,0.16456320,0.00962644,1.61306108,1.13110658
-5.41770885,2.78034545,0.00069434,2.00245227,0.15369817,0.00920005,1.54732568,1.09612870
-5.41170585,2.66855905,0.00061281,1.93128096,0.14477337,0.00883072,1.49115743,1.06649943
-5.40570285,2.57179009,0.00054537,1.86940657,0.13766464,0.00851825,1.44413970,1.04194926
-5.39969985,2.48929452,0.00049155,1.81637434,0.13224104,0.00826159,1.40570923,1.02210507
-5.39369685,2.42011519,0.00045087,1.77156749,0.12836746,0.00805889,1.37517734,1.00650222
-5.38769385,2.36311511,0.00042282,1.73423065,0.12590715,0.00790763,1.35175352,0.99459986
-5.38169085,2.31701510,0.00040688,1.70349731,0.12472390,0.00780472,1.33457079,0.98579893
-5.37568784,2.28043450,0.00040254,1.67842047,0.12468396,0.00774658,1.32271221,0.97946220
-5.36968484,2.25193366,0.00040927,1.65800523,0.12565754,0.00772929,1.31523761,0.97493555
-5.36368184,2.23005662,0.00042655,1.64124218,0.12752002,0.00774865,1.31120970,0.97156968
-5.35767884,2.21337239,0.00045383,1.62714019,0.13015274,0.00780035,1.30971892,0.96874126
-5.35167584,2.20051347,0.00049051,1.61475739,0.13344344,0.00787997,1.30990601,0.96587267
-5.34567284,2.19021021,0.00053596,1.60322912,0.13728634,0.00798315,1.31098180,0.96244958
-5.33966983,2.18131977,0.00058949,1.59179172,0.14158195,0.00810560,1.31224366,0.95803544
-5.33366683,2.17284904,0.00065031,1.57980159,0.14623662,0.00824315,1.31308805,0.95228265
-5.32766383,2.16397086,0.00071757,1.56674856,0.15116202,0.00839186,1.31301915,0.94493963
-5.32166083,2.15403334,0.00079028,1.55226375,0.15627445,0.00854796,1.31165338,0.93585405
-5.31565783,2.14256251,0.00086738,1.53612149,0.16149429,0.00870796,1.30872004,0.92497191
-5.30965483,2.12925875,0.00094769,1.51823591,0.16674552,0.00886861,1.30405825,0.91233289
-5.30365183,2.11398774,0.00102992,1.49865258,0.17195551,0.00902694,1.29761079,0.89806239
-5.29764882,2.09676680,0.00111273,1.47753588,0.17705504,0.00918028,1.28941531,0.88236068
-5.29164582,2.07774783,0.00119468,1.45515312,0.18197872,0.00932624,1.27959349,0.86549001
-5.28564282,2.05719777,0.00127431,1.43185628,0.18666573,0.00946277,1.26833887,0.84776032
-5.27963982,2.03547786,0.00135014,1.40806228,0.19106085,0.00958811,1.25590402,0.82951419
-5.27363682,2.01302250,0.00142072,1.38423283,0.19511589,0.00970090,1.24258742,0.81111199
-5.26763382,1.99031865,0.00148468,1.36085467,0.19879110,0.00980010,1.22872087,0.79291757
-5.26163082,1.96788631,0.00154073,1.33842077,0.20205688,0.00988508,1.21465753,0.77528519
-5.25562781,1.94626061,0.00158773,1.31741328,0.20489523,0.00995559,1.20076099,0.75854815
-5.24962481,1.92597557,0.00162472,1.29828836,0.20730108,0.01001180,1.18739560,0.74300914
-5.24362181,1.90754969,0.00165093,1.28146332,0.20928320,0.01005429,1.17491794,0.72893275
-5.23761881,1.89147327,0.00166582,1.26730599,0.21086458,0.01008400,1.16366959,0.71653992
-5.23161581,1.87819708,0.00166913,1.25612633,0.21208223,0.01010229,1.15397087,0.70600435
-5.22561281,1.86812241,0.00166080,1.24817019,0.21298619,0.01011083,1.14611566,0.69745066
-5.21960980,1.86159199,0.00164107,1.24361486,0.21363785,0.01011157,1.14036693,0.69095410
-5.21360680,1.85888181,0.00161040,1.24256645,0.21410751,0.01010669,1.13695287,0.68654145
-5.20760380,1.86019364,0.00156948,1.24505861,0.21447125,0.01009850,1.13606363,0.68419302
-5.20160080,1.86564835,0.00151920,1.25105269,0.21480733,0.01008936,1.13784837,0.68384534
-5.19559780,1.87528014,0.00146062,1.26043898,0.21519215,0.01008158,1.14241277,0.68539451
-5.18959480,1.88903188,0.00139494,1.27303911,0.21569605,0.01007735,1.14981697,0.68869982
-5.18359180,1.90675206,0.00132344,1.28860950,0.21637923,0.01007859,1.16007386,0.69358779
-5.17758879,1.92819345,0.00124744,1.30684585,0.21728789,0.01008692,1.17314806,0.69985641
-5.17158579,1.95301409,0.00116830,1.32738871,0.21845093,0.01010354,1.18895547,0.70727948
-5.16558279,1.98078070,0.00108731,1.34983007,0.21987746,0.01012921,1.20736352,0.71561126
-5.15957979,2.01097481,0.00100574,1.37372100,0.22155508,0.01016418,1.22819231,0.72459121
-5.15357679,2.04300165,0.00092472,1.39858014,0.22344935,0.01020819,1.25121646,0.73394888
-5.14757379,2.07620163,0.00084530,1.42390303,0.22550429,0.01026047,1.27616790,0.74340891
-5.14157079,2.10986419,0.00076837,1.44917193,0.22764396,0.01031973,1.30273925,0.75269619
-5.13556778,2.14324360,0.00069469,1.47386596,0.22977512,0.01038429,1.33058795,0.76154085
-5.12956478,2.17557597,0.00062484,1.49747120,0.23179083,0.01045206,1.35934085,0.76968321
-5.12356178,2.20609704,0.00055928,1.51949037,0.23357473,0.01052066,1.38859908,0.77687841
-5.11755878,2.23405982,0.00049831,1.53945191,0.23500589,0.01058749,1.41794319,0.78290070
-5.11155578,2.25875135,0.00044210,1.55691790,0.23596390,0.01064983,1.44693822,0.78754706
-5.10555278,2.27950815,0.00039071,1.57149083,0.23633405,0.01070493,1.47513885,0.79064026
-5.09954977,2.29572954,0.00034407,1.58281885,0.23601216,0.01075010,1.50209427,0.79203114
-5.09354677,2.30688855,0.00030206,1.59059959,0.23490907,0.01078278,1.52735311,0.79160005
-5.08754377,2.31254026,0.00026446,1.59458247,0.23295438,0.01080060,1.55046827,0.78925754
-5.08154077,2.31232743,0.00023104,1.59456961,0.23009935,0.01080146,1.57100182,0.78494424
-5.07553777,2.30598360,0.00020151,1.59041577,0.22631892,0.01078355,1.58853015,0.77863017
-5.06953477,2.29333402,0.00017558,1.58202730,0.22161270,0.01074539,1.60264961,0.77031346
-5.06353177,2.27429474,0.00015295,1.56936066,0.21600497,0.01068585,1.61298254,0.76001875
-5.05752876,2.24887033,0.00013333,1.55242077,0.20954377,0.01060414,1.61918411,0.74779542
-5.05152576,2.21715091,0.00011646,1.53125944,0.20229913,0.01049984,1.62094981,0.73371575
-5.04552276,2.17930866,0.00010212,1.50597416,0.19436059,0.01037288,1.61802360,0.71787326
-5.03951976,2.13559448,0.00009011,1.47670740,0.18583426,0.01022354,1.61020664,0.70038125
-5.03351676,2.08633490,0.00008027,1.44364652,0.17683941,0.01005243,1.59736628,0.68137170
-5.02751376,2.03192941,0.00007251,1.40702409,0.16750491,0.00986055,1.57944512,0.66099443
-5.02151076,1.97284827,0.00006678,1.36711872,0.15796573,0.00964920,1.55646957,0.63941659
-5.01550775,1.90963061,0.00006308,1.32425589,0.14835947,0.00942006,1.52855761,0.61682231
-5.00950475,1.84288258,0.00006149,1.27880875,0.13882321,0.00917516,1.49592521,0.59341255
-5.00350175,1.77327528,0.00006214,1.23119838,0.12949073,0.00891690,1.45889104,0.56940479
-4.99749875,1.70154212,0.00006525,1.18189329,0.12049013,0.00864805,1.41787897,0.54503263
-4.99149575,1.62847521,0.00007111,1.13140794,0.11194198,0.00837175,1.37341815,0.52054501
-4.98549275,1.55492059,0.00008010,1.08029987,0.10395787,0.00809151,1.32614051,0.49620505
-4.97948974,1.48177205,0.00009268,1.02916557,0.09663950,0.00781120,1.27677549,0.47228836
-4.97348674,1.40996337,0.00010943,0.97863486,0.09007815,0.00753503,1.22614215,0.44908072
-4.96748374,1.34045920,0.00013101,0.92936396,0.08435449,0.00726752,1.17513893,0.42687533
-4.96148074,1.27424443,0.00015823,0.88202740,0.07953877,0.00701343,1.12473116,0.40596947
-4.95547774,1.21231249,0.00019198,0.83730898,0.07569116,0.00677775,1.07593695,0.38666070
-4.94947474,1.15565282,0.00023330,0.79589206,0.07286225,0.00656561,1.02981167,0.36924288
-4.94347174,1.10523777,0.00028330,0.75844964,0.07109370,0.00638222,0.98743161,0.35400185
-4.93746873,1.06200943,0.00034326,0.72563433,0.07041882,0.00623278,0.94987719,0.34121120
-4.93146573,1.02686650,0.00041451,0.69806870,0.07086315,0.00612241,0.91821607,0.33112802
-4.92546273,1.00065167,0.00049847,0.67633609,0.07244498,0.00605607,0.89348639,0.32398891
-4.91945973,0.98413952,0.00059664,0.66097205,0.07517570,0.00603843,0.87668043,0.32000623
-4.91345673,0.97802504,0.00071050,0.65245661,0.07906000,0.00607383,0.86872862,0.31936467
-4.90745373,0.98291281,0.00084154,0.65120713,0.08409590,0.00616619,0.87048392,0.32221810
-4.90145073,0.99930662,0.00099116,0.65757180,0.09027468,0.00631888,0.88270655,0.32868682
-4.89544772,1.02759946,0.00116065,0.67182352,0.09758048,0.00653468,0.90604875,0.33885492
-4.88944472,1.06806356,0.00135110,0.69415412,0.10598987,0.00681570,0.94103958,0.35276792
-4.88344172,1.12084041,0.00156333,0.72466849,0.11547120,0.00716324,0.98806959,0.37043040
-4.87743872,1.18593055,0.00179783,0.76337873,0.12598392,0.00757776,1.04737536,0.39180379
-4.87143572,1.26318319,0.00205469,0.81019803,0.13747776,0.00805879,1.11902399,0.41680406
-4.86543272,1.35228568,0.00233353,0.86493437,0.14989195,0.00860484,1.20289795,0.44529945
-4.85942971,1.45275330,0.00263340,0.92728429,0.16315448,0.00921331,1.29868065,0.47710830
-4.85342671,1.56391966,0.00295280,0.99682668,0.17718146,0.00988046,1.40584335,0.51199701
-4.84742371,1.68492865,0.00328956,1.07301748,0.19187676,0.01060131,1.52363445,0.54967830
-4.84142071,1.81472841,0.00364090,1.15518527,0.20713180,0.01136963,1.65107190,0.58981018
-4.83541771,1.95206866,0.00400338,1.24252889,0.22282577,0.01217790,1.78693991,0.63199556
-4.82941471,2.09550209,0.00437291,1.33411740,0.23882618,0.01301733,1.92979098,0.67578306
-4.82341171,2.24339094,0.00474488,1.42889321,0.25498991,0.01387791,2.07795422,0.72066922
-4.81740870,2.39391960,0.00511415,1.52567911,0.27116462,0.01474847,2.22955086,0.76610230
-4.81140570,2.54511386,0.00547521,1.62318951,0.28719074,0.01561684,2.38251745,0.81148793
-4.80540270,2.69486729,0.00582231,1.72004644,0.30290378,0.01647001,2.53463698,0.85619679
-4.79939970,2.84097473,0.00614955,1.81480031,0.31813709,0.01729433,2.68357792,0.89957428
-4.79339670,2.98117251,0.00645110,1.90595539,0.33272488,0.01807583,2.82694039,0.94095206
-4.78739370,3.11318473,0.00672136,1.99199953,0.34650543,0.01880048,2.96230861,0.97966145
-4.78139070,3.23477428,0.00695511,2.07143742,0.35932440,0.01945457,3.08730804,1.01504806
-4.77538769,3.34379699,0.00714770,2.14282637,0.37103808,0.02002503,3.19966545,1.04648747
-4.76938469,3.43825713,0.00729521,2.20481349,0.38151645,0.02049985,3.29726961,1.07340122
-4.76338169,3.51636193,0.00739454,2.25617263,0.39064588,0.02086838,3.37823044,1.09527259
-4.75737869,3.57657294,0.00744358,2.29583979,0.39833153,0.02112173,3.44093394,1.11166148
-4.75137569,3.61765200,0.00744127,2.32294525,0.40449917,0.02125304,3.48409079,1.12221769
-4.74537269,3.63869962,0.00738761,2.33684105,0.40909645,0.02125772,3.50677616,1.12669200
-4.73936968,3.63918403,0.00728370,2.33712239,0.41209366,0.02113365,3.50845907,1.12494455
-4.73336668,3.61895942,0.00713170,2.32364196,0.41348390,0.02088126,3.48901988,1.11694999
-4.72736368,3.57827244,0.00693478,2.29651632,0.41328281,0.02050357,3.44875500,1.10279921
-4.72136068,3.51775667,0.00669696,2.25612396,0.41152786,0.02000614,3.38836860,1.08269752
-4.71535768,3.43841496,0.00642307,2.20309502,0.40827731,0.01939687,3.30895164,1.05695919
-4.70935468,3.34159085,0.00611853,2.13829304,0.40360903,0.01868581,3.21194926,1.02599879
-4.70335168,3.22892984,0.00578923,2.06278946,0.39761920,0.01788485,3.09911780,0.99031952
-4.69734867,3.10233267,0.00544134,1.97783204,0.39042100,0.01700738,2.97247358,0.95049914
-4.69134567,2.96390226,0.00508116,1.88480843,0.38214344,0.01606790,2.83423561,0.90717402
-4.68534267,2.81588692,0.00471493,1.78520653,0.37293029,0.01508157,2.68676453,0.86102212
-4.67933967,2.66062179,0.00434872,1.68057328,0.36293913,0.01406386,2.53250045,0.81274541
-4.67333667,2.50047112,0.00398825,1.57247344,0.35234058,0.01303006,2.37390202,0.76305257
-4.66733367,2.33777316,0.00363885,1.46244999,0.34131756,0.01199498,2.21338879,0.71264251
-4.66133067,2.17478970,0.00330531,1.35198760,0.33006454,0.01097256,2.05328889,0.66218928
-4.65532766,2.01366156,0.00299188,1.24248026,0.31878657,0.00997562,1.89579337,0.61232883
-4.64932466,1.85637109,0.00270217,1.13520401,0.30769819,0.00901560,1.74291825,0.56364785
-4.64332166,1.70471231,0.00243921,1.03129546,0.29702176,0.00810244,1.59647488,0.51667504
-4.63731866,1.56026888,0.00220540,0.93173626,0.28698539,0.00724445,1.45804856,0.47187462
-4.63131566,1.42439956,0.00200256,0.83734367,0.27782020,0.00644827,1.32898529,0.42964231
-4.62531266,1.29823086,0.00183196,0.74876690,0.26975693,0.00571893,1.21038595,0.39030339
-4.61930965,1.18265589,0.00169434,0.66648874,0.26302177,0.00505986,1.10310685,0.35411271
-4.61330665,1.07833851,0.00158999,0.59083182,0.25783161,0.00447303,1.00776587,0.32125635
-4.60730365,0.98572184,0.00151876,0.52196876,0.25438859,0.00395908,0.92475266,0.29185461
-4.60130065,0.90503988,0.00148012,0.45993528,0.25287431,0.00351744,0.85424211,0.26596594
-4.59529765,0.83633141,0.00147317,0.40464550,0.25344360,0.00314653,0.79620975,0.24359164
-4.58929465,0.77945522,0.00149672,0.35590851,0.25621837,0.00284386,0.75044823,0.22468089
-4.58329165,0.73410599,0.00154924,0.31344551,0.26128161,0.00260625,0.71658416,0.20913599
-4.57728864,0.69983026,0.00162893,0.27690686,0.26867186,0.00242991,0.69409481,0.19681760
-4.57128564,0.67604222,0.00173371,0.24588842,0.27837853,0.00231060,0.68232425,0.18754988
-4.56528264,0.66203909,0.00186123,0.21994689,0.29033823,0.00224371,0.68049885,0.18112541
-4.55927964,0.65701619,0.00200889,0.19861375,0.30443250,0.00222435,0.68774231,0.17730997
-4.55327664,0.66008177,0.00217384,0.18140762,0.32048709,0.00224744,0.70309027,0.17584711
-4.54727364,0.67027185,0.00235298,0.16784509,0.33827304,0.00230774,0.72550487,0.17646265
-4.54127064,0.68656534,0.00254302,0.15744989,0.35750962,0.00239995,0.75388958,0.17886909
-4.53526763,0.70789965,0.00274050,0.14976052,0.37786923,0.00251868,0.78710463,0.18277008
-4.52926463,0.73318711,0.00294180,0.14433654,0.39898425,0.00265858,0.82398330,0.18786502
-4.52326163,0.76133214,0.00314326,0.14076351,0.42045567,0.00281430,0.86334922,0.19385372
-4.51725863,0.79124942,0.00334120,0.13865697,0.44186334,0.00298063,0.90403478,0.20044132
-4.51125563,0.82188287,0.00353201,0.13766530,0.46277760,0.00315248,0.94490055,0.20734329
-4.50525263,0.85222512,0.00371223,0.13747198,0.48277194,0.00332502,0.98485552,0.21429059
-4.49924962,0.88133735,0.00387865,0.13779707,0.50143623,0.00349370,1.02287780,0.22103489
-4.49324662,0.90836898,0.00402842,0.13839819,0.51839024,0.00365438,1.05803525,0.22735368
-4.48724362,0.93257660,0.00415909,0.13907099,0.53329684,0.00380340,1.08950568,0.23305522
-4.48124062,0.95334182,0.00426877,0.13964932,0.54587455,0.00393767,1.11659585,0.23798325
-4.47523762,0.97018724,0.00435615,0.14000491,0.55590891,0.00405477,1.13875864,0.24202111
-4.46923462,0.98279014,0.00442057,0.14004693,0.56326235,0.00415306,1.15560800,0.24509540
-4.46323162,0.99099335,0.00446213,0.13972106,0.56788213,0.00423170,1.16693076,0.24717879
-4.45722861,0.99481275,0.00448162,0.13900846,0.56980610,0.00429074,1.17269519,0.24829209
-4.45122561,0.99444124,0.00448064,0.13792441,0.56916609,0.00433119,1.17305561,0.24850525
-4.44522261,0.99024873,0.00446150,0.13651670,0.56618875,0.00435497,1.16835288,0.24793745
-4.43921961,0.98277812,0.00442721,0.13486380,0.56119375,0.00436496,1.15911067,0.24675600
-4.43321661,0.97273714,0.00438145,0.13307274,0.55458944,0.00436497,1.14602725,0.24517423
-4.42721361,0.96098617,0.00432843,0.13127678,0.54686593,0.00435963,1.12996303,0.24344813
-4.42121061,0.94852201,0.00427285,0.12963269,0.53858586,0.00435434,1.11192390,0.24187201
-4.41520760,0.93645801,0.00421974,0.12831785,0.53037283,0.00435516,1.09304059,0.24077300
-4.40920460,0.92600057,0.00417431,0.12752690,0.52289799,0.00436865,1.07454437,0.24050447
-4.40320160,0.91842248,0.00414187,0.12746801,0.51686470,0.00440172,1.05773952,0.24143850
-4.39719860,0.91503334,0.00412761,0.12835877,0.51299188,0.00446145,1.04397280,0.24395745
-4.39119560,0.91714755,0.00413648,0.13042157,0.51199598,0.00455491,1.03460063,0.24844459
-4.38519260,0.92605019,0.00417301,0.13387850,0.51457221,0.00468891,1.03095423,0.25527409
-4.37918959,0.94296135,0.00424119,0.13894570,0.52137504,0.00486985,1.03430361,0.26480033
-4.37318659,0.96899956,0.00434429,0.14582732,0.53299862,0.00510344,1.04582074,0.27734683
-4.36718359,1.00514489,0.00448478,0.15470892,0.54995733,0.00539453,1.06654287,0.29319484
-4.36118059,1.05220260,0.00466418,0.16575064,0.57266691,0.00574691,1.09733670,0.31257205
-4.35517759,1.11076820,0.00488297,0.17908009,0.60142674,0.00616308,1.13886436,0.33564148
-4.34917459,1.18119495,0.00514056,0.19478525,0.63640370,0.00664410,1.19155207,0.36249111
-4.34317159,1.26356508,0.00543523,0.21290763,0.67761832,0.00718947,1.25556280,0.39312445
-4.33716858,1.35766568,0.00576413,0.23343590,0.72493356,0.00779699,1.33077381,0.42745257
-4.33116558,1.46297079,0.00612328,0.25630036,0.77804712,0.00846268,1.41676027,0.46528800
-4.32516258,1.57863085,0.00650767,0.28136861,0.83648767,0.00918079,1.51278624,0.50634093
-4.31915958,1.70347057,0.00691132,0.30844270,0.89961555,0.00994378,1.61780369,0.55021814
-4.31315658,1.83599642,0.00732742,0.33725814,0.96662850,0.01074243,1.73046071,0.59642492
-4.30715358,1.97441430,0.00774846,0.36748499,1.03657255,0.01156595,1.84911934,0.64437043
