energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,2.07944719,0.01541565,0.20490104,2.14864153,0.69763480,0.01026466,0.88692510,0.54181682,0.15433800
-5.99399700,2.03150544,0.01449256,0.20380263,2.14439737,0.68283168,0.01005139,0.86084504,0.52188236,0.14876350
-5.98799400,1.98764687,0.01362494,0.20308332,2.13860762,0.67014331,0.00982365,0.83601845,0.50268227,0.14398420
-5.98199100,1.94816514,0.01282164,0.20276133,2.13096594,0.65968833,0.00958240,0.81258736,0.48434640,0.14003290
-5.97598799,1.91335076,0.01208992,0.20286542,2.12128415,0.65158938,0.00932882,0.79067260,0.46698099,0.13693695
-5.96998499,1.88350276,0.01143531,0.20343536,2.10950775,0.64597700,0.00906431,0.77037956,0.45067149,0.13471912
-5.96398199,1.85893791,0.01086165,0.20452185,2.09572515,0.64299238,0.00879060,0.75180382,0.43548568,0.13339846
-5.95797899,1.83999660,0.01037104,0.20618550,2.08017004,0.64278846,0.00850984,0.73503614,0.42147676,0.13299100
-5.95197599,1.82704459,0.00996393,0.20849523,2.06321645,0.64552945,0.00822462,0.72016640,0.40868621,0.13351029
-5.94597299,1.82047037,0.00963916,0.21152581,2.04536689,0.65138836,0.00793802,0.70728637,0.39714622,0.13496766
-5.93996998,1.82067796,0.00939409,0.21535491,2.02723390,0.66054287,0.00765358,0.69649084,0.38688157,0.13737231
-5.93396698,1.82807555,0.00922469,0.22005958,2.00951609,0.67316950,0.00737530,0.68787744,0.37791087,0.14073117
-5.92796398,1.84306066,0.00912572,0.22571240,1.99297003,0.68943647,0.00710754,0.68154498,0.37024722,0.14504848
-5.92196098,1.86600255,0.00909082,0.23237752,1.97837930,0.70949559,0.00685497,0.67759077,0.36389841,0.15032531
-5.91595798,1.89722314,0.00911269,0.24010664,1.96652260,0.73347361,0.00662241,0.67610691,0.35886661,0.15655887
-5.90995498,1.93697746,0.00918329,0.24893530,1.95814238,0.76146358,0.00641473,0.67717631,0.35514796,0.16374177
-5.90395198,1.98543495,0.00929391,0.25887952,1.95391570,0.79351651,0.00623666,0.68086840,0.35273190,0.17186131
-5.89794897,2.04266260,0.00943545,0.26993294,1.95442863,0.82963404,0.00609262,0.68723514,0.35160072,0.18089872
-5.89194597,2.10861097,0.00959854,0.28206478,1.96015532,0.86976226,0.00598657,0.69630756,0.35172916,0.19082856
-5.88594297,2.18310371,0.00977371,0.29521841,1.97144242,0.91378709,0.00592186,0.70809300,0.35308429,0.20161810
-5.87993997,2.26583118,0.00995165,0.30931090,1.98849935,0.96153139,0.00590101,0.72257321,0.35562575,0.21322693
-5.87393697,2.35634823,0.01012331,0.32423333,2.01139419,1.01275394,0.00592565,0.73970340,0.35930611,0.22560659
-5.86793397,2.45407614,0.01028013,0.33985197,2.04005509,1.06715021,0.00599635,0.75941208,0.36407163,0.23870035
-5.86193097,2.55830840,0.01041421,0.35601025,2.07427631,1.12435492,0.00611256,0.78160161,0.36986301,0.25244306
-5.85592796,2.66821979,0.01051845,0.37253142,2.11372812,1.18394608,0.00627256,0.80614934,0.37661623,0.26676108
-5.84992496,2.78287818,0.01058671,0.38922181,2.15796946,1.24545045,0.00647344,0.83290891,0.38426326,0.28157226
-5.84392196,2.90125839,0.01061394,0.40587457,2.20646231,1.30835009,0.00671114,0.86171177,0.39273259,0.29678608
-5.83791896,3.02225733,0.01059622,0.42227383,2.25858684,1.37208977,0.00698049,0.89236841,0.40194940,0.31230366
-5.83191596,3.14471001,0.01053087,0.43819902,2.31365619,1.43608495,0.00727532,0.92466939,0.41183545,0.32801810
-5.82591296,3.26740588,0.01041645,0.45342938,2.37093058,1.49973033,0.00758863,0.95838607,0.42230857,0.34381475
-5.81990995,3.38910513,0.01025275,0.46774854,2.42962995,1.56240852,0.00791271,0.99327085,0.43328183,0.35957177
-5.81390695,3.50855497,0.01004074,0.48094897,2.48894524,1.62349914,0.00823938,1.02905728,0.44466255,0.37516083
-5.80790395,3.62450589,0.00978249,0.49283631,2.54804833,1.68238788,0.00856021,1.06546007,0.45635110,0.39044820
-5.80190095,3.73572794,0.00948108,0.50323361,2.60610101,1.73847591,0.00886674,1.10217527,0.46823995,0.40529605
-5.79589795,3.84102751,0.00914045,0.51198521,2.66226347,1.79118936,0.00915074,1.13888087,0.48021286,0.41956423
-5.78989495,3.93926473,0.00876523,0.51896040,2.71570307,1.83998908,0.00940446,1.17523830,0.49214461,0.43311237
-5.78389195,4.02937174,0.00836063,0.52405674,2.76560395,1.88438058,0.00962088,1.21089478,0.50390134,0.44580247
-5.77788894,4.11037209,0.00793221,0.52720303,2.81117813,1.92392414,0.00979388,1.24548715,0.51534171,0.45750181
-5.77188594,4.18140113,0.00748576,0.52836187,2.85167859,1.95824497,0.00991851,1.27864696,0.52631891,0.46808619
-5.76588294,4.24172723,0.00702712,0.52753169,2.88641447,1.98704330,0.00999108,1.31000715,0.53668359,0.47744339
-5.75987994,4.29077327,0.00656201,0.52474835,2.91476847,2.01010394,0.01000934,1.33921007,0.54628767,0.48547679
-5.75387694,4.32813797,0.00609597,0.52008607,2.93621599,2.02730528,0.00997251,1.36591672,0.55498889,0.49210891
-5.74787394,4.35361580,0.00563417,0.51365772,2.95034539,2.03862706,0.00988135,1.38981683,0.56265596,0.49728474
-5.74187094,4.36721470,0.00518137,0.50561436,2.95687847,2.04415657,0.00973812,1.41063939,0.56917406,0.50097471
-5.73586793,4.36917036,0.00474186,0.49614398,2.95568997,2.04409289,0.00954653,1.42816308,0.57445031,0.50317711
-5.72986493,4.35995580,0.00431940,0.48546935,2.94682478,2.03874854,0.00931160,1.44222600,0.57841910,0.50391985
-5.72386193,4.34028521,0.00391721,0.47384504,2.93051148,2.02854835,0.00903957,1.45273419,0.58104670,0.50326130
-5.71785893,4.31111112,0.00353800,0.46155344,2.90717101,2.01402517,0.00873765,1.45966827,0.58233510,0.50129021
-5.71185593,4.27361419,0.00318395,0.44889995,2.87741911,1.99581217,0.00841386,1.46308780,0.58232455,0.49812470
-5.70585293,4.22918511,0.00285678,0.43620740,2.84206191,1.97463186,0.00807679,1.46313289,0.58109483,0.49391014
-5.69984992,4.17939890,0.00255779,0.42380960,2.80208391,1.95128178,0.00773537,1.46002291,0.57876491,0.48881609
-5.69384692,4.12598177,0.00228791,0.41204441,2.75862837,1.92661734,0.00739864,1.45405209,0.57549110,0.48303234
-5.68784392,4.07077150,0.00204778,0.40124638,2.71297031,1.90153213,0.00707551,1.44558218,0.57146361,0.47676425
-5.68184092,4.01567248,0.00183781,0.39173911,2.66648302,1.87693643,0.00677456,1.43503236,0.56690163,0.47022736
-5.67583792,3.96260707,0.00165821,0.38382766,2.62059906,1.85373455,0.00650386,1.42286684,0.56204728,0.46364174
-5.66983492,3.91346494,0.00150913,0.37779121,2.57676752,1.83280193,0.00627079,1.40958065,0.55715850,0.45722611
-5.66383192,3.87005236,0.00139063,0.37387612,2.53640904,1.81496268,0.00608192,1.39568420,0.55250134,0.45119202
-5.65782891,3.83404351,0.00130277,0.37228984,2.50087085,1.80096863,0.00594289,1.38168744,0.54834196,0.44573823
-5.65182591,3.80693551,0.00124563,0.37319565,2.47138362,1.79148045,0.00585835,1.36808417,0.54493865,0.44104569
-5.64582291,3.79000908,0.00121936,0.37670848,2.44902206,1.78705162,0.00583192,1.35533721,0.54253426,0.43727303
-5.63981991,3.78429612,0.00122414,0.38289209,2.43467112,1.78811582,0.00586614,1.34386508,0.54134941,0.43455287
-5.63381691,3.79055530,0.00126023,0.39175746,2.42899909,1.79497795,0.00596248,1.33403070,0.54157659,0.43298899
-5.62781391,3.80925629,0.00132791,0.40326264,2.43243871,1.80780917,0.00612138,1.32613235,0.54337542,0.43265441
-5.62181091,3.84057291,0.00142748,0.41731385,2.44517700,1.82664572,0.00634224,1.32039733,0.54686928,0.43359039
-5.61580790,3.88438493,0.00155918,0.43376793,2.46715378,1.85139147,0.00662350,1.31697828,0.55214310,0.43580628
-5.60980490,3.94028785,0.00172316,0.45243592,2.49806891,1.88182386,0.00696264,1.31595209,0.55924258,0.43928028
-5.60380190,4.00760995,0.00191940,0.47308755,2.53739727,1.91760257,0.00735626,1.31732137,0.56817448,0.44396080
-5.59779890,4.08543524,0.00214762,0.49545666,2.58441066,1.95828066,0.00780010,1.32101805,0.57890797,0.44976855
-5.59179590,4.17263107,0.00240723,0.51924704,2.63820523,2.00331720,0.00828911,1.32690886,0.59137683,0.45659906
-5.58579290,4.26787909,0.00269721,0.54413873,2.69773294,2.05209116,0.00881750,1.33480227,0.60548224,0.46432566
-5.57978989,4.36970818,0.00301607,0.56979441,2.76183551,2.10391569,0.00937875,1.34445652,0.62109600,0.47280269
-5.57378689,4.47652809,0.00336174,0.59586579,2.82927930,2.15805254,0.00996573,1.35558827,0.63806395,0.48186894
-5.56778389,4.58666302,0.00373156,0.62199973,2.89878962,2.21372609,0.01057071,1.36788165,0.65620946,0.49135120
-5.56178089,4.69838399,0.00412221,0.64784403,2.96908326,2.27013675,0.01118546,1.38099724,0.67533679,0.50106789
-5.55577789,4.80993976,0.00452969,0.67305282,3.03889815,2.32647373,0.01180132,1.39458091,0.69523429,0.51083269
-5.54977489,4.91958584,0.00494937,0.69729140,3.10701933,2.38192683,0.01240934,1.40827224,0.71567739,0.52045815
-5.54377189,5.02561147,0.00537597,0.72024059,3.17230090,2.43569766,0.01300038,1.42171234,0.73643142,0.52975934
-5.53776888,5.12636464,0.00580369,0.74160057,3.23368355,2.48701014,0.01356523,1.43455121,0.75725412,0.53855731
-5.53176588,5.22027520,0.00622627,0.76109429,3.29020779,2.53512041,0.01409482,1.44645427,0.77789823,0.54668258
-5.52576288,5.30587630,0.00663711,0.77847041,3.34102323,2.57932648,0.01458036,1.45710838,0.79811392,0.55397840
-5.51975988,5.38182421,0.00702946,0.79350587,3.38539409,2.61897742,0.01501352,1.46622704,0.81765137,0.56030383
-5.51375688,5.44691658,0.00739655,0.80600817,3.42270175,2.65348235,0.01538666,1.47355496,0.83626348,0.56553663
-5.50775388,5.50010903,0.00773179,0.81581736,3.45244468,2.68231895,0.01569296,1.47887183,0.85370873,0.56957570
-5.50175088,5.54052992,0.00802897,0.82280770,3.47423648,2.70504151,0.01592664,1.48199531,0.86975442,0.57234317
-5.49574787,5.56749289,0.00828241,0.82688903,3.48780252,2.72128822,0.01608309,1.48278318,0.88418000,0.57378593
-5.48974487,5.58050684,0.00848719,0.82800793,3.49297559,2.73078740,0.01615904,1.48113456,0.89678070,0.57387654
-5.48374187,5.57928275,0.00863925,0.82614837,3.48969104,2.73336230,0.01615262,1.47699022,0.90737124,0.57261349
-5.47773887,5.56373685,0.00873557,0.82133203,3.47798154,2.72893428,0.01606345,1.47033182,0.91578956,0.57002069
-5.47173587,5.53398983,0.00877424,0.81361810,3.45797167,2.71752390,0.01589264,1.46118017,0.92190046,0.56614624
-5.46573287,5.49036153,0.00875452,0.80310250,3.42987240,2.69924970,0.01564277,1.44959252,0.92559892,0.56106040
-5.45972986,5.43336108,0.00867689,0.78991649,3.39397534,2.67432459,0.01531781,1.43565891,0.92681299,0.55485293
-5.45372686,5.36367245,0.00854300,0.77422461,3.35064671,2.64304976,0.01492303,1.41949775,0.92550615,0.54762971
-5.44772386,5.28213566,0.00835562,0.75622195,3.30032096,2.60580615,0.01446482,1.40125067,0.92167882,0.53950898
-5.44172086,5.18972411,0.00811856,0.73613071,3.24349370,2.56304372,0.01395049,1.38107708,0.91536912,0.53061716
-5.43571786,5.08751861,0.00783651,0.71419616,3.18071402,2.51526897,0.01338810,1.35914836,0.90665252,0.52108446
-5.42971486,4.97667922,0.00751489,0.69068197,3.11257604,2.46303094,0.01278620,1.33564217,0.89564067,0.51104062
-5.42371186,4.85841552,0.00715969,0.66586511,3.03970954,2.40690649,0.01215359,1.31073704,0.88247895,0.50061067
-5.41770885,4.73395674,0.00677728,0.64003042,2.96276988,2.34748517,0.01149912,1.28460733,0.86734325,0.48991120
-5.41170585,4.60452262,0.00637421,0.61346491,2.88242715,2.28535459,0.01083146,1.25741909,0.85043567,0.47904705
-5.40570285,4.47129607,0.00595703,0.58645214,2.79935489,2.22108654,0.01015888,1.22932652,0.83197944,0.46810869
-5.39969985,4.33539871,0.00553212,0.55926655,2.71421846,2.15522464,0.00948911,1.20046959,0.81221321,0.45717031
-5.39369685,4.19786996,0.00510554,0.53216834,2.62766349,2.08827392,0.00882919,1.17097250,0.79138489,0.44628872
-5.38769385,4.05965029,0.00468286,0.50539856,2.54030473,2.02069250,0.00818535,1.14094319,0.76974525,0.43550305
-5.38169085,3.92156919,0.00426914,0.47917504,2.45271566,1.95288582,0.00756297,1.11047375,0.74754149,0.42483516
-5.37568784,3.78433792,0.00386875,0.45368887,2.36541930,1.88520340,0.00696654,1.07964164,0.72501115,0.41429089
-5.36968484,3.64854707,0.00348541,0.42910193,2.27888060,1.81793802,0.00639966,1.04851158,0.70237645,0.40386179
-5.36368184,3.51466879,0.00312210,0.40554514,2.19350071,1.75132741,0.00586508,1.01713798,0.67983944,0.39352742
-5.35767884,3.38306316,0.00278113,0.38311779,2.10961342,1.68555799,0.00536475,0.98556768,0.65757802,0.38325802
-5.35167584,3.25398844,0.00246411,0.36188784,2.02748410,1.62077040,0.00489994,0.95384291,0.63574317,0.37301740
-5.34567284,3.12761425,0.00217203,0.34189303,1.94731099,1.55706662,0.00447127,0.92200428,0.61445737,0.36276591
-5.33966983,3.00403730,0.00190533,0.32314303,1.86922912,1.49451795,0.00407888,0.89009364,0.59381429,0.35246339
-5.33366683,2.88329869,0.00166393,0.30562216,1.79331647,1.43317382,0.00372254,0.85815681,0.57387987,0.34207197
-5.32766383,2.76540216,0.00144735,0.28929292,1.71960234,1.37307066,0.00340171,0.82624590,0.55469459,0.33155862
-5.32166083,2.65033251,0.00125477,0.27409990,1.64807735,1.31424071,0.00311571,0.79442144,0.53627691,0.32089735
-5.31565783,2.53807333,0.00108512,0.25997405,1.57870482,1.25672023,0.00286378,0.76275398,0.51862756,0.31007100
-5.30965483,2.42862362,0.00093714,0.24683709,1.51143277,1.20055688,0.00264516,0.73132534,0.50173466,0.29907267
-5.30365183,2.32201242,0.00080946,0.23460592,1.44620607,1.14581600,0.00245917,0.70022938,0.48557911,0.28790662
-5.29764882,2.21831099,0.00070068,0.22319676,1.38297807,1.09258543,0.00230529,0.66957231,0.47014018,0.27658870
-5.29164582,2.11764208,0.00060936,0.21252898,1.32172105,1.04097891,0.00218312,0.63947252,0.45540085,0.26514642
-5.28564282,2.02018586,0.00053415,0.20252838,1.26243495,0.99113770,0.00209246,0.61005991,0.44135258,0.25361844
-5.27963982,1.92618223,0.00047374,0.19312985,1.20515387,0.94323044,0.00203326,0.58147458,0.42799925,0.24205378
-5.27363682,1.83592938,0.00042694,0.18427931,1.14994994,0.89745136,0.00200560,0.55386513,0.41536001,0.23051060
-5.26763382,1.74977849,0.00039265,0.17593491,1.09693430,0.85401656,0.00200967,0.52738618,0.40347082,0.21905466
-5.26163082,1.66812479,0.00036991,0.16806739,1.04625507,0.81315878,0.00204567,0.50219549,0.39238460,0.20775750
-5.25562781,1.59139517,0.00035785,0.16065972,0.99809239,0.77512066,0.00211377,0.47845036,0.38216985,0.19669444
-5.24962481,1.52003282,0.00035573,0.15370602,0.95265079,0.74014674,0.00221401,0.45630366,0.37290790,0.18594235
-5.24362181,1.45447941,0.00036286,0.14720985,0.91014914,0.70847444,0.00234621,0.43589929,0.36468885,0.17557743
-5.23761881,1.39515560,0.00037867,0.14118206,0.87080889,0.68032453,0.00250989,0.41736748,0.35760638,0.16567284
-5.23161581,1.34244076,0.00040262,0.13563819,0.83484103,0.65589131,0.00270416,0.40081981,0.35175186,0.15629655
-5.22561281,1.29665273,0.00043422,0.13059574,0.80243268,0.63533303,0.00292767,0.38634439,0.34720788,0.14750915
-5.21960980,1.25802867,0.00047299,0.12607138,0.77373391,0.61876299,0.00317851,0.37400121,0.34404182,0.13936200
-5.21360680,1.22670805,0.00051845,0.12207826,0.74884563,0.60624178,0.00345418,0.36381809,0.34229963,0.13189554
-5.20760380,1.20271864,0.00057011,0.11862360,0.72780925,0.59777108,0.00375153,0.35578730,0.34200048,0.12513806
-5.20160080,1.18596635,0.00062744,0.11570666,0.71059872,0.59328941,0.00406681,0.34986323,0.34313230,0.11910480
-5.19559780,1.17622971,0.00068989,0.11331723,0.69711545,0.59267013,0.00439562,0.34596122,0.34564888,0.11379741
-5.18959480,1.17315923,0.00075686,0.11143468,0.68718644,0.59572188,0.00473301,0.34395768,0.34946844,0.10920405
-5.18359180,1.17628220,0.00082771,0.11002762,0.68056589,0.60219158,0.00507354,0.34369170,0.35447406,0.10529979
-5.17758879,1.18501251,0.00090174,0.10905418,0.67694013,0.61176988,0.00541141,0.34496814,0.36051578,0.10204753
-5.17158579,1.19866546,0.00097826,0.10846294,0.67593575,0.62409896,0.00574053,0.34756204,0.36741455,0.09939932
-5.16558279,1.21647676,0.00105652,0.10819431,0.67713052,0.63878226,0.00605477,0.35122436,0.37496757,0.09729805
-5.15957979,1.23762487,0.00113580,0.10818238,0.68006654,0.65539573,0.00634803,0.35568884,0.38295498,0.09567939
-5.15357679,1.26125569,0.00121534,0.10835714,0.68426496,0.67350008,0.00661449,0.36067951,0.39114741,0.09447401
-5.14757379,1.28650825,0.00129445,0.10864686,0.68924149,0.69265335,0.00684873,0.36591880,0.39931399,0.09360975
-5.14157079,1.31254020,0.00137245,0.10898051,0.69452193,0.71242319,0.00704595,0.37113565,0.40723047,0.09301397
-5.13556778,1.33855164,0.00144871,0.10929015,0.69965689,0.73239819,0.00720209,0.37607334,0.41468687,0.09261565
-5.12956478,1.36380626,0.00152265,0.10951310,0.70423496,0.75219759,0.00731396,0.38049675,0.42149425,0.09234736
-5.12356178,1.38764856,0.00159378,0.10959382,0.70789374,0.77147902,0.00737935,0.38419847,0.42749039,0.09214698
-5.11755878,1.40951648,0.00166164,0.10948533,0.71032819,0.78994375,0.00739711,0.38700375,0.43254380,0.09195899
-5.11155578,1.42894881,0.00172588,0.10915023,0.71129600,0.80733926,0.00736715,0.38877392,0.43655619,0.09173547
-5.10555278,1.44558720,0.00178616,0.10856123,0.71061984,0.82345918,0.00729045,0.38940819,0.43946301,0.09143662
-5.09954977,1.45917303,0.00184223,0.10770111,0.70818648,0.83814059,0.00716900,0.38884378,0.44123230,0.09103090
-5.09354677,1.46953948,0.00189384,0.10656234,0.70394313,0.85125912,0.00700571,0.38705449,0.44186195,0.09049481
-5.08754377,1.47659964,0.00194081,0.10514618,0.69789135,0.86272227,0.00680432,0.38404786,0.44137552,0.08981231
-5.08154077,1.48033172,0.00198292,0.10346155,0.69007893,0.87246151,0.00656923,0.37986108,0.43981707,0.08897399
-5.07553777,1.48076248,0.00201999,0.10152360,0.68059062,0.88042389,0.00630532,0.37455601,0.43724531,0.08797603
-5.06953477,1.47795020,0.00205180,0.09935220,0.66953814,0.88656378,0.00601784,0.36821364,0.43372753,0.08681905
-5.06353177,1.47196836,0.00207811,0.09697038,0.65705020,0.89083546,0.00571217,0.36092831,0.42933372,0.08550697
-5.05752876,1.46289130,0.00209866,0.09440281,0.64326325,0.89318724,0.00539369,0.35280203,0.42413121,0.08404587
-5.05152576,1.45078277,0.00211317,0.09167450,0.62831330,0.89355734,0.00506758,0.34393930,0.41818029,0.08244299
-5.04552276,1.43568801,0.00212132,0.08880969,0.61232943,0.89187222,0.00473875,0.33444252,0.41153093,0.08070594
-5.03951976,1.41763000,0.00212279,0.08583095,0.59542910,0.88804717,0.00441165,0.32440841,0.40422082,0.07884210
-5.03351676,1.39660972,0.00211729,0.08275865,0.57771543,0.88198942,0.00409022,0.31392541,0.39627490,0.07685823
-5.02751376,1.37261049,0.00210451,0.07961071,0.55927649,0.87360332,0.00377785,0.30307218,0.38770608,0.07476036
-5.02151076,1.34560568,0.00208421,0.07640253,0.54018634,0.86279738,0.00347728,0.29191712,0.37851726,0.07255391
-5.01550775,1.31556915,0.00205622,0.07314729,0.52050759,0.84949257,0.00319067,0.28051895,0.36870435,0.07024394
-5.00950475,1.28248758,0.00202045,0.06985630,0.50029509,0.83363127,0.00291955,0.26892803,0.35825997,0.06783562
-5.00350175,1.24637351,0.00197691,0.06653961,0.47960042,0.81518631,0.00266492,0.25718832,0.34717754,0.06533477
-4.99749875,1.20727821,0.00192574,0.06320653,0.45847660,0.79416937,0.00242728,0.24533978,0.33545550,0.06274839
-4.99149575,1.16530327,0.00186720,0.05986630,0.43698268,0.77063808,0.00220668,0.23342097,0.32310116,0.06008529
-4.98549275,1.12061017,0.00180169,0.05652862,0.41518791,0.74470153,0.00200281,0.22147155,0.31013415,0.05735657
-4.97948974,1.07342704,0.00172976,0.05320414,0.39317499,0.71652354,0.00181510,0.20953461,0.29658900,0.05457606
-4.97348674,1.02405220,0.00165208,0.04990474,0.37104244,0.68632364,0.00164274,0.19765866,0.28251683,0.05176058
-4.96748374,0.97285426,0.00156941,0.04664380,0.34890569,0.65437563,0.00148479,0.18589903,0.26798595,0.04893013
-4.96148074,0.92026874,0.00148266,0.04343621,0.32689712,0.62100376,0.00134025,0.17431880,0.25308149,0.04610782
-4.95547774,0.86679157,0.00139275,0.04029824,0.30516489,0.58657679,0.00120807,0.16298911,0.23790395,0.04331980
-4.94947474,0.81296972,0.00130072,0.03724738,0.28387083,0.55150025,0.00108723,0.15198889,0.22256689,0.04059487
-4.94347174,0.75938967,0.00120756,0.03430197,0.26318756,0.51620736,0.00097675,0.14140407,0.20719392,0.03796415
-4.93746873,0.70666439,0.00111431,0.03148082,0.24329494,0.48114901,0.00087574,0.13132643,0.19191516,0.03546052
-4.93146573,0.65541934,0.00102196,0.02880275,0.22437629,0.44678339,0.00078338,0.12185199,0.17686340,0.03311809
-4.92546273,0.60627846,0.00093142,0.02628615,0.20661443,0.41356564,0.00069892,0.11307925,0.16217020,0.03097156
-4.91945973,0.55985053,0.00084354,0.02394857,0.19018778,0.38193804,0.00062175,0.10510722,0.14796210,0.02905561
-4.91345673,0.51671650,0.00075908,0.02180628,0.17526682,0.35232105,0.00055128,0.09803348,0.13435722,0.02740426
-4.90745373,0.47741826,0.00067867,0.01987399,0.16201087,0.32510534,0.00048703,0.09195212,0.12146223,0.02605026
-4.90145073,0.44244894,0.00060283,0.01816454,0.15056536,0.30064527,0.00042858,0.08695193,0.10937005,0.02502451
-4.89544772,0.41224508,0.00053195,0.01668875,0.14105964,0.27925351,0.00037555,0.08311453,0.09815800,0.02435551
-4.88944472,0.38718049,0.00046631,0.01545530,0.13360525,0.26119709,0.00032758,0.08051276,0.08788685,0.02406883
-4.88344172,0.36756175,0.00040605,0.01447068,0.12829470,0.24669460,0.00028437,0.07920913,0.07860033,0.02418665
-4.87743872,0.35362528,0.00035121,0.01373921,0.12520067,0.23591446,0.00024561,0.07925451,0.07032535,0.02472729
-4.87143572,0.34553564,0.00030175,0.01326312,0.12437551,0.22897415,0.00021103,0.08068687,0.06307274,0.02570482
-4.86543272,0.34338486,0.00025750,0.01304261,0.12585104,0.22594012,0.00018034,0.08353020,0.05683835,0.02712866
-4.85942971,0.34719270,0.00021826,0.01307603,0.12963858,0.22682824,0.00015327,0.08779363,0.05160460,0.02900329
-4.85342671,0.35690752,0.00018375,0.01336001,0.13572914,0.23160475,0.00012956,0.09347062,0.04734215,0.03132795
-4.84742371,0.37240786,0.00015366,0.01388959,0.14409368,0.24018756,0.00010894,0.10053838,0.04401174,0.03409643
-4.84142071,0.39350442,0.00012764,0.01465838,0.15468355,0.25244778,0.00009117,0.10895756,0.04156608,0.03729695
-4.83541771,0.41994275,0.00010532,0.01565871,0.16743105,0.26821174,0.00007598,0.11867207,0.03995167,0.04091213
-4.82941471,0.45140655,0.00008635,0.01688178,0.18225011,0.28726329,0.00006318,0.12960928,0.03911054,0.04491906
-4.82341171,0.48752169,0.00007036,0.01831778,0.19903712,0.30934661,0.00005253,0.14168054,0.03898183,0.04928952
-4.81740870,0.52786122,0.00005701,0.01995601,0.21767199,0.33416971,0.00004388,0.15478201,0.03950323,0.05399028
-4.81140570,0.57195131,0.00004598,0.02178500,0.23801936,0.36140847,0.00003705,0.16879590,0.04061219,0.05898366
-4.80540270,0.61927836,0.00003696,0.02379265,0.25993011,0.39071170,0.00003196,0.18359212,0.04224696,0.06422804
-4.79939970,0.66929724,0.00002969,0.02596630,0.28324299,0.42170685,0.00002851,0.19903022,0.04434744,0.06967867
-4.79339670,0.72144057,0.00002394,0.02829283,0.30778648,0.45400670,0.00002669,0.21496167,0.04685588,0.07528848
-4.78739370,0.77512911,0.00001950,0.03075874,0.33338082,0.48721688,0.00002653,0.23123252,0.04971736,0.08100900
-4.78139070,0.82978285,0.00001621,0.03335025,0.35984007,0.52094392,0.00002813,0.24768606,0.05288017,0.08679135
-4.77538769,0.88483267,0.00001392,0.03605334,0.38697426,0.55480396,0.00003165,0.26416574,0.05629609,0.09258715
