energy_ev,total_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-2.84242121,3.09243200,0.19800714,0.59710159,0.41831354,2.22488819,0.00028148,0.06311294,0.00441195,0.76591000
-2.83641821,3.01714125,0.19605307,0.58409632,0.41511748,2.15405553,0.00029155,0.06091780,0.00481394,0.75850505
-2.83041521,2.94231611,0.19370595,0.57042640,0.41321636,2.08538663,0.00030335,0.05879667,0.00526464,0.75017286
-2.82441221,2.87142479,0.19120067,0.55666789,0.41315859,2.02162621,0.00031757,0.05682758,0.00576750,0.74160997
-2.81840920,2.80794127,0.18880323,0.54342896,0.41548021,1.96544381,0.00033498,0.05508657,0.00632532,0.73354209
-2.81240620,2.75526809,0.18680700,0.53133952,0.42069176,1.91937246,0.00035645,0.05364622,0.00694006,0.72670481
-2.80640320,2.71666331,0.18552810,0.52104056,0.42926579,1.88575328,0.00038292,0.05257439,0.00761270,0.72182427
-2.80040020,2.69517362,0.18530027,0.51317356,0.44162543,1.86668706,0.00041540,0.05193320,0.00834319,0.71959850
-2.79439720,2.69357501,0.18646908,0.50837030,0.45813439,1.86399383,0.00045496,0.05177824,0.00913030,0.72067996
-2.78839420,2.71432210,0.18938571,0.50724308,0.47908839,1.87918064,0.00050273,0.05215800,0.00997169,0.72566003
-2.78239120,2.75950688,0.19440033,0.51037577,0.50470829,1.91341781,0.00055986,0.05311353,0.01086390,0.73505579
-2.77638819,2.83082685,0.20185523,0.51831557,0.53513513,1.96752332,0.00062752,0.05467827,0.01180246,0.74929946
-2.77038519,2.92956265,0.21207765,0.53156569,0.57042678,2.04195488,0.00070687,0.05687812,0.01278205,0.76873072
-2.76438219,3.05656454,0.22537263,0.55057874,0.61055657,2.13680899,0.00079906,0.05973150,0.01379674,0.79359205
-2.75837919,3.21224712,0.24201570,0.57575100,0.65541349,2.25182631,0.00090515,0.06324965,0.01484023,0.82402682
-2.75237619,3.39659129,0.26224583,0.60741730,0.70480414,2.38640249,0.00102615,0.06743685,0.01590617,0.86008019
-2.74637319,3.60915263,0.28625849,0.64584640,0.75845605,2.53960363,0.00116295,0.07229070,0.01698852,0.90170238
-2.74037019,3.84907509,0.31419911,0.69123679,0.81602235,2.71018576,0.00131630,0.07780237,0.01808188,0.94875406
-2.73436718,4.11510906,0.34615718,0.74371285,0.87708767,2.89661766,0.00148679,0.08395679,0.01918186,1.00101331
-2.72836418,4.40563302,0.38216091,0.80332103,0.94117491,3.09710642,0.00167482,0.09073279,0.02028541,1.05818392
-2.72236118,4.71867803,0.42217293,0.87002635,1.00775279,3.30962545,0.00188057,0.09810312,0.02139108,1.11990440
-2.71635818,5.05195443,0.46608708,0.94370889,1.07624411,3.53194456,0.00210398,0.10603440,0.02249926,1.18575745
-2.71035518,5.40288050,0.51372640,1.02416055,1.14603430,3.76166181,0.00234472,0.11448711,0.02361228,1.25527936
-2.70435218,5.76861263,0.56484267,1.11108213,1.21648035,3.99623702,0.00260218,0.12341540,0.02473446,1.32796914
-2.69834917,6.14607705,0.61911750,1.20408080,1.28691981,4.23302672,0.00287550,0.13276697,0.02587205,1.40329710
-2.69234617,6.53200296,0.67616505,1.30266840,1.35667979,4.46932033,0.00316350,0.14248302,0.02703296,1.48071262
-2.68634317,6.92295723,0.73553655,1.40626061,1.42508586,4.70237741,0.00346473,0.15249822,0.02822653,1.55965099
-2.68034017,7.31538057,0.79672636,1.51417745,1.49147078,4.92946555,0.00377747,0.16274082,0.02946302,1.63953935
-2.67433717,7.70562544,0.85917975,1.62564529,1.55518290,5.14789875,0.00409976,0.17313293,0.03075311,1.71980157
-2.66833417,8.08999559,0.92230199,1.73980071,1.61559427,5.35507569,0.00442942,0.18359104,0.03210724,1.79986220
-2.66233117,8.46478717,0.98546873,1.85569648,1.67210836,5.54851744,0.00476405,0.19402674,0.03353498,1.87914966
-2.65632816,8.82633152,1.04803726,1.97230976,1.72416745,5.72590405,0.00510115,0.20434771,0.03504425,1.95709858
-2.65032516,9.17103903,1.10935843,2.08855284,1.77125944,5.88510934,0.00543810,0.21445900,0.03664062,2.03315166
-2.64432216,9.49544419,1.16878883,2.20328622,1.81292439,6.02423332,0.00577221,0.22426458,0.03832666,2.10676125
-2.63831916,9.79625102,1.22570298,2.31533429,1.84876039,6.14163148,0.00610082,0.23366909,0.04010126,2.17739064
-2.63231616,10.07037858,1.27950505,2.42350313,1.87842900,6.23594044,0.00642129,0.24257988,0.04195921,2.24451557
-2.62631316,10.31500580,1.32964004,2.52660046,1.90166007,6.30609921,0.00673111,0.25090913,0.04389077,2.30762605
-2.62031016,10.52761498,1.37560384,2.62345722,1.91825589,6.35136570,0.00702791,0.25857612,0.04588151,2.36622863
-2.61430715,10.70603301,1.41695220,2.71295026,1.92809462,6.37132790,0.00730953,0.26550946,0.04791233,2.41984953
-2.60830415,10.84846960,1.45330831,2.79402573,1.93113290,6.36590957,0.00757403,0.27164933,0.04995965,2.46803855
-2.60230115,10.95355140,1.48436892,2.86572236,1.92740747,6.33537002,0.00781979,0.27694945,0.05199585,2.51037402
-2.59629815,11.02035119,1.50990878,2.92719394,1.91703588,6.28029815,0.00804548,0.28137891,0.05398990,2.54646866
-2.59029515,11.04841100,1.52978357,2.97773032,1.90021593,6.20160055,0.00825013,0.28492353,0.05590817,2.57597649
-2.58429215,11.03775835,1.54393111,3.01677605,1.87722397,6.10048407,0.00843314,0.28758692,0.05771544,2.59860031
-2.57828914,10.98891455,1.55237108,3.04394600,1.84841196,5.97843299,0.00859428,0.28939100,0.05937603,2.61409990
-2.57228614,10.90289440,1.55520304,3.05903719,1.81420310,5.83718138,0.00873376,0.29037595,0.06085497,2.62230014
-2.56628314,10.78119652,1.55260305,3.06203636,1.77508623,5.67868109,0.00885218,0.29059969,0.06211926,2.62309899
-2.56028014,10.62578393,1.54481881,3.05312272,1.73160891,5.50506609,0.00895056,0.29013672,0.06313912,2.61647461
-2.55427714,10.43905467,1.53216343,3.03266560,1.68436926,5.31861396,0.00903032,0.28907649,0.06388909,2.60249121
-2.54827414,10.22380256,1.51500800,3.00121693,1.63400679,5.12170522,0.00909331,0.28752122,0.06434911,2.58130304
-2.54227114,9.98316865,1.49377293,2.95949864,1.58119225,4.91678156,0.00914175,0.28558336,0.06450530,2.55315610
-2.53626813,9.72058402,1.46891841,2.90838521,1.52661686,4.70630380,0.00917823,0.28338270,0.06435068,2.51838729
-2.53026513,9.43970541,1.44093397,2.84888205,1.47098104,4.49271060,0.00920568,0.28104325,0.06388552,2.47742045
-2.52426213,9.14434498,1.41032747,2.78210023,1.41498296,4.27837875,0.00922731,0.27869010,0.06311746,2.43075965
-2.51825913,8.83839633,1.37761376,2.70922859,1.35930732,4.06558607,0.00924658,0.27644626,0.06206139,2.37897929
-2.51225613,8.52575890,1.34330328,2.63150424,1.30461441,3.85647772,0.00926714,0.27442964,0.06073904,2.32271177
-2.50625313,8.21026305,1.30789092,2.55018241,1.25152999,3.65303659,0.00929271,0.27275041,0.05917835,2.26263278
-2.50025013,7.89559836,1.27184559,2.46650704,1.20063608,3.45705856,0.00932707,0.27150867,0.05741259,2.19944507
-2.49424712,7.58524746,1.23560062,2.38168292,1.15246309,3.27013290,0.00937391,0.27079260,0.05547933,2.13386124
-2.48824412,7.28242766,1.19954564,2.29685075,1.10748319,3.09362836,0.00943679,0.27067715,0.05341930,2.06658649
-2.48224112,6.99004226,1.16401994,2.21306565,1.06610546,2.92868491,0.00951897,0.27122334,0.05127514,1.99830207
-2.47623812,6.71064315,1.12930777,2.13128018,1.02867252,2.77621123,0.00962338,0.27247797,0.04909018,1.92965016
-2.47023512,6.44640557,1.09563567,2.05233214,0.99545901,2.63688757,0.00975249,0.27447402,0.04690715,1.86122112
-2.46423212,6.19911556,1.06317186,1.97693741,0.96667156,2.51117371,0.00990822,0.27723137,0.04476711,1.79354330
-2.45822911,5.97016998,1.03202786,1.90568801,0.94245049,2.39932134,0.01009189,0.28075797,0.04270837,1.72707611
-2.45222611,5.76058826,1.00226197,1.83905486,0.92287277,2.30139016,0.01030412,0.28505118,0.04076561,1.66220643
-2.44622311,5.57103456,0.97388461,1.77739494,0.90795625,2.21726689,0.01054482,0.29009931,0.03896917,1.59924822
-2.44022011,5.40184867,0.94686509,1.72096210,0.89766484,2.14668625,0.01081317,0.29588313,0.03734452,1.53844526
-2.43421711,5.25308331,0.92113948,1.66992062,0.89191431,2.08925294,0.01110758,0.30237727,0.03591192,1.47997650
-2.42821411,5.12454562,0.89661913,1.62436070,0.89057850,2.04446369,0.01142576,0.30955132,0.03468622,1.42396346
-2.42221111,5.01584017,0.87319945,1.58431469,0.89349557,2.01172852,0.01176474,0.31737074,0.03367691,1.37047909
-2.41620810,4.92641117,0.85076845,1.54977326,0.90047404,1.99039033,0.01212093,0.32579723,0.03288822,1.31955727
-2.41020510,4.85558167,0.82921461,1.52070043,0.91129830,1.97974227,0.01249023,0.33478876,0.03231945,1.27120240
-2.40420210,4.80258769,0.80843385,1.49704664,0.92573345,1.97904231,0.01286810,0.34429920,0.03196529,1.22539826
-2.39819910,4.76660618,0.78833515,1.47875928,0.94352921,1.98752482,0.01324966,0.35427749,0.03181634,1.18211579
-2.39219610,4.74677551,0.76884479,1.46579007,0.96442288,2.00440892,0.01362983,0.36466662,0.03185954,1.14131931
-2.38619310,4.74220843,0.74990899,1.45809900,0.98814121,2.02890397,0.01400344,0.37540229,0.03207880,1.10297094
-2.38019010,4.75199763,0.73149503,1.45565479,1.01440133,2.06021232,0.01436531,0.38641162,0.03245545,1.06703324
-2.37418709,4.77521456,0.71359092,1.45843190,1.04291077,2.09753000,0.01471039,0.39761182,0.03296886,1.03347003
-2.36818409,4.81090295,0.69620376,1.46640444,1.07336679,2.14004596,0.01503382,0.40890920,0.03359692,1.00224584
-2.36218109,4.85806832,0.67935706,1.47953741,1.10545533,2.18694068,0.01533107,0.42019846,0.03431658,0.97332414
-2.35617809,4.91566562,0.66308725,1.49777593,1.13884968,2.23738487,0.01559795,0.43136255,0.03510428,0.94666483
-2.35017509,4.98258666,0.64743968,1.52103314,1.17320946,2.29053929,0.01583072,0.44227310,0.03593644,0.92222151
-2.34417209,5.05764946,0.63246444,1.54917761,1.20817997,2.34555615,0.01602611,0.45279153,0.03678986,0.89993887
-2.33816908,5.13959111,0.61821221,1.58202112,1.24339245,2.40158291,0.01618139,0.46277095,0.03764206,0.87975064
-2.33216608,5.22706566,0.60473039,1.61930754,1.27846534,2.45776879,0.01629438,0.47205873,0.03847169,0.86157834
-2.32616308,5.31864814,0.59205976,1.66070373,1.31300683,2.51327418,0.01636350,0.48049967,0.03925884,0.84533106
-2.32016008,5.41284525,0.58023178,1.70579321,1.34661884,2.56728287,0.01638776,0.48793987,0.03998527,0.83090638
-2.31415708,5.50811287,0.56926656,1.75407298,1.37890236,2.61901681,0.01636684,0.49423089,0.04063476,0.81819222
-2.30815408,5.60287998,0.55917167,1.80495423,1.40946421,2.66775272,0.01630104,0.49923421,0.04119326,0.80706972
-2.30215108,5.69557813,0.54994168,1.85776702,1.43792491,2.71283981,0.01619134,0.50282578,0.04164912,0.79741657
-2.29614807,5.78467517,0.54155831,1.91176918,1.46392747,2.75371766,0.01603941,0.50490028,0.04199321,0.78911081
-2.29014507,5.86871161,0.53399137,1.96615924,1.48714663,2.78993315,0.01584758,0.50537517,0.04221901,0.78203446
-2.28414207,5.94633790,0.52720001,2.02009305,1.50729827,2.82115534,0.01561887,0.50419399,0.04232271,0.77607683
-2.27813907,6.01635054,0.52113446,2.07270375,1.52414842,2.84718736,0.01535693,0.50132907,0.04230312,0.77113714
-2.27213607,6.07772541,0.51573801,2.12312427,1.53752140,2.86797442,0.01506608,0.49678319,0.04216168,0.76712611
-2.26613307,6.12964644,0.51094904,2.17051156,1.54730676,2.88360718,0.01475122,0.49059035,0.04190233,0.76396653
-2.26013007,6.17152830,0.50670322,2.21407164,1.55346446,2.89432033,0.01441777,0.48281545,0.04153130,0.76159267
-2.25412706,6.20303208,0.50293547,2.25308440,1.55602827,2.90048602,0.01407162,0.47355294,0.04105696,0.75994847
-2.24812406,6.22407323,0.49958189,2.28692712,1.55510679,2.90260263,0.01371905,0.46292450,0.04048949,0.75898497
-2.24212106,6.23482166,0.49658145,2.31509566,1.55088241,2.90127923,0.01336659,0.45107581,0.03984068,0.75865692
-2.23611806,6.23569405,0.49387748,2.33722230,1.54360798,2.89721663,0.01302095,0.43817262,0.03912354,0.75891903
-2.23011506,6.22733917,0.49141884,2.35308957,1.53360138,2.89118596,0.01268889,0.42439629,0.03835200,0.75972227
-2.22411206,6.21061680,0.48916091,2.36263904,1.52123828,2.88400588,0.01237711,0.40993890,0.03754062,0.76101052
-2.21810905,6.18657168,0.48706626,2.36597497,1.50694332,2.87651953,0.01209210,0.39499836,0.03670422,0.76271783
-2.21210605,6.15640342,0.48510510,2.36336221,1.49118012,2.86957231,0.01184009,0.37977343,0.03585762,0.76476683
-2.20610305,6.12143391,0.48325542,2.35521858,1.47444053,2.86399146,0.01162688,0.36445914,0.03501532,0.76706819
-2.20010005,6.08307317,0.48150290,2.34210164,1.45723339,2.86056806,0.01145778,0.34924254,0.03419131,0.76952150
-2.19409705,6.04278492,0.47984062,2.32469061,1.44007331,2.86004208,0.01133751,0.33429907,0.03339881,0.77201740
-2.18809405,6.00205277,0.47826837,2.30376384,1.42346975,2.86309067,0.01127014,0.31978955,0.03265014,0.77444094
-2.18209105,5.96234772,0.47679183,2.28017273,1.40791662,2.87031961,0.01125901,0.30585791,0.03195649,0.77667588
-2.17608804,5.92509751,0.47542146,2.25481320,1.39388274,2.88225783,0.01130670,0.29262964,0.03132792,0.77860977
-2.17008504,5.89165847,0.47417106,2.22859561,1.38180327,2.89935451,0.01141495,0.28021099,0.03077318,0.78013928
-2.16408204,5.86328986,0.47305627,2.20241456,1.37207222,2.92197828,0.01158466,0.26868876,0.03029967,0.78117558
-2.15807904,5.84113132,0.47209278,2.17711954,1.36503623,2.95041800,0.01181581,0.25813079,0.02991342,0.78164927
-2.15207604,5.82618339,0.47129448,2.15348780,1.36098959,2.98488466,0.01210749,0.24858689,0.02961903,0.78151457
-2.14607304,5.81929167,0.47067159,2.13220040,1.36017056,3.02551392,0.01245781,0.24009021,0.02941968,0.78075247
-2.14007004,5.82113475,0.47022893,2.11382259,1.36275916,3.07236903,0.01286396,0.23265890,0.02931710,0.77937272
-2.13406703,5.83221645,0.46996426,2.09878920,1.36887623,3.12544404,0.01332215,0.22629798,0.02931161,0.77741440
-2.12806403,5.85286271,0.46986709,2.08739584,1.37858401,3.18466715,0.01382764,0.22100138,0.02940213,0.77494518
-2.12206103,5.88322348,0.46991785,2.07979612,1.39188811,3.24990453,0.01437481,0.21675392,0.02958621,0.77205932
-2.11605803,5.92327998,0.47008759,2.07600525,1.40874086,3.32096450,0.01495714,0.21353327,0.02986014,0.76887457
-2.11005503,5.97285725,0.47033837,2.07590970,1.42904600,3.39760247,0.01556739,0.21131187,0.03021901,0.76552815
-2.10405203,6.03164203,0.47062429,2.07928257,1.45266459,3.47952665,0.01619762,0.21005856,0.03065684,0.76217215
-2.09804902,6.09920520,0.47089318,2.08580401,1.47942186,3.56640449,0.01683941,0.20974007,0.03116668,0.75896862
-2.09204602,6.17502815,0.47108897,2.09508561,1.50911481,3.65786987,0.01748400,0.21032224,0.03174085,0.75608448
-2.08604302,6.25853174,0.47115461,2.10669765,1.54152019,3.75353053,0.01812249,0.21177091,0.03237107,0.75368672
-2.08004002,6.34910625,0.47103536,2.12019786,1.57640240,3.85297532,0.01874609,0.21405252,0.03304866,0.75193791
-2.07403702,6.44614055,0.47068237,2.13516015,1.61352084,3.95578070,0.01934632,0.21713434,0.03376480,0.75099228
-2.06803402,6.54904853,0.47005631,2.15120181,1.65263631,4.06151561,0.01991529,0.22098435,0.03451068,0.75099227
-2.06203102,6.65729068,0.46913073,2.16800774,1.69351583,4.16974405,0.02044590,0.22557076,0.03527771,0.75206590
-2.05602801,6.77038914,0.46789511,2.18535043,1.73593564,4.28002467,0.02093203,0.23086122,0.03605770,0.75432461
-2.05002501,6.88793466,0.46635723,2.20310437,1.77968187,4.39190688,0.02136875,0.23682163,0.03684301,0.75786169
-2.04402201,7.00958445,0.46454473,2.22125433,1.82454887,4.50492315,0.02175242,0.24341480,0.03762658,0.76275126
-2.03801901,7.13505067,0.46250583,2.23989677,1.87033499,4.61857767,0.02208077,0.25059882,0.03840207,0.76904760
-2.03201601,7.26407975,0.46030891,2.25923453,1.91683626,4.73233180,0.02235292,0.25832538,0.03916378,0.77678487
-2.02601301,7.39642381,0.45804118,2.27956480,1.96383798,4.84558715,0.02256930,0.26653811,0.03990667,0.78597711
-2.02001001,7.53180593,0.45580634,2.30126141,2.01110517,4.95766753,0.02273158,0.27517096,0.04062619,0.79661851
-2.01400700,7.66988173,0.45372139,2.32475218,2.05837233,5.06780132,0.02284247,0.28414695,0.04131824,0.80868406
-2.00800400,7.81020040,0.45191277,2.35049284,2.10533351,5.17510606,0.02290554,0.29337719,0.04197896,0.82213035
-2.00200100,7.95216823,0.45051200,2.37893908,2.15163367,5.27857703,0.02292498,0.30276050,0.04260459,0.83689697
-1.99599800,8.09501804,0.44965117,2.41051821,2.19686208,5.37708172,0.02290530,0.31218357,0.04319134,0.85290813
-1.98999500,8.23778771,0.44945838,2.44560236,2.24054892,5.46936166,0.02285112,0.32152184,0.04373523,0.87007494
-1.98399200,8.37931029,0.45005347,2.48448452,2.28216552,5.55404298,0.02276687,0.33064115,0.04423198,0.88829805
-1.97798899,8.51821774,0.45154426,2.52735883,2.32112908,5.62965631,0.02265664,0.33940009,0.04467702,0.90747088
-1.97198599,8.65295928,0.45402337,2.57430635,2.35681184,5.69466622,0.02252395,0.34765310,0.04506542,0.92748325
-1.96598299,8.78183461,0.45756587,2.62528668,2.38855497,5.74750970,0.02237165,0.35525418,0.04539201,0.94822531
-1.95997999,8.90304072,0.46222770,2.68013602,2.41568668,5.78664256,0.02220185,0.36206119,0.04565148,0.96959164
-1.95397699,9.01473062,0.46804492,2.73857134,2.43754393,5.81059181,0.02201593,0.36794041,0.04583857,0.99148527
-1.94797399,9.11508075,0.47503364,2.80020037,2.45349688,5.81801192,0.02181459,0.37277134,0.04594828,1.01382133
-1.94197099,9.20236375,0.48319063,2.86453637,2.46297483,5.80774202,0.02159796,0.37645141,0.04597619,1.03653010
-1.93596798,9.27502208,0.49249432,2.93101680,2.46549244,5.77886122,0.02136573,0.37890037,0.04591865,1.05955913
-1.92996498,9.33173846,0.50290603,2.99902442,2.46067469,5.73073891,0.02111735,0.38006428,0.04577314,1.08287415
-1.92396198,9.37149862,0.51437135,3.06790963,2.44827919,5.66307728,0.02085222,0.37991861,0.04553850,1.10645856
-1.91795898,9.39364256,0.52682129,3.13701269,2.42821460,5.57594331,0.02056988,0.37847053,0.04521511,1.13031134
-1.91195598,9.39790098,0.54017326,3.20568448,2.40055389,5.46978840,0.02027016,0.37576011,0.04480512,1.15444332
-1.90595298,9.38441452,0.55433165,3.27330493,2.36554155,5.34545393,0.01995332,0.37186027,0.04431246,1.17887181
-1.89994997,9.35373444,0.56918797,3.33929822,2.32359418,5.20416231,0.01962021,0.36687558,0.04374291,1.20361384
-1.89394697,9.30680433,0.58462063,3.40314418,2.27529418,5.04749334,0.01927224,0.36093975,0.04310396,1.22867813
-1.88794397,9.24492395,0.60049442,3.46438586,2.22137664,4.87734682,0.01891142,0.35421203,0.04240466,1.25405636
-1.88194097,9.16969673,0.61665973,3.52263301,2.16270987,4.69589298,0.01854031,0.34687250,0.04165537,1.27971406
-1.87593797,9.08296405,0.63295189,3.57756196,2.10027042,4.50551266,0.01816191,0.33911654,0.04086736,1.30558178
-1.86993497,8.98672957,0.64919060,3.62891234,2.03511354,4.30873023,0.01777949,0.33114862,0.04005252,1.33154711
-1.86393197,8.88307766,0.66517981,3.67648103,1.96834052,4.10814177,0.01739648,0.32317568,0.03922284,1.35744807
-1.85792896,8.77409012,0.68070833,3.72011433,1.90106425,3.90634199,0.01701622,0.31540040,0.03839002,1.38306859
-1.85192596,8.66176535,0.69555112,3.75969866,1.83437456,3.70585276,0.01664178,0.30801462,0.03756499,1.40813640
-1.84592296,8.54794375,0.70947165,3.79515069,1.76930474,3.50905623,0.01627582,0.30119309,0.03675756,1.43232380
-1.83991996,8.43424278,0.72222522,3.82640737,1.70680087,3.31813506,0.01592039,0.29508800,0.03597601,1.45525157
-1.83391696,8.32200436,0.73356336,3.85341627,1.64769493,3.13502193,0.01557681,0.28982433,0.03522684,1.47649598
-1.82791396,8.21225661,0.74323913,3.87612664,1.59268299,2.96135999,0.01524562,0.28549626,0.03451457,1.49559893
-1.82191096,8.10569084,0.75101325,3.89448149,1.54230906,2.79847511,0.01492655,0.28216484,0.03384163,1.51208083
-1.81590795,8.00265434,0.75666081,3.90841084,1.49695523,2.64736053,0.01461850,0.27985684,0.03320835,1.52545576
-1.80990495,7.90315829,0.75997824,3.91782625,1.45683827,2.50867365,0.01431967,0.27856501,0.03261308,1.53524839
-1.80390195,7.80689966,0.76079025,3.92261684,1.42201250,2.38274439,0.01402766,0.27824950,0.03205233,1.54101175
-1.79789895,7.71329532,0.75895645,3.92264672,1.39237872,2.26959391,0.01373961,0.27884050,0.03152107,1.54234527
-1.79189595,7.62152627,0.75437714,3.91775420,1.36769830,2.16896226,0.01345240,0.28024191,0.03101301,1.53891191
-1.78589295,7.53058935,0.74699816,3.90775262,1.34761194,2.08034325,0.01316285,0.28233584,0.03052098,1.53045382
-1.77988994,7.43935394,0.73681439,3.89243310,1.33166170,2.00302445,0.01286791,0.28498771,0.03003733,1.51680554
-1.77388694,7.34662091,0.72387169,3.87156920,1.31931546,1.93613052,0.01256487,0.28805182,0.02955427,1.49790412
-1.76788394,7.25118127,0.70826719,3.84492363,1.30999249,1.87866776,0.01225152,0.29137696,0.02906429,1.47379562
-1.76188094,7.15187218,0.69014790,3.81225685,1.30308890,1.82956811,0.01192628,0.29481197,0.02856047,1.44463748
-1.75587794,7.04762814,0.66970751,3.77333761,1.29800199,1.78773083,0.01158832,0.29821095,0.02803680,1.41069681
-1.74987494,6.93752560,0.64718169,3.72795504,1.29415229,1.75206046,0.01123763,0.30143788,0.02748836,1.37234434
-1.74387194,6.82081961,0.62284200,3.67593187,1.29100261,1.72149985,0.01087497,0.30437057,0.02691157,1.33004455
-1.73786893,6.69697125,0.59698855,3.61713841,1.28807318,1.69505749,0.01050193,0.30690363,0.02630423,1.28434213
-1.73186593,6.56566552,0.56994194,3.55150647,1.28495271,1.67182849,0.01012077,0.30895061,0.02566558,1.23584559
-1.72586293,6.42681910,0.54203459,3.47904249,1.28130490,1.65100904,0.00973435,0.31044504,0.02499628,1.18520867
-1.71985993,6.28057851,0.51360197,3.39983922,1.27687061,1.63190448,0.00934597,0.31134057,0.02429834,1.13311029
-1.71385693,6.12730897,0.48497401,3.31408493,1.27146580,1.61393140,0.00895924,0.31161017,0.02357496,1.08023413
-1.70785393,5.96757501,0.45646693,3.22206972,1.26497595,1.59661432,0.00857785,0.31124454,0.02283039,1.02724859
-1.70185093,5.80211421,0.42837601,3.12418809,1.25734732,1.57957790,0.00820546,0.31024989,0.02206973,0.97478801
-1.69584792,5.63180540,0.40096924,3.02093757,1.24857621,1.56253575,0.00784548,0.30864529,0.02129872,0.92343603
-1.68984492,5.45763343,0.37448232,2.91291324,1.23869678,1.54527681,0.00750098,0.30645972,0.02052350,0.87371157
-1.68384192,5.28065205,0.34911493,2.80079808,1.22776867,1.52765065,0.00717451,0.30372910,0.01975044,0.82605815
-1.67783892,5.10194714,0.32502844,2.68534978,1.21586510,1.50955268,0.00686804,0.30049350,0.01898591,0.78083675
-1.67183592,4.92260214,0.30234502,2.56738437,1.20306232,1.49091036,0.00658291,0.29679457,0.01823612,0.73832235
-1.66583292,4.74366717,0.28114813,2.44775767,1.18943120,1.47167134,0.00631977,0.29267352,0.01750697,0.69870427
-1.65982991,4.56613367,0.26148427,2.32734536,1.17503123,1.45179415,0.00607866,0.28816961,0.01680391,0.66208992
-1.65382691,4.39091533,0.24336577,2.20702290,1.15990750,1.43124198,0.00585898,0.28331929,0.01613190,0.62851174
-1.64782391,4.21883624,0.22677463,2.08764611,1.14409040,1.40997969,0.00565961,0.27815592,0.01549532,0.59793669
-1.64182091,4.05062636,0.21166697,1.97003366,1.12759820,1.38797408,0.00547901,0.27271010,0.01489802,0.57027783
-1.63581791,3.88692413,0.19797804,1.85495208,1.11044183,1.36519709,0.00531532,0.26701048,0.01434332,0.54540719
-1.62981491,3.72828554,0.18562754,1.74310413,1.09263162,1.34163141,0.00516653,0.26108490,0.01383405,0.52316938
-1.62381191,3.57519858,0.17452495,1.63512082,1.07418507,1.31727795,0.00503055,0.25496185,0.01337270,0.50339503
-1.61780890,3.42810176,0.16457477,1.53155736,1.05513512,1.29216424,0.00490540,0.24867188,0.01296149,0.48591368
-1.61180590,3.28740501,0.15568147,1.43289284,1.03553802,1.26635304,0.00478931,0.24224903,0.01260251,0.47056540
-1.60580290,3.15351137,0.14775395,1.33953354,1.01548020,1.23995033,0.00468082,0.23573189,0.01229788,0.45721074
-1.59979990,3.02683779,0.14070937,1.25181904,0.99508347,1.21311184,0.00457891,0.22916447,0.01204986,0.44573865
-1.59379690,2.90783357,0.13447644,1.17003071,0.97450810,1.18604766,0.00448301,0.22259643,0.01186100,0.43607224
-1.58779390,2.79699507,0.12899776,1.09440180,0.95395346,1.15902433,0.00439312,0.21608296,0.01173425,0.42817224
-1.58179090,2.69487578,0.12423162,1.02512804,0.93365620,1.13236414,0.00430978,0.20968409,0.01167308,0.42203822
-1.57578789,2.60209103,0.12015280,0.96237832,0.91388593,1.10644167,0.00423409,0.20346349,0.01168154,0.41770784
-1.56978489,2.51931710,0.11675279,0.90630427,0.89493872,1.08167758,0.00416769,0.19748697,0.01176430,0.41525416
-1.56378189,2.44728474,0.11403925,0.85704848,0.87712881,1.05852992,0.00411269,0.19182058,0.01192665,0.41478148
-1.55777889,2.38676730,0.11203473,0.81475043,0.86077904,1.03748347,0.00407168,0.18652857,0.01217449,0.41641995
-1.55177589,2.33856413,0.11077496,0.77955001,0.84621052,1.01903749,0.00404758,0.18167131,0.01251425,0.42031929
-1.54577289,2.30347990,0.11030652,0.75158817,0.83373214,1.00369240,0.00404358,0.17730330,0.01295273,0.42664187
-1.53976988,2.28230049,0.11068410,0.73100474,0.82363050,0.99193610,0.00406305,0.17347133,0.01349700,0.43555541
-1.53376688,2.27576629,0.11196742,0.71793332,0.81616052,0.98423009,0.00410944,0.17021301,0.01415413,0.44722550
-1.52776388,2.28454362,0.11421789,0.71249355,0.81153740,0.98099618,0.00418616,0.16755562,0.01493097,0.46180805
-1.52176088,2.30919502,0.11749498,0.71478096,0.80992983,0.98260371,0.00429647,0.16551542,0.01583384,0.47944176
-1.51575788,2.35014880,0.12185260,0.72485484,0.81145480,0.98935783,0.00444335,0.16409727,0.01686819,0.50024054
-1.50975488,2.40766874,0.12733530,0.74272468,0.81617377,1.00148871,0.00462942,0.16329479,0.01803826,0.52428609
-1.50375188,2.48182423,0.13397458,0.76833573,0.82409028,1.01914190,0.00485677,0.16309068,0.01934664,0.55162040
-1.49774887,2.57246175,0.14178536,0.80155446,0.83514872,1.04236978,0.00512690,0.16345749,0.02079393,0.58223839
-1.49174587,2.67917819,0.15076258,0.84215457,0.84923406,1.07112422,0.00544058,0.16435836,0.02237827,0.61608071
-1.48574287,2.80129717,0.16087829,0.88980440,0.86617226,1.10525030,0.00579773,0.16574809,0.02409503,0.65302685
-1.47973987,2.93784925,0.17207914,0.94405663,0.88573140,1.14448150,0.00619737,0.16757400,0.02593641,0.69288880
