energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.87993997,6.91147619,0.02163714,1.08193198,0.19279992,0.08996580,3.20152596,2.68201943,1.59397002
-5.87393697,6.90464279,0.02177880,1.08229349,0.19373256,0.09076295,3.19879906,2.68122096,1.58725214
-5.86793397,6.88073083,0.02186716,1.08081210,0.19422397,0.09144678,3.18692997,2.67212058,1.57679292
-5.86193097,6.84006529,0.02189912,1.07753522,0.19426964,0.09200311,3.16604011,2.65488919,1.56272616
-5.85592796,6.78315713,0.02187210,1.07250398,0.19387094,0.09241710,3.13638837,2.62981775,1.54522309
-5.84992496,6.71070495,0.02178423,1.06575568,0.19303550,0.09267388,3.09836991,2.59731461,1.52449225
-5.84392196,6.62359374,0.02163440,1.05732736,0.19177745,0.09275939,3.05251138,2.55789996,1.50077891
-5.83791896,6.52289010,0.02142242,1.04726000,0.19011742,0.09266109,2.99946271,2.51219745,1.47436375
-5.83191596,6.40983312,0.02114908,1.03560315,0.18808238,0.09236882,2.93998522,2.46092277,1.44556084
-5.82591296,6.28582040,0.02081623,1.02241941,0.18570522,0.09187536,2.87493636,2.40486965,1.41471444
-5.81990995,6.15238874,0.02042676,1.00778844,0.18302407,0.09117711,2.80525130,2.34489319,1.38219479
-5.81390695,6.01118956,0.01998458,0.99181015,0.18008134,0.09027442,2.73192171,2.28189123,1.34839275
-5.80790395,5.86395897,0.01949460,0.97460673,0.17692268,0.08917184,2.65597242,2.21678392,1.31371317
-5.80190095,5.71248337,0.01896257,0.95632333,0.17359556,0.08787817,2.57843646,2.15049232,1.27856740
-5.79589795,5.55856117,0.01839497,0.93712728,0.17014789,0.08640626,2.50032947,2.08391664,1.24336483
-5.78989495,5.40396204,0.01779886,0.91720574,0.16662650,0.08477266,2.42262419,2.01791475,1.20850392
-5.78389195,5.25038511,0.01718163,0.89676208,0.16307563,0.08299710,2.34622605,1.95328186,1.17436299
-5.77788894,5.09941774,0.01655087,0.87601089,0.15953557,0.08110177,2.27195087,1.89073200,1.14129119
-5.77188594,4.95249670,0.01591412,0.85517213,0.15604133,0.07911057,2.20050531,1.83088209,1.10959999
-5.76588294,4.81087347,0.01527868,0.83446460,0.15262173,0.07704825,2.13247122,1.77423908,1.07955564
-5.75987994,4.67558531,0.01465143,0.81409910,0.14929859,0.07493954,2.06829423,1.72119078,1.05137306
-5.75387694,4.54743357,0.01403872,0.79427173,0.14608643,0.07280832,2.00827743,1.67200068,1.02521128
-5.74787394,4.42697032,0.01344621,0.77515761,0.14299239,0.07067684,1.95258006,1.62680690,1.00117092
-5.74187094,4.31449399,0.01287881,0.75690541,0.14001662,0.06856509,1.90122161,1.58562537,0.97929372
-5.73586793,4.21005453,0.01234065,0.73963293,0.13715301,0.06649027,1.85409097,1.54835697,0.95956423
-5.72986493,4.11346769,0.01183511,0.72342405,0.13439022,0.06446643,1.81096028,1.51479841,0.94191358
-5.72386193,4.02433805,0.01136481,0.70832708,0.13171297,0.06250430,1.77150287,1.48465628,0.92622526
-5.71785893,3.94208960,0.01093173,0.69435468,0.12910363,0.06061125,1.73531445,1.45756379,0.91234251
-5.71185593,3.86600267,0.01053730,0.68148533,0.12654379,0.05879149,1.70193655,1.43309929,0.90007720
-5.70585293,3.79525541,0.01018252,0.66966624,0.12401596,0.05704630,1.67088129,1.41080608,0.88921951
-5.69984992,3.72896794,0.00986803,0.65881762,0.12150519,0.05537453,1.64165606,1.39021248,0.87954824
-5.69384692,3.66624730,0.00959430,0.64883805,0.11900048,0.05377302,1.61378737,1.37085155,0.87084112
-5.68784392,3.60623100,0.00936165,0.63961073,0.11649602,0.05223726,1.58684247,1.35227963,0.86288471
-5.68184092,3.54812752,0.00917037,0.63101033,0.11399212,0.05076190,1.56044802,1.33409302,0.85548352
-5.67583792,3.49125182,0.00902076,0.62291015,0.11149569,0.04934141,1.53430501,1.31594237,0.84846785
-5.66983492,3.43505459,0.00891311,0.61518918,0.10902046,0.04797055,1.50819924,1.29754414,0.84170020
-5.66383192,3.37914405,0.00884771,0.60773891,0.10658670,0.04664491,1.48200718,1.27868892,0.83507985
-5.65782891,3.32329957,0.00882477,0.60046945,0.10422053,0.04536126,1.45569702,1.25924643,0.82854568
-5.65182591,3.26747685,0.00884434,0.59331478,0.10195298,0.04411785,1.42932508,1.23916712,0.82207697
-5.64582291,3.21180468,0.00890620,0.58623681,0.09981859,0.04291456,1.40302799,1.21848045,0.81569244
-5.63981991,3.15657378,0.00900974,0.57922825,0.09785384,0.04175301,1.37701117,1.19729021,0.80944741
-5.63381691,3.10221859,0.00915382,0.57231392,0.09609543,0.04063642,1.35153438,1.17576698,0.80342957
-5.62781391,3.04929303,0.00933666,0.56555061,0.09457843,0.03956955,1.32689536,1.15413841,0.79775337
-5.62181091,2.99844182,0.00955571,0.55902551,0.09333445,0.03855837,1.30341223,1.13267769,0.79255347
-5.61580790,2.95036867,0.00980758,0.55285306,0.09238997,0.03760984,1.28140591,1.11169080,0.78797753
-5.60980490,2.90580312,0.01008799,0.54717063,0.09176475,0.03673150,1.26118337,1.09150314,0.78417875
-5.60380190,2.86546754,0.01039174,0.54213301,0.09147064,0.03593110,1.24302261,1.07244617,0.78130844
-5.59779890,2.83004604,0.01071276,0.53790605,0.09151062,0.03521625,1.22715999,1.05484455,0.77950897
-5.59179590,2.80015640,0.01104420,0.53465975,0.09187821,0.03459404,1.21378070,1.03900438,0.77890740
-5.58579290,2.77632644,0.01137854,0.53256100,0.09255740,0.03407072,1.20301250,1.02520292,0.77961008
-5.57978989,2.75897558,0.01170777,0.53176650,0.09352279,0.03365146,1.19492300,1.01368027,0.78169834
-5.57378689,2.74840230,0.01202359,0.53241596,0.09474034,0.03334010,1.18952044,1.00463311,0.78522548
-5.56778389,2.74477758,0.01231766,0.53462612,0.09616832,0.03313905,1.18675763,0.99821078,0.79021513
-5.56178089,2.74814448,0.01258185,0.53848567,0.09775866,0.03304920,1.18653865,0.99451369,0.79666094
-5.55577789,2.75842317,0.01280850,0.54405147,0.09945855,0.03306996,1.18872767,0.99359393,0.80452766
-5.54977489,2.77542100,0.01299068,0.55134613,0.10121219,0.03319930,1.19315925,0.99545791,0.81375334
-5.54377189,2.79884639,0.01312243,0.56035705,0.10296268,0.03343388,1.19964921,1.00007071,0.82425255
-5.53776888,2.82832567,0.01319897,0.57103699,0.10465390,0.03376919,1.20800547,1.00736181,0.83592050
-5.53176588,2.86342143,0.01321687,0.58330603,0.10623234,0.03419974,1.21803786,1.01723166,0.84863762
-5.52576288,2.90365128,0.01317419,0.59705486,0.10764879,0.03471922,1.22956653,1.02955872,0.86227441
-5.51975988,2.94850576,0.01307054,0.61214907,0.10885977,0.03532072,1.24242816,1.04420649,0.87669638
-5.51375688,2.99746428,0.01290709,0.62843431,0.10982875,0.03599682,1.25647983,1.06103001,0.89176857
-5.50775388,3.05000842,0.01268654,0.64574191,0.11052705,0.03673973,1.27160027,1.07988165,0.90735969
-5.50175088,3.10563175,0.01241302,0.66389465,0.11093431,0.03754136,1.28768853,1.10061572,0.92334546
-5.49574787,3.16384613,0.01209196,0.68271245,0.11103876,0.03839338,1.30466048,1.12309182,0.93961108
-5.48974487,3.22418430,0.01172988,0.70201755,0.11083704,0.03928718,1.32244330,1.14717683,0.95605278
-5.48374187,3.28619931,0.01133419,0.72163906,0.11033375,0.04021385,1.34096883,1.17274568,0.97257840
-5.47773887,3.34946118,0.01091299,0.74141661,0.10954078,0.04116412,1.36016628,1.19968091,0.98910702
-5.47173587,3.41355184,0.01047474,0.76120298,0.10847635,0.04212833,1.37995515,1.22787141,1.00556778
-5.46573287,3.47805924,0.01002811,0.78086570,0.10716402,0.04309633,1.40023910,1.25721066,1.02189811
-5.45972986,3.54257166,0.00958170,0.80028760,0.10563146,0.04405751,1.42090139,1.28759472,1.03804145
-5.45372686,3.60667339,0.00914384,0.81936650,0.10390940,0.04500079,1.44180264,1.31892050,1.05394482
-5.44772386,3.66994255,0.00872242,0.83801402,0.10203049,0.04591473,1.46278110,1.35108455,1.06955645
-5.44172086,3.73195190,0.00832475,0.85615396,0.10002830,0.04678769,1.48365584,1.38398271,1.08482357
-5.43571786,3.79227304,0.00795745,0.87372020,0.09793651,0.04760801,1.50423269,1.41751082,1.09969081
-5.42971486,3.85048416,0.00762638,0.89065462,0.09578819,0.04836437,1.52431281,1.45156657,1.11409913
-5.42371186,3.90618121,0.00733662,0.90690504,0.09361537,0.04904610,1.54370337,1.48605249,1.12798552
-5.41770885,3.95899185,0.00709246,0.92242360,0.09144864,0.04964359,1.56222970,1.52087995,1.14128352
-5.41170585,4.00859163,0.00689744,0.93716547,0.08931709,0.05014875,1.57974808,1.55597392,1.15392446
-5.40570285,4.05472108,0.00675438,0.95108832,0.08724823,0.05055542,1.59615847,1.59127812,1.16583946
-5.39969985,4.09720285,0.00666545,0.96415229,0.08526809,0.05085978,1.61141599,1.62676029,1.17696204
-5.39369685,4.13595738,0.00663225,0.97632070,0.08340139,0.05106076,1.62554057,1.66241699,1.18723115
-5.38769385,4.17101610,0.00665583,0.98756123,0.08167160,0.05116026,1.63862386,1.69827770,1.19659445
-5.38169085,4.20253104,0.00673681,0.99784767,0.08010118,0.05116339,1.65083283,1.73440763,1.20501173
-5.37568784,4.23077992,0.00687537,1.00716194,0.07871153,0.05107850,1.66240976,1.77090921,1.21245817
-5.36968484,4.25616621,0.00707130,1.01549624,0.07752301,0.05091713,1.67366829,1.80792172,1.21892728
-5.36368184,4.27921390,0.00732400,1.02285520,0.07655482,0.05069382,1.68498579,1.84561930,1.22443342
-5.35767884,4.30055692,0.00763252,1.02925786,0.07582472,0.05042574,1.69679226,1.88420701,1.22901375
-5.35167584,4.32092375,0.00799550,1.03473919,0.07534872,0.05013226,1.70955630,1.92391543,1.23272937
-5.34567284,4.34111767,0.00841114,1.03935114,0.07514066,0.04983437,1.72376887,1.96499366,1.23566586
-5.33966983,4.36199375,0.00887722,1.04316308,0.07521176,0.04955403,1.73992566,2.00770135,1.23793287
-5.33366683,4.38443338,0.00939102,1.04626149,0.07557013,0.04931346,1.75850879,2.05229990,1.23966293
-5.32766383,4.40931769,0.00994931,1.04874894,0.07622037,0.04913445,1.77996904,2.09904332,1.24100945
-5.32166083,4.43750073,0.01054833,1.05074226,0.07716311,0.04903760,1.80470900,2.14816914,1.24214393
-5.31565783,4.46978363,0.01118379,1.05237009,0.07839482,0.04904164,1.83306823,2.19988963,1.24325232
-5.30965483,4.50689054,0.01185087,1.05376969,0.07990756,0.04916287,1.86531074,2.25438377,1.24453075
-5.30365183,4.54944706,0.01254427,1.05508329,0.08168908,0.04941459,1.90161528,2.31179001,1.24618057
-5.29764882,4.59796181,0.01325825,1.05645393,0.08372288,0.04980673,1.94206870,2.37220022,1.24840282
-5.29164582,4.65281124,0.01398670,1.05802103,0.08598860,0.05034553,1.98666225,2.43565458,1.25139219
-5.28564282,4.71422804,0.01472319,1.05991587,0.08846243,0.05103340,2.03529089,2.50213774,1.25533073
-5.27963982,4.78229295,0.01546115,1.06225699,0.09111778,0.05186890,2.08775524,2.57157594,1.26038124
-5.27363682,4.85692997,0.01619389,1.06514583,0.09392593,0.05284681,2.14376580,2.64383518,1.26668074
-5.26763382,4.93790468,0.01691477,1.06866267,0.09685684,0.05395832,2.20294916,2.71872027,1.27433405
-5.26163082,5.02482550,0.01761726,1.07286304,0.09987997,0.05519134,2.26485571,2.79597462,1.28340794
-5.25562781,5.11714773,0.01829510,1.07777480,0.10296510,0.05653088,2.32896842,2.87528093,1.29392582
-5.24962481,5.21418019,0.01894234,1.08339592,0.10608311,0.05795945,2.39471250,2.95626252,1.30586356
-5.24362181,5.31509443,0.01955346,1.08969320,0.10920669,0.05945754,2.46146560,3.03848551,1.31914646
-5.23761881,5.41893658,0.02012342,1.09660193,0.11231099,0.06100413,2.52856832,3.12146192,1.33364780
-5.23161581,5.52464182,0.02064775,1.10402658,0.11537407,0.06257719,2.59533511,3.20465384,1.34918908
-5.22561281,5.63105155,0.02112252,1.11184263,0.11837732,0.06415418,2.66106533,3.28747875,1.36554217
-5.21960980,5.73693340,0.02154443,1.11989942,0.12130566,0.06571254,2.72505454,3.36931627,1.38243344
-5.21360680,5.84100392,0.02191079,1.12802410,0.12414761,0.06723017,2.78660616,3.44951633,1.39954989
-5.20760380,5.94195388,0.02221952,1.13602657,0.12689529,0.06868583,2.84504317,3.52740894,1.41654710
-5.20160080,6.03847570,0.02246917,1.14370518,0.12954418,0.07005960,2.89972012,3.60231547,1.43305886
-5.19559780,6.12929265,0.02265888,1.15085320,0.13209288,0.07133322,2.95003509,3.67356118,1.44870815
-5.18959480,6.21318886,0.02278838,1.15726570,0.13454264,0.07249040,2.99544140,3.74048901,1.46311903
-5.18359180,6.28903930,0.02285799,1.16274662,0.13689694,0.07351711,3.03545887,3.80247390,1.47592888
-5.17758879,6.35583850,0.02286858,1.16711574,0.13916091,0.07440179,3.06968407,3.85893739,1.48680060
-5.17158579,6.41272694,0.02282156,1.17021532,0.14134072,0.07513553,3.09779926,3.90936180,1.49543405
-5.16558279,6.45901361,0.02271885,1.17191598,0.14344299,0.07571214,3.11957950,3.95330335,1.50157615
-5.15957979,6.49419381,0.02256291,1.17212160,0.14547411,0.07612822,3.13489754,3.99040362,1.50502928
-5.15357679,6.51796099,0.02235662,1.17077297,0.14743965,0.07638310,3.14372602,4.02039874,1.50565738
-5.14757379,6.53021184,0.02210334,1.16785000,0.14934374,0.07647877,3.14613688,4.04312576,1.50338951
-5.14157079,6.53104435,0.02180678,1.16337226,0.15118854,0.07641967,3.14229770,4.05852594,1.49822060
-5.13556778,6.52074854,0.02147102,1.15739787,0.15297375,0.07621247,3.13246510,4.06664466,1.49020955
-5.12956478,6.49979030,0.02110038,1.15002071,0.15469622,0.07586578,3.11697547,4.06762800,1.47947449
-5.12356178,6.46878916,0.02069939,1.14136604,0.15634970,0.07538980,3.09623319,4.06171616,1.46618582
-5.11755878,6.42849085,0.02027267,1.13158479,0.15792464,0.07479597,3.07069713,4.04923415,1.45055720
-5.11155578,6.37973631,0.01982487,1.12084663,0.15940822,0.07409651,3.04086595,4.03058015,1.43283507
-5.10555278,6.32342856,0.01936055,1.10933241,0.16078444,0.07330407,3.00726284,4.00621232,1.41328739
-5.09954977,6.26049923,0.01888411,1.09722605,0.16203443,0.07243130,2.97042060,3.97663473,1.39219208
-5.09354677,6.19187644,0.01839969,1.08470655,0.16313687,0.07149048,2.93086759,3.94238299,1.36982595
-5.08754377,6.11845551,0.01791108,1.07194032,0.16406856,0.07049319,2.88911527,3.90401047,1.34645456
-5.08154077,6.04107396,0.01742170,1.05907437,0.16480514,0.06945002,2.84564781,3.86207547,1.32232358
-5.07553777,5.96049173,0.01693452,1.04623060,0.16532187,0.06837034,2.80091397,3.81712993,1.29765206
-5.06953477,5.87737733,0.01645204,1.03350147,0.16559455,0.06726217,2.75532168,3.76970990,1.27262779
-5.06353177,5.79230020,0.01597632,1.02094729,0.16560042,0.06613203,2.70923503,3.72032791,1.24740494
-5.05752876,5.70572917,0.01550897,1.00859523,0.16531914,0.06498499,2.66297374,3.66946728,1.22210391
-5.05152576,5.61803665,0.01505124,0.99643998,0.16473369,0.06382466,2.61681472,3.61757810,1.19681328
-5.04552276,5.52950778,0.01460403,0.98444612,0.16383129,0.06265331,2.57099537,3.56507492,1.17159345
-5.03951976,5.44035370,0.01416805,0.97255191,0.16260415,0.06147203,2.52571828,3.51233551,1.14648185
-5.03351676,5.35072780,0.01374386,0.96067437,0.16105016,0.06028089,2.48115676,3.45970081,1.12149905
-5.02751376,5.26074401,0.01333205,0.94871528,0.15917346,0.05907922,2.43746096,3.40747554,1.09665544
-5.02151076,5.17049601,0.01293331,0.93656789,0.15698481,0.05786580,2.39476418,3.35592942,1.07195809
-5.01550775,5.08007651,0.01254857,0.92412392,0.15450181,0.05663913,2.35318909,3.30529892,1.04741726
-5.00950475,4.98959569,0.01217914,0.91128053,0.15174896,0.05539774,2.31285374,3.25578948,1.02305226
-5.00350175,4.89919829,0.01182680,0.89794704,0.14875759,0.05414036,2.27387725,3.20757833,0.99889643
-4.99749875,4.80907889,0.01149393,0.88405097,0.14556555,0.05286622,2.23638516,3.16081798,0.97500090
-4.99149575,4.71949495,0.01118358,0.86954334,0.14221679,0.05157528,2.20051448,3.11564056,0.95143717
-4.98549275,4.63077764,0.01089955,0.85440289,0.13876081,0.05026836,2.16641840,3.07216312,0.92829842
-4.97948974,4.54334013,0.01064643,0.83863926,0.13525196,0.04894737,2.13427086,3.03049393,0.90569959
-4.97348674,4.45768355,0.01042964,0.82229491,0.13174859,0.04761541,2.10427075,2.99073979,0.88377637
-4.96748374,4.37440033,0.01025545,0.80544588,0.12831217,0.04627685,2.07664585,2.95301416,0.86268329
-4.96148074,4.29417515,0.01013093,0.78820130,0.12500625,0.04493738,2.05165630,2.91744577,0.84259109
-4.95547774,4.21778324,0.01006395,0.77070190,0.12189537,0.04360403,2.02959736,2.88418737,0.82368360
-4.94947474,4.14608592,0.01006305,0.75311745,0.11904390,0.04228506,2.01080129,2.85342396,0.80615439
-4.94347174,4.08002345,0.01013739,0.73564331,0.11651487,0.04098990,1.99563796,2.82537992,0.79020335
-4.93746873,4.02060479,0.01029664,0.71849631,0.11436867,0.03972896,1.98451385,2.80032430,0.77603340
-4.93146573,3.96889432,0.01055078,0.70191001,0.11266189,0.03851346,1.97786924,2.77857371,0.76384750
-4.92546273,3.92599551,0.01090995,0.68612954,0.11144603,0.03735514,1.97617319,2.76049205,0.75384599
-4.91945973,3.89303139,0.01138426,0.67140620,0.11076639,0.03626597,1.97991614,2.74648681,0.74622441
-4.91345673,3.87112218,0.01198355,0.65799197,0.11066093,0.03525788,1.98960020,2.73700157,0.74117164
-4.90745373,3.86136039,0.01271714,0.64613399,0.11115930,0.03434235,2.00572695,2.73250465,0.73886852
-4.90145073,3.86478374,0.01359356,0.63606933,0.11228201,0.03353012,2.02878317,2.73347434,0.73948663
-4.89544772,3.88234669,0.01462028,0.62801996,0.11403979,0.03283081,2.05922468,2.74038089,0.74318728
-4.88944472,3.91489141,0.01580342,0.62218823,0.11643313,0.03225260,2.09745885,2.75366632,0.75012044
-4.88344172,3.96311889,0.01714744,0.61875287,0.11945208,0.03180197,2.14382639,2.77372274,0.76042358
-4.87743872,4.02756149,0.01865486,0.61786550,0.12307637,0.03148341,2.19858305,2.80087041,0.77422001
-4.87143572,4.10855766,0.02032601,0.61964797,0.12727567,0.03129927,2.26188196,2.83533673,0.79161697
-4.86543272,4.20623001,0.02215874,0.62419024,0.13201029,0.03124958,2.33375753,2.87723717,0.81270286
-4.85942971,4.32046752,0.02414828,0.63154909,0.13723198,0.03133206,2.41411140,2.92655947,0.83754405
-4.85342671,4.45091269,0.02628700,0.64174746,0.14288512,0.03154210,2.50270131,2.98315177,0.86618077
-4.84742371,4.59695418,0.02856440,0.65477442,0.14890801,0.03187285,2.59913334,3.04671560,0.89862249
-4.84142071,4.75772529,0.03096700,0.67058578,0.15523438,0.03231540,2.70285811,3.11680402,0.93484268
-4.83541771,4.93210844,0.03347847,0.68910511,0.16179499,0.03285897,2.81317101,3.19282510,0.97477324
-4.82941471,5.11874560,0.03607974,0.71022515,0.16851930,0.03349125,2.92921692,3.27405045,1.01829872
-4.82341171,5.31605423,0.03874923,0.73380946,0.17533710,0.03419863,3.04999907,3.35962849,1.06525086
-4.81740870,5.52224851,0.04146320,0.75969426,0.18218010,0.03496661,3.17439222,3.44860152,1.11540349
-4.81140570,5.73536502,0.04419618,0.78769025,0.18898337,0.03578014,3.30115958,3.53992592,1.16846854
-4.80540270,5.95329234,0.04692148,0.81758444,0.19568665,0.03662397,3.42897328,3.63249426,1.22409327
-4.79939970,6.17380386,0.04961175,0.84914192,0.20223532,0.03748303,3.55643772,3.72515828,1.28185931
-4.79339670,6.39459301,0.05223972,0.88210758,0.20858127,0.03834271,3.68211547,3.81675195,1.34128375
-4.78739370,6.61331027,0.05477883,0.91620775,0.21468340,0.03918921,3.80455476,3.90611340,1.40182269
-4.78139070,6.82760144,0.05720403,0.95115199,0.22050784,0.04000978,3.92231835,3.99210528,1.46287742
-4.77538769,7.03514641,0.05949247,0.98663499,0.22602793,0.04079294,4.03401270,4.07363291,1.52380330
-4.76938469,7.23369819,0.06162430,1.02233883,0.23122396,0.04152869,4.13831710,4.14966004,1.58392139
-4.76338169,7.42112141,0.06358325,1.05793565,0.23608264,0.04220863,4.23401200,4.21922217,1.64253262
-4.75737869,7.59543014,0.06535734,1.09309096,0.24059640,0.04282606,4.32000577,4.28143757,1.69893417
-4.75137569,7.75482414,0.06693929,1.12746765,0.24476252,0.04337609,4.39535945,4.33551632,1.75243756
-4.74537269,7.89772327,0.06832695,1.16073070,0.24858216,0.04385566,4.45930865,4.38076790,1.80238797
-4.73936968,8.02279908,0.06952350,1.19255272,0.25205935,0.04426353,4.51128213,4.41660752,1.84818384
-4.73336668,8.12900292,0.07053748,1.22262012,0.25519992,0.04460028,4.55091631,4.44256187,1.88929610
-4.72736368,8.21558957,0.07138268,1.25063983,0.25801042,0.04486828,4.57806523,4.45827438,1.92528612
-4.72136068,8.28213543,0.07207779,1.27634636,0.26049719,0.04507160,4.59280540,4.46351018,1.95582142
-4.71535768,8.32855023,0.07264587,1.29950879,0.26266543,0.04521594,4.59543520,4.45816092,1.98068843
-4.70935468,8.35508136,0.07311363,1.31993759,0.26451844,0.04530847,4.58646835,4.44224901,1.99980140
-4.70335168,8.36230990,0.07351055,1.33749060,0.26605697,0.04535768,4.56662160,4.41593114,2.01320705
-4.69734867,8.35113782,0.07386781,1.35207806,0.26727875,0.04537325,4.53679634,4.37950062,2.02108431
-4.69134567,8.32276606,0.07421715,1.36366627,0.26817827,0.04536576,4.49805480,4.33338786,2.02373919
-4.68534267,8.27866354,0.07458963,1.37227949,0.26874663,0.04534648,4.45159097,4.27815865,2.02159459
-4.67933967,8.22052761,0.07501436,1.37800005,0.26897175,0.04532709,4.39869729,4.21450964,2.01517548
-4.67333667,8.15023704,0.07551724,1.38096640,0.26883868,0.04531936,4.34072797,4.14326064,2.00508993
-4.66733367,8.06979883,0.07611981,1.38136924,0.26833019,0.04533489,4.27906012,4.06534358,1.99200677
-4.66133067,7.98129074,0.07683820,1.37944572,0.26742754,0.04538472,4.21505421,3.98178805,1.97663072
-4.65532766,7.88680170,0.07768224,1.37547196,0.26611145,0.04547905,4.15001517,3.89370355,1.95967619
-4.64932466,7.78837248,0.07865489,1.36975424,0.26436319,0.04562691,4.08515575,3.80225902,1.94184093
-4.64332166,7.68793904,0.07975184,1.36261925,0.26216584,0.04583591,4.02156364,3.70865993,1.92378050
-4.63731866,7.58728092,0.08096147,1.35440374,0.25950559,0.04611199,3.96017363,3.61412400,1.90608508
-4.63131566,7.48797694,0.08226509,1.34544411,0.25637305,0.04645920,3.90174606,3.51985608,1.88925929
-4.62531266,7.39136995,0.08363752,1.33606638,0.25276455,0.04687962,3.84685245,3.42702327,1.87370614
-4.61930965,7.29854200,0.08504794,1.32657694,0.24868326,0.04737320,3.79586872,3.33673116,1.85971577
-4.61330665,7.21030089,0.08646108,1.31725434,0.24414023,0.04793783,3.74897651,3.25000189,1.84745921
-4.60730365,7.12717810,0.08783855,1.30834256,0.23915510,0.04856936,3.70617203,3.16775484,1.83698765
-4.60130065,7.04943784,0.08914039,1.30004578,0.23375653,0.04926169,3.66728221,3.09079049,1.82823671
-4.59529765,6.97709627,0.09032674,1.29252479,0.22798234,0.05000699,3.63198703,3.01977789,1.82103578
-4.58929465,6.90994931,0.09135948,1.28589502,0.22187926,0.05079586,3.59984681,2.95524577,1.81512136
-4.58329165,6.84760711,0.09220391,1.28022611,0.21550223,0.05161764,3.57033312,2.89757758,1.81015399
-4.57728864,6.78953317,0.09283021,1.27554282,0.20891345,0.05246063,3.54286158,2.84701003,1.80573755
-4.57128564,6.73508553,0.09321476,1.27182708,0.20218097,0.05331243,3.51682487,2.80363511,1.80144002
-4.56528264,6.68355789,0.09334124,1.26902090,0.19537711,0.05416020,3.49162442,2.76740492,1.79681456
-4.55927964,6.63421827,0.09320130,1.26703002,0.18857650,0.05499097,3.46669907,2.73813915,1.79141988
-4.55327664,6.58634354,0.09279502,1.26572785,0.18185410,0.05579189,3.44154956,2.71553442,1.78483903
-4.54727364,6.53924807,0.09213093,1.26495966,0.17528309,0.05655045,3.41575767,2.69917519,1.77669559
-4.54127064,6.49230547,0.09122567,1.26454682,0.16893276,0.05725474,3.38899938,2.68854575,1.76666691
-4.53526763,6.44496298,0.09010336,1.26429087,0.16286660,0.05789357,3.36105163,2.68304280,1.75449367
-4.52926463,6.39674832,0.08879459,1.26397756,0.15714054,0.05845666,3.33179273,2.68198845,1.73998585
-4.52326163,6.34726947,0.08733517,1.26338063,0.15180144,0.05893468,3.30119685,2.68464330,1.72302489
-4.51725863,6.29620833,0.08576475,1.26226548,0.14688600,0.05931936,3.26932310,2.69021952,1.70356241
-4.51125563,6.24330951,0.08412517,1.26039278,0.14242004,0.05960353,3.23630047,2.69789381,1.68161585
-4.50525263,6.18836566,0.08245887,1.25752210,0.13841809,0.05978108,3.20230949,2.70682032,1.65726161
-4.49924962,6.13120111,0.08080723,1.25341563,0.13488352,0.05984700,3.16756228,2.71614341,1.63062636
-4.49324662,6.07165553,0.07920908,1.24784196,0.13180899,0.05979734,3.13228205,2.72501052,1.60187718
