energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.07670329,0.01450657,0.06841863,0.40227615,1.07526330,0.00218222,0.94567946,0.29841759,0.11514223
-5.99399700,2.05789116,0.01508689,0.07588088,0.42542593,1.05398409,0.00201993,0.93322837,0.30260348,0.11222075
-5.98799400,2.04030569,0.01566405,0.08426437,0.45139351,1.03194650,0.00188825,0.92099218,0.30712470,0.10927875
-5.98199100,2.02399748,0.01621688,0.09356907,0.47998226,1.00935019,0.00178539,0.90895383,0.31191533,0.10632245
-5.97598799,2.00900380,0.01672547,0.10377730,0.51092944,0.98641759,0.00170932,0.89708854,0.31689515,0.10336056
-5.96998499,1.99534145,0.01717162,0.11485208,0.54390648,0.96338660,0.00165785,0.88536346,0.32197072,0.10040402
-5.96398199,1.98300039,0.01753934,0.12673598,0.57852135,0.94050253,0.00162858,0.87373780,0.32703710,0.09746574
-5.95797899,1.97193852,0.01781517,0.13935057,0.61432309,0.91801002,0.00161904,0.86216341,0.33198013,0.09456024
-5.95197599,1.96207801,0.01798855,0.15259648,0.65080871,0.89614499,0.00162662,0.85058598,0.33667916,0.09170332
-5.94597299,1.95330347,0.01805202,0.16635424,0.68743215,0.87512721,0.00164867,0.83894661,0.34101011,0.08891163
-5.93996998,1.94546211,0.01800147,0.18048592,0.72361539,0.85515364,0.00168252,0.82718383,0.34484884,0.08620233
-5.93396698,1.93836614,0.01783611,0.19483740,0.75876124,0.83639290,0.00172546,0.81523604,0.34807467,0.08359270
-5.92796398,1.93179727,0.01755854,0.20924156,0.79226766,0.81898097,0.00177486,0.80304419,0.35057393,0.08109979
-5.92196098,1.92551322,0.01717460,0.22352196,0.82354307,0.80301845,0.00182811,0.79055459,0.35224343,0.07874020
-5.91595798,1.91925615,0.01669318,0.23749716,0.85202217,0.78856915,0.00188272,0.77772196,0.35299379,0.07652974
-5.90995498,1.91276246,0.01612600,0.25098545,0.87718180,0.77566036,0.00193634,0.76451228,0.35275246,0.07448335
-5.90395198,1.90577379,0.01548726,0.26380986,0.89855619,0.76428436,0.00198678,0.75090567,0.35146637,0.07261496
-5.89794897,1.89804863,0.01479331,0.27580315,0.91575104,0.75440139,0.00203207,0.73689899,0.34910414,0.07093749
-5.89194597,1.88937419,0.01406228,0.28681288,0.92845592,0.74594363,0.00207049,0.72250803,0.34565777,0.06946290
-5.88594297,1.87957794,0.01331365,0.29670604,0.93645446,0.73882020,0.00210058,0.70776945,0.34114380,0.06820232
-5.87993997,1.86853846,0.01256796,0.30537333,0.93963194,0.73292286,0.00212123,0.69274215,0.33560383,0.06716628
-5.87393697,1.85619516,0.01184637,0.31273286,0.93797993,0.72813220,0.00213165,0.67750810,0.32910449,0.06636496
-5.86793397,1.84255663,0.01117043,0.31873304,0.93159787,0.72432414,0.00213141,0.66217265,0.32173676,0.06580852
-5.86193097,1.82770713,0.01056172,0.32335484,0.92069135,0.72137647,0.00212046,0.64686427,0.31361483,0.06550747
-5.85592796,1.81181128,0.01004167,0.32661300,0.90556744,0.71917535,0.00209913,0.63173365,0.30487428,0.06547303
-5.84992496,1.79511659,0.00963133,0.32855651,0.88662693,0.71762135,0.00206812,0.61695226,0.29566994,0.06571752
-5.84392196,1.77795391,0.00935119,0.32926815,0.86435406,0.71663517,0.00202851,0.60271033,0.28617323,0.06625465
-5.83791896,1.76073558,0.00922104,0.32886319,0.83930400,0.71616260,0.00198168,0.58921431,0.27656922,0.06709981
-5.83191596,1.74395145,0.00925977,0.32748735,0.81208854,0.71617872,0.00192937,0.57668381,0.26705336,0.06827022
-5.82591296,1.72816260,0.00948526,0.32531392,0.78336059,0.71669111,0.00187354,0.56534802,0.25782807,0.06978496
-5.81990995,1.71399287,0.00991416,0.32254037,0.75379797,0.71774196,0.00181642,0.55544174,0.24909912,0.07166484
-5.81390695,1.70211821,0.01056167,0.31938433,0.72408696,0.71940902,0.00176039,0.54720090,0.24107195,0.07393207
-5.80790395,1.69325377,0.01144124,0.31607904,0.69490627,0.72180499,0.00170796,0.54085774,0.23394794,0.07660974
-5.80190095,1.68813895,0.01256430,0.31286842,0.66691159,0.72507567,0.00166170,0.53663563,0.22792072,0.07972110
-5.79589795,1.68752034,0.01393983,0.31000185,0.64072141,0.72939638,0.00162420,0.53474356,0.22317247,0.08328861
-5.78989495,1.69213282,0.01557395,0.30772856,0.61690414,0.73496696,0.00159799,0.53537040,0.21987033,0.08733280
-5.78389195,1.70267906,0.01746946,0.30629192,0.59596695,0.74200513,0.00158549,0.53867911,0.21816294,0.09187098
-5.77788894,1.71980763,0.01962539,0.30592362,0.57834635,0.75073853,0.00158897,0.54480080,0.21817705,0.09691586
-5.77188594,1.74409048,0.02203645,0.30683782,0.56440070,0.76139548,0.00161047,0.55382906,0.22001447,0.10247400
-5.76588294,1.77600008,0.02469269,0.30922537,0.55440466,0.77419474,0.00165178,0.56581454,0.22374919,0.10854446
-5.75987994,1.81588726,0.02757906,0.31324839,0.54854553,0.78933471,0.00171436,0.58076010,0.22942483,0.11511733
-5.75387694,1.86396039,0.03067515,0.31903513,0.54692160,0.80698241,0.00179935,0.59861668,0.23705260,0.12217260
-5.74787394,1.92026701,0.03395505,0.32667545,0.54954225,0.82726271,0.00190750,0.61928021,0.24660967,0.12967922
-5.74187094,1.98467877,0.03738737,0.33621705,0.55632993,0.85024840,0.00203915,0.64258974,0.25803825,0.13759443
-5.73586793,2.05688085,0.04093543,0.34766262,0.56712382,0.87595164,0.00219423,0.66832698,0.27124533,0.14586362
-5.72986493,2.13636647,0.04455761,0.36096800,0.58168512,0.90431721,0.00237221,0.69621752,0.28610331,0.15442056
-5.72386193,2.22243765,0.04820804,0.37604172,0.59970389,0.93521815,0.00257216,0.72593381,0.30245141,0.16318812
-5.71785893,2.31421245,0.05183732,0.39274577,0.62080728,0.96845415,0.00279269,0.75710002,0.32009823,0.17207954
-5.71185593,2.41063922,0.05539355,0.41089781,0.64456904,1.00375295,0.00303203,0.78929872,0.33882510,0.18100016
-5.70585293,2.51051784,0.05882349,0.43027487,0.67052011,1.04077500,0.00328800,0.82207936,0.35839058,0.18984960
-5.69984992,2.61252760,0.06207388,0.45061829,0.69816010,1.07912119,0.00355811,0.85496840,0.37853584,0.19852440
-5.69384692,2.71526112,0.06509278,0.47164003,0.72696951,1.11834381,0.00383957,0.88748083,0.39899089,0.20692089
-5.68784392,2.81726334,0.06783103,0.49302998,0.75642230,1.15796010,0.00412936,0.91913274,0.41948150,0.21493836
-5.68184092,2.91707436,0.07024365,0.51446407,0.78599861,1.19746812,0.00442431,0.94945456,0.43973670,0.22248230
-5.67583792,3.01327454,0.07229118,0.53561304,0.81519736,1.23636438,0.00472116,0.97800466,0.45949654,0.22946765
-5.66983492,3.10453026,0.07394088,0.55615124,0.84354834,1.27416230,0.00501668,1.00438264,0.47851992,0.23582187
-5.66383192,3.18963859,0.07516775,0.57576551,0.87062358,1.31041108,0.00530771,1.02824197,0.49659219,0.24148786
-5.65782891,3.26756904,0.07595534,0.59416344,0.89604766,1.34471375,0.00559126,1.04930158,0.51353227,0.24642639
-5.65182591,3.33750065,0.07629627,0.61108099,0.91950669,1.37674404,0.00586462,1.06735570,0.52919894,0.25061815
-5.64582291,3.39885297,0.07619244,0.62628904,0.94075576,1.40626094,0.00612541,1.08228190,0.54349609,0.25406521
-5.63981991,3.45130948,0.07565503,0.63959869,0.95962461,1.43312043,0.00637168,1.09404674,0.55637669,0.25679189
-5.63381691,3.49483234,0.07470407,0.65086515,0.97602143,1.45728379,0.00660192,1.10270881,0.56784515,0.25884489
-5.62781391,3.52966790,0.07336785,0.65999013,0.98993455,1.47882199,0.00681514,1.10841913,0.57795807,0.26029284
-5.62181091,3.55634227,0.07168195,0.66692271,1.00143208,1.49791586,0.00701088,1.11141862,0.58682316,0.26122500
-5.61580790,3.57564711,0.06968817,0.67165869,1.01065937,1.51485181,0.00718924,1.11203272,0.59459628,0.26174935
-5.60980490,3.58861570,0.06743318,0.67423856,1.01783430,1.53001327,0.00735079,1.11066322,0.60147660,0.26199003
-5.60380190,3.59649002,0.06496711,0.67474422,1.02324047,1.54386783,0.00749663,1.10777744,0.60770001,0.26208409
-5.59779890,3.60067964,0.06234204,0.67329462,1.02721835,1.55695048,0.00762826,1.10389499,0.61353084,0.26217773
-5.59179590,3.60271364,0.05961054,0.67004043,1.03015454,1.56984346,0.00774750,1.09957242,0.61925218,0.26242206
-5.58579290,3.60418690,0.05682412,0.66515815,1.03246928,1.58315324,0.00785643,1.09538608,0.62515495,0.26296851
-5.57978989,3.60670248,0.05403196,0.65884369,1.03460255,1.59748536,0.00795728,1.09191379,0.63152624,0.26396399
-5.57378689,3.61181178,0.05127961,0.65130571,1.03699890,1.61341810,0.00805225,1.08971558,0.63863712,0.26554589
-5.56778389,3.62095458,0.04860796,0.64275889,1.04009155,1.63147572,0.00814346,1.08931430,0.64673055,0.26783720
-5.56178089,3.63540082,0.04605240,0.63341735,1.04428610,1.65210234,0.00823276,1.09117658,0.65600963,0.27094176
-5.55577789,3.65619632,0.04364216,0.62348839,1.04994440,1.67563753,0.00832169,1.09569476,0.66662695,0.27493992
-5.54977489,3.68411452,0.04139995,0.61316666,1.05736911,1.70229455,0.00841128,1.10317061,0.67867534,0.27988471
-5.54377189,3.71961620,0.03934175,0.60262898,1.06678964,1.73214229,0.00850208,1.11380128,0.69218049,0.28579874
-5.53776888,3.76281903,0.03747688,0.59202993,1.07834998,1.76509182,0.00859400,1.12766832,0.70709597,0.29267200
-5.53176588,3.81347862,0.03580827,0.58149827,1.09209915,1.80088833,0.00868637,1.14473017,0.72330098,0.30046059
-5.52576288,3.87098226,0.03433288,0.57113440,1.10798478,1.83910917,0.00877787,1.16481880,0.74060095,0.30908668
-5.51975988,3.93435636,0.03304228,0.56100886,1.12585030,1.87916840,0.00886662,1.18764067,0.75873131,0.31843958
-5.51375688,4.00228784,0.03192343,0.55116196,1.14543620,1.92032790,0.00895024,1.21278235,0.77736433,0.32837811
-5.50775388,4.07315945,0.03095945,0.54160461,1.16638550,1.96171528,0.00902592,1.23972086,0.79611897,0.33873414
-5.50175088,4.14509809,0.03013053,0.53232029,1.18825341,2.00234783,0.00909060,1.26783848,0.81457337,0.34931729
-5.49574787,4.21603499,0.02941483,0.52326803,1.21052124,2.04116212,0.00914109,1.29644175,0.83227967,0.35992063
-5.48974487,4.28377552,0.02878937,0.51438652,1.23261386,2.07704803,0.00917425,1.32478401,0.84878053,0.37032717
-5.48374187,4.34607634,0.02823093,0.50559899,1.25392042,2.10888625,0.00918716,1.35209088,0.86362670,0.38031706
-5.47773887,4.40072676,0.02771687,0.49681872,1.27381733,2.13558744,0.00917730,1.37758751,0.87639493,0.38967489
-5.47173587,4.44563120,0.02722584,0.48795499,1.29169269,2.15613179,0.00914270,1.40052671,0.88670543,0.39819727
-5.46573287,4.47888910,0.02673845,0.47891919,1.30697104,2.16960704,0.00908212,1.42021678,0.89423809,0.40569983
-5.45972986,4.49886890,0.02623776,0.46963076,1.31913738,2.17524342,0.00899514,1.43604781,0.89874666,0.41202386
-5.45372686,4.50427282,0.02570976,0.46002268,1.32775928,2.17244391,0.00888225,1.44751529,0.90007030,0.41704185
-5.44772386,4.49418941,0.02514357,0.45004630,1.33250600,2.16080833,0.00874493,1.45424003,0.89814194,0.42066195
-5.44172086,4.46813149,0.02453167,0.43967520,1.33316373,2.14015034,0.00858565,1.45598340,0.89299290,0.42283104
-5.43571786,4.42605765,0.02386993,0.42890789,1.32964622,2.11050637,0.00840782,1.45265727,0.88475374,0.42353623
-5.42971486,4.36837643,0.02315754,0.41776923,1.32200000,2.07213614,0.00821574,1.44432796,0.87365115,0.42280485
-5.42371186,4.29593274,0.02239686,0.40631043,1.31040427,2.02551472,0.00801449,1.43121429,0.86000093,0.42070270
-5.41770885,4.20997737,0.02159318,0.39460773,1.29516498,1.97131658,0.00780976,1.41367948,0.84419759,0.41733088
-5.41170585,4.11212091,0.02075440,0.38275972,1.27670379,1.91039235,0.00760772,1.39221750,0.82670077,0.41282122
-5.40570285,4.00427421,0.01989065,0.37088354,1.25554194,1.84373932,0.00741477,1.36743426,0.80801930,0.40733050
-5.39969985,3.88857819,0.01901391,0.35911002,1.23228012,1.77246725,0.00723735,1.34002468,0.78869333,0.40103386
-5.39369685,3.76732607,0.01813756,0.34757814,1.20757506,1.69776075,0.00708172,1.31074641,0.76927561,0.39411755
-5.38769385,3.64288167,0.01727591,0.33642907,1.18211390,1.62084028,0.00695376,1.28039157,0.75031233,0.38677149
-5.38169085,3.51759705,0.01644383,0.32579996,1.15658756,1.54292305,0.00685869,1.24975756,0.73232457,0.37918191
-5.37568784,3.39373323,0.01565621,0.31581799,1.13166419,1.46518574,0.00680096,1.21961828,0.71579097,0.37152440
-5.36968484,3.27338699,0.01492763,0.30659478,1.10796388,1.38873041,0.00678403,1.19069686,0.70113216,0.36395771
-5.36368184,3.15842663,0.01427193,0.29822154,1.08603568,1.31455468,0.00681023,1.16364096,0.68869766,0.35661847
-5.35767884,3.05043890,0.01370185,0.29076509,1.06633784,1.24352751,0.00688067,1.13900168,0.67875554,0.34961714
-5.35167584,2.95068886,0.01322867,0.28426503,1.04922204,1.17637082,0.00699516,1.11721669,0.67148513,0.34303523
-5.34567284,2.86009352,0.01286198,0.27873204,1.03492213,1.11364771,0.00715220,1.09859819,0.66697306,0.33692390
-5.33966983,2.77920980,0.01260935,0.27414742,1.02354780,1.05575707,0.00734897,1.08332597,0.66521240,0.33130397
-5.33366683,2.70823638,0.01247616,0.27046389,1.01508314,1.00293440,0.00758142,1.07144562,0.66610512,0.32616718
-5.32766383,2.64702865,0.01246538,0.26760756,1.00939026,0.95525847,0.00784432,1.06287183,0.66946738,0.32147865
-5.32166083,2.59512539,0.01257748,0.26548088,1.00621738,0.91266293,0.00813147,1.05739640,0.67503757,0.31718037
