energy_ev,total_up,In_p_up,In_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,3.68584057,0.07548692,0.00092150,0.20137112,1.93209561,0.83703380,0.79669700
-5.99399700,3.55511436,0.07034237,0.00087420,0.19179182,1.85627239,0.84677710,0.76876740
-5.98799400,3.41594932,0.06535687,0.00082692,0.18212558,1.77491342,0.85273046,0.73838588
-5.98199100,3.26978740,0.06053678,0.00077987,0.17242096,1.68915903,0.85469006,0.70598635
-5.97598799,3.11822306,0.05588971,0.00073332,0.16274612,1.60024044,0.85251198,0.67204338
-5.96998499,2.96298738,0.05142410,0.00068757,0.15318703,1.50946302,0.84611970,0.63706592
-5.96398199,2.80593086,0.04714881,0.00064295,0.14384571,1.41818902,0.83550957,0.60159051
-5.95797899,2.64900487,0.04307275,0.00059984,0.13483829,1.32782030,0.82075418,0.56617441
-5.95197599,2.49424209,0.03920449,0.00055862,0.12629328,1.23978152,0.80200331,0.53138854
-5.94597299,2.34373606,0.03555197,0.00051971,0.11834980,1.15550403,0.77948225,0.49781055
-5.93996998,2.19962015,0.03212222,0.00048353,0.11115598,1.07641090,0.75348761,0.46601802
-5.93396698,2.06404584,0.02892110,0.00045051,0.10486747,1.00390309,0.72438075,0.43658187
-5.92796398,1.93916054,0.02595309,0.00042108,0.09964604,0.93934674,0.69257894,0.41005995
-5.92196098,1.82708470,0.02322116,0.00039565,0.09565825,0.88406153,0.65854470,0.38699092
-5.91595798,1.72988808,0.02072663,0.00037465,0.09307403,0.83930954,0.62277377,0.36788802
-5.90995498,1.64956484,0.01846915,0.00035846,0.09206525,0.80628434,0.58578205,0.35323299
-5.90395198,1.58800706,0.01644659,0.00034745,0.09280405,0.78609970,0.54809218,0.34346965
-5.89794897,1.54697647,0.01465514,0.00034193,0.09546082,0.77977722,0.51022020,0.33899717
-5.89194597,1.52807378,0.01308928,0.00034220,0.10020182,0.78823254,0.47266279,0.34016296
-5.88594297,1.53270577,0.01174190,0.00034849,0.10718628,0.81225943,0.43588554,0.34725485
-5.87993997,1.56204981,0.01060439,0.00036097,0.11656291,0.85251171,0.40031265,0.36049292
