energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.00361323,-1.98654848,1.01594254,-1.02523660,0.36075170,-0.35001517,0.50778182,-0.51615726,0.00000000,-0.00000000,0.75044067,-0.73575452,0.00000000,-0.00000000
-5.99399700,2.00366692,-1.98948125,1.00277094,-1.01390210,0.36332459,-0.35338765,0.49676871,-0.50719202,0.00000000,-0.00000000,0.76101787,-0.74579554,0.00000000,-0.00000000
-5.98799400,2.00231874,-1.99116900,0.98894511,-1.00172813,0.36533035,-0.35625786,0.48458246,-0.49688698,0.00000000,-0.00000000,0.77215619,-0.75665971,0.00000000,-0.00000000
-5.98199100,1.99947603,-1.99159255,0.97463003,-0.98890770,0.36673231,-0.35859378,0.47139064,-0.48539635,0.00000000,-0.00000000,0.78362468,-0.76818313,0.00000000,-0.00000000
-5.97598799,1.99496413,-1.99064545,0.95994359,-0.97558992,0.36748850,-0.36035720,0.45735904,-0.47287686,0.00000000,-0.00000000,0.79513571,-0.78013690,0.00000000,-0.00000000
-5.96998499,1.98853598,-1.98813799,0.94495746,-0.96187824,0.36755304,-0.36150428,0.44264907,-0.45948476,0.00000000,-0.00000000,0.80635417,-0.79223313,0.00000000,-0.00000000
-5.96398199,1.97988679,-1.98380626,0.92970071,-0.94783131,0.36687821,-0.36198691,0.42741606,-0.44537332,0.00000000,-0.00000000,0.81690923,-0.80413376,0.00000000,-0.00000000
-5.95797899,1.96867341,-1.97732625,0.91416629,-0.93346651,0.36541726,-0.36175459,0.41180823,-0.43069103,0.00000000,-0.00000000,0.82640850,-0.81546212,0.00000000,-0.00000000
-5.95197599,1.95453770,-1.96833263,0.89831989,-0.91876617,0.36312768,-0.36075707,0.39596667,-0.41558052,0.00000000,-0.00000000,0.83445388,-0.82581675,0.00000000,-0.00000000
-5.94597299,1.93713299,-1.95644160,0.88211091,-0.90368614,0.35997501,-0.35894749,0.38002602,-0.40017835,0.00000000,-0.00000000,0.84065855,-0.83478716,0.00000000,-0.00000000
-5.93996998,1.91615227,-1.94127689,0.86548494,-0.88816643,0.35593685,-0.35628606,0.36411595,-0.38461549,0.00000000,-0.00000000,0.84466448,-0.84197091,0.00000000,-0.00000000
-5.93396698,1.89135685,-1.92249786,0.84839723,-0.87214338,0.35100692,-0.35274396,0.34836308,-0.36901855,0.00000000,-0.00000000,0.84615964,-0.84699119,0.00000000,-0.00000000
-5.92796398,1.86260394,-1.89982818,0.83082623,-0.85556282,0.34519896,-0.34830743,0.33289343,-0.35351159,0.00000000,-0.00000000,0.84489402,-0.84951438,0.00000000,-0.00000000
-5.92196098,1.82987156,-1.87308389,0.81278660,-0.83839346,0.33855013,-0.34298170,0.31783485,-0.33821827,0.00000000,-0.00000000,0.84069389,-0.84926661,0.00000000,-0.00000000
-5.91595798,1.79327947,-1.84219911,0.79434089,-0.82063987,0.33112376,-0.33679453,0.30331952,-0.32326430,0.00000000,-0.00000000,0.83347336,-0.84604860,0.00000000,-0.00000000
-5.90995498,1.75310456,-1.80724802,0.77560908,-0.80235425,0.32301120,-0.32979917,0.28948595,-0.30877976,0.00000000,-0.00000000,0.82324282,-0.83974805,0.00000000,-0.00000000
-5.90395198,1.70978968,-1.76846173,0.75677540,-0.78364619,0.31433252,-0.32207648,0.27648051,-0.29490125,0.00000000,-0.00000000,0.81011359,-0.83034894,0.00000000,-0.00000000
-5.89794897,1.66394518,-1.72623877,0.73809184,-0.76468996,0.30523602,-0.31373599,0.26445814,-0.28177347,0.00000000,-0.00000000,0.79429855,-0.81793719,0.00000000,-0.00000000
-5.89194597,1.61634243,-1.68114846,0.71987798,-0.74572849,0.29589636,-0.30491579,0.25358211,-0.26955010,0.00000000,-0.00000000,0.77610863,-0.80270222,0.00000000,-0.00000000
-5.88594297,1.56789937,-1.63392638,0.70251681,-0.72707388,0.28651141,-0.29578107,0.24402264,-0.25839378,0.00000000,-0.00000000,0.75594504,-0.78493443,0.00000000,-0.00000000
-5.87993997,1.51965826,-1.58546183,0.68644665,-0.70910392,0.27729773,-0.28652142,0.23595446,-0.24847504,0.00000000,-0.00000000,0.73428766,-0.76501838,0.00000000,-0.00000000
-5.87393697,1.47275631,-1.53677735,0.67214912,-0.69225475,0.26848487,-0.27734666,0.22955311,-0.23997009,0.00000000,-0.00000000,0.71167992,-0.74342192,0.00000000,-0.00000000
-5.86793397,1.42839011,-1.48900090,0.66013369,-0.67700955,0.26030876,-0.26848165,0.22499027,-0.23305749,0.00000000,-0.00000000,0.68871061,-0.72068169,0.00000000,-0.00000000
-5.86193097,1.38777516,-1.44333159,0.65091914,-0.66388370,0.25300413,-0.26015983,0.22242799,-0.22791364,0.00000000,-0.00000000,0.66599362,-0.69738549,0.00000000,-0.00000000
-5.85592796,1.35210212,-1.40100003,0.64501272,-0.65340683,0.24679660,-0.25261604,0.22201225,-0.22470734,0.00000000,-0.00000000,0.64414611,-0.67415220,0.00000000,-0.00000000
-5.84992496,1.32249136,-1.36322497,0.64288783,-0.64610233,0.24189442,-0.24607869,0.22386595,-0.22359343,0.00000000,-0.00000000,0.62376614,-0.65161000,0.00000000,-0.00000000
-5.84392196,1.29994782,-1.33116783,0.64496109,-0.64246518,0.23848039,-0.24076159,0.22808167,-0.22470583,0.00000000,-0.00000000,0.60541066,-0.63037383,0.00000000,-0.00000000
-5.83791896,1.28531792,-1.30588694,0.65156987,-0.64293905,0.23670427,-0.23685587,0.23471457,-0.22815034,0.00000000,-0.00000000,0.58957465,-0.61102296,0.00000000,-0.00000000
-5.83191596,1.27925041,-1.28829329,0.66295118,-0.64789340,0.23667587,-0.23452219,0.24377569,-0.23399732,0.00000000,-0.00000000,0.57667234,-0.59407951,0.00000000,-0.00000000
-5.82591296,1.28216303,-1.27910991,0.67922316,-0.65760197,0.23845932,-0.23388361,0.25522613,-0.24227478,0.00000000,-0.00000000,0.56702123,-0.57998889,0.00000000,-0.00000000
-5.81990995,1.29421623,-1.27883631,0.70036987,-0.67222330,0.24206867,-0.23501952,0.26897248,-0.25296219,0.00000000,-0.00000000,0.56082952,-0.56910279,0.00000000,-0.00000000
-5.81390695,1.31529566,-1.28771993,0.72623047,-0.69178458,0.24746510,-0.23796076,0.28486363,-0.26598537,0.00000000,-0.00000000,0.55818753,-0.56166554,0.00000000,-0.00000000
-5.80790395,1.34500409,-1.30573572,0.75649338,-0.71616943,0.25455595,-0.24268635,0.30268962,-0.28121281,0.00000000,-0.00000000,0.55906344,-0.55780432,0.00000000,-0.00000000
-5.80190095,1.38266365,-1.33257514,0.79069597,-0.74511067,0.26319567,-0.24912190,0.32218236,-0.29845379,0.00000000,-0.00000000,0.56330351,-0.55752363,0.00000000,-0.00000000
-5.79589795,1.42732860,-1.36764524,0.82823019,-0.77818835,0.27318864,-0.25713989,0.34301873,-0.31745844,0.00000000,-0.00000000,0.57063694,-0.56070430,0.00000000,-0.00000000
-5.78989495,1.47780846,-1.41007828,0.86835412,-0.81483375,0.28429410,-0.26656194,0.36482587,-0.33792010,0.00000000,-0.00000000,0.58068499,-0.56710697,0.00000000,-0.00000000
-5.78389195,1.53270095,-1.45875184,0.91020934,-0.85433920,0.29623275,-0.27716299,0.38718879,-0.35947990,0.00000000,-0.00000000,0.59297432,-0.57638022,0.00000000,-0.00000000
-5.77788894,1.59043388,-1.51231898,0.95284357,-0.89587386,0.30869510,-0.28867728,0.40966001,-0.38173361,0.00000000,-0.00000000,0.60695387,-0.58807274,0.00000000,-0.00000000
-5.77188594,1.64931434,-1.56924762,0.99523803,-0.93850497,0.32135119,-0.30080621,0.43177109,-0.40424082,0.00000000,-0.00000000,0.62201469,-0.60164934,0.00000000,-0.00000000
-5.76588294,1.70758370,-1.62786785,1.03633838,-0.98122392,0.33386129,-0.31322745,0.45304561,-0.42653585,0.00000000,-0.00000000,0.63751204,-0.61651016,0.00000000,-0.00000000
