energy_ev,total_up,Ga_p_up,Ga_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,0.85042225,0.07673630,0.00000000,0.40000216,0.40831289,0.42249582,0.00000000
-5.99399700,0.89037886,0.08188589,0.00000000,0.43082817,0.42314601,0.44054896,0.00000000
-5.98799400,0.93156069,0.08747441,0.00000000,0.46329478,0.43806006,0.45883279,0.00000000
-5.98199100,0.97405141,0.09354219,0.00000000,0.49732665,0.45312118,0.47735584,0.00000000
-5.97598799,1.01793900,0.10013416,0.00000000,0.53281953,0.46840844,0.49612507,0.00000000
-5.96998499,1.06330610,0.10729887,0.00000000,0.56963837,0.48400907,0.51514131,0.00000000
-5.96398199,1.11022120,0.11508739,0.00000000,0.60761683,0.50001380,0.53439524,0.00000000
-5.95797899,1.15873097,0.12355215,0.00000000,0.64655832,0.51651236,0.55386430,0.00000000
-5.95197599,1.20885406,0.13274564,0.00000000,0.68623844,0.53358937,0.57351049,0.00000000
-5.94597299,1.26057643,0.14271902,0.00000000,0.72640896,0.55132056,0.59327925,0.00000000
-5.93996998,1.31384827,0.15352051,0.00000000,0.76680305,0.56976950,0.61309942,0.00000000
-5.93396698,1.36858225,0.16519377,0.00000000,0.80714150,0.58898464,0.63288412,0.00000000
-5.92796398,1.42465309,0.17777606,0.00000000,0.84713975,0.60899677,0.65253261,0.00000000
-5.92196098,1.48189800,0.19129631,0.00000000,0.88651527,0.62981678,0.67193271,0.00000000
-5.91595798,1.54011788,0.20577311,0.00000000,0.92499487,0.65143367,0.69096377,0.00000000
-5.90995498,1.59907885,0.22121274,0.00000000,0.96232181,0.67381271,0.70949980,0.00000000
-5.90395198,1.65851396,0.23760710,0.00000000,0.99826202,0.69689389,0.72741272,0.00000000
-5.89794897,1.71812497,0.25493193,0.00000000,1.03260943,0.72059050,0.74457532,0.00000000
-5.89194597,1.77758403,0.27314513,0.00000000,1.06519001,0.74478807,0.76086393,0.00000000
-5.88594297,1.83653542,0.29218550,0.00000000,1.09586440,0.76934363,0.77616068,0.00000000
-5.87993997,1.89459731,0.31197181,0.00000000,1.12452907,0.79408561,0.79035516,0.00000000
-5.87393697,1.95136395,0.33240245,0.00000000,1.15111604,0.81881432,0.80334568,0.00000000
-5.86793397,2.00640825,0.35335568,0.00000000,1.17559109,0.84330335,0.81503997,0.00000000
-5.86193097,2.05928521,0.37469045,0.00000000,1.19795082,0.86730194,0.82535553,0.00000000
-5.85592796,2.10953628,0.39624790,0.00000000,1.21821853,0.89053844,0.83421969,0.00000000
-5.84992496,2.15669479,0.41785351,0.00000000,1.23643929,0.91272481,0.84156947,0.00000000
-5.84392196,2.20029252,0.43931981,0.00000000,1.25267425,0.93356232,0.84735135,0.00000000
-5.83791896,2.23986737,0.46044958,0.00000000,1.26699467,0.95274814,0.85152108,0.00000000
-5.83191596,2.27497188,0.48103939,0.00000000,1.27947571,0.96998272,0.85404348,0.00000000
-5.82591296,2.30518233,0.50088345,0.00000000,1.29019021,0.98497770,0.85489241,0.00000000
-5.81990995,2.33010816,0.51977747,0.00000000,1.29920284,0.99746405,0.85405084,0.00000000
-5.81390695,2.34940114,0.53752251,0.00000000,1.30656464,1.00720004,0.85151092,0.00000000
-5.80790395,2.36276397,0.55392862,0.00000000,1.31230828,1.01397873,0.84727423,0.00000000
-5.80190095,2.36995794,0.56881823,0.00000000,1.31644407,1.01763462,0.84135195,0.00000000
-5.79589795,2.37080914,0.58202904,0.00000000,1.31895719,1.01804925,0.83376507,0.00000000
-5.78989495,2.36521329,0.59341666,0.00000000,1.31980596,1.01515532,0.82454446,0.00000000
-5.78389195,2.35313876,0.60285666,0.00000000,1.31892160,1.00893945,0.81373102,0.00000000
-5.77788894,2.33462800,0.61024629,0.00000000,1.31620944,0.99944333,0.80137563,0.00000000
-5.77188594,2.30979746,0.61550582,0.00000000,1.31155173,0.98676334,0.78753915,0.00000000
-5.76588294,2.27883619,0.61857959,0.00000000,1.30481213,0.97104878,0.77229239,0.00000000
-5.75987994,2.24200337,0.61943685,0.00000000,1.29584170,0.95249886,0.75571616,0.00000000
-5.75387694,2.19962522,0.61807241,0.00000000,1.28448644,0.93135873,0.73790136,0.00000000
-5.74787394,2.15209143,0.61450720,0.00000000,1.27059604,0.90791465,0.71894920,0.00000000
-5.74187094,2.09985140,0.60878879,0.00000000,1.25403358,0.88248872,0.69897155,0.00000000
-5.73586793,2.04341048,0.60099170,0.00000000,1.23468576,0.85543329,0.67809132,0.00000000
-5.72986493,1.98332613,0.59121767,0.00000000,1.21247323,0.82712515,0.65644293,0.00000000
-5.72386193,1.92020402,0.57959557,0.00000000,1.18736033,0.79795984,0.63417261,0.00000000
-5.71785893,1.85469381,0.56628107,0.00000000,1.15936392,0.76834587,0.61143861,0.00000000
-5.71185593,1.78748428,0.55145573,0.00000000,1.12856055,0.73869902,0.58841101,0.00000000
-5.70585293,1.71929758,0.53532550,0.00000000,1.09509147,0.70943661,0.56527108,0.00000000
-5.69984992,1.65088215,0.51811849,0.00000000,1.05916524,0.68097170,0.54221000,0.00000000
-5.69384692,1.58300393,0.50008183,0.00000000,1.02105733,0.65370706,0.51942689,0.00000000
-5.68784392,1.51643584,0.48147775,0.00000000,0.98110688,0.62802891,0.49712607,0.00000000
-5.68184092,1.45194519,0.46257860,0.00000000,0.93971031,0.60430030,0.47551343,0.00000000
-5.67583792,1.39027926,0.44366122,0.00000000,0.89731217,0.58285421,0.45479216,0.00000000
-5.66983492,1.33214913,0.42500044,0.00000000,0.85439342,0.56398644,0.43515770,0.00000000
-5.66383192,1.27821236,0.40686214,0.00000000,0.81145769,0.54794835,0.41679232,0.00000000
-5.65782891,1.22905505,0.38949607,0.00000000,0.76901613,0.53493977,0.39985941,0.00000000
