energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.78989495,1.27081138,0.88267920,0.15257593,0.00605393,0.19851319,0.57664362,0.00000000,0.40383696,0.14709959
-5.78389195,1.28541930,0.88280533,0.15336443,0.00610506,0.20029488,0.58052180,0.00000000,0.40505342,0.15065019
-5.77788894,1.30485487,0.88460901,0.15495931,0.00619886,0.20250962,0.58641245,0.00000000,0.40749904,0.15512113
-5.77188594,1.32851549,0.88770907,0.15731291,0.00632860,0.20503896,0.59407481,0.00000000,0.41105331,0.16044913
-5.76588294,1.35565764,0.89164387,0.16036144,0.00648788,0.20774622,0.60320235,0.00000000,0.41555626,0.16654698
-5.75987994,1.38542115,0.89588990,0.16402664,0.00667093,0.21048157,0.61343389,0.00000000,0.42081505,0.17330552
-5.75387694,1.41685722,0.89988287,0.16821793,0.00687287,0.21308754,0.62436650,0.00000000,0.42661156,0.18059629
-5.74787394,1.44895882,0.90304024,0.17283471,0.00708996,0.21540481,0.63556953,0.00000000,0.43271068,0.18827464
-5.74187094,1.48069262,0.90478431,0.17776893,0.00731986,0.21727808,0.64659928,0.00000000,0.43886898,0.19618338
-5.73586793,1.51103115,0.90456480,0.18290780,0.00756177,0.21856167,0.65701376,0.00000000,0.44484331,0.20415675
-5.72986493,1.53898399,0.90187999,0.18813649,0.00781661,0.21912469,0.66638702,0.00000000,0.45039909,0.21202466
-5.72386193,1.56362699,0.89629550,0.19334085,0.00808706,0.21885556,0.67432237,0.00000000,0.45531786,0.21961709
-5.71785893,1.58412846,0.88746002,0.19840998,0.00837757,0.21766570,0.68046426,0.00000000,0.45940390,0.22676844
-5.71185593,1.59977138,0.87511723,0.20323868,0.00869431,0.21549225,0.68450823,0.00000000,0.46248957,0.23332186
-5.70585293,1.60997111,0.85911376,0.20772957,0.00904498,0.21229975,0.68620874,0.00000000,0.46443943,0.23913319
-5.69984992,1.61428804,0.83940268,0.21179500,0.00943862,0.20808070,0.68538465,0.00000000,0.46515275,0.24407468
-5.69384692,1.61243484,0.81604280,0.21535854,0.00988527,0.20285511,0.68192222,0.00000000,0.46456471,0.24803805
-5.68784392,1.60427849,0.78919389,0.21835619,0.01039560,0.19666903,0.67577575,0.00000000,0.46264607,0.25093707
-5.68184092,1.58983698,0.75910818,0.22073711,0.01098044,0.18959213,0.66696583,0.00000000,0.45940163,0.25270935
-5.67583792,1.56927134,0.72611877,0.22246406,0.01165031,0.18171461,0.65557548,0.00000000,0.45486744,0.25331749
-5.66983492,1.54287337,0.69062568,0.22351336,0.01241484,0.17314349,0.64174442,0.00000000,0.44910716,0.25274931
-5.66383192,1.51104970,0.65308006,0.22387452,0.01328224,0.16399853,0.62566183,0.00000000,0.44220766,0.25101745
-5.65782891,1.47430321,0.61396770,0.22354957,0.01425872,0.15440792,0.60755793,0.00000000,0.43427409,0.24815806
-5.65182591,1.43321234,0.57379219,0.22255200,0.01534798,0.14450405,0.58769477,0.00000000,0.42542482,0.24422886
-5.64582291,1.38840943,0.53305884,0.22090548,0.01655072,0.13441937,0.56635662,0.00000000,0.41578618,0.23930661
-5.63981991,1.34055875,0.49225969,0.21864239,0.01786421,0.12428258,0.54384039,0.00000000,0.40548759,0.23348402
-5.63381691,1.29033512,0.45186026,0.21580216,0.01928202,0.11421534,0.52044634,0.00000000,0.39465688,0.22686626
-5.62781391,1.23840388,0.41228841,0.21242952,0.02079383,0.10432945,0.49646946,0.00000000,0.38341621,0.21956736
-5.62181091,1.18540277,0.37392554,0.20857275,0.02238535,0.09472463,0.47219171,0.00000000,0.37187868,0.21170636
-5.61580790,1.13192631,0.33710029,0.20428193,0.02403842,0.08548700,0.44787542,0.00000000,0.36014551,0.20340365
-5.60980490,1.07851299,0.30208460,0.19960734,0.02573128,0.07668807,0.42375789,0.00000000,0.34830414,0.19477752
-5.60380190,1.02563563,0.26909220,0.19459800,0.02743898,0.06838441,0.40004739,0.00000000,0.33642701,0.18594095
-5.59779890,0.97369495,0.23827915,0.18930043,0.02913390,0.06061780,0.37692043,0.00000000,0.32457112,0.17699893
-5.59179590,0.92301636,0.20974619,0.18375764,0.03078644,0.05341584,0.35452047,0.00000000,0.31277835,0.16804635
-5.58579290,0.87384979,0.18354270,0.17800849,0.03236586,0.04679297,0.33295788,0.00000000,0.30107640,0.15916631
-5.57978989,0.82637239,0.15967165,0.17208727,0.03384110,0.04075172,0.31231097,0.00000000,0.28948023,0.15042924
-5.57378689,0.78069366,0.13809549,0.16602362,0.03518175,0.03528421,0.29262811,0.00000000,0.27799410,0.14189244
-5.56778389,0.73686261,0.11874242,0.15984273,0.03635899,0.03037375,0.27393066,0.00000000,0.26661378,0.13360029
-5.56178089,0.69487646,0.10151281,0.15356583,0.03734650,0.02599645,0.25621649,0.00000000,0.25532908,0.12558489
-5.55577789,0.65469045,0.08628561,0.14721081,0.03812133,0.02212286,0.23946394,0.00000000,0.24412638,0.11786719
-5.54977489,0.61622802,0.07292429,0.14079306,0.03866465,0.01871945,0.22363603,0.00000000,0.23299116,0.11045835
-5.54377189,0.57939114,0.06128243,0.13432638,0.03896237,0.01575005,0.20868466,0.00000000,0.22191036,0.10336140
-5.53776888,0.54407010,0.05120859,0.12782388,0.03900563,0.01317711,0.19455464,0.00000000,0.21087442,0.09657296
-5.53176588,0.51015240,0.04255057,0.12129891,0.03879105,0.01096271,0.18118747,0.00000000,0.19987898,0.09008498
-5.52576288,0.47753056,0.03515894,0.11476577,0.03832085,0.00906953,0.16852465,0.00000000,0.18892618,0.08388642
-5.51975988,0.44610837,0.02888986,0.10824039,0.03760271,0.00746156,0.15651042,0.00000000,0.17802544,0.07796474
-5.51375688,0.41580560,0.02360725,0.10174072,0.03664952,0.00610464,0.14509399,0.00000000,0.16719377,0.07230721
-5.50775388,0.38656105,0.01918430,0.09528695,0.03547890,0.00496685,0.13423104,0.00000000,0.15645561,0.06690192
-5.50175088,0.35833395,0.01550448,0.08890151,0.03411257,0.00401881,0.12388473,0.00000000,0.14584221,0.06173855
-5.49574787,0.33110391,0.01246204,0.08260882,0.03257564,0.00323380,0.11402600,0.00000000,0.13539063,0.05680885
-5.48974487,0.30486951,0.00996212,0.07643487,0.03089574,0.00258780,0.10463343,0.00000000,0.12514242,0.05210681
-5.48374187,0.27964578,0.00792060,0.07040662,0.02910221,0.00205944,0.09569266,0.00000000,0.11514208,0.04762870
-5.47773887,0.25546095,0.00626360,0.06455132,0.02722519,0.00162994,0.08719542,0.00000000,0.10543537,0.04337277
-5.47173587,0.23235261,0.00492690,0.05889569,0.02529472,0.00128291,0.07913834,0.00000000,0.09606763,0.03933894
-5.46573287,0.21036363,0.00385520,0.05346519,0.02334001,0.00100422,0.07152163,0.00000000,0.08708211,0.03552831
-5.45972986,0.18953815,0.00300131,0.04828318,0.02138866,0.00078177,0.06434772,0.00000000,0.07851845,0.03194264
-5.45372686,0.16991784,0.00232532,0.04337030,0.01946609,0.00060529,0.05761991,0.00000000,0.07041136,0.02858381
-5.44772386,0.15153865,0.00179383,0.03874386,0.01759505,0.00046614,0.05134117,0.00000000,0.06278965,0.02545338
-5.44172086,0.13442811,0.00137908,0.03441739,0.01579524,0.00035713,0.04551315,0.00000000,0.05567541,0.02255218
-5.43571786,0.11860346,0.00105831,0.03040044,0.01408317,0.00027230,0.04013531,0.00000000,0.04908367,0.01987994
-5.42971486,0.10407048,0.00081299,0.02669840,0.01247198,0.00020676,0.03520446,0.00000000,0.04302222,0.01743516
-5.42371186,0.09082315,0.00062832,0.02331260,0.01097159,0.00015653,0.03071437,0.00000000,0.03749191,0.01521502
-5.41770885,0.07884401,0.00049263,0.02024056,0.00958879,0.00011843,0.02665578,0.00000000,0.03248706,0.01321539
-5.41170585,0.06810523,0.00039694,0.01747630,0.00832751,0.00008989,0.02301656,0.00000000,0.02799618,0.01143103
-5.40570285,0.05857019,0.00033464,0.01501087,0.00718912,0.00006891,0.01978207,0.00000000,0.02400293,0.00985583
-5.39969985,0.05019559,0.00030110,0.01283290,0.00617285,0.00005395,0.01693572,0.00000000,0.02048708,0.00848316
-5.39369685,0.04293382,0.00029347,0.01092922,0.00527618,0.00004382,0.01445961,0.00000000,0.01742571,0.00730626
-5.38769385,0.03673561,0.00031050,0.00928554,0.00449526,0.00003768,0.01233529,0.00000000,0.01479430,0.00631875
-5.38169085,0.03155270,0.00035236,0.00788710,0.00382533,0.00003491,0.01054453,0.00000000,0.01256795,0.00551504
-5.37568784,0.02734049,0.00042058,0.00671935,0.00326115,0.00003516,0.00907014,0.00000000,0.01072243,0.00489088
-5.36968484,0.02406059,0.00051796,0.00576849,0.00279737,0.00003822,0.00789666,0.00000000,0.00923520,0.00444377
-5.36368184,0.02168308,0.00064855,0.00502210,0.00242888,0.00004407,0.00701110,0.00000000,0.00808633,0.00417343
-5.35767884,0.02018849,0.00081762,0.00446949,0.00215106,0.00005284,0.00640353,0.00000000,0.00725924,0.00408215
-5.35167584,0.01956938,0.00103163,0.00410218,0.00196009,0.00006475,0.00606755,0.00000000,0.00674128,0.00417507
-5.34567284,0.01983142,0.00129822,0.00391408,0.00185305,0.00008017,0.00600064,0.00000000,0.00652415,0.00446043
-5.33966983,0.02099399,0.00162615,0.00390169,0.00182812,0.00009955,0.00620436,0.00000000,0.00660416,0.00494962
-5.33366683,0.02309017,0.00202526,0.00406417,0.00188456,0.00012345,0.00668435,0.00000000,0.00698224,0.00565712
-5.32766383,0.02616612,0.00250635,0.00440319,0.00202279,0.00015251,0.00745023,0.00000000,0.00766378,0.00660037
-5.32166083,0.03027984,0.00308103,0.00492281,0.00224425,0.00018745,0.00851518,0.00000000,0.00865824,0.00779940
-5.31565783,0.03549915,0.00376157,0.00562913,0.00255131,0.00022903,0.00989548,0.00000000,0.00997859,0.00927632
-5.30965483,0.04189907,0.00456057,0.00652985,0.00294711,0.00027811,0.01160972,0.00000000,0.01164054,0.01105461
-5.30365183,0.04955851,0.00549076,0.00763376,0.00343526,0.00033556,0.01367794,0.00000000,0.01366152,0.01315834
-5.29764882,0.05855633,0.00656453,0.00895004,0.00401960,0.00040230,0.01612053,0.00000000,0.01605957,0.01561108
-5.29164582,0.06896678,0.00779363,0.01048759,0.00470385,0.00047926,0.01895699,0.00000000,0.01885203,0.01843475
-5.28564282,0.08085465,0.00918868,0.01225417,0.00549125,0.00056741,0.02220461,0.00000000,0.02205409,0.02164835
-5.27963982,0.09426993,0.01075875,0.01425556,0.00638418,0.00066771,0.02587704,0.00000000,0.02567730,0.02526660
-5.27363682,0.10924253,0.01251091,0.01649471,0.00738375,0.00078115,0.02998288,0.00000000,0.02972804,0.02929851
-5.26763382,0.12577705,0.01444985,0.01897087,0.00848942,0.00090874,0.03452429,0.00000000,0.03420603,0.03374603
-5.26163082,0.14384793,0.01657756,0.02167879,0.00969862,0.00105156,0.03949575,0.00000000,0.03910289,0.03860279
-5.25562781,0.16339524,0.01889308,0.02460807,0.01100643,0.00121078,0.04488298,0.00000000,0.04440100,0.04385297
-5.24962481,0.18432153,0.02139245,0.02774252,0.01240535,0.00138773,0.05066220,0.00000000,0.05007249,0.04947046
-5.24362181,0.20648974,0.02406879,0.03105988,0.01388507,0.00158396,0.05679968,0.00000000,0.05607863,0.05541837
-5.23761881,0.22972277,0.02691263,0.03453161,0.01543243,0.00180136,0.06325179,0.00000000,0.06236965,0.06164885
-5.23161581,0.25380468,0.02991238,0.03812305,0.01703142,0.00204229,0.06996553,0.00000000,0.06888493,0.06810348
-5.22561281,0.27848373,0.03305514,0.04179379,0.01866335,0.00230969,0.07687950,0.00000000,0.07555379,0.07471406
-5.21960980,0.30347748,0.03632768,0.04549835,0.02030715,0.00260730,0.08392556,0.00000000,0.08229673,0.08140402
-5.21360680,0.32847968,0.03971764,0.04918719,0.02193974,0.00293980,0.09103094,0.00000000,0.08902725,0.08809024
-5.20760380,0.35316904,0.04321499,0.05280792,0.02353661,0.00331303,0.09812084,0.00000000,0.09565407,0.09468549
-5.20160080,0.37721958,0.04681349,0.05630686,0.02507244,0.00373417,0.10512150,0.00000000,0.10208389,0.10110117
-5.19559780,0.40031212,0.05051239,0.05963065,0.02652183,0.00421195,0.11196354,0.00000000,0.10822437,0.10725054
-5.18959480,0.42214667,0.05431795,0.06272814,0.02786010,0.00475679,0.11858552,0.00000000,0.11398735,0.11305201
-5.18359180,0.44245500,0.05824498,0.06555227,0.02906408,0.00538098,0.12493745,0.00000000,0.11929223,0.11843268
-5.17758879,0.46101293,0.06231811,0.06806185,0.03011296,0.00609870,0.13098426,0.00000000,0.12406914,0.12333172
-5.17158579,0.47765172,0.06657269,0.07022341,0.03098902,0.00692607,0.13670879,0.00000000,0.12826200,0.12770358
-5.16558279,0.49226791,0.07105535,0.07201267,0.03167836,0.00788108,0.14211439,0.00000000,0.13183110,0.13152085
-5.15957979,0.50483110,0.07582395,0.07341582,0.03217140,0.00898340,0.14722672,0.00000000,0.13475523,0.13477650
-5.15357679,0.51538918,0.08094695,0.07443043,0.03246335,0.01025410,0.15209476,0.00000000,0.13703303,0.13748559
-5.14757379,0.52407056,0.08650210,0.07506595,0.03255446,0.01171527,0.15679089,0.00000000,0.13868375,0.13968613
-5.14157079,0.53108328,0.09257442,0.07534375,0.03245005,0.01338946,0.16140988,0.00000000,0.13974704,0.14143917
-5.13556778,0.53671085,0.09925352,0.07529674,0.03216044,0.01529903,0.16606692,0.00000000,0.14028204,0.14282803
-5.12956478,0.54130483,0.10663022,0.07496844,0.03170055,0.01746542,0.17089464,0.00000000,0.14036560,0.14395665
-5.12356178,0.54527458,0.11479272,0.07441172,0.03108948,0.01990829,0.17603915,0.00000000,0.14008983,0.14494722
-5.11755878,0.54907442,0.12382222,0.07368710,0.03034981,0.02264457,0.18165544,0.00000000,0.13955902,0.14593709
-5.11155578,0.55318895,0.13378841,0.07286080,0.02950685,0.02568756,0.18790217,0.00000000,0.13888613,0.14707512
-5.10555278,0.55811703,0.14474488,0.07200253,0.02858773,0.02904594,0.19493620,0.00000000,0.13818908,0.14851766
-5.09954977,0.56435531,0.15672475,0.07118321,0.02762052,0.03272292,0.20290700,0.00000000,0.13758690,0.15042430
-5.09354677,0.57238211,0.16973669,0.07047266,0.02663328,0.03671544,0.21195142,0.00000000,0.13719614,0.15295363
-5.08754377,0.58264248,0.18376173,0.06993745,0.02565318,0.04101355,0.22218892,0.00000000,0.13712765,0.15625914
-5.08154077,0.59553508,0.19875090,0.06963890,0.02470567,0.04559998,0.23371768,0.00000000,0.13748393,0.16048548
-5.07553777,0.61140174,0.21462405,0.06963152,0.02381378,0.05045000,0.24661167,0.00000000,0.13835728,0.16576529
-5.06953477,0.63052014,0.23126993,0.06996170,0.02299758,0.05553146,0.26091898,0.00000000,0.13982882,0.17221656
-5.06353177,0.65309993,0.24854772,0.07066696,0.02227376,0.06080526,0.27666153,0.00000000,0.14196852,0.17994080
-5.05752876,0.67928258,0.26628987,0.07177569,0.02165546,0.06622601,0.29383606,0.00000000,0.14483620,0.18902200
-5.05152576,0.70914489,0.28430646,0.07330738,0.02115221,0.07174309,0.31241657,0.00000000,0.14848357,0.19952628
-5.04552276,0.74270588,0.30239068,0.07527329,0.02077010,0.07730190,0.33235787,0.00000000,0.15295704,0.21150235
-5.03951976,0.77993665,0.32032549,0.07767766,0.02051213,0.08284542,0.35360024,0.00000000,0.15830140,0.22498263
-5.03351676,0.82077256,0.33789095,0.08051921,0.02037865,0.08831581,0.37607472,0.00000000,0.16456385,0.23998482
-5.02751376,0.86512699,0.35487209,0.08379296,0.02036800,0.09365628,0.39970890,0.00000000,0.17179836,0.25651397
-5.02151076,0.91290569,0.37106684,0.08749215,0.02047713,0.09881283,0.42443266,0.00000000,0.18006991,0.27456466
-5.01550775,0.96402083,0.38629364,0.09161027,0.02070237,0.10373597,0.45018354,0.00000000,0.18945837,0.29412325
-5.00950475,1.01840372,0.40039829,0.09614290,0.02104012,0.10838228,0.47691140,0.00000000,0.20006160,0.31517004
-5.00350175,1.07601532,0.41325988,0.10108936,0.02148753,0.11271573,0.50458184,0.00000000,0.21199748,0.33768105
-4.99749875,1.13685365,0.42479513,0.10645396,0.02204311,0.11670870,0.53317830,0.00000000,0.22540464,0.36162936
-4.99149575,1.20095737,0.43496125,0.11224680,0.02270717,0.12034259,0.56270240,0.00000000,0.24044148,0.38698589
-4.98549275,1.26840518,0.44375687,0.11848395,0.02348218,0.12360809,0.59317243,0.00000000,0.25728343,0.41371947
-4.97948974,1.33931061,0.45122119,0.12518704,0.02437288,0.12650505,0.62462004,0.00000000,0.27611832,0.44179627
-4.97348674,1.41381233,0.45743128,0.13238214,0.02538625,0.12904190,0.65708514,0.00000000,0.29713984,0.47117843
-4.96748374,1.49206004,0.46249762,0.14009806,0.02653125,0.13123478,0.69060907,0.00000000,0.32053913,0.50182208
-4.96148074,1.57419677,0.46655829,0.14836403,0.02781835,0.13310636,0.72522664,0.00000000,0.34649488,0.53367468
-4.95547774,1.66033796,0.46977199,0.15720679,0.02925896,0.13468442,0.76095715,0.00000000,0.37516208,0.56667192
-4.94947474,1.75054861,0.47231031,0.16664746,0.03086461,0.13600032,0.79779496,0.00000000,0.40665998,0.60073422
-4.94347174,1.84481945,0.47434969,0.17669806,0.03264603,0.13708739,0.83570016,0.00000000,0.44105970,0.63576311
-4.93746873,1.94304346,0.47606345,0.18735803,0.03461222,0.13797942,0.87458990,0.00000000,0.47837215,0.67163751
-4.93146573,2.04499402,0.47761436,0.19861095,0.03676938,0.13870922,0.91433079,0.00000000,0.51853684,0.70821035
-4.92546273,2.15030596,0.47914803,0.21042153,0.03911997,0.13930741,0.95473307,0.00000000,0.56141225,0.74530545
-4.91945973,2.25846081,0.48078750,0.22273327,0.04166176,0.13980142,0.99554679,0.00000000,0.60676838,0.78271517
-4.91345673,2.36877716,0.48262919,0.23546671,0.04438706,0.14021478,1.03646053,0.00000000,0.65428213,0.82019876
-4.90745373,2.48040723,0.48474037,0.24851868,0.04728212,0.14056673,1.07710277,0.00000000,0.70353586,0.85748178
-4.90145073,2.59234000,0.48715813,0.26176248,0.05032673,0.14087200,1.11704607,0.00000000,0.75401966,0.89425667
-4.89544772,2.70341148,0.48988984,0.27504913,0.05349408,0.14114096,1.15581402,0.00000000,0.80513736,0.93018458
-4.88944472,2.81232195,0.49291486,0.28820965,0.05675091,0.14137986,1.19289087,0.00000000,0.85621648,0.96489857
-4.88344172,2.91765999,0.49618740,0.30105843,0.06005793,0.14159124,1.22773340,0.00000000,0.90652187,0.99800827
-4.87743872,3.01793258,0.49964017,0.31339748,0.06337048,0.14177443,1.25978473,0.00000000,0.95527269,1.02910588
-4.87143572,3.11160040,0.50318849,0.32502148,0.06663952,0.14192608,1.28848951,0.00000000,1.00166228,1.05777355
-4.86543272,3.19711705,0.50673473,0.33572345,0.06981279,0.14204058,1.31330995,0.00000000,1.04488015,1.08359191
-4.85942971,3.27297099,0.51017257,0.34530079,0.07283619,0.14211051,1.33374190,0.00000000,1.08413528,1.10614964
-4.85342671,3.33772841,0.51339108,0.35356144,0.07565527,0.14212687,1.34933054,0.00000000,1.11867982,1.12505375
-4.84742371,3.39007552,0.51627817,0.36032995,0.07821681,0.14207932,1.35968490,0.00000000,1.14783225,1.13994028
-4.84142071,3.42885867,0.51872359,0.36545313,0.08047043,0.14195619,1.36449057,0.00000000,1.17099891,1.15048513
-4.83541771,3.45312061,0.52062113,0.36880516,0.08237008,0.14174447,1.36352032,0.00000000,1.18769307,1.15641450
-4.82941471,3.46213155,0.52187021,0.37029176,0.08387554,0.14142972,1.35664187,0.00000000,1.19755077,1.15751458
-4.82341171,3.45541380,0.52237694,0.36985349,0.08495362,0.14099601,1.34382287,0.00000000,1.20034257,1.15364018
-4.81740870,3.43275895,0.52205461,0.36746780,0.08557923,0.14042577,1.32513264,0.00000000,1.19598088,1.14472170
-4.81140570,3.39423707,0.52082397,0.36314997,0.08573616,0.13969991,1.30074079,0.00000000,1.18452255,1.13077029
-4.80540270,3.34019745,0.51861324,0.35695273,0.08541757,0.13879787,1.27091283,0.00000000,1.16616655,1.11188081
-4.79939970,3.27126109,0.51535821,0.34896475,0.08462619,0.13769797,1.23600290,0.00000000,1.14124706,1.08823232
-4.79339670,3.18830505,0.51100245,0.33930797,0.08337419,0.13637780,1.19644404,0.00000000,1.11022219,1.06008618
-4.78739370,3.09243958,0.50549779,0.32813392,0.08168283,0.13481492,1.15273649,0.00000000,1.07365893,1.02778152
-4.78139070,2.98497875,0.49880505,0.31561927,0.07958168,0.13298758,1.10543433,0.00000000,1.03221505,0.99172831
-4.77538769,2.86740582,0.49089519,0.30196071,0.07710778,0.13087566,1.05513120,0.00000000,0.98661876,0.95239816
-4.76938469,2.74133472,0.48175066,0.28736932,0.07430445,0.12846166,1.00244548,0.00000000,0.93764690,0.91031326
-4.76338169,2.60846895,0.47136698,0.27206486,0.07122002,0.12573169,0.94800564,0.00000000,0.88610267,0.86603362
-4.75737869,2.47055940,0.45975443,0.25626997,0.06790641,0.12267651,0.89243603,0.00000000,0.83279376,0.82014327
-4.75137569,2.32936257,0.44693963,0.24020458,0.06441770,0.11929237,0.83634376,0.00000000,0.77851154,0.77323589
-4.74537269,2.18660043,0.43296688,0.22408068,0.06080863,0.11558179,0.78030691,0.00000000,0.72401212,0.72590019
-4.73936968,2.04392324,0.41789917,0.20809772,0.05713324,0.11155406,0.72486436,0.00000000,0.66999983,0.67870587
-4.73336668,1.90287629,0.40181858,0.19243852,0.05344349,0.10722555,0.67050748,0.00000000,0.61711348,0.63219037
-4.72736368,1.76487144,0.38482610,0.17726605,0.04978814,0.10261971,0.61767377,0.00000000,0.56591575,0.58684703
-4.72136068,1.63116412,0.36704074,0.16272098,0.04621167,0.09776677,0.56674243,0.00000000,0.51688567,0.54311502
-4.71535768,1.50283611,0.34859789,0.14892002,0.04275351,0.09270328,0.51803192,0.00000000,0.47041445,0.50137123
-4.70935468,1.38078436,0.32964700,0.13595517,0.03944743,0.08747119,0.47179926,0.00000000,0.42680421,0.46192451
-4.70335168,1.26571576,0.31034866,0.12389366,0.03632111,0.08211697,0.42824104,0.00000000,0.38626956,0.42501222
-4.69734867,1.15814770,0.29087122,0.11277872,0.03339601,0.07669033,0.38749586,0.00000000,0.34894167,0.39079916
-4.69134567,1.05841394,0.27138701,0.10263093,0.03068744,0.07124301,0.34964806,0.00000000,0.31487434,0.35937888
-4.68534267,0.96667532,0.25206852,0.09345016,0.02820475,0.06582745,0.31473241,0.00000000,0.28405186,0.33077707
-4.67933967,0.88293462,0.23308456,0.08521795,0.02595183,0.06049552,0.28273965,0.00000000,0.25639797,0.30495691
-4.67333667,0.80705483,0.21459673,0.07790027,0.02392761,0.05529729,0.25362248,0.00000000,0.23178578,0.28182599
-4.66733367,0.73877998,0.19675621,0.07145044,0.02212686,0.05028002,0.22730202,0.00000000,0.21004794,0.26124457
-4.66133067,0.67775778,0.17970125,0.06581225,0.02054089,0.04548728,0.20367429,0.00000000,0.19098699,0.24303467
-4.65532766,0.62356316,0.16355517,0.06092300,0.01915841,0.04095828,0.18261669,0.00000000,0.17438534,0.22698974
-4.64932466,0.57572182,0.14842526,0.05671654,0.01796644,0.03672749,0.16399426,0.00000000,0.16001465,0.21288442
-4.64332166,0.53373321,0.13440228,0.05312606,0.01695106,0.03282444,0.14766556,0.00000000,0.14764450,0.20048412
