energy_ev,total_up,Ag_p_up,Ag_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-6.00000000,12.48500130,0.82120074,10.54181188,0.98237416,0.00000000,0.08781703,0.29216769
-5.99399700,12.79803517,0.85752114,10.81218477,1.01361538,0.00000000,0.08877225,0.29966073
-5.98799400,13.10612079,0.89383775,11.07887524,1.04435318,0.00000000,0.08971442,0.30747060
-5.98199100,13.40859245,0.92996572,11.34131332,1.07446448,0.00000000,0.09064698,0.31559869
-5.97598799,13.70461416,0.96570282,11.59878649,1.10380258,0.00000000,0.09156861,0.32404417
-5.96998499,13.99318867,1.00083160,11.85045012,1.13219842,0.00000000,0.09247319,0.33280214
-5.96398199,14.27318064,1.03512269,12.09534965,1.15946337,0.00000000,0.09334987,0.34186218
-5.95797899,14.54335341,1.06833906,12.33245384,1.18539341,0.00000000,0.09418341,0.35120730
-5.95197599,14.80241746,1.10024124,12.56069749,1.20977461,0.00000000,0.09495481,0.36081346
-5.94597299,15.04908842,1.13059329,12.77903153,1.23238954,0.00000000,0.09564204,0.37064952
-5.93996998,15.28215127,1.15916931,12.98647789,1.25302448,0.00000000,0.09622098,0.38067778
-5.93396698,15.50052748,1.18576031,13.18218597,1.27147688,0.00000000,0.09666650,0.39085484
-5.92796398,15.70334102,1.21018120,13.36548756,1.28756290,0.00000000,0.09695361,0.40113298
-5.92196098,15.88997943,1.23227745,13.53594676,1.30112460,0.00000000,0.09705858,0.41146177
-5.91595798,16.06014628,1.25193134,13.69340188,1.31203632,0.00000000,0.09696015,0.42178994
-5.90995498,16.21390146,1.26906737,13.83799634,1.32021024,0.00000000,0.09664058,0.43206734
-5.90395198,16.35168665,1.28365671,13.97019650,1.32560050,0.00000000,0.09608663,0.44224697
-5.89794897,16.47433396,1.29572032,14.09079444,1.32820599,0.00000000,0.09529045,0.45228686
-5.89194597,16.58305648,1.30533078,14.20089530,1.32807158,0.00000000,0.09425017,0.46215188
-5.88594297,16.67942069,1.31261255,14.30188873,1.32528766,0.00000000,0.09297045,0.47181523
