energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.53176588,8.33125746,0.03957852,1.04830718,4.03566983,3.78267551,2.60854726,0.00000000
-5.52576288,8.05701725,0.03693450,1.01145015,3.82304701,3.65387125,2.55254373,0.00000000
-5.51975988,7.79112001,0.03436089,0.97833258,3.61957644,3.52826683,2.49614853,0.00000000
-5.51375688,7.53482799,0.03187438,0.94887490,3.42622298,3.40677209,2.43943876,0.00000000
-5.50775388,7.28882600,0.02948819,0.92289898,3.24359162,3.29000615,2.38239049,0.00000000
-5.50175088,7.05326224,0.02721220,0.90014104,3.07194983,3.17830478,2.32489781,0.00000000
-5.49574787,6.82780901,0.02505316,0.88026689,2.91126073,3.07173935,2.26679491,0.00000000
-5.48974487,6.61173992,0.02301507,0.86288898,2.76122499,2.97014618,2.20788008,0.00000000
-5.48374187,6.40401924,0.02109945,0.84758453,2.62132932,2.87316422,2.14794023,0.00000000
-5.47773887,6.20339921,0.01930577,0.83391426,2.49089899,2.78027931,2.08677483,0.00000000
-5.47173587,6.00852046,0.01763181,0.82144087,2.36915205,2.69087235,2.02421817,0.00000000
-5.46573287,5.81801117,0.01607404,0.80974682,2.25525281,2.60426926,1.96015889,0.00000000
-5.45972986,5.63058060,0.01462798,0.79845065,2.14836243,2.51979023,1.89455620,0.00000000
-5.45372686,5.44510334,0.01328851,0.78722143,2.04768468,2.43679606,1.82745208,0.00000000
-5.44772386,5.26069114,0.01205015,0.77579081,1.95250528,2.35472969,1.75897914,0.00000000
-5.44172086,5.07674978,0.01090730,0.76396235,1.86222377,2.27315130,1.68936421,0.00000000
-5.43571786,4.89301955,0.00985444,0.75161785,1.77637699,2.19176578,1.61892746,0.00000000
-5.42971486,4.70959861,0.00888624,0.73872057,1.69465396,2.11044194,1.54807765,0.00000000
-5.42371186,4.52694911,0.00799774,0.72531524,1.61690217,2.02922297,1.47730379,0.00000000
-5.41770885,4.34588726,0.00718434,0.71152502,1.54312580,1.94832857,1.40716382,0.00000000
-5.41170585,4.16755863,0.00644191,0.69754571,1.47347652,1.86814916,1.33827107,0.00000000
-5.40570285,3.99340105,0.00576674,0.68363725,1.40823792,1.78923308,1.27127928,0.00000000
-5.39969985,3.82509739,0.00515560,0.67011326,1.34780477,1.71226806,1.20686680,0.00000000
-5.39369685,3.66452127,0.00460569,0.65732875,1.29265833,1.63805821,1.14572086,0.00000000
-5.38769385,3.51367830,0.00411461,0.64566678,1.24333911,1.56749794,1.08852255,0.00000000
-5.38169085,3.37464578,0.00368032,0.63552446,1.20041827,1.50154431,1.03593298,0.00000000
-5.37568784,3.24951318,0.00330112,0.62729872,1.16446886,1.44118893,0.98858120,0.00000000
-5.36968484,3.14032565,0.00297562,0.62137253,1.13603801,1.38743071,0.94705404,0.00000000
-5.36368184,3.04903200,0.00270267,0.61810189,1.11562085,1.34125014,0.91188798,0.00000000
-5.35767884,2.97743836,0.00248131,0.61780382,1.10363690,1.30358587,0.88356306,0.00000000
-5.35167584,2.92716792,0.00231080,0.62074586,1.10040951,1.27531379,0.86249855,0.00000000
-5.34567284,2.89962685,0.00219048,0.62713708,1.10614841,1.25722870,0.84905001,0.00000000
-5.33966983,2.89597577,0.00211980,0.63712081,1.12093592,1.25002840,0.84350731,0.00000000
-5.33366683,2.91710626,0.00209822,0.65076900,1.14471650,1.25429987,0.84609309,0.00000000
-5.32766383,2.96362111,0.00212519,0.66807840,1.17728979,1.27050703,0.85696112,0.00000000
-5.32166083,3.03581759,0.00220008,0.68896826,1.21830700,1.29897964,0.87619412,0.00000000
-5.31565783,3.13367259,0.00232210,0.71327964,1.26727039,1.33990286,0.90380060,0.00000000
-5.30965483,3.25682906,0.00249025,0.74077622,1.32353591,1.39330719,0.93971051,0.00000000
-5.30365183,3.40458338,0.00270324,0.77114646,1.38631865,1.45905866,0.98376958,0.00000000
-5.29764882,3.57587390,0.00295943,0.80400712,1.45470115,1.53684931,1.03573258,0.00000000
-5.29164582,3.76927100,0.00325674,0.83890814,1.52764449,1.62618831,1.09525568,0.00000000
-5.28564282,3.98296991,0.00359261,0.87533880,1.60400199,1.72639430,1.16188856,0.00000000
-5.27963982,4.21478762,0.00396396,0.91273520,1.68253568,1.83658966,1.23506692,0.00000000
-5.27363682,4.46216551,0.00436710,0.95048911,1.76193518,1.95569768,1.31410616,0.00000000
-5.26763382,4.72217962,0.00479778,0.98795809,1.84083917,2.08244355,1.39819723,0.00000000
-5.26163082,4.99156023,0.00525112,1.02447686,1.91785888,2.21536021,1.48640542,0.00000000
-5.25562781,5.26672228,0.00572168,1.05936989,1.99160360,2.35279990,1.57767304,0.00000000
-5.24962481,5.54380773,0.00620348,1.09196493,2.06070757,2.49295202,1.67082657,0.00000000
-5.24362181,5.81874057,0.00669008,1.12160726,2.12385769,2.63386778,1.76458884,0.00000000
-5.23761881,6.08729394,0.00717467,1.14767441,2.17982148,2.77349166,1.85759639,0.00000000
-5.23161581,6.34516896,0.00765018,1.16959077,2.22747441,2.90969924,1.94842206,0.00000000
-5.22561281,6.58808299,0.00810942,1.18684188,2.26582566,3.04034073,2.03560227,0.00000000
-5.21960980,6.81186538,0.00854524,1.19898762,2.29404165,3.16328892,2.11766841,0.00000000
-5.21360680,7.01255713,0.00895065,1.20567399,2.31146620,3.27649019,2.19318127,0.00000000
-5.20760380,7.18651117,0.00931903,1.20664290,2.31763661,3.37801648,2.26076730,0.00000000
-5.20160080,7.33048907,0.00964426,1.20173952,2.31229506,3.46611652,2.31915531,0.00000000
-5.19559780,7.44175019,0.00992087,1.19091687,2.29539457,3.53926389,2.36721200,0.00000000
-5.18959480,7.51812944,0.01014421,1.17423729,2.26709934,3.59620009,2.40397488,0.00000000
-5.18359180,7.55809988,0.01031054,1.15187088,2.22777928,3.63597044,2.42868101,0.00000000
-5.17758879,7.56081746,0.01041713,1.12409061,2.17799889,3.65795130,2.44079033,0.00000000
-5.17158579,7.52614537,0.01046232,1.09126453,2.11850085,3.66186723,2.44000243,0.00000000
-5.16558279,7.45465697,0.01044558,1.05384528,2.05018485,3.64779716,2.42626602,0.00000000
-5.15957979,7.34761673,0.01036750,1.01235725,1.97408259,3.61616929,2.39978060,0.00000000
-5.15357679,7.20694003,0.01022977,0.96738201,1.89132977,3.56774470,2.36099036,0.00000000
-5.14757379,7.03513330,0.01003508,0.91954259,1.80313621,3.50359054,2.31057050,0.00000000
-5.14157079,6.83521706,0.00978713,0.86948710,1.71075520,3.42504373,2.24940658,0.00000000
-5.13556778,6.61063523,0.00949041,0.81787255,1.61545324,3.33366683,2.17856803,0.00000000
-5.12956478,6.36515438,0.00915015,0.76534923,1.51848117,3.23119799,2.09927684,0.00000000
-5.12356178,6.10275717,0.00877215,0.71254639,1.42104771,3.11949713,2.01287284,0.00000000
-5.11755878,5.82753436,0.00836262,0.66005951,1.32429625,3.00049055,1.92077723,0.00000000
-5.11155578,5.54357964,0.00792804,0.60843962,1.22928548,2.87611637,1.82445558,0.00000000
-5.10555278,5.25489125,0.00747500,0.55818487,1.13697434,2.74827295,1.72538212,0.00000000
-5.09954977,4.96528390,0.00701007,0.50973449,1.04821155,2.61877226,1.62500632,0.00000000
-5.09354677,4.67831394,0.00653962,0.46346506,0.96372967,2.48929992,1.52472311,0.00000000
-5.08754377,4.39721989,0.00606976,0.41968917,0.88414363,2.36138320,1.42584760,0.00000000
-5.08154077,4.12487963,0.00560622,0.37865611,0.80995322,2.23636788,1.32959486,0.00000000
-5.07553777,3.86378475,0.00515424,0.34055437,0.74154926,2.11540443,1.23706519,0.00000000
-5.06953477,3.61603170,0.00471857,0.30551572,0.67922256,1.99944329,1.14923474,0.00000000
-5.06353177,3.38332847,0.00430338,0.27362039,0.62317515,1.88923899,1.06695150,0.00000000
-5.05752876,3.16701508,0.00391230,0.24490315,0.57353293,1.78536204,0.99093587,0.00000000
-5.05152576,2.96809533,0.00354837,0.21935969,0.53035894,1.68821730,0.92178529,0.00000000
-5.04552276,2.78727702,0.00321410,0.19695321,0.49366654,1.59806751,0.85998205,0.00000000
-5.03951976,2.62501750,0.00291150,0.17762079,0.46343173,1.51506003,0.80590322,0.00000000
-5.03351676,2.48157160,0.00264210,0.16127924,0.43960405,1.43925521,0.75983190,0.00000000
-5.02751376,2.35703851,0.00240704,0.14783030,0.42211551,1.37065450,0.72196863,0.00000000
-5.02151076,2.25140535,0.00220708,0.13716505,0.41088717,1.30922678,0.69244234,0.00000000
-5.01550775,2.16458471,0.00204270,0.12916731,0.40583324,1.25493141,0.67131991,0.00000000
-5.00950475,2.09644457,0.00191410,0.12371613,0.40686245,1.20773684,0.65861400,0.00000000
-5.00350175,2.04682941,0.00182131,0.12068734,0.41387704,1.16763406,0.65428868,0.00000000
-4.99749875,2.01557206,0.00176415,0.11995417,0.42676944,1.13464432,0.65826292,0.00000000
-4.99149575,2.00249639,0.00174230,0.12138717,0.44541708,1.10882110,0.67041196,0.00000000
-4.98549275,2.00741177,0.00175532,0.12485353,0.46967597,1.09024665,0.69056695,0.00000000
-4.97948974,2.03010061,0.00180262,0.13021589,0.49937355,1.07902369,0.71851330,0.00000000
-4.97348674,2.07030083,0.00188350,0.13733100,0.53430147,1.07526310,0.75398855,0.00000000
-4.96748374,2.12768540,0.00199712,0.14604834,0.57420914,1.07906887,0.79668017,0.00000000
-4.96148074,2.20184121,0.00214249,0.15620885,0.61879857,1.09052146,0.84622426,0.00000000
-4.95547774,2.29224947,0.00231843,0.16764409,0.66772112,1.10966086,0.90220565,0.00000000
-4.94947474,2.39826986,0.00252360,0.18017584,0.72057678,1.13647071,0.96416005,0.00000000
-4.94347174,2.51913003,0.00275645,0.19361631,0.77691603,1.17086451,1.03157844,0.00000000
-4.93746873,2.65392183,0.00301524,0.20776911,0.83624470,1.21267517,1.10391408,0.00000000
-4.93146573,2.80160503,0.00329801,0.22243085,0.89803166,1.26164821,1.18059195,0.00000000
-4.92546273,2.96101862,0.00360261,0.23739347,0.96171902,1.31743961,1.26102026,0.00000000
-4.91945973,3.13089931,0.00392673,0.25244720,1.02673452,1.37961793,1.34460368,0.00000000
-4.91345673,3.30990613,0.00426788,0.26738397,1.09250540,1.44767106,1.43075733,0.00000000
-4.90745373,3.49664961,0.00462350,0.28200122,1.15847304,1.52101669,1.51892079,0.00000000
-4.90145073,3.68972362,0.00499094,0.29610584,1.22410742,1.59901619,1.60857114,0.00000000
-4.89544772,3.88773766,0.00536755,0.30951805,1.28892066,1.68099077,1.69923393,0.00000000
-4.88944472,4.08934732,0.00575071,0.32207506,1.35247868,1.76623888,1.79049140,0.00000000
-4.88344172,4.29328075,0.00613790,0.33363430,1.41441025,1.85405384,1.88198687,0.00000000
-4.87743872,4.49835914,0.00652675,0.34407597,1.47441281,1.94374049,1.97342498,0.00000000
-4.87143572,4.70350975,0.00691506,0.35330496,1.53225468,2.03462979,2.06456744,0.00000000
-4.86543272,4.90777047,0.00730090,0.36125179,1.58777339,2.12609066,2.15522419,0.00000000
-4.85942971,5.11028554,0.00768253,0.36787276,1.64087030,2.21753812,2.24524061,0.00000000
-4.85342671,5.31029274,0.00805853,0.37314917,1.69150182,2.30843769,2.33448112,0.00000000
-4.84742371,5.50710313,0.00842771,0.37708567,1.73966773,2.39830563,2.42281050,0.00000000
-4.84142071,5.70007477,0.00878917,0.37970800,1.78539756,2.48670543,2.51007393,0.00000000
-4.83541771,5.88858286,0.00914224,0.38106002,1.82873571,2.57324108,2.59607722,0.00000000
-4.82941471,6.07198847,0.00948646,0.38120046,1.86972665,2.65754779,2.68056873,0.00000000
-4.82341171,6.24960897,0.00982155,0.38019932,1.90840104,2.73928125,2.76322432,0.00000000
-4.81740870,6.42069261,0.01014737,0.37813442,1.94476385,2.81810661,2.84363671,0.00000000
-4.81140570,6.58439998,0.01046390,0.37508801,1.97878537,2.89368826,2.92131031,0.00000000
-4.80540270,6.73979453,0.01077117,0.37114375,2.01039586,2.96568173,2.99566222,0.00000000
-4.79939970,6.88584360,0.01106927,0.36638428,2.03948415,3.03372869,3.06602981,0.00000000
-4.79339670,7.02143109,0.01135831,0.36088927,2.06590049,3.09745584,3.13168480,0.00000000
-4.78739370,7.14538169,0.01163839,0.35473422,2.08946352,3.15647840,3.19185348,0.00000000
-4.78139070,7.25649601,0.01190963,0.34798987,2.10997091,3.21040823,3.24574192,0.00000000
-4.77538769,7.35359512,0.01217214,0.34072235,2.12721298,3.25886653,3.29256521,0.00000000
-4.76938469,7.43557201,0.01242605,0.33299374,2.14098853,3.30150047,3.33157898,0.00000000
-4.76338169,7.50144728,0.01267152,0.32486331,2.15112167,3.33800300,3.36211151,0.00000000
-4.75737869,7.55042550,0.01290875,0.31638888,2.15747868,3.36813439,3.38359469,0.00000000
-4.75137569,7.58194889,0.01313800,0.30762848,2.15998361,3.39174416,3.39559190,0.00000000
-4.74537269,7.59574447,0.01335962,0.29864198,2.15863158,3.40879180,3.39782133,0.00000000
-4.73936968,7.59186171,0.01357401,0.28949259,2.15349886,3.41936454,3.39017323,0.00000000
-4.73336668,7.57069749,0.01378170,0.28024808,2.14474896,3.42369067,3.37272013,0.00000000
-4.72736368,7.53300647,0.01398324,0.27098157,2.13263413,3.42214700,3.34571941,0.00000000
-4.72136068,7.47989529,0.01417927,0.26177183,2.11749220,3.41525937,3.30960803,0.00000000
-4.71535768,7.41280035,0.01437041,0.25270306,2.09973866,3.40369554,3.26498963,0.00000000
-4.70935468,7.33344951,0.01455728,0.24386406,2.07985432,3.38825028,3.21261480,0.00000000
-4.70335168,7.24380925,0.01474043,0.23534682,2.05836927,3.36982269,3.15335555,0.00000000
-4.69734867,7.14601955,0.01492025,0.22724463,2.03584376,3.34938678,3.08817534,0.00000000
-4.69134567,7.04231949,0.01509696,0.21964975,2.01284700,3.32795613,3.01809620,0.00000000
-4.68534267,6.93496714,0.01527054,0.21265075,1.98993504,3.30654455,2.94416470,0.00000000
-4.67933967,6.82615752,0.01544068,0.20632961,1.96762861,3.28612435,2.86741844,0.00000000
-4.67333667,6.71794275,0.01560672,0.20075884,1.94639222,3.26758441,2.78885449,0.00000000
-4.66733367,6.61215798,0.01576764,0.19599864,1.92661531,3.25169021,2.70940134,0.00000000
-4.66133067,6.51035693,0.01592204,0.19209426,1.90859639,3.23904789,2.62989533,0.00000000
-4.65532766,6.41375976,0.01606813,0.18907382,1.89253096,3.23007435,2.55106249,0.00000000
-4.64932466,6.32321575,0.01620375,0.18694651,1.87850346,3.22497500,2.47350614,0.00000000
-4.64332166,6.23918239,0.01632641,0.18570150,1.86648386,3.22373052,2.39770059,0.00000000
-4.63731866,6.16172151,0.01643332,0.18530743,1.85632878,3.22609344,2.32399052,0.00000000
-4.63131566,6.09051256,0.01652146,0.18571265,1.84778711,3.23159497,2.25259592,0.00000000
-4.62531266,6.02488204,0.01658767,0.18684625,1.84050997,3.23956186,2.18362165,0.00000000
-4.61930965,5.96384759,0.01662869,0.18861973,1.83406434,3.24914273,2.11707097,0.00000000
-4.61330665,5.90617445,0.01664133,0.19092941,1.82795005,3.25934262,2.05286213,0.00000000
-4.60730365,5.85044164,0.01662248,0.19365942,1.82161930,3.26906439,1.99084688,0.00000000
-4.60130065,5.79511474,0.01656925,0.19668522,1.81449800,3.27715497,1.93083013,0.00000000
-4.59529765,5.73862197,0.01647908,0.19987744,1.80600812,3.28245441,1.87258967,0.00000000
-4.58929465,5.67943022,0.01634979,0.20310599,1.79559017,3.28384543,1.81589529,0.00000000
-4.58329165,5.61611765,0.01617970,0.20624417,1.78272501,3.28030126,1.76052629,0.00000000
-4.57728864,5.54743987,0.01596769,0.20917275,1.76695408,3.27092952,1.70628707,0.00000000
-4.57128564,5.47238680,0.01571326,0.21178371,1.74789740,3.25501018,1.65302005,0.00000000
-4.56528264,5.39022796,0.01541655,0.21398359,1.72526844,3.23202576,1.60061565,0.00000000
-4.55927964,5.30054438,0.01507844,0.21569622,1.69888541,3.20168264,1.54901916,0.00000000
-4.55327664,5.20324592,0.01470047,0.21686481,1.66867851,3.16392230,1.49823424,0.00000000
-4.54727364,5.09857342,0.01428491,0.21745326,1.63469266,3.11892224,1.44832317,0.00000000
-4.54127064,4.98708591,0.01383468,0.21744663,1.59708576,3.06708652,1.39940390,0.00000000
-4.53526763,4.86963361,0.01335333,0.21685083,1.55612247,3.00902656,1.35164427,0.00000000
-4.52926463,4.74731816,0.01284493,0.21569141,1.51216365,2.94553313,1.30525351,0.00000000
-4.52326163,4.62144219,0.01231405,0.21401178,1.46565216,2.87754100,1.26047172,0.00000000
-4.51725863,4.49345063,0.01176560,0.21187062,1.41709541,2.80608800,1.21755769,0.00000000
-4.51125563,4.36486666,0.01120471,0.20933892,1.36704558,2.73227059,1.17677562,0.00000000
-4.50525263,4.23722545,0.01063665,0.20649659,1.31607838,2.65719792,1.13838153,0.00000000
-4.49924962,4.11200873,0.01006668,0.20342897,1.26477134,2.58194682,1.10260984,0.00000000
-4.49324662,3.99058333,0.00949990,0.20022316,1.21368262,2.50751958,1.06966077,0.00000000
-4.48724362,3.87414649,0.00894114,0.19696466,1.16333137,2.43480662,1.03968924,0.00000000
-4.48124062,3.76368027,0.00839485,0.19373413,1.11418037,2.36455560,1.01279566,0.00000000
-4.47523762,3.65991699,0.00786501,0.19060459,1.06662197,2.29734816,0.98901903,0.00000000
-4.46923462,3.56331700,0.00735502,0.18763915,1.02096757,2.23358523,0.96833269,0.00000000
-4.46323162,3.47405925,0.00686763,0.18488915,0.97744127,2.17348112,0.95064275,0.00000000
-4.45722861,3.39204467,0.00640498,0.18239298,0.93617772,2.11706643,0.93578928,0.00000000
-4.45122561,3.31691153,0.00596850,0.18017539,0.89722403,2.06419901,0.92355009,0.00000000
-4.44522261,3.24806147,0.00555897,0.17824734,0.86054554,2.01458218,0.91364676,0.00000000
-4.43921961,3.18469437,0.00517654,0.17660632,0.82603487,1.96778887,0.90575266,0.00000000
-4.43321661,3.12584987,0.00482080,0.17523712,0.79352359,1.92329000,0.89950245,0.00000000
-4.42721361,3.07045317,0.00449085,0.17411286,0.76279587,1.88048577,0.89450252,0.00000000
-4.42121061,3.01736264,0.00418535,0.17319637,0.73360310,1.83873776,0.89034201,0.00000000
-4.41520760,2.96541694,0.00390269,0.17244168,0.70567889,1.79740056,0.88660378,0.00000000
-4.40920460,2.91347949,0.00364101,0.17179568,0.67875345,1.75585118,0.88287505,0.00000000
-4.40320160,2.86047856,0.00339833,0.17119985,0.65256685,1.71351524,0.87875727,0.00000000
-4.39719860,2.80544154,0.00317264,0.17059198,0.62688050,1.66988876,0.87387497,0.00000000
-4.39119560,2.74752251,0.00296199,0.16990796,0.60148642,1.62455507,0.86788344,0.00000000
-4.38519260,2.68602267,0.00276452,0.16908345,0.57621417,1.57719649,0.86047508,0.00000000
-4.37918959,2.62040342,0.00257854,0.16805561,0.55093514,1.52760065,0.85138453,0.00000000
-4.37318659,2.55029267,0.00240260,0.16676465,0.52556446,1.47566197,0.84039248,0.00000000
-4.36718359,2.47548485,0.00223545,0.16515548,0.50006059,1.42137852,0.82732827,0.00000000
-4.36118059,2.39593541,0.00207609,0.16317906,0.47442290,1.36484520,0.81207144,0.00000000
-4.35517759,2.31175105,0.00192375,0.16079383,0.44868761,1.30624379,0.79455234,0.00000000
-4.34917459,2.22317639,0.00177791,0.15796687,0.42292257,1.24583094,0.77475178,0.00000000
-4.34317159,2.13057835,0.00163823,0.15467494,0.39722116,1.18392472,0.75269994,0.00000000
-4.33716858,2.03442900,0.00150454,0.15090528,0.37169586,1.12089062,0.72847458,0.00000000
-4.33116558,1.93528769,0.00137682,0.14665616,0.34647182,1.05712765,0.70219847,0.00000000
-4.32516258,1.83378323,0.00125516,0.14193718,0.32168073,0.99305511,0.67403626,0.00000000
-4.31915958,1.73059651,0.00113971,0.13676919,0.29745529,0.92910045,0.64419074,0.00000000
-4.31315658,1.62644403,0.00103069,0.13118396,0.27392449,0.86568856,0.61289846,0.00000000
-4.30715358,1.52206255,0.00092831,0.12522347,0.25120977,0.80323263,0.58042489,0.00000000
