energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,5.21272419,-6.66669827,0.95506287,-1.16707644,1.52941925,-1.98474978,0.02995269,-0.11855105,0.28491902,-0.60007211,1.68298912,-1.70248488,0.58077091,-0.90330890,0.13313484,-0.10036415,1.91093896,-2.26153980
-5.89794897,5.34626519,-6.65644167,0.96959589,-1.16405171,1.57410652,-1.99412018,0.03056006,-0.11729224,0.28465194,-0.59070568,1.69700866,-1.69680793,0.60138116,-0.88644153,0.13800423,-0.10434348,1.96446378,-2.26023878
-5.89194597,5.47915174,-6.63129878,0.98504808,-1.15659215,1.61753590,-2.00113441,0.03109328,-0.11551908,0.28395371,-0.57895329,1.70979583,-1.68553388,0.62315012,-0.86693796,0.14245007,-0.10833974,2.01865054,-2.25426204
-5.88594297,5.61043065,-6.59311992,1.00161112,-1.14511679,1.65925928,-2.00609658,0.03154549,-0.11326343,0.28284019,-0.56507454,1.72158699,-1.66931488,0.64585782,-0.84521344,0.14640044,-0.11231766,2.07317738,-2.24430293
-5.87993997,5.73915712,-6.54387388,1.01943289,-1.13013467,1.69888905,-2.00929237,0.03191204,-0.11056314,0.28133353,-0.54935613,1.73258839,-1.64890119,0.66927205,-0.82169977,0.14979115,-0.11623566,2.12768580,-2.23110102
-5.87393697,5.86439986,-6.48559600,1.03860608,-1.11223176,1.73610866,-2.01098394,0.03219046,-0.10746112,0.27946082,-0.53210370,1.74295955,-1.62511692,0.69314965,-0.79683500,0.15256773,-0.12004660,2.18177912,-2.21542182
-5.86793397,5.98524768,-6.42034059,1.05915871,-1.09205594,1.77068138,-2.01140797,0.03238041,-0.10400438,0.27725273,-0.51363345,1.75279953,-1.59883407,0.71723831,-0.77105390,0.15468704,-0.12369904,2.23502299,-2.19803772
-5.86193097,6.10081859,-6.35013905,1.08104745,-1.07030039,1.80245691,-2.01077696,0.03248352,-0.10024301,0.27474229,-0.49426399,1.76213714,-1.57094554,0.74127925,-0.74477933,0.15611858,-0.12713869,2.28694822,-2.17971061
-5.85592796,6.21027160,-6.27696421,1.10415398,-1.04768597,1.83137587,-2.00928311,0.03250324,-0.09622919,0.27196398,-0.47430854,1.77092579,-1.54233832,0.76501064,-0.71841479,0.15684549,-0.13031028,2.33705628,-2.16117653
-5.84992496,6.31282158,-6.20270119,1.12828503,-1.02494290,1.85747200,-2.00710443,0.03244461,-0.09201616,0.26895298,-0.45406783,1.77904342,-1.51386754,0.78817197,-0.69233817,0.15686501,-0.13315954,2.38482757,-2.14313250
-5.84392196,6.40775731,-6.12912466,1.15317608,-1.00279244,1.88087216,-2.00441236,0.03231402,-0.08765729,0.26574477,-0.43382384,1.78629771,-1.48633240,0.81050923,-0.66689680,0.15618861,-0.13563534,2.42973240,-2.12622561
-5.83791896,6.49446239,-6.05788199,1.17849887,-0.98192899,1.90179405,-2.00138002,0.03211895,-0.08320516,0.26237508,-0.41383458,1.79243638,-1.46045465,0.83178094,-0.64240385,0.15484166,-0.13769176,2.47124454,-2.11104423
-5.83191596,6.57243851,-5.99048141,1.20387244,-0.96300304,1.92054211,-1.99819042,0.03186772,-0.07871072,0.25888005,-0.39432996,1.79716206,-1.43686043,0.85176487,-0.61913584,0.15286260,-0.13929018,2.50885678,-2.09811123
-5.82591296,6.64133027,-5.92828430,1.22887725,-0.94660551,1.93750140,-1.99504375,0.03156920,-0.07422252,0.25529677,-0.37550892,1.80015105,-1.41606577,0.87026523,-0.59733137,0.15030184,-0.14040102,2.54209806,-2.08787894
-5.81990995,6.70095038,-5.87250044,1.25307181,-0.93325387,1.95313004,-1.99216311,0.03123261,-0.06978605,0.25166401,-0.35753773,1.80107479,-1.39846638,0.88712005,-0.57719078,0.14722027,-0.14100525,2.57055126,-2.08072545
-5.81390695,6.75130389,-5.82418518,1.27601107,-0.92338031,1.96795021,-1.98979801,0.03086728,-0.06544312,0.24802308,-0.34054939,1.79962280,-1.38433171,0.90220862,-0.55887658,0.14368749,-0.14109548,2.59387096,-2.07695206
-5.80790395,6.79260987,-5.78423750,1.29726551,-0.91732226,1.98253804,-1.98822530,0.03048244,-0.06123141,0.24441889,-0.32464428,1.79552580,-1.37380342,0.91545838,-0.54251455,0.13977982,-0.14067656,2.61179998,-2.07678157
-5.80190095,6.82531885,-5.75339824,1.31644014,-0.91531563,1.99751261,-1.98774723,0.03008708,-0.05718405,0.24090089,-0.30989158,1.78857748,-1.36689809,0.92685107,-0.52819528,0.13557823,-0.13976571,2.62418397,-2.08035702
-5.79589795,6.85012443,-5.73224781,1.33319215,-0.91749056,2.01352430,-1.98868666,0.02968977,-0.05332933,0.23752405,-0.29633164,1.77865362,-1.36351394,0.93642777,-0.51597596,0.13116615,-0.13839211,2.63098287,-2.08774096
-5.78989495,6.86796739,-5.72120327,1.34724652,-0.92387011,2.03124254,-1.99137971,0.02929858,-0.04969054,0.23434953,-0.28397901,1.76572722,-1.36344108,0.94429228,-0.50588235,0.12662727,-0.13659595,2.63227855,-2.09891486
-5.78389195,6.88003105,-5.72051481,1.35840849,-0.93437161,2.05134325,-1.99616603,0.02892095,-0.04628585,0.23144523,-0.27282581,1.74987873,-1.36637475,0.95061270,-0.49791070,0.12204351,-0.13442705,2.62827780,-2.11377902
-5.77788894,6.88772691,-5.73026190,1.36657225,-0.94881068,2.07449607,-2.00337760,0.02856357,-0.04312835,0.22888590,-0.26284555,1.73130047,-1.37193106,0.95562086,-0.49202969,0.11749301,-0.13194303,2.61931030,-2.13215275
-5.77188594,6.89266998,-5.75034983,1.37172537,-0.96690770,2.10135144,-2.01332646,0.02823235,-0.04022613,0.22675291,-0.25399696,1.71029502,-1.37966438,0.95960934,-0.48818223,0.11304833,-0.12920719,2.60582123,-2.15377523
-5.76588294,6.89664382,-5.78050746,1.37394855,-0.98829657,2.13252776,-2.02629254,0.02793229,-0.03758246,0.22513365,-0.24622779,1.68726725,-1.38908582,0.96292617,-0.48628709,0.10877494,-0.12628614,2.58835854,-2.17830719
-5.75987994,6.90155585,-5.82028710,1.37341089,-1.01253542,2.16859879,-2.04251212,0.02766739,-0.03519610,0.22412037,-0.23947846,1.66271050,-1.39968207,0.96596695,-0.48624054,0.10472982,-0.12324734,2.56755533,-2.20533378
-5.75387694,6.90938412,-5.86906756,1.37036061,-1.03911892,2.21008136,-2.06216803,0.02744062,-0.03306161,0.22380873,-0.23368529,1.63718755,-1.41093380,0.96916477,-0.48791790,0.10096049,-0.12015665,2.54410777,-2.23436882
-5.74787394,6.92211726,-5.92606130,1.36511191,-1.06749192,2.25742389,-2.08538227,0.02725375,-0.03116976,0.22429586,-0.22878342,1.61130717,-1.42233326,0.97297806,-0.49117512,0.09750418,-0.11707597,2.51874967,-2.26486075
-5.74187094,6.94168978,-5.99032657,1.35802867,-1.09706387,2.31099571,-2.11221161,0.02710736,-0.02950799,0.22567811,-0.22470922,1.58569765,-1.43340019,0.97787668,-0.49585057,0.09438740,-0.11406118,2.49222453,-2.29620057
-5.73586793,6.96991554,-6.06078503,1.34950568,-1.12722385,2.37107784,-2.14264680,0.02700069,-0.02806094,0.22804850,-0.22140217,1.56097867,-1.44369586,0.98432678,-0.50176701,0.09162575,-0.11116038,2.46525666,-2.32773170
-5.72986493,7.00842225,-6.13624523,1.33994866,-1.15735562,2.43785534,-2.17661564,0.02693165,-0.02681094,0.23149398,-0.21880628,1.53773297,-1.45283474,0.99277501,-0.50873388,0.08922401,-0.10841248,2.43852239,-2.35876207
-5.72386193,7.05859009,-6.21543204,1.32975399,-1.18685237,2.51141188,-2.21398985,0.02689678,-0.02573859,0.23609261,-0.21687101,1.51647940,-1.46049356,1.00363244,-0.51655009,0.08717651,-0.10584634,2.41262319,-2.38857812
-5.71785893,7.12149749,-6.29702152,1.31928932,-1.21513087,2.59172673,-2.25459577,0.02689125,-0.02482330,0.24191060,-0.21555170,1.49764876,-1.46641769,1.01725914,-0.52500718,0.08546774,-0.10348034,2.38806163,-2.41646062
-5.71185593,7.19787704,-6.37968068,1.30887607,-1.24164470,2.67867463,-2.29822848,0.02690890,-0.02404384,0.24899962,-0.21480975,1.48156374,-1.47042470,1.03394966,-0.53389302,0.08407326,-0.10132244,2.36522182,-2.44170192
-5.70585293,7.28808370,-6.46211099,1.29877480,-1.26589613,2.77202890,-2.34466873,0.02694239,-0.02337890,0.25739409,-0.21461233,1.46842401,-1.47240533,1.05392040,-0.54299601,0.08296069,-0.09937068,2.34435498,-2.46362428
-5.69984992,7.39207749,-6.54309447,1.28917419,-1.28744663,2.87146773,-2.39370212,0.02698327,-0.02280751,0.26710884,-0.21493204,1.45829715,-1.47232187,1.07729900,-0.55210964,0.08209098,-0.09761418,2.32557123,-2.48159855
-5.69384692,7.50942170,-6.62154068,1.28018411,-1.30592568,2.97658397,-2.44513947,0.02702225,-0.02230958,0.27813710,-0.21574624,1.45111595,-1.47020436,1.10411653,-0.56103746,0.08141978,-0.09603439,2.30883783,-2.49506279
-5.68784392,7.63929702,-6.69653289,1.27183323,-1.32103772,3.08689805,-2.49883783,0.02704938,-0.02186623,0.29044888,-0.21703647,1.44668216,-1.46614479,1.13430260,-0.56959820,0.08089894,-0.09460667,2.29398412,-2.50353993
-5.68184092,7.78053141,-6.76737166,1.26407109,-1.33256730,3.20187382,-2.55472074,0.02705438,-0.02146018,0.30398982,-0.21878771,1.44467623,-1.46028979,1.16768377,-0.57763096,0.08047803,-0.09330204,2.28071290,-2.50665400
-5.67583792,7.93164417,-6.83361387,1.25677450,-1.34038215,3.32093675,-2.61279714,0.02702691,-0.02107598,0.31868056,-0.22098773,1.44467269,-1.45283205,1.20398527,-0.58500021,0.08010596,-0.09208899,2.26861762,-2.50414403
-5.66983492,8.09090255,-6.89510542,1.24975777,-1.34443430,3.44349370,-2.67317763,0.02695696,-0.02070028,0.33441672,-0.22362650,1.44616015,-1.44400091,1.24283604,-0.59160041,0.07973245,-0.09093534,2.25720468,-2.49587520
-5.66383192,8.25638791,-6.95200576,1.24278614,-1.34475932,3.56895352,-2.73608739,0.02683513,-0.02032190,0.35106941,-0.22669566,1.44856479,-1.43405261,1.28377694,-0.59736004,0.07930959,-0.08980991,2.24591946,-2.48184649
-5.65782891,8.42606840,-7.00480276,1.23559156,-1.34147347,3.69674725,-2.80187482,0.02665298,-0.01993197,0.36848640,-0.23018801,1.45127616,-1.42326029,1.32627191,-0.60224476,0.07879319,-0.08868408,2.23417500,-2.46219450
-5.65182591,8.59787444,-7.05431662,1.22788983,-1.33476921,3.82634706,-2.87101514,0.02640338,-0.01952388,0.38649387,-0.23409714,1.45367387,-1.41190438,1.36972153,-0.60625957,0.07814401,-0.08753305,2.22138166,-2.43719312
-5.64582291,8.76977332,-7.10169168,1.21939814,-1.32490881,3.95728252,-2.94410823,0.02608073,-0.01909324,0.40489885,-0.23841704,1.45515384,-1.40026334,1.41347881,-0.60944967,0.07732877,-0.08633687,2.20697637,-2.40724882
-5.63981991,8.93983911,-7.14837553,1.20985198,-1.31221646,4.08915348,-3.02187040,0.02568122,-0.01863779,0.42349218,-0.24314170,1.45515284,-1.38860519,1.45686642,-0.61190006,0.07632101,-0.08508107,2.19045001,-2.37289154
-5.63381691,9.10631450,-7.19608514,1.19902033,-1.29706892,4.22163824,-3.10511957,0.02520297,-0.01815723,0.44205216,-0.24826473,1.45317023,-1.37717990,1.49919497,-0.61373353,0.07510169,-0.08375699,2.17137144,-2.33476143
-5.62781391,9.26766159,-7.24676015,1.18671860,-1.27988491,4.35449669,-3.19475392,0.02464616,-0.01765300,0.46034863,-0.25377892,1.44878588,-1.36621282,1.53978168,-0.61510729,0.07365946,-0.08236173,2.14940725,-2.29359163
-5.62181091,9.42259930,-7.30250403,1.17281823,-1.26111351,4.48756758,-3.29172395,0.02401300,-0.01712808,0.47814768,-0.25967564,1.44167369,-1.35589909,1.57796891,-0.61620804,0.07199076,-0.08089791,2.12433614,-2.25018766
-5.61580790,9.57012602,-7.36551418,1.15725293,-1.24122169,4.62076005,-3.39699846,0.02330775,-0.01658672,0.49521669,-0.26594427,1.43161025,-1.34639926,1.61314201,-0.61724569,0.07009964,-0.07937299,2.09605745,-2.20540395
-5.60980490,9.70952665,-7.43800283,1.14002094,-1.22068142,4.75403954,-3.51152510,0.02253655,-0.01603418,0.51132976,-0.27257145,1.41847858,-1.33783595,1.64474598,-0.61844590,0.06799731,-0.07779851,2.06459355,-2.16011828
-5.60380190,9.84036467,-7.52211077,1.12118365,-1.19995653,4.88740866,-3.63618645,0.02170726,-0.01547645,0.52627334,-0.27954025,1.40226700,-1.33029157,1.67230045,-0.62004162,0.06570149,-0.07618910,2.03008619,-2.11520505
-5.59779890,9.96246024,-7.61981668,1.10086048,-1.17948967,5.02088407,-3.77175291,0.02082920,-0.01491997,0.53985204,-0.28682930,1.38306369,-1.32380713,1.69541282,-0.62226397,0.06323554,-0.07456142,1.99278724,-2.07150804
-5.59179590,10.07585651,-7.73284521,1.07922087,-1.15968985,5.15447051,-3.91883412,0.01991290,-0.01437136,0.55189432,-0.29441188,1.36104740,-1.31838190,1.71378899,-0.62533269,0.06062750,-0.07293304,1.95304450,-2.02981390
-5.58579290,10.18077698,-7.86257723,1.05647360,-1.14092065,5.28813370,-4.07783066,0.01896974,-0.01383718,0.56225809,-0.30225502,1.33647526,-1.31397407,1.72724176,-0.62944672,0.05790893,-0.07132144,1.91128360,-1.99082712
-5.57978989,10.27757702,-8.00996601,1.03285453,-1.12348979,5.42177379,-4.24888828,0.01801165,-0.01332368,0.57083590,-0.31031868,1.30966834,-1.31050213,1.73569656,-0.63477508,0.05511379,-0.06974292,1.86798708,-1.95514738
-5.57378689,10.36669342,-8.17546305,1.00861343,-1.10764018,5.55520108,-4.43185680,0.01705075,-0.01283660,0.57755969,-0.31855503,1.28099623,-1.30784707,1.73919461,-0.64144856,0.05227719,-0.06821183,1.82367195,-1.92325028
-5.56778389,10.44859529,-8.35895736,0.98400080,-1.09354284,5.68811596,-4.62625616,0.01609904,-0.01238096,0.58240475,-0.32690800,1.25086119,-1.30585528,1.73789349,-0.64955260,0.04943427,-0.06673987,1.77886707,-1.89547204
-5.56178089,10.52374006,-8.55973161,0.95925555,-1.08129202,5.82009463,-4.83125159,0.01516809,-0.01196094,0.58539297,-0.33531296,1.21968300,-1.30434201,1.73206514,-0.65912159,0.04661910,-0.06533555,1.73409141,-1.87199886
-5.55577789,10.59253753,-8.77643823,0.93459427,-1.07090275,5.95058193,-5.04564029,0.01426872,-0.01157972,0.58659495,-0.34369684,1.18788511,-1.30309559,1.72209147,-0.67013503,0.04386369,-0.06400396,1.68983465,-1.85286139
-5.54977489,10.65532431,-9.00709767,0.91020262,-1.06231089,6.07889243,-5.26785097,0.01341083,-0.01123943,0.58613109,-0.35197851,1.15588267,-1.30188199,1.70845772,-0.68251561,0.04119718,-0.06274663,1.64654075,-1.83793454
-5.54377189,10.71235050,-9.24912068,0.88622945,-1.05537588,6.20422021,-5.49595775,0.01260320,-0.01094107,0.58417137,-0.36006956,1.12407299,-1.30045008,1.69174368,-0.69612949,0.03864519,-0.06156165,1.60459540,-1.82694276
-5.53776888,10.76377919,-9.49935483,0.86278379,-1.04988606,6.32565741,-5.72770887,0.01185330,-0.01068455,0.58093380,-0.36787552,1.09282842,-1.29853724,1.67261307,-0.71078872,0.03622931,-0.06044394,1.56431776,-1.81947067
-5.53176588,10.80969869,-9.75415513,0.83993477,-1.04556650,6.44222118,-5.96057027,0.01116728,-0.01046865,0.57668157,-0.37529739,1.06249193,-1.29587539,1.65180108,-0.72625582,0.03396686,-0.05938568,1.52595672,-1.81497860
-5.52576288,10.85014638,-10.00947702,0.81771439,-1.04208915,6.55288791,-6.19178329,0.01054985,-0.01029116,0.57171872,-0.38223369,1.03337508,-1.29219735,1.63010045,-0.74225046,0.03187078,-0.05837680,1.48969151,-1.81282269
-5.51975988,10.88514220,-10.26098896,0.79612281,-1.03908484,6.65663333,-6.41843483,0.01000437,-0.01014892,0.56638456,-0.38858264,1.00575829,-1.28724340,1.60834620,-0.75845781,0.02994975,-0.05740562,1.45563633,-1.81227864
-5.51375688,10.91472916,-10.50420108,0.77513563,-1.03615690,6.75247655,-6.63753798,0.00953281,-0.01003801,0.56104680,-0.39424481,0.97989275,-1.28076798,1.58739912,-0.77453849,0.02820846,-0.05645948,1.42384857,-1.81256841
-5.50775388,10.93901767,-10.73460510,0.75471271,-1.03289579,6.83952590,-6.84612001,0.00913588,-0.00995385,0.55609354,-0.39912577,0.95600383,-1.27254635,1.56812841,-0.79013963,0.02664802,-0.05552540,1.39433963,-1.81288881
-5.50175088,10.95823019,-10.94782031,0.73480772,-1.02889427,6.91702414,-7.04131450,0.00881313,-0.00989146,0.55192426,-0.40313899,0.93429513,-1.26238110,1.55139361,-0.80490656,0.02526647,-0.05459065,1.36708774,-1.81244091
-5.49574787,10.97274266,-11.13973966,0.71537792,-1.02376244,6.98439064,-7.22045386,0.00856303,-0.00984558,0.54894018,-0.40620865,0.91495298,-1.25010822,1.53802609,-0.81849486,0.02405946,-0.05364342,1.34205163,-1.81045923
-5.48974487,10.98311927,-11.30667026,0.69639328,-1.01714225,7.04125820,-7.38115827,0.00838312,-0.00981093,0.54753398,-0.40827230,0.89815054,-1.23560279,1.52881039,-0.83058207,0.02302090,-0.05267320,1.31918427,-1.80623949
-5.48374187,10.99013763,-11.44546221,0.67784462,-1.00872075,7.08750235,-7.52141739,0.00827015,-0.00978242,0.54807939,-0.40928337,0.88405145,-1.21878381,1.52446584,-0.84087877,0.02214364,-0.05167125,1.29844574,-1.79916415
-5.47773887,10.99480186,-11.55362056,0.65974998,-0.99824173,7.12326144,-7.63966094,0.00822017,-0.00975532,0.55092083,-0.40921328,0.87281226,-1.19961824,1.52562877,-0.84913853,0.02142019,-0.05063088,1.27981439,-1.78872452
-5.47173587,10.99834192,-11.62939559,0.64215898,-0.98551515,7.14894621,-7.73481541,0.00822870,-0.00972547,0.55636347,-0.40805314,0.86458374,-1.17812392,1.53283577,-0.85516634,0.02084338,-0.04954763,1.26329578,-1.77453884
-5.46573287,11.00219832,-11.67184779,0.62515486,-0.97042433,7.16523790,-7.80634394,0.00829079,-0.00968945,0.56466404,-0.40581493,0.85951069,-1.15437141,1.54650849,-0.85882524,0.02040691,-0.04841937,1.24892874,-1.75636578
-5.45972986,11.00799225,-11.68088487,0.60885410,-0.95293028,7.17307501,-7.85426801,0.00840112,-0.00964468,0.57602261,-0.40253214,0.85773022,-1.12848445,1.56694034,-0.86004092,0.02010585,-0.04724627,1.23678839,-1.73411283
-5.45372686,11.01748204,-11.65726963,0.59340364,-0.93307350,7.17362866,-7.87916970,0.00855413,-0.00958958,0.59057578,-0.39825977,0.85936870,-1.10063915,1.59428578,-0.85880410,0.01993708,-0.04603073,1.22698586,-1.70783945
-5.44772386,11.03250761,-11.60259850,0.57897582,-0.91097292,7.16826780,-7.88217473,0.00874403,-0.00952357,0.60839144,-0.39307376,0.86453728,-1.07106188,1.62855240,-0.85517073,0.01989945,-0.04477719,1.21966491,-1.67775513
-5.44172086,11.05492537,-11.51925231,0.56576144,-0.88682233,7.15851554,-7.86491699,0.00896489,-0.00944712,0.62946529,-0.38706979,0.87332646,-1.04002587,1.66959630,-0.84926004,0.01999403,-0.04349189,1.21499553,-1.64421246
-5.43571786,11.08653649,-11.41032153,0.55396114,-0.86088445,7.14599844,-7.82948625,0.00921065,-0.00936176,0.65371926,-0.38036160,0.88579978,-1.00784658,1.71712113,-0.84125048,0.02022402,-0.04218264,1.21316502,-1.60769576
-5.42971486,11.12901179,-11.27950976,0.54377578,-0.83348302,7.13239091,-7.77836153,0.00947524,-0.00926997,0.68100208,-0.37307873,0.90198707,-0.97487613,1.77068085,-0.83137399,0.02059462,-0.04085849,1.21436694,-1.56880577
-5.42371186,11.18381695,-11.13101971,0.53539615,-0.80499322,7.11935721,-7.71433304,0.00975250,-0.00917509,0.71109165,-0.36536395,0.92187762,-0.94149680,1.82968640,-0.81990859,0.02111280,-0.03952947,1.21878850,-1.52824125
-5.41770885,11.25214131,-10.96942657,0.52899263,-0.77583091,7.10849332,-7.64041595,0.01003633,-0.00908125,0.74369949,-0.35737033,0.94541355,-0.90811392,1.89341619,-0.80716995,0.02178688,-0.03820631,1.22659721,-1.48677812
-5.41170585,11.33483381,-10.79954413,0.52470526,-0.74644114,7.10127136,-7.55975991,0.01032063,-0.00899312,0.77847688,-0.34925818,0.97248385,-0.87514829,1.96103015,-0.79350202,0.02262603,-0.03690014,1.23792720,-1.44524710
-5.40570285,11.43234886,-10.62628889,0.52263480,-0.71728627,7.09898854,-7.47555755,0.01059943,-0.00891581,0.81502259,-0.34119180,1.00291932,-0.84302839,2.03158707,-0.77926726,0.02363968,-0.03562230,1.25286603,-1.40451059
-5.39969985,11.54470486,-10.45454716,0.52283517,-0.68883423,7.10272306,-7.39095588,0.01086683,-0.00885464,0.85289184,-0.33333640,1.03648890,-0.81218256,2.10406472,-0.76483675,0.02483683,-0.03438413,1.27144272,-1.36543966
-5.39369685,11.67145719,-10.28904985,0.52530756,-0.66154710,7.11329833,-7.30897356,0.01111715,-0.00881494,0.89160623,-0.32585497,1.07289745,-0.78303134,2.17738210,-0.75058064,0.02622537,-0.03319683,1.29361739,-1.32889165
-5.38769385,11.81168706,-10.13425883,0.52999670,-0.63587049,7.13125710,-7.23242691,0.01134493,-0.00880187,0.93066428,-0.31890550,1.11178546,-0.75598009,2.25042320,-0.73685907,0.02781129,-0.03207136,1.31927317,-1.29568926
-5.38169085,11.96400693,-9.99426824,0.53678926,-0.61222375,7.15684616,-7.16386701,0.01154502,-0.00882018,0.96955226,-0.31263838,1.15273063,-0.73141203,2.32206150,-0.72401398,0.02959794,-0.03101836,1.34821087,-1.26660135
-5.37568784,12.12658237,-9.87272290,0.54551467,-0.59099128,7.19001225,-7.10552940,0.01171262,-0.00887410,1.00775485,-0.30719419,1.19525176,-0.70968172,2.39118450,-0.71236191,0.03158531,-0.03004814,1.38014664,-1.24232593
-5.36968484,12.29716999,-9.77275538,0.55594824,-0.57251498,7.23040891,-7.05929756,0.01184341,-0.00896710,1.04476552,-0.30270184,1.23881470,-0.69110910,2.45671751,-0.70218805,0.03376939,-0.02917066,1.41471283,-1.22347555
-5.36368184,12.47316994,-9.69694229,0.56781651,-0.55708788,7.27741392,-7.02668043,0.01193357,-0.00910178,1.08009618,-0.29927711,1.28284067,-0.67597406,2.51764596,-0.69374149,0.03614156,-0.02839555,1.45146233,-1.21056523
-5.35767884,12.65169153,-9.64727945,0.58080472,-0.54494891,7.33015632,-7.00880368,0.01197988,-0.00927978,1.11328606,-0.29702157,1.32671667,-0.66451144,2.57303585,-0.68723183,0.03868815,-0.02773214,1.48987609,-1.20400289
-5.35167584,12.82962964,-9.62517498,0.59456599,-0.53627879,7.38755177,-7.00641394,0.01197981,-0.00950164,1.14390952,-0.29602189,1.36980798,-0.65690672,2.62205151,-0.68282708,0.04139017,-0.02718949,1.52937397,-1.20408228
-5.34567284,13.00374953,-9.63145856,0.60873211,-0.53119706,7.44834474,-7.01989459,0.01193154,-0.00976677,1.17158280,-0.29634957,1.41147255,-0.65329206,2.66397073,-0.68065284,0.04422317,-0.02677643,1.56932829,-1.21097837
