energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.83191596,0.26792638,0.00900884,0.02296493,0.16619709,0.01109743,0.14230496,0.00000000,0.20437852,0.00303147
-5.82591296,0.23992812,0.00937101,0.01971540,0.14774204,0.00950598,0.12887379,0.00000000,0.17956838,0.00284215
-5.81990995,0.21541336,0.00976512,0.01681282,0.13148451,0.00809814,0.11717840,0.00000000,0.15754739,0.00269368
-5.81390695,0.19416395,0.01018082,0.01424308,0.11730174,0.00686361,0.10710324,0.00000000,0.13818274,0.00258024
-5.80790395,0.17592697,0.01060696,0.01198846,0.10504719,0.00579130,0.09851325,0.00000000,0.12130835,0.00249621
-5.80190095,0.16042575,0.01103197,0.01002867,0.09455758,0.00486978,0.09125974,0.00000000,0.10673370,0.00243623
-5.79589795,0.14737087,0.01144426,0.00834184,0.08565977,0.00408772,0.08518624,0.00000000,0.09425242,0.00239524
-5.78989495,0.13647076,0.01183268,0.00690539,0.07817744,0.00343431,0.08013417,0.00000000,0.08365043,0.00236858
-5.78389195,0.12744159,0.01218697,0.00569693,0.07193719,0.00289970,0.07594807,0.00000000,0.07471336,0.00235207
-5.77788894,0.12001632,0.01249822,0.00469494,0.06677413,0.00247536,0.07248041,0.00000000,0.06723309,0.00234200
-5.77188594,0.11395272,0.01275931,0.00387950,0.06253682,0.00215450,0.06959584,0.00000000,0.06101342,0.00233529
-5.76588294,0.10904036,0.01296530,0.00323279,0.05909139,0.00193239,0.06717477,0.00000000,0.05587468,0.00232945
-5.75987994,0.10510638,0.01311377,0.00273956,0.05632500,0.00180671,0.06511634,0.00000000,0.05165744,0.00232272
-5.75387694,0.10202021,0.01320517,0.00238752,0.05414859,0.00177786,0.06334066,0.00000000,0.04822520,0.00231402
-5.74787394,0.09969717,0.01324300,0.00216763,0.05249885,0.00184929,0.06179051,0.00000000,0.04546633,0.00230305
-5.74187094,0.09810097,0.01323396,0.00207431,0.05133957,0.00202772,0.06043233,0.00000000,0.04329508,0.00229029
-5.73586793,0.09724528,0.01318808,0.00210561,0.05066238,0.00232345,0.05925670,0.00000000,0.04165205,0.00227698
-5.72986493,0.09719432,0.01311864,0.00226330,0.05048686,0.00275053,0.05827823,0.00000000,0.04050392,0.00226514
-5.72386193,0.09806251,0.01304212,0.00255292,0.05086013,0.00332696,0.05753502,0.00000000,0.03984274,0.00225756
-5.71785893,0.10001323,0.01297798,0.00298375,0.05185585,0.00407480,0.05708763,0.00000000,0.03968472,0.00225775
-5.71185593,0.10325671,0.01294838,0.00356871,0.05357273,0.00502018,0.05701766,0.00000000,0.04006861,0.00226990
-5.70585293,0.10804694,0.01297785,0.00432423,0.05613247,0.00619327,0.05742596,0.00000000,0.04105377,0.00229885
-5.69984992,0.11467762,0.01309278,0.00526995,0.05967709,0.00762805,0.05843044,0.00000000,0.04271782,0.00234999
-5.69384692,0.12347698,0.01332096,0.00642844,0.06436576,0.00936197,0.06016354,0.00000000,0.04515401,0.00242919
-5.68784392,0.13480161,0.01369089,0.00782466,0.07037083,0.01143549,0.06276935,0.00000000,0.04846822,0.00254269
-5.68184092,0.14902889,0.01423115,0.00948543,0.07787338,0.01389132,0.06640034,0.00000000,0.05277561,0.00269704
-5.67583792,0.16654830,0.01496963,0.01143866,0.08705791,0.01677352,0.07121372,0.00000000,0.05819693,0.00289889
-5.66983492,0.18775139,0.01593270,0.01371255,0.09810651,0.02012641,0.07736746,0.00000000,0.06485448,0.00315493
-5.66383192,0.21302045,0.01714438,0.01633452,0.11119225,0.02399322,0.08501591,0.00000000,0.07286769,0.00347169
-5.65782891,0.24271612,0.01862543,0.01933017,0.12647214,0.02841454,0.09430510,0.00000000,0.08234847,0.00385537
-5.65182591,0.27716391,0.02039246,0.02272199,0.14407958,0.03342666,0.10536780,0.00000000,0.09339630,0.00431171
-5.64582291,0.31664010,0.02245702,0.02652811,0.16411656,0.03905975,0.11831830,0.00000000,0.10609316,0.00484575
-5.63981991,0.36135729,0.02482482,0.03076094,0.18664593,0.04533592,0.13324719,0.00000000,0.12049853,0.00546166
-5.63381691,0.41145005,0.02749488,0.03542582,0.21168387,0.05226737,0.15021622,0.00000000,0.13664449,0.00616259
-5.62781391,0.46696133,0.03045895,0.04051984,0.23919298,0.05985457,0.16925331,0.00000000,0.15453131,0.00695044
-5.62181091,0.52783007,0.03370100,0.04603064,0.26907635,0.06808458,0.19034813,0.00000000,0.17412349,0.00782572
-5.61580790,0.59388085,0.03719691,0.05193551,0.30117298,0.07692966,0.21344834,0.00000000,0.19534670,0.00878745
-5.60980490,0.66481612,0.04091438,0.05820072,0.33525490,0.08634625,0.23845668,0.00000000,0.21808581,0.00983299
-5.60380190,0.74021162,0.04481317,0.06478113,0.37102629,0.09627429,0.26522930,0.00000000,0.24218408,0.01095802
-5.59779890,0.81951565,0.04884549,0.07162025,0.40812498,0.10663716,0.29357540,0.00000000,0.26744390,0.01215650
-5.59179590,0.90205244,0.05295683,0.07865057,0.44612641,0.11734209,0.32325831,0.00000000,0.29362897,0.01342072
-5.58579290,0.98703001,0.05708694,0.08579448,0.48455018,0.12828119,0.35399832,0.00000000,0.32046824,0.01474134
-5.57978989,1.07355255,0.06117118,0.09296542,0.52286924,0.13933307,0.38547700,0.00000000,0.34766132,0.01610757
-5.57378689,1.16063706,0.06514206,0.10006964,0.56052136,0.15036508,0.41734326,0.00000000,0.37488547,0.01750731
-5.56778389,1.24723404,0.06893100,0.10700816,0.59692281,0.16123598,0.44922079,0.00000000,0.40180377,0.01892743
-5.56178089,1.33225141,0.07247023,0.11367912,0.63148362,0.17179917,0.48071678,0.00000000,0.42807439,0.02035402
-5.55577789,1.41458105,0.07569467,0.11998036,0.66362399,0.18190616,0.51143164,0.00000000,0.45336037,0.02177266
-5.54977489,1.49312680,0.07854395,0.12581208,0.69279116,0.19141032,0.54096922,0.00000000,0.47733968,0.02316881
-5.54377189,1.56683289,0.08096419,0.13107961,0.71847608,0.20017067,0.56894729,0.00000000,0.49971493,0.02452806
-5.53776888,1.63471163,0.08290967,0.13569600,0.74022903,0.20805561,0.59500766,0.00000000,0.52022232,0.02583648
-5.53176588,1.69586912,0.08434424,0.13958454,0.75767372,0.21494644,0.61882566,0.00000000,0.53863944,0.02708091
-5.52576288,1.74952801,0.08524243,0.14268091,0.77051894,0.22074046,0.64011835,0.00000000,0.55479126,0.02824923
-5.51975988,1.79504619,0.08559014,0.14493498,0.77856744,0.22535370,0.65865131,0.00000000,0.56855434,0.02933053
-5.51375688,1.83193075,0.08538497,0.14631215,0.78172149,0.22872290,0.67424351,0.00000000,0.57985865,0.03031530
-5.50775388,1.85984665,0.08463618,0.14679425,0.77998493,0.23080700,0.68677014,0.00000000,0.58868717,0.03119555
-5.50175088,1.87861988,0.08336412,0.14637979,0.77346163,0.23158782,0.69616339,0.00000000,0.59507313,0.03196480
-5.49574787,1.88823511,0.08159941,0.14508383,0.76235038,0.23107005,0.70241102,0.00000000,0.59909515,0.03261812
-5.48974487,1.88882811,0.07938173,0.14293723,0.74693664,0.22928060,0.70555300,0.00000000,0.60087052,0.03315205
-5.48374187,1.88067363,0.07675835,0.13998547,0.72758140,0.22626722,0.70567645,0.00000000,0.60054696,0.03356450
-5.47773887,1.86416941,0.07378244,0.13628707,0.70470786,0.22209668,0.70290913,0.00000000,0.59829358,0.03385461
-5.47173587,1.83981734,0.07051129,0.13191171,0.67878653,0.21685240,0.69741204,0.00000000,0.59429125,0.03402260
-5.46573287,1.80820279,0.06700447,0.12693802,0.65031947,0.21063176,0.68937135,0.00000000,0.58872327,0.03406963
-5.45972986,1.76997317,0.06332208,0.12145133,0.61982434,0.20354321,0.67899044,0.00000000,0.58176668,0.03399762
-5.45372686,1.72581683,0.05952301,0.11554127,0.58781908,0.19570323,0.66648211,0.00000000,0.57358480,0.03380915
-5.44772386,1.67644318,0.05566352,0.10929950,0.55480767,0.18723330,0.65206166,0.00000000,0.56432134,0.03350732
-5.44172086,1.62256486,0.05179587,0.10281745,0.52126772,0.17825704,0.63594104,0.00000000,0.55409655,0.03309569
-5.43571786,1.56488254,0.04796740,0.09618430,0.48764004,0.16889749,0.61832424,0.00000000,0.54300528,0.03257822
-5.42971486,1.50407285,0.04421970,0.08948519,0.45432068,0.15927467,0.59940416,0.00000000,0.53111731,0.03195929
-5.42371186,1.44077947,0.04058822,0.08279971,0.42165542,0.14950349,0.57936099,0.00000000,0.51847956,0.03124371
-5.41770885,1.37560753,0.03710202,0.07620065,0.38993682,0.13969204,0.55836188,0.00000000,0.50512022,0.03043674
-5.41170585,1.30912095,0.03378385,0.06975311,0.35940349,0.12994020,0.53656197,0.00000000,0.49105416,0.02954421
-5.40570285,1.24184248,0.03065042,0.06351389,0.33024168,0.12033870,0.51410639,0.00000000,0.47628954,0.02857252
-5.39969985,1.17425588,0.02771279,0.05753120,0.30258848,0.11096850,0.49113301,0.00000000,0.46083488,0.02752880
-5.39369685,1.10680978,0.02497702,0.05184462,0.27653661,0.10190052,0.46777564,0.00000000,0.44470630,0.02642086
-5.38769385,1.03992252,0.02244476,0.04648529,0.25214012,0.09319572,0.44416738,0.00000000,0.42793446,0.02525730
-5.38169085,0.97398755,0.02011401,0.04147636,0.22942082,0.08490535,0.42044387,0.00000000,0.41057070,0.02404750
-5.37568784,0.90937882,0.01797984,0.03683356,0.20837493,0.07707153,0.39674608,0.00000000,0.39269221,0.02280156
-5.36968484,0.84645572,0.01603507,0.03256591,0.18897964,0.06972791,0.37322262,0.00000000,0.37440585,0.02153027
-5.36368184,0.78556733,0.01427094,0.02867654,0.17119936,0.06290052,0.35003122,0.00000000,0.35585058,0.02024498
-5.35767884,0.72705557,0.01267774,0.02516354,0.15499135,0.05660868,0.32733952,0.00000000,0.33719839,0.01895747
-5.35167584,0.67125743,0.01124530,0.02202083,0.14031062,0.05086590,0.30532501,0.00000000,0.31865380,0.01767980
-5.34567284,0.61850588,0.00996343,0.01923906,0.12711401,0.04568090,0.28417416,0.00000000,0.30045200,0.01642409
-5.33966983,0.56912983,0.00882227,0.01680642,0.11536333,0.04105845,0.26408091,0.00000000,0.28285589,0.01520234
-5.33366683,0.52345296,0.00781261,0.01470940,0.10502765,0.03700025,0.24524452,0.00000000,0.26615204,0.01402623
-5.32766383,0.48179176,0.00692604,0.01293351,0.09608476,0.03350565,0.22786695,0.00000000,0.25064594,0.01290687
-5.32166083,0.44445276,0.00615512,0.01146385,0.08852176,0.03057229,0.21214987,0.00000000,0.23665666,0.01185464
-5.31565783,0.41172912,0.00549347,0.01028557,0.08233501,0.02819656,0.19829144,0.00000000,0.22451106,0.01087901
-5.30965483,0.38389674,0.00493581,0.00938432,0.07752941,0.02637398,0.18648292,0.00000000,0.21453775,0.00998835
-5.30365183,0.36120988,0.00447796,0.00874643,0.07411716,0.02509935,0.17690522,0.00000000,0.20706075,0.00918982
-5.29764882,0.34389647,0.00411689,0.00835907,0.07211605,0.02436674,0.16972535,0.00000000,0.20239310,0.00848928
-5.29164582,0.33215306,0.00385062,0.00821030,0.07154740,0.02416940,0.16509299,0.00000000,0.20083023,0.00789118
-5.28564282,0.32613946,0.00367827,0.00828897,0.07243365,0.02449941,0.16313700,0.00000000,0.20264319,0.00739855
-5.27963982,0.32597323,0.00360001,0.00858456,0.07479579,0.02534734,0.16396203,0.00000000,0.20807175,0.00701295
-5.27363682,0.33172397,0.00361702,0.00908695,0.07865063,0.02670164,0.16764522,0.00000000,0.21731726,0.00673450
-5.26763382,0.34340761,0.00373150,0.00978608,0.08400797,0.02854812,0.17423296,0.00000000,0.23053552,0.00656189
-5.26163082,0.36098090,0.00394666,0.01067162,0.09086787,0.03086930,0.18373794,0.00000000,0.24782952,0.00649247
-5.25562781,0.38433621,0.00426671,0.01173263,0.09921801,0.03364378,0.19613644,0.00000000,0.26924243,0.00652226
-5.24962481,0.41329707,0.00469689,0.01295720,0.10903122,0.03684570,0.21136602,0.00000000,0.29475092,0.00664608
-5.24362181,0.44761473,0.00524347,0.01433208,0.12026352,0.04044430,0.22932378,0.00000000,0.32425920,0.00685763
-5.23761881,0.48696607,0.00591374,0.01584250,0.13285241,0.04440357,0.24986538,0.00000000,0.35759412,0.00714964
-5.23161581,0.53095326,0.00671603,0.01747190,0.14671592,0.04868219,0.27280493,0.00000000,0.39450167,0.00751397
-5.22561281,0.57910558,0.00765971,0.01920187,0.16175218,0.05323361,0.29791591,0.00000000,0.43464542,0.00794177
-5.21960980,0.63088356,0.00875511,0.02101217,0.17783982,0.05800645,0.32493343,0.00000000,0.47760706,0.00842366
-5.21360680,0.68568573,0.01001347,0.02288088,0.19483917,0.06294510,0.35355759,0.00000000,0.52288967,0.00894992
-5.20760380,0.74285803,0.01144681,0.02478462,0.21259419,0.06799065,0.38345838,0.00000000,0.56992367,0.00951063
-5.20160080,0.80170583,0.01306775,0.02669896,0.23093527,0.07308202,0.41428176,0.00000000,0.61807579,0.01009594
-5.19559780,0.86150818,0.01488922,0.02859895,0.24968270,0.07815729,0.44565701,0.00000000,0.66666086,0.01069624
-5.18959480,0.92153412,0.01692418,0.03045965,0.26865071,0.08315526,0.47720497,0.00000000,0.71495642,0.01130235
-5.18359180,0.98106015,0.01918512,0.03225684,0.28765193,0.08801702,0.50854710,0.00000000,0.76221955,0.01190576
-5.17758879,1.03938846,0.02168356,0.03396770,0.30650205,0.09268756,0.53931482,0.00000000,0.80770554,0.01249875
-5.17158579,1.09586480,0.02442944,0.03557151,0.32502448,0.09711737,0.56915878,0.00000000,0.85068776,0.01307461
-5.16558279,1.14989525,0.02743037,0.03705036,0.34305468,0.10126383,0.59775760,0.00000000,0.89047768,0.01362771
-5.15957979,1.20096099,0.03069088,0.03838969,0.36044400,0.10509234,0.62482575,0.00000000,0.92644450,0.01415360
-5.15357679,1.24863008,0.03421156,0.03957887,0.37706279,0.10857722,0.65011989,0.00000000,0.95803321,0.01464905
-5.14757379,1.29256573,0.03798820,0.04061148,0.39280250,0.11170218,0.67344357,0.00000000,0.98478039,0.01511203
-5.14157079,1.33253032,0.04201096,0.04148554,0.40757678,0.11446038,0.69464985,0.00000000,1.00632687,0.01554164
-5.13556778,1.36838495,0.04626362,0.04220347,0.42132137,0.11685407,0.71364171,0.00000000,1.02242674,0.01593800
-5.12956478,1.40008442,0.05072290,0.04277197,0.43399289,0.11889379,0.73037025,0.00000000,1.03295211,0.01630208
-5.12356178,1.42766789,0.05535797,0.04320154,0.44556650,0.12059719,0.74483069,0.00000000,1.03789345,0.01663549
-5.11755878,1.45124559,0.06013021,0.04350595,0.45603265,0.12198747,0.75705646,0.00000000,1.03735566,0.01694027
-5.11155578,1.47098253,0.06499321,0.04370151,0.46539316,0.12309164,0.76711174,0.00000000,1.03154982,0.01721863
-5.10555278,1.48707997,0.06989306,0.04380620,0.47365682,0.12393849,0.77508289,0.00000000,1.02078135,0.01747269
-5.09954977,1.49975584,0.07476898,0.04383874,0.48083486,0.12455666,0.78106920,0.00000000,1.00543516,0.01770423
-5.09354677,1.50922538,0.07955436,0.04381757,0.48693661,0.12497262,0.78517378,0.00000000,0.98595845,0.01791449
-5.08754377,1.51568300,0.08417801,0.04375993,0.49196564,0.12520899,0.78749490,0.00000000,0.96284239,0.01810398
-5.08154077,1.51928671,0.08856583,0.04368093,0.49591668,0.12528299,0.78811843,0.00000000,0.93660323,0.01827232
-5.07553777,1.52014595,0.09264270,0.04359275,0.49877355,0.12520537,0.78711191,0.00000000,0.90776416,0.01841822
-5.06953477,1.51831354,0.09633453,0.04350406,0.50050820,0.12497973,0.78452039,0.00000000,0.87683836,0.01853942
-5.06353177,1.51378236,0.09957056,0.04341950,0.50108108,0.12460235,0.78036458,0.00000000,0.84431436,0.01863277
-5.05752876,1.50648685,0.10228551,0.04333951,0.50044260,0.12406248,0.77464107,0.00000000,0.81064392,0.01869430
-5.05152576,1.49630912,0.10442184,0.04326033,0.49853592,0.12334311,0.76732473,0.00000000,0.77623302,0.01871947
-5.04552276,1.48308939,0.10593170,0.04317421,0.49530056,0.12242218,0.75837315,0.00000000,0.74143600,0.01870330
-5.03951976,1.46663997,0.10677867,0.04306984,0.49067683,0.12127415,0.74773253,0.00000000,0.70655284,0.01864069
-5.03351676,1.44676174,0.10693920,0.04293304,0.48461069,0.11987172,0.73534494,0.00000000,0.67182941,0.01852668
-5.02751376,1.42326232,0.10640347,0.04274750,0.47705881,0.11818784,0.72115607,0.00000000,0.63746028,0.01835671
-5.02151076,1.39597450,0.10517600,0.04249569,0.46799334,0.11619764,0.70512330,0.00000000,0.60359354,0.01812690
-5.01550775,1.36477389,0.10327551,0.04215985,0.45740630,0.11388034,0.68722335,0.00000000,0.57033729,0.01783432
-5.00950475,1.32959481,0.10073448,0.04172292,0.44531319,0.11122087,0.66745900,0.00000000,0.53776694,0.01747719
-5.00350175,1.29044319,0.09759808,0.04116952,0.43175553,0.10821132,0.64586464,0.00000000,0.50593296,0.01705500
-4.99749875,1.24740613,0.09392280,0.04048673,0.41680235,0.10485193,0.62251014,0.00000000,0.47486844,0.01656867
-4.99149575,1.20065717,0.08977455,0.03966487,0.40055040,0.10115168,0.59750292,0.00000000,0.44459605,0.01602058
-4.98549275,1.15045745,0.08522666,0.03869801,0.38312311,0.09712853,0.57098812,0.00000000,0.41513402,0.01541450
-4.97948974,1.09715244,0.08035752,0.03758431,0.36466832,0.09280909,0.54314679,0.00000000,0.38650092,0.01475558
-4.97348674,1.04116470,0.07524828,0.03632625,0.34535503,0.08822797,0.51419237,0.00000000,0.35871909,0.01405015
-4.96748374,0.98298303,0.06998048,0.03493051,0.32536917,0.08342676,0.48436560,0.00000000,0.33181673,0.01330557
-4.96148074,0.92314881,0.06463382,0.03340779,0.30490871,0.07845269,0.45392823,0.00000000,0.30582860,0.01252999
-4.95547774,0.86224018,0.05928413,0.03177239,0.28417843,0.07335708,0.42315573,0.00000000,0.28079568,0.01173213
-4.94947474,0.80085498,0.05400162,0.03004167,0.26338439,0.06819371,0.39232967,0.00000000,0.25676381,0.01092096
-4.94347174,0.73959336,0.04884944,0.02823540,0.24272861,0.06301709,0.36172986,0.00000000,0.23378163,0.01010551
-4.93746873,0.67904085,0.04388258,0.02637501,0.22240401,0.05788079,0.33162687,0.00000000,0.21189811,0.00929458
-4.93146573,0.61975269,0.03914718,0.02448286,0.20258986,0.05283590,0.30227508,0.00000000,0.19115989,0.00849651
-4.92546273,0.56224001,0.03468013,0.02258147,0.18344798,0.04792971,0.27390671,0.00000000,0.17160860,0.00771897
-4.91945973,0.50695848,0.03050915,0.02069279,0.16511969,0.04320452,0.24672687,0.00000000,0.15327850,0.00696885
-4.91345673,0.45429959,0.02665297,0.01883758,0.14772366,0.03869684,0.22090994,0.00000000,0.13619449,0.00625206
-4.90745373,0.40458491,0.02312197,0.01703483,0.13135469,0.03443676,0.19659722,0.00000000,0.12037068,0.00557351
-4.90145073,0.35806321,0.01991893,0.01530132,0.11608327,0.03044769,0.17389596,0.00000000,0.10580945,0.00493704
-4.89544772,0.31491042,0.01703990,0.01365132,0.10195614,0.02674628,0.15287961,0.00000000,0.09250124,0.00434542
-4.88944472,0.27523213,0.01447526,0.01209635,0.08899736,0.02334270,0.13358922,0.00000000,0.08042481,0.00380042
-4.88344172,0.23906829,0.01221076,0.01064511,0.07721022,0.02024101,0.11603589,0.00000000,0.06954815,0.00330282
-4.87743872,0.20639977,0.01022858,0.00930353,0.06657946,0.01743976,0.10020393,0.00000000,0.05982975,0.00285255
-4.87143572,0.17715621,0.00850831,0.00807486,0.05707398,0.01493273,0.08605479,0.00000000,0.05122032,0.00244880
-4.86543272,0.15122491,0.00702791,0.00695990,0.04864965,0.01270971,0.07353122,0.00000000,0.04366471,0.00209011
-4.85942971,0.12846011,0.00576454,0.00595725,0.04125232,0.01075736,0.06256178,0.00000000,0.03710406,0.00177453
-4.85342671,0.10869241,0.00469525,0.00506362,0.03482077,0.00906002,0.05306533,0.00000000,0.03147795,0.00149974
-4.84742371,0.09173792,0.00379762,0.00427418,0.02928945,0.00760059,0.04495539,0.00000000,0.02672656,0.00126319
-4.84142071,0.07740684,0.00305019,0.00358287,0.02459116,0.00636121,0.03814423,0.00000000,0.02279274,0.00106222
-4.83541771,0.06551121,0.00243284,0.00298274,0.02065936,0.00532402,0.03254656,0.00000000,0.01962381,0.00089413
-4.82941471,0.05587169,0.00192700,0.00246629,0.01743019,0.00447169,0.02808279,0.00000000,0.01717325,0.00075633
-4.82341171,0.04832323,0.00151586,0.00202572,0.01484411,0.00378793,0.02468173,0.00000000,0.01540195,0.00064640
-4.81740870,0.04271951,0.00118436,0.00165318,0.01284723,0.00325789,0.02228263,0.00000000,0.01427930,0.00056211
-4.81140570,0.03893611,0.00091923,0.00134101,0.01139224,0.00286843,0.02083673,0.00000000,0.01378379,0.00050154
-4.80540270,0.03687254,0.00070894,0.00108184,0.01043900,0.00260825,0.02030809,0.00000000,0.01390329,0.00046305
-4.79939970,0.03645296,0.00054358,0.00086880,0.00995471,0.00246806,0.02067380,0.00000000,0.01463499,0.00044531
-4.79339670,0.03762573,0.00041474,0.00069555,0.00991389,0.00244046,0.02192361,0.00000000,0.01598488,0.00044731
-4.78739370,0.04036186,0.00031539,0.00055636,0.01029792,0.00251995,0.02405888,0.00000000,0.01796686,0.00046833
-4.78139070,0.04465247,0.00023972,0.00044615,0.01109438,0.00270269,0.02709101,0.00000000,0.02060146,0.00050791
-4.77538769,0.05050523,0.00018303,0.00036048,0.01229617,0.00298632,0.03103928,0.00000000,0.02391425,0.00056583
-4.76938469,0.05793998,0.00014155,0.00029553,0.01390032,0.00336966,0.03592826,0.00000000,0.02793381,0.00064202
-4.76338169,0.06698374,0.00011237,0.00024813,0.01590674,0.00385242,0.04178468,0.00000000,0.03268945,0.00073655
-4.75737869,0.07766509,0.00009333,0.00021568,0.01831680,0.00443484,0.04863409,0.00000000,0.03820877,0.00084950
-4.75137569,0.09000824,0.00008290,0.00019614,0.02113182,0.00511731,0.05649720,0.00000000,0.04451492,0.00098095
-4.74537269,0.10402698,0.00008016,0.00018801,0.02435153,0.00590010,0.06538608,0.00000000,0.05162388,0.00113088
-4.73936968,0.11971873,0.00008475,0.00019030,0.02797262,0.00678292,0.07530047,0.00000000,0.05954178,0.00129910
-4.73336668,0.13705897,0.00009684,0.00020253,0.03198734,0.00776470,0.08622422,0.00000000,0.06826236,0.00148519
-4.72736368,0.15599632,0.00011713,0.00022470,0.03638228,0.00884329,0.09812207,0.00000000,0.07776478,0.00168843
-4.72136068,0.17644863,0.00014689,0.00025735,0.04113741,0.01001529,0.11093706,0.00000000,0.08801183,0.00190774
-4.71535768,0.19830025,0.00018799,0.00030155,0.04622539,0.01127595,0.12458858,0.00000000,0.09894882,0.00214168
-4.70935468,0.22140087,0.00024296,0.00035894,0.05161127,0.01261917,0.13897135,0.00000000,0.11050307,0.00238840
-4.70335168,0.24556605,0.00031508,0.00043181,0.05725259,0.01403759,0.15395542,0.00000000,0.12258439,0.00264562
-4.69734867,0.27057961,0.00040845,0.00052315,0.06309997,0.01552284,0.16938734,0.00000000,0.13508635,0.00291070
-4.69134567,0.29619801,0.00052810,0.00063672,0.06909806,0.01706583,0.18509248,0.00000000,0.14788859,0.00318063
-4.68534267,0.32215671,0.00068012,0.00077716,0.07518709,0.01865727,0.20087859,0.00000000,0.16086000,0.00345210
-4.67933967,0.34817817,0.00087169,0.00095004,0.08130474,0.02028813,0.21654053,0.00000000,0.17386290,0.00372161
-4.67333667,0.37398164,0.00111127,0.00116194,0.08738838,0.02195035,0.23186598,0.00000000,0.18675785,0.00398553
-4.66733367,0.39929390,0.00140859,0.00142054,0.09337768,0.02363745,0.24664201,0.00000000,0.19940916,0.00424022
-4.66133067,0.42386089,0.00177475,0.00173464,0.09921721,0.02534528,0.26066217,0.00000000,0.21169065,0.00448218
-4.65532766,0.44745942,0.00222218,0.00211419,0.10485927,0.02707262,0.27373393,0.00000000,0.22349159,0.00470813
-4.64932466,0.46990841,0.00276466,0.00257023,0.11026640,0.02882181,0.28568594,0.00000000,0.23472224,0.00491517
-4.64332166,0.49107897,0.00341714,0.00311485,0.11541378,0.03059919,0.29637489,0.00000000,0.24531901,0.00510089
