energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-6.00000000,6.63963620,1.63091585,5.02934282,0.01772453,0.51127447,0.01559008,0.68555863
-5.99399700,6.66284975,1.59425192,5.06665427,0.01789042,0.50869354,0.01552731,0.68555963
-5.98799400,6.67396047,1.55537851,5.09468569,0.01804813,0.50522103,0.01543227,0.68408577
-5.98199100,6.67407420,1.51506761,5.11407158,0.01820625,0.50096192,0.01530898,0.68126410
-5.97598799,6.66449868,1.47414442,5.12559862,0.01837414,0.49603495,0.01516137,0.67724740
-5.96998499,6.64671284,1.43347035,5.13018578,0.01856161,0.49056971,0.01499322,0.67221187
-5.96398199,6.62233612,1.39392598,5.12886456,0.01877869,0.48470376,0.01480802,0.66635466
-5.95797899,6.59309837,1.35639466,5.12275965,0.01903534,0.47857976,0.01460895,0.65989112
-5.95197599,6.56081087,1.32174676,5.11307032,0.01934119,0.47234275,0.01439880,0.65305199
-5.94597299,6.52733823,1.29082492,5.10105239,0.01970526,0.46613752,0.01418000,0.64608027
-5.93996998,6.49457126,1.26443040,5.08800057,0.02013574,0.46010619,0.01395459,0.63922792
-5.93396698,6.46440007,1.24331027,5.07523091,0.02063973,0.45438584,0.01372432,0.63275226
-5.92796398,6.43868716,1.22814558,5.06406276,0.02122305,0.44910628,0.01349065,0.62691198
-5.92196098,6.41923967,1.21954019,5.05579992,0.02189002,0.44438792,0.01325488,0.62196283
-5.91595798,6.40778045,1.21801014,5.05171048,0.02264329,0.44033965,0.01301816,0.61815285
-5.90995498,6.40591748,1.22397351,5.05300508,0.02348371,0.43705676,0.01278163,0.61571728
-5.90395198,6.41511165,1.23774049,5.06081358,0.02441013,0.43461885,0.01254646,0.61487311
-5.89794897,6.43664301,1.25950397,5.07616012,0.02541936,0.43308784,0.01231388,0.61581336
-5.89194597,6.47157604,1.28933056,5.09993712,0.02650605,0.43250596,0.01208527,0.61870129
-5.88594297,6.52072502,1.32715233,5.13287871,0.02766266,0.43289396,0.01186211,0.62366466
-5.87993997,6.58462050,1.37275982,5.17553476,0.02887946,0.43424945,0.01164602,0.63079026
-5.87393697,6.66347873,1.42579659,5.22824634,0.03014454,0.43654558,0.01143869,0.64011896
-5.86793397,6.75717550,1.48575591,5.29112423,0.03144399,0.43973015,0.01124184,0.65164157
-5.86193097,6.86522661,1.55198037,5.36403164,0.03276196,0.44372517,0.01105713,0.66529564
-5.85592796,6.98677644,1.62366466,5.44657260,0.03408096,0.44842715,0.01088606,0.68096372
-5.84992496,7.12059669,1.69986241,5.53808739,0.03538212,0.45370802,0.01072989,0.69847290
-5.84392196,7.26509637,1.77949724,5.63765593,0.03664557,0.45941688,0.01058955,0.71759624
-5.83791896,7.41834417,1.86137837,5.74410999,0.03785082,0.46538254,0.01046550,0.73805583
-5.83191596,7.57810358,1.94422092,5.85605467,0.03897730,0.47141690,0.01035771,0.75952775
-5.82591296,7.74188063,2.02667059,5.97189893,0.04000482,0.47731913,0.01026554,0.78164879
-5.81990995,7.90698329,2.10733240,6.08989483,0.04091415,0.48288041,0.01018777,0.80402484
-5.81390695,8.07059098,2.18480274,6.20818431,0.04168757,0.48788942,0.01012255,0.82624064
-5.80790395,8.22983224,2.25770385,6.32485208,0.04230943,0.49213806,0.01006746,0.84787066
-5.80190095,8.38186743,2.32471954,6.43798278,0.04276664,0.49542743,0.01001953,0.86849077
-5.79589795,8.52397370,2.38463097,6.54571998,0.04304917,0.49757377,0.00997539,0.88769016
-5.78989495,8.65362843,2.43635089,6.64632488,0.04315039,0.49841416,0.00993132,0.90508308
-5.78389195,8.76858792,2.47895517,6.73823189,0.04306739,0.49781170,0.00988344,0.92031998
-5.77788894,8.86695753,2.51171006,6.82009879,0.04280111,0.49565999,0.00982782,0.93309756
-5.77188594,8.94725043,2.53409398,6.89084918,0.04235646,0.49188667,0.00976067,0.94316724
-5.76588294,9.00843204,2.54581287,6.94970511,0.04174215,0.48645597,0.00967845,0.95034178
-5.75987994,9.04994827,2.54680827,6.99620860,0.04097056,0.47936999,0.00957808,0.95449981
-5.75387694,9.07173615,2.53725768,7.03023089,0.04005732,0.47066878,0.00945700,0.95558798
-5.74787394,9.07421649,2.51756711,7.05196905,0.03902092,0.46042918,0.00931332,0.95362076
-5.74187094,9.05826893,2.48835620,7.06193029,0.03788211,0.44876237,0.00914588,0.94867798
-5.73586793,9.02519058,2.45043627,7.06090456,0.03666326,0.43581044,0.00895432,0.94090016
-5.72986493,8.97664043,2.40478259,7.04992703,0.03538774,0.42174191,0.00873906,0.93048205
-5.72386193,8.91457194,2.35250173,7.03023215,0.03407910,0.40674652,0.00850134,0.91766457
-5.71785893,8.84115722,2.29479569,7.00320148,0.03276047,0.39102953,0.00824310,0.90272567
-5.71185593,8.75870599,2.23292419,6.97030774,0.03145381,0.37480560,0.00796701,0.88597049
