energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-3.17858929,5.39373914,0.01180968,1.30930436,0.38093346,0.78848331,0.06561966,1.92686514,1.16674568,1.49784966
-3.17258629,5.41691761,0.01228657,1.33718667,0.39849423,0.74942424,0.06328767,1.92004546,1.19337472,1.52591458
-3.16658329,5.45437000,0.01275352,1.37145960,0.41625452,0.71266951,0.06078227,1.91419105,1.22812925,1.55874925
-3.16058029,5.50672863,0.01320466,1.41253463,0.43400142,0.67850452,0.05814382,1.90909529,1.27149014,1.59643286
-3.15457729,5.57445820,0.01363336,1.46077724,0.45151935,0.64716223,0.05541337,1.90451005,1.32388624,1.63900596
-3.14857429,5.65784443,0.01403237,1.51649652,0.46859596,0.61882027,0.05263124,1.90015329,1.38567913,1.68646950
-3.14257129,5.75698672,0.01439403,1.57993361,0.48502843,0.59359991,0.04983573,1.89572054,1.45714654,1.73878366
-3.13656828,5.87179360,0.01471044,1.65124905,0.50062987,0.57156691,0.04706208,1.89089969,1.53846483,1.79586586
-3.13056528,6.00197958,0.01497379,1.73050911,0.51523554,0.55273381,0.04434166,1.88538781,1.62969071,1.85758776
-3.12456228,6.14706221,0.01517659,1.81767128,0.52870850,0.53706328,0.04170139,1.87890904,1.73074296,1.92377089
-3.11855928,6.30635837,0.01531201,1.91256936,0.54094451,0.52447231,0.03916336,1.87123197,1.84138460,1.99418098
-3.11255628,6.47897909,0.01537415,2.01489874,0.55187592,0.51483686,0.03674475,1.86218571,1.96120642,2.06852096
-3.10655328,6.66382290,0.01535832,2.12420267,0.56147415,0.50799653,0.03445791,1.85167317,2.08961286,2.14642307
-3.10055028,6.85956816,0.01526128,2.23986024,0.56975096,0.50375928,0.03231059,1.83968093,2.22581110,2.22744042
-3.09454727,7.06466524,0.01508140,2.36107722,0.57675815,0.50190585,0.03030633,1.82628506,2.36880453,2.31103889
-3.08854427,7.27733027,0.01481879,2.48688075,0.58258583,0.50219380,0.02844497,1.81165228,2.51739136,2.39659001
-3.08254127,7.49554201,0.01447535,2.61611874,0.58735942,0.50436131,0.02672318,1.79603683,2.67016952,2.48336586
-3.07653827,7.71704409,0.01405475,2.74746505,0.59123530,0.50813072,0.02513503,1.77977283,2.82554816,2.57053692
-3.07053527,7.93935432,0.01356234,2.87943097,0.59439553,0.51321182,0.02367257,1.76326286,2.98176636,2.65717357
-3.06453227,8.15978300,0.01300497,3.01038350,0.59704162,0.51930520,0.02232638,1.74696325,3.13691911,2.74225217
-3.05852926,8.37546123,0.01239083,3.13857050,0.59938784,0.52610567,0.02108612,1.73136691,3.28899007,2.82466606
-3.05252626,8.58338001,0.01172913,3.26215244,0.60165403,0.53330594,0.01994092,1.71698445,3.43589066,2.90324166
-3.04652326,8.78043979,0.01102981,3.37924005,0.60405832,0.54060050,0.01887984,1.70432439,3.57550425,2.97675970
-3.04052026,8.96350961,0.01030328,3.48793685,0.60680985,0.54768999,0.01789218,1.69387335,3.70573424,3.04398091
-3.03451726,9.12949392,0.00956005,3.58638519,0.61010173,0.55428570,0.01696775,1.68607679,3.82455411,3.10367557
-3.02851426,9.27540472,0.00881044,3.67281404,0.61410436,0.56011443,0.01609707,1.68132098,3.93005783,3.15465560
-3.02251126,9.39843584,0.00806430,3.74558680,0.61895926,0.56492331,0.01527156,1.67991663,4.02050854,3.19580810
-3.01650825,9.49603614,0.00733077,3.80324709,0.62477353,0.56848460,0.01448363,1.68208466,4.09438350,3.22612866
-3.01050525,9.56597789,0.00661807,3.84456050,0.63161511,0.57060006,0.01372672,1.68794437,4.15041367,3.24475292
-3.00450225,9.60641737,0.00593333,3.86855077,0.63950885,0.57110489,0.01299538,1.69750432,4.18761612,3.25098497
-2.99849925,9.61594439,0.00528253,3.87452855,0.64843369,0.56987081,0.01228519,1.71065610,4.20531820,3.24432106
-2.99249625,9.59361879,0.00467039,3.86211163,0.65832099,0.56680829,0.01159281,1.72717128,4.20317239,3.22446762
-2.98649325,9.53899212,0.00410040,3.83123596,0.66905414,0.56186763,0.01091585,1.74670173,4.18116160,3.19135257
-2.98049025,9.45211409,0.00357485,3.78215675,0.68046968,0.55503897,0.01025283,1.76878348,4.13959480,3.14512956
-2.97448724,9.33352390,0.00309491,3.71544008,0.69235999,0.54635109,0.00960309,1.79284436,4.07909355,3.08617495
-2.96848424,9.18422766,0.00266073,3.63194531,0.70447765,0.53586916,0.00896669,1.81821551,4.00057013,3.01507772
-2.96248124,9.00566370,0.00227158,3.53279925,0.71654160,0.52369145,0.00834427,1.84414688,3.90519867,2.93262298
-2.95647824,8.79965814,0.00192595,3.41936345,0.72824492,0.50994527,0.00773695,1.86982661,3.79438052,2.83976986
-2.95047524,8.56837363,0.00162176,3.29319590,0.73926426,0.49478232,0.00714622,1.89440403,3.66970568,2.73762503
-2.94447224,8.31425395,0.00135646,3.15600907,0.74927072,0.47837367,0.00657381,1.91701601,3.53291165,2.62741291
-2.93846923,8.03996742,0.00112721,3.00962574,0.75794179,0.46090456,0.00602158,1.93681587,3.38584162,2.51044414
-2.93246623,7.74835164,0.00093096,2.85593450,0.76497402,0.44256940,0.00549140,1.95300417,3.23040334,2.38808338
-2.92646323,7.44236154,0.00076461,2.69684636,0.77009605,0.42356703,0.00498508,1.96486025,3.06852987,2.26171792
-2.92046023,7.12502228,0.00062514,2.53425398,0.77308127,0.40409642,0.00450427,1.97177331,2.90214361,2.13272797
-2.91445723,6.79938806,0.00050960,2.36999456,0.77375967,0.38435302,0.00405040,1.97327182,2.73312400,2.00245971
-2.90845423,6.46850682,0.00041530,2.20581733,0.77202833,0.36452577,0.00362463,1.96904977,2.56327972,1.87220169
-2.90245123,6.13539095,0.00033977,2.04335624,0.76785987,0.34479469,0.00322782,1.95898841,2.39432551,1.74316504
-2.89644822,5.80299296,0.00028088,1.88410813,0.76130850,0.32532921,0.00286051,1.94317236,2.22786366,1.61646770
-2.89044522,5.47418536,0.00023678,1.72941658,0.75251312,0.30628702,0.00252290,1.92189892,2.06536990,1.49312280
-2.88444222,5.15174326,0.00020603,1.58046106,0.74169738,0.28781341,0.00221490,1.89567984,1.90818355,1.37403082
-2.87843922,4.83832865,0.00018752,1.43825127,0.72916638,0.27004092,0.00193612,1.86523507,1.75750119,1.25997549
-2.87243622,4.53647509,0.00018050,1.30362605,0.71530007,0.25308929,0.00168591,1.83147842,1.61437353,1.15162274
-2.86643322,4.24857180,0.00018460,1.17725621,0.70054363,0.23706546,0.00146342,1.79549533,1.47970493,1.04952248
-2.86043022,3.97684669,0.00019979,1.05965087,0.68539490,0.22206364,0.00126763,1.75851349,1.35425487,0.95411255
-2.85442721,3.72334768,0.00022640,0.95116636,0.67038958,0.20816529,0.00109737,1.72186724,1.23864104,0.86572437
-2.84842421,3.48992266,0.00026507,0.85201719,0.65608457,0.19543898,0.00095142,1.68695704,1.13334357,0.78458986
-2.84242121,3.27819822,0.00031674,0.76228839,0.64304013,0.18394017,0.00082853,1.65520549,1.03870991,0.71084920
-2.83641821,3.08955778,0.00038262,0.68194872,0.63180156,0.17371079,0.00072744,1.62801172,0.95496030,0.64455892
-2.83041521,2.92512012,0.00046417,0.61086413,0.62288114,0.16477877,0.00064692,1.60670555,0.88219331,0.58570019
-2.82441221,2.78571902,0.00056302,0.54881112,0.61674085,0.15715754,0.00058583,1.59250351,0.82039154,0.53418698
-2.81840920,2.67188529,0.00068096,0.49548967,0.61377670,0.15084547,0.00054309,1.58646789,0.76942719,0.48987380
-2.81240620,2.58383200,0.00081984,0.45053533,0.61430504,0.14582552,0.00051772,1.58947063,0.72906765,0.45256298
-2.80640320,2.52144388,0.00098154,0.41353043,0.61855144,0.14206487,0.00050883,1.60216297,0.69898086,0.42201143
-2.80040020,2.48427161,0.00116783,0.38401419,0.62664234,0.13951495,0.00051560,1.62495185,0.67874073,0.39793661
-2.79439720,2.47153174,0.00138035,0.36149168,0.63859982,0.13811166,0.00053729,1.65798381,0.66783250,0.38002196
-2.78839420,2.48211235,0.00162046,0.34544167,0.65433951,0.13777583,0.00057322,1.70113664,0.66565831,0.36792160
-2.78239120,2.51458490,0.00188916,0.33532338,0.67367164,0.13841418,0.00062271,1.75401884,0.67154295,0.36126446
-2.77638819,2.56722222,0.00218699,0.33058230,0.69630520,0.13992047,0.00068510,1.81597681,0.68474010,0.35965776
-2.77038519,2.63802234,0.00251393,0.33065514,0.72185486,0.14217706,0.00075967,1.88610933,0.70443903,0.36269014
-2.76438219,2.72473799,0.00286928,0.33497409,0.74985056,0.14505678,0.00084567,1.96328863,0.72977219,0.36993440
-2.75837919,2.82491132,0.00325164,0.34297066,0.77974923,0.14842501,0.00094222,2.04618748,0.75982353,0.38094992
-2.75237619,2.93591318,0.00365877,0.35407917,0.81094847,0.15214207,0.00104835,2.13331130,0.79363795,0.39528512
-2.74637319,3.05498638,0.00408762,0.36774008,0.84280158,0.15606571,0.00116294,2.22303432,0.83023180,0.41247982
-2.74037019,3.17929210,0.00453426,0.38340335,0.87463367,0.16005369,0.00128473,2.31363890,0.86860459,0.43206781
-2.73436718,3.30595869,0.00499393,0.40053198,0.90575826,0.16396648,0.00141230,2.40335670,0.90775180,0.45357968
-2.72836418,3.43213184,0.00546108,0.41860566,0.93549410,0.16766988,0.00154409,2.49041096,0.94667871,0.47654596
-2.72236118,3.55502506,0.00592945,0.43712474,0.96318154,0.17103750,0.00167839,2.57305837,0.98441518,0.50050060
-2.71635818,3.67196949,0.00639222,0.45561440,0.98819827,0.17395320,0.00181338,2.64962985,1.02003093,0.52498494
-2.71035518,3.78046172,0.00684212,0.47362891,1.00997386,0.17631323,0.00194717,2.71856888,1.05265113,0.54955195
-2.70435218,3.87820846,0.00727162,0.49075606,1.02800275,0.17802809,0.00207778,2.77846655,1.08147181,0.57377070
-2.69834917,3.96316685,0.00767317,0.50662133,1.04185542,0.17902411,0.00220328,2.82809233,1.10577457,0.59723109
-2.69234617,4.03357920,0.00803938,0.52089191,1.05118743,0.17924465,0.00232172,2.86641970,1.12494016,0.61954848
-2.68634317,4.08800109,0.00836324,0.53328016,1.05574596,0.17865088,0.00243128,2.89264603,1.13846036,0.64036814
-2.68034017,4.12532184,0.00863838,0.54354644,1.05537389,0.17722214,0.00253025,2.90620601,1.14594766,0.65936941
-2.67433717,4.14477679,0.00885926,0.55150112,1.05001124,0.17495586,0.00261711,2.90677854,1.14714218,0.67626922
-2.66833417,4.14595067,0.00902134,0.55700564,1.03969385,0.17186706,0.00269056,2.89428664,1.14191569,0.69082496
-2.66233117,4.12877228,0.00912125,0.55997240,1.02454962,0.16798736,0.00274954,2.86889076,1.13027222,0.70283653
-2.65632816,4.09350037,0.00915692,0.56036369,1.00479220,0.16336366,0.00279329,2.83097575,1.11234524,0.71214746
-2.65032516,4.04070154,0.00912762,0.55818939,0.98071261,0.15805644,0.00282131,2.78113200,1.08839138,0.71864513
-2.64432216,3.97122097,0.00903401,0.55350372,0.95266902,0.15213778,0.00283344,2.72013176,1.05878090,0.72226003
-2.63831916,3.88614719,0.00887813,0.54640101,0.92107511,0.14568908,0.00282981,2.64890151,1.02398514,0.72296427
-2.63231616,3.78677245,0.00866328,0.53701075,0.88638742,0.13879873,0.00281082,2.56849155,0.98456142,0.72076934
-2.62631316,3.67455023,0.00839393,0.52549214,0.84909220,0.13155967,0.00277716,2.48004412,0.94113595,0.71572333
-2.62031016,3.55105172,0.00807558,0.51202828,0.80969229,0.12406695,0.00272976,2.38476119,0.89438538,0.70790783
-2.61430715,3.41792282,0.00771455,0.49682025,0.76869438,0.11641542,0.00266976,2.28387330,0.84501769,0.69743462
-2.60830415,3.27684339,0.00731779,0.48008139,0.72659716,0.10869762,0.00259847,2.17861031,0.79375312,0.68444237
-2.60230115,3.12949004,0.00689263,0.46203190,0.68388068,0.10100194,0.00251736,2.07017526,0.74130578,0.66909349
-2.59629815,2.97750361,0.00644660,0.44289389,0.64099730,0.09341100,0.00242798,1.95972189,0.68836667,0.65157127
-2.59029515,2.82246204,0.00598717,0.42288714,0.59836426,0.08600053,0.00233196,1.84833640,0.63558853,0.63207733
-2.58429215,2.66585918,0.00552158,0.40222546,0.55635819,0.07883850,0.00223095,1.73702363,0.58357303,0.61082943
-2.57828914,2.50908950,0.00505664,0.38111388,0.51531136,0.07198476,0.00212662,1.62669773,0.53286058,0.58805959
-2.57228614,2.35343853,0.00459859,0.35974647,0.47550986,0.06549097,0.00202060,1.51817702,0.48392290,0.56401258
-2.56628314,2.20007846,0.00415297,0.33830484,0.43719327,0.05940093,0.00191447,1.41218266,0.43715845,0.53894444
-2.56028014,2.05006816,0.00372454,0.31695721,0.40055587,0.05375123,0.00180973,1.30934058,0.39289045,0.51312118
-2.55427714,1.90435671,0.00331725,0.29585788,0.36574904,0.04857212,0.00170780,1.21018597,0.35136762,0.48681733
-2.54827414,1.76378957,0.00293418,0.27514711,0.33288453,0.04388871,0.00161001,1.11516963,0.31276686,0.46031442
-2.54227114,1.62911626,0.00257758,0.25495120,0.30203842,0.03972211,0.00151754,1.02466561,0.27719802,0.43389903
-2.53626813,1.50099881,0.00224891,0.23538266,0.27325549,0.03609086,0.00143146,0.93897928,0.24470994,0.40786069
-2.53026513,1.38002012,0.00194890,0.21654047,0.24655365,0.03301219,0.00135272,0.85835555,0.21529756,0.38248923
-2.52426213,1.26669166,0.00167761,0.19851032,0.22192838,0.03050330,0.00128209,0.78298658,0.18890965,0.35807181
-2.51825913,1.16145999,0.00143453,0.18136473,0.19935689,0.02858247,0.00122021,0.71301885,0.16545671,0.33488962
-2.51225613,1.06471186,0.00121868,0.16516320,0.17880196,0.02726998,0.00116752,0.64855925,0.14481875,0.31321421
-2.50625313,0.97677781,0.00102872,0.14995230,0.16021532,0.02658884,0.00112433,0.58968021,0.12685268,0.29330363
-2.50025013,0.89793418,0.00086299,0.13576569,0.14354054,0.02656509,0.00109075,0.53642384,0.11139905,0.27539844
-2.49424712,0.82840372,0.00071966,0.12262419,0.12871548,0.02722795,0.00106668,0.48880520,0.09828795,0.25971767
-2.48824412,0.76835502,0.00059678,0.11053601,0.11567420,0.02860947,0.00105188,0.44681471,0.08734406,0.24645491
-2.48224112,0.71790093,0.00049234,0.09949696,0.10434852,0.03074389,0.00104588,0.41042005,0.07839082,0.23577454
-2.47623812,0.67709629,0.00040437,0.08949094,0.09466912,0.03366666,0.00104805,0.37956739,0.07125355,0.22780825
-2.47023512,0.64593517,0.00033093,0.08049060,0.08656631,0.03741302,0.00105759,0.35418238,0.06576187,0.22265192
-2.46423212,0.62434788,0.00027021,0.07245815,0.07997055,0.04201640,0.00107351,0.33417071,0.06175131,0.22036302
-2.45822911,0.61219810,0.00022048,0.06534649,0.07481269,0.04750645,0.00109473,0.31941853,0.05906424,0.22095846
-2.45222611,0.60928004,0.00018019,0.05910047,0.07102397,0.05390691,0.00112000,0.30979247,0.05755037,0.22441311
-2.44622311,0.61531620,0.00014792,0.05365831,0.06853590,0.06123343,0.00114801,0.30513964,0.05706683,0.23065895
-2.44022011,0.62995565,0.00012240,0.04895321,0.06727999,0.06949125,0.00117739,0.30528720,0.05747803,0.23958510
-2.43421711,0.65277325,0.00010252,0.04491499,0.06718733,0.07867317,0.00120676,0.31004187,0.05865544,0.25103855
-2.42821411,0.68326993,0.00008731,0.04147183,0.06818811,0.08875758,0.00123474,0.31918913,0.06047732,0.26482595
-2.42221111,0.72087435,0.00007591,0.03855188,0.07021111,0.09970697,0.00126000,0.33249244,0.06282863,0.28071630
-2.41620810,0.76494629,0.00006760,0.03608489,0.07318315,0.11146691,0.00128134,0.34969232,0.06560098,0.29844484
-2.41020510,0.81478190,0.00006177,0.03400364,0.07702863,0.12396557,0.00129765,0.37050572,0.06869296,0.31771791
-2.40420210,0.86962129,0.00005788,0.03224526,0.08166913,0.13711409,0.00130799,0.39462576,0.07201058,0.33821904
-2.39819910,0.92865846,0.00005550,0.03075231,0.08702318,0.15080764,0.00131161,0.42172202,0.07546806,0.35961613
-2.39219610,0.99105395,0.00005427,0.02947363,0.09300626,0.16492736,0.00130796,0.45144176,0.07898874,0.38156957
-2.38619310,1.05595001,0.00005386,0.02836498,0.09953104,0.17934316,0.00129670,0.48341233,0.08250629,0.40374132
-2.38019010,1.12248837,0.00005403,0.02738940,0.10650801,0.19391731,0.00127770,0.51724475,0.08596595,0.42580462
-2.37418709,1.18983014,0.00005458,0.02651740,0.11384630,0.20850874,0.00125108,0.55253890,0.08932584,0.44745407
-2.36818409,1.25717745,0.00005531,0.02572688,0.12145504,0.22297796,0.00121714,0.58889016,0.09255817,0.46841575
-2.36218109,1.32379616,0.00005611,0.02500287,0.12924493,0.23719229,0.00117637,0.62589748,0.09565040,0.48845704
-2.35617809,1.38903858,0.00005687,0.02433708,0.13713010,0.25103129,0.00112942,0.66317271,0.09860601,0.50739555
-2.35017509,1.45236534,0.00005749,0.02372735,0.14503027,0.26439206,0.00107710,0.70035088,0.10144495,0.52510686
-2.34417209,1.51336511,0.00005792,0.02317696,0.15287289,0.27719411,0.00102031,0.73710076,0.10420362,0.54153051
-2.33816908,1.57177086,0.00005812,0.02269382,0.16059539,0.28938357,0.00096002,0.77313548,0.10693432,0.55667382
-2.33216608,1.62747155,0.00005807,0.02228967,0.16814713,0.30093634,0.00089725,0.80822211,0.10970403,0.57061316
-2.32616308,1.68051799,0.00005776,0.02197916,0.17549115,0.31186005,0.00083301,0.84218986,0.11259257,0.58349235
-2.32016008,1.73112189,0.00005720,0.02177896,0.18260534,0.32219447,0.00076829,0.87493599,0.11569005,0.59551809
-2.31415708,1.77964740,0.00005640,0.02170686,0.18948305,0.33201039,0.00070404,0.90642879,0.11909375,0.60695223
-2.30815408,1.82659472,0.00005540,0.02178088,0.19613295,0.34140675,0.00064112,0.93670718,0.12290432,0.61810105
-2.30215108,1.87257590,0.00005422,0.02201838,0.20257805,0.35050608,0.00058029,0.96587649,0.12722152,0.62930184
-2.29614807,1.91828315,0.00005291,0.02243522,0.20885390,0.35944844,0.00052221,0.99410036,0.13213965,0.64090709
-2.29014507,1.96445080,0.00005150,0.02304497,0.21500593,0.36838393,0.00046742,1.02158866,0.13774263,0.65326699
-2.28414207,2.01181216,0.00005005,0.02385815,0.22108608,0.37746418,0.00041633,1.04858202,0.14409922,0.66671087
-2.27813907,2.06105324,0.00004859,0.02488161,0.22714874,0.38683314,0.00036925,1.07533338,0.15125835,0.68152840
-2.27213607,2.11276540,0.00004717,0.02611786,0.23324626,0.39661768,0.00032634,1.10208749,0.15924484,0.69795150
-2.26613307,2.16739940,0.00004581,0.02756465,0.23942432,0.40691834,0.00028769,1.12905947,0.16805580,0.71613784
-2.26013007,2.22522341,0.00004455,0.02921453,0.24571721,0.41780099,0.00025327,1.15641337,0.17765785,0.73615691
-2.25412706,2.28628739,0.00004341,0.03105470,0.25214355,0.42928957,0.00022296,1.18424240,0.18798539,0.75797937
-2.24812406,2.35039622,0.00004240,0.03306684,0.25870248,0.44136067,0.00019657,1.21255159,0.19893998,0.78147060
-2.24212106,2.41709363,0.00004154,0.03522726,0.26537079,0.45394012,0.00017388,1.24124451,0.21039114,0.80638885
-2.23611806,2.48565826,0.00004082,0.03750717,0.27210107,0.46690200,0.00015460,1.27011469,0.22217842,0.83238848
-2.23011506,2.55511304,0.00004023,0.03987315,0.27882104,0.48007018,0.00013842,1.29884273,0.23411481,0.85902829
-2.22411206,2.62424793,0.00003975,0.04228784,0.28543431,0.49322249,0.00012500,1.32699941,0.24599153,0.88578498
-2.21810905,2.69165576,0.00003938,0.04471081,0.29182238,0.50609739,0.00011403,1.35405499,0.25758387,0.91207119
-2.21210605,2.75577983,0.00003908,0.04709958,0.29784807,0.51840294,0.00010517,1.37939445,0.26865806,0.93725762
-2.20610305,2.81497161,0.00003883,0.04941087,0.30336000,0.52982774,0.00009812,1.40233805,0.27897885,0.96069829
-2.20010005,2.86755600,0.00003859,0.05160189,0.30819817,0.54005327,0.00009258,1.42216636,0.28831746,0.98175790
-2.19409705,2.91190118,0.00003833,0.05363176,0.31220018,0.54876721,0.00008831,1.43814848,0.29645973,0.99984021
-2.18809405,2.94649001,0.00003804,0.05546293,0.31520793,0.55567710,0.00008506,1.44957218,0.30321387,1.01441601
-2.18209105,2.96998936,0.00003768,0.05706257,0.31707439,0.56052354,0.00008267,1.45577433,0.30841780,1.02504953
-2.17608804,2.98131425,0.00003722,0.05840392,0.31767009,0.56309259,0.00008096,1.45617017,0.31194548,1.03142195
-2.17008504,2.97968349,0.00003666,0.05946745,0.31688911,0.56322646,0.00007983,1.45027990,0.31371205,1.03335100
-2.16408204,2.96466417,0.00003597,0.06024180,0.31465409,0.56083218,0.00007921,1.43775128,0.31367760,1.03080557
-2.15807904,2.93620282,0.00003516,0.06072456,0.31092020,0.55588777,0.00007906,1.41837707,0.31184927,1.02391468
-2.15207604,2.89464153,0.00003422,0.06092263,0.30567773,0.54844560,0.00007937,1.39210661,0.30828174,1.01297022
-2.14607304,2.84071836,0.00003315,0.06085240,0.29895330,0.53863269,0.00008019,1.35905089,0.30307588,0.99842335
-2.14007004,2.77555182,0.00003196,0.06053941,0.29080955,0.52664810,0.00008158,1.31948108,0.29637581,0.98087447
-2.13406703,2.70061008,0.00003068,0.06001785,0.28134337,0.51275739,0.00008363,1.27382064,0.28836438,0.96105717
-2.12806403,2.61766625,0.00002931,0.05932956,0.27068285,0.49728434,0.00008645,1.22263155,0.27925728,0.93981678
-2.12206103,2.52874170,0.00002787,0.05852282,0.25898303,0.48060046,0.00009018,1.16659551,0.26929604,0.91808409
-2.11605803,2.43603976,0.00002640,0.05765076,0.24642066,0.46311259,0.00009495,1.10649103,0.25874022,0.89684554
-2.11005503,2.34187262,0.00002492,0.05676968,0.23318836,0.44524914,0.00010093,1.04316764,0.24785906,0.87711061
-2.10405203,2.24858448,0.00002345,0.05593704,0.21948828,0.42744556,0.00010826,0.97751850,0.23692293,0.85987796
-2.09804902,2.15847393,0.00002202,0.05520947,0.20552571,0.41012963,0.00011709,0.91045268,0.22619497,0.84610136
-2.09204602,2.07371874,0.00002065,0.05464069,0.19150280,0.39370709,0.00012758,0.84286818,0.21592311,0.83665661
-2.08604302,1.99630568,0.00001936,0.05427952,0.17761270,0.37854816,0.00013984,0.77562708,0.20633285,0.83231090
-2.08004002,1.92796813,0.00001818,0.05416801,0.16403436,0.36497555,0.00015401,0.70953336,0.19762098,0.83369535
-2.07403702,1.87013354,0.00001710,0.05433977,0.15092805,0.35325420,0.00017016,0.64531440,0.18995046,0.84128210
-2.06803402,1.82388249,0.00001616,0.05481855,0.13843191,0.34358325,0.00018837,0.58360652,0.18344658,0.85536650
-2.06203102,1.78992056,0.00001534,0.05561724,0.12665941,0.33609040,0.00020869,0.52494481,0.17819455,0.87605518
-2.05602801,1.76856379,0.00001466,0.05673713,0.11569789,0.33082891,0.00023113,0.46975726,0.17423842,0.90326050
-2.05002501,1.75973786,0.00001412,0.05816766,0.10560811,0.32777717,0.00025568,0.41836315,0.17158147,0.93670151
-2.04402201,1.76299075,0.00001370,0.05988663,0.09642473,0.32684095,0.00028231,0.37097513,0.17018795,0.97591148
-2.03801901,1.77751794,0.00001341,0.06186074,0.08815763,0.32785806,0.00031095,0.32770473,0.16998594,1.02025177
-2.03201601,1.80219905,0.00001323,0.06404665,0.08079394,0.33060533,0.00034151,0.28857056,0.17087141,1.06893155
-2.02601301,1.83564414,0.00001315,0.06639235,0.07430072,0.33480752,0.00037390,0.25350866,0.17271305,1.12103252
-2.02001001,1.87624770,0.00001316,0.06883888,0.06862799,0.34014788,0.00040799,0.22238429,0.17535786,1.17553794
-2.01400700,1.92224810,0.00001324,0.07132233,0.06371206,0.34627984,0.00044363,0.19500455,0.17863713,1.23136454
-2.00800400,1.97179006,0.00001336,0.07377599,0.05947904,0.35283947,0.00048068,0.17113120,0.18237268,1.28739632
-2.00200100,2.02298766,0.00001353,0.07613261,0.05584823,0.35945820,0.00051899,0.15049327,0.18638297,1.34251863
-1.99599800,2.07398534,0.00001371,0.07832662,0.05273548,0.36577532,0.00055838,0.13279887,0.19048911,1.39565127
-1.98999500,2.12301474,0.00001390,0.08029637,0.05005623,0.37144973,0.00059867,0.11774594,0.19452021,1.44577925
-1.98399200,2.16844504,0.00001409,0.08198599,0.04772826,0.37617072,0.00063967,0.10503170,0.19831825,1.49197991
-1.97798899,2.20882536,0.00001425,0.08334719,0.04567404,0.37966709,0.00068120,0.09436067,0.20174197,1.53344538
-1.97198599,2.24291761,0.00001437,0.08434061,0.04382261,0.38171462,0.00072304,0.08545103,0.20466999,1.56949953
-1.96598299,2.26971922,0.00001446,0.08493678,0.04211107,0.38214147,0.00076496,0.07803960,0.20700285,1.59960896
-1.95997999,2.28847521,0.00001451,0.08511673,0.04048552,0.38083154,0.00080671,0.07188523,0.20866409,1.62338777
-1.95397699,2.29868009,0.00001450,0.08487215,0.03890164,0.37772560,0.00084802,0.06677096,0.20960036,1.64059629
-1.94797399,2.30007011,0.00001444,0.08420508,0.03732481,0.37282047,0.00088857,0.06250494,0.20978067,1.65113429
-1.94197099,2.29260718,0.00001433,0.08312736,0.03572984,0.36616629,0.00092804,0.05892039,0.20919485,1.65502935
-1.93596798,2.27645611,0.00001417,0.08165959,0.03410049,0.35786221,0.00096605,0.05587475,0.20785141,1.65242155
-1.92996498,2.25195684,0.00001396,0.07982993,0.03242860,0.34805075,0.00100222,0.05324822,0.20577498,1.64354559
-1.92396198,2.21959382,0.00001371,0.07767269,0.03071312,0.33691132,0.00103613,0.05094192,0.20300350,1.62871156
-1.91795898,2.17996456,0.00001342,0.07522680,0.02895901,0.32465317,0.00106736,0.04887571,0.19958532,1.60828586
-1.91195598,2.13374909,0.00001310,0.07253426,0.02717603,0.31150827,0.00109546,0.04698602,0.19557650,1.58267321
-1.90595298,2.08168219,0.00001276,0.06963864,0.02537757,0.29772438,0.00112002,0.04522363,0.19103823,1.55230093
-1.89994997,2.02452963,0.00001241,0.06658370,0.02357955,0.28355869,0.00114065,0.04355154,0.18603479,1.51760629
-1.89394697,1.96306943,0.00001205,0.06341220,0.02179932,0.26927230,0.00115701,0.04194312,0.18063183,1.47902732
-1.88794397,1.89807854,0.00001170,0.06016490,0.02005484,0.25512560,0.00116883,0.04038041,0.17489526,1.43699748
-1.88194097,1.83032508,0.00001136,0.05687980,0.01836384,0.24137486,0.00117594,0.03885268,0.16889053,1.39194389
-1.87593797,1.76056586,0.00001105,0.05359169,0.01674329,0.22826972,0.00117828,0.03735532,0.16268250,1.34428904
-1.86993497,1.68954823,0.00001078,0.05033183,0.01520896,0.21605180,0.00117593,0.03588886,0.15633555,1.29445513
-1.86393197,1.61801548,0.00001056,0.04712799,0.01377519,0.20495413,0.00116913,0.03445829,0.14991411,1.24287042
-1.85792896,1.54671447,0.00001039,0.04400457,0.01245480,0.19520109,0.00115829,0.03307256,0.14348323,1.18997684
-1.85192596,1.47640424,0.00001031,0.04098293,0.01125914,0.18700887,0.00114402,0.03174414,0.13710936,1.13623768
-1.84592296,1.40786431,0.00001031,0.03808185,0.01019828,0.18058596,0.00112711,0.03048880,0.13086090,1.08214490
-1.83991996,1.34190159,0.00001041,0.03531801,0.00928126,0.17613342,0.00110856,0.02932535,0.12480872,1.02822490
-1.83391696,1.27935470,0.00001063,0.03270654,0.00851644,0.17384480,0.00108959,0.02827549,0.11902633,0.97504256
-1.82791396,1.22109528,0.00001097,0.03026158,0.00791183,0.17390540,0.00107157,0.02736363,0.11358981,0.92320280
-1.82191096,1.16802555,0.00001146,0.02799671,0.00747550,0.17649072,0.00105611,0.02661671,0.10857728,0.87334960
-1.81590795,1.12107206,0.00001211,0.02592547,0.00721594,0.18176413,0.00104494,0.02606398,0.10406813,0.82616238
