energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.77788894,2.14055751,0.01025155,0.21730607,0.01525412,0.00000000,0.02080054,1.12460025,1.21469516,0.29840355
-5.77188594,1.96767694,0.00922762,0.19740540,0.01400070,0.00000000,0.01936908,1.03636139,1.10991739,0.27445570
-5.76588294,1.80345274,0.00824903,0.17827013,0.01280865,0.00000000,0.01802825,0.95273285,1.00922070,0.25210372
-5.75987994,1.64961499,0.00732339,0.16006739,0.01169059,0.00000000,0.01679415,0.87463264,0.91356081,0.23159491
-5.75387694,1.50757178,0.00645662,0.14293105,0.01065694,0.00000000,0.01567953,0.80281130,0.82371996,0.21312475
-5.74787394,1.37839817,0.00565293,0.12696166,0.00971585,0.00000000,0.01469354,0.73784506,0.74030432,0.19683562
-5.74187094,1.26283517,0.00491491,0.11222742,0.00887320,0.00000000,0.01384177,0.68013406,0.66374638,0.18281699
-5.73586793,1.16129759,0.00424360,0.09876593,0.00813261,0.00000000,0.01312621,0.62990539,0.59431201,0.17110700
-5.72986493,1.07388960,0.00363868,0.08658685,0.00749558,0.00000000,0.01254541,0.58722005,0.53211111,0.16169505
-5.72386193,1.00042661,0.00309861,0.07567488,0.00696159,0.00000000,0.01209469,0.55198344,0.47711130,0.15452534
-5.71785893,0.94046216,0.00262090,0.06599326,0.00652827,0.00000000,0.01176643,0.52395859,0.42915356,0.14950113
-5.71185593,0.89331857,0.00220226,0.05748733,0.00619164,0.00000000,0.01155039,0.50278158,0.38796936,0.14648946
-5.70585293,0.85812016,0.00183884,0.05008820,0.00594624,0.00000000,0.01143415,0.48797859,0.35319833,0.14532626
-5.69984992,0.83382811,0.00152645,0.04371630,0.00578540,0.00000000,0.01140354,0.47898397,0.32440605,0.14582173
-5.69384692,0.81927598,0.00126070,0.03828473,0.00570145,0.00000000,0.01144309,0.47515913,0.30110144,0.14776580
-5.68784392,0.81320531,0.00103724,0.03370228,0.00568590,0.00000000,0.01153654,0.47581168,0.28275335,0.15093368
-5.68184092,0.81430070,0.00085185,0.02987618,0.00572973,0.00000000,0.01166731,0.48021460,0.26880613,0.15509142
-5.67583792,0.82122380,0.00070061,0.02671448,0.00582355,0.00000000,0.01181902,0.48762520,0.25869404,0.16000140
-5.66983492,0.83264605,0.00057997,0.02412798,0.00595784,0.00000000,0.01197593,0.49730366,0.25185429,0.16542774
-5.66383192,0.84727960,0.00048689,0.02203183,0.00612314,0.00000000,0.01212340,0.50853086,0.24773892,0.17114155
-5.65782891,0.86390636,0.00041888,0.02034682,0.00631028,0.00000000,0.01224824,0.52062542,0.24582524,0.17692603
-5.65182591,0.88140463,0.00037408,0.01900023,0.00651056,0.00000000,0.01233912,0.53295956,0.24562515,0.18258124
-5.64582291,0.89877324,0.00035130,0.01792647,0.00671594,0.00000000,0.01238681,0.54497379,0.24669316,0.18792863
-5.63981991,0.91515272,0.00035007,0.01706747,0.00691925,0.00000000,0.01238441,0.55618993,0.24863335,0.19281505
-5.63381691,0.92984322,0.00037071,0.01637273,0.00711433,0.00000000,0.01232750,0.56622245,0.25110510,0.19711632
-5.62781391,0.94231887,0.00041428,0.01579934,0.00729620,0.00000000,0.01221417,0.57478767,0.25382778,0.20074016
-5.62181091,0.95223821,0.00048271,0.01531176,0.00746116,0.00000000,0.01204509,0.58171077,0.25658427,0.20362841
-5.61580790,0.95945045,0.00057875,0.01488145,0.00760695,0.00000000,0.01182335,0.58693021,0.25922330,0.20575844
-5.60980490,0.96399725,0.00070603,0.01448653,0.00773281,0.00000000,0.01155434,0.59049950,0.26166062,0.20714372
-5.60380190,0.96610993,0.00086902,0.01411121,0.00783947,0.00000000,0.01124556,0.59258619,0.26387893,0.20783344
-5.59779890,0.96620199,0.00107305,0.01374532,0.00792924,0.00000000,0.01090631,0.59346784,0.26592644,0.20791113
-5.59179590,0.96485702,0.00132430,0.01338368,0.00800593,0.00000000,0.01054743,0.59352522,0.26791418,0.20749245
-5.58579290,0.96281210,0.00162970,0.01302559,0.00807476,0.00000000,0.01018091,0.59323259,0.27001187,0.20672190
-5.57978989,0.96093702,0.00199688,0.01267415,0.00814227,0.00000000,0.00981956,0.59314533,0.27244255,0.20576880
-5.57378689,0.96020968,0.00243402,0.01233575,0.00821615,0.00000000,0.00947662,0.59388510,0.27547580,0.20482244
-5.56778389,0.96168821,0.00294975,0.01201948,0.00830503,0.00000000,0.00916540,0.59612283,0.27941973,0.20408664
-5.56178089,0.96648042,0.00355290,0.01173654,0.00841825,0.00000000,0.00889892,0.60055996,0.28461190,0.20377379
-5.55577789,0.97571122,0.00425226,0.01149979,0.00856559,0.00000000,0.00868952,0.60790826,0.29140914,0.20409861
-5.54977489,0.99048886,0.00505633,0.01132320,0.00875700,0.00000000,0.00854861,0.61886874,0.30017661,0.20527178
-5.54377189,1.01187071,0.00597294,0.01122145,0.00900223,0.00000000,0.00848632,0.63411020,0.31127621,0.20749365
-5.53776888,1.04082950,0.00700893,0.01120951,0.00931059,0.00000000,0.00851125,0.65424780,0.32505451,0.21094812
-5.53176588,1.07822076,0.00816974,0.01130224,0.00969056,0.00000000,0.00863027,0.67982233,0.34183071,0.21579707
-5.52576288,1.12475233,0.00945900,0.01151417,0.01014952,0.00000000,0.00884828,0.71128060,0.36188448,0.22217528
-5.51975988,1.18095672,0.01087810,0.01185914,0.01069345,0.00000000,0.00916812,0.74895748,0.38544443,0.23018610
-5.51375688,1.24716707,0.01242587,0.01235014,0.01132663,0.00000000,0.00959039,0.79306008,0.41267714,0.23989801
-5.50775388,1.32349733,0.01409815,0.01299912,0.01205142,0.00000000,0.01011344,0.84365451,0.44367723,0.25134203
-5.50175088,1.40982728,0.01588753,0.01381689,0.01286808,0.00000000,0.01073330,0.90065563,0.47845876,0.26451021
-5.49574787,1.50579291,0.01778310,0.01481301,0.01377457,0.00000000,0.01144370,0.96382017,0.51694815,0.27935503
-5.48974487,1.61078259,0.01977038,0.01599577,0.01476649,0.00000000,0.01223613,1.03274347,0.55897912,0.29578988
-5.48374187,1.72393917,0.02183125,0.01737221,0.01583701,0.00000000,0.01309996,1.10686012,0.60428957,0.31369048
-5.47773887,1.84416844,0.02394410,0.01894809,0.01697689,0.00000000,0.01402257,1.18544865,0.65252100,0.33289724
-5.47173587,1.97015375,0.02608407,0.02072796,0.01817461,0.00000000,0.01498958,1.26764035,0.70322040,0.35321842
-5.46573287,2.10037684,0.02822347,0.02271520,0.01941645,0.00000000,0.01598507,1.35243222,0.75584481,0.37443406
-5.45972986,2.23314449,0.03033226,0.02491210,0.02068673,0.00000000,0.01699192,1.43870388,0.80976870,0.39630053
-5.45372686,2.36662077,0.03237877,0.02731982,0.02196812,0.00000000,0.01799212,1.52523834,0.86429406,0.41855556
-5.44772386,2.49886404,0.03433040,0.02993845,0.02324193,0.00000000,0.01896717,1.61074617,0.91866316,0.44092369
-5.44172086,2.62786819,0.03615455,0.03276695,0.02448850,0.00000000,0.01989848,1.69389262,0.97207380,0.46312194
-5.43571786,2.75160700,0.03781945,0.03580304,0.02568769,0.00000000,0.02076783,1.77332722,1.02369667,0.48486558
-5.42971486,2.86808060,0.03929513,0.03904307,0.02681929,0.00000000,0.02155777,1.84771500,1.07269462,0.50587385
-5.42371186,2.97536295,0.04055432,0.04248175,0.02786354,0.00000000,0.02225211,1.91576867,1.11824305,0.52587555
-5.41770885,3.07164866,0.04157331,0.04611188,0.02880162,0.00000000,0.02283631,1.97628078,1.15955119,0.54461433
-5.41170585,3.15529816,0.04233272,0.04992397,0.02961619,0.00000000,0.02329783,2.02815483,1.19588323,0.56185351
-5.40570285,3.22487947,0.04281812,0.05390579,0.03029182,0.00000000,0.02362656,2.07043455,1.22657897,0.57738041
-5.39969985,3.27920531,0.04302053,0.05804193,0.03081545,0.00000000,0.02381500,2.10233013,1.25107289,0.59101001
-5.39369685,3.31736426,0.04293672,0.06231330,0.03117679,0.00000000,0.02385851,2.12324052,1.26891123,0.60258792
-5.38769385,3.33874463,0.04256932,0.06669664,0.03136861,0.00000000,0.02375544,2.13277098,1.27976610,0.61199248
-5.38169085,3.34305038,0.04192675,0.07116412,0.03138700,0.00000000,0.02350710,2.13074509,1.28344626,0.61913612
-5.37568784,3.33030806,0.04102293,0.07568303,0.03123150,0.00000000,0.02311779,2.11721071,1.27990391,0.62396575
-5.36968484,3.30086466,0.03987680,0.08021556,0.03090513,0.00000000,0.02259458,2.09243940,1.26923712,0.62646240
-5.36368184,3.25537616,0.03851176,0.08471880,0.03041434,0.00000000,0.02194710,2.05691941,1.25168782,0.62663997
-5.35767884,3.19478721,0.03695487,0.08914497,0.02976884,0.00000000,0.02118725,2.01134211,1.22763524,0.62454331
-5.35167584,3.12030256,0.03523601,0.09344183,0.02898132,0.00000000,0.02032882,1.95658258,1.19758502,0.62024558
-5.34567284,3.03335124,0.03338697,0.09755345,0.02806707,0.00000000,0.01938708,1.89367460,1.16215427,0.61384514
-5.33966983,2.93554488,0.03144055,0.10142117,0.02704355,0.00000000,0.01837834,1.82378133,1.12205334,0.60546208
-5.33366683,2.82863165,0.02942958,0.10498488,0.02592990,0.00000000,0.01731947,1.74816241,1.07806463,0.59523440
-5.32766383,2.71444757,0.02738614,0.10818447,0.02474636,0.00000000,0.01622747,1.66813893,1.03101966,0.58331428
-5.32166083,2.59486703,0.02534068,0.11096156,0.02351369,0.00000000,0.01511904,1.58505735,0.98177497,0.56986428
-5.31565783,2.47175426,0.02332145,0.11326128,0.02225261,0.00000000,0.01401016,1.50025391,0.93118787,0.55505385
-5.30965483,2.34691758,0.02135389,0.11503422,0.02098324,0.00000000,0.01291579,1.41502064,0.88009310,0.53905613
-5.30365183,2.22206794,0.01946024,0.11623824,0.01972457,0.00000000,0.01184953,1.33057425,0.82928102,0.52204518
-5.29764882,2.09878306,0.01765935,0.11684036,0.01849399,0.00000000,0.01082346,1.24802895,0.77947829,0.50419378
-5.29164582,1.97847838,0.01596650,0.11681828,0.01730693,0.00000000,0.00984798,1.16837402,0.73133163,0.48567165
-5.28564282,1.86238537,0.01439351,0.11616183,0.01617654,0.00000000,0.00893171,1.09245680,0.68539514,0.46664437
-5.27963982,1.75153772,0.01294886,0.11487404,0.01511350,0.00000000,0.00808154,1.02097146,0.64212148,0.44727270
-5.27363682,1.64676545,0.01163800,0.11297181,0.01412588,0.00000000,0.00730268,0.95445365,0.60185711,0.42771247
-5.26763382,1.54869664,0.01046369,0.11048625,0.01321915,0.00000000,0.00659876,0.89328098,0.56484157,0.40811488
-5.26163082,1.45776625,0.00942647,0.10746261,0.01239624,0.00000000,0.00597205,0.83767886,0.53121048,0.38862716
-5.25562781,1.37423110,0.00852512,0.10395982,0.01165771,0.00000000,0.00542362,0.78773133,0.50100205,0.36939351
-5.24962481,1.29819022,0.00775712,0.10004962,0.01100197,0.00000000,0.00495361,0.74339589,0.47416652,0.35055621
-5.24362181,1.22960901,0.00711922,0.09581545,0.01042557,0.00000000,0.00456145,0.70452169,0.45057807,0.33225684
-5.23761881,1.16834635,0.00660783,0.09135102,0.00992355,0.00000000,0.00424615,0.67087002,0.43004840,0.31463752
-5.23161581,1.11418297,0.00621946,0.08675872,0.00948976,0.00000000,0.00400646,0.64213607,0.41234150,0.29784211
-5.22561281,1.06685001,0.00595107,0.08214787,0.00911722,0.00000000,0.00384117,0.61797112,0.39718880,0.28201716
-5.21960980,1.02605633,0.00580035,0.07763297,0.00879853,0.00000000,0.00374919,0.59800396,0.38430408,0.26731274
-5.21360680,0.99151357,0.00576590,0.07333182,0.00852616,0.00000000,0.00372979,0.58186093,0.37339759,0.25388289
-5.20760380,0.96295781,0.00584731,0.06936380,0.00829278,0.00000000,0.00378258,0.56918352,0.36418879,0.24188568
-5.20160080,0.94016692,0.00604515,0.06584811,0.00809152,0.00000000,0.00390764,0.55964317,0.35641732,0.23148282
-5.19559780,0.92297314,0.00636088,0.06290216,0.00791617,0.00000000,0.00410543,0.55295250,0.34985183,0.22283866
-5.18959480,0.91127014,0.00679660,0.06063989,0.00776136,0.00000000,0.00437674,0.54887288,0.34429650,0.21611864
-5.18359180,0.90501450,0.00735483,0.05917022,0.00762266,0.00000000,0.00472258,0.54721798,0.33959501,0.21148698
-5.17758879,0.90422158,0.00803805,0.05859551,0.00749660,0.00000000,0.00514398,0.54785356,0.33563210,0.20910364
-5.17158579,0.90895592,0.00884837,0.05900984,0.00738068,0.00000000,0.00564175,0.55069342,0.33233277,0.20912055
-5.16558279,0.91931677,0.00978698,0.06049737,0.00727333,0.00000000,0.00621628,0.55569213,0.32965921,0.21167706
-5.15957979,0.93541938,0.01085372,0.06313050,0.00717378,0.00000000,0.00686724,0.56283493,0.32760594,0.21689471
-5.15357679,0.95737298,0.01204656,0.06696788,0.00708193,0.00000000,0.00759331,0.57212540,0.32619338,0.22487140
-5.14757379,0.98525653,0.01336115,0.07205237,0.00699823,0.00000000,0.00839189,0.58357179,0.32546023,0.23567517
-5.14157079,1.01909361,0.01479044,0.07840885,0.00692348,0.00000000,0.00925891,0.59717266,0.32545530,0.24933767
-5.13556778,1.05882756,0.01632436,0.08604203,0.00685864,0.00000000,0.01018858,0.61290284,0.32622895,0.26584774
-5.12956478,1.10429852,0.01794958,0.09493426,0.00680471,0.00000000,0.01117324,0.63070034,0.32782494,0.28514532
-5.12356178,1.15522353,0.01964943,0.10504358,0.00676255,0.00000000,0.01220334,0.65045516,0.33027279,0.30711607
-5.11755878,1.21118106,0.02140398,0.11630198,0.00673274,0.00000000,0.01326736,0.67200065,0.33358130,0.33158698
-5.11155578,1.27160101,0.02319020,0.12861419,0.00671553,0.00000000,0.01435194,0.69510787,0.33773337,0.35832351
-5.10555278,1.33576112,0.02498236,0.14185701,0.00671069,0.00000000,0.01544208,0.71948355,0.34268244,0.38702834
-5.09954977,1.40279034,0.02675250,0.15587941,0.00671755,0.00000000,0.01652135,0.74477159,0.34835076,0.41734230
-5.09354677,1.47167940,0.02847110,0.17050346,0.00673496,0.00000000,0.01757232,0.77055841,0.35462934,0.44884748
-5.08754377,1.54129845,0.03010782,0.18552634,0.00676132,0.00000000,0.01857691,0.79638169,0.36137987,0.48107274
-5.08154077,1.61042143,0.03163241,0.20072322,0.00679466,0.00000000,0.01951695,0.82174224,0.36843811,0.51350162
-5.07553777,1.67775608,0.03301555,0.21585132,0.00683270,0.00000000,0.02037465,0.84611841,0.37561882,0.54558260
-5.06953477,1.74197863,0.03422986,0.23065484,0.00687296,0.00000000,0.02113320,0.86898224,0.38272182,0.57674137
-5.06353177,1.80177162,0.03525077,0.24487083,0.00691284,0.00000000,0.02177727,0.88981670,0.38953881,0.60639479
-5.05752876,1.85586319,0.03605740,0.25823576,0.00694977,0.00000000,0.02229355,0.90813288,0.39586064,0.63396616
-5.05152576,1.90306617,0.03663331,0.27049253,0.00698128,0.00000000,0.02267119,0.92348649,0.40148462,0.65890112
-5.04552276,1.94231502,0.03696713,0.28139776,0.00700510,0.00000000,0.02290217,0.93549269,0.40622146,0.68068357
-5.03951976,1.97269914,0.03705298,0.29072896,0.00701921,0.00000000,0.02298163,0.94383858,0.40990158,0.69885099
-5.03351676,1.99349083,0.03689078,0.29829135,0.00702196,0.00000000,0.02290799,0.94829271,0.41238038,0.71300847
-5.02751376,2.00416686,0.03648629,0.30392400,0.00701201,0.00000000,0.02268302,0.94871127,0.41354234,0.72284080
-5.02151076,2.00442255,0.03585091,0.30750494,0.00698843,0.00000000,0.02231179,0.94504061,0.41330387,0.72812211
-5.01550775,1.99417795,0.03500142,0.30895513,0.00695062,0.00000000,0.02180247,0.93731628,0.41161460,0.72872259
-5.00950475,1.97357602,0.03395937,0.30824100,0.00689832,0.00000000,0.02116606,0.92565862,0.40845742,0.72461199
-5.00350175,1.94297304,0.03275040,0.30537538,0.00683156,0.00000000,0.02041596,0.91026536,0.40384722,0.71585976
-4.99749875,1.90292196,0.03140339,0.30041696,0.00675058,0.00000000,0.01956755,0.89140167,0.39782850,0.70263186
-4.99149575,1.85414972,0.02994955,0.29346814,0.00665584,0.00000000,0.01863767,0.86938848,0.39047211,0.68518431
-4.98549275,1.79752978,0.02842142,0.28467137,0.00654787,0.00000000,0.01764405,0.84458954,0.38187136,0.66385400
-4.97948974,1.73405128,0.02685185,0.27420430,0.00642733,0.00000000,0.01660478,0.81739817,0.37213775,0.63904704
-4.97348674,1.66478646,0.02527302,0.26227386,0.00629486,0.00000000,0.01553778,0.78822422,0.36139661,0.61122522
-4.96748374,1.59085779,0.02371552,0.24910950,0.00615113,0.00000000,0.01446029,0.75748199,0.34978291,0.58089141
-4.96148074,1.51340627,0.02220752,0.23495609,0.00599682,0.00000000,0.01338846,0.72557957,0.33743741,0.54857425
-4.95547774,1.43356227,0.02077401,0.22006661,0.00583257,0.00000000,0.01233695,0.69291005,0.32450335,0.51481310
-4.94947474,1.35241981,0.01943630,0.20469503,0.00565904,0.00000000,0.01131869,0.65984482,0.31112383,0.48014365
-4.94347174,1.27101533,0.01821149,0.18908965,0.00547694,0.00000000,0.01034462,0.62672912,0.29743988,0.44508477
-4.93746873,1.19031126,0.01711230,0.17348722,0.00528703,0.00000000,0.00942364,0.59387978,0.28358933,0.41012724
-4.93146573,1.11118475,0.01614687,0.15810791,0.00509019,0.00000000,0.00856252,0.56158504,0.26970637,0.37572440
-4.92546273,1.03442154,0.01531886,0.14315136,0.00488745,0.00000000,0.00776598,0.53010626,0.25592178,0.34228518
-4.91945973,0.96071467,0.01462760,0.12879395,0.00468002,0.00000000,0.00703678,0.49968112,0.24236372,0.31016950
-4.91345673,0.89066752,0.01406842,0.11518714,0.00446936,0.00000000,0.00637590,0.47052798,0.22915897,0.27968601
-4.90745373,0.82480073,0.01363302,0.10245704,0.00425718,0.00000000,0.00578272,0.44285114,0.21643454,0.25109203
-4.90145073,0.76356197,0.01331005,0.09070497,0.00404547,0.00000000,0.00525528,0.41684644,0.20431936,0.22459547
-4.89544772,0.70733805,0.01308562,0.08000897,0.00383649,0.00000000,0.00479052,0.39270697,0.19294615,0.20035848
-4.88944472,0.65646836,0.01294396,0.07042609,0.00363280,0.00000000,0.00438453,0.37062859,0.18245317,0.17850233
-4.88344172,0.61125878,0.01286802,0.06199513,0.00343721,0.00000000,0.00403282,0.35081481,0.17298581,0.15911328
-4.87743872,0.57199547,0.01284017,0.05473993,0.00325276,0.00000000,0.00373053,0.33348097,0.16469788,0.14224895
-4.87143572,0.53895755,0.01284278,0.04867267,0.00308271,0.00000000,0.00347269,0.31885748,0.15775263,0.12794490
-4.86543272,0.51242827,0.01285882,0.04379725,0.00293044,0.00000000,0.00325436,0.30719180,0.15232315,0.11622092
-4.85942971,0.49270387,0.01287240,0.04011240,0.00279946,0.00000000,0.00307084,0.29874933,0.14859240,0.10708683
-4.85342671,0.48009984,0.01286927,0.03761450,0.00269330,0.00000000,0.00291775,0.29381278,0.14675255,0.10054747
-4.84742371,0.47495409,0.01283715,0.03629984,0.00261548,0.00000000,0.00279119,0.29268019,0.14700362,0.09660665
-4.84142071,0.47762680,0.01276607,0.03616638,0.00256945,0.00000000,0.00268776,0.29566151,0.14955146,0.09526988
-4.83541771,0.48849679,0.01264858,0.03721475,0.00255848,0.00000000,0.00260460,0.30307361,0.15460488,0.09654587
-4.82941471,0.50795434,0.01247985,0.03944860,0.00258565,0.00000000,0.00253942,0.31523387,0.16237200,0.10044657
-4.82341171,0.53639062,0.01225773,0.04287428,0.00265374,0.00000000,0.00249046,0.33245237,0.17305576,0.10698605
-4.81740870,0.57418377,0.01198264,0.04749975,0.00276518,0.00000000,0.00245650,0.35502277,0.18684861,0.11617795
-4.81140570,0.62168217,0.01165743,0.05333293,0.00292200,0.00000000,0.00243674,0.38321207,0.20392650,0.12803195
-4.80540270,0.67918525,0.01128719,0.06037942,0.00312573,0.00000000,0.00243077,0.41724938,0.22444214,0.14254918
-4.79939970,0.74692244,0.01087895,0.06863985,0.00337736,0.00000000,0.00243851,0.45731420,0.24851782,0.15971698
-4.79339670,0.82503116,0.01044133,0.07810685,0.00367727,0.00000000,0.00246008,0.50352425,0.27623789,0.17950316
-4.78739370,0.91353443,0.00998422,0.08876189,0.00402520,0.00000000,0.00249578,0.55592356,0.30764112,0.20185009
-4.78139070,1.01231925,0.00951836,0.10057206,0.00442017,0.00000000,0.00254597,0.61447103,0.34271331,0.22666891
-4.77538769,1.12111670,0.00905497,0.11348704,0.00486046,0.00000000,0.00261100,0.67903009,0.38138040,0.25383421
-4.76938469,1.23948470,0.00860534,0.12743640,0.00534359,0.00000000,0.00269119,0.74935988,0.42350238,0.28317951
-4.76338169,1.36679443,0.00818050,0.14232744,0.00586628,0.00000000,0.00278675,0.82510856,0.46886842,0.31449382
-4.75737869,1.50222145,0.00779085,0.15804361,0.00642447,0.00000000,0.00289777,0.90580900,0.51719359,0.34751950
-4.75137569,1.64474218,0.00744586,0.17444383,0.00701333,0.00000000,0.00302420,0.99087755,0.56811729,0.38195190
-4.74537269,1.79313656,0.00715378,0.19136268,0.00762730,0.00000000,0.00316589,1.07961598,0.62120389,0.41744060
-4.73936968,1.94599722,0.00692147,0.20861163,0.00826015,0.00000000,0.00332255,1.17121694,0.67594568,0.45359265
-4.73336668,2.10174546,0.00675415,0.22598130,0.00890502,0.00000000,0.00349387,1.26477314,0.73176823,0.48997779
-4.72736368,2.25865404,0.00665533,0.24324474,0.00955460,0.00000000,0.00367953,1.35929008,0.78803832,0.52613547
-4.72136068,2.41487644,0.00662669,0.26016173,0.01020113,0.00000000,0.00387928,1.45370235,0.84407421,0.56158370
-4.71535768,2.56848213,0.00666806,0.27648397,0.01083664,0.00000000,0.00409299,1.54689312,0.89915834,0.59582945
-4.70935468,2.71749684,0.00677743,0.29196099,0.01145303,0.00000000,0.00432078,1.63771651,0.95255188,0.62838019
-4.70335168,2.85994697,0.00695099,0.30634658,0.01204226,0.00000000,0.00456303,1.72502222,1.00351117,0.65875645
-4.69734867,2.99390673,0.00718326,0.31940563,0.01259649,0.00000000,0.00482046,1.80768175,1.05130513,0.68650473
-4.69134567,3.11754657,0.00746721,0.33092093,0.01310832,0.00000000,0.00509419,1.88461563,1.09523358,0.71121037
-4.68534267,3.22918138,0.00779444,0.34069987,0.01357088,0.00000000,0.00538575,1.95482060,1.13464551,0.73251000
-4.67933967,3.32731680,0.00815541,0.34858060,0.01397805,0.00000000,0.00569707,2.01739606,1.16895697,0.75010294
-4.67333667,3.41069195,0.00853966,0.35443753,0.01432463,0.00000000,0.00603042,2.07156886,1.19766773,0.76376117
-4.66733367,3.47831714,0.00893613,0.35818586,0.01460645,0.00000000,0.00638842,2.11671547,1.22037624,0.77333752
-4.66133067,3.52950499,0.00933343,0.35978494,0.01482051,0.00000000,0.00677384,2.15238083,1.23679233,0.77877157
-4.65532766,3.56389378,0.00972014,0.35924040,0.01496509,0.00000000,0.00718954,2.17829305,1.24674694,0.78009319
-4.64932466,3.58146195,0.01008513,0.35660483,0.01503984,0.00000000,0.00763824,2.19437335,1.25019880,0.77742344
-4.64332166,3.58253310,0.01041789,0.35197706,0.01504575,0.00000000,0.00812240,2.20074071,1.24723736,0.77097274
