energy_ev,total_up,B_p_up,B_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,1.53838872,0.44039960,0.00000000,0.56585389,0.79759521,0.01499172,0.22787625
-5.99399700,1.54903967,0.44561381,0.00000000,0.56036780,0.80712824,0.01531380,0.22879705
-5.98799400,1.55637840,0.45000392,0.00000000,0.55359717,0.81519058,0.01562334,0.22909226
-5.98199100,1.56079379,0.45365688,0.00000000,0.54582789,0.82194243,0.01592270,0.22881717
-5.97598799,1.56268716,0.45666100,0.00000000,0.53735242,0.82754628,0.01621418,0.22803082
-5.96998499,1.56245924,0.45910294,0.00000000,0.52846226,0.83216122,0.01649993,0.22679398
-5.96398199,1.56049920,0.46106522,0.00000000,0.51944117,0.83593831,0.01678193,0.22516732
-5.95797899,1.55717602,0.46262462,0.00000000,0.51055931,0.83901740,0.01706199,0.22320999
-5.95197599,1.55283276,0.46385137,0.00000000,0.50206850,0.84152556,0.01734173,0.22097850
-5.94597299,1.54778373,0.46480919,0.00000000,0.49419867,0.84357693,0.01762263,0.21852603
-5.93996998,1.54231442,0.46555620,0.00000000,0.48715551,0.84527413,0.01790608,0.21590214
-5.93396698,1.53668401,0.46614649,0.00000000,0.48111927,0.84671096,0.01819340,0.21315292
-5.92796398,1.53112980,0.46663212,0.00000000,0.47624448,0.84797589,0.01848592,0.21032143
-5.92196098,1.52587301,0.46706554,0.00000000,0.47266053,0.84915633,0.01878502,0.20744838
-5.91595798,1.52112521,0.46750196,0.00000000,0.47047270,0.85034278,0.01909213,0.20457307
-5.90995498,1.51709450,0.46800152,0.00000000,0.46976356,0.85163278,0.01940875,0.20173425
-5.90395198,1.51399076,0.46863100,0.00000000,0.47059433,0.85313402,0.01973638,0.19897112
-5.89794897,1.51202923,0.46946487,0.00000000,0.47300609,0.85496628,0.02007652,0.19632401
-5.89194597,1.51143197,0.47058547,0.00000000,0.47702052,0.85726178,0.02043046,0.19383500
-5.88594297,1.51242669,0.47208218,0.00000000,0.48264026,0.86016403,0.02079922,0.19154820
-5.87993997,1.51524305,0.47404968,0.00000000,0.48984855,0.86382470,0.02118335,0.18950973
-5.87393697,1.52010631,0.47658516,0.00000000,0.49860846,0.86839898,0.02158274,0.18776737
-5.86793397,1.52722880,0.47978478,0.00000000,0.50886161,0.87403933,0.02199644,0.18636999
-5.86193097,1.53679973,0.48373937,0.00000000,0.52052666,0.88088820,0.02242250,0.18536659
-5.85592796,1.54897396,0.48852974,0.00000000,0.53349770,0.88906992,0.02285774,0.18480533
-5.84992496,1.56386076,0.49422195,0.00000000,0.54764293,0.89868246,0.02329772,0.18473226
-5.84392196,1.58151313,0.50086258,0.00000000,0.56280375,0.90978954,0.02373662,0.18519015
-5.83791896,1.60191880,0.50847459,0.00000000,0.57879462,0.92241355,0.02416728,0.18621734
-5.83191596,1.62499357,0.51705394,0.00000000,0.59540393,0.93652996,0.02458123,0.18784669
-5.82591296,1.65057759,0.52656710,0.00000000,0.61239590,0.95206347,0.02496893,0.19010471
-5.81990995,1.67843500,0.53694982,0.00000000,0.62951384,0.96888630,0.02531990,0.19301102
