energy_ev,total_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,1.14379514,0.14158221,0.34511928,0.00935927,0.64053094,0.10688835,0.00004722
-5.99399700,1.06043427,0.13513957,0.32211575,0.00852110,0.59671509,0.09705804,0.00004480
-5.98799400,0.98493385,0.13012104,0.30187078,0.00780887,0.55762978,0.08767362,0.00004280
-5.98199100,0.91850503,0.12673721,0.28477144,0.00721998,0.52400417,0.07882215,0.00004127
-5.97598799,0.86222052,0.12518436,0.27116724,0.00675226,0.49649187,0.07057574,0.00004030
-5.96998499,0.81699810,0.12564089,0.26136417,0.00640369,0.47566057,0.06299106,0.00003991
-5.96398199,0.78358769,0.12826374,0.25561943,0.00617213,0.46198335,0.05610937,0.00004018
-5.95797899,0.76256152,0.13318498,0.25413685,0.00605516,0.45583126,0.04995719,0.00004113
-5.95197599,0.75430690,0.14050835,0.25706275,0.00604979,0.45746706,0.04454741,0.00004278
-5.94597299,0.75902100,0.15030587,0.26448229,0.00615233,0.46703988,0.03988082,0.00004517
-5.93996998,0.77670739,0.16261456,0.27641612,0.00635815,0.48458049,0.03594790,0.00004829
-5.93396698,0.80717406,0.17743337,0.29281749,0.00666159,0.50999732,0.03273091,0.00005214
-5.92796398,0.85003284,0.19472041,0.31356976,0.00705584,0.54307313,0.03020607,0.00005670
-5.92196098,0.90470054,0.21439074,0.33848457,0.00753289,0.58346275,0.02834581,0.00006193
-5.91595798,0.97040204,0.23631483,0.36730087,0.00808347,0.63069201,0.02712109,0.00006779
-5.90995498,1.04617590,0.26031794,0.39968502,0.00869714,0.68415838,0.02650364,0.00007422
-5.90395198,1.13088318,0.28618066,0.43523230,0.00936234,0.74313389,0.02646811,0.00008114
-5.89794897,1.22321988,0.31364072,0.47347011,0.01006654,0.80677061,0.02699417,0.00008847
-5.89194597,1.32173389,0.34239636,0.51386307,0.01079643,0.87410936,0.02806839,0.00009610
-5.88594297,1.42484652,0.37211120,0.55582029,0.01153820,0.94409184,0.02968603,0.00010394
-5.87993997,1.53087914,0.40242067,0.59870479,0.01227776,1.01557650,0.03185248,0.00011186
-5.87393697,1.63808461,0.43294004,0.64184519,0.01300117,1.08735822,0.03458450,0.00011974
-5.86793397,1.74468329,0.46327375,0.68454945,0.01369491,1.15819144,0.03791115,0.00012745
-5.86193097,1.84890282,0.49302580,0.72612036,0.01434631,1.22681662,0.04187420,0.00013486
-5.85592796,1.94902062,0.52181095,0.76587255,0.01494390,1.29198919,0.04652820,0.00014186
-5.84992496,2.04340782,0.54926620,0.80315022,0.01547775,1.35251031,0.05193986,0.00014833
-5.84392196,2.13057302,0.57506209,0.83734523,0.01593975,1.40725840,0.05818691,0.00015416
-5.83791896,2.20920413,0.59891344,0.86791475,0.01632394,1.45522036,0.06535621,0.00015925
-5.83191596,2.27820659,0.62058876,0.89439775,0.01662660,1.49552124,0.07354112,0.00016354
-5.82591296,2.33673624,0.63991814,0.91642976,0.01684639,1.52745139,0.08283816,0.00016695
-5.81990995,2.38422524,0.65679903,0.93375504,0.01698435,1.55048966,0.09334288,0.00016946
-5.81390695,2.42039989,0.67119962,0.94623585,0.01704381,1.56432204,0.10514509,0.00017103
-5.80790395,2.44528932,0.68315962,0.95385825,0.01703019,1.56885468,0.11832354,0.00017168
-5.80190095,2.45922468,0.69278841,0.95673421,0.01695073,1.56422091,0.13294010,0.00017144
-5.79589795,2.46282871,0.70026056,0.95509989,0.01681413,1.55078178,0.14903388,0.00017034
-5.78989495,2.45699621,0.70580895,0.94931021,0.01663016,1.52912033,0.16661526,0.00016845
-5.78389195,2.44286616,0.70971589,0.93982996,0.01640919,1.50002957,0.18566040,0.00016586
-5.77788894,2.42178698,0.71230260,0.92722171,0.01616174,1.46449485,0.20610626,0.00016266
-5.77188594,2.39527629,0.71391765,0.91213121,0.01589795,1.42367116,0.22784680,0.00015896
-5.76588294,2.36497702,0.71492496,0.89527073,0.01562724,1.37885625,0.25073033,0.00015487
-5.75987994,2.33261173,0.71569190,0.87740103,0.01535785,1.33146055,0.27455855,0.00015052
-5.75387694,2.29993699,0.71657809,0.85931263,0.01509653,1.28297475,0.29908741,0.00014603
-5.74787394,2.26869940,0.71792544,0.84180695,0.01484836,1.23493614,0.32402995,0.00014151
-5.74187094,2.24059471,0.72004972,0.82567794,0.01461656,1.18889448,0.34906134,0.00013709
-5.73586793,2.21723118,0.72323399,0.81169460,0.01440250,1.14637831,0.37382579,0.00013286
-5.72986493,2.20009785,0.72772406,0.80058475,0.01420575,1.10886230,0.39794562,0.00012894
-5.72386193,2.19053807,0.73372585,0.79302033,0.01402428,1.07773619,0.42103178,0.00012540
-5.71785893,2.18972824,0.74140450,0.78960434,0.01385472,1.05427575,0.44269590,0.00012234
-5.71185593,2.19866152,0.75088504,0.79085945,0.01369266,1.03961598,0.46256304,0.00011981
-5.70585293,2.21813567,0.76225405,0.79721827,0.01353312,1.03472684,0.48028489,0.00011787
-5.69984992,2.24874458,0.77556198,0.80901514,0.01337091,1.04039157,0.49555270,0.00011657
-5.69384692,2.29087247,0.79082569,0.82647952,0.01320112,1.05718784,0.50810937,0.00011592
-5.68784392,2.34469009,0.80803068,0.84973072,0.01301955,1.08547173,0.51776014,0.00011595
-5.68184092,2.41015234,0.82713261,0.87877405,0.01282314,1.12536501,0.52438130,0.00011667
-5.67583792,2.48699703,0.84805805,0.91349846,0.01261033,1.17674570,0.52792655,0.00011807
-5.66983492,2.57474450,0.87070410,0.95367565,0.01238137,1.23924262,0.52843057,0.00012014
-5.66383192,2.67269851,0.89493699,0.99896099,0.01213859,1.31223398,0.52600955,0.00012284
-5.65782891,2.77994875,0.92058986,1.04889627,0.01188650,1.39485092,0.52085878,0.00012615
-5.65182591,2.89537575,0.94745993,1.10291471,0.01163194,1.48598600,0.51324706,0.00013000
-5.64582291,3.01765891,0.97530553,1.16034831,0.01138399,1.58430750,0.50350842,0.00013435
-5.63981991,3.14528871,1.00384353,1.22043783,0.01115391,1.68827948,0.49203132,0.00013913
-5.63381691,3.27658366,1.03274756,1.28234540,0.01095492,1.79618790,0.47924577,0.00014424
-5.62781391,3.40971292,1.06164766,1.34516980,0.01080194,1.90617278,0.46560894,0.00014962
-5.62181091,3.54272461,1.09013176,1.40796428,0.01071123,2.01626572,0.45158990,0.00015516
-5.61580790,3.67358000,1.11774938,1.46975645,0.01070000,2.12443255,0.43765393,0.00016075
-5.60980490,3.80019298,1.14401772,1.52956992,0.01078587,2.22861971,0.42424719,0.00016629
-5.60380190,3.92047410,1.16843020,1.58644683,0.01098645,2.32680338,0.41178224,0.00017166
-5.59779890,4.03237756,1.19046734,1.63947074,0.01131866,2.41703977,0.40062496,0.00017675
-5.59179590,4.13394986,1.20960964,1.68778875,0.01179823,2.49751479,0.39108328,0.00018146
-5.58579290,4.22337788,1.22535194,1.73063214,0.01243907,2.56659136,0.38339817,0.00018566
-5.57978989,4.29903456,1.23721878,1.76733459,0.01325264,2.62285259,0.37773703,0.00018927
-5.57378689,4.35951996,1.24477988,1.79734708,0.01424739,2.66513889,0.37418979,0.00019219
-5.56778389,4.40369586,1.24766513,1.82024898,0.01542819,2.69257774,0.37276764,0.00019434
-5.56178089,4.43071237,1.24557814,1.83575473,0.01679585,2.70460454,0.37340441,0.00019567
-5.55577789,4.44002515,1.23830789,1.84371586,0.01834667,2.70097399,0.37596053,0.00019613
-5.54977489,4.43140257,1.22573765,1.84411842,0.02007213,2.68176115,0.38022919,0.00019568
-5.54377189,4.40492271,1.20785077,1.83707597,0.02195869,2.64735254,0.38594469,0.00019433
-5.53776888,4.36096047,1.18473308,1.82281863,0.02398773,2.59842745,0.39279231,0.00019208
-5.53176588,4.30016559,1.15657172,1.80167901,0.02613563,2.53593046,0.40041970,0.00018895
-5.52576288,4.22343321,1.12365045,1.77407555,0.02837409,2.46103649,0.40844903,0.00018500
-5.51975988,4.13186833,1.08634181,1.74049456,0.03067057,2.37510995,0.41648974,0.00018029
-5.51375688,4.02674644,1.04509638,1.70147166,0.03298894,2.27965974,0.42415135,0.00017488
-5.50775388,3.90947216,1.00042980,1.65757379,0.03529034,2.17629222,0.43105593,0.00016886
-5.50175088,3.78153804,0.95290816,1.60938240,0.03753413,2.06666395,0.43684984,0.00016233
-5.49574787,3.64448534,0.90313244,1.55747881,0.03967907,1.95243614,0.44121440,0.00015537
-5.48974487,3.49986840,0.85172278,1.50243210,0.04168454,1.83523252,0.44387516,0.00014809
-5.48374187,3.34922385,0.79930305,1.44478987,0.04351181,1.71660189,0.44460952,0.00014058
-5.47773887,3.19404551,0.74648667,1.38507210,0.04512542,1.59798672,0.44325249,0.00013294
-5.47173587,3.03576532,0.69386386,1.32376791,0.04649439,1.48069817,0.43970047,0.00012527
-5.46573287,2.87574040,0.64199090,1.26133497,0.04759342,1.36589822,0.43391303,0.00011765
-5.45972986,2.71524579,0.59138168,1.19820120,0.04840395,1.25458867,0.42591269,0.00011016
-5.45372686,2.55547215,0.54250151,1.13476812,0.04891495,1.14760683,0.41578270,0.00010288
-5.44772386,2.39752762,0.49576339,1.07141542,0.04912359,1.04562720,0.40366320,0.00009588
-5.44172086,2.24244267,0.45152645,1.00850596,0.04903549,0.94916842,0.38974569,0.00008922
-5.43571786,2.09117691,0.41009649,0.94639081,0.04866489,0.85860444,0.37426636,0.00008296
-5.42971486,1.94462680,0.37172811,0.88541378,0.04803428,0.77417901,0.35749829,0.00007717
