energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.54977489,1.51544839,0.05958474,0.03275619,0.03031165,0.09555741,0.23204395,0.89990612,0.03329576,0.40240926
-5.54377189,1.38954750,0.05650370,0.03005858,0.02819577,0.08724944,0.21838665,0.82075514,0.03006247,0.37245643
-5.53776888,1.27290466,0.05408207,0.02768331,0.02631541,0.07946766,0.20685588,0.74606557,0.02699411,0.34576304
-5.53176588,1.16675256,0.05236144,0.02564694,0.02469934,0.07228278,0.19765646,0.67661562,0.02411204,0.32262885
-5.52576288,1.07212212,0.05137877,0.02396594,0.02337157,0.06575390,0.19096996,0.61304662,0.02143342,0.30331120
-5.51975988,0.98982915,0.05116437,0.02265625,0.02235116,0.05992748,0.18694953,0.55585885,0.01897100,0.28801902
-5.51375688,0.92046930,0.05174032,0.02173284,0.02165198,0.05483688,0.18571585,0.50541244,0.01673315,0.27690878
-5.50775388,0.86442042,0.05311905,0.02120961,0.02128272,0.05050234,0.18735419,0.46193271,0.01472402,0.27008241
-5.50175088,0.82185087,0.05530232,0.02109927,0.02124697,0.04693151,0.19191237,0.42551895,0.01294393,0.26758676
-5.49574787,0.79273274,0.05828040,0.02141341,0.02154330,0.04412022,0.19939972,0.39615594,0.01138971,0.26941452
-5.48974487,0.77685845,0.06203159,0.02216259,0.02216559,0.04205360,0.20978674,0.37372720,0.01005531,0.27550612
-5.48374187,0.77385963,0.06652199,0.02335638,0.02310319,0.04070727,0.22300562,0.35802921,0.00893227,0.28575259
-5.47773887,0.78322726,0.07170563,0.02500346,0.02434135,0.04004873,0.23895130,0.34878589,0.00801027,0.29999896
-5.47173587,0.80433192,0.07752484,0.02711162,0.02586151,0.04003868,0.25748326,0.34566262,0.00727769,0.31804819
-5.46573287,0.83644354,0.08391093,0.02968758,0.02764172,0.04063240,0.27842773,0.34827938,0.00672205,0.33966532
-5.45972986,0.87874999,0.09078519,0.03273680,0.02965706,0.04178097,0.30158048,0.35622256,0.00633043,0.36458179
-5.45372686,0.93037401,0.09806010,0.03626308,0.03188008,0.04343242,0.32670993,0.36905521,0.00608981,0.39249973
-5.44772386,0.99038813,0.10564090,0.04026800,0.03428123,0.04553278,0.35356064,0.38632551,0.00598736,0.42309623
-5.44172086,1.05782748,0.11342726,0.04475024,0.03682934,0.04802691,0.38185696,0.40757347,0.00601056,0.45602734
-5.43571786,1.13170030,0.12131517,0.04970473,0.03949206,0.05085923,0.41130680,0.43233581,0.00614739,0.49093183
-5.42971486,1.21099611,0.12919894,0.05512168,0.04223629,0.05397431,0.44160545,0.46014919,0.00638631,0.52743456
-5.42371186,1.29469183,0.13697319,0.06098550,0.04502861,0.05731722,0.47243919,0.49055195,0.00671625,0.56514952
-5.41770885,1.38175576,0.14453485,0.06727375,0.04783566,0.06083392,0.50348878,0.52308447,0.00712657,0.60368231
-5.41170585,1.47115005,0.15178503,0.07395601,0.05062447,0.06447134,0.53443253,0.55728864,0.00760691,0.64263231
-5.40570285,1.56183172,0.15863072,0.08099291,0.05336279,0.06817751,0.56494915,0.59270650,0.00814712,0.68159437
-5.39969985,1.65275294,0.16498624,0.08833526,0.05601930,0.07190159,0.59472013,0.62887863,0.00873707,0.72016024
-5.39369685,1.74286109,0.17077447,0.09592348,0.05856385,0.07559379,0.62343182,0.66534250,0.00936657,0.75791985
-5.38769385,1.83109913,0.17592772,0.10368725,0.06096764,0.07920538,0.65077731,0.70163117,0.01002525,0.79446257
-5.38169085,1.91640704,0.18038832,0.11154565,0.06320331,0.08268867,0.67645802,0.73727274,0.01070246,0.82937867
-5.37568784,1.99772498,0.18410893,0.11940763,0.06524509,0.08599705,0.70018543,0.77179090,0.01138728,0.86226131
-5.36968484,2.07399863,0.18705254,0.12717304,0.06706890,0.08908512,0.72168281,0.80470670,0.01206848,0.89270902
-5.36368184,2.14418738,0.18919233,0.13473416,0.06865250,0.09190890,0.74068741,0.83554194,0.01273462,0.92032919
-5.35767884,2.20727542,0.19051127,0.14197763,0.06997558,0.09442620,0.75695289,0.86382416,0.01337413,0.94474239
-5.35167584,2.26228613,0.19100167,0.14878701,0.07102001,0.09659712,0.77025245,0.88909323,0.01397549,0.96558785
-5.34567284,2.30829927,0.19066468,0.15504556,0.07177003,0.09838460,0.78038240,0.91090949,0.01452740,0.98252985
-5.33966983,2.34447091,0.18950972,0.16063947,0.07221249,0.09975518,0.78716632,0.92886313,0.01501905,0.99526512
-5.33366683,2.37005509,0.18755407,0.16546120,0.07233720,0.10067978,0.79045969,0.94258446,0.01544039,1.00353082
-5.32766383,2.38442656,0.18482240,0.16941289,0.07213723,0.10113457,0.79015476,0.95175463,0.01578234,1.00711296
-5.32166083,2.38710330,0.18134649,0.17240972,0.07160920,0.10110185,0.78618545,0.95611626,0.01603714,1.00585468
-5.31565783,2.37776774,0.17716495,0.17438299,0.07075368,0.10057081,0.77853206,0.95548338,0.01619855,0.99966414
-5.30965483,2.35628528,0.17232307,0.17528281,0.06957536,0.09953838,0.76722549,0.94975009,0.01626208,0.98852136
-5.30365183,2.32271903,0.16687265,0.17508028,0.06808333,0.09800973,0.75235048,0.93889740,0.01622521,0.97248363
-5.29764882,2.27733958,0.16087186,0.17376906,0.06629113,0.09599878,0.73404792,0.92299782,0.01608747,0.95168910
-5.29164582,2.22062913,0.15438513,0.17136622,0.06421675,0.09352839,0.71251567,0.90221721,0.01585053,0.92635814
-5.28564282,2.15327922,0.14748290,0.16791238,0.06188248,0.09063038,0.68800802,0.87681379,0.01551822,0.89679234
-5.27963982,2.07618219,0.14024131,0.16347108,0.05931462,0.08734529,0.66083351,0.84713418,0.01509642,0.86337104
-5.27363682,1.99041636,0.13274191,0.15812746,0.05654302,0.08372194,0.63135131,0.81360657,0.01459300,0.82654540
-5.26763382,1.89722566,0.12507117,0.15198642,0.05360056,0.07981681,0.59996626,0.77673137,0.01401760,0.78683041
-5.26163082,1.79799466,0.11731997,0.14517017,0.05052238,0.07569327,0.56712281,0.73706971,0.01338143,0.74479499
-5.25562781,1.69422023,0.10958313,0.13781547,0.04734518,0.07142066,0.53329819,0.69523036,0.01269702,0.70105085
-5.24962481,1.58748129,0.10195888,0.13007078,0.04410632,0.06707344,0.49899526,0.65185572,0.01197796,0.65624056
-5.24362181,1.47940829,0.09454843,0.12209322,0.04084296,0.06273030,0.46473539,0.60760764,0.01123859,0.61102545
-5.23761881,1.37165390,0.08745569,0.11404578,0.03759123,0.05847334,0.43105185,0.56315373,0.01049383,0.56607408
-5.23161581,1.26586650,0.08078708,0.10609476,0.03438539,0.05438749,0.39848402,0.51915477,0.00975886,0.52205166
-5.22561281,1.16366757,0.07465162,0.09840763,0.03125711,0.05056004,0.36757284,0.47625399,0.00904900,0.47961104
-5.21960980,1.06663417,0.06916113,0.09115132,0.02823484,0.04708040,0.33885761,0.43506854,0.00837951,0.43938561
-5.21360680,0.97628687,0.06443076,0.08449104,0.02534334,0.04404009,0.31287433,0.39618347,0.00776551,0.40198432
-5.20760380,0.89408348,0.06057954,0.07858963,0.02260331,0.04153294,0.29015542,0.36014856,0.00722192,0.36798890
-5.20160080,0.82141830,0.05773116,0.07360732,0.02003122,0.03965543,0.27123078,0.32747775,0.00676347,0.33795311
-5.19559780,0.75962616,0.05601465,0.06970185,0.01763923,0.03850714,0.25662979,0.29865122,0.00640466,0.31240383
-5.18959480,0.70999034,0.05556512,0.06702889,0.01543533,0.03819124,0.24688373,0.27411964,0.00615986,0.29184343
-5.18359180,0.67375283,0.05652407,0.06574243,0.01342350,0.03881485,0.24252830,0.25431017,0.00604332,0.27675307
-5.17758879,0.65212548,0.05903950,0.06599514,0.01160408,0.04048926,0.24410532,0.23963363,0.00606924,0.26759600
-5.17158579,0.64630012,0.06326538,0.06793832,0.00997415,0.04332977,0.25216318,0.23049217,0.00625173,0.26482043
-5.16558279,0.65745604,0.06936047,0.07172147,0.00852799,0.04745516,0.26725529,0.22728671,0.00660482,0.26886104
-5.15957979,0.68676277,0.07748633,0.07749106,0.00725755,0.05298659,0.28993592,0.23042340,0.00714231,0.28013874
-5.15357679,0.73537697,0.08780440,0.08538862,0.00615299,0.06004588,0.32075296,0.24031851,0.00787764,0.29905773
-5.14757379,0.80443184,0.10047211,0.09554781,0.00520312,0.06875312,0.36023716,0.25740091,0.00882357,0.32599981
-5.14157079,0.89501824,0.11563798,0.10809057,0.00439588,0.07922349,0.40888782,0.28211175,0.00999189,0.36131544
-5.13556778,1.00815717,0.13343573,0.12312238,0.00371873,0.09156347,0.46715478,0.31490079,0.01139291,0.40531150
-5.12956478,1.14476356,0.15397757,0.14072662,0.00315901,0.10586629,0.53541714,0.35621908,0.01303499,0.45823603
-5.12356178,1.30560204,0.17734685,0.16095831,0.00270425,0.12220694,0.61395917,0.40650794,0.01492390,0.52026031
-5.11755878,1.49123605,0.20359019,0.18383739,0.00234239,0.14063663,0.70294425,0.46618414,0.01706222,0.59145879
-5.11155578,1.70197185,0.23270959,0.20934190,0.00206196,0.16117723,0.80238790,0.53562162,0.01944869,0.67178801
-5.10555278,1.93780003,0.26465477,0.23740140,0.00185222,0.18381562,0.91213110,0.61513019,0.02207753,0.76106532
-5.09954977,2.19833716,0.29931617,0.26789102,0.00170321,0.20849839,1.03181533,0.70493175,0.02493790,0.85894879
-5.09354677,2.48277059,0.33651911,0.30062664,0.00160583,0.23512725,1.16086102,0.80513501,0.02801341,0.96491947
-5.08754377,2.78981007,0.37601948,0.33536151,0.00155181,0.26355523,1.29845065,0.91570957,0.03128175,1.07826754
-5.08154077,3.11764920,0.41750142,0.37178484,0.00153371,0.29358424,1.44351836,1.03646069,0.03471455,1.19808347
-5.07553777,3.46394032,0.46057740,0.40952256,0.00154491,0.32496404,1.59474710,1.16700589,0.03827736,1.32325549
-5.06953477,3.82578555,0.50479092,0.44814071,0.00157955,0.35739302,1.75057465,1.30675487,0.04192998,1.45247430
-5.06353177,4.19974671,0.54962211,0.48715137,0.00163252,0.39052084,1.90920914,1.45489406,0.04562691,1.58424571
-5.05752876,4.58187576,0.59449627,0.52602142,0.00169942,0.42395312,2.06865453,1.61037708,0.04931819,1.71691165
-5.05152576,4.96776695,0.63879536,0.56418387,0.00177656,0.45725809,2.22674591,1.77192253,0.05295039,1.84867942
-5.04552276,5.35263063,0.68187209,0.60105153,0.00186092,0.48997518,2.38119404,1.93801990,0.05646790,1.97765882
-5.03951976,5.73138801,0.72306649,0.63603276,0.00195022,0.52162540,2.52963809,2.10694458,0.05981437,2.10190633
-5.03351676,6.09878469,0.76172427,0.66854866,0.00204287,0.55172310,2.66970496,2.27678220,0.06293433,2.21947495
-5.02751376,6.44952027,0.79721646,0.69805110,0.00213804,0.57978886,2.79907328,2.44546263,0.06577491,2.32846811
-5.02151076,6.77838987,0.82895963,0.72404098,0.00223570,0.60536296,2.91553965,2.61080298,0.06828760,2.42709584
-5.01550775,7.08043309,0.85643582,0.74608584,0.00233664,0.62801908,3.01708465,2.77055890,0.07042989,2.51373078
-5.00950475,7.35108494,0.87921148,0.76383611,0.00244255,0.64737750,3.10193595,2.92248291,0.07216694,2.58696204
-5.00350175,7.58632296,0.89695450,0.77703937,0.00255600,0.66311743,3.16862575,3.06438780,0.07347297,2.64564444
-4.99749875,7.78280487,0.90944863,0.78555172,0.00268053,0.67498790,3.21604021,3.19421320,0.07433238,2.68894105
-4.99149575,7.93799066,0.91660464,0.78934587,0.00282064,0.68281666,3.24345859,3.31009261,0.07474068,2.71635709
-4.98549275,8.05024387,0.91846755,0.78851555,0.00298177,0.68651679,3.25058028,3.41041827,0.07470492,2.72776354
-4.97948974,8.11890743,0.91521965,0.78327576,0.00317029,0.68609075,3.23753853,3.49390108,0.07424390,2.72340927
-4.97348674,8.14434986,0.90717901,0.77395900,0.00339342,0.68163147,3.20490013,3.55962270,0.07338785,2.70392096
-4.96748374,8.12797943,0.89479338,0.76100736,0.00365916,0.67332063,3.15365098,3.60707722,0.07217781,2.67029056
-4.96148074,8.07222435,0.87862978,0.74496084,0.00397611,0.66142406,3.08516801,3.63620018,0.07066458,2.62385055
-4.95547774,7.98047905,0.85935984,0.72644223,0.00435336,0.64628438,3.00117868,3.64738302,0.06890735,2.56623784
-4.94947474,7.85701752,0.83774155,0.70613914,0.00480022,0.62831127,2.90370963,3.64147165,0.06697207,2.49934747
-4.94347174,7.70687621,0.81459803,0.68478378,0.00532601,0.60796961,2.79502656,3.61974875,0.06492951,2.42527784
-4.93746873,7.53571026,0.79079390,0.66313127,0.00593974,0.58576609,2.67756770,3.58389967,0.06285323,2.34626935
-4.93146573,7.34962777,0.76721015,0.64193721,0.00664983,0.56223464,2.55387355,3.53596301,0.06081738,2.26463869
-4.92546273,7.15500807,0.74471841,0.62193530,0.00746372,0.53792128,2.42651555,3.47826747,0.05889453,2.18271111
-4.91945973,6.95831019,0.72415532,0.60381587,0.00838757,0.51336904,2.29802618,3.41335725,0.05715350,2.10275301
-4.91345673,6.76587865,0.70629800,0.58820590,0.00942586,0.48910326,2.17083315,3.34390898,0.05565736,2.02690714
-4.90745373,6.58375345,0.69184134,0.57565130,0.01058109,0.46561803,2.04719978,3.27264340,0.05446154,1.95713270
-4.90145073,6.41749128,0.68137775,0.56660197,0.01185341,0.44336405,1.92917337,3.20223562,0.05361222,1.89515215
-4.89544772,6.27200444,0.67538023,0.56140013,0.01324042,0.42273827,1.81854317,3.13522748,0.05314500,1.84240652
-4.88944472,6.15142334,0.67418896,0.56027224,0.01473691,0.40407575,1.71680881,3.07394598,0.05308389,1.80002053
-4.88344172,6.05898743,0.67800205,0.56332468,0.01633472,0.38764385,1.62515990,3.02043085,0.05344062,1.76877849
-4.87743872,5.99696858,0.68687060,0.57054348,0.01802275,0.37363881,1.54446669,2.97637461,0.05421437,1.74911174
-4.87143572,5.96662918,0.70069819,0.58179771,0.01978697,0.36218490,1.47528174,2.94307713,0.05539185,1.74109759
-4.86543272,5.96821635,0.71924477,0.59684676,0.02161058,0.35333585,1.41785164,2.92141672,0.05694772,1.74446975
-4.85942971,6.00099175,0.74213484,0.61535087,0.02347430,0.34707862,1.37213787,2.91183831,0.05884546,1.75863963
-4.85342671,6.06329537,0.76886959,0.63688472,0.02535678,0.34333914,1.33784538,2.91435909,0.06103846,1.78272750
-4.84742371,6.15264009,0.79884255,0.66095344,0.02723502,0.34198966,1.31445747,2.92859054,0.06347151,1.81560230
-4.84142071,6.26583258,0.83135827,0.68701048,0.02908498,0.34285753,1.30127508,2.95377561,0.06608246,1.85592848
-4.83541771,6.39911527,0.86565343,0.71447664,0.03088223,0.34573486,1.29745894,2.98883855,0.06880416,1.90221805
-4.82941471,6.54832299,0.90091950,0.74275953,0.03260260,0.35038873,1.30207261,3.03244485,0.07156644,1.95288594
-4.82341171,6.70904755,0.93632648,0.77127276,0.03422292,0.35657143,1.31412497,3.08306813,0.07429827,2.00630651
-4.81740870,6.87680350,0.97104666,0.79945411,0.03572172,0.36403046,1.33261030,3.13906047,0.07692982,2.06086913
-4.81140570,7.04718803,1.00427777,0.82678191,0.03707988,0.37251780,1.35654481,3.19872301,0.07939453,2.11503095
-4.80540270,7.21602889,1.03526482,0.85278923,0.03828128,0.38179813,1.38499843,3.26037357,0.08163097,2.16736479
-4.79939970,7.37951475,1.06331977,0.87707528,0.03931325,0.39165584,1.41712091,3.32240833,0.08358452,2.21660075
-4.79339670,7.53430354,1.08783871,0.89931360,0.04016706,0.40190045,1.45216176,3.38335534,0.08520880,2.26166006
-4.78739370,7.67760547,1.10831583,0.91925708,0.04083818,0.41237051,1.48948379,3.44191791,0.08646678,2.30168029
-4.78139070,7.80723904,1.12435402,0.93673960,0.04132641,0.42293578,1.52857016,3.49700689,0.08733152,2.33603143
-4.77538769,7.92165945,1.13567187,0.95167458,0.04163598,0.43349788,1.56902551,3.54776116,0.08778656,2.36432263
-4.76938469,8.01996044,1.14210695,0.96405060,0.04177535,0.44398939,1.61057149,3.59355673,0.08782597,2.38639985
-4.76338169,8.10185176,1.14361565,0.97392478,0.04175705,0.45437167,1.65303772,3.63400508,0.08745403,2.40233527
-4.75737869,8.16761533,1.14026951,0.98141424,0.04159731,0.46463159,1.69634882,3.66894206,0.08668455,2.41240920
-4.75137569,8.21804426,1.13224871,0.98668642,0.04131563,0.47477751,1.74050888,3.69840901,0.08554000,2.41708594
-4.74537269,8.25436899,1.11983288,0.98994881,0.04093427,0.48483461,1.78558401,3.72262787,0.08405028,2.41698493
-4.73936968,8.27817521,1.10338970,0.99143873,0.04047772,0.49484007,1.83168416,3.74197232,0.08225147,2.41284866
-4.73336668,8.29131793,1.08336196,0.99141374,0.03997205,0.50483817,1.87894508,3.75693672,0.08018431,2.40550891
-4.72736368,8.29583554,1.06025333,0.99014303,0.03944440,0.51487564,1.92751099,3.76810458,0.07789283,2.39585268
-4.72136068,8.29386734,1.03461345,0.98790017,0.03892231,0.52499743,1.97751856,3.77611785,0.07542278,2.38478903
-4.71535768,8.28757681,1.00702268,0.98495729,0.03843314,0.53524287,2.02908268,3.78164817,0.07282034,2.37321789
-4.70935468,8.27908234,0.97807689,0.98158069,0.03800354,0.54564259,2.08228393,3.78537063,0.07013080,2.36200162
-4.70335168,8.27039614,0.94837260,0.97802778,0.03765887,0.55621587,2.13715801,3.78794038,0.06739748,2.35193972
-4.69734867,8.26337127,0.91849275,0.97454494,0.03742266,0.56696868,2.19368683,3.78997203,0.06466077,2.34374721
-4.69134567,8.25965634,0.88899328,0.97136601,0.03731619,0.57789219,2.25179118,3.79202159,0.06195739,2.33803645
-4.68534267,8.26065677,0.86039064,0.96871099,0.03735792,0.58896176,2.31132474,3.79457060,0.05931983,2.33530257
-4.67933967,8.26750161,0.83315058,0.96678445,0.03756310,0.60013625,2.37206916,3.79801192,0.05677597,2.33591207
-4.67333667,8.28101482,0.80767811,0.96577336,0.03794334,0.61135772,2.43373020,3.80263687,0.05434885,2.34009460
-4.66733367,8.30169039,0.78430897,0.96584404,0.03850615,0.62255127,2.49593476,3.80862345,0.05205663,2.34793743
-4.66133067,8.32967085,0.76330273,0.96713798,0.03925468,0.63362516,2.55822907,3.81602572,0.04991261,2.35938265
-4.65532766,8.36472952,0.74483751,0.96976671,0.04018730,0.64447115,2.62007799,3.82476438,0.04792538,2.37422678
-4.64932466,8.40625729,0.72900678,0.97380568,0.04129747,0.65496504,2.68086600,3.83461926,0.04609906,2.39212303
-4.64332166,8.45325514,0.71581807,0.97928759,0.04257348,0.66496761,2.73990007,3.84522408,0.04443360,2.41258607
