energy_ev,total_up,Ge_p_up,Ge_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,1.62517658,0.43492244,0.00000000,2.06209416,0.87913184,0.00214851,0.25120398
-5.99399700,1.68290719,0.45722741,0.00000000,2.13366563,0.91350388,0.00216666,0.24994179
-5.98799400,1.74518865,0.48086231,0.00000000,2.20503810,0.95186460,0.00219356,0.24838440
-5.98199100,1.81270307,0.50602372,0.00000000,2.27697653,0.99462825,0.00223028,0.24658363
-5.97598799,1.88622686,0.53293300,0.00000000,2.35039503,1.04224785,0.00227782,0.24461688
-5.96998499,1.96660042,0.56182912,0.00000000,2.42632040,1.09519738,0.00233708,0.24258265
-5.96398199,2.05469017,0.59295903,0.00000000,2.50584636,1.15395006,0.00240885,0.24059528
-5.95797899,2.15134437,0.62656579,0.00000000,2.59008046,1.21895324,0.00249372,0.23877877
-5.95197599,2.25734442,0.66287504,0.00000000,2.68008546,1.29060117,0.00259209,0.23726021
-5.94597299,2.37335380,0.70208009,0.00000000,2.77681804,1.36920668,0.00270411,0.23616299
-5.93996998,2.49986714,0.74432664,0.00000000,2.88106756,1.45497326,0.00282964,0.23560019
-5.93396698,2.63716182,0.78969758,0.00000000,2.99339804,1.54796892,0.00296826,0.23566840
-5.92796398,2.78525493,0.83819893,0.00000000,3.11409646,1.64810319,0.00311922,0.23644230
-5.92196098,2.94386773,0.88974757,0.00000000,3.24313018,1.75510880,0.00328148,0.23797019
-5.91595798,3.11240014,0.94416175,0.00000000,3.38011615,1.86852899,0.00345365,0.24027075
-5.90995498,3.28991670,1.00115483,0.00000000,3.52430412,1.98771154,0.00363410,0.24333111
-5.90395198,3.47514560,1.06033301,0.00000000,3.67457495,2.11181016,0.00382091,0.24710631
-5.89794897,3.66649119,1.12119737,0.00000000,3.82945526,2.23979355,0.00401198,0.25152022
-5.89194597,3.86206016,1.18315033,0.00000000,3.98714790,2.37046199,0.00420503,0.25646775
-5.88594297,4.05970076,1.24550664,0.00000000,4.14557774,2.50247125,0.00439770,0.26181839
-5.87993997,4.25705377,1.30750846,0.00000000,4.30245093,2.63436291,0.00458759,0.26742079
-5.87393697,4.45161339,1.36834419,0.00000000,4.45532544,2.76460009,0.00477233,0.27310817
-5.86793397,4.64079582,1.42717031,0.00000000,4.60168994,2.89160726,0.00494965,0.27870441
-5.86193097,4.82201272,1.48313537,0.00000000,4.73904762,3.01381265,0.00511744,0.28403041
-5.85592796,4.99274679,1.53540517,0.00000000,4.86500155,3.12969167,0.00527378,0.28891060
-5.84992496,5.15062648,1.58318821,0.00000000,4.97733777,3.23780958,0.00541702,0.29317917
-5.84392196,5.29349680,1.62576017,0.00000000,5.07410264,3.33686200,0.00554579,0.29668591
-5.83791896,5.41948369,1.66248659,0.00000000,5.15367134,3.42571164,0.00565903,0.29930131
-5.83191596,5.52704956,1.69284277,0.00000000,5.21480466,3.50342012,0.00575601,0.30092087
-5.82591296,5.61503798,1.71643006,0.00000000,5.25669202,3.56927370,0.00583630,0.30146838
-5.81990995,5.68270625,1.73298802,0.00000000,5.27897913,3.62280233,0.00589981,0.30089805
-5.81390695,5.72974495,1.74240196,0.00000000,5.28177969,3.66379143,0.00594678,0.29919567
-5.80790395,5.75628407,1.74470573,0.00000000,5.26567091,3.69228640,0.00597768,0.29637845
-5.80190095,5.76288622,1.74007961,0.00000000,5.23167372,3.70858983,0.00599330,0.29249398
-5.79589795,5.75052735,1.72884374,0.00000000,5.18121870,3.71325203,0.00599463,0.28761809
-5.78989495,5.72056657,1.71144716,0.00000000,5.11609973,3.70705532,0.00598287,0.28185194
-5.78389195,5.67470628,1.68845337,0.00000000,5.03841754,3.69099304,0.00595941,0.27531841
-5.77788894,5.61494467,1.66052270,0.00000000,4.95051546,3.66624426,0.00592579,0.26815796
-5.77188594,5.54352247,1.62839253,0.00000000,4.85491027,3.63414508,0.00588366,0.26052416
-5.76588294,5.46286609,1.59285602,0.00000000,4.75422062,3.59615783,0.00583477,0.25257900
-5.75987994,5.37552903,1.55474018,0.00000000,4.65109559,3.55383899,0.00578097,0.24448834
-5.75387694,5.28413369,1.51488408,0.00000000,4.54814588,3.50880700,0.00572413,0.23641730
-5.74787394,5.19131503,1.47411794,0.00000000,4.44787956,3.46271070,0.00566617,0.22852616
-5.74187094,5.09966771,1.43324376,0.00000000,4.35264420,3.41719919,0.00560904,0.22096649
-5.73586793,5.01169769,1.39301798,0.00000000,4.26457675,3.37389360,0.00555464,0.21387783
-5.72986493,4.92977919,1.35413663,0.00000000,4.18556209,3.33436112,0.00550489,0.20738495
-5.72386193,4.85611727,1.31722324,0.00000000,4.11720074,3.30009143,0.00546163,0.20159558
-5.71785893,4.79271629,1.28281973,0.00000000,4.06078604,3.27247550,0.00542663,0.19659884
-5.71185593,4.74135379,1.25138010,0.00000000,4.01729036,3.25278657,0.00540158,0.19246417
-5.70585293,4.70355955,1.22326706,0.00000000,3.98735994,3.24216291,0.00538803,0.18924082
-5.69984992,4.68059890,1.19875122,0.00000000,3.97131752,3.24159205,0.00538738,0.18695781
-5.69384692,4.67345966,1.17801251,0.00000000,3.96917168,3.25189605,0.00540085,0.18562442
-5.68784392,4.68284191,1.16114360,0.00000000,3.98063188,3.27371733,0.00542945,0.18523090
-5.68184092,4.70914980,1.14815477,0.00000000,4.00512783,3.30750508,0.00547395,0.18574959
-5.67583792,4.75248494,1.13897985,0.00000000,4.04183227,3.35350187,0.00553484,0.18713625
-5.66983492,4.81264118,1.13348287,0.00000000,4.08968589,3.41173084,0.00561229,0.18933155
-5.66383192,4.88910068,1.13146500,0.00000000,4.14742357,3.48198378,0.00570617,0.19226268
-5.65782891,4.98103176,1.13267153,0.00000000,4.21360131,3.56381078,0.00581596,0.19584503
-5.65182591,5.08728921,1.13679864,0.00000000,4.28662327,3.65651227,0.00594079,0.19998393
-5.64582291,5.20641801,1.14349988,0.00000000,4.36476881,3.75913460,0.00607937,0.20457636
-5.63981991,5.33666170,1.15239231,0.00000000,4.44621947,3.87047031,0.00623005,0.20951277
-5.63381691,5.47597663,1.16306236,0.00000000,4.52908607,3.98906422,0.00639078,0.21467879
-5.62781391,5.62205335,1.17507147,0.00000000,4.61143630,4.11322649,0.00655912,0.21995703
-5.62181091,5.77234616,1.18796178,0.00000000,4.69132312,4.24105345,0.00673233,0.22522888
-5.61580790,5.92411157,1.20126194,0.00000000,4.76681429,4.37045688,0.00690733,0.23037633
-5.60980490,6.07445590,1.21449334,0.00000000,4.83602330,4.49920170,0.00708084,0.23528388
-5.60380190,6.22039172,1.22717673,0.00000000,4.89714170,4.62495175,0.00724940,0.23984037
-5.59779890,6.35890225,1.23883953,0.00000000,4.94847265,4.74532292,0.00740944,0.24394096
-5.59179590,6.48701213,1.24902365,0.00000000,4.98846514,4.85794186,0.00755742,0.24748899
-5.58579290,6.60186240,1.25729389,0.00000000,5.01574823,4.96050877,0.00768990,0.25039783
-5.57978989,6.70078719,1.26324660,0.00000000,5.02916416,5.05086162,0.00780363,0.25259267
-5.57378689,6.78138884,1.26651857,0.00000000,5.02779911,5.12703935,0.00789566,0.25401211
-5.56778389,6.84160858,1.26679555,0.00000000,5.01101034,5.18734141,0.00796345,0.25460953
-5.56178089,6.87978923,1.26382038,0.00000000,4.97844809,5.23038075,0.00800491,0.25435423
-5.55577789,6.89472729,1.25739994,0.00000000,4.93007108,5.25512796,0.00801854,0.25323218
-5.54977489,6.88571150,1.24741095,0.00000000,4.86615440,5.26094434,0.00800340,0.25124641
-5.54377189,6.85254614,1.23380396,0.00000000,4.78728879,5.24760229,0.00795923,0.24841702
-5.53776888,6.79555761,1.21660545,0.00000000,4.69437105,5.21529199,0.00788638,0.24478065
