energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.84392196,1.29551328,0.15960558,0.97030794,0.00051758,0.02497079,0.00130203,0.24672969,0.19774098,0.07832771
-5.83791896,1.26632482,0.15458827,0.94530688,0.00044169,0.02385095,0.00118143,0.24553109,0.18894988,0.07857158
-5.83191596,1.23749709,0.14940761,0.92102730,0.00037493,0.02271469,0.00106730,0.24400847,0.18013589,0.07871922
-5.82591296,1.20877555,0.14407865,0.89727074,0.00031683,0.02156888,0.00096001,0.24209873,0.17133543,0.07873407
-5.81990995,1.17990164,0.13862069,0.87382561,0.00026687,0.02042065,0.00085984,0.23974616,0.16258726,0.07858301
-5.81390695,1.15062455,0.13305625,0.85047851,0.00022449,0.01927714,0.00076698,0.23690312,0.15393084,0.07823706
-5.80790395,1.12071214,0.12741013,0.82702494,0.00018912,0.01814528,0.00068151,0.23353075,0.14540489,0.07767205
-5.80190095,1.08996079,0.12170855,0.80327899,0.00016020,0.01703157,0.00060347,0.22959946,0.13704605,0.07686905
-5.79589795,1.05820390,0.11597824,0.77908170,0.00013720,0.01594196,0.00053280,0.22508942,0.12888785,0.07581471
-5.78989495,1.02531885,0.11024581,0.75430803,0.00011963,0.01488167,0.00046940,0.21999090,0.12095984,0.07450143
-5.78389195,0.99123223,0.10453722,0.72887209,0.00010705,0.01385516,0.00041313,0.21430453,0.11328713,0.07292739
-5.77788894,0.95592330,0.09887735,0.70273069,0.00009907,0.01286604,0.00036380,0.20804141,0.10589019,0.07109649
-5.77188594,0.91942553,0.09328974,0.67588506,0.00009537,0.01191711,0.00032121,0.20122315,0.09878485,0.06901807
-5.76588294,0.88182626,0.08779651,0.64838087,0.00009567,0.01101038,0.00028512,0.19388160,0.09198260,0.06670659
-5.75987994,0.84326458,0.08241828,0.62030651,0.00009977,0.01014713,0.00025531,0.18605849,0.08549109,0.06418119
-5.75387694,0.80392736,0.07717422,0.59178984,0.00010750,0.00932801,0.00023151,0.17780476,0.07931461,0.06146510
-5.74787394,0.76404364,0.07208211,0.56299347,0.00011872,0.00855309,0.00021347,0.16917972,0.07345480,0.05858504
-5.74187094,0.72387764,0.06715838,0.53410884,0.00013332,0.00782201,0.00020096,0.16024992,0.06791120,0.05557051
-5.73586793,0.68372046,0.06241816,0.50534928,0.00015122,0.00713408,0.00019370,0.15108777,0.06268184,0.05245301
-5.72986493,0.64388089,0.05787529,0.47694234,0.00017233,0.00648832,0.00019145,0.14177007,0.05776369,0.04926533
-5.72386193,0.60467555,0.05354222,0.44912168,0.00019654,0.00588359,0.00019394,0.13237625,0.05315306,0.04604067
-5.71785893,0.56641885,0.04942995,0.42211877,0.00022375,0.00531866,0.00020091,0.12298658,0.04884575,0.04281194
-5.71185593,0.52941291,0.04554781,0.39615473,0.00025378,0.00479222,0.00021207,0.11368036,0.04483717,0.03961097
-5.70585293,0.49393804,0.04190332,0.37143265,0.00028644,0.00430294,0.00022712,0.10453408,0.04112233,0.03646784
-5.69984992,0.46024406,0.03850196,0.34813064,0.00032146,0.00384951,0.00024574,0.09561973,0.03769571,0.03341028
-5.69384692,0.42854270,0.03534693,0.32639582,0.00035853,0.00343061,0.00026757,0.08700325,0.03455103,0.03046313
-5.68784392,0.39900158,0.03243903,0.30633958,0.00039727,0.00304498,0.00029223,0.07874325,0.03168109,0.02764794
-5.68184092,0.37173972,0.02977651,0.28803424,0.00043722,0.00269132,0.00031929,0.07088993,0.02907752,0.02498269
-5.67583792,0.34682506,0.02735501,0.27151115,0.00047787,0.00236838,0.00034830,0.06348443,0.02673057,0.02248158
-5.66983492,0.32427383,0.02516759,0.25676038,0.00051866,0.00207488,0.00037877,0.05655841,0.02462903,0.02015506
-5.66383192,0.30405181,0.02320490,0.24373206,0.00055897,0.00180957,0.00041015,0.05013398,0.02276014,0.01800985
-5.65782891,0.28607757,0.02145537,0.23233904,0.00059817,0.00157116,0.00044189,0.04422408,0.02110968,0.01604917
-5.65182591,0.27022733,0.01990556,0.22246109,0.00063559,0.00135839,0.00047341,0.03883298,0.01966208,0.01427303
-5.64582291,0.25634131,0.01854056,0.21395009,0.00067056,0.00117002,0.00050411,0.03395718,0.01840072,0.01267865
-5.63981991,0.24423129,0.01734455,0.20663635,0.00070246,0.00100486,0.00053340,0.02958653,0.01730826,0.01126091
-5.63381691,0.23368910,0.01630131,0.20033546,0.00073067,0.00086176,0.00056069,0.02570545,0.01636706,0.01001290
-5.62781391,0.22449557,0.01539484,0.19485559,0.00075465,0.00073970,0.00058543,0.02229436,0.01555975,0.00892649
-5.62181091,0.21642976,0.01461002,0.19000496,0.00077396,0.00063781,0.00060710,0.01933111,0.01486971,0.00799291
-5.61580790,0.20927800,0.01393322,0.18559900,0.00078822,0.00055541,0.00062523,0.01679254,0.01428169,0.00720340
-5.60980490,0.20284246,0.01335294,0.18146719,0.00079720,0.00049206,0.00063944,0.01465589,0.01378235,0.00654975
-5.60380190,0.19694901,0.01286037,0.17745915,0.00080077,0.00044765,0.00064942,0.01290027,0.01336087,0.00602491
-5.59779890,0.19145406,0.01244990,0.17344992,0.00079895,0.00042237,0.00065492,0.01150800,0.01300940,0.00562355
-5.59179590,0.18625028,0.01211964,0.16934414,0.00079189,0.00041688,0.00065584,0.01046577,0.01272358,0.00534250
-5.58579290,0.18127102,0.01187173,0.16507921,0.00077988,0.00043225,0.00065215,0.00976582,0.01250288,0.00518125
-5.57978989,0.17649332,0.01171263,0.16062720,0.00076337,0.00047006,0.00064390,0.00940675,0.01235090,0.00514232
-5.57378689,0.17193960,0.01165334,0.15599568,0.00074292,0.00053245,0.00063128,0.00939435,0.01227557,0.00523152
-5.56778389,0.16767790,0.01170942,0.15122736,0.00071921,0.00062210,0.00061455,0.00974213,0.01228922,0.00545827
-5.56178089,0.16382089,0.01190096,0.14639874,0.00069303,0.00074226,0.00059404,0.01047161,0.01240855,0.00583567
-5.55577789,0.16052355,0.01225241,0.14161778,0.00066529,0.00089677,0.00057016,0.01161249,0.01265449,0.00638059
-5.54977489,0.15797975,0.01279223,0.13702081,0.00063693,0.00108999,0.00054340,0.01320244,0.01305186,0.00711356
-5.54377189,0.15641781,0.01355250,0.13276872,0.00060900,0.00132676,0.00051425,0.01528670,0.01362899,0.00805863
-5.53776888,0.15609506,0.01456824,0.12904261,0.00058256,0.00161236,0.00048324,0.01791735,0.01441714,0.00924305
-5.53176588,0.15729164,0.01587674,0.12603909,0.00055871,0.00195234,0.00045093,0.02115227,0.01544982,0.01069680
-5.52576288,0.16030351,0.01751659,0.12396514,0.00053854,0.00235243,0.00041786,0.02505373,0.01676193,0.01245198
-5.51975988,0.16543487,0.01952663,0.12303293,0.00052315,0.00281834,0.00038453,0.02968673,0.01838882,0.01454214
-5.51375688,0.17299004,0.02194478,0.12345441,0.00051360,0.00335557,0.00035145,0.03511692,0.02036522,0.01700131
-5.50775388,0.18326493,0.02480668,0.12543592,0.00051091,0.00396922,0.00031906,0.04140828,0.02272406,0.01986305
-5.50175088,0.19653820,0.02814424,0.12917286,0.00051604,0.00466368,0.00028776,0.04862054,0.02549520,0.02315925
-5.49574787,0.21306236,0.03198418,0.13484442,0.00052987,0.00544245,0.00025791,0.05680636,0.02870420,0.02691900
-5.48974487,0.23305487,0.03634647,0.14260853,0.00055319,0.00630782,0.00022980,0.06600841,0.03237100,0.03116722
-5.48374187,0.25668957,0.04124287,0.15259710,0.00058667,0.00726069,0.00020369,0.07625652,0.03650871,0.03592344
-5.47773887,0.28408870,0.04667553,0.16491157,0.00063087,0.00830030,0.00017978,0.08756482,0.04112254,0.04120052
-5.47173587,0.31531573,0.05263577,0.17961905,0.00068618,0.00942411,0.00015822,0.09992927,0.04620883,0.04700354
-5.46573287,0.35036947,0.05910315,0.19674901,0.00075284,0.01062762,0.00013915,0.11332549,0.05175441,0.05332880
-5.45972986,0.38917965,0.06604481,0.21629080,0.00083091,0.01190438,0.00012268,0.12770722,0.05773623,0.06016307
-5.45372686,0.43160446,0.07341526,0.23819207,0.00092025,0.01324601,0.00010890,0.14300540,0.06412136,0.06748309
-5.44772386,0.47743019,0.08115659,0.26235830,0.00102053,0.01464230,0.00009793,0.15912817,0.07086744,0.07525549
-5.44172086,0.52637339,0.08919923,0.28865353,0.00113117,0.01608149,0.00008988,0.17596167,0.07792354,0.08343690
-5.43571786,0.57808559,0.09746319,0.31690241,0.00125141,0.01755057,0.00008492,0.19337187,0.08523156,0.09197468
-5.42971486,0.63216067,0.10585989,0.34689361,0.00138026,0.01903573,0.00008324,0.21120732,0.09272801,0.10080786
-5.42371186,0.68814487,0.11429444,0.37838464,0.00151650,0.02052288,0.00008511,0.22930290,0.10034629,0.10986852
-5.41770885,0.74554912,0.12266839,0.41110790,0.00165873,0.02199822,0.00009089,0.24748430,0.10801925,0.11908361
-5.41170585,0.80386350,0.13088282,0.44477796,0.00180538,0.02344893,0.00010100,0.26557333,0.11568214,0.12837691
-5.40570285,0.86257316,0.13884167,0.47909971,0.00195472,0.02486380,0.00011598,0.28339353,0.12327557,0.13767132
-5.39969985,0.92117515,0.14645518,0.51377718,0.00210491,0.02623391,0.00013650,0.30077622,0.13074859,0.14689124
-5.39369685,0.97919555,0.15364325,0.54852268,0.00225403,0.02755327,0.00016331,0.31756640,0.13806155,0.15596499
-5.38769385,1.03620591,0.16033861,0.58306577,0.00240013,0.02881932,0.00019732,0.33362835,0.14518876,0.16482716
-5.38169085,1.09183837,0.16648952,0.61716177,0.00254127,0.03003345,0.00023955,0.34885075,0.15212054,0.17342078
-5.37568784,1.14579862,0.17206202,0.65059932,0.00267557,0.03120124,0.00029114,0.36315079,0.15886475,0.18169924
-5.36968484,1.19787594,0.17704143,0.68320658,0.00280126,0.03233262,0.00035335,0.37647731,0.16544748,0.18962784
-5.36368184,1.24794985,0.18143311,0.71485578,0.00291669,0.03344182,0.00042753,0.38881263,0.17191300,0.19718494
-5.35767884,1.29599282,0.18526225,0.74546590,0.00302043,0.03454712,0.00051511,0.40017293,0.17832262,0.20436260
-5.35167584,1.34206887,0.18857295,0.77500319,0.00311122,0.03567042,0.00061757,0.41060723,0.18475269,0.21116678
-5.34567284,1.38632806,0.19142620,0.80347956,0.00318808,0.03683653,0.00073638,0.42019491,0.19129168,0.21761707
-5.33966983,1.42899686,0.19389725,0.83094888,0.00325024,0.03807242,0.00087302,0.42904191,0.19803635,0.22374582
-5.33366683,1.47036507,0.19607209,0.85750135,0.00329723,0.03940617,0.00102886,0.43727565,0.20508725,0.22959698
-5.32766383,1.51076960,0.19804352,0.88325621,0.00332881,0.04086588,0.00120514,0.44503913,0.21254360,0.23522448
-5.32166083,1.55057599,0.19990672,0.90835312,0.00334501,0.04247846,0.00140291,0.45248417,0.22049789,0.24069028
-5.31565783,1.59015841,0.20175469,0.93294259,0.00334608,0.04426841,0.00162298,0.45976442,0.22903037,0.24606220
-5.30965483,1.62987907,0.20367367,0.95717606,0.00333251,0.04625662,0.00186584,0.46702811,0.23820363,0.25141154
-5.30365183,1.67006799,0.20573890,0.98119591,0.00330495,0.04845915,0.00213161,0.47441121,0.24805769,0.25681062
-5.29764882,1.71100386,0.20801070,1.00512590,0.00326423,0.05088624,0.00241996,0.48203103,0.25860571,0.26233017
-5.29164582,1.75289700,0.21053129,1.02906252,0.00321132,0.05354144,0.00273010,0.48998063,0.26983064,0.26803689
-5.28564282,1.79587488,0.21332236,1.05306753,0.00314728,0.05642086,0.00306072,0.49832427,0.28168295,0.27399090
-5.27963982,1.83997084,0.21638353,1.07716191,0.00307325,0.05951282,0.00340995,0.50709407,0.29407967,0.28024342
-5.27363682,1.88511646,0.21969181,1.10132155,0.00299041,0.06279760,0.00377537,0.51628792,0.30690474,0.28683453
-5.26763382,1.93113759,0.22320206,1.12547462,0.00289999,0.06624757,0.00415398,0.52586879,0.32001081,0.29379116
-5.26163082,1.97775432,0.22684843,1.14950080,0.00280318,0.06982757,0.00454227,0.53576537,0.33322230,0.30112528
-5.25562781,2.02458459,0.23054671,1.17323223,0.00270118,0.07349553,0.00493618,0.54587387,0.34633985,0.30883239
-5.24962481,2.07115134,0.23419746,1.19645608,0.00259514,0.07720340,0.00533125,0.55606115,0.35914574,0.31689030
-5.24362181,2.11689285,0.23768980,1.21891863,0.00248615,0.08089826,0.00572263,0.56616865,0.37141031,0.32525837
-5.23761881,2.16117579,0.24090573,1.24033073,0.00237526,0.08452362,0.00610517,0.57601728,0.38289890,0.33387702
-5.23161581,2.20331054,0.24372460,1.26037427,0.00226343,0.08802088,0.00647357,0.58541282,0.39337924,0.34266790
-5.22561281,2.24256840,0.24602783,1.27870967,0.00215153,0.09133089,0.00682247,0.59415172,0.40262881,0.35153439
-5.21960980,2.27819996,0.24770343,1.29498405,0.00204038,0.09439548,0.00714657,0.60202717,0.41044195,0.36036284
-5.21360680,2.30945432,0.24865019,1.30883992,0.00193066,0.09715908,0.00744077,0.60883511,0.41663646,0.36902428
-5.20760380,2.33559859,0.24878155,1.31992424,0.00182299,0.09957018,0.00770031,0.61438007,0.42105942,0.37737676
-5.20160080,2.35593727,0.24802874,1.32789761,0.00171789,0.10158275,0.00792088,0.61848070,0.42359190,0.38526832
-5.19559780,2.36983104,0.24634334,1.33244343,0.00161579,0.10315745,0.00809873,0.62097491,0.42415272,0.39254044
-5.18959480,2.37671454,0.24369903,1.33327690,0.00151703,0.10426270,0.00823081,0.62172439,0.42270074,0.39903203
-5.18359180,2.37611285,0.24009263,1.33015356,0.00142187,0.10487553,0.00831483,0.62061861,0.41923603,0.40458380
-5.17758879,2.36765637,0.23554434,1.32287735,0.00133050,0.10498216,0.00834932,0.61757813,0.41379973,0.40904294
-5.17158579,2.35109355,0.23009728,1.31130783,0.00124304,0.10457839,0.00833370,0.61255729,0.40647274,0.41226789
-5.16558279,2.32630157,0.22381644,1.29536644,0.00115958,0.10366976,0.00826830,0.60554622,0.39737335,0.41413314
-5.15957979,2.29329434,0.21678708,1.27504166,0.00108013,0.10227142,0.00815433,0.59657215,0.38665406,0.41453384
-5.15357679,2.25222791,0.20911265,1.25039282,0.00100471,0.10040786,0.00799388,0.58570016,0.37449764,0.41339005
-5.14757379,2.20340285,0.20091248,1.22155231,0.00093331,0.09811241,0.00778985,0.57303320,0.36111276,0.41065044
-5.14157079,2.14726373,0.19231922,1.18872630,0.00086590,0.09542651,0.00754589,0.55871155,0.34672928,0.40629535
-5.13556778,2.08439542,0.18347620,1.15219362,0.00080249,0.09239894,0.00726630,0.54291161,0.33159350,0.40033900
-5.12956478,2.01551623,0.17453483,1.11230292,0.00074308,0.08908485,0.00695592,0.52584410,0.31596334,0.39283076
-5.12356178,1.94146807,0.16565191,1.06946796,0.00068771,0.08554468,0.00662003,0.50775167,0.30010382,0.38385539
-5.11755878,1.86320355,0.15698721,1.02416129,0.00063645,0.08184304,0.00626419,0.48890576,0.28428269,0.37353227
-5.11155578,1.78177040,0.14870108,0.97690628,0.00058938,0.07804752,0.00589413,0.46960291,0.26876644,0.36201352
-5.10555278,1.69829330,0.14095215,0.92826772,0.00054664,0.07422744,0.00551563,0.45016042,0.25381655,0.34948109
-5.09954977,1.61395364,0.13389517,0.87884132,0.00050841,0.07045262,0.00513440,0.43091126,0.23968609,0.33614290
-5.09354677,1.52996742,0.12767887,0.82924219,0.00047488,0.06679207,0.00475594,0.41219849,0.22661657,0.32222817
-5.08754377,1.44756192,0.12244387,0.78009293,0.00044627,0.06331280,0.00438547,0.39436890,0.21483493,0.30798198
-5.08154077,1.36795152,0.11832050,0.73201127,0.00042283,0.06007852,0.00402783,0.37776629,0.20455075,0.29365933
-5.07553777,1.29231331,0.11542659,0.68559800,0.00040479,0.05714846,0.00368745,0.36272413,0.19595338,0.27951884
-5.06953477,1.22176304,0.11386512,0.64142530,0.00039243,0.05457621,0.00336824,0.34955802,0.18920928,0.26581628
-5.06353177,1.15733194,0.11372181,0.60002584,0.00038598,0.05240865,0.00307361,0.33855786,0.18445916,0.25279819
-5.05752876,1.09994512,0.11506263,0.56188310,0.00038566,0.05068486,0.00280645,0.32998007,0.18181529,0.24069568
-5.05152576,1.05040218,0.11793121,0.52742304,0.00039167,0.04943526,0.00256912,0.32404010,0.18135879,0.22971872
-5.04552276,1.00936037,0.12234642,0.49700742,0.00040417,0.04868082,0.00236348,0.32090531,0.18313704,0.22005106
-5.03951976,0.97732121,0.12830001,0.47092902,0.00042324,0.04843237,0.00219091,0.32068867,0.18716137,0.21184591
-5.03351676,0.95462078,0.13575462,0.44940885,0.00044896,0.04869021,0.00205239,0.32344352,0.19340517,0.20522253
-5.02751376,0.94142422,0.14464219,0.43259543,0.00048129,0.04944377,0.00194849,0.32915958,0.20180251,0.20026388
-5.02151076,0.93772483,0.15486301,0.42056630,0.00052017,0.05067166,0.00187945,0.33776056,0.21224754,0.19701533
-5.01550775,0.94334792,0.16628557,0.41333155,0.00056543,0.05234191,0.00184524,0.34910365,0.22459482,0.19548450
-5.00950475,0.95795955,0.17874725,0.41083941,0.00061687,0.05441246,0.00184560,0.36298092,0.23866066,0.19564228
-5.00350175,0.98108006,0.19205613,0.41298372,0.00067419,0.05683199,0.00188008,0.37912291,0.25422577,0.19742490
-4.99749875,1.01210223,0.20599391,0.41961305,0.00073704,0.05954107,0.00194808,0.39720439,0.27103906,0.20073702
-4.99149575,1.05031359,0.22031989,0.43054108,0.00080501,0.06247351,0.00204889,0.41685217,0.28882282,0.20545576
-4.98549275,1.09492221,0.23477623,0.44555809,0.00087766,0.06555804,0.00218169,0.43765502,0.30727913,0.21143542
-4.97948974,1.14508533,0.24909409,0.46444289,0.00095450,0.06872022,0.00234557,0.45917517,0.32609737,0.21851286
-4.97348674,1.19993972,0.26300074,0.48697494,0.00103501,0.07188447,0.00253954,0.48096134,0.34496260,0.22651317
-4.96748374,1.25863260,0.27622735,0.51294598,0.00111870,0.07497627,0.00276248,0.50256261,0.36356473,0.23525550
-4.96148074,1.32035214,0.28851707,0.54217078,0.00120504,0.07792436,0.00301314,0.52354281,0.38160779,0.24455889
-4.95547774,1.38435597,0.29963332,0.57449641,0.00129356,0.08066293,0.00329014,0.54349478,0.39881936,0.25424771
-4.94947474,1.44999669,0.30936771,0.60980955,0.00138382,0.08313368,0.00359187,0.56205390,0.41495940,0.26415661
-4.94347174,1.51674302,0.31754746,0.64804150,0.00147543,0.08528769,0.00391650,0.57891035,0.42982825,0.27413481
-4.93746873,1.58419577,0.32404180,0.68917039,0.00156804,0.08708695,0.00426194,0.59381962,0.44327345,0.28404951
-4.93146573,1.65209754,0.32876712,0.73322053,0.00166142,0.08850560,0.00462577,0.60661056,0.45519493,0.29378835
-4.92546273,1.72033594,0.33169063,0.78025870,0.00175538,0.08953080,0.00500529,0.61719085,0.46554835,0.30326082
-4.91945973,1.78893983,0.33283231,0.83038738,0.00184982,0.09016305,0.00539743,0.62554948,0.47434646,0.31239872
-4.91345673,1.85806886,0.33226496,0.88373538,0.00194475,0.09041618,0.00579881,0.63175605,0.48165829,0.32115557
-4.90745373,1.92799671,0.33011244,0.94044587,0.00204022,0.09031684,0.00620578,0.63595700,0.48760625,0.32950515
-4.90145073,1.99908882,0.32654609,1.00066269,0.00213640,0.08990355,0.00661439,0.63836893,0.49236124,0.33743933
-4.89544772,2.07177572,0.32177936,1.06451529,0.00223349,0.08922544,0.00702055,0.63926910,0.49613591,0.34496529
-4.88944472,2.14652331,0.31606110,1.13210331,0.00233176,0.08834063,0.00742009,0.63898383,0.49917656,0.35210233
-4.88344172,2.22380143,0.30966754,1.20348129,0.00243154,0.08731441,0.00780886,0.63787494,0.50175372,0.35887857
-4.87743872,2.30405247,0.30289348,1.27864466,0.00253316,0.08621724,0.00818287,0.63632521,0.50415218,0.36532759
-4.87143572,2.38766146,0.29604293,1.35751754,0.00263697,0.08512271,0.00853846,0.63472306,0.50666058,0.37148532
-4.86543272,2.47492909,0.28941966,1.43994323,0.00274332,0.08410553,0.00887242,0.63344749,0.50956120,0.37738725
-4.85942971,2.56604901,0.28331797,1.52567785,0.00285253,0.08323957,0.00918216,0.63285359,0.51312024,0.38306612
-4.85342671,2.66109040,0.27801408,1.61438772,0.00296488,0.08259615,0.00946582,0.63325937,0.51757894,0.38855013
-4.84742371,2.75998647,0.27375841,1.70565059,0.00308057,0.08224250,0.00972246,0.63493432,0.52314599,0.39386177
-4.84142071,2.86252948,0.27076903,1.79896088,0.00319975,0.08224047,0.00995209,0.63809014,0.52999119,0.39901716
-4.83541771,2.96837199,0.26922646,1.89373869,0.00332245,0.08264553,0.01015576,0.64287396,0.53824074,0.40402594
-4.82941471,3.07703438,0.26926995,1.98934221,0.00344861,0.08350609,0.01033563,0.64936415,0.54797416,0.40889154
-4.82341171,3.18791775,0.27099529,2.08508299,0.00357802,0.08486300,0.01049487,0.65756894,0.55922278,0.41361186
-4.81740870,3.30032142,0.27445412,2.18024330,0.00371039,0.08674934,0.01063768,0.66742756,0.57196980,0.41818006
-4.81140570,3.41346381,0.27965464,2.27409470,0.00384528,0.08919031,0.01076912,0.67881401,0.58615172,0.42258553
-4.80540270,3.52650552,0.28656365,2.36591691,0.00398210,0.09220337,0.01089498,0.69154304,0.60166110,0.42681477
-4.79939970,3.63857327,0.29510959,2.45501602,0.00412016,0.09579830,0.01102157,0.70537794,0.61835026,0.43085215
-4.79339670,3.74878321,0.30518654,2.54074103,0.00425866,0.09997738,0.01115548,0.72003996,0.63603585,0.43468054
-4.78739370,3.85626258,0.31665870,2.62249794,0.00439668,0.10473548,0.01130335,0.73521872,0.65450399,0.43828161
-4.78139070,3.96016845,0.32936530,2.69976064,0.00453323,0.11006011,0.01147154,0.75058315,0.67351576,0.44163589
-4.77538769,4.05970286,0.34312563,2.77207811,0.00466724,0.11593129,0.01166589,0.76579259,0.69281287,0.44472259
-4.76938469,4.15412360,0.35774383,2.83907755,0.00479758,0.12232136,0.01189139,0.78050752,0.71212326,0.44751916
-4.76338169,4.24275056,0.37301344,2.90046357,0.00492312,0.12919471,0.01215197,0.79439953,0.73116658,0.45000068
-4.75737869,4.32496751,0.38872147,2.95601337,0.00504270,0.13650733,0.01245023,0.80716009,0.74965934,0.45213915
-4.75137569,4.40021991,0.40465184,3.00556871,0.00515517,0.14420642,0.01278725,0.81850805,0.76731970,0.45390279
-4.74537269,4.46800922,0.42058828,3.04902500,0.00525940,0.15222998,0.01316249,0.82819539,0.78387180,0.45525541
-4.73936968,4.52788484,0.43631651,3.08631869,0.00535430,0.16050653,0.01357363,0.83601141,0.79904972,0.45615589
-4.73336668,4.57943467,0.45162601,3.11741376,0.00543882,0.16895499,0.01401662,0.84178510,0.81260099,0.45655807
-4.72736368,4.62227550,0.46631127,3.14228852,0.00551198,0.17748489,0.01448566,0.84538594,0.82428968,0.45641076
-4.72136068,4.65604466,0.48017279,3.16092367,0.00557283,0.18599680,0.01497338,0.84672329,0.83389927,0.45565833
-4.71535768,4.68039389,0.49301796,3.17329266,0.00562050,0.19438334,0.01547095,0.84574448,0.84123516,0.45424163
-4.70935468,4.69498648,0.50466196,3.17935525,0.00565416,0.20253052,0.01596837,0.84243203,0.84612704,0.45209930
-4.70335168,4.69949852,0.51492893,3.17905469,0.00567306,0.21031959,0.01645469,0.83680026,0.84843106,0.44916959
-4.69734867,4.69362458,0.52365340,3.17231906,0.00567651,0.21762936,0.01691843,0.82889150,0.84803195,0.44539248
-4.69134567,4.67708774,0.53068221,3.15906664,0.00566391,0.22433895,0.01734786,0.81877244,0.84484495,0.44071210
-4.68534267,4.64965395,0.53587681,3.13921507,0.00563474,0.23033084,0.01773141,0.80653053,0.83881769,0.43507938
-4.67933967,4.61114956,0.53911606,3.11269375,0.00558858,0.23549416,0.01805806,0.79227102,0.82993183,0.42845478
-4.67333667,4.56148122,0.54029933,3.07945856,0.00552514,0.23972809,0.01831767,0.77611435,0.81820449,0.42081097
-4.66733367,4.50065674,0.53934977,3.03950786,0.00544429,0.24294516,0.01850140,0.75819435,0.80368931,0.41213536
-4.66133067,4.42880531,0.53621769,2.99289861,0.00534606,0.24507438,0.01860192,0.73865686,0.78647709,0.40243233
-4.65532766,4.34619551,0.53088361,2.93976127,0.00523069,0.24606390,0.01861371,0.71765903,0.76669579,0.39172502
-4.64932466,4.25324974,0.52336095,2.88031244,0.00509866,0.24588318,0.01853326,0.69536879,0.74450988,0.38005663
-4.64332166,4.15055350,0.51369803,2.81486410,0.00495069,0.24452445,0.01835914,0.67196477,0.72011897,0.36749107
