energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.72386193,2.82026527,0.00502717,0.27460467,0.06151607,1.27060010,0.80049169,0.97153902
-5.71785893,2.68373707,0.00491300,0.25662317,0.05766393,1.21202202,0.74964625,0.92893964
-5.71185593,2.55191613,0.00479755,0.23916421,0.05404311,1.15523557,0.69937880,0.88846624
-5.70585293,2.42594526,0.00468308,0.22236602,0.05067016,1.10077242,0.65017607,0.85042037
-5.69984992,2.30673615,0.00457160,0.20634239,0.04755459,1.04905727,0.60247492,0.81502402
-5.69384692,2.19497613,0.00446484,0.19118249,0.04469951,1.00041001,0.55665757,0.78242557
-5.68784392,2.09114433,0.00436430,0.17695147,0.04210246,0.95505239,0.51304894,0.75270870
-5.68184092,1.99553596,0.00427123,0.16369202,0.03975636,0.91311879,0.47191607,0.72590393
-5.67583792,1.90829342,0.00418673,0.15142650,0.03765055,0.87467023,0.43346957,0.70200204
-5.66983492,1.82944233,0.00411174,0.14015988,0.03577190,0.83971101,0.39786699,0.68096874
-5.66383192,1.75893048,0.00404716,0.12988299,0.03410589,0.80820670,0.36521772,0.66275983
-5.65782891,1.69666751,0.00399386,0.12057632,0.03263766,0.78010273,0.33558926,0.64733589
-5.65182591,1.64256312,0.00395277,0.11221378,0.03135303,0.75534232,0.30901440,0.63467586
-5.64582291,1.59656165,0.00392492,0.10476663,0.03023926,0.73388277,0.28549890,0.62478861
-5.63981991,1.55867122,0.00391147,0.09820723,0.02928584,0.71570933,0.26502935,0.61772192
-5.63381691,1.52898581,0.00391372,0.09251243,0.02848496,0.70084576,0.24758070,0.61356831
-5.62781391,1.50769918,0.00393311,0.08766661,0.02783184,0.68936101,0.23312317,0.61246740
-5.62181091,1.49510983,0.00397120,0.08366418,0.02732487,0.68137188,0.22162826,0.61460467
-5.61580790,1.49161708,0.00402961,0.08051145,0.02696554,0.67704129,0.21307354,0.62020656
-5.60980490,1.49770834,0.00410998,0.07822785,0.02675820,0.67657252,0.20744608,0.62953236
-5.60380190,1.51393849,0.00421385,0.07684643,0.02670964,0.68019963,0.20474447,0.64286319
-5.59779890,1.54090275,0.00434258,0.07641364,0.02682856,0.68817473,0.20497930,0.66048875
-5.59179590,1.57920435,0.00449728,0.07698844,0.02712489,0.70075270,0.20817230,0.68269258
-5.58579290,1.62941898,0.00467865,0.07864072,0.02760908,0.71817435,0.21435407,0.70973661
-5.57978989,1.69205792,0.00488693,0.08144904,0.02829135,0.74064871,0.22356070,0.74184594
-5.57378689,1.76753173,0.00512180,0.08549780,0.02918091,0.76833558,0.23582931,0.77919454
-5.56778389,1.85611636,0.00538231,0.09087397,0.03028522,0.80132902,0.25119296,0.82189278
-5.56178089,1.95792327,0.00566685,0.09766326,0.03160936,0.83964272,0.26967490,0.86997725
-5.55577789,2.07287490,0.00597312,0.10594598,0.03315543,0.88319786,0.29128253,0.92340344
-5.54977489,2.20068641,0.00629817,0.11579271,0.03492207,0.93181396,0.31600133,0.98204155
-5.54377189,2.34085432,0.00663841,0.12725973,0.03690414,0.98520319,0.34378889,1.04567545
-5.53776888,2.49265228,0.00698972,0.14038452,0.03909246,1.04296827,0.37456934,1.11400475
-5.53176588,2.65513369,0.00734752,0.15518134,0.04147372,1.10460398,0.40822832,1.18664954
-5.52576288,2.82714074,0.00770692,0.17163712,0.04403055,1.16950224,0.44460873,1.26315751
-5.51975988,3.00731914,0.00806285,0.18970777,0.04674159,1.23696047,0.48350739,1.34301270
-5.51375688,3.19413760,0.00841023,0.20931519,0.04958182,1.30619289,0.52467279,1.42564541
-5.50775388,3.38591091,0.00874412,0.23034493,0.05252285,1.37634434,0.56780414,1.51044235
-5.50175088,3.58082574,0.00905990,0.25264496,0.05553335,1.44650613,0.61255167,1.59675673
-5.49574787,3.77696809,0.00935341,0.27602537,0.05857956,1.51573345,0.65851847,1.68391740
-5.48974487,3.97235147,0.00962109,0.30025943,0.06162582,1.58306378,0.70526378,1.77123689
-5.48374187,4.16494523,0.00986012,0.32508580,0.06463513,1.64753594,0.75230788,1.85801798
-5.47773887,4.35270249,0.01006850,0.35021214,0.06756978,1.70820915,0.79913844,1.94355872
-5.47173587,4.53358729,0.01024516,0.37532001,0.07039195,1.76418178,0.84521840,2.02715598
-5.46573287,4.70560104,0.01038998,0.40007093,0.07306437,1.81460951,0.88999512,2.10810801
-5.45972986,4.86680812,0.01050380,0.42411364,0.07555095,1.85872225,0.93291071,2.18571605
-5.45372686,5.01536088,0.01058847,0.44709210,0.07781737,1.89583992,0.97341336,2.25928597
-5.44772386,5.14952419,0.01064677,0.46865423,0.07983174,1.92538636,1.01096920,2.32813011
-5.44172086,5.26769978,0.01068237,0.48846104,0.08156520,1.94690159,1.04507456,2.39157030
-5.43571786,5.36845037,0.01069975,0.50619571,0.08299245,1.96005170,1.07526823,2.44894227
-5.42971486,5.45052374,0.01070413,0.52157244,0.08409229,1.96463664,1.10114321,2.49960209
-5.42371186,5.51287649,0.01070135,0.53434471,0.08484814,1.96059540,1.12235775,2.54293489
-5.41770885,5.55469721,0.01069772,0.54431262,0.08524842,1.94800855,1.13864521,2.57836593
-5.41170585,5.57542853,0.01069993,0.55132899,0.08528695,1.92709821,1.14982235,2.60537392
-5.40570285,5.57478748,0.01071487,0.55530415,0.08496322,1.89822518,1.15579590,2.62350629
-5.39969985,5.55278329,0.01074948,0.55620910,0.08428262,1.86188340,1.15656703,2.63239584
-5.39369685,5.50973176,0.01081058,0.55407697,0.08325651,1.81869190,1.15223356,2.63177806
-5.38769385,5.44626534,0.01090473,0.54900290,0.08190230,1.76938419,1.14298991,2.62150830
-5.38169085,5.36333791,0.01103799,0.54114212,0.08024332,1.71479564,1.12912460,2.60157774
-5.37568784,5.26222355,0.01121579,0.53070657,0.07830869,1.65584882,1.11101555,2.57212717
-5.36968484,5.14450850,0.01144270,0.51796007,0.07613298,1.59353743,1.08912307,2.53345770
-5.36368184,5.01207582,0.01172228,0.50321228,0.07375588,1.52890899,1.06398090,2.48603735
-5.35767884,4.86708260,0.01205689,0.48681166,0.07122167,1.46304687,1.03618558,2.43050283
-5.35167584,4.71192938,0.01244754,0.46913773,0.06857868,1.39705188,1.00638421,2.36765597
-5.34567284,4.54922247,0.01289375,0.45059272,0.06587863,1.33202396,0.97526119,2.29845445
-5.33966983,4.38172926,0.01339344,0.43159306,0.06317583,1.26904428,0.94352412,2.22399674
-5.33366683,4.21232771,0.01394287,0.41256068,0.06052642,1.20915797,0.91188932,2.14550149
-5.32766383,4.04395084,0.01453663,0.39391455,0.05798745,1.15335784,0.88106722,2.06428191
-5.32166083,3.87952770,0.01516766,0.37606242,0.05561591,1.10256931,0.85174812,1.98171572
-5.31565783,3.72192212,0.01582737,0.35939305,0.05346774,1.05763656,0.82458847,1.89921178
-5.30965483,3.57387106,0.01650573,0.34426888,0.05159678,1.01931018,0.80019820,1.81817457
-5.30365183,3.43792419,0.01719157,0.33101939,0.05005364,0.98823618,0.77912913,1.73996756
-5.29764882,3.31638631,0.01787276,0.31993509,0.04888467,0.96494668,0.76186493,1.66587707
-5.29164582,3.21126461,0.01853661,0.31126225,0.04813078,0.94985206,0.74881269,1.59707785
-5.28564282,3.12422212,0.01917015,0.30519841,0.04782637,0.94323477,0.74029630,1.53460159
-5.27963982,3.05653904,0.01976057,0.30188872,0.04799834,0.94524486,0.73655183,1.47930977
-5.27363682,3.00908318,0.02029559,0.30142319,0.04866506,0.95589733,0.73772485,1.43187157
-5.26763382,2.98229064,0.02076385,0.30383485,0.04983557,0.97507132,0.74386991,1.39274800
-5.26163082,2.97615759,0.02115530,0.30909895,0.05150885,1.00251158,0.75495199,1.36218259
-5.25562781,2.99024363,0.02146150,0.31713330,0.05367334,1.03783206,0.77084993,1.34019912
-5.24962481,3.02368703,0.02167594,0.32779968,0.05630662,1.08052209,0.79136178,1.32660650
-5.24362181,3.07523167,0.02179423,0.34090657,0.05937542,1.12995514,0.81621186,1.32101052
-5.23761881,3.14326526,0.02181428,0.35621304,0.06283587,1.18540040,0.84505930,1.32283217
-5.23161581,3.22586781,0.02173632,0.37343397,0.06663416,1.24603707,0.87750792,1.33133186
-5.22561281,3.32086942,0.02156294,0.39224650,0.07070737,1.31097142,0.91311703,1.34563852
-5.21960980,3.42591550,0.02129899,0.41229761,0.07498485,1.37925643,0.95141294,1.36478281
-5.21360680,3.53853767,0.02095141,0.43321268,0.07938972,1.44991351,0.99190079,1.38773299
-5.20760380,3.65622802,0.02052903,0.45460500,0.08384079,1.52195599,1.03407626,1.41343226
-5.20160080,3.77651437,0.02004229,0.47608569,0.08825465,1.59441350,1.07743695,1.44083620
-5.19559780,3.89703367,0.01950296,0.49727395,0.09254795,1.66635667,1.12149286,1.46894891
-5.18959480,4.01560106,0.01892381,0.51780731,0.09663977,1.73692098,1.16577572,1.49685643
-5.18359180,4.13027169,0.01831822,0.53735123,0.10045400,1.80532890,1.20984691,1.52375624
-5.17758879,4.23939278,0.01769993,0.55560805,0.10392158,1.87090919,1.25330360,1.54898159
-5.17158579,4.34164368,0.01708262,0.57232452,0.10698262,1.93311245,1.29578289,1.57201978
-5.16558279,4.43606199,0.01647966,0.58729789,0.10958812,1.99152197,1.33696409,1.59252346
-5.15957979,4.52205436,0.01590379,0.60038003,0.11170142,2.04585912,1.37656876,1.61031470
-5.15357679,4.59939124,0.01536688,0.61147948,0.11329907,2.09598281,1.41435892,1.62538134
-5.14757379,4.66818560,0.01487966,0.62056129,0.11437131,2.14188287,1.45013343,1.63786601
-5.14157079,4.72885629,0.01445153,0.62764458,0.11492197,2.18366730,1.48372285,1.64804811
-5.13556778,4.78207764,0.01409038,0.63279790,0.11496781,2.22154399,1.51498329,1.65631957
-5.12956478,4.82871751,0.01380245,0.63613277,0.11453743,2.25579762,1.54378940,1.66315554
-5.12356178,4.86976675,0.01359218,0.63779539,0.11366966,2.28676280,1.57002736,1.66908131
-5.11755878,4.90626365,0.01346214,0.63795727,0.11241169,2.31479492,1.59358799,1.67463709
-5.11155578,4.93921712,0.01341295,0.63680501,0.11081678,2.34024018,1.61436081,1.68034238
-5.10555278,4.96953272,0.01344328,0.63452981,0.10894203,2.36340653,1.63222927,1.68666167
-5.09954977,4.99794572,0.01354983,0.63131742,0.10684593,2.38453721,1.64706776,1.69397331
-5.09354677,5.02496473,0.01372744,0.62733874,0.10458616,2.40378847,1.65874049,1.70254321
-5.08754377,5.05082949,0.01396913,0.62274186,0.10221754,2.42121297,1.66710270,1.71250482
-5.08154077,5.07548521,0.01426633,0.61764578,0.09979031,2.43674997,1.67200409,1.72384641
-5.07553777,5.09857544,0.01460905,0.61213617,0.09734883,2.45022306,1.67329451,1.73640669
-5.06953477,5.11945407,0.01498615,0.60626338,0.09493071,2.46134595,1.67083176,1.74987895
-5.06353177,5.13721645,0.01538572,0.60004273,0.09256645,2.46973598,1.66449112,1.76382362
-5.05752876,5.15074795,0.01579536,0.59345705,0.09027956,2.47493512,1.65417625,1.77768893
-5.05152576,5.15878797,0.01620269,0.58646130,0.08808710,2.47643722,1.63983096,1.79083833
-5.04552276,5.16000584,0.01659568,0.57898889,0.08600066,2.47372018,1.62145116,1.80258366
-5.03951976,5.15308475,0.01696320,0.57095936,0.08402758,2.46628140,1.59909646,1.81222209
-5.03351676,5.13680910,0.01729537,0.56228692,0.08217242,2.45367452,1.57290067,1.81907501
-5.02751376,5.11015052,0.01758403,0.55288933,0.08043851,2.43554522,1.54308060,1.82252678
-5.02151076,5.07234755,0.01782309,0.54269658,0.07882948,2.41166434,1.50994249,1.82206126
-5.01550775,5.02297458,0.01800881,0.53165884,0.07735060,2.38195598,1.47388557,1.81729403
-5.00950475,4.96199594,0.01814009,0.51975328,0.07600999,2.34651907,1.43540227,1.80799871
-5.00350175,4.88980171,0.01821853,0.50698924,0.07481936,2.30564094,1.39507479,1.79412573
-4.99749875,4.80722303,0.01824848,0.49341160,0.07379447,2.25980186,1.35356777,1.77581255
-4.99149575,4.71552558,0.01823696,0.47910201,0.07295508,2.20967008,1.31161713,1.75338478
-4.98549275,4.61638098,0.01819344,0.46417810,0.07232451,2.15608724,1.27001515,1.72734789
-4.97948974,4.51181730,0.01812952,0.44879050,0.07192871,2.10004483,1.22959211,1.69837012
-4.97348674,4.40415071,0.01805850,0.43311806,0.07179499,2.04265243,1.19119501,1.66725720
-4.96748374,4.29590146,0.01799488,0.41736139,0.07195037,1.98509938,1.15566393,1.63492025
-4.96148074,4.18969803,0.01795379,0.40173514,0.07241979,1.92861144,1.12380688,1.60233844
-4.95547774,4.08817417,0.01795030,0.38645945,0.07322410,1.87440465,1.09637396,1.57051833
-4.94947474,3.99386367,0.01799883,0.37175107,0.07437813,1.82363845,1.07403180,1.54045172
-4.94347174,3.90909788,0.01811244,0.35781449,0.07588879,1.77737040,1.05733937,1.51307435
-4.93746873,3.83591093,0.01830223,0.34483368,0.07775351,1.73651458,1.04672601,1.48922719
-4.93146573,3.77595719,0.01857677,0.33296484,0.07995893,1.70180573,1.04247290,1.46962229
-4.92546273,3.73044461,0.01894159,0.32233045,0.08248009,1.67377078,1.04469861,1.45481475
-4.91945973,3.70008731,0.01939884,0.31301499,0.08528013,1.65270911,1.05334967,1.44518197
-4.91345673,3.68507931,0.01994702,0.30506240,0.08831052,1.63868252,1.06819672,1.44091107
-4.90745373,3.68509055,0.02058087,0.29847561,0.09151193,1.63151521,1.08883666,1.44199491
-4.90145073,3.69928518,0.02129140,0.29321779,0.09481561,1.63080390,1.11470087,1.44823674
-4.89544772,3.72636107,0.02206609,0.28921557,0.09814531,1.63593743,1.14506961,1.45926290
-4.88944472,3.76460856,0.02288926,0.28636374,0.10141969,1.64612495,1.17909211,1.47454292
-4.88344172,3.81198544,0.02374246,0.28453137,0.10455504,1.66043139,1.21581178,1.49341588
-4.87743872,3.86620472,0.02460518,0.28356888,0.10746826,1.67781839,1.25419585,1.51512148
-4.87143572,3.92483089,0.02545543,0.28331575,0.11007991,1.69718906,1.29316820,1.53883446
-4.86543272,3.98538056,0.02627059,0.28360843,0.11231723,1.71743429,1.33164429,1.56370052
-4.85942971,4.04542271,0.02702816,0.28428815,0.11411701,1.73747873,1.36856691,1.58887222
-4.85342671,4.10267448,0.02770660,0.28520802,0.11542806,1.75632444,1.40294121,1.61354313
-4.84742371,4.15508834,0.02828606,0.28623939,0.11621330,1.77309033,1.43386777,1.63697892
-4.84142071,4.20092740,0.02874918,0.28727690,0.11645124,1.78704593,1.46057236,1.65854405
-4.83541771,4.23882590,0.02908166,0.28824217,0.11613695,1.79763820,1.48243122,1.67772326
-4.82941471,4.26783311,0.02927277,0.28908596,0.11528227,1.80451048,1.49899082,1.69413697
-4.82341171,4.28743937,0.02931580,0.28978864,0.11391540,1.80751319,1.50998154,1.70755054
-4.81740870,4.29758401,0.02920824,0.29035918,0.11207987,1.80670607,1.51532463,1.71787712
-4.81140570,4.29864590,0.02895188,0.29083262,0.10983292,1.80235244,1.51513238,1.72517451
-4.80540270,4.29141755,0.02855273,0.29126622,0.10724339,1.79490589,1.50970166,1.72963643
-4.79939970,4.27706507,0.02802083,0.29173466,0.10438919,1.78499046,1.49950118,1.73157903
-4.79339670,4.25707597,0.02736989,0.29232438,0.10135461,1.77337546,1.48515320,1.73142337
-4.78739370,4.23319785,0.02661680,0.29312761,0.09822737,1.76094606,1.46741053,1.72967498
-4.78139070,4.20737046,0.02578113,0.29423619,0.09509572,1.74867110,1.44712984,1.72690132
-4.77538769,4.18165414,0.02488446,0.29573564,0.09204574,1.73756931,1.42524242,1.72370823
-4.76938469,4.15815717,0.02394976,0.29769983,0.08915867,1.72867517,1.40272344,1.72071614
-4.76338169,4.13896430,0.02300065,0.30018626,0.08650877,1.72300552,1.38056094,1.71853685
-4.75737869,4.12606859,0.02206081,0.30323244,0.08416144,1.72152765,1.35972536,1.71775151
-4.75137569,4.12130798,0.02115326,0.30685333,0.08217173,1.72512975,1.34114075,1.71889035
-4.74537269,4.12630783,0.02029975,0.31103987,0.08058343,1.73459395,1.32565807,1.72241436
-4.73936968,4.14243021,0.01952029,0.31575883,0.07942841,1.75057250,1.31403150,1.72869940
-4.73336668,4.17073055,0.01883255,0.32095359,0.07872651,1.77356720,1.30689782,1.73802272
-4.72736368,4.21192186,0.01825154,0.32654606,0.07848568,1.80391200,1.30475944,1.75055207
-4.72136068,4.26634681,0.01778922,0.33243927,0.07870247,1.84175920,1.30797098,1.76633755
-4.71535768,4.33395781,0.01745425,0.33852074,0.07936274,1.88706893,1.31672964,1.78530609
-4.70935468,4.41430543,0.01725184,0.34466622,0.08044256,1.93960231,1.33106924,1.80725893
-4.70335168,4.50653538,0.01718360,0.35074359,0.08190917,1.99891844,1.35085804,1.83187207
-4.69734867,4.60939473,0.01724757,0.35661699,0.08372214,2.06437543,1.37580024,1.85869981
-4.69134567,4.72124762,0.01743826,0.36215062,0.08583440,2.13513597,1.40544124,1.88718183
-4.68534267,4.84010138,0.01774677,0.36721250,0.08819343,2.21017775,1.43917653,1.91665366
-4.67933967,4.96364332,0.01816109,0.37167775,0.09074238,2.28830921,1.47626444,1.94636086
-4.67333667,5.08928864,0.01866632,0.37543156,0.09342122,2.36819088,1.51584255,1.97547687
-4.66733367,5.21423941,0.01924509,0.37837178,0.09616793,2.44836263,1.55694772,2.00312450
-4.66133067,5.33555425,0.01987803,0.38041106,0.09891963,2.52727656,1.59853964,2.02840063
-4.65532766,5.45022767,0.02054427,0.38147868,0.10161392,2.60333545,1.63952759,2.05040382
-4.64932466,5.55527748,0.02122203,0.38152203,0.10419009,2.67493597,1.67879992,2.06826413
-4.64332166,5.64783804,0.02188925,0.38050783,0.10659053,2.74051564,1.71525556,2.08117412
-4.63731866,5.72525652,0.02252423,0.37842305,0.10876210,2.79860220,1.74783695,2.08842019
-4.63131566,5.78518858,0.02310632,0.37527564,0.11065755,2.84786367,1.77556313,2.08941291
-4.62531266,5.82568983,0.02361650,0.37109490,0.11223691,2.88715710,1.79756208,2.08371504
-4.61930965,5.84529893,0.02403807,0.36593165,0.11346883,2.91557384,1.81310082,2.07106601
-4.61330665,5.84310817,0.02435714,0.35985796,0.11433171,2.93247913,1.82161230,2.05140154
-4.60730365,5.81881781,0.02456308,0.35296650,0.11481474,2.93754393,1.82271747,2.02486714
-4.60130065,5.77277074,0.02464894,0.34536937,0.11491857,2.93076690,1.81624164,1.99182480
-4.59529765,5.70596473,0.02461157,0.33719632,0.11465565,2.91248500,1.80222403,1.95285194
-4.58929465,5.62004062,0.02445182,0.32859239,0.11405022,2.88337160,1.78091979,1.90873240
-4.58329165,5.51724557,0.02417442,0.31971485,0.11313782,2.84442142,1.75279418,1.86043935
-4.57728864,5.40037193,0.02378780,0.31072949,0.11196433,2.79692236,1.71850874,1.80911058
-4.57128564,5.27267319,0.02330376,0.30180626,0.11058455,2.74241488,1.67889983,1.75601673
-4.56528264,5.13775978,0.02273704,0.29311446,0.10906041,2.68264025,1.63495025,1.70252358
-4.55927964,4.99947852,0.02210471,0.28481750,0.10745871,2.61947958,1.58775493,1.65004958
-4.55327664,4.86178020,0.02142556,0.27706748,0.10584863,2.55488604,1.53848219,1.60002027
-4.54727364,4.72858055,0.02071939,0.26999981,0.10429900,2.49081302,1.48833188,1.55382112
-4.54127064,4.60362031,0.02000630,0.26372806,0.10287555,2.42914143,1.43849251,1.51275069
-4.53526763,4.49033008,0.01930594,0.25833936,0.10163809,2.37160917,1.39009886,1.47797568
-4.52926463,4.39170548,0.01863685,0.25389061,0.10063801,2.31974595,1.34419214,1.45048977
-4.52326163,4.31019806,0.01801582,0.25040559,0.09991597,2.27481636,1.30168413,1.43107757
-4.51725863,4.24762623,0.01745735,0.24787333,0.09950008,2.23777368,1.26332710,1.42028532
-4.51125563,4.20511017,0.01697326,0.24624782,0.09940452,2.20922653,1.22969044,1.41839920
-4.50525263,4.18303325,0.01657233,0.24544908,0.09962882,2.18941983,1.20114514,1.42543227
-4.49924962,4.18103172,0.01626016,0.24536570,0.10015778,2.17823088,1.17785652,1.44112061
-4.49324662,4.19801304,0.01603912,0.24585869,0.10096197,2.17518072,1.15978555,1.46492873
-4.48724362,4.23220210,0.01590848,0.24676662,0.10199896,2.17946023,1.14669839,1.49606439
-4.48124062,4.28121354,0.01586458,0.24791169,0.10321506,2.18996977,1.13818371,1.53350223
-4.47523762,4.34214724,0.01590125,0.24910671,0.10454765,2.20537061,1.13367692,1.57601561
-4.46923462,4.41170315,0.01601020,0.25016238,0.10592788,2.22414581,1.13249003,1.62221566
-4.46323162,4.48631092,0.01618157,0.25089486,0.10728370,2.24466793,1.13384598,1.67059621
-4.45722861,4.56226916,0.01640450,0.25113307,0.10854299,2.26527062,1.13691567,1.71958320
-4.45122561,4.63588900,0.01666774,0.25072544,0.10963680,2.28432100,1.14085625,1.76758689
-4.44522261,4.70363611,0.01696025,0.24954592,0.11050238,2.30028973,1.14484901,1.81305510
-4.43921961,4.76226599,0.01727183,0.24749883,0.11108602,2.31181604,1.14813526,1.85452569
-4.43321661,4.80894710,0.01759358,0.24452239,0.11134544,2.31776476,1.15004880,1.89067638
-4.42721361,4.84136744,0.01791842,0.24059092,0.11125178,2.31727347,1.15004370,1.92037021
-4.42121061,4.85782049,0.01824146,0.23571543,0.11079097,2.30978767,1.14771641,1.94269513
-4.41520760,4.85726769,0.01856021,0.22994277,0.10996447,2.29508300,1.14282132,1.95699615
-4.40920460,4.83937542,0.01887476,0.22335334,0.10878945,2.27327377,1.13527942,1.96289910
-4.40320160,4.80452549,0.01918776,0.21605753,0.10729830,2.24480775,1.12517981,1.96032515
-4.39719860,4.75379950,0.01950434,0.20819109,0.10553753,2.21044795,1.11277425,1.94949570
-4.39119560,4.68893826,0.01983181,0.19990965,0.10356617,2.17124240,1.09846517,1.93092761
-4.38519260,4.61227861,0.02017936,0.19138264,0.10145374,2.12848354,1.08278777,1.90541912
-4.37918959,4.52667091,0.02055759,0.18278703,0.09927786,2.08365940,1.06638724,1.87402720
-4.37318659,4.43538099,0.02097801,0.17430095,0.09712164,2.03839864,1.04999210,1.83803742
-4.36718359,4.34198106,0.02145245,0.16609765,0.09507094,1.99441216,1.03438499,1.79892763
-4.36118059,4.25023430,0.02199248,0.15833995,0.09321172,1.95343358,1.02037208,1.75832700
-4.35517759,4.16397794,0.02260887,0.15117541,0.09162741,1.91716129,1.00875253,1.71797211
-4.34917459,4.08700924,0.02331099,0.14473235,0.09039661,1.88720412,1.00028918,1.67966170
-4.34317159,4.02297874,0.02410636,0.13911689,0.08959102,1.86503271,0.99568162,1.64521171
-4.33716858,3.97529423,0.02500027,0.13441101,0.08927378,1.85193819,0.99554261,1.61641212
-4.33116558,3.94703819,0.02599542,0.13067169,0.08949825,1.84899937,1.00037875,1.59498664
-4.32516258,3.94090079,0.02709179,0.12793101,0.09030716,1.85705908,1.01057578,1.58255643
-4.31915958,3.95912918,0.02828656,0.12619730,0.09173226,1.87670998,1.02638902,1.58060823
-4.31315658,4.00349342,0.02957413,0.12545705,0.09379429,1.90828956,1.04793887,1.59046729
-4.30715358,4.07526810,0.03094631,0.12567749,0.09650337,1.95188383,1.07521135,1.61327512
