energy_ev,total_up,Ag_p_up,Ag_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.78389195,1.36767734,0.15893088,1.20201865,0.14649502,0.03982553,0.00144956,0.02627743,0.13524573,0.00000000
-5.77788894,1.31609923,0.14480153,1.16652874,0.12969294,0.03600462,0.00128645,0.02466264,0.12441137,0.00000000
-5.77188594,1.26818213,0.13220597,1.13316249,0.11467884,0.03257534,0.00113695,0.02305164,0.11475385,0.00000000
-5.76588294,1.22444967,0.12107911,1.10250963,0.10134185,0.02952073,0.00100099,0.02145346,0.10623915,0.00000000
-5.75987994,1.18533956,0.11134720,1.07508067,0.08956585,0.02682203,0.00087839,0.01987797,0.09882374,0.00000000
-5.75387694,1.15118446,0.10292965,1.05128582,0.07923266,0.02445915,0.00076890,0.01833558,0.09245550,0.00000000
-5.74787394,1.12219642,0.09574070,1.03141769,0.07022478,0.02241114,0.00067226,0.01683694,0.08707470,0.00000000
-5.74187094,1.09845583,0.08969092,1.01563875,0.06242759,0.02065656,0.00058820,0.01539253,0.08261491,0.00000000
-5.73586793,1.07990576,0.08468864,1.00397431,0.05573115,0.01917394,0.00051648,0.01401246,0.07900415,0.00000000
-5.72986493,1.06635244,0.08064136,0.99631166,0.05003169,0.01794215,0.00045698,0.01270614,0.07616596,0.00000000
-5.72386193,1.05747189,0.07745722,0.99240553,0.04523266,0.01694079,0.00040969,0.01148211,0.07402084,0.00000000
-5.71785893,1.05282302,0.07504657,0.99188983,0.04124575,0.01615067,0.00037476,0.01034791,0.07248771,0.00000000
-5.71185593,1.05186652,0.07332365,0.99429536,0.03799156,0.01555415,0.00035255,0.00931001,0.07148561,0.00000000
-5.70585293,1.05398911,0.07220830,0.99907270,0.03540027,0.01513564,0.00034366,0.00837382,0.07093556,0.00000000
-5.69984992,1.05853199,0.07162785,1.00561932,0.03341220,0.01488201,0.00034896,0.00754375,0.07076247,0.00000000
-5.69384692,1.06482231,0.07151898,1.01330975,0.03197831,0.01478298,0.00036964,0.00682337,0.07089721,0.00000000
-5.68784392,1.07220620,0.07182953,1.02152738,0.03106059,0.01483154,0.00040722,0.00621550,0.07127854,0.00000000
-5.68184092,1.08008181,0.07252021,1.02969633,0.03063245,0.01502424,0.00046355,0.00572248,0.07185506,0.00000000
-5.67583792,1.08793060,0.07356605,1.03731184,0.03067899,0.01536143,0.00054087,0.00534632,0.07258687,0.00000000
-5.66983492,1.09534548,0.07495756,1.04396774,0.03119703,0.01584745,0.00064178,0.00508889,0.07344704,0.00000000
-5.66383192,1.10205416,0.07670141,1.04937947,0.03219512,0.01649059,0.00076921,0.00495212,0.07442260,0.00000000
-5.65782891,1.10793649,0.07882066,1.05340152,0.03369322,0.01730301,0.00092644,0.00493809,0.07551521,0.00000000
-5.65182591,1.11303473,0.08135431,1.05603830,0.03572206,0.01830043,0.00111701,0.00504912,0.07674121,0.00000000
-5.64582291,1.11755611,0.08435626,1.05744774,0.03832236,0.01950170,0.00134469,0.00528779,0.07813118,0.00000000
-5.63981991,1.12186724,0.08789355,1.05793734,0.04154350,0.02092813,0.00161335,0.00565689,0.07972890,0.00000000
-5.63381691,1.12648049,0.09204394,1.05795276,0.04544198,0.02260272,0.00192692,0.00615927,0.08158970,0.00000000
-5.62781391,1.13203277,0.09689281,1.05805918,0.05007945,0.02454920,0.00228919,0.00679767,0.08377836,0.00000000
-5.62181091,1.13925738,0.10252951,1.05891639,0.05552036,0.02679093,0.00270373,0.00757447,0.08636640,0.00000000
-5.61580790,1.14895030,0.10904316,1.06124851,0.06182939,0.02934968,0.00317365,0.00849138,0.08942903,0.00000000
-5.60980490,1.16193211,0.11651819,1.06580974,0.06906847,0.03224442,0.00370151,0.00954910,0.09304178,0.00000000
-5.60380190,1.17900736,0.12502959,1.07334765,0.07729373,0.03549002,0.00428907,0.01074694,0.09727694,0.00000000
-5.59779890,1.20092321,0.13463826,1.08456569,0.08655228,0.03909597,0.00493711,0.01208250,0.10219992,0.00000000
-5.59179590,1.22832910,0.14538648,1.10008665,0.09687900,0.04306529,0.00564528,0.01355131,0.10786577,0.00000000
-5.58579290,1.26173946,0.15729379,1.12041865,0.10829347,0.04739354,0.00641191,0.01514656,0.11431591,0.00000000
-5.57978989,1.30150123,0.17035360,1.14592553,0.12079712,0.05206796,0.00723387,0.01685883,0.12157525,0.00000000
-5.57378689,1.34776764,0.18453047,1.17680278,0.13437080,0.05706703,0.00810647,0.01867607,0.12964987,0.00000000
-5.56778389,1.40047985,0.19975850,1.21306035,0.14897283,0.06236023,0.00902338,0.02058348,0.13852536,0.00000000
-5.56178089,1.45935726,0.21594086,1.25451327,0.16453773,0.06790812,0.00997662,0.02256369,0.14816591,0.00000000
-5.55577789,1.52389717,0.23295054,1.30078054,0.18097569,0.07366290,0.01095660,0.02459703,0.15851425,0.00000000
-5.54977489,1.59338414,0.25063244,1.35129250,0.19817279,0.07956920,0.01195223,0.02666186,0.16949242,0.00000000
-5.54377189,1.66690878,0.26880676,1.40530656,0.21599226,0.08556532,0.01295106,0.02873515,0.18100353,0.00000000
-5.53776888,1.74339527,0.28727363,1.46193061,0.23427652,0.09158472,0.01393952,0.03079313,0.19293420,0.00000000
-5.53176588,1.82163673,0.30581892,1.52015327,0.25285019,0.09755789,0.01490321,0.03281205,0.20515795,0.00000000
-5.52576288,1.90033686,0.32422085,1.57887969,0.27152388,0.10341430,0.01582721,0.03476899,0.21753911,0.00000000
-5.51975988,1.97815628,0.34225739,1.63697138,0.29009884,0.10908454,0.01669647,0.03664277,0.22993728,0.00000000
-5.51375688,2.05376139,0.35971399,1.69328826,0.30837203,0.11450260,0.01749622,0.03841483,0.24221219,0.00000000
-5.50775388,2.12587373,0.37639138,1.74673130,0.32614182,0.11960792,0.01821235,0.04007004,0.25422856,0.00000000
-5.50175088,2.19331762,0.39211299,1.79628356,0.34321379,0.12434740,0.01883189,0.04159750,0.26586097,0.00000000
-5.49574787,2.25506385,0.40673173,1.84104800,0.35940654,0.12867719,0.01934331,0.04299113,0.27699832,0.00000000
-5.48974487,2.31026733,0.42013577,1.88028013,0.37455730,0.13256405,0.01973695,0.04425013,0.28754786,0.00000000
-5.48374187,2.35829705,0.43225286,1.91341420,0.38852699,0.13598639,0.02000530,0.04537926,0.29743832,0.00000000
-5.47773887,2.39875675,0.44305313,1.94008157,0.40120457,0.13893479,0.02014322,0.04638881,0.30662227,0.00000000
-5.47173587,2.43149532,0.45254995,1.96012039,0.41251045,0.14141207,0.02014813,0.04729439,0.31507725,0.00000000
-5.46573287,2.45660639,0.46079897,1.97357621,0.42239874,0.14343278,0.02002009,0.04811645,0.32280589,0.00000000
-5.45972986,2.47441692,0.46789504,1.98069350,0.43085821,0.14502224,0.01976177,0.04887951,0.32983471,0.00000000
-5.45372686,2.48546542,0.47396729,1.98189838,0.43791192,0.14621508,0.01937836,0.04961124,0.33621180,0.00000000
-5.44772386,2.49047078,0.47917255,1.97777357,0.44361545,0.14705342,0.01887744,0.05034125,0.34200333,0.00000000
-5.44172086,2.49029300,0.48368713,1.96902667,0.44805375,0.14758464,0.01826868,0.05109982,0.34728924,0.00000000
-5.43571786,2.48588794,0.48769766,1.95645332,0.45133677,0.14785903,0.01756355,0.05191649,0.35215799,0.00000000
-5.42971486,2.47825810,0.49139117,1.94089725,0.45359398,0.14792725,0.01677496,0.05281863,0.35670095,0.00000000
-5.42371186,2.46840198,0.49494495,1.92320888,0.45496810,0.14783782,0.01591688,0.05383001,0.36100643,0.00000000
-5.41770885,2.45726435,0.49851675,1.90420481,0.45560819,0.14763479,0.01500393,0.05496959,0.36515394,0.00000000
-5.41170585,2.44569009,0.50223573,1.88462996,0.45566249,0.14735558,0.01405095,0.05625030,0.36920863,0.00000000
-5.40570285,2.43438369,0.50619475,1.86512436,0.45527142,0.14702924,0.01307262,0.05767823,0.37321661,0.00000000
-5.39969985,2.42387655,0.51044427,1.84619603,0.45456090,0.14667513,0.01208315,0.05925196,0.37720110,0.00000000
-5.39369685,2.41450365,0.51498839,1.82820140,0.45363645,0.14630213,0.01109584,0.06096231,0.38115981,0.00000000
-5.38769385,2.40639055,0.51978304,1.81133392,0.45257840,0.14590838,0.01012295,0.06279235,0.38506365,0.00000000
-5.38169085,2.39945158,0.52473672,1.79562139,0.45143832,0.14548159,0.00917538,0.06471778,0.38885689,0.00000000
-5.37568784,2.39339889,0.52971355,1.78093207,0.45023694,0.14499996,0.00826255,0.06670768,0.39245882,0.00000000
-5.36968484,2.38776200,0.53453866,1.76698882,0.44896377,0.14443349,0.00739233,0.06872551,0.39576675,0.00000000
-5.36368184,2.38191658,0.53900562,1.75339069,0.44757817,0.14374588,0.00657099,0.07073041,0.39866034,0.00000000
-5.35767884,2.37512104,0.54288554,1.73964039,0.44601217,0.14289660,0.00580318,0.07267864,0.40100695,0.00000000
-5.35167584,2.36655876,0.54593746,1.72517631,0.44417464,0.14184332,0.00509206,0.07452525,0.40266781,0.00000000
-5.34567284,2.35538389,0.54791951,1.70940730,0.44195665,0.14054439,0.00443937,0.07622575,0.40350459,0.00000000
-5.33966983,2.34076832,0.54860016,1.69174832,0.43923792,0.13896134,0.00384555,0.07773773,0.40338623,0.00000000
-5.33366683,2.32194748,0.54776932,1.67165522,0.43589370,0.13706117,0.00330995,0.07902247,0.40219544,0.00000000
-5.32766383,2.29826277,0.54524843,1.64865701,0.43180215,0.13481847,0.00283095,0.08004636,0.39983475,0.00000000
-5.32166083,2.26919868,0.54089932,1.62238402,0.42685150,0.13221716,0.00240617,0.08078207,0.39623174,0.00000000
-5.31565783,2.23441308,0.53463135,1.59259090,0.42094683,0.12925182,0.00203262,0.08120951,0.39134311,0.00000000
-5.30965483,2.19375944,0.52640659,1.55917352,0.41401617,0.12592856,0.00170691,0.08131649,0.38515769,0.00000000
-5.30365183,2.14730046,0.51624283,1.52217934,0.40601562,0.12226541,0.00142538,0.08109905,0.37769797,0.00000000
-5.29764882,2.09531283,0.50421447,1.48181115,0.39693325,0.11829220,0.00118425,0.08056159,0.36902036,0.00000000
-5.29164582,2.03828354,0.49045121,1.43842431,0.38679180,0.11405011,0.00097973,0.07971664,0.35921415,0.00000000
-5.28564282,1.97689845,0.47513490,1.39251830,0.37564997,0.10959069,0.00080819,0.07858441,0.34839932,0.00000000
-5.27963982,1.91202411,0.45849462,1.34472301,0.36360252,0.10497464,0.00066615,0.07719225,0.33672334,0.00000000
-5.27363682,1.84468434,0.44080047,1.29578124,0.35077911,0.10027038,0.00055044,0.07557386,0.32435725,0.00000000
-5.26763382,1.77603283,0.42235646,1.24652799,0.33734208,0.09555245,0.00045822,0.07376848,0.31149120,0.00000000
-5.26163082,1.70732343,0.40349269,1.19786803,0.32348346,0.09089980,0.00038701,0.07182008,0.29832975,0.00000000
-5.25562781,1.63987942,0.38455742,1.15075266,0.30942127,0.08639418,0.00033472,0.06977650,0.28508715,0.00000000
-5.24962481,1.57506313,0.36590935,1.10615651,0.29539543,0.08211854,0.00029967,0.06768875,0.27198283,0.00000000
-5.24362181,1.51424686,0.34791017,1.06505532,0.28166344,0.07815561,0.00028060,0.06561028,0.25923720,0.00000000
-5.23761881,1.45878581,0.33091793,1.02840509,0.26849600,0.07458658,0.00027665,0.06359645,0.24706797,0.00000000
-5.23161581,1.40999357,0.31528108,0.99712313,0.25617267,0.07149001,0.00028733,0.06170399,0.23568699,0.00000000
-5.22561281,1.36912025,0.30133343,0.97207097,0.24497774,0.06894081,0.00031255,0.05999060,0.22529762,0.00000000
-5.21960980,1.33733312,0.28938982,0.95403927,0.23519616,0.06700941,0.00035252,0.05851460,0.21609259,0.00000000
-5.21360680,1.31569947,0.27974264,0.94373452,0.22710972,0.06576100,0.00040778,0.05733448,0.20825227,0.00000000
-5.20760380,1.30517127,0.27265881,0.94176720,0.22099322,0.06525482,0.00047911,0.05650848,0.20194320,0.00000000
-5.20160080,1.30657099,0.26837720,0.94864125,0.21711063,0.06554340,0.00056752,0.05609411,0.19731676,0.00000000
-5.19559780,1.32057827,0.26710622,0.96474443,0.21571115,0.06667183,0.00067417,0.05614741,0.19450784,0.00000000
-5.18959480,1.34771684,0.26902146,0.99033948,0.21702496,0.06867694,0.00080031,0.05672216,0.19363335,0.00000000
-5.18359180,1.38834160,0.27426310,1.02555597,0.22125871,0.07158630,0.00094722,0.05786880,0.19479057,0.00000000
-5.17758879,1.44262576,0.28293316,1.07038277,0.22859056,0.07541726,0.00111614,0.05963318,0.19805510,0.00000000
-5.17158579,1.51054829,0.29509229,1.12466150,0.23916488,0.08017583,0.00130818,0.06205517,0.20347863,0.00000000
-5.16558279,1.59188214,0.31075644,1.18808111,0.25308666,0.08585556,0.00152426,0.06516696,0.21108633,0.00000000
-5.15957979,1.68618396,0.32989312,1.26017426,0.27041579,0.09243650,0.00176501,0.06899139,0.22087414,0.00000000
-5.15357679,1.79278619,0.35241783,1.34031585,0.29116132,0.09988423,0.00203073,0.07354014,0.23280606,0.00000000
-5.14757379,1.91079259,0.37819054,1.42772457,0.31527617,0.10814913,0.00232127,0.07881204,0.24681155,0.00000000
-5.14157079,2.03907829,0.40701276,1.52146781,0.34265246,0.11716603,0.00263604,0.08479138,0.26278339,0.00000000
-5.13556778,2.17629550,0.43862537,1.62047082,0.37311794,0.12685417,0.00297389,0.09144665,0.28057614,0.00000000
-5.12956478,2.32088580,0.47270769,1.72353034,0.40643388,0.13711781,0.00333314,0.09872944,0.30000550,0.00000000
-5.12356178,2.47109975,0.50887800,1.82933307,0.44229474,0.14784739,0.00371155,0.10657396,0.32084882,0.00000000
-5.11755878,2.62502436,0.54669594,1.93647916,0.48033002,0.15892130,0.00410633,0.11489698,0.34284687,0.00000000
-5.11155578,2.78061836,0.58566691,2.04351031,0.52010851,0.17020837,0.00451422,0.12359844,0.36570710,0.00000000
-5.10555278,2.93575505,0.62524875,2.14894221,0.56114509,0.18157103,0.00493151,0.13256275,0.38910842,0.00000000
-5.09954977,3.08827187,0.66486064,2.25130051,0.60291005,0.19286901,0.00535418,0.14166072,0.41270750,0.00000000
-5.09354677,3.23602540,0.70389425,2.34915921,0.64484097,0.20396354,0.00577799,0.15075216,0.43614649,0.00000000
-5.08754377,3.37694999,0.74172691,2.44118028,0.68635662,0.21472194,0.00619862,0.15968917,0.45906204,0.00000000
-5.08154077,3.50911813,0.77773647,2.52615300,0.72687274,0.22502225,0.00661186,0.16831979,0.48109520,0.00000000
-5.07553777,3.63079996,0.81131741,2.60303136,0.76581891,0.23475795,0.00701373,0.17649224,0.50190201,0.00000000
-5.06953477,3.74051936,0.84189763,2.67096796,0.80265597,0.24384225,0.00740069,0.18405927,0.52116426,0.00000000
-5.06353177,3.83710417,0.86895534,2.72934272,0.83689313,0.25221197,0.00776979,0.19088261,0.53860001,0.00000000
-5.05752876,3.91972776,0.89203528,2.77778490,0.86810405,0.25983054,0.00811881,0.19683739,0.55397332,0.00000000
-5.05152576,3.98793979,0.91076359,2.81618714,0.89594092,0.26669016,0.00844639,0.20181607,0.56710282,0.00000000
-5.04552276,4.04168433,0.92486067,2.84471065,0.92014602,0.27281267,0.00875217,0.20573209,0.57786848,0.00000000
-5.03951976,4.08130374,0.93415133,2.86378084,0.94055979,0.27824933,0.00903679,0.20852267,0.58621649,0.00000000
-5.03351676,4.10752775,0.93857172,2.87407314,0.95712526,0.28307909,0.00930200,0.21015092,0.59216156,0.00000000
-5.02751376,4.12144753,0.93817264,2.87648956,0.96988806,0.28740570,0.00955057,0.21060695,0.59578685,0.00000000
-5.02151076,4.12447548,0.93311896,2.87212632,0.97899238,0.29135342,0.00978628,0.20990808,0.59724105,0.00000000
-5.01550775,4.11829198,0.92368505,2.86223400,0.98467252,0.29506181,0.01001380,0.20809797,0.59673305,0.00000000
-5.00950475,4.10478121,0.91024635,2.84817155,0.98724070,0.29867945,0.01023859,0.20524487,0.59452400,0.00000000
-5.00350175,4.08595858,0.89326733,2.83135604,0.98707147,0.30235717,0.01046667,0.20143889,0.59091737,0.00000000
-4.99749875,4.06389271,0.87328633,2.81321022,0.98458359,0.30624091,0.01070450,0.19678856,0.58624719,0.00000000
-4.99149575,4.04062545,0.85089778,2.79510990,0.98022012,0.31046464,0.01095872,0.19141680,0.58086518,0.00000000
-4.98549275,4.01809306,0.82673261,2.77833352,0.97442785,0.31514360,0.01123597,0.18545641,0.57512707,0.00000000
-4.97948974,3.99805223,0.80143759,2.76401572,0.96763691,0.32036832,0.01154270,0.17904537,0.56937892,0.00000000
-4.97348674,3.98201379,0.77565445,2.75310698,0.96024180,0.32619953,0.01188491,0.17232214,0.56394395,0.00000000
-4.96748374,3.97118703,0.74999950,2.74634071,0.95258451,0.33266446,0.01226808,0.16542112,0.55911037,0.00000000
-4.96148074,3.96643673,0.72504473,2.74420914,0.94494073,0.33975443,0.01269692,0.15846856,0.55512088,0.00000000
-4.95547774,3.96825466,0.70130095,2.74694867,0.93750966,0.34742416,0.01317536,0.15157890,0.55216410,0.00000000
-4.94947474,3.97674622,0.67920359,2.75453524,0.93040794,0.35559250,0.01370640,0.14485190,0.55036833,0.00000000
-4.94347174,3.99163278,0.65910175,2.76668949,0.92366779,0.36414487,0.01429212,0.13837041,0.54979794,0.00000000
-4.93746873,4.01226899,0.64125066,2.78289136,0.91723948,0.37293707,0.01493365,0.13219912,0.55045226,0.00000000
-4.93146573,4.03767413,0.62580790,2.80240330,0.91099769,0.38180029,0.01563121,0.12638394,0.55226722,0.00000000
-4.92546273,4.06657582,0.61283330,2.82430095,0.90475150,0.39054715,0.01638417,0.12095234,0.55511942,0.00000000
-4.91945973,4.09746400,0.60229239,2.84751000,0.89825731,0.39897851,0.01719108,0.11591431,0.55883240,0.00000000
-4.91345673,4.12865279,0.59406328,2.87084751,0.89123391,0.40689052,0.01804980,0.11126400,0.56318494,0.00000000
-4.90745373,4.15834752,0.58794641,2.89306627,0.88337900,0.41408190,0.01895756,0.10698193,0.56792082,0.00000000
-4.90145073,4.18471431,0.58367688,2.91290040,0.87438621,0.42036087,0.01991104,0.10303747,0.57275972,0.00000000
-4.89544772,4.20594951,0.58093866,2.92911059,0.86396182,0.42555160,0.02090644,0.09939171,0.57740877,0.00000000
-4.88944472,4.22034635,0.57938026,2.94052741,0.85184049,0.42949989,0.02193960,0.09600036,0.58157428,0.00000000
-4.88344172,4.22635671,0.57863105,2.94609133,0.83779918,0.43207786,0.02300595,0.09281666,0.58497323,0.00000000
-4.87743872,4.22264575,0.57831778,2.94488818,0.82166886,0.43318763,0.02410066,0.08979416,0.58734402,0.00000000
-4.87143572,4.20813795,0.57808058,2.93617904,0.80334355,0.43276375,0.02521859,0.08688925,0.58845627,0.00000000
-4.86543272,4.18205329,0.57758797,2.91942375,0.78278641,0.43077450,0.02635432,0.08406341,0.58811919,0.00000000
-4.85942971,4.14393258,0.57655019,2.89429748,0.76003292,0.42722203,0.02750217,0.08128501,0.58618839,0.00000000
-4.85342671,4.09365175,0.57473071,2.86070002,0.73519098,0.42214152,0.02865616,0.07853073,0.58257085,0.00000000
-4.84742371,4.03142486,0.57195517,2.81875778,0.70843845,0.41559939,0.02981006,0.07578655,0.57722806,0.00000000
-4.84142071,3.95779629,0.56811789,2.76881860,0.68001800,0.40769073,0.03095736,0.07304821,0.57017723,0.00000000
-4.83541771,3.87362283,0.56318541,2.71143970,0.65023010,0.39853624,0.03209126,0.07032135,0.56149054,0.00000000
-4.82941471,3.78004651,0.55719724,2.64736953,0.61942424,0.38827868,0.03320471,0.06762110,0.55129269,0.00000000
-4.82341171,3.67845956,0.55026377,2.57752409,0.58798894,0.37707912,0.03429043,0.06497144,0.53975672,0.00000000
-4.81740870,3.57046280,0.54256140,2.50295879,0.55634117,0.36511315,0.03534094,0.06240416,0.52709839,0.00000000
-4.81140570,3.45781906,0.53432525,2.42483683,0.52491529,0.35256705,0.03634860,0.05995758,0.51356934,0.00000000
-4.80540270,3.34240328,0.52583957,2.34439513,0.49415230,0.33963421,0.03730567,0.05767500,0.49944923,0.00000000
-4.79939970,3.22615082,0.51742642,2.26290923,0.46448934,0.32651166,0.03820439,0.05560312,0.48503722,0.00000000
-4.79339670,3.11100581,0.50943287,2.18165801,0.43635007,0.31339699,0.03903704,0.05379025,0.47064300,0.00000000
-4.78739370,2.99887072,0.50221731,2.10188951,0.41013581,0.30048539,0.03979603,0.05228449,0.45657763,0.00000000
-4.78139070,2.89155889,0.49613525,2.02478895,0.38621785,0.28796711,0.04047399,0.05113198,0.44314454,0.00000000
-4.77538769,2.79075097,0.49152529,1.95144966,0.36493074,0.27602503,0.04106387,0.05037516,0.43063089,0.00000000
-4.76938469,2.69795642,0.48869553,1.88284783,0.34656673,0.26483253,0.04155906,0.05005112,0.41929954,0.00000000
-4.76338169,2.61448082,0.48791106,1.81982171,0.33137125,0.25455138,0.04195350,0.05019009,0.40938183,0.00000000
-4.75737869,2.54139961,0.48938292,1.76305549,0.31953930,0.24532987,0.04224180,0.05081414,0.40107132,0.00000000
-4.75137569,2.47953859,0.49325887,1.71306831,0.31121278,0.23730095,0.04241939,0.05193606,0.39451875,0.00000000
-4.74537269,2.42946130,0.49961634,1.67020829,0.30647851,0.23058035,0.04248264,0.05355844,0.38982823,0.00000000
-4.73936968,2.39146337,0.50845779,1.63465152,0.30536697,0.22526487,0.04242903,0.05567309,0.38705475,0.00000000
-4.73336668,2.36557341,0.51970864,1.60640566,0.30785168,0.22143060,0.04225732,0.05826065,0.38620315,0.00000000
-4.72736368,2.35156031,0.53321785,1.58531790,0.31384909,0.21913129,0.04196764,0.06129056,0.38722849,0.00000000
-4.72136068,2.34894625,0.54876115,1.57108662,0.32321914,0.21839682,0.04156171,0.06472134,0.39003776,0.00000000
-4.71535768,2.35702508,0.56604681,1.56327616,0.33576643,0.21923191,0.04104293,0.06850108,0.39449304,0.00000000
-4.70935468,2.37488518,0.58472372,1.56133433,0.35124210,0.22161506,0.04041647,0.07256840,0.40041580,0.00000000
-4.70335168,2.40143629,0.60439159,1.56461162,0.36934655,0.22549792,0.03968940,0.07685354,0.40759236,0.00000000
-4.69734867,2.43543950,0.62461281,1.57238189,0.38973308,0.23080513,0.03887069,0.08127985,0.41578034,0.00000000
-4.69134567,2.47553966,0.64492564,1.58386359,0.41201262,0.23743464,0.03797115,0.08576545,0.42471588,0.00000000
-4.68534267,2.52029942,0.66485823,1.59824118,0.43575952,0.24525881,0.03700344,0.09022513,0.43412133,0.00000000
-4.67933967,2.56823425,0.68394291,1.61468607,0.46051865,0.25412606,0.03598185,0.09457237,0.44371342,0.00000000
-4.67333667,2.61784743,0.70173034,1.63237666,0.48581355,0.26386333,0.03492211,0.09872154,0.45321133,0.00000000
-4.66733367,2.66766449,0.71780296,1.65051706,0.51115584,0.27427926,0.03384108,0.10259006,0.46234476,0.00000000
-4.66133067,2.71626622,0.73178719,1.66835412,0.53605554,0.28516807,0.03275646,0.10610055,0.47086141,0.00000000
-4.65532766,2.76231948,0.74336411,1.68519245,0.56003218,0.29631402,0.03168628,0.10918291,0.47853390,0.00000000
-4.64932466,2.80460521,0.75227808,1.70040717,0.58262633,0.30749646,0.03064850,0.11177620,0.48516573,0.00000000
-4.64332166,2.84204288,0.75834311,1.71345422,0.60341128,0.31849522,0.02966048,0.11383033,0.49059619,0.00000000
