energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.89794897,0.99494857,0.07839948,0.00097885,0.29708087,0.08177726,0.05844765,0.62391761,0.42754870,0.01198269
-5.89194597,0.95475478,0.07489387,0.00092174,0.28668571,0.07819797,0.05607804,0.59917865,0.40964262,0.01139286
-5.88594297,0.91078348,0.07110539,0.00086728,0.27489410,0.07440232,0.05348156,0.57200599,0.39003425,0.01079238
-5.87993997,0.86363055,0.06708730,0.00081510,0.26188293,0.07044809,0.05069121,0.54277035,0.36901406,0.01018045
-5.87393697,0.81397707,0.06289613,0.00076514,0.24785773,0.06640125,0.04774481,0.51189790,0.34689572,0.00955852
-5.86793397,0.76256464,0.05858991,0.00071756,0.23304483,0.06233452,0.04468344,0.47985451,0.32400604,0.00892983
-5.86193097,0.71017100,0.05422645,0.00067276,0.21768345,0.05832601,0.04154995,0.44713022,0.30067509,0.00829903
-5.85592796,0.65758687,0.04986175,0.00063131,0.20201789,0.05445797,0.03838746,0.41422437,0.27722693,0.00767173
-5.84992496,0.60559486,0.04554860,0.00059397,0.18629025,0.05081576,0.03523808,0.38163204,0.25397125,0.00705415
-5.84392196,0.55495121,0.04133536,0.00056163,0.17073393,0.04748709,0.03214168,0.34983225,0.23119624,0.00645278
-5.83791896,0.50637063,0.03726505,0.00053531,0.15556806,0.04456136,0.02913498,0.31927814,0.20916279,0.00587407
-5.83191596,0.46051472,0.03337457,0.00051613,0.14099310,0.04212933,0.02625074,0.29038942,0.18810017,0.00532422
-5.82591296,0.41798387,0.02969440,0.00050531,0.12718758,0.04028291,0.02351727,0.26354698,0.16820325,0.00480897
-5.81990995,0.37931256,0.02624835,0.00050414,0.11430607,0.03911502,0.02095807,0.23908977,0.14963116,0.00433347
-5.81390695,0.34496764,0.02305367,0.00051396,0.10247817,0.03871959,0.01859176,0.21731357,0.13250737,0.00390222
-5.80790395,0.31534928,0.02012136,0.00053619,0.09180865,0.03919141,0.01643214,0.19847141,0.11692090,0.00351898
-5.80190095,0.29079382,0.01745665,0.00057224,0.08237831,0.04062596,0.01448842,0.18277538,0.10292858,0.00318683
-5.79589795,0.27157796,0.01505959,0.00062357,0.07424558,0.04311900,0.01276559,0.17039919,0.09055807,0.00290816
-5.78989495,0.25792372,0.01292582,0.00069160,0.06744853,0.04676587,0.01126483,0.16148138,0.07981141,0.00268471
-5.78389195,0.25000344,0.01104729,0.00077772,0.06200724,0.05166045,0.00998402,0.15612852,0.07066889,0.00251768
-5.77788894,0.24794431,0.00941313,0.00088321,0.05792618,0.05789383,0.00891829,0.15441819,0.06309297,0.00240773
-5.77188594,0.25183215,0.00801041,0.00100925,0.05519658,0.06555250,0.00806045,0.15640150,0.05703216,0.00235510
-5.76588294,0.26171387,0.00682491,0.00115684,0.05379857,0.07471628,0.00740154,0.16210481,0.05242458,0.00235965
-5.75987994,0.27759871,0.00584183,0.00132674,0.05370308,0.08545584,0.00693123,0.17153075,0.04920122,0.00242090
-5.75387694,0.29945822,0.00504643,0.00151944,0.05487339,0.09783014,0.00663818,0.18465832,0.04728866,0.00253809
-5.74787394,0.32722495,0.00442452,0.00173509,0.05726632,0.11188365,0.00651036,0.20144236,0.04661140,0.00271018
-5.74187094,0.36079040,0.00396296,0.00197343,0.06083306,0.12764366,0.00653529,0.22181236,0.04709363,0.00293587
-5.73586793,0.40000239,0.00364996,0.00223376,0.06551976,0.14511773,0.00670020,0.24567105,0.04866060,0.00321360
-5.72986493,0.44466233,0.00347538,0.00251492,0.07126785,0.16429157,0.00699218,0.27289276,0.05123952,0.00354153
-5.72386193,0.49452293,0.00343085,0.00281522,0.07801422,0.18512729,0.00739825,0.30332214,0.05476016,0.00391757
-5.71785893,0.54928670,0.00350987,0.00313244,0.08569129,0.20756236,0.00790543,0.33677324,0.05915516,0.00433931
-5.71185593,0.60860568,0.00370780,0.00346385,0.09422719,0.23150928,0.00850074,0.37302940,0.06436009,0.00480403
-5.70585293,0.67208266,0.00402179,0.00380623,0.10354585,0.25685610,0.00917129,0.41184399,0.07031347,0.00530870
-5.69984992,0.73927410,0.00445065,0.00415589,0.11356736,0.28346764,0.00990428,0.45294221,0.07695662,0.00584997
-5.69384692,0.80969480,0.00499467,0.00450875,0.12420842,0.31118769,0.01068708,0.49602387,0.08423348,0.00642416
-5.68784392,0.88282413,0.00565534,0.00486042,0.13538292,0.33984173,0.01150723,0.54076727,0.09209042,0.00702730
-5.68184092,0.95811372,0.00643508,0.00520629,0.14700269,0.36924042,0.01235261,0.58683379,0.10047605,0.00765514
-5.67583792,1.03499606,0.00733694,0.00554165,0.15897838,0.39918335,0.01321146,0.63387319,0.10934095,0.00830314
-5.66983492,1.11289363,0.00836420,0.00586181,0.17122035,0.42946306,0.01407255,0.68152918,0.11863742,0.00896658
-5.66383192,1.19122805,0.00952000,0.00616221,0.18363953,0.45986902,0.01492526,0.72944500,0.12831907,0.00964052
-5.65782891,1.26942861,0.01080693,0.00643856,0.19614828,0.49019134,0.01575969,0.77726862,0.13834040,0.01031988
-5.65182591,1.34693970,0.01222662,0.00668695,0.20866098,0.52022402,0.01656679,0.82465737,0.14865619,0.01099944
-5.64582291,1.42322670,0.01377931,0.00690395,0.22109458,0.54976755,0.01733843,0.87128151,0.15922074,0.01167391
-5.63981991,1.49778000,0.01546345,0.00708670,0.23336872,0.57863073,0.01806745,0.91682675,0.16998706,0.01233795
-5.63381691,1.57011695,0.01727531,0.00723299,0.24540582,0.60663161,0.01874771,0.96099553,0.18090578,0.01298618
-5.62781391,1.63978174,0.01920865,0.00734129,0.25713074,0.63359767,0.01937409,1.00350700,0.19192411,0.01361322
-5.62181091,1.70634351,0.02125440,0.00741077,0.26847035,0.65936512,0.01994245,1.04409593,0.20298468,0.01421372
-5.61580790,1.76939286,0.02340047,0.00744134,0.27935298,0.68377765,0.02044955,1.08251069,0.21402443,0.01478239
-5.60980490,1.82853740,0.02563156,0.00743356,0.28970776,0.70668471,0.02089296,1.11851063,0.22497365,0.01531402
-5.60380190,1.88339700,0.02792918,0.00738865,0.29946406,0.72793963,0.02127100,1.15186325,0.23575517,0.01580354
-5.59779890,1.93359932,0.03027165,0.00730841,0.30855114,0.74739781,0.02158251,1.18234159,0.24628396,0.01624610
-5.59179590,1.97877645,0.03263431,0.00719511,0.31689799,0.76491526,0.02182685,1.20972228,0.25646705,0.01663708
-5.58579290,2.01856328,0.03498981,0.00705146,0.32443368,0.78034781,0.02200366,1.23378462,0.26620398,0.01697227
-5.57978989,2.05259815,0.03730852,0.00688050,0.33108810,0.79355112,0.02211283,1.25431109,0.27538782,0.01724788
-5.57378689,2.08052630,0.03955910,0.00668552,0.33679329,0.80438167,0.02215440,1.27108956,0.28390670,0.01746074
-5.56778389,2.10200624,0.04170908,0.00646995,0.34148535,0.81269890,0.02212849,1.28391723,0.29164603,0.01760844
-5.56178089,2.11671919,0.04372564,0.00623734,0.34510691,0.81836839,0.02203528,1.29260648,0.29849119,0.01768943
-5.55577789,2.12438124,0.04557640,0.00599124,0.34761018,0.82126605,0.02187504,1.29699243,0.30433079,0.01770326
-5.54977489,2.12475805,0.04723024,0.00573524,0.34896048,0.82128315,0.02164814,1.29694197,0.30906029,0.01765073
-5.54377189,2.11768125,0.04865818,0.00547285,0.34914010,0.81833197,0.02135517,1.29236385,0.31258589,0.01753405
-5.53776888,2.10306592,0.04983419,0.00520755,0.34815248,0.81235174,0.02099696,1.28321952,0.31482856,0.01735707
-5.53176588,2.08092834,0.05073604,0.00494277,0.34602649,0.80331452,0.02057474,1.26953404,0.31572804,0.01712543
-5.52576288,2.05140287,0.05134597,0.00468191,0.34282060,0.79123073,0.02009023,1.25140660,0.31524661,0.01684669
-5.51975988,2.01475726,0.05165131,0.00442836,0.33862688,0.77615391,0.01954573,1.22902000,0.31337247,0.01653054
-5.51375688,1.97140543,0.05164495,0.00418553,0.33357461,0.75818443,0.01894423,1.20264866,0.31012262,0.01618888
-5.50775388,1.92191690,0.05132567,0.00395693,0.32783334,0.73747189,0.01828945,1.17266464,0.30554499,0.01583592
-5.50175088,1.86702230,0.05069826,0.00374615,0.32161522,0.71421598,0.01758591,1.13954119,0.29971987,0.01548827
-5.49574787,1.80761449,0.04977351,0.00355693,0.31517653,0.68866566,0.01683893,1.10385375,0.29276040,0.01516495
-5.48974487,1.74474496,0.04856802,0.00339322,0.30881825,0.66111669,0.01605457,1.06627795,0.28481217,0.01488739
-5.48374187,1.67961550,0.04710379,0.00325914,0.30288554,0.63190743,0.01523961,1.02758475,0.27605190,0.01467938
-5.47773887,1.61356512,0.04540771,0.00315906,0.29776611,0.60141322,0.01440142,0.98863259,0.26668526,0.01456692
-5.47173587,1.54805250,0.04351090,0.00309755,0.29388737,0.57003931,0.01354785,0.95035682,0.25694382,0.01457813
-5.46573287,1.48463445,0.04144795,0.00307940,0.29171229,0.53821280,0.01268708,0.91375642,0.24708129,0.01474293
-5.45972986,1.42494070,0.03925608,0.00310951,0.29173399,0.50637375,0.01182741,0.87987846,0.23736914,0.01509279
-5.45372686,1.37064568,0.03697427,0.00319292,0.29446899,0.47496586,0.01097714,0.84980051,0.22809168,0.01566029
-5.44772386,1.32343789,0.03464239,0.00333464,0.30044917,0.44442697,0.01014436,0.82461135,0.21954084,0.01647871
-5.44172086,1.28498748,0.03230030,0.00353956,0.31021241,0.41517983,0.00933676,0.80539035,0.21201065,0.01758137
-5.43571786,1.25691270,0.02998710,0.00381236,0.32429211,0.38762323,0.00856148,0.79318594,0.20579160,0.01900105
-5.42971486,1.24074584,0.02774039,0.00415729,0.34320547,0.36212393,0.00782497,0.78899345,0.20116509,0.02076918
-5.42371186,1.23789931,0.02559559,0.00457801,0.36744099,0.33900954,0.00713288,0.79373288,0.19839787,0.02291507
-5.41770885,1.24963242,0.02358548,0.00507744,0.39744502,0.31856243,0.00648991,0.80822677,0.19773675,0.02546494
-5.41170585,1.27701961,0.02173973,0.00565753,0.43360799,0.30101488,0.00589981,0.83317882,0.19940355,0.02844101
-5.40570285,1.32092059,0.02008460,0.00631906,0.47625035,0.28654550,0.00536531,0.86915350,0.20359039,0.03186052
-5.39969985,1.38195313,0.01864273,0.00706148,0.52560871,0.27527693,0.00488813,0.91655724,0.21045534,0.03573474
-5.39369685,1.46046911,0.01743300,0.00788273,0.58182259,0.26727472,0.00446895,0.97562152,0.22011851,0.04006802
-5.38769385,1.55653445,0.01647049,0.00877907,0.64492222,0.26254746,0.00410753,1.04638854,0.23265865,0.04485695
-5.38169085,1.66991363,0.01576647,0.00974505,0.71481783,0.26104804,0.00380272,1.12869970,0.24811019,0.05008962
-5.37568784,1.80005932,0.01532841,0.01077336,0.79129100,0.26267588,0.00355255,1.22218763,0.26646091,0.05574497
-5.36968484,1.94610781,0.01516009,0.01185492,0.87398836,0.26728005,0.00335436,1.32627198,0.28765021,0.06179249
-5.36368184,2.10688063,0.01526161,0.01297888,0.96241827,0.27466331,0.00320484,1.44015952,0.31156804,0.06819197
-5.35767884,2.28089287,0.01562950,0.01413278,1.05595068,0.28458667,0.00310021,1.56284874,0.33805457,0.07489369
-5.35167584,2.46636837,0.01625675,0.01530274,1.15382048,0.29677469,0.00303630,1.69313933,0.36690063,0.08183875
-5.34567284,2.66126190,0.01713289,0.01647375,1.25513448,0.31092117,0.00300865,1.82964636,0.39784904,0.08895979
-5.33966983,2.86328819,0.01824405,0.01762996,1.35888212,0.32669524,0.00301266,1.97081938,0.43059679,0.09618196
-5.33366683,3.06995755,0.01957299,0.01875510,1.46394977,0.34374775,0.00304368,2.11496606,0.46479821,0.10342421
-5.32766383,3.27861746,0.02109923,0.01983294,1.56913834,0.36171778,0.00309709,2.26028004,0.50006903,0.11060082
-5.32166083,3.48649937,0.02279915,0.02084768,1.67318398,0.38023928,0.00316846,2.40487249,0.53599146,0.11762315
-5.31565783,3.69076984,0.02464616,0.02178452,1.77478128,0.39894769,0.00325358,2.54680673,0.57212018,0.12440158
-5.30965483,3.88858475,0.02661096,0.02263008,1.87260842,0.41748641,0.00334855,2.68413503,0.60798922,0.13084760
-5.30365183,4.07714537,0.02866181,0.02337290,1.96535366,0.43551307,0.00344988,2.81493688,0.64311965,0.13687588
-5.29764882,4.25375486,0.03076497,0.02400385,2.05174243,0.45270545,0.00355456,2.93735753,0.67702794,0.14240643
-5.29164582,4.41587377,0.03288517,0.02451650,2.13056422,0.46876707,0.00366005,3.04964609,0.70923489,0.14736662
-5.28564282,4.56117313,0.03498618,0.02490742,2.20069864,0.48343213,0.00376439,3.15019191,0.73927489,0.15169308
-5.27963982,4.68758355,0.03703143,0.02517640,2.26113982,0.49646995,0.00386621,3.23755850,0.76670530,0.15533334
-5.27363682,4.79333915,0.03898480,0.02532653,2.31101847,0.50768866,0.00396473,3.31051390,0.79111585,0.15824730
-5.26763382,4.87701499,0.04081131,0.02536424,2.34962109,0.51693809,0.00405977,3.36805675,0.81213756,0.16040827
-5.26163082,4.93755694,0.04247794,0.02529917,2.37640568,0.52411188,0.00415175,3.40943732,0.82945115,0.16180369
-5.25562781,4.97430303,0.04395440,0.02514395,2.39101352,0.52914858,0.00424165,3.43417282,0.84279453,0.16243550
-5.24962481,4.98699576,0.04521388,0.02491389,2.39327678,0.53203185,0.00433096,3.44205663,0.85196919,0.16232000
-5.24362181,4.97578465,0.04623371,0.02462654,2.38322161,0.53278960,0.00442163,3.43316102,0.85684515,0.16148739
-5.23761881,4.94121910,0.04699597,0.02430117,2.36106674,0.53149224,0.00451596,3.40783331,0.85736439,0.15998088
-5.23161581,4.88423140,0.04748790,0.02395820,2.32721750,0.52824983,0.00461654,3.36668541,0.85354242,0.15785537
-5.22561281,4.80611040,0.04770227,0.02361850,2.28225550,0.52320832,0.00472611,3.31057703,0.84546806,0.15517587
-5.21960980,4.70846641,0.04763747,0.02330277,2.22692415,0.51654499,0.00484745,3.24059297,0.83330121,0.15201553
-5.21360680,4.59318823,0.04729750,0.02303079,2.16211053,0.50846308,0.00498324,3.15801500,0.81726872,0.14845353
-5.20760380,4.46239361,0.04669181,0.02282072,2.08882394,0.49918588,0.00513590,3.06428919,0.79765843,0.14457275
-5.20160080,4.31837463,0.04583487,0.02268848,2.00817194,0.48895037,0.00530748,2.96098967,0.77481153,0.14045736
-5.19559780,4.16353955,0.04474567,0.02264712,1.92133433,0.47800079,0.00549952,2.84977985,0.74911350,0.13619040
-5.18959480,4.00035323,0.04344711,0.02270631,1.82953609,0.46658214,0.00571290,2.73237238,0.72098391,0.13185149
-5.18359180,3.83127809,0.04196515,0.02287190,1.73401986,0.45493422,0.00594777,2.61048919,0.69086549,0.12751467
-5.17758879,3.65871759,0.04032807,0.02314565,1.63601890,0.44328618,0.00620343,2.48582294,0.65921284,0.12324646
-5.17158579,3.48496438,0.03856551,0.02352508,1.53673136,0.43185205,0.00647831,2.36000126,0.62648116,0.11910433
-5.16558279,3.31215502,0.03670770,0.02400342,1.43729655,0.42082750,0.00676996,2.23455502,0.59311558,0.11513553
-5.15957979,3.14223291,0.03478452,0.02456984,1.33877400,0.41038794,0.00707504,2.11089176,0.55954135,0.11137632
-5.15357679,2.97692087,0.03282478,0.02520968,1.24212586,0.40068822,0.00738942,1.99027531,0.52615522,0.10785173
-5.14757379,2.81770431,0.03085557,0.02590497,1.14820311,0.39186411,0.00770827,1.87381217,0.49331860,0.10457580
-5.14157079,2.66582556,0.02890163,0.02663503,1.05773591,0.38403533,0.00802624,1.76244509,0.46135234,0.10155230
-5.13556778,2.52228926,0.02698501,0.02737718,0.97132826,0.37731036,0.00833761,1.65695401,0.43053360,0.09877593
-5.12956478,2.38787850,0.02512474,0.02810758,0.88945688,0.37179260,0.00863656,1.55796393,0.40109471,0.09623384
-5.12356178,2.26318041,0.02333668,0.02880212,0.81247419,0.36758785,0.00891738,1.46595931,0.37322395,0.09390764
-5.11755878,2.14861998,0.02163358,0.02943734,0.74061502,0.36481251,0.00917475,1.38130390,0.34706819,0.09177550
-5.11155578,2.04449992,0.02002516,0.02999137,0.67400647,0.36360226,0.00940401,1.30426497,0.32273714,0.08981449
-5.10555278,1.95104449,0.01851838,0.03044476,0.61268052,0.36412068,0.00960138,1.23504047,0.30030883,0.08800293
-5.09954977,1.86844481,0.01711771,0.03078132,0.55658848,0.36656719,0.00976425,1.17378759,0.27983613,0.08632267
-5.09354677,1.79690305,0.01582558,0.03098877,0.50561669,0.37118387,0.00989135,1.12065112,0.26135372,0.08476113
-5.08754377,1.73667307,0.01464273,0.03105931,0.45960275,0.37826060,0.00998291,1.07579004,0.24488526,0.08331315
-5.08154077,1.68809515,0.01356868,0.03098989,0.41835147,0.38813796,0.01004076,1.03940078,0.23045031,0.08198233
-5.07553777,1.65162281,0.01260211,0.03078250,0.38165000,0.40120765,0.01006840,1.01173591,0.21807057,0.08078196
-5.06953477,1.62784000,0.01174126,0.03044402,0.34928157,0.41790984,0.01007094,0.99311704,0.20777526,0.07973546
-5.06353177,1.61746763,0.01098420,0.02998609,0.32103731,0.43872762,0.01005506,0.98394127,0.19960514,0.07887622
-5.05752876,1.62135870,0.01032915,0.02942464,0.29672595,0.46417809,0.01002883,0.98468063,0.19361516,0.07824692
-5.05152576,1.64048195,0.00977458,0.02877933,0.27618107,0.49480047,0.01000151,0.99587437,0.18987556,0.07789826
-5.04552276,1.67589471,0.00931939,0.02807284,0.25926595,0.53114140,0.00998328,1.01811440,0.18847127,0.07788728
-5.03951976,1.72870568,0.00896284,0.02732999,0.24587590,0.57373769,0.00998496,1.05202439,0.18949978,0.07827517
-5.03351676,1.80002949,0.00870460,0.02657687,0.23593843,0.62309717,0.01001766,1.09823344,0.19306745,0.07912483
-5.02751376,1.89093466,0.00854456,0.02583987,0.22941130,0.67967829,0.01009245,1.15734534,0.19928453,0.08049812
-5.02151076,2.00238754,0.00848273,0.02514475,0.22627880,0.74386906,0.01022002,1.22990507,0.20825910,0.08245300
-5.01550775,2.13519432,0.00851903,0.02451571,0.22654671,0.81596625,0.01041034,1.31636364,0.22009012,0.08504072
-5.00950475,2.28994406,0.00865310,0.02397463,0.23023617,0.89615563,0.01067239,1.41704318,0.23486012,0.08830304
-5.00350175,2.46695502,0.00888407,0.02354029,0.23737700,0.98449404,0.01101392,1.53210376,0.25262762,0.09226978
-4.99749875,2.66622688,0.00921040,0.02322787,0.24800064,1.08089413,0.01144123,1.66151335,0.27341985,0.09695657
-4.99149575,2.88740091,0.00962973,0.02304844,0.26213329,1.18511228,0.01195909,1.80502259,0.29722607,0.10236319
-4.98549275,3.12973021,0.01013873,0.02300880,0.27978936,1.29674056,0.01257064,1.96214527,0.32399175,0.10847231
-4.97948974,3.39206111,0.01073310,0.02311135,0.30096567,1.41520282,0.01327748,2.13214574,0.35361408,0.11524883
-4.97348674,3.67282712,0.01140752,0.02335420,0.32563640,1.53975553,0.01407970,2.31403377,0.38593888,0.12263982
-4.96748374,3.97005558,0.01215578,0.02373138,0.35374913,1.66949311,0.01497607,2.50656731,0.42075934,0.13057511
-4.96148074,4.28138710,0.01297083,0.02423327,0.38522192,1.80335804,0.01596424,2.70826313,0.45781654,0.13896842
-4.95547774,4.60410731,0.01384504,0.02484706,0.41994146,1.94015517,0.01704100,2.91741512,0.49680185,0.14771910
-4.94947474,4.93518962,0.01477041,0.02555737,0.45776233,2.07857008,0.01820253,3.13211966,0.53736130,0.15671436
-4.94347174,5.27134780,0.01573885,0.02634689,0.49850716,2.21719079,0.01944469,3.35030709,0.57910159,0.16583195
-4.93746873,5.60909628,0.01674247,0.02719705,0.54196761,2.35453235,0.02076326,3.56977834,0.62159775,0.17494318
-4.93146573,5.94481630,0.01777389,0.02808874,0.58790605,2.48906341,0.02215415,3.78824537,0.66440203,0.18391609
-4.92546273,6.27482563,0.01882653,0.02900293,0.63605760,2.61923426,0.02361358,4.00337415,0.70705372,0.19261884
-4.91945973,6.59544954,0.01989489,0.02992127,0.68613253,2.74350545,0.02513812,4.21282866,0.74908953,0.20092301
-4.91345673,6.90309096,0.02097470,0.03082664,0.73781872,2.86037640,0.02672473,4.41431474,0.79005409,0.20870683
-4.90745373,7.19429779,0.02206312,0.03170355,0.79078402,2.96841332,0.02837063,4.60562234,0.82951016,0.21585816
-4.90145073,7.46582568,0.02315876,0.03253844,0.84467848,3.06627589,0.03007315,4.78466532,0.86704811,0.22227713
-4.89544772,7.71469480,0.02426168,0.03331993,0.89913636,3.15274227,0.03182942,4.94951774,0.90229440,0.22787845
-4.88944472,7.93823980,0.02537326,0.03403891,0.95377780,3.22673201,0.03363607,5.09844597,0.93491868,0.23259318
-4.88344172,8.13415215,0.02649596,0.03468850,1.00821047,3.28732669,0.03548879,5.22993642,0.96463934,0.23637016
-4.87743872,8.30051474,0.02763306,0.03526401,1.06203098,3.33378784,0.03738196,5.34271850,0.99122741,0.23917679
-4.87143572,8.43582883,0.02878826,0.03576273,1.11482650,3.36557232,0.03930822,5.43578290,1.01450879,0.24099950
-4.86543272,8.53903378,0.02996529,0.03618376,1.16617662,3.38234468,0.04125808,5.50839548,1.03436492,0.24184368
-4.85942971,8.60952008,0.03116738,0.03652776,1.21565571,3.38398673,0.04321962,5.56010705,1.05073201,0.24173333
-4.85342671,8.64713654,0.03239688,0.03679671,1.26283602,3.37060402,0.04517828,5.59075948,1.06359923,0.24071032
-4.84742371,8.65219226,0.03365475,0.03699369,1.30729171,3.34252927,0.04711674,5.60048861,1.07300596,0.23883349
-4.84142071,8.62545430,0.03494018,0.03712276,1.34860383,3.30032257,0.04901501,5.58972436,1.07903874,0.23617754
-4.83541771,8.56814139,0.03625029,0.03718878,1.38636659,3.24476841,0.05085064,5.55918837,1.08182795,0.23283185
-4.82941471,8.48191434,0.03757989,0.03719738,1.42019459,3.17686928,0.05259904,5.50988945,1.08154476,0.22889931
-4.82341171,8.36886322,0.03892137,0.03715506,1.44973124,3.09783593,0.05423403,5.44311689,1.07839850,0.22449513
-4.81740870,8.23149124,0.04026478,0.03706917,1.47465784,3.00907410,0.05572851,5.36043154,1.07263471,0.21974571
-4.81140570,8.07269516,0.04159799,0.03694819,1.49470329,2.91216788,0.05705519,5.26365447,1.06453386,0.21478759
-4.80540270,7.89574155,0.04290701,0.03680185,1.50965395,2.80885951,0.05818748,5.15485286,1.05441073,0.20976641
-4.79939970,7.70423831,0.04417647,0.03664144,1.51936305,2.70102592,0.05910033,5.03632248,1.04261437,0.20483590
-4.79339670,7.50210058,0.04539020,0.03647997,1.52375941,2.59065210,0.05977117,4.91056647,1.02952834,0.20015683
-4.78739370,7.29351017,0.04653192,0.03633244,1.52285473,2.47980141,0.06018072,4.78026949,1.01557087,0.19589581
-4.78139070,7.08286753,0.04758594,0.03621599,1.51674900,2.37058332,0.06031378,4.64826689,1.00119462,0.19222394
-4.77538769,6.87473571,0.04853797,0.03614995,1.50563360,2.26511874,0.06015984,4.51750829,0.98688544,0.18931510
-4.76938469,6.67377555,0.04937588,0.03615581,1.48979155,2.16550348,0.05971360,4.39101525,0.97315990,0.18734400
-4.76338169,6.48467197,0.05009032,0.03625705,1.46959489,2.07377030,0.05897529,4.27183278,0.96056089,0.18648366
-4.75737869,6.31205145,0.05067542,0.03647882,1.44549865,1.99184995,0.05795073,4.16297494,0.94965124,0.18690252
-4.75137569,6.16039139,0.05112915,0.03684749,1.41803180,1.92153214,0.05665133,4.06736481,0.94100478,0.18876097
-4.74537269,6.03392231,0.05145369,0.03738994,1.38778497,1.86442664,0.05509375,3.98776967,0.93519506,0.19220742
-4.73936968,5.93652492,0.05165544,0.03813286,1.35539550,1.82192579,0.05329950,3.92673267,0.93278145,0.19737392
-4.73336668,5.87162419,0.05174497,0.03910175,1.32153019,1.79516879,0.05129429,3.88650240,0.93429310,0.20437142
-4.72736368,5.84208342,0.05173661,0.04031996,1.28686633,1.78500900,0.04910729,3.86896248,0.94021097,0.21328482
-4.72136068,5.85010192,0.05164795,0.04180752,1.25207182,1.79198509,0.04677033,3.87556355,0.95094861,0.22416798
-4.71535768,5.89712019,0.05149908,0.04358008,1.21778510,1.81629709,0.04431695,3.90726018,0.96683242,0.23703889
-4.70935468,5.98373678,0.05131164,0.04564776,1.18459582,1.85778852,0.04178147,3.96445574,0.98808223,0.25187528
-4.70335168,6.10964151,0.05110787,0.04801415,1.15302713,1.91593548,0.03919812,4.04695801,1.01479321,0.26861093
-4.69734867,6.27356907,0.05090942,0.05067540,1.12352037,1.98984390,0.03660011,4.15394855,1.04692007,0.28713287
-4.69134567,6.47327728,0.05073630,0.05361957,1.09642293,2.07825563,0.03401888,4.28396834,1.08426475,0.30727987
-4.68534267,6.70555323,0.05060575,0.05682613,1.07198001,2.17956423,0.03148340,4.43492209,1.12646832,0.32884229
-4.67933967,6.96624987,0.05053129,0.06026581,1.05033061,2.29184074,0.02901956,4.60410269,1.17300805,0.35156362
-4.67333667,7.25035454,0.05052190,0.06390076,1.03150810,2.41286945,0.02664976,4.78823690,1.22320038,0.37514369
-4.66733367,7.55208948,0.05058135,0.06768506,1.01544549,2.54019349,0.02439262,4.98355206,1.27621002,0.39924373
-4.66133067,7.86504294,0.05070790,0.07156554,1.00198511,2.67116935,0.02226279,5.18586314,1.33106539,0.42349315
-4.65532766,8.18232801,0.05089410,0.07548302,0.99089247,2.80302910,0.02027095,5.39067787,1.38668031,0.44749795
-4.64932466,8.49676467,0.05112700,0.07937376,0.98187347,2.93294862,0.01842391,5.59331714,1.44188128,0.47085051
-4.64332166,8.80107932,0.05138862,0.08317131,0.97459445,3.05811979,0.01672481,5.78904669,1.49543963,0.49314051
