energy_ev,total_up,B_p_up,B_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,7.33320800,0.86599644,0.00000000,1.86609022,4.03618399,0.11587311,2.20664503
-5.99399700,7.56843444,0.88281610,0.00000000,1.92909698,4.16714269,0.12099905,2.28485586
-5.98799400,7.81108054,0.89972750,0.00000000,1.99194082,4.30379765,0.12612911,2.36577558
-5.98199100,8.05886807,0.91648837,0.00000000,2.05398009,4.44494414,0.13121596,2.44876060
-5.97598799,8.30937647,0.93286289,0.00000000,2.11457657,4.58927887,0.13621205,2.53310046
-5.96998499,8.56009055,0.94862752,0.00000000,2.17310991,4.73542421,0.14107073,2.61803106
-5.96398199,8.80845184,0.96357610,0.00000000,2.22899229,4.88195434,0.14574735,2.70275017
-5.95797899,9.05191242,0.97752431,0.00000000,2.28168283,5.02742312,0.15020034,2.78643465
-5.95197599,9.28798996,0.99031323,0.00000000,2.33070125,5.17039282,0.15439227,2.86825920
-5.94597299,9.51432260,1.00181208,0.00000000,2.37564039,5.30946339,0.15829079,2.94741582
-5.93996998,9.72872224,1.01191994,0.00000000,2.41617694,5.44330157,0.16186941,3.02313366
-5.93396698,9.92922466,1.02056673,0.00000000,2.45208016,5.57066928,0.16510823,3.09469840
-5.92796398,10.11413520,1.02771331,0.00000000,2.48321801,5.69045045,0.16799432,3.16147064
-5.92196098,10.28206828,1.03335083,0.00000000,2.50956064,5.80167567,0.17052208,3.22290253
-5.91595798,10.43197961,1.03749940,0.00000000,2.53118080,5.90354392,0.17269320,3.27855215
-5.90995498,10.56318966,1.04020628,0.00000000,2.54825128,5.99544049,0.17451651,3.32809494
-5.90395198,10.67539738,1.04154342,0.00000000,2.56103923,6.07695035,0.17600759,3.37133175
-5.89794897,10.76868335,1.04160464,0.00000000,2.56989761,6.14786637,0.17718812,3.40819307
-5.89194597,10.84350158,1.04050244,0.00000000,2.57525391,6.20819166,0.17808511,3.43873927
-5.88594297,10.90065999,1.03836444,0.00000000,2.57759656,6.25813556,0.17872987,3.46315656
-5.87993997,10.94128944,1.03532955,0.00000000,2.57745934,6.29810309,0.17915689,3.48174873
-5.87393697,10.96680197,1.03154393,0.00000000,2.57540429,6.32867777,0.17940268,3.49492493
-5.86793397,10.97883926,1.02715681,0.00000000,2.57200381,6.35059806,0.17950440,3.50318367
-5.86193097,10.97921270,1.02231615,0.00000000,2.56782238,6.36472793,0.17949861,3.50709356
-5.85592796,10.96983691,1.01716440,0.00000000,2.56339853,6.37202250,0.17941998,3.50727147
-5.84992496,10.95265906,1.01183429,0.00000000,2.55922784,6.37348974,0.17930007,3.50435881
-5.84392196,10.92958646,1.00644493,0.00000000,2.55574734,6.37014985,0.17916629,3.49899682
-5.83791896,10.90241540,1.00109823,0.00000000,2.55332207,6.36299384,0.17904089,3.49180177
-5.83191596,10.87276394,0.99587594,0.00000000,2.55223420,6.35294299,0.17894029,3.48334119
-5.82591296,10.84201178,0.99083721,0.00000000,2.55267516,6.34081135,0.17887456,3.47411195
-5.81990995,10.81124985,0.98601719,0.00000000,2.55474112,6.32727280,0.17884710,3.46452129
-5.81390695,10.78124218,0.98142629,0.00000000,2.55843198,6.31283442,0.17885471,3.45487160
-5.80790395,10.75240182,0.97705069,0.00000000,2.56365402,6.29781783,0.17888778,3.44534973
-5.80190095,10.72478252,0.97285374,0.00000000,2.57022608,6.28234924,0.17893088,3.43602128
-5.79589795,10.69808672,0.96877841,0.00000000,2.57788911,6.26635930,0.17896348,3.42683042
-5.78989495,10.67168978,0.96475081,0.00000000,2.58631874,6.24959267,0.17896095,3.41760513
-5.78389195,10.64467976,0.96068443,0.00000000,2.59514037,6.23162724,0.17889576,3.40806784
-5.77788894,10.61591107,0.95648516,0.00000000,2.60394616,6.21190214,0.17873872,3.39785109
-5.77188594,10.58406957,0.95205675,0.00000000,2.61231336,6.18975320,0.17846043,3.38651739
-5.76588294,10.54774623,0.94730642,0.00000000,2.61982304,6.16445430,0.17803265,3.37358261
-5.75987994,10.50551573,0.94215052,0.00000000,2.62607850,6.13526241,0.17742971,3.35854164
-5.75387694,10.45601624,0.93651970,0.00000000,2.63072259,6.10146405,0.17662978,3.34089528
-5.74787394,10.39802642,0.93036357,0.00000000,2.63345310,6.06242070,0.17561598,3.32017690
-5.74187094,10.33053563,0.92365430,0.00000000,2.63403555,6.01761088,0.17437733,3.29597776
-5.73586793,10.25280380,0.91638928,0.00000000,2.63231276,5.96666626,0.17290944,3.26796957
-5.72986493,10.16440782,0.90859231,0.00000000,2.62821077,5.90940023,0.17121485,3.23592332
-5.72386193,10.06527196,0.90031350,0.00000000,2.62174072,5.84582694,0.16930318,3.19972339
-5.71785893,9.95568072,0.89162767,0.00000000,2.61299674,5.77616990,0.16719084,3.15937617
-5.71185593,9.83627328,0.88263144,0.00000000,2.60214976,5.70085950,0.16490057,3.11501295
-5.70585293,9.70801993,0.87343896,0.00000000,2.58943759,5.62051955,0.16246057,3.06688682
-5.69984992,9.57218161,0.86417666,0.00000000,2.57515167,5.53594346,0.15990346,3.01536381
-5.69384692,9.43025469,0.85497714,0.00000000,2.55962129,5.44806135,0.15726503,2.96090875
-5.68784392,9.28390407,0.84597264,0.00000000,2.54319575,5.35789985,0.15458278,2.90406677
-5.68184092,9.13488795,0.83728832,0.00000000,2.52622565,5.26653670,0.15189445,2.84544111
-5.67583792,8.98497867,0.82903584,0.00000000,2.50904403,5.17505281,0.14923650,2.78566880
-5.66983492,8.83588359,0.82130753,0.00000000,2.49194848,5.08448425,0.14664267,2.72539518
-5.66383192,8.68917052,0.81417158,0.00000000,2.47518498,4.99577694,0.14414261,2.66524880
-5.65782891,8.54620163,0.80766840,0.00000000,2.45893459,4.90974652,0.14176076,2.60581779
-5.65182591,8.40807942,0.80180862,0.00000000,2.44330342,4.82704562,0.13951543,2.54762914
-5.64582291,8.27560778,0.79657264,0.00000000,2.42831672,4.74814040,0.13741819,2.49113161
-5.63981991,8.14926999,0.79191207,0.00000000,2.41391732,4.67329753,0.13547353,2.43668339
-5.63381691,8.02922490,0.78775276,0.00000000,2.39996859,4.60258253,0.13367890,2.38454478
-5.62781391,7.91532140,0.78399954,0.00000000,2.38626196,4.53586920,0.13202502,2.33487627
-5.62181091,7.80713018,0.78054232,0.00000000,2.37252846,4.47285992,0.13049657,2.28774199
-5.61580790,7.70399086,0.77726326,0.00000000,2.35845404,4.41311532,0.12907312,2.24311811
-5.60980490,7.60507180,0.77404475,0.00000000,2.34369763,4.35609178,0.12773025,2.20090562
-5.60380190,7.50943903,0.77077761,0.00000000,2.32791131,4.30118449,0.12644092,2.16094667
-5.59779890,7.41613042,0.76736919,0.00000000,2.31076138,4.24777359,0.12517696,2.12304336
-5.59179590,7.32423068,0.76375089,0.00000000,2.29194925,4.19527079,0.12391052,2.08697791
-5.58579290,7.23294299,0.75988463,0.00000000,2.27123121,4.14316369,0.12261556,2.05253298
-5.57978989,7.14165310,0.75576789,0.00000000,2.24843579,4.09105527,0.12126924,2.01951088
-5.57378689,7.04998225,0.75143703,0.00000000,2.22347790,4.03869638,0.11985312,1.98775062
-5.56778389,6.95782581,0.74696863,0.00000000,2.19636898,3.98600919,0.11835416,1.95714183
-5.56178089,6.86537544,0.74247869,0.00000000,2.16722242,3.93310043,0.11676545,1.92763466
-5.55577789,6.77312358,0.73811973,0.00000000,2.13625404,3.88026351,0.11508667,1.89924523
-5.54977489,6.68184979,0.73407578,0.00000000,2.10377749,3.82796948,0.11332416,1.87205641
-5.54377189,6.59258980,0.73055553,0.00000000,2.07019476,3.77684731,0.11149080,1.84621370
-5.53776888,6.50658895,0.72778395,0.00000000,2.03598224,3.72765446,0.10960547,1.82191682
-5.53176588,6.42524257,0.72599269,0.00000000,2.00167302,3.68123964,0.10769230,1.79940734
-5.52576288,6.35002654,0.72540977,0.00000000,1.96783630,3.63849947,0.10577968,1.77895327
-5.51975988,6.28242195,0.72624897,0.00000000,1.93505505,3.60033172,0.10389906,1.76083145
-5.51375688,6.22383782,0.72869955,0.00000000,1.90390291,3.56758736,0.10208367,1.74530902
-5.50775388,6.17553619,0.73291667,0.00000000,1.87492165,3.54102435,0.10036713,1.73262491
-5.50175088,6.13856350,0.73901304,0.00000000,1.84860022,3.52126524,0.09878211,1.72297254
-5.49574787,6.11369190,0.74705210,0.00000000,1.82535653,3.50876104,0.09735900,1.71648493
-5.48974487,6.10137357,0.75704319,0.00000000,1.80552280,3.50376315,0.09612475,1.71322289
-5.48374187,6.10171029,0.76893882,0.00000000,1.78933514,3.50630455,0.09510185,1.71316716
-5.47773887,6.11443972,0.78263413,0.00000000,1.77692791,3.51619137,0.09430757,1.71621495
-5.47173587,6.13893894,0.79796867,0.00000000,1.76833299,3.53300491,0.09375335,1.72218106
-5.46573287,6.17424482,0.81473029,0.00000000,1.76348389,3.55611402,0.09344453,1.73080365
-5.45972986,6.21909012,0.83266102,0.00000000,1.76222448,3.58469688,0.09338034,1.74175418
-5.45372686,6.27195322,0.85146465,0.00000000,1.76432172,3.61777124,0.09355405,1.75465121
-5.44772386,6.33111884,0.87081570,0.00000000,1.76948170,3.65423124,0.09395346,1.76907707
-5.44172086,6.39474683,0.89036933,0.00000000,1.77736818,3.69288912,0.09456155,1.78459683
-5.43571786,6.46094552,0.90977193,0.00000000,1.78762259,3.73251978,0.09535728,1.80077822
-5.42971486,6.52784634,0.92867182,0.00000000,1.79988463,3.77190607,0.09631655,1.81721181
-5.42371186,6.59367620,0.94672983,0.00000000,1.81381236,3.80988283,0.09741322,1.83353023
-5.41770885,6.65682470,0.96362929,0.00000000,1.82910103,3.84537788,0.09862013,1.84942551
-5.41170585,6.71590327,0.97908512,0.00000000,1.84549962,3.87744820,0.09991020,1.86466385
-5.40570285,6.76979412,0.99285175,0.00000000,1.86282462,3.90531014,0.10125734,1.87909696
-5.39969985,6.81768731,1.00472971,0.00000000,1.88097039,3.92836257,0.10263740,1.89266951
-5.39369685,6.85910464,1.01457063,0.00000000,1.89991574,3.94620233,0.10402887,1.90542252
-5.38769385,6.89391005,1.02228055,0.00000000,1.91972647,3.95863174,0.10541352,1.91749234
-5.38169085,6.92230639,1.02782156,0.00000000,1.94055388,3.96565820,0.10677682,1.92910545
-5.37568784,6.94481909,1.03121163,0.00000000,1.96262926,3.96748616,0.10810814,1.94056923
-5.36968484,6.96226771,1.03252278,0.00000000,1.98625457,3.96450219,0.10940086,1.95225921
-5.36368184,6.97572674,1.03187759,0.00000000,2.01178965,3.95725388,0.11065220,1.96460311
-5.35767884,6.98647708,1.02944420,0.00000000,2.03963637,3.94642365,0.11186294,1.97806252
-5.35167584,6.99595035,1.02542997,0.00000000,2.07022022,3.93279849,0.11303691,1.99311280
-5.34567284,7.00566781,1.02007393,0.00000000,2.10396994,3.91723689,0.11418044,2.01022187
-5.33966983,7.01717606,1.01363827,0.00000000,2.14129574,3.90063422,0.11530161,2.02982882
-5.33366683,7.03198182,1.00639924,0.00000000,2.18256700,3.88388768,0.11640948,2.05232298
-5.32766383,7.05148787,0.99863749,0.00000000,2.22808992,3.86786219,0.11751327,2.07802419
-5.32166083,7.07693228,0.99062845,0.00000000,2.27808617,3.85335813,0.11862147,2.10716505
