energy_ev,total_up,Au_p_up,Au_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,8.50689232,0.81940627,7.35593969,0.23731825,0.00000000,0.70128186,0.00000000
-5.99399700,8.54441428,0.82573723,7.38348972,0.23789112,0.00000000,0.70782189,0.00000000
-5.98799400,8.57239322,0.83137723,7.40462686,0.23781013,0.00000000,0.71283328,0.00000000
-5.98199100,8.58862171,0.83634731,7.41749972,0.23708749,0.00000000,0.71602302,0.00000000
-5.97598799,8.59138975,0.84073014,7.42063714,0.23576192,0.00000000,0.71715844,0.00000000
-5.96998499,8.57952517,0.84467228,7.41297888,0.23389764,0.00000000,0.71607506,0.00000000
-5.96398199,8.55241169,0.84838338,7.39388896,0.23158250,0.00000000,0.71268160,0.00000000
-5.95797899,8.50998468,0.85213221,7.36315190,0.22892506,0.00000000,0.70696211,0.00000000
-5.95197599,8.45270562,0.85623926,7.32095304,0.22605092,0.00000000,0.69897520,0.00000000
-5.94597299,8.38151721,0.86106633,7.26784456,0.22309836,0.00000000,0.68885031,0.00000000
-5.93996998,8.29778139,0.86700304,7.20469892,0.22021344,0.00000000,0.67678128,0.00000000
-5.93396698,8.20320341,0.87445090,7.13265245,0.21754477,0.00000000,0.66301762,0.00000000
-5.92796398,8.09974510,0.88380541,7.05304122,0.21523811,0.00000000,0.64785369,0.00000000
-5.92196098,7.98953133,0.89543684,6.96733226,0.21343100,0.00000000,0.63161654,0.00000000
-5.91595798,7.87475312,0.90967065,6.87705253,0.21224756,0.00000000,0.61465271,0.00000000
-5.90995498,7.75757145,0.92676829,6.78371861,0.21179377,0.00000000,0.59731488,0.00000000
-5.90395198,7.64002537,0.94690936,6.68876949,0.21215315,0.00000000,0.57994872,0.00000000
-5.89794897,7.52394789,0.97017599,6.59350494,0.21338329,0.00000000,0.56288064,0.00000000
-5.89194597,7.41089280,0.99654045,6.49903159,0.21551315,0.00000000,0.54640690,0.00000000
-5.88594297,7.30207504,1.02585651,6.40621869,0.21854128,0.00000000,0.53078464,0.00000000
-5.87993997,7.19832690,1.05785548,6.31566492,0.22243516,0.00000000,0.51622492,0.00000000
-5.87393697,7.10007154,1.09214708,6.22767763,0.22713151,0.00000000,0.50288831,0.00000000
-5.86793397,7.00731483,1.12822556,6.14226514,0.23253777,0.00000000,0.49088287,0.00000000
-5.86193097,6.91965571,1.16548102,6.05914243,0.23853464,0.00000000,0.48026465,0.00000000
-5.85592796,6.83631461,1.20321562,5.97775009,0.24497962,0.00000000,0.47104056,0.00000000
-5.84992496,6.75617869,1.24066421,5.89728582,0.25171146,0.00000000,0.46317321,0.00000000
-5.84392196,6.67786203,1.27701866,5.81674723,0.25855533,0.00000000,0.45658769,0.00000000
-5.83791896,6.59977813,1.31145482,5.73498430,0.26532868,0.00000000,0.45117948,0.00000000
-5.83191596,6.52022158,1.34316116,5.65075931,0.27184737,0.00000000,0.44682338,0.00000000
-5.82591296,6.43745532,1.37136764,5.56281163,0.27793196,0.00000000,0.44338274,0.00000000
-5.81990995,6.34979947,1.39537374,5.46992458,0.28341393,0.00000000,0.44071863,0.00000000
-5.81390695,6.25571779,1.41457418,5.37099113,0.28814147,0.00000000,0.43869834,0.00000000
-5.80790395,6.15389761,1.42848126,5.26507560,0.29198473,0.00000000,0.43720306,0.00000000
-5.80190095,6.04331956,1.43674278,5.15146812,0.29484022,0.00000000,0.43613404,0.00000000
-5.79589795,5.92331380,1.43915464,5.02972934,0.29663414,0.00000000,0.43541727,0.00000000
-5.78989495,5.79360001,1.43566763,4.89972312,0.29732464,0.00000000,0.43500640,0.00000000
-5.78389195,5.65430943,1.42638808,4.76163538,0.29690277,0.00000000,0.43488373,0.00000000
-5.77788894,5.50598775,1.41157244,4.61597836,0.29539213,0.00000000,0.43505955,0.00000000
-5.77188594,5.34957912,1.39161610,4.46357988,0.29284735,0.00000000,0.43556968,0.00000000
-5.76588294,5.18639202,1.36703706,4.30555819,0.28935127,0.00000000,0.43647163,0.00000000
-5.75987994,5.01804889,1.33845534,4.14328369,0.28501116,0.00000000,0.43783949,0.00000000
-5.75387694,4.84642228,1.30656911,3.97832947,0.27995411,0.00000000,0.43975805,0.00000000
-5.74787394,4.67356064,1.27212875,3.81241318,0.27432165,0.00000000,0.44231630,0.00000000
-5.74187094,4.50160759,1.23591011,3.64733309,0.26826417,0.00000000,0.44560082,0.00000000
-5.73586793,4.33271851,1.19868816,3.48490144,0.26193506,0.00000000,0.44968939,0.00000000
-5.72986493,4.16897856,1.16121207,3.32687845,0.25548500,0.00000000,0.45464504,0.00000000
-5.72386193,4.01232564,1.12418301,3.17490972,0.24905666,0.00000000,0.46051096,0.00000000
-5.71785893,3.86448193,1.08823516,3.03047012,0.24277983,0.00000000,0.46730646,0.00000000
-5.71185593,3.72689665,1.05392086,2.89481636,0.23676747,0.00000000,0.47502406,0.00000000
-5.70585293,3.60070222,1.02170013,2.76895010,0.23111243,0.00000000,0.48362801,0.00000000
-5.69984992,3.48668541,0.99193468,2.65359290,0.22588526,0.00000000,0.49305408,0.00000000
-5.69384692,3.38527406,0.96488658,2.54917367,0.22113298,0.00000000,0.50321087,0.00000000
