energy_ev,total_up,B_p_up,B_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,6.47518544,0.78451188,0.00000000,1.47363163,1.85075979,3.13529067,0.00000000
-5.99399700,6.46662789,0.80515944,0.00000000,1.48299274,1.88265349,3.09353612,0.00000000
-5.98799400,6.44206648,0.82333609,0.00000000,1.48797226,1.90808181,3.04497843,0.00000000
-5.98199100,6.40140196,0.83881984,0.00000000,1.48841745,1.92672679,2.98994609,0.00000000
-5.97598799,6.34483088,0.85143544,0.00000000,1.48426879,1.93839765,2.92888977,0.00000000
-5.96998499,6.27284797,0.86105824,0.00000000,1.47556261,1.94303585,2.86237653,0.00000000
-5.96398199,6.18623855,0.86761647,0.00000000,1.46243070,1.94071585,2.79108006,0.00000000
-5.95797899,6.08606166,0.87109180,0.00000000,1.44509698,1.93164158,2.71576749,0.00000000
-5.95197599,5.97362445,0.87151828,0.00000000,1.42387115,1.91613854,2.63728326,0.00000000
-5.94597299,5.85044910,0.86897957,0.00000000,1.39913994,1.89464218,2.55653084,0.00000000
-5.93996998,5.71823361,0.86360473,0.00000000,1.37135597,1.86768278,2.47445295,0.00000000
-5.93396698,5.57880817,0.85556268,0.00000000,1.34102493,1.83586765,2.39201109,0.00000000
-5.92796398,5.43408881,0.84505572,0.00000000,1.30869142,1.79986146,2.31016518,0.00000000
-5.92196098,5.28603011,0.83231234,0.00000000,1.27492408,1.76036542,2.22985381,0.00000000
-5.91595798,5.13657860,0.81757962,0.00000000,1.24030043,1.71809630,2.15197578,0.00000000
-5.90995498,4.98762842,0.80111569,0.00000000,1.20539210,1.67376613,2.07737328,0.00000000
-5.90395198,4.84098052,0.78318245,0.00000000,1.17075071,1.62806326,2.00681701,0.00000000
-5.89794897,4.69830636,0.76403894,0.00000000,1.13689489,1.58163565,1.94099349,0.00000000
-5.89194597,4.56111684,0.74393552,0.00000000,1.10429886,1.53507671,1.88049441,0.00000000
-5.88594297,4.43073692,0.72310901,0.00000000,1.07338263,1.48891429,1.82580820,0.00000000
-5.87993997,4.30828595,0.70177907,0.00000000,1.04450404,1.44360275,1.77731345,0.00000000
-5.87393697,4.19466366,0.68014564,0.00000000,1.01795281,1.39951839,1.73527427,0.00000000
-5.86793397,4.09054140,0.65838745,0.00000000,0.99394640,1.35695796,1.69983714,0.00000000
-5.86193097,3.99635831,0.63666171,0.00000000,0.97262787,1.31613999,1.67102935,0.00000000
-5.85592796,3.91232171,0.61510443,0.00000000,0.95406533,1.27720851,1.64875877,0.00000000
-5.84992496,3.83841137,0.59383162,0.00000000,0.93825320,1.24023883,1.63281493,0.00000000
-5.84392196,3.77438701,0.57294080,0.00000000,0.92511475,1.20524466,1.62287152,0.00000000
-5.83791896,3.71979878,0.55251287,0.00000000,0.91450611,1.17218626,1.61849024,0.00000000
-5.83191596,3.67400031,0.53261402,0.00000000,0.90622140,1.14097895,1.61912644,0.00000000
-5.82591296,3.63616442,0.51329753,0.00000000,0.89999890,1.11150174,1.62413639,0.00000000
