energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-2.93846923,0.60017451,0.00337135,0.00002112,0.02967199,0.00030721,0.50365126,0.14363743,0.08575361
-2.93246623,0.61546707,0.00282485,0.00001710,0.02850327,0.00024997,0.52225631,0.15237024,0.08336059
-2.92646323,0.63613493,0.00235260,0.00001374,0.02770449,0.00020203,0.54499674,0.16203507,0.08204675
-2.92046023,0.66129625,0.00194731,0.00001097,0.02723385,0.00016219,0.57114611,0.17243967,0.08167114
-2.91445723,0.68998984,0.00160189,0.00000869,0.02704592,0.00012933,0.59990699,0.18336773,0.08208573
-2.90845423,0.72119320,0.00130953,0.00000684,0.02709276,0.00010244,0.63042599,0.19458313,0.08313808
-2.90245123,0.75384327,0.00106381,0.00000534,0.02732503,0.00008059,0.66181118,0.20583518,0.08467412
-2.89644822,0.78685916,0.00085872,0.00000414,0.02769310,0.00006298,0.69315167,0.21686461,0.08654092
-2.89044522,0.81916652,0.00068876,0.00000319,0.02814816,0.00004888,0.72353874,0.22741017,0.08858957
-2.88444222,0.84972281,0.00054889,0.00000244,0.02864325,0.00003769,0.75208799,0.23721560,0.09067790
-2.87843922,0.87754258,0.00043461,0.00000185,0.02913422,0.00002886,0.77796164,0.24603677,0.09267320
-2.87243622,0.90172197,0.00034188,0.00000140,0.02958060,0.00002196,0.80039038,0.25364870,0.09445469
-2.86643322,0.92146144,0.00026719,0.00000104,0.02994641,0.00001659,0.81869363,0.25985210,0.09591573
-2.86043022,0.93608587,0.00020744,0.00000078,0.03020075,0.00001245,0.83229761,0.26447932,0.09696579
-2.85442721,0.94506121,0.00015999,0.00000057,0.03031835,0.00000928,0.84075040,0.26739926,0.09753189
-2.84842421,0.94800683,0.00012258,0.00000042,0.03027983,0.00000688,0.84373324,0.26852113,0.09755968
-2.84242121,0.94470321,0.00009329,0.00000030,0.03007192,0.00000506,0.84106763,0.26779689,0.09701402
-2.83641821,0.93509446,0.00007053,0.00000022,0.02968740,0.00000370,0.83271795,0.26522220,0.09587902
-2.83041521,0.91928572,0.00005296,0.00000016,0.02912493,0.00000268,0.81878932,0.26083588,0.09415757
-2.82441221,0.89753540,0.00003950,0.00000011,0.02838872,0.00000194,0.79952108,0.25471790,0.09187043
-2.81840920,0.87024281,0.00002927,0.00000008,0.02748797,0.00000139,0.77527593,0.24698597,0.08905479
-2.81240620,0.83793165,0.00002153,0.00000006,0.02643628,0.00000099,0.74652544,0.23779097,0.08576258
-2.80640320,0.80123021,0.00001574,0.00000004,0.02525094,0.00000070,0.71383262,0.22731137,0.08205837
-2.80040020,0.76084922,0.00001142,0.00000003,0.02395209,0.00000049,0.67783221,0.21574687,0.07801713
-2.79439720,0.71755824,0.00000824,0.00000002,0.02256193,0.00000034,0.63920983,0.20331171,0.07372193
-2.78839420,0.67216184,0.00000590,0.00000001,0.02110384,0.00000024,0.59868070,0.19022775,0.06926160
-2.78239120,0.62547631,0.00000419,0.00000001,0.01960160,0.00000016,0.55696894,0.17671773,0.06472849
-2.77638819,0.57830802,0.00000296,0.00000001,0.01807863,0.00000011,0.51478827,0.16299895,0.06021649
-2.77038519,0.53143411,0.00000208,0.00000000,0.01655732,0.00000008,0.47282467,0.14927762,0.05581924
-2.76438219,0.48558609,0.00000145,0.00000000,0.01505846,0.00000005,0.43172179,0.13574396,0.05162869
-2.75837919,0.44143685,0.00000100,0.00000000,0.01360076,0.00000003,0.39206920,0.12256840,0.04773396
-2.75237619,0.39959113,0.00000069,0.00000000,0.01220056,0.00000002,0.35439389,0.10989870,0.04422060
-2.74637319,0.36057955,0.00000047,0.00000000,0.01087158,0.00000002,0.31915483,0.09785817,0.04117007
-2.74037019,0.32485598,0.00000032,0.00000000,0.00962483,0.00000001,0.28674062,0.08654493,0.03865957
-2.73436718,0.29279780,0.00000021,0.00000000,0.00846864,0.00000001,0.25746974,0.07603211,0.03676202
-2.72836418,0.26470870,0.00000014,0.00000000,0.00740875,0.00000000,0.23159305,0.06636884,0.03554621
-2.72236118,0.24082332,0.00000010,0.00000000,0.00644850,0.00000000,0.20929808,0.05758196,0.03507695
-2.71635818,0.22131310,0.00000006,0.00000000,0.00558909,0.00000000,0.19071450,0.04967831,0.03541526
-2.71035518,0.20629287,0.00000004,0.00000000,0.00482983,0.00000000,0.17592022,0.04264725,0.03661830
-2.70435218,0.19582733,0.00000003,0.00000000,0.00416849,0.00000000,0.16494763,0.03646354,0.03873929
-2.69834917,0.18993718,0.00000002,0.00000000,0.00360156,0.00000000,0.15778958,0.03109019,0.04182696
-2.69234617,0.18860425,0.00000002,0.00000000,0.00312461,0.00000000,0.15440454,0.02648126,0.04592491
-2.68634317,0.19177545,0.00000002,0.00000000,0.00273254,0.00000000,0.15472091,0.02258453,0.05107047
-2.68034017,0.19936535,0.00000002,0.00000000,0.00241985,0.00000000,0.15864013,0.01934384,0.05729339
-2.67433717,0.21125732,0.00000002,0.00000000,0.00218081,0.00000000,0.16603862,0.01670119,0.06461415
-2.66833417,0.22730329,0.00000003,0.00000000,0.00200969,0.00000000,0.17676854,0.01459847,0.07304214
-2.66233117,0.24732246,0.00000005,0.00000000,0.00190086,0.00000000,0.19065766,0.01297882,0.08257360
-2.65632816,0.27109910,0.00000007,0.00000000,0.00184888,0.00000000,0.20750842,0.01178772,0.09318959
-2.65032516,0.29837987,0.00000011,0.00000000,0.00184856,0.00000000,0.22709647,0.01097367,0.10485402
-2.64432216,0.32887119,0.00000016,0.00000000,0.00189496,0.00000000,0.24916924,0.01048870,0.11751189
-2.63831916,0.36223692,0.00000024,0.00000000,0.00198342,0.00000001,0.27344459,0.01028855,0.13108783
-2.63231616,0.39809690,0.00000035,0.00000000,0.00210946,0.00000001,0.29961007,0.01033273,0.14548516
-2.62631316,0.43602683,0.00000051,0.00000000,0.00226884,0.00000001,0.32732310,0.01058444,0.16058553
-2.62031016,0.47555959,0.00000074,0.00000000,0.00245741,0.00000002,0.35621223,0.01101043,0.17624923
-2.61430715,0.51618856,0.00000107,0.00000001,0.00267112,0.00000002,0.38587979,0.01158076,0.19231627
-2.60830415,0.55737294,0.00000153,0.00000001,0.00290597,0.00000003,0.41590600,0.01226866,0.20860839
-2.60230115,0.59854514,0.00000219,0.00000001,0.00315794,0.00000004,0.44585456,0.01305034,0.22493181
-2.59629815,0.63912028,0.00000311,0.00000002,0.00342305,0.00000006,0.47527975,0.01390496,0.24108086
-2.59029515,0.67850758,0.00000439,0.00000002,0.00369727,0.00000009,0.50373478,0.01481458,0.25684248
-2.58429215,0.71612339,0.00000616,0.00000003,0.00397663,0.00000013,0.53078133,0.01576432,0.27200135
-2.57828914,0.75140546,0.00000860,0.00000004,0.00425722,0.00000018,0.55599981,0.01674255,0.28634560
-2.57228614,0.78382810,0.00001192,0.00000006,0.00453527,0.00000025,0.57900016,0.01774120,0.29967306
-2.56628314,0.81291757,0.00001643,0.00000008,0.00480722,0.00000035,0.59943263,0.01875615,0.31179761
-2.56028014,0.83826727,0.00002250,0.00000011,0.00506989,0.00000048,0.61699831,0.01978773,0.32255571
-2.55427714,0.85955214,0.00003062,0.00000014,0.00532050,0.00000066,0.63145874,0.02084120,0.33181274
-2.54827414,0.87654161,0.00004142,0.00000019,0.00555688,0.00000090,0.64264452,0.02192731,0.33946887
-2.54227114,0.88911064,0.00005568,0.00000025,0.00577757,0.00000122,0.65046214,0.02306282,0.34546443
-2.53626813,0.89724837,0.00007439,0.00000033,0.00598191,0.00000165,0.65489909,0.02427097,0.34978446
-2.53026513,0.90106389,0.00009875,0.00000044,0.00617020,0.00000222,0.65602663,0.02558184,0.35246216
-2.52426213,0.90078883,0.00013029,0.00000057,0.00634375,0.00000296,0.65400028,0.02703264,0.35358129
-2.51825913,0.89677654,0.00017081,0.00000074,0.00650495,0.00000392,0.64905778,0.02866773,0.35327719
-2.51225613,0.88949767,0.00022253,0.00000095,0.00665732,0.00000517,0.64151450,0.03053846,0.35173646
-2.50625313,0.87953224,0.00028808,0.00000121,0.00680547,0.00000677,0.63175632,0.03270283,0.34919511
-2.50025013,0.86755815,0.00037057,0.00000154,0.00695508,0.00000880,0.62023030,0.03522470,0.34593529
-2.49424712,0.85433642,0.00047365,0.00000194,0.00711279,0.00001138,0.60743303,0.03817283,0.34228054
-2.48824412,0.84069351,0.00060154,0.00000244,0.00728604,0.00001461,0.59389733,0.04161953,0.33858965
-2.48224112,0.82750095,0.00075907,0.00000305,0.00748294,0.00001863,0.58017741,0.04563894,0.33524919
-2.47623812,0.81565305,0.00095170,0.00000378,0.00771198,0.00002361,0.56683299,0.05030508,0.33266498
-2.47023512,0.80604291,0.00118552,0.00000465,0.00798180,0.00002971,0.55441287,0.05568949,0.33125248
-2.46423212,0.79953772,0.00146722,0.00000570,0.00830093,0.00003715,0.54343847,0.06185872,0.33142644
-2.45822911,0.79695375,0.00180408,0.00000694,0.00867741,0.00004613,0.53438778,0.06887153,0.33359005
-2.45222611,0.79903180,0.00220382,0.00000840,0.00911850,0.00005691,0.52768027,0.07677605,0.33812372
-2.44622311,0.80641397,0.00267454,0.00001010,0.00963037,0.00006973,0.52366336,0.08560684,0.34537385
-2.44022011,0.81962218,0.00322453,0.00001206,0.01021776,0.00008486,0.52260072,0.09538210,0.35564196
-2.43421711,0.83903942,0.00386206,0.00001433,0.01088371,0.00010257,0.52466306,0.10610103,0.36917421
-2.42821411,0.86489410,0.00459513,0.00001691,0.01162929,0.00012313,0.52992158,0.11774153,0.38615194
-2.42221111,0.89724828,0.00543120,0.00001982,0.01245340,0.00014682,0.53834445,0.13025834,0.40668327
-2.41620810,0.93599014,0.00637685,0.00002310,0.01335262,0.00017386,0.54979658,0.14358171,0.43079621
-2.41020510,0.98083111,0.00743743,0.00002674,0.01432112,0.00020449,0.56404254,0.15761684,0.45843348
-2.40420210,1.03130802,0.00861667,0.00003077,0.01535065,0.00023886,0.58075297,0.17224394,0.48944936
-2.39819910,1.08679019,0.00991634,0.00003517,0.01643062,0.00027710,0.59951391,0.18731925,0.52360871
-2.39219610,1.14649175,0.01133587,0.00003995,0.01754823,0.00031927,0.61983923,0.20267684,0.56058845
-2.38619310,1.20948867,0.01287201,0.00004508,0.01868869,0.00036534,0.64118542,0.21813132,0.59998152
-2.38019010,1.27474048,0.01451861,0.00005055,0.01983553,0.00041521,0.66296852,0.23348135,0.64130345
-2.37418709,1.34111591,0.01626634,0.00005631,0.02097097,0.00046868,0.68458251,0.24851400,0.68400150
-2.36818409,1.40742202,0.01810265,0.00006231,0.02207631,0.00052543,0.70541849,0.26300963,0.72746620
-2.36218109,1.47243576,0.02001176,0.00006851,0.02313245,0.00058508,0.72488412,0.27674743,0.77104525
-2.35617809,1.53493724,0.02197476,0.00007483,0.02412035,0.00064711,0.74242245,0.28951115,0.81405921
-2.35017509,1.59374356,0.02396989,0.00008119,0.02502153,0.00071092,0.75752946,0.30109513,0.85581888
-2.34417209,1.64774209,0.02597293,0.00008751,0.02581864,0.00077583,0.76976975,0.31131007,0.89564366
-2.33816908,1.69592208,0.02795774,0.00009369,0.02649588,0.00084109,0.77878971,0.31998866,0.93288039
-2.33216608,1.73740357,0.02989689,0.00009965,0.02703950,0.00090589,0.78432763,0.32699058,0.96692205
-2.32616308,1.77146230,0.03176242,0.00010528,0.02743814,0.00096940,0.78622046,0.33220683,0.99722559
-2.32016008,1.79755000,0.03352664,0.00011048,0.02768321,0.00103079,0.78440693,0.33556312,1.02332827
-2.31415708,1.81530897,0.03516302,0.00011515,0.02776910,0.00108923,0.77892698,0.33702224,1.04486174
-2.30815408,1.82458046,0.03664701,0.00011922,0.02769335,0.00114397,0.76991747,0.33658520,1.06156329
-2.30215108,1.82540656,0.03795690,0.00012260,0.02745667,0.00119432,0.75760458,0.33429126,1.07328375
-2.29614807,1.81802519,0.03907455,0.00012523,0.02706293,0.00123969,0.74229306,0.33021656,1.07999153
-2.29014507,1.80285869,0.03998604,0.00012704,0.02651903,0.00127961,0.72435299,0.32447172,1.08177260
-2.28414207,1.78049604,0.04068212,0.00012801,0.02583463,0.00131376,0.70420456,0.31719821,1.07882622
-2.27813907,1.75166962,0.04115854,0.00012811,0.02502188,0.00134195,0.68230158,0.30856383,1.07145656
-2.27213607,1.71722728,0.04141611,0.00012735,0.02409504,0.00136415,0.65911440,0.29875738,1.06006042
-2.26613307,1.67810089,0.04146067,0.00012572,0.02307001,0.00138049,0.63511296,0.28798269,1.04511152
-2.26013007,1.63527244,0.04130268,0.00012328,0.02196392,0.00139121,0.61075073,0.27645243,1.02714193
-2.25412706,1.58973937,0.04095681,0.00012007,0.02079460,0.00139670,0.58644997,0.26438169,1.00672150
-2.24812406,1.54248012,0.04044121,0.00011615,0.01958014,0.00139743,0.56258911,0.25198176,0.98443600
-2.24212106,1.49442162,0.03977675,0.00011160,0.01833839,0.00139397,0.53949250,0.23945429,0.96086515
-2.23611806,1.44640984,0.03898611,0.00010650,0.01708651,0.00138690,0.51742280,0.22698598,0.93656130
-2.23011506,1.39918456,0.03809283,0.00010096,0.01584065,0.00137686,0.49657637,0.21474414,0.91202982
-2.22411206,1.35335942,0.03712040,0.00009507,0.01461555,0.00136443,0.47708151,0.20287304,0.88771206
-2.21810905,1.30940780,0.03609134,0.00008893,0.01342433,0.00135019,0.45899952,0.19149135,0.86397164
-2.21210605,1.26765512,0.03502646,0.00008265,0.01227825,0.00133464,0.44232838,0.18069066,0.84108458
-2.20610305,1.22827767,0.03394414,0.00007630,0.01118666,0.00131818,0.42700869,0.17053498,0.81923383
-2.20010005,1.19130774,0.03285991,0.00007000,0.01015691,0.00130116,0.41293153,0.16106143,0.79850817
-2.19409705,1.15664476,0.03178607,0.00006380,0.00919441,0.00128378,0.39994772,0.15228171,0.77890565
-2.18809405,1.12407161,0.03073163,0.00005780,0.00830272,0.00126620,0.38787802,0.14418457,0.76034108
-2.18209105,1.09327530,0.02970233,0.00005204,0.00748367,0.00124846,0.37652381,0.13673883,0.74265729
-2.17608804,1.06387084,0.02870095,0.00004657,0.00673763,0.00123056,0.36567771,0.12989704,0.72563942
-2.17008504,1.03542721,0.02772767,0.00004144,0.00606366,0.00121244,0.35513372,0.12359939,0.70903143
-2.16408204,1.00749402,0.02678059,0.00003667,0.00545982,0.00119406,0.34469649,0.11777778,0.69255401
-2.15807904,0.97962777,0.02585643,0.00003227,0.00492343,0.00117537,0.33418945,0.11235992,0.67592291
-2.15207604,0.95141647,0.02495108,0.00002826,0.00445133,0.00115640,0.32346143,0.10727316,0.65886688
-2.14607304,0.92250154,0.02406041,0.00002462,0.00404017,0.00113727,0.31239174,0.10244798,0.64114416
-2.14007004,0.89259626,0.02318082,0.00002136,0.00368662,0.00111822,0.30089354,0.09782106,0.62255706
-2.13406703,0.86149995,0.02230990,0.00001845,0.00338763,0.00109965,0.28891554,0.09333772,0.60296372
-2.12806403,0.82910757,0.02144691,0.00001588,0.00314062,0.00108214,0.27644206,0.08895380,0.58228678
-2.12206103,0.79541459,0.02059319,0.00001361,0.00294361,0.00106646,0.26349168,0.08463686,0.56051870
-2.11605803,0.76051699,0.01975239,0.00001164,0.00279540,0.00105359,0.25011451,0.08036673,0.53772350
-2.11005503,0.72460697,0.01893062,0.00000993,0.00269557,0.00104474,0.23638845,0.07613548,0.51403514
-2.10405203,0.68796450,0.01813645,0.00000845,0.00264460,0.00104129,0.22241458,0.07194681,0.48965281
-2.09804902,0.65094556,0.01738073,0.00000718,0.00264380,0.00104485,0.20831208,0.06781502,0.46483337
-2.09204602,0.61396767,0.01667635,0.00000609,0.00269531,0.00105715,0.19421272,0.06376348,0.43988163
-2.08604302,0.57749355,0.01603786,0.00000516,0.00280199,0.00108009,0.18025540,0.05982296,0.41513884
-2.08004002,0.54201361,0.01548097,0.00000438,0.00296728,0.00111564,0.16658081,0.05602970,0.39097013
-2.07403702,0.50802817,0.01502209,0.00000371,0.00319507,0.00116579,0.15332642,0.05242336,0.36775150
-2.06803402,0.47603010,0.01467768,0.00000315,0.00348945,0.00123253,0.14062206,0.04904508,0.34585678
-2.06203102,0.44648846,0.01446369,0.00000269,0.00385455,0.00131775,0.12858610,0.04593553,0.32564527
-2.05602801,0.41983381,0.01439493,0.00000230,0.00429426,0.00142319,0.11732231,0.04313323,0.30745050
-2.05002501,0.39644551,0.01448454,0.00000198,0.00481197,0.00155036,0.10691752,0.04067295,0.29157030
-2.04402201,0.37664150,0.01474336,0.00000173,0.00541030,0.00170048,0.09744009,0.03858453,0.27825879
-2.03801901,0.36067068,0.01517955,0.00000153,0.00609089,0.00187440,0.08893902,0.03689190,0.26772025
-2.03201601,0.34870808,0.01579813,0.00000140,0.00685410,0.00207255,0.08144390,0.03561241,0.26010518
-2.02601301,0.34085290,0.01660072,0.00000132,0.00769886,0.00229491,0.07496539,0.03475656,0.25550854
-2.02001001,0.33712937,0.01758533,0.00000130,0.00862248,0.00254091,0.06949638,0.03432797,0.25397023
-2.01400700,0.33749042,0.01874634,0.00000134,0.00962055,0.00280949,0.06501358,0.03432374,0.25547777
-2.00800400,0.34182395,0.02007457,0.00000146,0.01068689,0.00309904,0.06147951,0.03473505,0.25997102
-2.00200100,0.34996155,0.02155754,0.00000166,0.01181364,0.00340747,0.05884490,0.03554806,0.26734895
-1.99599800,0.36168950,0.02317982,0.00000196,0.01299135,0.00373220,0.05705123,0.03674505,0.27747805
-1.98999500,0.37676154,0.02492359,0.00000238,0.01420921,0.00407029,0.05603348,0.03830581,0.29020233
-1.98399200,0.39491329,0.02676932,0.00000294,0.01545537,0.00441851,0.05572300,0.04020913,0.30535444
-1.97798899,0.41587773,0.02869650,0.00000368,0.01671732,0.00477345,0.05605035,0.04243441,0.32276775
-1.97198599,0.43940117,0.03068456,0.00000461,0.01798238,0.00513167,0.05694806,0.04496344,0.34228867
-1.96598299,0.46525936,0.03271379,0.00000579,0.01923818,0.00548986,0.05835333,0.04778198,0.36378905
-1.95997999,0.49327278,0.03476628,0.00000725,0.02047327,0.00584498,0.06021042,0.05088142,0.38717787
-1.95397699,0.52332065,0.03682683,0.00000905,0.02167764,0.00619445,0.06247288,0.05426016,0.41241175
-1.94797399,0.55535282,0.03888380,0.00001125,0.02284325,0.00653626,0.06510530,0.05792484,0.43950376
-1.94197099,0.58939880,0.04092979,0.00001390,0.02396459,0.00686917,0.06808473,0.06189115,0.46852973
-1.93596798,0.62557336,0.04296218,0.00001709,0.02503902,0.00719275,0.07140158,0.06618431,0.49963175
-1.92996498,0.66407791,0.04498342,0.00002088,0.02606708,0.00750750,0.07505993,0.07083902,0.53301826
-1.92396198,0.70519738,0.04700105,0.00002535,0.02705267,0.00781488,0.07907736,0.07589895,0.56896033
-1.91795898,0.74929216,0.04902744,0.00003059,0.02800303,0.00811729,0.08348400,0.08141559,0.60778398
-1.91195598,0.79678509,0.05107923,0.00003667,0.02892858,0.00841802,0.08832112,0.08744663,0.64985853
-1.90595298,0.84814351,0.05317648,0.00004369,0.02984256,0.00872113,0.09363897,0.09405369,0.69558095
-1.89994997,0.90385700,0.05534155,0.00005173,0.03076055,0.00903128,0.09949415,0.10129959,0.74535674
-1.89394697,0.96441122,0.05759768,0.00006085,0.03169977,0.00935354,0.10594642,0.10924522,0.79957791
-1.88794397,1.03025887,0.05996753,0.00007113,0.03267830,0.00969313,0.11305514,0.11794600,0.85859867
-1.88194097,1.10178903,0.06247145,0.00008262,0.03371419,0.01005515,0.12087543,0.12744819,0.92271002
-1.87593797,1.17929590,0.06512585,0.00009537,0.03482452,0.01044433,0.12945420,0.13778515,0.99211417
-1.86993497,1.26294871,0.06794155,0.00010938,0.03602442,0.01086465,0.13882622,0.14897371,1.06690006
-1.86393197,1.35276404,0.07092234,0.00012467,0.03732614,0.01131916,0.14901040,0.16101081,1.14702129
-1.85792896,1.44858218,0.07406375,0.00014121,0.03873825,0.01180965,0.16000643,0.17387066,1.23227750
-1.85192596,1.55004880,0.07735213,0.00015894,0.04026486,0.01233648,0.17179208,0.18750244,1.32230049
-1.84592296,1.65660323,0.08076414,0.00017777,0.04190513,0.01289838,0.18432104,0.20182883,1.41654592
-1.83991996,1.76747412,0.08426668,0.00019760,0.04365290,0.01349237,0.19752183,0.21674547,1.51429147
-1.83391696,1.88168337,0.08781721,0.00021827,0.04549659,0.01411374,0.21129745,0.23212128,1.61464173
-1.82791396,1.99805827,0.09136465,0.00023961,0.04741928,0.01475602,0.22552617,0.24779990,1.71654022
-1.82191096,2.11525205,0.09485060,0.00026139,0.04939910,0.01541118,0.24006337,0.26360210,1.81878825
-1.81590795,2.23177218,0.09821105,0.00028338,0.05140980,0.01606975,0.25474426,0.27932916,1.92007019
-1.80990495,2.34601547,0.10137832,0.00030531,0.05342154,0.01672107,0.26938769,0.29476716,2.01898431
-1.80390195,2.45630900,0.10428335,0.00032688,0.05540185,0.01735362,0.28380070,0.30969203,2.11407825
-1.79789895,2.56095513,0.10685805,0.00034781,0.05731669,0.01795535,0.29778373,0.32387511,2.20388768
-1.79189595,2.65827897,0.10903769,0.00036777,0.05913166,0.01851405,0.31113635,0.33708922,2.28697674
-1.78589295,2.74667651,0.11076327,0.00038644,0.06081316,0.01901773,0.32366321,0.34911479,2.36197867
-1.77988994,2.82466140,0.11198360,0.00040353,0.06232960,0.01945503,0.33518006,0.35974604,2.42763506
-1.77388694,2.89090862,0.11265722,0.00041874,0.06365243,0.01981557,0.34551949,0.36879681,2.48283215
-1.76788394,2.94429318,0.11275386,0.00043180,0.06475716,0.02009028,0.35453631,0.37610595,2.52663267
-1.76188094,2.98392255,0.11225552,0.00044248,0.06562415,0.02027172,0.36211220,0.38154193,2.55830212
-1.75587794,3.00916132,0.11115707,0.00045056,0.06623921,0.02035427,0.36815953,0.38500671,2.57732844
-1.74987494,3.01964747,0.10946637,0.00045589,0.06659396,0.02033432,0.37262420,0.38643848,2.58343426
-1.74387194,3.01529951,0.10720389,0.00045837,0.06668601,0.02021037,0.37548735,0.38581335,2.57658161
-1.73786893,2.99631449,0.10440192,0.00045794,0.06651887,0.01998304,0.37676590,0.38314595,2.55696878
-1.73186593,2.96315715,0.10110335,0.00045460,0.06610162,0.01965503,0.37651188,0.37848871,2.52501977
-1.72586293,2.91654078,0.09736013,0.00044840,0.06544846,0.01923100,0.37481061,0.37193019,2.48136693
-1.71985993,2.85740086,0.09323150,0.00043945,0.06457798,0.01871737,0.37177791,0.36359224,2.42682759
-1.71385693,2.78686261,0.08878199,0.00042792,0.06351240,0.01812215,0.36755620,0.35362631,2.36237589
-1.70785393,2.70620407,0.08407942,0.00041400,0.06227669,0.01745459,0.36231002,0.34220893,2.28911089
-1.70185093,2.61681619,0.07919286,0.00039795,0.06089761,0.01672494,0.35622080,0.32953665,2.20822266
-1.69584792,2.52016163,0.07419073,0.00038003,0.05940278,0.01594413,0.34948139,0.31582056,2.12095733
-1.68984492,2.41773387,0.06913897,0.00036056,0.05781979,0.01512343,0.34229035,0.30128060,2.02858291
-1.68384192,2.31101824,0.06409954,0.00033985,0.05617539,0.01427413,0.33484631,0.28613991,1.93235681
-1.67783892,2.20145613,0.05912912,0.00031823,0.05449480,0.01340732,0.32734261,0.27061933,1.83349637
-1.67183592,2.09041354,0.05427813,0.00029603,0.05280105,0.01253354,0.31996230,0.25493235,1.73315327
-1.66583292,1.97915479,0.04958997,0.00027355,0.05111465,0.01166266,0.31287378,0.23928053,1.63239246
-1.65982991,1.86882211,0.04510071,0.00025111,0.04945322,0.01080360,0.30622708,0.22384956,1.53217606
-1.65382691,1.76042104,0.04083890,0.00022898,0.04783137,0.00996428,0.30015088,0.20880615,1.43335243
-1.64782391,1.65481203,0.03682578,0.00020741,0.04626070,0.00915149,0.29475046,0.19429559,1.33665020
-1.64182091,1.55270748,0.03307558,0.00018661,0.04474990,0.00837085,0.29010629,0.18044023,1.24267704
-1.63581791,1.45467402,0.02959608,0.00016677,0.04330496,0.00762683,0.28627358,0.16733870,1.15192265
-1.62981491,1.36113917,0.02638930,0.00014804,0.04192947,0.00692277,0.28328245,0.15506588,1.06476527
-1.62381191,1.27240150,0.02345224,0.00013053,0.04062492,0.00626093,0.28113885,0.14367357,0.98148086
-1.61780890,1.18864342,0.02077775,0.00011431,0.03939107,0.00564263,0.27982604,0.13319174,0.90225441
-1.61180590,1.10994568,0.01835527,0.00009942,0.03822634,0.00506831,0.27930650,0.12363027,0.82719224
-1.60580290,1.03630268,0.01617170,0.00008589,0.03712808,0.00453767,0.27952426,0.11498105,0.75633479
-1.59979990,0.96763774,0.01421215,0.00007369,0.03609294,0.00404979,0.28040747,0.10722029,0.68966909
-1.59379690,0.90381777,0.01246056,0.00006280,0.03511712,0.00360325,0.28187110,0.10031107,0.62714042
-1.58779390,0.84466666,0.01090037,0.00005314,0.03419653,0.00319626,0.28381970,0.09420581,0.56866273
-1.58179090,0.78997715,0.00951497,0.00004467,0.03332701,0.00282676,0.28615007,0.08884874,0.51412752
-1.57578789,0.73952086,0.00828813,0.00003729,0.03250434,0.00249249,0.28875390,0.08417827,0.46341111
-1.56978489,0.69305645,0.00720428,0.00003091,0.03172440,0.00219112,0.29152009,0.08012905,0.41638018
-1.56378189,0.65033592,0.00624876,0.00002546,0.03098307,0.00192027,0.29433694,0.07663393,0.37289584
-1.55777889,0.61110933,0.00540796,0.00002082,0.03027627,0.00167760,0.29709399,0.07362557,0.33281625
-1.55177589,0.57512798,0.00466939,0.00001692,0.02959993,0.00146083,0.29968370,0.07103780,0.29599813
-1.54577289,0.54214647,0.00402169,0.00001367,0.02894986,0.00126778,0.30200271,0.06880670,0.26229748
-1.53976988,0.51192398,0.00345463,0.00001098,0.02832177,0.00109637,0.30395300,0.06687150,0.23156959
-1.53376688,0.48422488,0.00295905,0.00000878,0.02771123,0.00094466,0.30544275,0.06517513,0.20366889
-1.52776388,0.45881921,0.00252677,0.00000700,0.02711358,0.00081082,0.30638708,0.06366470,0.17844861
-1.52176088,0.43548302,0.00215054,0.00000559,0.02652401,0.00069317,0.30670865,0.06229175,0.15576062
-1.51575788,0.41399896,0.00182390,0.00000449,0.02593754,0.00059014,0.30633822,0.06101241,0.13545543
-1.50975488,0.39415716,0.00154114,0.00000365,0.02534910,0.00050028,0.30521519,0.05978743,0.11738265
-1.50375188,0.37575639,0.00129719,0.00000305,0.02475360,0.00042226,0.30328818,0.05858222,0.10139168
-1.49774887,0.35860575,0.00108756,0.00000265,0.02414607,0.00035486,0.30051559,0.05736678,0.08733288
-1.49174587,0.34252661,0.00090825,0.00000245,0.02352178,0.00029697,0.29686634,0.05611567,0.07505891
-1.48574287,0.32735492,0.00075573,0.00000242,0.02287638,0.00024757,0.29232049,0.05480797,0.06442651
-1.47973987,0.31294359,0.00062688,0.00000257,0.02220607,0.00020574,0.28687002,0.05342719,0.05529824
-1.47373687,0.29916504,0.00051897,0.00000289,0.02150772,0.00017068,0.28051949,0.05196128,0.04754448
-1.46773387,0.28591358,0.00042962,0.00000341,0.02077906,0.00014165,0.27328665,0.05040255,0.04104530
-1.46173087,0.27310759,0.00035678,0.00000413,0.02001877,0.00011805,0.26520284,0.04874760,0.03569227
-1.45572786,0.26069133,0.00029878,0.00000508,0.01922655,0.00009936,0.25631323,0.04699729,0.03139015
-1.44972486,0.24863626,0.00025425,0.00000630,0.01840322,0.00008518,0.24667671,0.04515658,0.02805830
-1.44372186,0.23694183,0.00022215,0.00000782,0.01755074,0.00007521,0.23636550,0.04323443,0.02563190
-1.43771886,0.22563561,0.00020182,0.00000968,0.01667214,0.00006926,0.22546427,0.04124359,0.02406284
-1.43171586,0.21477275,0.00019293,0.00001194,0.01577150,0.00006729,0.21406902,0.03920033,0.02332029
-1.42571286,0.20443479,0.00019551,0.00001464,0.01485387,0.00006935,0.20228545,0.03712416,0.02339103
