energy_ev,total_up,Ga_p_up,Ga_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,8.58754617,0.27062300,0.00000000,3.00961957,3.87166331,0.05743156,5.09748438
-5.99399700,8.38955486,0.26084735,0.00000000,2.95901490,3.77473150,0.05626660,4.93518229
-5.98799400,8.18046785,0.25001445,0.00000000,2.90200637,3.67713087,0.05491568,4.76756555
-5.98199100,7.96438390,0.23831203,0.00000000,2.83979669,3.58092485,0.05341275,4.59791198
-5.97598799,7.74504393,0.22593651,0.00000000,2.77353014,3.48789829,0.05179386,4.42923247
-5.96998499,7.52572109,0.21308732,0.00000000,2.70425736,3.39950247,0.05009599,4.26418316
-5.96398199,7.30913614,0.19996144,0.00000000,2.63290703,3.31681526,0.04835575,4.10499513
-5.95797899,7.09740094,0.18674830,0.00000000,2.56026519,3.24051800,0.04660821,3.95342405
-5.95197599,6.89199172,0.17362526,0.00000000,2.48696314,3.17088962,0.04488575,3.81072134
-5.94597299,6.69375233,0.16075377,0.00000000,2.41347374,3.10781806,0.04321704,3.67762743
-5.93996998,6.50292617,0.14827642,0.00000000,2.34011610,3.05082811,0.04162630,3.55438668
-5.93396698,6.31921431,0.13631487,0.00000000,2.26706772,2.99912404,0.04013264,3.44078247
-5.92796398,6.14185597,0.12496873,0.00000000,2.19438329,2.95164505,0.03874975,3.33619044
-5.92196098,5.96972695,0.11431537,0.00000000,2.12201853,2.90713056,0.03748577,3.23964647
-5.91595798,5.80145044,0.10441059,0.00000000,2.04985784,2.86419249,0.03634346,3.14992627
-5.90995498,5.63551470,0.09528996,0.00000000,1.97774395,2.82139099,0.03532055,3.06563218
-5.90395198,5.47039186,0.08697098,0.00000000,1.90550794,2.77731039,0.03441040,2.98528335
-5.89794897,5.30465204,0.07945549,0.00000000,1.83299821,2.73063187,0.03360271,2.90740491
-5.89194597,5.13706789,0.07273264,0.00000000,1.76010681,2.68019986,0.03288451,2.83061237
-5.88594297,4.96670500,0.06678185,0.00000000,1.68679208,2.62507943,0.03224109,2.75368754
-5.87993997,4.79299460,0.06157587,0.00000000,1.61309665,2.56460247,0.03165709,2.67564318
-5.87393697,4.61578603,0.05708370,0.00000000,1.53916003,2.49840102,0.03111753,2.59577385
-5.86793397,4.43537741,0.05327318,0.00000000,1.46522577,2.42642672,0.03060872,2.51369152
-5.86193097,4.25252402,0.05011329,0.00000000,1.39164279,2.34895620,0.03011914,2.42934507
