energy_ev,total_up,Cu_p_up,Cu_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.48974487,3.57692996,1.61865387,1.75763990,0.15221154,0.00807298,0.78227260,0.79873018,0.00000000
-5.48374187,3.74533124,1.74954109,1.82380327,0.16231013,0.00830077,0.82590774,0.83323851,0.00000000
-5.47773887,3.91217137,1.88296893,1.88919075,0.17288854,0.00848635,0.86980724,0.86653587,0.00000000
-5.47173587,4.07566917,2.01758741,1.95322599,0.18382691,0.00862529,0.91357744,0.89812019,0.00000000
-5.46573287,4.23398163,2.15192597,2.01529842,0.19499455,0.00871404,0.95678492,0.92751221,0.00000000
-5.45972986,4.38524528,2.28442490,2.07477426,0.20625364,0.00875008,0.99896398,0.95427003,0.00000000
-5.45372686,4.52762083,2.41347208,2.13100956,0.21746309,0.00873202,1.03962622,0.97800243,0.00000000
-5.44772386,4.65933956,2.53744369,2.18336505,0.22848262,0.00865966,1.07827197,0.99838030,0.00000000
-5.44172086,4.77875001,2.65474753,2.23122236,0.23917657,0.00853398,1.11440331,1.01514583,0.00000000
-5.43571786,4.88436311,2.76386704,2.27400090,0.24941764,0.00835712,1.14753795,1.02811898,0.00000000
-5.42971486,4.97489378,2.86340408,2.31117491,0.25909003,0.00813227,1.17722359,1.03720116,0.00000000
-5.42371186,5.04929709,2.95211861,2.34228959,0.26809210,0.00786363,1.20305190,1.04237582,0.00000000
-5.41770885,5.10679739,3.02896329,2.36697577,0.27633833,0.00755618,1.22467157,1.04370616,0.00000000
-5.41170585,5.14690867,3.09311135,2.38496194,0.28376039,0.00721557,1.24179957,1.04132994,0.00000000
-5.40570285,5.16944524,3.14397649,2.39608332,0.29030749,0.00684793,1.25423015,1.03545186,0.00000000
-5.39969985,5.17452194,3.18122375,2.40028703,0.29594584,0.00645962,1.26184106,1.02633379,0.00000000
-5.39369685,5.16254393,3.20477098,2.39763329,0.30065741,0.00605712,1.26459657,1.01428339,0.00000000
-5.38769385,5.13418639,3.21478104,2.38829236,0.30443796,0.00564677,1.26254725,0.99964179,0.00000000
-5.38169085,5.09036537,3.21164528,2.37253744,0.30729459,0.00523465,1.25582638,0.98277073,0.00000000
-5.37568784,5.03220112,3.19595943,2.35073388,0.30924302,0.00482638,1.24464341,0.96404004,0.00000000
-5.36968484,4.96097614,3.16849337,2.32332542,0.31030465,0.00442706,1.22927472,0.94381588,0.00000000
-5.36368184,4.87808992,3.13015657,2.29081805,0.31050380,0.00404112,1.21005225,0.92245028,0.00000000
-5.35767884,4.78501297,3.08196123,2.25376266,0.30986515,0.00367229,1.18735071,0.90027255,0.00000000
-5.35167584,4.68324223,3.02498503,2.21273725,0.30841170,0.00332354,1.16157400,0.87758266,0.00000000
-5.34567284,4.57426021,2.96033541,2.16832964,0.30616333,0.00299710,1.13314156,0.85464707,0.00000000
-5.33966983,4.45949941,2.88911712,2.12112169,0.30313602,0.00269448,1.10247544,0.83169666,0.00000000
-5.33366683,4.34031340,2.81240428,2.07167543,0.29934182,0.00241651,1.06998846,0.80892704,0.00000000
-5.32766383,4.21795535,2.73121791,2.02052186,0.29478955,0.00216340,1.03607413,0.78650070,0.00000000
-5.32166083,4.09356414,2.64650951,1.96815246,0.28948611,0.00193481,1.00109853,0.76455076,0.00000000
-5.31565783,3.96815771,2.55915055,1.91501367,0.28343835,0.00172996,0.96539444,0.74318586,0.00000000
-5.30965483,3.84263294,2.46992774,1.86150391,0.27665529,0.00154773,0.92925764,0.72249561,0.00000000
-5.30365183,3.71777070,2.37954316,1.80797313,0.26915048,0.00138668,0.89294529,0.70255616,0.00000000
-5.29764882,3.59424475,2.28861842,1.75472415,0.26094437,0.00124523,0.85667621,0.68343533,0.00000000
-5.29164582,3.47263297,2.19770161,1.70201540,0.25206645,0.00112166,0.82063278,0.66519687,0.00000000
-5.28564282,3.35342934,2.10727601,1.65006454,0.24255703,0.00101425,0.78496391,0.64790349,0.00000000
-5.27963982,3.23705533,2.01776925,1.59905233,0.23246842,0.00092127,0.74978896,0.63161846,0.00000000
-5.27363682,3.12386977,1.92956206,1.54912651,0.22186552,0.00084107,0.71520202,0.61640568,0.00000000
-5.26763382,3.01417635,1.84299574,1.50040515,0.21082570,0.00077211,0.68127628,0.60232826,0.00000000
-5.26163082,2.90822841,1.75837795,1.45297949,0.19943798,0.00071298,0.64806826,0.58944576,0.00000000
-5.25562781,2.80623120,1.67598635,1.40691611,0.18780157,0.00066241,0.61562162,0.57781049,0.00000000
-5.24962481,2.70834186,1.59607029,1.36225848,0.17602383,0.00061927,0.58397044,0.56746314,0.00000000
-5.24362181,2.61466778,1.51885069,1.31902823,0.16421775,0.00058258,0.55314180,0.55842827,0.00000000
-5.23761881,2.52526425,1.44451846,1.27722604,0.15249921,0.00055153,0.52315789,0.55071009,0.00000000
-5.23161581,2.44013224,1.37323218,1.23683286,0.14098401,0.00052539,0.49403736,0.54428899,0.00000000
-5.22561281,2.35921729,1.30511537,1.19781127,0.12978497,0.00050357,0.46579631,0.53911918,0.00000000
-5.21960980,2.28241018,1.24025415,1.16010758,0.11900916,0.00048559,0.43844880,0.53512782,0.00000000
-5.21360680,2.20955001,1.17869572,1.12365452,0.10875545,0.00047103,0.41200711,0.53221568,0.00000000
-5.20760380,2.14043004,1.12044793,1.08837482,0.09911245,0.00045957,0.38648180,0.53025957,0.00000000
-5.20160080,2.07480630,1.06548045,1.05418547,0.09015687,0.00045094,0.36188170,0.52911631,0.00000000
-5.19559780,2.01240874,1.01372735,1.02100267,0.08195248,0.00044492,0.33821391,0.52862814,0.00000000
-5.18959480,1.95295439,0.96509123,0.98874716,0.07454952,0.00044136,0.31548384,0.52862919,0.00000000
-5.18359180,1.89616191,0.91944855,0.95734970,0.06798458,0.00044014,0.29369528,0.52895273,0.00000000
-5.17758879,1.84176650,0.87665598,0.92675638,0.06228098,0.00044119,0.27285065,0.52943860,0.00000000
-5.17158579,1.78953446,0.83655721,0.89693343,0.05744956,0.00044451,0.25295120,0.52994049,0.00000000
-5.16558279,1.73927629,0.79898993,0.86787114,0.05348971,0.00045013,0.23399737,0.53033256,0.00000000
-5.15957979,1.69085755,0.76379251,0.83958676,0.05039068,0.00045816,0.21598909,0.53051499,0.00000000
-5.15357679,1.64420681,0.73080995,0.81212600,0.04813307,0.00046880,0.19892606,0.53041815,0.00000000
-5.14757379,1.59932013,0.69989889,0.78556303,0.04669040,0.00048230,0.18280803,0.53000520,0.00000000
-5.14157079,1.55626175,0.67093129,0.75999900,0.04603073,0.00049906,0.16763490,0.52927286,0.00000000
-5.13556778,1.51516107,0.64379694,0.73555904,0.04611820,0.00051955,0.15340679,0.52825052,0.00000000
-5.12956478,1.47620594,0.61840446,0.71238779,0.04691464,0.00054440,0.14012398,0.52699760,0.00000000
-5.12356178,1.43963269,0.59468109,0.69064390,0.04838099,0.00057437,0.12778668,0.52559952,0.00000000
-5.11755878,1.40571353,0.57257143,0.67049335,0.05047862,0.00061040,0.11639476,0.52416235,0.00000000
-5.11155578,1.37474192,0.55203517,0.65210229,0.05317062,0.00065360,0.10594732,0.52280659,0.00000000
-5.10555278,1.34701659,0.53304424,0.63562948,0.05642282,0.00070527,0.09644224,0.52166044,0.00000000
-5.09954977,1.32282510,0.51557960,0.62121862,0.06020471,0.00076690,0.08787565,0.52085275,0.00000000
-5.09354677,1.30242767,0.49962779,0.60899108,0.06449017,0.00084020,0.08024134,0.52050616,0.00000000
-5.08754377,1.28604181,0.48517763,0.59903911,0.06925801,0.00092706,0.07353027,0.52073066,0.00000000
-5.08154077,1.27382856,0.47221718,0.59141992,0.07449216,0.00102955,0.06773001,0.52161774,0.00000000
-5.07553777,1.26588064,0.46073094,0.58615071,0.08018172,0.00114995,0.06282429,0.52323548,0.00000000
-5.06953477,1.26221294,0.45069761,0.58320491,0.08632060,0.00129061,0.05879251,0.52562469,0.00000000
-5.06353177,1.26275565,0.44208820,0.58250978,0.09290688,0.00145401,0.05560946,0.52879600,0.00000000
-5.05752876,1.26735003,0.43486457,0.58394522,0.09994175,0.00164264,0.05324502,0.53272827,0.00000000
-5.05152576,1.27574706,0.42897841,0.58734415,0.10742816,0.00185896,0.05166397,0.53736800,0.00000000
-5.04552276,1.28760870,0.42437036,0.59249420,0.11536906,0.00210529,0.05082587,0.54262986,0.00000000
-5.03951976,1.30251189,0.42096957,0.59914072,0.12376537,0.00238372,0.05068508,0.54839830,0.00000000
-5.03351676,1.31995506,0.41869326,0.60699119,0.13261369,0.00269605,0.05119080,0.55453002,0.00000000
-5.02751376,1.33936681,0.41744656,0.61572074,0.14190383,0.00304361,0.05228725,0.56085735,0.00000000
-5.02151076,1.36011688,0.41712241,0.62497880,0.15161628,0.00342724,0.05391392,0.56719239,0.00000000
-5.01550775,1.38152886,0.41760170,0.63439658,0.16171979,0.00384711,0.05600594,0.57333169,0.00000000
-5.00950475,1.40289449,0.41875354,0.64359544,0.17216918,0.00430270,0.05849454,0.57906156,0.00000000
-5.00350175,1.42348926,0.42043588,0.65219567,0.18290347,0.00479269,0.06130758,0.58416376,0.00000000
-4.99749875,1.44258891,0.42249642,0.65982563,0.19384458,0.00531494,0.06437032,0.58842138,0.00000000
-4.99149575,1.45948651,0.42477405,0.66613100,0.20489675,0.00586645,0.06760617,0.59162498,0.00000000
-4.98549275,1.47350970,0.42710068,0.67078371,0.21594666,0.00644339,0.07093765,0.59357858,0.00000000
-4.97948974,1.48403750,0.42930369,0.67349055,0.22686452,0.00704114,0.07428742,0.59410558,0.00000000
-4.97348674,1.49051656,0.43120889,0.67400097,0.23750598,0.00765439,0.07757949,0.59305425,0.00000000
-4.96748374,1.49247595,0.43264402,0.67211387,0.24771509,0.00827724,0.08074043,0.59030273,0.00000000
-4.96148074,1.48954041,0.43344270,0.66768322,0.25732799,0.00890334,0.08370073,0.58576336,0.00000000
-4.95547774,1.48144139,0.43344873,0.66062229,0.26617742,0.00952609,0.08639613,0.57938617,0.00000000
-4.94947474,1.46802555,0.43252056,0.65090632,0.27409781,0.01013880,0.08876896,0.57116137,0.00000000
-4.94347174,1.44926049,0.43053574,0.63857349,0.28093077,0.01073489,0.09076952,0.56112082,0.00000000
-4.93746873,1.42523729,0.42739522,0.62372436,0.28653063,0.01130809,0.09235716,0.54933833,0.00000000
-4.93146573,1.39616990,0.42302715,0.60651955,0.29077002,0.01185261,0.09350143,0.53592873,0.00000000
-4.92546273,1.36239134,0.41739006,0.58717598,0.29354489,0.01236330,0.09418281,0.52104590,0.00000000
-4.91945973,1.32434663,0.41047525,0.56596165,0.29477905,0.01283575,0.09439336,0.50487960,0.00000000
-4.91345673,1.28258291,0.40230812,0.54318931,0.29442770,0.01326643,0.09413693,0.48765134,0.00000000
-4.90745373,1.23773689,0.39294840,0.51920912,0.29247998,0.01365266,0.09342913,0.46960939,0.00000000
-4.90145073,1.19052007,0.38248921,0.49440065,0.28896024,0.01399267,0.09229692,0.45102315,0.00000000
-4.89544772,1.14170233,0.37105496,0.46916451,0.28392808,0.01428549,0.09077780,0.43217699,0.00000000
-4.88944472,1.09209428,0.35879805,0.44391382,0.27747700,0.01453093,0.08891874,0.41336390,0.00000000
-4.88344172,1.04252910,0.34589469,0.41906583,0.26973186,0.01472942,0.08677478,0.39487910,0.00000000
-4.87743872,0.99384442,0.33253981,0.39503389,0.26084518,0.01488187,0.08440731,0.37701383,0.00000000
-4.87143572,0.94686477,0.31894137,0.37222013,0.25099244,0.01498952,0.08188220,0.36004962,0.00000000
-4.86543272,0.90238525,0.30531440,0.35100880,0.24036666,0.01505381,0.07926782,0.34425304,0.00000000
-4.85942971,0.86115692,0.29187493,0.33176057,0.22917245,0.01507621,0.07663294,0.32987136,0.00000000
-4.85342671,0.82387418,0.27883416,0.31480790,0.21761988,0.01505811,0.07404474,0.31712893,0.00000000
-4.84742371,0.79116470,0.26639316,0.30045135,0.20591832,0.01500075,0.07156692,0.30622466,0.00000000
-4.84142071,0.76358201,0.25473830,0.28895714,0.19427065,0.01490515,0.06925794,0.29733032,0.00000000
-4.83541771,0.74160090,0.24403762,0.28055564,0.18286795,0.01477210,0.06716970,0.29059003,0.00000000
-4.82941471,0.72561565,0.23443840,0.27544098,0.17188491,0.01460222,0.06534637,0.28612050,0.00000000
-4.82341171,0.71594107,0.22606585,0.27377163,0.16147616,0.01439601,0.06382375,0.28401229,0.00000000
-4.81740870,0.71281614,0.21902308,0.27567173,0.15177354,0.01415397,0.06262891,0.28433174,0.00000000
-4.81140570,0.71640988,0.21339227,0.28123335,0.14288433,0.01387671,0.06178036,0.28712356,0.00000000
-4.80540270,0.72682922,0.20923692,0.29051922,0.13489058,0.01356510,0.06128849,0.29241386,0.00000000
-4.79939970,0.74412829,0.20660496,0.30356600,0.12784930,0.01322038,0.06115647,0.30021349,0.00000000
-4.79339670,0.76831868,0.20553265,0.32038789,0.12179352,0.01284435,0.06138136,0.31052146,0.00000000
-4.78739370,0.79937999,0.20604869,0.34098023,0.11673412,0.01243941,0.06195555,0.32332828,0.00000000
-4.78139070,0.83727017,0.20817863,0.36532316,0.11266219,0.01200866,0.06286822,0.33861899,0.00000000
-4.77538769,0.88193492,0.21194888,0.39338489,0.10955178,0.01155594,0.06410694,0.35637573,0.00000000
-4.76938469,0.93331552,0.21739027,0.42512449,0.10736295,0.01108581,0.06565923,0.37657966,0.00000000
-4.76338169,0.99135459,0.22454068,0.46049396,0.10604488,0.01060350,0.06751395,0.39921206,0.00000000
-4.75737869,1.05599913,0.23344662,0.49943928,0.10553890,0.01011479,0.06966244,0.42425445,0.00000000
-4.75137569,1.12720054,0.24416348,0.54190050,0.10578140,0.00962590,0.07209942,0.45168774,0.00000000
-4.74537269,1.20491126,0.25675426,0.58781044,0.10670640,0.00914330,0.07482350,0.48149022,0.00000000
-4.73936968,1.28907803,0.27128689,0.63709218,0.10824777,0.00867351,0.07783724,0.51363452,0.00000000
-4.73336668,1.37963172,0.28782999,0.68965522,0.11034106,0.00822291,0.08114690,0.54808353,0.00000000
-4.72736368,1.47647428,0.30644737,0.74539046,0.11292496,0.00779752,0.08476164,0.58478546,0.00000000
-4.72136068,1.57946316,0.32719141,0.80416419,0.11594225,0.00740278,0.08869245,0.62366825,0.00000000
-4.71535768,1.68839423,0.35009570,0.86581143,0.11934051,0.00704341,0.09295072,0.66463362,0.00000000
-4.70935468,1.80298401,0.37516727,0.93012904,0.12307243,0.00672319,0.09754651,0.70755117,0.00000000
-4.70335168,1.92285256,0.40237906,0.99686906,0.12709596,0.00644491,0.10248681,0.75225278,0.00000000
-4.69734867,2.04750840,0.43166290,1.06573288,0.13137427,0.00621026,0.10777363,0.79852804,0.00000000
-4.69134567,2.17633655,0.46290370,1.13636689,0.13587565,0.00601980,0.11340232,0.84612090,0.00000000
-4.68534267,2.30859143,0.49593535,1.20836013,0.14057350,0.00587300,0.11936000,0.89472816,0.00000000
-4.67933967,2.44339537,0.53053863,1.28124446,0.14544632,0.00576825,0.12562437,0.94400011,0.00000000
-4.67333667,2.57974399,0.56644166,1.35449774,0.15047791,0.00570303,0.13216302,0.99354366,0.00000000
-4.66733367,2.71651890,0.60332302,1.42755031,0.15565779,0.00567401,0.13893314,1.04292813,0.00000000
-4.66133067,2.85250785,0.64081765,1.49979472,0.16098169,0.00567720,0.14588190,1.09169371,0.00000000
-4.65532766,2.98643216,0.67852557,1.57059867,0.16645235,0.00570821,0.15294738,1.13936247,0.00000000
-4.64932466,3.11698050,0.71602293,1.63932085,0.17208033,0.00576236,0.16006009,1.18545165,0.00000000
-4.64332166,3.24284779,0.75287532,1.70532887,0.17788487,0.00583498,0.16714496,1.22948856,0.00000000
-4.63731866,3.36277742,0.78865244,1.76801864,0.18389473,0.00592150,0.17412384,1.27102662,0.00000000
-4.63131566,3.47560469,0.82294369,1.82683409,0.19014869,0.00601772,0.18091821,1.30966162,0.00000000
-4.62531266,3.58029911,0.85537370,1.88128629,0.19669589,0.00611990,0.18745213,1.34504736,0.00000000
-4.61930965,3.67600309,0.88561704,1.93097059,0.20359554,0.00622491,0.19365512,1.37690973,0.00000000
-4.61330665,3.76206459,0.91341132,1.97558089,0.21091612,0.00633029,0.19946492,1.40505835,0.00000000
-4.60730365,3.83806170,0.93856773,2.01492001,0.21873388,0.00643432,0.20482983,1.42939500,0.00000000
-4.60130065,3.90381718,0.96097847,2.04890534,0.22713059,0.00653596,0.20971066,1.44991811,0.00000000
-4.59529765,3.95940200,0.98062057,2.07756933,0.23619057,0.00663488,0.21408195,1.46672294,0.00000000
-4.58929465,4.00512708,0.99755552,2.10105454,0.24599694,0.00673130,0.21793260,1.47999723,0.00000000
-4.58329165,4.04152357,1.01192500,2.11960354,0.25662729,0.00682594,0.22126566,1.49001240,0.00000000
-4.57728864,4.06931235,1.02394245,2.13354406,0.26814890,0.00691984,0.22409743,1.49711060,0.00000000
-4.57128564,4.08936450,1.03388114,2.14327016,0.28061364,0.00701421,0.22645582,1.50168823,0.00000000
-4.56528264,4.10265475,1.04205910,2.14922065,0.29405292,0.00711027,0.22837812,1.50417691,0.00000000
-4.55927964,4.11021050,1.04882190,2.15185580,0.30847279,0.00720907,0.22990831,1.50502260,0.00000000
-4.55327664,4.11305944,1.05452401,2.15163397,0.32384973,0.00731137,0.23109404,1.50466431,0.00000000
-4.54727364,4.11217861,1.05950985,2.14898937,0.34012711,0.00741746,0.23198346,1.50351344,0.00000000
-4.54127064,4.10844789,1.06409552,2.14431224,0.35721286,0.00752711,0.23262218,1.50193479,0.00000000
-4.53526763,4.10261035,1.06855219,2.13793277,0.37497840,0.00763946,0.23305043,1.50023042,0.00000000
-4.52926463,4.09524189,1.07309210,2.13010936,0.39325910,0.00775302,0.23330069,1.49862713,0.00000000
-4.52326163,4.08673127,1.07785776,2.12102205,0.41185626,0.00786566,0.23339585,1.49726819,0.00000000
-4.51725863,4.07727187,1.08291511,2.11077115,0.43054076,0.00797467,0.23334805,1.49620965,0.00000000
-4.51125563,4.06686482,1.08825076,2.09938111,0.44905818,0.00807688,0.23315834,1.49542143,0.00000000
-4.50525263,4.05533336,1.09377351,2.08680901,0.46713531,0.00816874,0.23281701,1.49479283,0.00000000
-4.49924962,4.04234683,1.09931988,2.07295716,0.48448782,0.00824648,0.23230465,1.49414210,0.00000000
-4.49324662,4.02745281,1.10466341,2.05768865,0.50082876,0.00830630,0.23159389,1.49322948,0.00000000
