energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.89194597,4.87255640,0.01130664,1.17261956,1.42181175,0.12265309,1.99347723,1.97828383,0.02196690,1.15845941
-5.88594297,4.96443686,0.01198192,1.20874607,1.41914872,0.12322863,2.00785477,2.05048092,0.02329998,1.16380073
-5.87993997,5.07537754,0.01265677,1.24956051,1.41891963,0.12473459,2.02568162,2.13217420,0.02467769,1.17289248
-5.87393697,5.20212590,0.01332135,1.29440776,1.42009301,0.12702888,2.04610781,2.22205558,0.02607725,1.18476528
-5.86793397,5.34095262,0.01396564,1.34245981,1.42166505,0.12996006,2.06817846,2.31849189,0.02747481,1.19843238
-5.86193097,5.48772502,0.01457957,1.39273061,1.42268316,0.13337045,2.09085302,2.41955494,0.02884589,1.21291115
-5.85592796,5.63799753,0.01515330,1.44409828,1.42226613,0.13709940,2.11302859,2.52306483,0.03016582,1.22724340
-5.84992496,5.78711770,0.01567741,1.49533423,1.41962088,0.14098657,2.13356718,2.62664584,0.03141023,1.24051458
-5.84392196,5.93034600,0.01614315,1.54513841,1.41405591,0.14487531,2.15132638,2.72779331,0.03255567,1.25187176
-5.83791896,6.06298599,0.01654268,1.59217948,1.40499175,0.14861603,2.16519286,2.82394946,0.03358020,1.26054023
-5.83191596,6.18052122,0.01686926,1.63513860,1.39196840,0.15206957,2.17411756,2.91258535,0.03446398,1.26583873
-5.82591296,6.27875400,0.01711754,1.67275497,1.37465033,0.15511033,2.17715165,2.99128602,0.03518990,1.26719295
-5.81990995,6.35394100,0.01728366,1.70387132,1.35282896,0.15762934,2.17348174,3.05783519,0.03574411,1.26414727
-5.81390695,6.40292032,0.01736548,1.72747749,1.32642301,0.15953689,2.16246317,3.11029605,0.03611656,1.25637433
-5.80790395,6.42322465,0.01736264,1.74275010,1.29547685,0.16076482,2.14364993,3.14708466,0.03630133,1.24368214
-5.80190095,6.41317569,0.01727665,1.74908663,1.26015690,0.16126832,2.11681991,3.16703270,0.03629700,1.22601859
-5.79589795,6.37195552,0.01711088,1.74613239,1.22074634,0.16102712,2.08199439,3.16943681,0.03610676,1.20347300
-5.78989495,6.29965158,0.01687054,1.73379915,1.17763804,0.16004603,2.03945082,3.15409238,0.03573846,1.17627454
-5.78389195,6.19727323,0.01656256,1.71227472,1.13132597,0.15835488,1.98972842,3.12131020,0.03520449,1.14478756
-5.77788894,6.06673872,0.01619543,1.68202302,1.08239519,0.15600775,1.93362595,3.07191540,0.03452154,1.10950372
-5.77188594,5.91083322,0.01577897,1.64377461,1.03151042,0.15308148,1.87219205,3.00722874,0.03371017,1.07103115
-5.76588294,5.73313941,0.01532408,1.59850840,0.97940354,0.14967371,1.80670812,2.92903115,0.03279438,1.03008092
-5.75987994,5.53794352,0.01484247,1.54742506,0.92686015,0.14590027,1.73866460,2.83951314,0.03180096,0.98745117
-5.75387694,5.33012065,0.01434630,1.49191360,0.87470538,0.14189225,1.66973125,2.74121131,0.03075887,0.94400945
-5.74787394,5.11500375,0.01384786,1.43351223,0.82378936,0.13779270,1.60172268,2.63693455,0.02969851,0.90067369
-5.74187094,4.89824148,0.01335925,1.37386533,0.77497242,0.13375317,1.53656007,2.52968292,0.02865106,0.85839253
-5.73586793,4.68564977,0.01289203,1.31467798,0.72911047,0.12993020,1.47623038,2.42256224,0.02764776,0.81812551
-5.72986493,4.48306240,0.01245694,1.25766965,0.68704076,0.12648178,1.42274412,2.31869750,0.02671924,0.78082358
-5.72386193,4.29618497,0.01206365,1.20452866,0.64956807,0.12356410,1.37809283,2.22114773,0.02589497,0.74741065
-5.71785893,4.13045661,0.01172049,1.15686866,0.61745188,0.12132836,1.34420716,2.13282517,0.02520270,0.71876624
-5.71185593,3.99092270,0.01143431,1.11618834,0.59139417,0.11991798,1.32291655,2.05642063,0.02466799,0.69570981
-5.70585293,3.88212130,0.01121034,1.08383528,0.57202840,0.11946606,1.31591097,1.99433699,0.02431388,0.67898680
-5.69984992,3.80798526,0.01105209,1.06097462,0.55990937,0.12009320,1.32470550,1.94863210,0.02416058,0.66925644
-5.69384692,3.77176119,0.01096134,1.04856312,0.55550419,0.12190556,1.35060811,1.92097204,0.02422520,0.66708138
-5.68784392,3.77594589,0.01093815,1.04732884,0.55918422,0.12499326,1.39469094,1.91259528,0.02452160,0.67291913
-5.68184092,3.82224044,0.01098092,1.05775667,0.57121811,0.12942902,1.45776560,1.92428798,0.02506022,0.68711503
-5.67583792,3.91152178,0.01108645,1.08007967,0.59176583,0.13526696,1.54036258,1.95637060,0.02584799,0.70989675
-5.66983492,4.04383124,0.01125011,1.11427622,0.62087386,0.14254163,1.64271530,2.00869551,0.02688820,0.74137024
-5.66383192,4.21837967,0.01146597,1.16007285,0.65847147,0.15126715,1.76474890,2.08065533,0.02818043,0.78151696
-5.65782891,4.43356854,0.01172693,1.21695252,0.70436835,0.16143651,1.90607445,2.17120179,0.02972046,0.83019245
-5.65182591,4.68702642,0.01202497,1.28416819,0.75825371,0.17302104,2.06598861,2.27887435,0.03150021,0.88712635
-5.64582291,4.97566040,0.01235128,1.36076145,0.81969698,0.18596999,2.24347940,2.40183820,0.03350768,0.95192384
-5.63981991,5.29572153,0.01269652,1.44558574,0.88815044,0.20021038,2.43723819,2.53793083,0.03572696,1.02406878
-5.63381691,5.64288384,0.01305098,1.53733389,0.96295388,0.21564708,2.64567816,2.68471631,0.03813825,1.10292873
-5.62781391,6.01233555,0.01340482,1.63456932,1.04334154,0.23216329,2.86695934,2.83954617,0.04071799,1.18776199
-5.62181091,6.39888134,0.01374830,1.73576045,1.12845151,0.24962128,3.09901994,2.99962560,0.04343907,1.27772691
-5.61580790,6.79705382,0.01407198,1.83931729,1.21733758,0.26786372,3.33961372,3.16208338,0.04627115,1.37189350
-5.60980490,7.20123195,0.01436693,1.94362954,1.30898362,0.28671542,3.58635265,3.32404379,0.04918108,1.46925749
-5.60380190,7.60576375,0.01462494,2.04710502,1.40232028,0.30598563,3.83675404,3.48269839,0.05213347,1.56875669
-5.59779890,8.00509031,0.01483875,2.14820740,1.49624389,0.32547088,4.08829089,3.63537570,0.05509144,1.66928944
-5.59179590,8.39386747,0.01500220,2.24549200,1.58963713,0.34495831,4.33844420,3.77960625,0.05801740,1.76973488
-5.58579290,8.76708179,0.01511041,2.33763858,1.68139105,0.36422947,4.58475560,3.91318114,0.06087401,1.86897469
-5.57978989,9.12015709,0.01515994,2.42347988,1.77042784,0.38306456,4.82487878,4.03420176,0.06362518,1.96591550
-5.57378689,9.44904810,0.01514886,2.50202515,1.85572381,0.40124685,5.05662801,4.14111908,0.06623720,2.05951158
-5.56778389,9.75031822,0.01507687,2.57247760,1.93633167,0.41856741,5.27802218,4.23276101,0.06867974,2.14878703
-5.56178089,10.02119882,0.01494531,2.63424548,2.01140166,0.43482972,5.48732294,4.30834690,0.07092699,2.23285668
-5.55577789,10.25962843,0.01475716,2.68694632,2.08020049,0.44985423,5.68306568,4.36748898,0.07295862,2.31094511
-5.54977489,10.46427058,0.01451697,2.73040442,2.14212771,0.46348267,5.86408246,4.41018071,0.07476063,2.38240308
-5.54377189,10.63451058,0.01423078,2.76464190,2.19672855,0.47558186,6.02951616,4.43677308,0.07632616,2.44672083
-5.53776888,10.77043186,0.01390597,2.78986391,2.24370303,0.48604703,6.17882558,4.44794024,0.07765596,2.50353777
-5.53176588,10.87277355,0.01355106,2.80643882,2.28291059,0.49480443,6.31178155,4.44463616,0.07875876,2.55264824
-5.52576288,10.94287186,0.01317548,2.81487452,2.31437030,0.50181316,6.42845436,4.42804476,0.07965140,2.59400320
-5.51975988,10.98258809,0.01278933,2.81579192,2.33825629,0.50706619,6.52919319,4.39952592,0.08035867,2.62770775
-5.51375688,10.99422668,0.01240310,2.80989693,2.35488849,0.51059045,6.61459839,4.36055987,0.08091297,2.65401470
-5.50775388,10.98044684,0.01202737,2.79795222,2.36471912,0.51244611,6.68548781,4.31269255,0.08135374,2.67331427
-5.50175088,10.94417129,0.01167249,2.78074976,2.36831494,0.51272487,6.74285826,4.25748423,0.08172666,2.68612040
-5.49574787,10.88849528,0.01134836,2.75908538,2.36633616,0.51154747,6.78784355,4.19646322,0.08208264,2.69305411
-5.48974487,10.81659887,0.01106404,2.73373596,2.35951247,0.50906048,6.82167047,4.13108639,0.08247673,2.69482428
-5.48374187,10.73166484,0.01082761,2.70543995,2.34861705,0.50543230,6.84561397,4.06270731,0.08296682,2.69220665
-5.47773887,10.63680412,0.01064585,2.67488169,2.33443945,0.50084871,6.86095298,3.99255272,0.08361226,2.68602140
-5.47173587,10.53498981,0.01052412,2.64267948,2.31775826,0.49550792,6.86892804,3.92170706,0.08447246,2.67711003
-5.46573287,10.42900075,0.01046618,2.60937743,2.29931455,0.48961533,6.87070193,3.85110488,0.08560541,2.66631214
-5.45972986,10.32137460,0.01047412,2.57544093,2.27978707,0.48337817,6.86732436,3.78152998,0.08706615,2.65444267
-5.45372686,10.21437040,0.01054828,2.54125517,2.25977005,0.47700012,6.85970169,3.71362031,0.08890541,2.64227012
-5.44772386,10.10993998,0.01068728,2.50712636,2.23975454,0.47067609,6.84857236,3.64787717,0.09116809,2.63049644
-5.44172086,10.00970775,0.01088809,2.47328513,2.22011391,0.46458735,6.83448878,3.58467739,0.09389200,2.61973885
-5.43571786,9.91495794,0.01114610,2.43989139,2.20109418,0.45889706,6.81780618,3.52428700,0.09710661,2.61051428
-5.42971486,9.82662868,0.01145528,2.40704048,2.18280944,0.45374644,6.79867850,3.46687525,0.10083189,2.60322669
-5.42371186,9.74531235,0.01180840,2.37476979,2.16524271,0.44925157,6.77706168,3.41252783,0.10507737,2.59815761
-5.41770885,9.67126156,0.01219720,2.34306576,2.14825210,0.44550104,6.75272390,3.36125861,0.10984135,2.59546037
-5.41170585,9.60440054,0.01261265,2.31187088,2.13158212,0.44255442,6.72526252,3.31301933,0.11511026,2.59515784
-5.40570285,9.54434150,0.01304524,2.28109043,2.11487953,0.44044165,6.69412715,3.26770705,0.12085831,2.59714425
-5.39969985,9.49040604,0.01348522,2.25059904,2.09771329,0.43916330,6.65864766,3.22516937,0.12704736,2.60119058
-5.39369685,9.44165127,0.01392286,2.22024674,2.07959759,0.43869174,6.61806648,3.18520784,0.13362704,2.60695390
-5.38769385,9.39690053,0.01434874,2.18986477,2.06001700,0.43897315,6.57157352,3.14757986,0.14053525,2.61398999
-5.38169085,9.35477858,0.01475398,2.15927099,2.03845277,0.43993028,6.51834267,3.11199977,0.14769884,2.62176920
-5.37568784,9.31375085,0.01513044,2.12827513,2.01440898,0.44146583,6.45756822,3.07813979,0.15503474,2.62969489
-5.36968484,9.27216630,0.01547091,2.09668366,1.98743758,0.44346643,6.38850003,3.04563134,0.16245133,2.63712409
-5.36368184,9.22830315,0.01576927,2.06430467,1.95716105,0.44580694,6.31047600,3.01406750,0.16985014,2.64338943
-5.35767884,9.18041683,0.01602057,2.03095249,1.92329198,0.44835504,6.22295072,2.98300705,0.17712785,2.64782202
-5.35167584,9.12678902,0.01622112,1.99645231,1.88564850,0.45097582,6.12551950,2.95198030,0.18417846,2.64977415
-5.34567284,9.06577661,0.01636851,1.96064457,1.84416512,0.45353633,6.01793706,2.92049714,0.19089577,2.64864132
-5.33966983,8.99585958,0.01646159,1.92338932,1.79889864,0.45590994,5.90013049,2.88805717,0.19717585,2.64388274
-5.33366683,8.91568619,0.01650041,1.88457031,1.75002881,0.45798019,5.77220648,2.85416175,0.20291967,2.63503959
-5.32766383,8.82411442,0.01648613,1.84409885,1.69785408,0.45964422,5.63445299,2.81832767,0.20803560,2.62175046
-5.32166083,8.72024826,0.01642094,1.80191734,1.64278258,0.46081561,5.48733582,2.78010205,0.21244180,2.60376346
-5.31565783,8.60346774,0.01630789,1.75800235,1.58531900,0.46142640,5.33149062,2.73907767,0.21606844,2.58094449
-5.30965483,8.47345159,0.01615075,1.71236722,1.52604803,0.46142850,5.16771120,2.69490824,0.21885947,2.55328153
-5.30365183,8.33019179,0.01595384,1.66506395,1.46561528,0.46079421,4.99693484,2.64732286,0.22077413,2.52088479
-5.29764882,8.17399946,0.01572188,1.61618443,1.40470644,0.45951607,4.82022546,2.59613895,0.22178784,2.48398277
-5.29164582,8.00550169,0.01545982,1.56586079,1.34402588,0.45760587,4.63875532,2.54127289,0.22189272,2.44291437
-5.28564282,7.82562943,0.01517268,1.51426487,1.28427543,0.45509306,4.45378607,2.48274806,0.22109745,2.39811761
-5.27963982,7.63559685,0.01486537,1.46160680,1.22613434,0.45202260,4.26664948,2.42069950,0.21942659,2.35011523
-5.27363682,7.43687280,0.01454263,1.40813247,1.17024113,0.44845229,4.07872840,2.35537519,0.21691947,2.29949796
-5.26763382,7.23114536,0.01420885,1.35412020,1.11717806,0.44444985,3.89143823,2.28713358,0.21362850,2.24690616
-5.26163082,7.02028098,0.01386801,1.29987634,1.06745862,0.44008974,3.70620895,2.21643752,0.20961713,2.19301056
-5.25562781,6.80627944,0.01352361,1.24573021,1.02151841,0.43545007,3.52446797,2.14384487,0.20495750,2.13849294
-5.24962481,6.59122658,0.01317860,1.19202817,0.97970960,0.43060957,3.34762357,2.06999587,0.19972792,2.08402755
-5.24362181,6.37724631,0.01283540,1.13912732,0.94229872,0.42564484,3.17704915,1.99559813,0.19401027,2.03026401
-5.23761881,6.16645367,0.01249589,1.08738866,0.90946795,0.42062805,3.01406798,1.92140950,0.18788740,1.97781227
-5.23161581,5.96091052,0.01216142,1.03717024,0.88131912,0.41562507,2.85993855,1.84821962,0.18144079,1.92723023
-5.22561281,5.76258506,0.01183293,0.98882020,0.85788034,0.41069421,2.71584043,1.77683077,0.17474837,1.87901424
-5.21960980,5.57331638,0.01151093,0.94267010,0.83911443,0.40588556,2.58286056,1.70803864,0.16788278,1.83359281
-5.21360680,5.39478456,0.01119571,0.89902855,0.82492865,0.40124082,2.46198008,1.64261365,0.16090994,1.79132335
-5.20760380,5.22848674,0.01088735,0.85817537,0.81518511,0.39679382,2.35406164,1.58128318,0.15388819,1.75249195
-5.20160080,5.07571909,0.01058588,0.82035633,0.80971104,0.39257136,2.25983741,1.52471537,0.14686775,1.71731567
-5.19559780,4.93756439,0.01029143,0.78577862,0.80830865,0.38859452,2.17989777,1.47350451,0.13989070,1.68594711
-5.18959480,4.81488465,0.01000427,0.75460692,0.81076371,0.38488019,2.11468109,1.42815850,0.13299128,1.65848057
-5.18359180,4.70831793,0.00972499,0.72696027,0.81685287,0.38144263,2.06446469,1.38908828,0.12619655,1.63495931
-5.17758879,4.61827879,0.00945458,0.70290968,0.82634902,0.37829520,2.02935740,1.35659953,0.11952731,1.61538337
-5.17158579,4.54496154,0.00919446,0.68247644,0.83902509,0.37545180,2.00929408,1.33088648,0.11299911,1.59971748
-5.16558279,4.48834574,0.00894660,0.66563112,0.85465589,0.37292819,2.00403262,1.31202795,0.10662341,1.58789857
-5.15957979,4.44820360,0.00871349,0.65229345,0.87301853,0.37074300,2.01315387,1.29998568,0.10040867,1.57984273
-5.15357679,4.42410928,0.00849815,0.64233288,0.89389164,0.36891839,2.03606497,1.29460485,0.09436140,1.57545135
-5.14757379,4.41545003,0.00830409,0.63557008,0.91705384,0.36748041,2.07200676,1.29561701,0.08848703,1.57461659
-5.14157079,4.42143984,0.00813528,0.63177933,0.94228206,0.36645901,2.12006556,1.30264541,0.08279062,1.57722606
-5.13556778,4.44113587,0.00799600,0.63069197,0.96935022,0.36588778,2.17918966,1.31521275,0.07727737,1.58316709
-5.12956478,4.47345840,0.00789076,0.63200096,0.99802882,0.36580345,2.24821087,1.33275162,0.07195290,1.59233075
-5.12356178,4.51721478,0.00782417,0.63536655,1.02808600,0.36624528,2.32587080,1.35461736,0.06682336,1.60461588
-5.11755878,4.57112784,0.00780082,0.64042316,1.05929031,0.36725425,2.41085189,1.38010350,0.06189528,1.61993335
-5.11155578,4.63386864,0.00782507,0.64678741,1.09141549,0.36887238,2.50181221,1.40845946,0.05717544,1.63821067
-5.10555278,4.70409349,0.00790098,0.65406711,1.12424730,0.37114192,2.59742350,1.43891036,0.05267046,1.65939705
-5.09954977,4.78048438,0.00803214,0.66187115,1.15759210,0.37410466,2.69641088,1.47067823,0.04838647,1.68346878
-5.09354677,4.86179165,0.00822156,0.66981988,1.19128698,0.37780130,2.79759296,1.50300439,0.04432872,1.71043470
-5.08754377,4.94687739,0.00847157,0.67755578,1.22521072,0.38227088,2.89992052,1.53517195,0.04050122,1.74034139
-5.08154077,5.03475743,0.00878378,0.68475385,1.25929491,0.38755026,3.00251202,1.56652779,0.03690642,1.77327776
-5.07553777,5.12463995,0.00915899,0.69113146,1.29353431,0.39367355,3.10468392,1.59650305,0.03354503,1.80937829
-5.06953477,5.21595813,0.00959721,0.69645693,1.32799562,0.40067163,3.20597411,1.62463129,0.03041585,1.84882465
-5.06353177,5.30839478,0.01009764,0.70055673,1.36282361,0.40857156,3.30615684,1.65056324,0.02751580,1.89184491
-5.05752876,5.40189685,0.01065876,0.70332047,1.39824385,0.41739589,3.40524775,1.67407758,0.02483994,1.93871005
-5.05152576,5.49667821,0.01127834,0.70470375,1.43456125,0.42716198,3.50349824,1.69508693,0.02238163,1.98972746
-5.04552276,5.59320961,0.01195356,0.70472828,1.47215393,0.43788116,3.60137869,1.71363863,0.02013277,2.04523114
-5.03951976,5.69219543,0.01268106,0.70347946,1.51146208,0.44955794,3.69955066,1.72991020,0.01808404,2.10556876
-5.03351676,5.79453758,0.01345710,0.70110116,1.55297193,0.46218918,3.79882893,1.74419933,0.01622519,2.17108580
-5.02751376,5.90128764,0.01427759,0.69778814,1.59719512,0.47576327,3.90013453,1.75690895,0.01454537,2.24210719
-5.02151076,6.01358919,0.01513827,0.69377627,1.64464410,0.49025964,4.00444074,1.76852787,0.01303337,2.31891728
-5.01550775,6.13261283,0.01603472,0.68933102,1.69580467,0.50564828,4.11271425,1.77960786,0.01167790,2.40173884
-5.00950475,6.25948715,0.01696247,0.68473487,1.75110669,0.52188972,4.22585427,1.79073828,0.01046783,2.49071231
-5.00350175,6.39522915,0.01791707,0.68027417,1.81089470,0.53893540,4.34463235,1.80251957,0.00939240,2.58587630
-4.99749875,6.54067808,0.01889411,0.67622624,1.87539972,0.55672843,4.46963614,1.81553678,0.00844130,2.68715059
-4.99149575,6.69643651,0.01988921,0.67284737,1.94471423,0.57520499,4.60121979,1.83033472,0.00760485,2.79432284
-4.98549275,6.86282233,0.02089810,0.67036234,2.01877159,0.59429623,4.73946399,1.84739594,0.00687405,2.90704008
-4.97948974,7.03983506,0.02191650,0.66895615,2.09733163,0.61393083,4.88414787,1.86712283,0.00624061,3.02480588
-4.97348674,7.22713924,0.02294019,0.66876834,2.17997356,0.63403812,5.03473475,1.88982484,0.00569700,3.14698413
-4.96748374,7.42406667,0.02396492,0.66989030,2.26609698,0.65455177,5.19037315,1.91571165,0.00523647,3.27280962
-4.96148074,7.62963882,0.02498639,0.67236574,2.35493170,0.67541402,5.34991339,1.94489275,0.00485306,3.40140593
-4.95547774,7.84260913,0.02600025,0.67619430,2.44555630,0.69658029,5.51193998,1.97738361,0.00454159,3.53181018
-4.94947474,8.06152430,0.02700208,0.68133812,2.53692505,0.71802411,5.67481858,2.01311821,0.00429775,3.66300413
-4.94347174,8.28480223,0.02798740,0.68773107,2.62790233,0.73974217,5.83675604,2.05196736,0.00411806,3.79395080
-4.93746873,8.51082343,0.02895170,0.69529002,2.71730312,0.76175931,5.99587097,2.09376198,0.00399999,3.92363514
-4.93146573,8.73803162,0.02989054,0.70392754,2.80393795,0.78413319,6.15027183,2.13831998,0.00394200,4.05110719
-4.92546273,8.96503851,0.03079960,0.71356532,2.88666008,0.80695850,6.29813898,2.18547532,0.00394360,4.17552573
-4.91945973,9.19072717,0.03167484,0.72414739,2.96441287,0.83037021,6.43780676,2.23510759,0.00400546,4.29620036
-4.91345673,9.41434792,0.03251263,0.73565230,3.03627466,0.85454575,6.56784149,2.28717023,0.00412944,4.41262962
-4.90745373,9.63560094,0.03330989,0.74810350,3.10149912,0.87970573,6.68711136,2.34171550,0.00431870,4.52453304
-4.90145073,9.85469974,0.03406427,0.76157705,3.15954868,0.90611291,6.79484435,2.39891452,0.00457773,4.63187490
-4.89544772,10.07241029,0.03477432,0.77620609,3.21011923,0.93406912,6.89067080,2.45907065,0.00491233,4.73487771
-4.88944472,10.29006176,0.03543961,0.79218150,3.25315462,0.96390997,6.97464785,2.52262480,0.00532963,4.83402407
-4.88344172,10.50952570,0.03606083,0.80974849,3.28884990,0.99599711,7.04726383,2.59015173,0.00583798,4.93004563
-4.87743872,10.73316202,0.03663989,0.82919899,3.31764291,1.03070805,7.10942160,2.66234650,0.00644681,5.02389877
-4.87143572,10.96373181,0.03717989,0.85085990,3.34019434,1.06842354,7.16240078,2.74000114,0.00716645,5.11672701
-4.86543272,11.20427883,0.03768511,0.87507767,3.35735707,1.10951270,7.20780011,2.82397168,0.00800782,5.20981118
-4.85942971,11.45798295,0.03816083,0.90219971,3.37013608,1.15431623,7.24746194,2.91513652,0.00898212,5.30450855
-4.85342671,11.72799089,0.03861317,0.93255340,3.37964077,1.20312807,7.28338211,3.01434755,0.01010039,5.40218334
-4.84742371,12.01723103,0.03904882,0.96642371,3.38703198,1.25617631,7.31760920,3.12237588,0.01137301,5.50413119
-4.84142071,12.32822009,0.03947469,1.00403048,3.39346616,1.31360376,7.35213773,3.23985448,0.01280918,5.61150087
-4.83541771,12.66287090,0.03989753,1.04550655,3.40003957,1.37544937,7.38880060,3.36722044,0.01441636,5.72521688
-4.82941471,13.02231065,0.04032353,1.09087801,3.40773507,1.44163106,7.42916600,3.50465973,0.01619960,5.84590651
-4.82341171,13.40671932,0.04075785,1.14004755,3.41737434,1.51193117,7.47444402,3.65205731,0.01816097,5.97383535
-4.81740870,13.81519740,0.04120423,1.19278220,3.42957765,1.58598524,7.52540802,3.80895575,0.02029898,6.10885458
-4.81140570,14.24567135,0.04166455,1.24870623,3.44473344,1.66327512,7.58233492,3.97452478,0.02260803,6.25036339
-4.80540270,14.69484367,0.04213848,1.30729991,3.46297904,1.74312706,7.64496778,4.14754433,0.02507797,6.39728902
-4.79939970,15.15819273,0.04262327,1.36790458,3.48419359,1.82471530,7.71250332,4.32640276,0.02769376,6.54808634
-4.79339670,15.63002531,0.04311352,1.42973413,3.50800348,1.90707168,7.78360518,4.50911154,0.03043530,6.70075796
-4.78739370,16.10358235,0.04360112,1.49189272,3.53379999,1.98910115,7.85644308,4.69333681,0.03327734,6.85289493
-4.78139070,16.57119601,0.04407538,1.55339813,3.56076838,2.06960314,7.92875625,4.87644743,0.03618970,7.00173717
-4.77538769,17.02449327,0.04452320,1.61321001,3.58792685,2.14729828,7.99793858,5.05557845,0.03913758,7.14425162
-4.76938469,17.45463913,0.04492938,1.67026183,3.61417346,2.22085977,8.06114150,5.22770788,0.04208214,7.27722546
-4.76338169,17.85261015,0.04527715,1.72349524,3.63833881,2.28894826,8.11539001,5.38974412,0.04498123,7.39737064
-4.75737869,18.20948747,0.04554866,1.77189536,3.65924171,2.35024925,8.15770617,5.53862058,0.04779033,7.50143564
-4.75137569,18.51675698,0.04572570,1.81452526,3.67574522,2.40351136,8.18523438,5.67139387,0.05046363,7.58631966
-4.74537269,18.76660376,0.04579034,1.85055832,3.68681042,2.44758420,8.19536222,5.78534108,0.05295523,7.64918443
-4.73936968,18.95218819,0.04572573,1.87930668,3.69154508,2.48145414,8.18583132,5.87805226,0.05522046,7.68755880
-4.73336668,19.06789121,0.04551677,1.90024464,3.68924528,2.50427673,8.15483275,5.94751383,0.05721712,7.69943153
-4.72736368,19.10951813,0.04515083,1.91302594,3.67942771,2.51540408,8.10108266,5.99217925,0.05890684,7.68332819
-4.72136068,19.07445200,0.04461835,1.91749392,3.66185159,2.51440644,8.02387466,6.01102380,0.06025625,7.63836891
-4.71535768,18.96174982,0.04391330,1.91368447,3.63652906,2.50108676,7.92310676,6.00358106,0.06123807,7.56430457
-4.70935468,18.77217790,0.04303361,1.90182146,3.60372393,2.47548775,7.79928205,5.96995951,0.06183198,7.46152986
-4.70335168,18.50818527,0.04198136,1.88230513,3.56393907,2.43789121,7.65348354,5.91083868,0.06202534,7.33107307
-4.69734867,18.17381719,0.04076284,1.85569406,3.51789333,2.38880963,7.48732507,5.82744517,0.06181358,7.17456319
-4.69134567,17.77457349,0.03938846,1.82268172,3.46648936,2.32897048,7.30288124,5.72150992,0.06120036,6.99417619
-4.68534267,17.31721889,0.03787250,1.78406892,3.41077419,2.25929392,7.10260034,5.59520889,0.06019748,6.79256305
-4.67933967,16.80955458,0.03623269,1.74073349,3.35189468,2.18086495,6.88920516,5.45108993,0.05882442,6.57276312
-4.67333667,16.26016181,0.03448969,1.69359875,3.29104998,2.09490115,6.66558684,5.29198941,0.05710775,6.33810663
-4.66733367,15.67812898,0.03266650,1.64360218,3.22944362,2.00271734,6.43469714,5.12094226,0.05508020,6.09211084
-4.66133067,15.07277400,0.03078771,1.59166588,3.16823712,1.90568873,6.19944448,4.94108929,0.05277966,5.83837404
-4.65532766,14.45337343,0.02887882,1.53866987,3.10850745,1.80521373,5.96259853,4.75558565,0.05024796,5.58047180
-4.64932466,13.82890848,0.02696543,1.48542932,3.05120988,1.70267804,5.72670744,4.56751380,0.04752962,5.32185948
-4.64332166,13.20783704,0.02507260,1.43267644,2.99714764,1.59942113,5.49403102,4.37980413,0.04467049,5.06578412
