energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,2.42755700,-2.42755798,0.00295558,-0.00295558,0.49405790,-0.49405812,0.34969701,-0.34969723,0.65875041,-0.65875059,0.75092438,-0.75092488,0.94090761,-0.94090785,0.47855762,-0.47855785,0.00000000,-0.00000000
-5.93396698,2.53229509,-2.53229618,0.00284360,-0.00284360,0.51566863,-0.51566889,0.37333106,-0.37333129,0.67891194,-0.67891212,0.79744478,-0.79744532,0.96643373,-0.96643405,0.50621866,-0.50621890,0.00000000,-0.00000000
-5.92796398,2.64492414,-2.64492533,0.00274627,-0.00274627,0.53951159,-0.53951189,0.39803234,-0.39803258,0.69976292,-0.69976310,0.84646725,-0.84646782,0.99720024,-0.99720064,0.53468287,-0.53468311,0.00000000,-0.00000000
-5.92196098,2.76458699,-2.76458828,0.00266586,-0.00266586,0.56530840,-0.56530872,0.42370139,-0.42370164,0.72126342,-0.72126361,0.89758834,-0.89758895,1.03278138,-1.03278185,0.56379398,-0.56379423,0.00000000,-0.00000000
-5.91595798,2.89026919,-2.89027056,0.00260416,-0.00260416,0.59272364,-0.59272399,0.45022389,-0.45022414,0.74336402,-0.74336421,0.95034252,-0.95034315,1.07263475,-1.07263529,0.59339107,-0.59339133,0.00000000,-0.00000000
-5.90995498,3.02081544,-3.02081687,0.00256249,-0.00256249,0.62137147,-0.62137184,0.47746956,-0.47746983,0.76600689,-0.76600708,1.00420863,-1.00420928,1.11611376,-1.11611435,0.62330990,-0.62331016,0.00000000,-0.00000000
-5.90395198,3.15494836,-3.15494983,0.00254158,-0.00254158,0.65082356,-0.65082394,0.50529119,-0.50529146,0.78912690,-0.78912709,1.05861786,-1.05861851,1.16248221,-1.16248284,0.65338381,-0.65338406,0.00000000,-0.00000000
-5.89794897,3.29128872,-3.29129022,0.00254159,-0.00254159,0.68061798,-0.68061837,0.53352364,-0.53352391,0.81265244,-0.81265263,1.11296287,-1.11296353,1.21093054,-1.21093120,0.68344401,-0.68344426,0.00000000,-0.00000000
-5.89194597,3.42837671,-3.42837822,0.00256211,-0.00256211,0.71026912,-0.71026951,0.56198312,-0.56198338,0.83650584,-0.83650603,1.16660804,-1.16660869,1.26059340,-1.26059408,0.71331931,-0.71331956,0.00000000,-0.00000000
-5.88594297,3.56469375,-3.56469524,0.00260213,-0.00260213,0.73927814,-0.73927852,0.59046668,-0.59046694,0.86060336,-0.86060354,1.21890043,-1.21890107,1.31056813,-1.31056882,0.74283523,-0.74283548,0.00000000,-0.00000000
-5.87993997,3.69868452,-3.69868597,0.00266012,-0.00266013,0.76714385,-0.76714422,0.61875217,-0.61875243,0.88485462,-0.88485479,1.26918133,-1.26918195,1.35993378,-1.35993447,0.77181271,-0.77181294,0.00000000,-0.00000000
-5.87393697,3.82877918,-3.82878058,0.00273404,-0.00273404,0.79337387,-0.79337423,0.64659867,-0.64659892,0.90916163,-0.90916180,1.31679819,-1.31679877,1.40777041,-1.40777108,0.80006645,-0.80006668,0.00000000,-0.00000000
-5.86793397,3.95341566,-3.95341699,0.00282141,-0.00282141,0.81749559,-0.81749592,0.67374767,-0.67374791,0.93341764,-0.93341779,1.36111659,-1.36111714,1.45317818,-1.45317882,0.82740332,-0.82740353,0.00000000,-0.00000000
-5.86193097,4.07106212,-4.07106335,0.00291938,-0.00291938,0.83906689,-0.83906718,0.69992503,-0.69992526,0.95750573,-0.95750587,1.40153217,-1.40153267,1.49529616,-1.49529676,0.85362087,-0.85362107,0.00000000,-0.00000000
-5.85592796,4.18023964,-4.18024076,0.00302483,-0.00302483,0.85768629,-0.85768654,0.72484385,-0.72484407,0.98129779,-0.98129792,1.43748214,-1.43748258,1.53332028,-1.53332082,0.87850641,-0.87850659,0.00000000,-0.00000000
-5.84992496,4.27954535,-4.27954633,0.00313446,-0.00313446,0.87300230,-0.87300252,0.74820834,-0.74820854,1.00465381,-1.00465393,1.46845636,-1.46845674,1.56652039,-1.56652087,0.90183685,-0.90183702,0.00000000,-0.00000000
-5.84392196,4.36767590,-4.36767674,0.00324488,-0.00324488,0.88472179,-0.88472196,0.76971862,-0.76971880,1.02742194,-1.02742204,1.49400756,-1.49400788,1.59425595,-1.59425636,0.92337956,-0.92337970,0.00000000,-0.00000000
-5.83791896,4.44345136,-4.44345203,0.00335273,-0.00335273,0.89261702,-0.89261714,0.78907655,-0.78907670,1.04943944,-1.04943953,1.51376078,-1.51376102,1.61599020,-1.61599053,0.94289444,-0.94289455,0.00000000,-0.00000000
-5.83191596,4.50583918,-4.50583969,0.00345475,-0.00345475,0.89653145,-0.89653152,0.80599229,-0.80599241,1.07053477,-1.07053484,1.52742158,-1.52742175,1.63130246,-1.63130271,0.96013734,-0.96013743,0.00000000,-0.00000000
-5.82591296,4.55397805,-4.55397838,0.00354794,-0.00354794,0.89638389,-0.89638391,0.82019164,-0.82019174,1.09053076,-1.09053080,1.53478308,-1.53478318,1.63989838,-1.63989854,0.97486483,-0.97486490,0.00000000,-0.00000000
-5.81990995,4.58720096,-4.58720110,0.00362961,-0.00362961,0.89217104,-0.89217101,0.83142375,-0.83142381,1.10924902,-1.10924905,1.53573161,-1.53573163,1.64161784,-1.64161791,0.98684028,-0.98684032,0.00000000,-0.00000000
-5.81390695,4.60505687,-4.60505683,0.00369745,-0.00369745,0.88396831,-0.88396824,0.83946897,-0.83946900,1.12651536,-1.12651536,1.53025069,-1.53025064,1.63644034,-1.63644032,0.99584096,-0.99584097,0.00000000,-0.00000000
-5.80790395,4.60733020,-4.60732997,0.00374967,-0.00374967,0.87192898,-0.87192886,0.84414664,-0.84414664,1.14216595,-1.14216593,1.51842355,-1.51842342,1.62448776,-1.62448766,1.00166606,-1.00166603,0.00000000,-0.00000000
-5.80190095,4.59405706,-4.59405665,0.00378500,-0.00378500,0.85628153,-0.85628136,0.84532235,-0.84532232,1.15605415,-1.15605410,1.50043369,-1.50043349,1.60602424,-1.60602406,1.00414510,-1.00414504,0.00000000,-0.00000000
-5.79589795,4.56553754,-4.56553696,0.00380273,-0.00380273,0.83732543,-0.83732523,0.84291435,-0.84291429,1.16805733,-1.16805726,1.47656380,-1.47656353,1.58145323,-1.58145298,1.00314646,-1.00314637,0.00000000,-0.00000000
-5.78989495,4.52234280,-4.52234207,0.00380279,-0.00380279,0.81542536,-0.81542512,0.83689890,-0.83689880,1.17808360,-1.17808351,1.44719265,-1.44719233,1.55131163,-1.55131132,0.99858541,-0.99858528,0.00000000,-0.00000000
-5.78389195,4.46531641,-4.46531554,0.00378567,-0.00378567,0.79100401,-0.79100374,0.82731415,-0.82731401,1.18607774,-1.18607762,1.41279018,-1.41278981,1.51626098,-1.51626062,0.99043129,-0.99043113,0.00000000,-0.00000000
-5.77788894,4.39556895,-4.39556795,0.00375246,-0.00375246,0.76453368,-0.76453339,0.81426243,-0.81426227,1.19202615,-1.19202601,1.37391062,-1.37391021,1.47707598,-1.47707558,0.97871340,-0.97871321,0.00000000,-0.00000000
-5.77188594,4.31446558,-4.31446449,0.00370480,-0.00370480,0.73652679,-0.73652649,0.79791069,-0.79791050,1.19596031,-1.19596015,1.33118382,-1.33118337,1.43463025,-1.43462981,0.96352505,-0.96352483,0.00000000,-0.00000000
-5.76588294,4.22360623,-4.22360506,0.00364478,-0.00364478,0.70752559,-0.70752528,0.77848910,-0.77848888,1.19795858,-1.19795840,1.28530473,-1.28530426,1.38987966,-1.38987921,0.94502568,-0.94502543,0.00000000,-0.00000000
-5.75987994,4.12479835,-4.12479713,0.00357495,-0.00357495,0.67809116,-0.67809085,0.75628769,-0.75628746,1.19814608,-1.19814588,1.23702133,-1.23702084,1.34384350,-1.34384305,0.92344061,-0.92344035,0.00000000,-0.00000000
-5.75387694,4.02002271,-4.02002146,0.00349816,-0.00349816,0.64879204,-0.64879174,0.73165128,-0.73165102,1.19669261,-1.19669240,1.18712093,-1.18712044,1.29758368,-1.29758325,0.89905852,-0.89905824,0.00000000,-0.00000000
-5.74787394,3.91139280,-3.91139156,0.00341748,-0.00341748,0.62019262,-0.62019234,0.70497263,-0.70497237,1.19380863,-1.19380841,1.13641537,-1.13641488,1.25218243,-1.25218202,0.87222648,-0.87222618,0.00000000,-0.00000000
-5.74187094,3.80110880,-3.80110759,0.00333612,-0.00333612,0.59284148,-0.59284122,0.67668430,-0.67668403,1.18973951,-1.18973928,1.08572498,-1.08572451,1.20871877,-1.20871842,0.84334282,-0.84334251,0.00000000,-0.00000000
-5.73586793,3.69140728,-3.69140613,0.00325732,-0.00325732,0.56725995,-0.56725973,0.64724924,-0.64724896,1.18475820,-1.18475797,1.03586204,-1.03586160,1.16824442,-1.16824412,0.81284810,-0.81284778,0.00000000,-0.00000000
-5.72986493,3.58450818,-3.58450712,0.00318420,-0.00318420,0.54393106,-0.54393087,0.61715062,-0.61715035,1.17915679,-1.17915656,0.98761368,-0.98761327,1.13175931,-1.13175908,0.78121440,-0.78121409,0.00000000,-0.00000000
-5.72386193,3.48256058,-3.48255963,0.00311972,-0.00311972,0.52328902,-0.52328887,0.58688122,-0.58688095,1.17323728,-1.17323705,0.94172495,-0.94172459,1.10018759,-1.10018745,0.74893356,-0.74893325,0.00000000,-0.00000000
-5.71785893,3.38758905,-3.38758823,0.00306652,-0.00306652,0.50570957,-0.50570947,0.55693260,-0.55693234,1.16730207,-1.16730185,0.89888221,-0.89888189,1.07435442,-1.07435436,0.71650463,-0.71650433,0.00000000,-0.00000000
-5.71185593,3.30144236,-3.30144169,0.00302690,-0.00302690,0.49150126,-0.49150121,0.52778462,-0.52778438,1.16164461,-1.16164441,0.85969746,-0.85969720,1.05496430,-1.05496435,0.68442135,-0.68442106,0.00000000,-0.00000000
-5.70585293,3.22574625,-3.22574575,0.00300271,-0.00300271,0.48089793,-0.48089793,0.49989545,-0.49989522,1.15654066,-1.15654048,0.82469405,-0.82469385,1.04258156,-1.04258171,0.65315981,-0.65315954,0.00000000,-0.00000000
-5.69984992,3.16186199,-3.16186167,0.00299529,-0.00299529,0.47405262,-0.47405267,0.47369238,-0.47369219,1.15224050,-1.15224034,0.79429409,-0.79429395,1.03761351,-1.03761376,0.62316714,-0.62316689,0.00000000,-0.00000000
-5.69384692,3.11085205,-3.11085192,0.00300546,-0.00300546,0.47103307,-0.47103317,0.44956382,-0.44956365,1.14896255,-1.14896241,0.76880820,-0.76880812,1.04029705,-1.04029742,0.59485130,-0.59485107,0.00000000,-0.00000000
-5.68784392,3.07345437,-3.07345443,0.00303348,-0.00303348,0.47181903,-0.47181919,0.42785240,-0.42785225,1.14688849,-1.14688838,0.74842785,-0.74842784,1.05068916,-1.05068963,0.56857262,-0.56857242,0.00000000,-0.00000000
-5.68184092,3.05006592,-3.05006617,0.00307904,-0.00307904,0.47630157,-0.47630177,0.40884949,-0.40884938,1.14616016,-1.14616008,0.73322069,-0.73322075,1.06866178,-1.06866235,0.54463710,-0.54463693,0.00000000,-0.00000000
-5.67583792,3.04073639,-3.04073681,0.00314131,-0.00314131,0.48428447,-0.48428472,0.39279120,-0.39279112,1.14687815,-1.14687810,0.72312917,-0.72312928,1.09390166,-1.09390232,0.52329181,-0.52329168,0.00000000,-0.00000000
-5.66983492,3.04517211,-3.04517270,0.00321894,-0.00321894,0.49548791,-0.49548819,0.37985571,-0.37985566,1.14910212,-1.14910210,0.71797248,-0.71797264,1.12591520,-1.12591595,0.50472229,-0.50472219,0.00000000,-0.00000000
-5.66383192,3.06275024,-3.06275098,0.00331011,-0.00331011,0.50955433,-0.50955465,0.37016204,-0.37016203,1.15285264,-1.15285264,0.71745215,-0.71745236,1.16403861,-1.16403943,0.48905198,-0.48905190,0.00000000,-0.00000000
-5.65782891,3.09254257,-3.09254345,0.00341261,-0.00341261,0.52605667,-0.52605700,0.36377009,-0.36377012,1.15811427,-1.15811430,0.72116090,-0.72116115,1.20745322,-1.20745409,0.47634352,-0.47634347,0.00000000,-0.00000000
-5.65182591,3.13334815,-3.13334914,0.00352388,-0.00352388,0.54450858,-0.54450893,0.36068190,-0.36068195,1.16483974,-1.16483980,0.72859489,-0.72859517,1.25520573,-1.25520663,0.46660172,-0.46660171,0.00000000,-0.00000000
-5.64582291,3.18373352,-3.18373460,0.00364115,-0.00364115,0.56437668,-0.56437704,0.36084385,-0.36084394,1.17295462,-1.17295471,0.73916877,-0.73916907,1.30623285,-1.30623377,0.45977787,-0.45977789,0.00000000,-0.00000000
-5.63981991,3.24207903,-3.24208016,0.00376144,-0.00376144,0.58509444,-0.58509479,0.36414995,-0.36415006,1.18236241,-1.18236251,0.75223328,-0.75223359,1.35938980,-1.35939072,0.45577514,-0.45577518,0.00000000,-0.00000000
-5.63381691,3.30662950,-3.30663067,0.00388172,-0.00388172,0.60607725,-0.60607759,0.37044564,-0.37044578,1.19294947,-1.19294960,0.76709476,-0.76709507,1.41348160,-1.41348250,0.45445468,-0.45445475,0.00000000,-0.00000000
-5.62781391,3.37554742,-3.37554859,0.00399898,-0.00399898,0.62673838,-0.62673870,0.37953239,-0.37953255,1.20458970,-1.20458984,0.78303595,-0.78303625,1.46729625,-1.46729712,0.45564217,-0.45564226,0.00000000,-0.00000000
-5.62181091,3.44696664,-3.44696779,0.00411026,-0.00411026,0.64650518,-0.64650547,0.39117266,-0.39117285,1.21714849,-1.21714865,0.79933726,-0.79933754,1.51963868,-1.51963949,0.45913446,-0.45913457,0.00000000,-0.00000000
-5.61580790,3.51904472,-3.51904582,0.00421281,-0.00421281,0.66483497,-0.66483522,0.40509527,-0.40509548,1.23048601,-1.23048619,0.81529797,-0.81529822,1.56936406,-1.56936479,0.46470603,-0.46470616,0.00000000,-0.00000000
-5.60980490,3.59001209,-3.59001310,0.00430410,-0.00430410,0.68123015,-0.68123035,0.42100096,-0.42100117,1.24445963,-1.24445982,0.83025639,-0.83025659,1.61540940,-1.61541005,0.47211516,-0.47211530,0.00000000,-0.00000000
-5.60380190,3.65821647,-3.65821739,0.00438189,-0.00438189,0.69525180,-0.69525196,0.43856816,-0.43856839,1.25892546,-1.25892565,0.84360828,-0.84360844,1.65682225,-1.65682280,0.48110947,-0.48110962,0.00000000,-0.00000000
-5.59779890,3.72216122,-3.72216202,0.00444427,-0.00444427,0.70653141,-0.70653151,0.45745887,-0.45745911,1.27373922,-1.27373942,0.85482308,-0.85482319,1.69278528,-1.69278571,0.49143094,-0.49143110,0.00000000,-0.00000000
-5.59179590,3.78053656,-3.78053723,0.00448970,-0.00448970,0.71478016,-0.71478021,0.47732455,-0.47732479,1.28875665,-1.28875686,0.86345704,-0.86345709,1.72263603,-1.72263635,0.50282028,-0.50282045,0.00000000,-0.00000000
-5.58579290,3.83224313,-3.83224366,0.00451705,-0.00451706,0.71979551,-0.71979549,0.49781195,-0.49781219,1.30383353,-1.30383374,0.86916316,-0.86916315,1.74588105,-1.74588124,0.51502067,-0.51502084,0.00000000,-0.00000000
-5.57978989,3.87640763,-3.87640800,0.00452557,-0.00452557,0.72146473,-0.72146466,0.51856897,-0.51856920,1.31882584,-1.31882604,0.87169738,-0.87169731,1.76220398,-1.76220405,0.52778089,-0.52778106,0.00000000,-0.00000000
-5.57378689,3.91239057,-3.91239079,0.00451487,-0.00451487,0.71976548,-0.71976535,0.53925028,-0.53925051,1.33359018,-1.33359038,0.87092116,-0.87092102,1.77146759,-1.77146754,0.54085815,-0.54085831,0.00000000,-0.00000000
-5.56778389,3.93978678,-3.93978685,0.00448499,-0.00448499,0.71476322,-0.71476304,0.55952285,-0.55952307,1.34798493,-1.34798512,0.86680015,-0.86679996,1.77370972,-1.77370955,0.55402038,-0.55402054,0.00000000,-0.00000000
-5.56178089,3.95841912,-3.95841905,0.00443628,-0.00443628,0.70660583,-0.70660559,0.57907113,-0.57907134,1.36187208,-1.36187226,0.85939956,-0.85939931,1.76913368,-1.76913340,0.56704845,-0.56704861,0.00000000,-0.00000000
-5.55577789,3.96832667,-3.96832646,0.00436942,-0.00436942,0.69551560,-0.69551532,0.59760196,-0.59760215,1.37512024,-1.37512041,0.84887621,-0.84887591,1.75809363,-1.75809325,0.57973815,-0.57973830,0.00000000,-0.00000000
-5.54977489,3.96974817,-3.96974782,0.00428537,-0.00428537,0.68177915,-0.68177882,0.61484897,-0.61484915,1.38760861,-1.38760877,0.83546796,-0.83546762,1.74107593,-1.74107546,0.59190213,-0.59190228,0.00000000,-0.00000000
-5.54377189,3.96310201,-3.96310155,0.00418534,-0.00418534,0.66573551,-0.66573515,0.63057656,-0.63057672,1.39923191,-1.39923206,0.81948099,-0.81948061,1.71867718,-1.71867664,0.60337180,-0.60337194,0.00000000,-0.00000000
-5.53776888,3.94896382,-3.94896326,0.00407075,-0.00407075,0.64776324,-0.64776286,0.64458311,-0.64458325,1.40990621,-1.40990634,0.80127557,-0.80127516,1.69158032,-1.69157972,0.61399917,-0.61399929,0.00000000,-0.00000000
-5.53176588,3.92804261,-3.92804198,0.00394315,-0.00394315,0.62826685,-0.62826645,0.65670362,-0.65670374,1.41957516,-1.41957528,0.78125105,-0.78125061,1.66052951,-1.66052886,0.62365858,-0.62365869,0.00000000,-0.00000000
-5.52576288,3.90115641,-3.90115572,0.00380424,-0.00380423,0.60766328,-0.60766287,0.66681145,-0.66681155,1.42821640,-1.42821650,0.75983054,-0.75983010,1.62630507,-1.62630438,0.63224828,-0.63224839,0.00000000,-0.00000000
-5.51975988,3.86920801,-3.86920727,0.00365577,-0.00365577,0.58636889,-0.58636847,0.67481928,-0.67481936,1.43584758,-1.43584768,0.73744621,-0.73744575,1.58969931,-1.58969860,0.63969171,-0.63969180,0.00000000,-0.00000000
-5.51375688,3.83316143,-3.83316066,0.00349957,-0.00349957,0.56478744,-0.56478703,0.68067914,-0.68067920,1.44253165,-1.44253173,0.71452536,-0.71452491,1.55149406,-1.55149335,0.64593828,-0.64593836,0.00000000,-0.00000000
-5.50775388,3.79401945,-3.79401867,0.00333746,-0.00333746,0.54329951,-0.54329911,0.68438157,-0.68438161,1.44838072,-1.44838079,0.69147818,-0.69147773,1.51244057,-1.51243987,0.65096372,-0.65096380,0.00000000,-0.00000000
-5.50175088,3.75280241,-3.75280163,0.00317124,-0.00317124,0.52225357,-0.52225317,0.68595398,-0.68595400,1.45355838,-1.45355844,0.66868713,-0.66868670,1.47324226,-1.47324158,0.65476967,-0.65476974,0.00000000,-0.00000000
-5.49574787,3.71052836,-3.71052761,0.00300268,-0.00300267,0.50195895,-0.50195858,0.68545816,-0.68545816,1.45827984,-1.45827990,0.64649855,-0.64649814,1.43454063,-1.43453999,0.65738256,-0.65738261,0.00000000,-0.00000000
-5.48974487,3.66819489,-3.66819416,0.00283346,-0.00283345,0.48268091,-0.48268056,0.68298723,-0.68298721,1.46281000,-1.46281005,0.62521638,-0.62521600,1.39690453,-1.39690392,0.65885166,-0.65885171,0.00000000,-0.00000000
-5.48374187,3.62676228,-3.62676160,0.00266519,-0.00266519,0.46463759,-0.46463727,0.67866199,-0.67866196,1.46745914,-1.46745918,0.60509822,-0.60509786,1.36082267,-1.36082211,0.65924640,-0.65924644,0.00000000,-0.00000000
-5.47773887,3.58713852,-3.58713789,0.00249937,-0.00249937,0.44799902,-0.44799873,0.67262698,-0.67262693,1.47257653,-1.47257657,0.58635343,-0.58635310,1.32669939,-1.32669888,0.65865293,-0.65865296,0.00000000,-0.00000000
-5.47173587,3.55016598,-3.55016541,0.00233739,-0.00233739,0.43288777,-0.43288751,0.66504633,-0.66504627,1.47854218,-1.47854222,0.56914337,-0.56914308,1.29485341,-1.29485296,0.65717002,-0.65717004,0.00000000,-0.00000000
-5.46573287,3.51661009,-3.51660958,0.00218050,-0.00218050,0.41938128,-0.41938105,0.65609969,-0.65609962,1.48575712,-1.48575716,0.55358326,-0.55358300,1.26551919,-1.26551880,0.65490466,-0.65490467,0.00000000,-0.00000000
-5.45972986,3.48715017,-3.48714973,0.00202980,-0.00202980,0.40751537,-0.40751517,0.64597829,-0.64597821,1.49463282,-1.49463287,0.53974554,-0.53974531,1.23885071,-1.23885037,0.65196730,-0.65196731,0.00000000,-0.00000000
-5.45372686,3.46237282,-3.46237245,0.00188627,-0.00188627,0.39728879,-0.39728862,0.63488141,-0.63488131,1.50558026,-1.50558031,0.52766436,-0.52766417,1.21492709,-1.21492681,0.64846720,-0.64846721,0.00000000,-0.00000000
-5.44772386,3.44276785,-3.44276754,0.00175072,-0.00175072,0.38866844,-0.38866830,0.62301330,-0.62301319,1.51899941,-1.51899947,0.51734075,-0.51734060,1.19375991,-1.19375968,0.64450798,-0.64450798,0.00000000,-0.00000000
-5.44172086,3.42872720,-3.42872695,0.00162381,-0.00162381,0.38159494,-0.38159483,0.61058070,-0.61058059,1.53526963,-1.53526969,0.50874824,-0.50874812,1.17530151,-1.17530134,0.64018370,-0.64018369,0.00000000,-0.00000000
-5.43571786,3.42054683,-3.42054665,0.00150605,-0.00150605,0.37598835,-0.37598827,0.59779095,-0.59779083,1.55474159,-1.55474165,0.50183843,-0.50183834,1.15945424,-1.15945411,0.63557568,-0.63557567,0.00000000,-0.00000000
-5.42971486,3.41843157,-3.41843145,0.00139782,-0.00139782,0.37175360,-0.37175354,0.58485067,-0.58485054,1.57773105,-1.57773113,0.49654640,-0.49654635,1.14607996,-1.14607988,0.63075019,-0.63075017,0.00000000,-0.00000000
-5.42371186,3.42250266,-3.42250259,0.00129932,-0.00129932,0.36878563,-0.36878559,0.57196500,-0.57196487,1.60451495,-1.60451503,0.49279549,-0.49279547,1.13500969,-1.13500966,0.62575715,-0.62575713,0.00000000,-0.00000000
-5.41770885,3.43280774,-3.43280773,0.00121067,-0.00121067,0.36697383,-0.36697382,0.55933726,-0.55933713,1.63532954,-1.63532962,0.49050137,-0.49050138,1.12605295,-1.12605296,0.62062996,-0.62062993,0.00000000,-0.00000000
-5.41170585,3.44933267,-3.44933270,0.00113182,-0.00113182,0.36620588,-0.36620588,0.54716882,-0.54716868,1.67037082,-1.67037092,0.48957517,-0.48957520,1.11900647,-1.11900651,0.61538628,-0.61538624,0.00000000,-0.00000000
-5.40570285,3.47201432,-3.47201439,0.00106264,-0.00106264,0.36637060,-0.36637062,0.53565912,-0.53565898,1.70979675,-1.70979685,0.48992566,-0.48992572,1.11366208,-1.11366216,0.61002986,-0.61002982,0.00000000,-0.00000000
-5.39969985,3.50075373,-3.50075384,0.00100291,-0.00100291,0.36736012,-0.36736016,0.52500554,-0.52500540,1.75373076,-1.75373086,0.49146044,-0.49146053,1.10981357,-1.10981368,0.60455319,-0.60455314,0.00000000,-0.00000000
-5.39369685,3.53542847,-3.53542861,0.00095230,-0.00095229,0.36907104,-0.36907110,0.51540297,-0.51540283,1.80226614,-1.80226625,0.49408612,-0.49408623,1.10726221,-1.10726234,0.59894071,-0.59894066,0.00000000,-0.00000000
-5.38769385,3.57590350,-3.57590367,0.00091043,-0.00091043,0.37140493,-0.37140500,0.50704293,-0.50704280,1.85547051,-1.85547062,0.49770771,-0.49770783,1.10582089,-1.10582104,0.59317245,-0.59317239,0.00000000,-0.00000000
-5.38169085,3.62203941,-3.62203960,0.00087687,-0.00087687,0.37426802,-0.37426810,0.50011203,-0.50011191,1.91338973,-1.91338985,0.50222734,-0.50222748,1.10531686,-1.10531703,0.58722779,-0.58722772,0.00000000,-0.00000000
-5.37568784,3.67369760,-3.67369782,0.00085115,-0.00085115,0.37757037,-0.37757046,0.49478976,-0.49478965,1.97605067,-1.97605079,0.50754247,-0.50754263,1.10559301,-1.10559319,0.58108905,-0.58108898,0.00000000,-0.00000000
-5.36968484,3.73074170,-3.73074194,0.00083275,-0.00083275,0.38122460,-0.38122470,0.49124546,-0.49124536,2.04346221,-2.04346234,0.51354393,-0.51354409,1.10650767,-1.10650786,0.57474470,-0.57474463,0.00000000,-0.00000000
-5.36368184,3.79303505,-3.79303530,0.00082116,-0.00082116,0.38514439,-0.38514449,0.48963463,-0.48963454,2.11561425,-2.11561438,0.52011388,-0.52011405,1.10793331,-1.10793351,0.56819200,-0.56819192,0.00000000,-0.00000000
-5.35767884,3.86043431,-3.86043457,0.00081581,-0.00081581,0.38924284,-0.38924294,0.49009462,-0.49009454,2.19247445,-2.19247459,0.52712412,-0.52712431,1.10975409,-1.10975430,0.56143877,-0.56143868,0.00000000,-0.00000000
-5.35167584,3.93277966,-3.93277993,0.00081615,-0.00081615,0.39343100,-0.39343110,0.49273979,-0.49273973,2.27398280,-2.27398294,0.53443485,-0.53443504,1.11186267,-1.11186288,0.55450438,-0.55450429,0.00000000,-0.00000000
-5.34567284,4.00988214,-4.00988242,0.00082163,-0.00082163,0.39761660,-0.39761670,0.49765658,-0.49765654,2.36004434,-2.36004449,0.54189405,-0.54189423,1.11415648,-1.11415669,0.54741973,-0.54741965,0.00000000,-0.00000000
