energy_ev,total_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,4.64587640,0.52470914,0.01086765,2.35153246,0.98001245,2.89690824,0.00000000
-5.99399700,4.58037542,0.50699532,0.01085879,2.32887294,0.97413814,2.86724446,0.00000000
-5.98799400,4.52402633,0.49079732,0.01087105,2.31057042,0.96943866,2.84266385,0.00000000
-5.98199100,4.47658772,0.47622127,0.01090167,2.29663731,0.96582275,2.82289883,0.00000000
-5.97598799,4.43752828,0.46333830,0.01094710,2.28695751,0.96314598,2.80750208,0.00000000
-5.96998499,4.40606242,0.45218520,0.01100309,2.28129877,0.96121868,2.79587162,0.00000000
-5.96398199,4.38119338,0.44276569,0.01106487,2.27932786,0.95981566,2.78728094,0.00000000
-5.95797899,4.36176182,0.43505214,0.01112735,2.28062796,0.95868735,2.78091302,0.00000000
-5.95197599,4.34649774,0.42898779,0.01118528,2.28471716,0.95757176,2.77589645,0.00000000
-5.94597299,4.33407337,0.42448912,0.01123349,2.29106753,0.95620675,2.77134226,0.00000000
-5.93996998,4.32315483,0.42144858,0.01126708,2.29912367,0.95434198,2.76637973,0.00000000
-5.93396698,4.31245050,0.41973741,0.01128157,2.30832025,0.95174984,2.76018967,0.00000000
-5.92796398,4.30075410,0.41920862,0.01127311,2.31809779,0.94823515,2.75203384,0.00000000
-5.92196098,4.28698123,0.41970004,0.01123859,2.32791626,0.94364285,2.74127939,0.00000000
-5.91595798,4.27019807,0.42103739,0.01117573,2.33726631,0.93786361,2.72741753,0.00000000
-5.90995498,4.24964188,0.42303746,0.01108318,2.34567794,0.93083702,2.71007593,0.00000000
-5.90395198,4.22473300,0.42551136,0.01096053,2.35272672,0.92255239,2.68902474,0.00000000
-5.89794897,4.19507884,0.42826776,0.01080827,2.35803785,0.91304716,2.66417647,0.00000000
-5.89194597,4.16047054,0.43111626,0.01062780,2.36128838,0.90240320,2.63558027,0.00000000
-5.88594297,4.12087349,0.43387076,0.01042133,2.36220801,0.89074125,2.60341135,0.00000000
-5.87993997,4.07641289,0.43635301,0.01019176,2.36057908,0.87821398,2.56795662,0.00000000
-5.87393697,4.02735598,0.43839596,0.00994256,2.35623605,0.86499802,2.52959767,0.00000000
-5.86793397,3.97409231,0.43984730,0.00967767,2.34906512,0.85128555,2.48879213,0.00000000
-5.86193097,3.91711350,0.44057273,0.00940130,2.33900407,0.83727596,2.44605475,0.00000000
-5.85592796,3.85699373,0.44045912,0.00911787,2.32604275,0.82316782,2.40193903,0.00000000
-5.84992496,3.79437178,0.43941737,0.00883177,2.31022411,0.80915191,2.35702039,0.00000000
-5.84392196,3.72993547,0.43738485,0.00854735,2.29164582,0.79540518,2.31188145,0.00000000
-5.83791896,3.66440872,0.43432735,0.00826873,2.27046207,0.78208631,2.26709983,0.00000000
-5.83191596,3.59854117,0.43024037,0.00799978,2.24688532,0.76933255,2.22323863,0.00000000
