energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,6.44876918,1.71951066,0.02229187,2.95540476,0.00000000,3.68767544,1.52620204
-5.99399700,6.27385377,1.69608821,0.02120106,2.85395299,0.00000000,3.56181126,1.49256676
-5.98799400,6.08133341,1.66511315,0.02007779,2.74707155,0.00000000,3.42500732,1.45414291
-5.98199100,5.87268059,1.62700150,0.01893255,2.63540910,0.00000000,3.27886069,1.41123405
-5.97598799,5.64956779,1.58228739,0.01777577,2.51964802,0.00000000,3.12508214,1.36420430
-5.96998499,5.41386305,1.53161577,0.01661768,2.40050771,0.00000000,2.96546441,1.31347866
-5.96398199,5.16762091,1.47573325,0.01546818,2.27874626,0.00000000,2.80185066,1.25954207
-5.95797899,4.91306841,1.41547735,0.01433673,2.15516004,0.00000000,2.63610409,1.20293691
-5.95197599,4.65258593,1.35176442,0.01323225,2.03058098,0.00000000,2.47007932,1.14425908
-5.94597299,4.38868302,1.28557629,0.01216302,1.90587142,0.00000000,2.30559639,1.08415238
-5.93996998,4.12396944,1.21794595,0.01113660,1.78191647,0.00000000,2.14441751,1.02330154
-5.93396698,3.86112227,1.14994266,0.01015987,1.65961428,0.00000000,1.98822683,0.96242387
-5.92796398,3.60284964,1.08265639,0.00923888,1.53986438,0.00000000,1.83861335,0.90225976
-5.92196098,3.35185218,1.01718222,0.00837898,1.42355465,0.00000000,1.69705662,0.84356240
-5.91595798,3.11078332,0.95460456,0.00758473,1.31154755,0.00000000,1.56491516,0.78708689
-5.90995498,2.88220929,0.89598164,0.00686002,1.20466600,0.00000000,1.44341711,0.73357909
-5.90395198,2.66857007,0.84233025,0.00620803,1.10367962,0.00000000,1.33365270,0.68376447
-5.89794897,2.47214209,0.79461100,0.00563135,1.00929195,0.00000000,1.23656815,0.63833719
-5.89194597,2.29500344,0.75371404,0.00513201,0.92212887,0.00000000,1.15296051,0.59794963
-5.88594297,2.13900219,0.72044542,0.00471152,0.84272890,0.00000000,1.08347301,0.56320245
-5.87993997,2.00572821,0.69551398,0.00437092,0.77153536,0.00000000,1.02859070,0.53463531
-5.87393697,1.89648855,0.67951894,0.00411080,0.70889074,0.00000000,0.98863603,0.51271828
-5.86793397,1.81228662,0.67293810,0.00393136,0.65503315,0.00000000,0.96376427,0.49784387
-5.86193097,1.75380487,0.67611681,0.00383238,0.61009480,0.00000000,0.95395887,0.49031967
-5.85592796,1.72139103,0.68925772,0.00381319,0.57410241,0.00000000,0.95902686,0.49036165
-5.84992496,1.71504764,0.71241154,0.00387267,0.54697921,0.00000000,0.97859446,0.49808793
-5.84392196,1.73442498,0.74546911,0.00400917,0.52854830,0.00000000,1.01210361,0.51351324
-5.83791896,1.77881729,0.78815499,0.00422047,0.51853711,0.00000000,1.05880968,0.53654395
-5.83191596,1.84716263,0.84002309,0.00450369,0.51658269,0.00000000,1.11778111,0.56697402
-5.82591296,1.93804668,0.90045473,0.00485521,0.52223760,0.00000000,1.18790166,0.60448190
-5.81990995,2.04971093,0.96865967,0.00527060,0.53497627,0.00000000,1.26787591,0.64862877
-5.81390695,2.18006597,1.04368060,0.00574455,0.55420167,0.00000000,1.35623859,0.69885843
-5.80790395,2.32671041,1.12440153,0.00627083,0.57925233,0.00000000,1.45136838,0.75449918
-5.80190095,2.48695610,1.20956046,0.00684223,0.60940957,0.00000000,1.55150646,0.81476801
-5.79589795,2.65786024,1.29776660,0.00745059,0.64390525,0.00000000,1.65478000,0.87877757
-5.78989495,2.83626451,1.38752214,0.00808684,0.68192983,0.00000000,1.75923061,0.94554595
-5.78389195,3.01884155,1.47724853,0.00874104,0.72264113,0.00000000,1.86284729,1.01400972
-5.77788894,3.20214819,1.56531675,0.00940256,0.76517362,0.00000000,1.96360342,1.08303996
-5.77188594,3.38268511,1.65008117,0.01006017,0.80864855,0.00000000,2.05949687,1.15146144
-5.76588294,3.55696156,1.72991593,0.01070230,0.85218477,0.00000000,2.14859213,1.21807448
-5.75987994,3.72156397,1.80325289,0.01131724,0.89491026,0.00000000,2.22906310,1.28167907
-5.75387694,3.87322638,1.86861999,0.01189340,0.93597438,0.00000000,2.29923525,1.34110066
-5.74787394,4.00890077,1.92467847,0.01241964,0.97456048,0.00000000,2.35762533,1.39521689
-5.74187094,4.12582495,1.97025775,0.01288549,1.00989881,0.00000000,2.40297739,1.44298427
-5.73586793,4.22158556,2.00438643,0.01328146,1.04127937,0.00000000,2.43429341,1.48346396
-5.72986493,4.29417384,2.02631824,0.01359936,1.06806436,0.00000000,2.45085743,1.51584555
-5.72386193,4.34203205,2.03555166,0.01383244,1.08969977,0.00000000,2.45225190,1.53946811
-5.71785893,4.36408848,2.03184255,0.01397567,1.10572591,0.00000000,2.43836578,1.55383733
-5.71185593,4.35977970,2.01520900,0.01402587,1.11578623,0.00000000,2.40939359,1.55863826
-5.70585293,4.32905885,1.98592815,0.01398177,1.11963420,0.00000000,2.36582579,1.55374297
-5.69984992,4.27238960,1.94452526,0.01384410,1.11713796,0.00000000,2.30843042,1.53921269
-5.69384692,4.19072591,1.89175519,0.01361548,1.10828228,0.00000000,2.23822697,1.51529446
-5.68784392,4.08547819,1.82857727,0.01330040,1.09316792,0.00000000,2.15645346,1.48241225
-5.68184092,3.95846722,1.75612448,0.01290502,1.07200802,0.00000000,2.06452796,1.44115293
-5.67583792,3.81186756,1.67566821,0.01243699,1.04512186,0.00000000,1.96400611,1.39224769
-5.66983492,3.64814260,1.58858020,0.01190516,1.01292580,0.00000000,1.85653635,1.33654962
-5.66383192,3.46997380,1.49629293,0.01131937,0.97592200,0.00000000,1.74381450,1.27500835
-5.65782891,3.28018664,1.40026019,0.01069009,0.93468499,0.00000000,1.62753934,1.20864277
-5.65182591,3.08167612,1.30191917,0.01002817,0.88984666,0.00000000,1.50937081,1.13851288
-5.64582291,2.87733434,1.20265545,0.00934449,0.84208024,0.00000000,1.39089213,1.06569186
-5.63981991,2.66998264,1.10377193,0.00864974,0.79208372,0.00000000,1.27357690,0.99123928
-5.63381691,2.46231026,1.00646269,0.00795415,0.74056330,0.00000000,1.15876227,0.91617646
-5.62781391,2.25682154,0.91179218,0.00726727,0.68821755,0.00000000,1.04762837,0.84146463
-5.62181091,2.05579261,0.82068033,0.00659784,0.63572265,0.00000000,0.94118447,0.76798662
-5.61580790,1.86123861,0.73389337,0.00595363,0.58371933,0.00000000,0.84026181,0.69653234
-5.60980490,1.67489174,0.65204036,0.00534140,0.53280181,0.00000000,0.74551254,0.62778844
-5.60380190,1.49818985,0.57557486,0.00476687,0.48350899,0.00000000,0.65741450,0.56233205
-5.59779890,1.33227526,0.50480117,0.00423475,0.43631824,0.00000000,0.57628087,0.50062849
-5.59179590,1.17800269,0.43988456,0.00374880,0.39164164,0.00000000,0.50227390,0.44303272
-5.58579290,1.03595516,0.38086434,0.00331192,0.34982470,0.00000000,0.43542178,0.38979403
-5.57978989,0.90646651,0.32766933,0.00292626,0.31114744,0.00000000,0.37563763,0.34106347
-5.57378689,0.78964882,0.28013454,0.00259339,0.27582750,0.00000000,0.32273960,0.29690344
-5.56778389,0.68542333,0.23801855,0.00231440,0.24402492,0.00000000,0.27647132,0.25729888
-5.56178089,0.59355309,0.20102064,0.00209010,0.21584827,0.00000000,0.23652173,0.22216930
-5.55577789,0.51367594,0.16879734,0.00192109,0.19136156,0.00000000,0.20254369,0.19138133
-5.54977489,0.44533644,0.14097764,0.00180794,0.17059158,0.00000000,0.17417081,0.16476090
-5.54377189,0.38801561,0.11717681,0.00175124,0.15353524,0.00000000,0.15103201,0.14210498
-5.53776888,0.34115745,0.09700826,0.00175172,0.14016630,0.00000000,0.13276357,0.12319220
-5.53176588,0.30419163,0.08009364,0.00181025,0.13044142,0.00000000,0.11901852,0.10779217
-5.52576288,0.27655180,0.06607094,0.00192785,0.12430493,0.00000000,0.10947337,0.09567339
-5.51975988,0.25768923,0.05460075,0.00210571,0.12169235,0.00000000,0.10383215,0.08660948
-5.51375688,0.24708201,0.04537079,0.00234507,0.12253238,0.00000000,0.10182811,0.08038381
-5.50775388,0.24423972,0.03809897,0.00264719,0.12674742,0.00000000,0.10322319,0.07679262
-5.50175088,0.24870419,0.03253498,0.00301318,0.13425262,0.00000000,0.10780569,0.07564667
-5.49574787,0.26004694,0.02846098,0.00344394,0.14495371,0.00000000,0.11538648,0.07677163
-5.48974487,0.27786380,0.02569130,0.00393994,0.15874379,0.00000000,0.12579420,0.08000747
-5.48374187,0.30176774,0.02407153,0.00450113,0.17549947,0.00000000,0.13886988,0.08520712
-5.47773887,0.33138071,0.02347724,0.00512677,0.19507666,0.00000000,0.15446134,0.09223455
-5.47173587,0.36632530,0.02381242,0.00581532,0.21730660,0.00000000,0.17241807,0.10096273
-5.46573287,0.40621718,0.02500781,0.00656434,0.24199233,0.00000000,0.19258660,0.11127158
-5.45972986,0.45065909,0.02701928,0.00737041,0.26890627,0.00000000,0.21480716,0.12304620
-5.45372686,0.49923703,0.02982627,0.00822915,0.29778907,0.00000000,0.23891157,0.13617567
-5.44772386,0.55151925,0.03343040,0.00913518,0.32835026,0.00000000,0.26472286,0.15055233
-5.44172086,0.60705836,0.03785425,0.01008227,0.36027077,0.00000000,0.29205662,0.16607200
-5.43571786,0.66539666,0.04314023,0.01106344,0.39320744,0.00000000,0.32072418,0.18263483
-5.42971486,0.72607476,0.04934958,0.01207113,0.42679967,0.00000000,0.35053748,0.20014697
-5.42371186,0.78864296,0.05656142,0.01309749,0.46067787,0.00000000,0.38131564,0.21852284
-5.41770885,0.85267504,0.06487176,0.01413459,0.49447347,0.00000000,0.41289267,0.23768800
-5.41170585,0.91778360,0.07439232,0.01517474,0.52783024,0.00000000,0.44512621,0.25758220
-5.40570285,0.98363611,0.08524923,0.01621082,0.56041615,0.00000000,0.47790666,0.27816254
-5.39969985,1.04997055,0.09758134,0.01723654,0.59193532,0.00000000,0.51116618,0.29940637
-5.39369685,1.11660964,0.11153818,0.01824676,0.62213947,0.00000000,0.54488710,0.32131370
-5.38769385,1.18347254,0.12727745,0.01923774,0.65083794,0.00000000,0.57910905,0.34390878
-5.38169085,1.25058301,0.14496200,0.02020732,0.67790602,0.00000000,0.61393425,0.36724065
-5.37568784,1.31807313,0.16475631,0.02115505,0.70329069,0.00000000,0.64953058,0.39138247
-5.36968484,1.38618201,0.18682237,0.02208226,0.72701357,0.00000000,0.68613189,0.41642944
-5.36368184,1.45524910,0.21131510,0.02299202,0.74917060,0.00000000,0.72403523,0.44249531
-5.35767884,1.52570182,0.23837731,0.02388903,0.76992852,0.00000000,0.76359500,0.46970745
-5.35167584,1.59803804,0.26813425,0.02477946,0.78951799,0.00000000,0.80521374,0.49820072
-5.34567284,1.67280373,0.30068798,0.02567063,0.80822377,0.00000000,0.84932992,0.52811011
-5.33966983,1.75056664,0.33611150,0.02657069,0.82637236,0.00000000,0.89640283,0.55956273
-5.33366683,1.83188724,0.37444301,0.02748828,0.84431761,0.00000000,0.94689518,0.59266922
-5.32766383,1.91728820,0.41568036,0.02843203,0.86242510,0.00000000,1.00125373,0.62751522
-5.32166083,2.00722375,0.45977591,0.02941019,0.88105607,0.00000000,1.05988894,0.66415314
-5.31565783,2.10205063,0.50663204,0.03043017,0.90055179,0.00000000,1.12315420,0.70259484
-5.30965483,2.20200211,0.55609747,0.03149816,0.92121906,0.00000000,1.19132551,0.74280548
-5.30365183,2.30716642,0.60796470,0.03261872,0.94331785,0.00000000,1.26458264,0.78469910
-5.29764882,2.41747097,0.66196879,0.03379452,0.96705152,0.00000000,1.34299251,0.82813611
-5.29164582,2.53267339,0.71778754,0.03502610,0.99256034,0.00000000,1.42649570,0.87292314
-5.28564282,2.65236002,0.77504350,0.03631172,1.01991842,0.00000000,1.51489694,0.91881516
-5.27963982,2.77595246,0.83330778,0.03764734,1.04913450,0.00000000,1.60786023,0.96552018
-5.27363682,2.90272200,0.89210589,0.03902669,1.08015621,0.00000000,1.70490920,1.01270636
-5.26763382,3.03181181,0.95092564,0.04044140,1.11287772,0.00000000,1.80543304,1.06001139
-5.26163082,3.16226600,1.00922706,0.04188134,1.14715018,0.00000000,1.90869830,1.10705394
-5.25562781,3.29306467,1.06645429,0.04333495,1.18279444,0.00000000,2.01386643,1.15344663
-5.24962481,3.42316340,1.12204926,0.04478971,1.21961503,0.00000000,2.12001685,1.19881037
-5.24362181,3.55153571,1.17546689,0.04623272,1.25741472,0.00000000,2.22617494,1.24278916
-5.23761881,3.67721649,1.22619132,0.04765131,1.29600862,0.00000000,2.33134418,1.28506509
-5.23161581,3.79934456,1.27375284,0.04903367,1.33523691,0.00000000,2.43454130,1.32537263
-5.22561281,3.91720223,1.31774482,0.05036956,1.37497545,0.00000000,2.53483325,1.36351183
-5.21960980,4.03025010,1.35784005,0.05165099,1.41514333,0.00000000,2.63137436,1.39935955
-5.21360680,4.13815511,1.39380579,0.05287283,1.45570705,0.00000000,2.72344211,1.43287839
-5.20760380,4.24081044,1.42551678,0.05403344,1.49668076,0.00000000,2.81046993,1.46412261
-5.20160080,4.33834596,1.45296560,0.05513513,1.53812261,0.00000000,2.89207516,1.49324089
-5.19559780,4.43112857,1.47626957,0.05618456,1.58012723,0.00000000,2.96808084,1.52047545
-5.18959480,4.51975188,1.49567389,0.05719293,1.62281472,0.00000000,3.03852976,1.54615754
-5.18359180,4.60501560,1.51155034,0.05817605,1.66631692,0.00000000,3.10368982,1.57069932
-5.17758879,4.68789512,1.52439151,0.05915417,1.71076149,0.00000000,3.16404994,1.59458232
-5.17158579,4.76950250,1.53480022,0.06015166,1.75625504,0.00000000,3.22030610,1.61834281
-5.16558279,4.85104027,1.54347458,0.06119638,1.80286624,0.00000000,3.27333765,1.64255464
-5.15957979,4.93375007,1.55118863,0.06231898,1.85060995,0.00000000,3.32417454,1.66780999
-5.15357679,5.01885802,1.55876942,0.06355181,1.89943348,0.00000000,3.37395624,1.69469887
-5.14757379,5.10751932,1.56707089,0.06492787,1.94920592,0.00000000,3.42388393,1.72378809
-5.14157079,5.20076400,1.57694567,0.06647940,1.99971122,0.00000000,3.47516754,1.75560023
-5.13556778,5.29944631,1.58921554,0.06823651,2.05064556,0.00000000,3.52896975,1.79059371
-5.12956478,5.40419947,1.60464172,0.07022568,2.10161933,0.00000000,3.58634914,1.82914433
-5.12356178,5.51539760,1.62389595,0.07246828,2.15216363,0.00000000,3.64820468,1.87152905
-5.11755878,5.63312617,1.64753357,0.07497910,2.20174097,0.00000000,3.71522398,1.91791253
-5.11155578,5.75716191,1.67596948,0.07776510,2.24975982,0.00000000,3.78783751,1.96833679
-5.10555278,5.88696291,1.70945798,0.08082422,2.29559195,0.00000000,3.86618077,2.02271441
-5.09954977,6.02166900,1.74807740,0.08414450,2.33859196,0.00000000,3.95006623,2.08082531
-5.09354677,6.16011252,1.79172000,0.08770355,2.37811777,0.00000000,4.03896656,2.14231739
-5.08754377,6.30083889,1.84008776,0.09146826,2.41355118,0.00000000,4.13201016,2.20671088
-5.08154077,6.44213645,1.89269439,0.09539497,2.44431752,0.00000000,4.22798969,2.27340633
-5.07553777,6.58207461,1.94887348,0.09943006,2.46990344,0.00000000,4.32538372,2.34169606
-5.06953477,6.71854927,2.00779274,0.10351094,2.48987220,0.00000000,4.42239127,2.41077873
-5.06353177,6.84933424,2.06847400,0.10756739,2.50387595,0.00000000,4.51697831,2.47977676
-5.05752876,6.97213723,2.12981823,0.11152342,2.51166448,0.00000000,4.60693498,2.54775599
-5.05152576,7.08465893,2.19063494,0.11529928,2.51309061,0.00000000,4.68994161,2.61374720
-5.04552276,7.18465349,2.24967486,0.11881387,2.50811192,0.00000000,4.76364139,2.67676883
-5.03951976,7.26998861,2.30566488,0.12198722,2.49678927,0.00000000,4.82571708,2.73585017
-5.03351676,7.33870348,2.35734389,0.12474313,2.47928230,0.00000000,4.87396880,2.79005448
-5.02751376,7.38906261,2.40349838,0.12701169,2.45584229,0.00000000,4.90638992,2.83850115
-5.02151076,7.41960373,2.44299642,0.12873170,2.42680286,0.00000000,4.92123792,2.88038621
-5.01550775,7.42917806,2.47481880,0.12985285,2.39256893,0.00000000,4.91709736,2.91500051
-5.00950475,7.41698130,2.49808626,0.13033747,2.35360435,0.00000000,4.89293204,2.94174499
-5.00350175,7.38257407,2.51208182,0.13016197,2.31041863,0.00000000,4.84812430,2.96014235
-4.99749875,7.32589090,2.51626750,0.12931761,2.26355306,0.00000000,4.78249946,2.96984483
-4.99149575,7.24723725,2.51029499,0.12781085,2.21356667,0.00000000,4.69633444,2.97063797
-4.98549275,7.14727465,2.49401000,0.12566305,2.16102222,0.00000000,4.59035005,2.96244004
-4.97948974,7.02699439,2.46745047,0.12290967,2.10647258,0.00000000,4.46568739,2.94529762
-4.97348674,6.88768115,2.43083889,0.11959889,2.05044777,0.00000000,4.32386936,2.91937739
-4.96748374,6.73086790,2.38456940,0.11578980,1.99344295,0.00000000,4.16674931,2.88495491
-4.96148074,6.55828443,2.32919047,0.11155029,1.93590770,0.00000000,3.99644893,2.84240082
-4.95547774,6.37180164,2.26538408,0.10695455,1.87823686,0.00000000,3.81528862,2.79216548
-4.94947474,6.17337441,2.19394243,0.10208052,1.82076333,0.00000000,3.62571329,2.73476268
-4.94347174,5.96498554,2.11574335,0.09700730,1.76375294,0.00000000,3.43021701,2.67075333
