energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-4.93746873,5.74859330,2.03172529,0.09181262,1.70740185,0.00000000,3.23126982,2.60072995
-4.93146573,5.52608485,1.94286301,0.08657054,1.65183652,0.00000000,3.03124966,2.52530258
-4.92546273,5.29923730,1.85014467,0.08134942,1.59711632,0.00000000,2.83238210,2.44508664
-4.91945973,5.06968777,1.75455105,0.07621031,1.54323886,0.00000000,2.63668999,2.36069314
-4.91345673,4.83891317,1.65703733,0.07120567,1.49014783,0.00000000,2.44595448,2.27272142
-4.90745373,4.60821991,1.55851773,0.06637864,1.43774305,0.00000000,2.26168827,2.18175436
-4.90145073,4.37874302,1.45985318,0.06176267,1.38589241,0.00000000,2.08512126,2.08835598
-4.89544772,4.15145375,1.36184188,0.05738162,1.33444508,0.00000000,1.91719811,1.99307097
-4.88944472,3.92717434,1.26521261,0.05325024,1.28324554,0.00000000,1.75858665,1.89642583
-4.88344172,3.70659819,1.17062057,0.04937498,1.23214769,0.00000000,1.60969574,1.79893110
-4.87743872,3.49031358,1.07864536,0.04575499,1.18102837,0.00000000,1.47070070,1.70108403
-4.87143572,3.27882901,0.98979074,0.04238342,1.12979972,0.00000000,1.34157430,1.60337135
-4.86543272,3.07259832,0.90448587,0.03924867,1.07841978,0.00000000,1.22212124,1.50627156
-4.85942971,2.87204394,0.82308757,0.03633577,1.02690075,0.00000000,1.11201420,1.41025637
-4.85342671,2.67757684,0.74588351,0.03362767,0.97531469,0.00000000,1.01082934,1.31579109
-4.84742371,2.48961228,0.67309583,0.03110642,0.92379625,0.00000000,0.91808001,1.22333376
-4.84142071,2.30858049,0.60488527,0.02875420,0.87254250,0.00000000,0.83324699,1.13333300
-4.83541771,2.13493220,0.54135545,0.02655414,0.82180981,0.00000000,0.75580464,1.04622465
-4.82941471,1.96913893,0.48255731,0.02449104,0.77190794,0.00000000,0.68524213,0.96242740
-4.82341171,1.81168851,0.42849361,0.02255170,0.72319178,0.00000000,0.62107955,0.88233761
-4.81740870,1.66307638,0.37912354,0.02072523,0.67605099,0.00000000,0.56287895,0.80632363
-4.81140570,1.52379351,0.33436720,0.01900310,0.63089809,0.00000000,0.51025062,0.73471994
-4.80540270,1.39431185,0.29411013,0.01737902,0.58815545,0.00000000,0.46285499,0.66782132
-4.79939970,1.27506817,0.25820776,0.01584871,0.54824174,0.00000000,0.42040095,0.60587754
-4.79339670,1.16644735,0.22648975,0.01440965,0.51155828,0.00000000,0.38264116,0.54908853
-4.78739370,1.06876586,0.19876413,0.01306062,0.47847585,0.00000000,0.34936521,0.49760050
-4.78139070,0.98225631,0.17482133,0.01180140,0.44932227,0.00000000,0.32039134,0.45150289
-4.77538769,0.90705363,0.15443787,0.01063234,0.42437117,0.00000000,0.29555742,0.41082653
-4.76938469,0.84318353,0.13737981,0.00955400,0.40383238,0.00000000,0.27471185,0.37554276
-4.76338169,0.79055353,0.12340586,0.00856686,0.38784390,0.00000000,0.25770495,0.34556369
-4.75737869,0.74894703,0.11227015,0.00767106,0.37646603,0.00000000,0.24438119,0.32074362
-4.75137569,0.71802059,0.10372470,0.00686620,0.36967754,0.00000000,0.23457281,0.30088139
-4.74537269,0.69730457,0.09752152,0.00615128,0.36737413,0.00000000,0.22809489,0.28572384
-4.73936968,0.68620729,0.09341449,0.00552459,0.36936921,0.00000000,0.22474227,0.27497011
-4.73336668,0.68402271,0.09116106,0.00498377,0.37539713,0.00000000,0.22428828,0.26827698
-4.72736368,0.68994168,0.09052375,0.00452588,0.38511877,0.00000000,0.22648533,0.26526494
-4.72136068,0.70306659,0.09127169,0.00414752,0.39812945,0.00000000,0.23106742,0.26552517
-4.71535768,0.72242932,0.09318208,0.00384498,0.41396921,0.00000000,0.23775443,0.26862720
-4.70935468,0.74701224,0.09604182,0.00361442,0.43213502,0.00000000,0.24625798,0.27412727
-4.70335168,0.77577181,0.09964921,0.00345208,0.45209500,0.00000000,0.25628878,0.28157717
-4.69734867,0.80766433,0.10381587,0.00335445,0.47330397,0.00000000,0.26756506,0.29053358
-4.69134567,0.84167309,0.10836874,0.00331846,0.49522028,0.00000000,0.27982189,0.30056755
-4.68534267,0.87683626,0.11315223,0.00334168,0.51732305,0.00000000,0.29282090,0.31127400
-4.67933967,0.91227443,0.11803047,0.00342242,0.53912954,0.00000000,0.30636005,0.32228089
-4.67333667,0.94721688,0.12288947,0.00355984,0.56021179,0.00000000,0.32028297,0.33325785
-4.66733367,0.98102548,0.12763921,0.00375406,0.58021195,0.00000000,0.33448739,0.34392387
-4.66133067,1.01321505,0.13221543,0.00400612,0.59885552,0.00000000,0.34893220,0.35405381
-4.65532766,1.04346918,0.13658115,0.00431798,0.61596200,0.00000000,0.36364266,0.36348329
-4.64932466,1.07165061,0.14072768,0.00469244,0.63145209,0.00000000,0.37871330,0.37211184
-4.64332166,1.09780529,0.14467507,0.00513300,0.64535111,0.00000000,0.39430830,0.37990409
-4.63731866,1.12215972,0.14847201,0.00564365,0.65778832,0.00000000,0.41065894,0.38688872
-4.63131566,1.14511126,0.15219502,0.00622868,0.66899174,0.00000000,0.42805804,0.39315535
-4.62531266,1.16721159,0.15594705,0.00689234,0.67927871,0.00000000,0.44685137,0.39884934
-4.61930965,1.18914359,0.15985548,0.00763862,0.68904222,0.00000000,0.46742625,0.40416466
-4.61330665,1.21169272,0.16406960,0.00847084,0.69873354,0.00000000,0.49019744,0.40933523
-4.60730365,1.23571367,0.16875767,0.00939135,0.70884181,0.00000000,0.51559096,0.41462500
-4.60130065,1.26209390,0.17410376,0.01040123,0.71987125,0.00000000,0.54402624,0.42031728
-4.59529765,1.29171568,0.18030437,0.01149994,0.73231713,0.00000000,0.57589745,0.42670388
-4.58929465,1.32541810,0.18756512,0.01268510,0.74664143,0.00000000,0.61155457,0.43407450
-4.58329165,1.36396114,0.19609758,0.01395227,0.76324946,0.00000000,0.65128534,0.44270690
-4.57728864,1.40799334,0.20611629,0.01529484,0.78246830,0.00000000,0.69529853,0.45285835
-4.57128564,1.45802454,0.21783614,0.01670398,0.80452852,0.00000000,0.74370980,0.46475875
-4.56528264,1.51440521,0.23147000,0.01816871,0.82954968,0.00000000,0.79653041,0.47860560
-4.55927964,1.57731319,0.24722677,0.01967600,0.85753078,0.00000000,0.85365981,0.49456113
-4.55327664,1.64674838,0.26530952,0.02121112,0.88834591,0.00000000,0.91488228,0.51275145
-4.54727364,1.72253572,0.28591387,0.02275787,0.92174570,0.00000000,0.97986804,0.53326774
-4.54127064,1.80433603,0.30922629,0.02429909,0.95736438,0.00000000,1.04817878,0.55616906
-4.53526763,1.89166398,0.33542220,0.02581712,0.99473236,0.00000000,1.11927758,0.58148666
-4.52926463,1.98391231,0.36466370,0.02729431,1.03329378,0.00000000,1.19254266,0.60922906
-4.52326163,2.08038056,0.39709685,0.02871361,1.07242826,0.00000000,1.26728454,0.63938762
-4.51725863,2.18030702,0.43284823,0.03005908,1.11147597,0.00000000,1.34276578,0.67194197
-4.51125563,2.28290180,0.47202091,0.03131646,1.14976467,0.00000000,1.41822234,0.70686488
-4.50525263,2.38737944,0.51468965,0.03247354,1.18663770,0.00000000,1.49288581,0.74412598
-4.49924962,2.49298912,0.56089553,0.03352061,1.22148143,0.00000000,1.56600521,0.78369422
-4.49324662,2.59904110,0.61064015,0.03445070,1.25375093,0.00000000,1.63686762,0.82553864
-4.48724362,2.70492792,0.66387955,0.03525977,1.28299264,0.00000000,1.70481670,0.86962743
-4.48124062,2.81013951,0.72051833,0.03594675,1.30886298,0.00000000,1.76926825,0.91592536
-4.47523762,2.91427159,0.78040411,0.03651345,1.33114201,0.00000000,1.82972238,0.96438964
-4.46923462,3.01702720,0.84332283,0.03696443,1.34974143,0.00000000,1.88577183,1.01496468
-4.46323162,3.11821155,0.90899531,0.03730669,1.36470681,0.00000000,1.93710624,1.06757598
-4.45722861,3.21772088,0.97707528,0.03754935,1.37621364,0.00000000,1.98351261,1.12212369
-4.45122561,3.31552622,1.04714923,0.03770322,1.38455782,0.00000000,2.02487199,1.17847633
-4.44522261,3.41165323,1.11873840,0.03778035,1.39014085,0.00000000,2.06115312,1.23646515
-4.43921961,3.50615952,1.19130287,0.03779361,1.39345057,0.00000000,2.09240331,1.29587965
-4.43321661,3.59911099,1.26424784,0.03775626,1.39503855,0.00000000,2.11873751,1.35646451
-4.42721361,3.69055854,1.33693203,0.03768151,1.39549512,0.00000000,2.14032623,1.41791846
-4.42121061,3.78051675,1.40867793,0.03758224,1.39542339,0.00000000,2.15738295,1.47989514
-4.41520760,3.86894568,1.47878368,0.03747070,1.39541355,0.00000000,2.17015189,1.54200615
-4.40920460,3.95573697,1.54653619,0.03735832,1.39601863,0.00000000,2.17889664,1.60382623
-4.40320160,4.04070504,1.61122507,0.03725559,1.39773283,0.00000000,2.18389022,1.66490052
-4.39719860,4.12358387,1.67215696,0.03717203,1.40097361,0.00000000,2.18540686,1.72475376
-4.39119560,4.20402984,1.72866991,0.03711621,1.40606797,0.00000000,2.18371584,1.78290095
-4.38519260,4.28163020,1.78014725,0.03709582,1.41324383,0.00000000,2.17907733,1.83885942
-4.37918959,4.35591716,1.82603074,0.03711778,1.42262638,0.00000000,2.17174030,1.89216161
-4.37318659,4.42638662,1.86583262,0.03718841,1.43423967,0.00000000,2.16194214,1.94236840
-4.36718359,4.49252077,1.89914632,0.03731352,1.44801293,0.00000000,2.14990986,1.98908225
-4.36118059,4.55381326,1.92565560,0.03749853,1.46379121,0.00000000,2.13586232,2.03195985
-4.35517759,4.60979565,1.94514199,0.03774858,1.48134931,0.00000000,2.12001318,2.07072375
-4.34917459,4.66006359,1.95749035,0.03806855,1.50040838,0.00000000,2.10257398,2.10517228
-4.34317159,4.70430118,1.96269248,0.03846302,1.52065372,0.00000000,2.08375701,2.13518758
-4.33716858,4.74230210,1.96084867,0.03893621,1.54175302,0.00000000,2.06377742,2.16074104
-4.33116558,4.77398591,1.95216709,0.03949181,1.56337373,0.00000000,2.04285431,2.18189594
-4.32516258,4.79940856,1.93696097,0.04013276,1.58519856,0.00000000,2.02121042,2.19880686
-4.31915958,4.81876605,1.91564349,0.04086101,1.60693838,0.00000000,1.99907038,2.21171581
-4.31315658,4.83239086,1.88872043,0.04167720,1.62834181,0.00000000,1.97665735,2.22094493
-4.30715358,4.84074088,1.85678052,0.04258033,1.64920111,0.00000000,1.95418825,2.22688599
