energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.19659342,0.03824572,0.00000000,0.07601407,0.00000000,0.08176882,0.07874163
-5.99399700,0.22087667,0.04291645,0.00000000,0.08535781,0.00000000,0.09011070,0.08946992
-5.98799400,0.24743388,0.04790403,0.00000000,0.09575935,0.00000000,0.09898532,0.10108716
-5.98199100,0.27628251,0.05318433,0.00000000,0.10726363,0.00000000,0.10839821,0.11355677
-5.97598799,0.30742938,0.05872530,0.00000000,0.11992049,0.00000000,0.11835672,0.12682258
-5.96998499,0.34087068,0.06448698,0.00000000,0.13378476,0.00000000,0.12887057,0.14080823
-5.96398199,0.37659285,0.07042169,0.00000000,0.14891643,0.00000000,0.13995226,0.15541736
-5.95797899,0.41457419,0.07647463,0.00000000,0.16538083,0.00000000,0.15161748,0.17053461
-5.95197599,0.45478735,0.08258475,0.00000000,0.18324882,0.00000000,0.16388552,0.18602754
-5.94597299,0.49720255,0.08868602,0.00000000,0.20259700,0.00000000,0.17677955,0.20174944
-5.93996998,0.54179131,0.09470900,0.00000000,0.22350764,0.00000000,0.19032694,0.21754303
-5.93396698,0.58853059,0.10058263,0.00000000,0.24606853,0.00000000,0.20455950,0.23324495
-5.92796398,0.63740693,0.10623629,0.00000000,0.27037240,0.00000000,0.21951363,0.24869082
-5.92196098,0.68842030,0.11160198,0.00000000,0.29651591,0.00000000,0.23523046,0.26372079
-5.91595798,0.74158719,0.11661650,0.00000000,0.32459807,0.00000000,0.25175581,0.27818523
-5.90995498,0.79694264,0.12122362,0.00000000,0.35471796,0.00000000,0.26914005,0.29195039
-5.90395198,0.85454065,0.12537597,0.00000000,0.38697168,0.00000000,0.28743772,0.30490361
-5.89794897,0.91445271,0.12903672,0.00000000,0.42144849,0.00000000,0.30670690,0.31695789
-5.89194597,0.97676411,0.13218084,0.00000000,0.45822607,0.00000000,0.32700817,0.32805547
-5.88594297,1.04156785,0.13479586,0.00000000,0.49736495,0.00000000,0.34840324,0.33817027
-5.87993997,1.10895603,0.13688210,0.00000000,0.53890222,0.00000000,0.37095293,0.34730878
-5.87393697,1.17900889,0.13845232,0.00000000,0.58284467,0.00000000,0.39471464,0.35550961
-5.86793397,1.25178170,0.13953083,0.00000000,0.62916153,0.00000000,0.41973917,0.36284130
-5.86193097,1.32729001,0.14015197,0.00000000,0.67777712,0.00000000,0.44606692,0.36939868
-5.85592796,1.40549367,0.14035823,0.00000000,0.72856378,0.00000000,0.47372340,0.37529777
-5.84992496,1.48628067,0.14019790,0.00000000,0.78133539,0.00000000,0.50271431,0.38066949
