energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,2.41341714,0.40199128,0.01412064,0.00123453,1.42532010,1.79428760,0.81886155
-5.99399700,2.26271983,0.37233496,0.01328464,0.00110807,1.34154315,1.68496211,0.76718780
-5.98799400,2.10986249,0.34347086,0.01242263,0.00099063,1.25528129,1.57363450,0.71481970
-5.98199100,1.95677995,0.31575480,0.01154567,0.00088311,1.16764909,1.46172035,0.66240677
-5.97598799,1.80534040,0.28950809,0.01066461,0.00078615,1.07974772,1.35060250,0.61057442
-5.96998499,1.65730376,0.26501416,0.00978983,0.00070019,0.99263620,1.24159786,0.55991012
-5.96398199,1.51428555,0.24251641,0.00893103,0.00062547,0.90730574,1.13592803,0.51095144
-5.95797899,1.37772726,0.22221690,0.00809701,0.00056204,0.82465794,1.03469453,0.46417634
-5.95197599,1.24887354,0.20427585,0.00729550,0.00050983,0.74548744,0.93885906,0.41999582
-5.94597299,1.12875648,0.18881192,0.00653309,0.00046859,0.67046914,0.84922925,0.37874899
-5.93996998,1.01818676,0.17590292,0.00581512,0.00043802,0.60015026,0.76644968,0.34070048
-5.93396698,0.91775148,0.16558702,0.00514572,0.00041770,0.53494690,0.69099820,0.30604008
-5.92796398,0.82781789,0.15786431,0.00452779,0.00040713,0.47514484,0.62318695,0.27488440
-5.92196098,0.74854255,0.15269853,0.00396308,0.00040578,0.42090421,0.56316780,0.24728030
-5.91595798,0.67988478,0.15001911,0.00345229,0.00041303,0.37226732,0.51094133,0.22320975
-5.90995498,0.62162394,0.14972343,0.00299518,0.00042827,0.32916903,0.46636899,0.20259592
-5.90395198,0.57337928,0.15167929,0.00259075,0.00045081,0.29144916,0.42918749,0.18531012
-5.89794897,0.53463191,0.15572766,0.00223731,0.00047997,0.25886602,0.39902490,0.17117932
-5.89194597,0.50474792,0.16168590,0.00193270,0.00051501,0.23111070,0.37541792,0.15999401
-5.88594297,0.48300214,0.16935124,0.00167445,0.00055521,0.20782147,0.35782966,0.15151625
-5.87993997,0.46860191,0.17850487,0.00145984,0.00059981,0.18859784,0.34566759,0.14548752
-5.87393697,0.46071049,0.18891646,0.00128612,0.00064808,0.17301390,0.33830118,0.14163651
-5.86793397,0.45846971,0.20034920,0.00115059,0.00069928,0.16063076,0.33507908,0.13968641
-5.86193097,0.46102151,0.21256528,0.00105070,0.00075271,0.15100777,0.33534537,0.13936189
-5.85592796,0.46752812,0.22533179,0.00098412,0.00080770,0.14371245,0.33845489,0.14039545
-5.84992496,0.47719065,0.23842673,0.00094882,0.00086365,0.13832919,0.34378730,0.14253332
-5.84392196,0.48926584,0.25164517,0.00094307,0.00092002,0.13446651,0.35075975,0.14554050
-5.83791896,0.50308070,0.26480515,0.00096549,0.00097639,0.13176312,0.35883809,0.14920534
-5.83191596,0.51804485,0.27775307,0.00101505,0.00103243,0.12989269,0.36754626,0.15334309
-5.82591296,0.53366024,0.29036848,0.00109101,0.00108793,0.12856751,0.37647391,0.15779882
-5.81990995,0.54952810,0.30256770,0.00119290,0.00114282,0.12754103,0.38528197,0.16244938
-5.81390695,0.56535295,0.31430634,0.00132050,0.00119717,0.12660942,0.39370611,0.16720441
-5.80790395,0.58094344,0.32558026,0.00147370,0.00125118,0.12561225,0.40155797,0.17200643
-5.80190095,0.59621010,0.33642501,0.00165253,0.00130517,0.12443229,0.40872422,0.17683000
-5.79589795,0.61115994,0.34691350,0.00185698,0.00135960,0.12299459,0.41516331,0.18167994
-5.78989495,0.62588813,0.35715212,0.00208697,0.00141498,0.12126484,0.42090024,0.18658861
-5.78389195,0.64056706,0.36727523,0.00234230,0.00147192,0.11924720,0.42601935,0.19161251
-5.77788894,0.65543308,0.37743832,0.00262249,0.00153102,0.11698158,0.43065547,0.19682817
-5.77188594,0.67077160,0.38781009,0.00292679,0.00159291,0.11454052,0.43498388,0.20232750
-5.76588294,0.68690094,0.39856376,0.00325410,0.00165815,0.11202574,0.43920925,0.20821289
-5.75987994,0.70415584,0.40986806,0.00360290,0.00172720,0.10956442,0.44355432,0.21459211
-5.75387694,0.72287103,0.42187827,0.00397128,0.00180042,0.10730534,0.44824842,0.22157336
-5.74787394,0.74336585,0.43472782,0.00435691,0.00187796,0.10541494,0.45351674,0.22926051
-5.74187094,0.76593033,0.44852078,0.00475704,0.00195982,0.10407328,0.45957035,0.23774890
-5.73586793,0.79081327,0.46332566,0.00516858,0.00204575,0.10347007,0.46659770,0.24712171
-5.72986493,0.81821296,0.47917087,0.00558814,0.00213527,0.10380074,0.47475771,0.25744704
-5.72386193,0.84827055,0.49604197,0.00601208,0.00222768,0.10526250,0.48417475,0.26877594
-5.71785893,0.88106638,0.51388094,0.00643667,0.00232203,0.10805046,0.49493561,0.28114113
-5.71185593,0.91661915,0.53258748,0.00685813,0.00241717,0.11235375,0.50708840,0.29455670
-5.70585293,0.95488777,0.55202228,0.00727277,0.00251178,0.11835168,0.52064342,0.30901850
-5.69984992,0.99577550,0.57201204,0.00767711,0.00260438,0.12620982,0.53557560,0.32450524
-5.69384692,1.03913613,0.59235618,0.00806797,0.00269341,0.13607599,0.55182848,0.34098007
-5.68784392,1.08478135,0.61283468,0.00844258,0.00277729,0.14807630,0.56931916,0.35839261
-5.68184092,1.13248919,0.63321691,0.00879864,0.00285443,0.16231107,0.58794395,0.37668108
-5.67583792,1.18201257,0.65327087,0.00913441,0.00292335,0.17885086,0.60758448,0.39577458
-5.66983492,1.23308785,0.67277268,0.00944874,0.00298271,0.19773259,0.62811364,0.41559518
-5.66383192,1.28544264,0.69151559,0.00974106,0.00303134,0.21895589,0.64940124,0.43605986
-5.65782891,1.33880278,0.70931852,0.01001138,0.00306836,0.24247997,0.67131914,0.45708213
-5.65182591,1.39289820,0.72603348,0.01026024,0.00309315,0.26822102,0.69374549,0.47857329
-5.64582291,1.44746757,0.74155183,0.01048865,0.00310543,0.29605047,0.71656811,0.50044340
-5.63981991,1.50226186,0.75580909,0.01069801,0.00310523,0.32579426,0.73968703,0.52260198
-5.63381691,1.55704678,0.76878805,0.01088999,0.00309295,0.35723334,0.76301594,0.54495838
-5.62781391,1.61160450,0.78052034,0.01106645,0.00306932,0.39010557,0.78648300,0.56742217
-5.62181091,1.66573466,0.79108618,0.01122930,0.00303537,0.42410907,0.81003078,0.58990340
-5.61580790,1.71925506,0.80061244,0.01138042,0.00299245,0.45890710,0.83361569,0.61231288
-5.60980490,1.77200198,0.80926907,0.01152154,0.00294214,0.49413446,0.85720692,0.63456269
-5.60380190,1.82383047,0.81726396,0.01165417,0.00288620,0.52940515,0.88078497,0.65656669
-5.59779890,1.87461440,0.82483633,0.01177956,0.00282656,0.56432122,0.90433989,0.67824131
-5.59179590,1.92424625,0.83224885,0.01189860,0.00276522,0.59848236,0.92786924,0.69950627
-5.58579290,1.97263645,0.83977853,0.01201188,0.00270419,0.63149597,0.95137567,0.72028540
-5.57978989,2.01971197,0.84770666,0.01211961,0.00264543,0.66298709,0.97486418,0.74050727
-5.57378689,2.06541387,0.85630803,0.01222169,0.00259083,0.69260790,0.99833892,0.76010550
