energy_ev,total_up,Hg_p_up,Hg_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-6.00000000,3.55883752,0.66430701,1.37241064,0.09636044,0.56401121,0.34065938,0.32650813
-5.99399700,3.55391301,0.66515279,1.36539880,0.09554277,0.56505434,0.33943157,0.32786339
-5.98799400,3.53072614,0.66290187,1.35132568,0.09428758,0.56323803,0.33627456,0.32755807
-5.98199100,3.48991278,0.65772119,1.33051975,0.09263775,0.55863605,0.33124468,0.32561791
-5.97598799,3.43240870,0.64984142,1.30341961,0.09064449,0.55137070,0.32442807,0.32209869
-5.96998499,3.35943051,0.63955405,1.27056380,0.08836627,0.54161056,0.31593829,0.31708595
-5.96398199,3.27244999,0.62720696,1.23257838,0.08586759,0.52956721,0.30591334,0.31069402
-5.95797899,3.17316254,0.61319869,1.19016279,0.08321762,0.51549078,0.29451207,0.30306445
-5.95197599,3.06345038,0.59797128,1.14407421,0.08048875,0.49966461,0.28191023,0.29436353
-5.94597299,2.94534124,0.58200197,1.09511086,0.07775503,0.48239887,0.26829621,0.28477929
-5.93996998,2.82096365,0.56579365,1.04409464,0.07509056,0.46402359,0.25386657,0.27451771
-5.93396698,2.69249964,0.54986431,0.99185345,0.07256790,0.44488101,0.23882161,0.26379841
-5.92796398,2.56213621,0.53473563,0.93920363,0.07025636,0.42531756,0.22336100,0.25284984
-5.92196098,2.43201659,0.52092089,0.88693290,0.06822045,0.40567572,0.20767963,0.24190407
-5.91595798,2.30419268,0.50891242,0.83578427,0.06651826,0.38628590,0.19196383,0.23119128
-5.90995498,2.18057983,0.49916894,0.78644111,0.06520004,0.36745866,0.17638797,0.22093424
-5.90395198,2.06291528,0.49210292,0.73951395,0.06430680,0.34947743,0.16111160,0.21134271
-5.89794897,1.95272122,0.48806852,0.69552917,0.06386910,0.33259201,0.14627714,0.20260811
-5.89194597,1.85127377,0.48735023,0.65491986,0.06390605,0.31701304,0.13200819,0.19489853
-5.88594297,1.75957854,0.49015271,0.61801921,0.06442454,0.30290761,0.11840841,0.18835424
-5.87993997,1.67835354,0.49659222,0.58505639,0.06541869,0.29039610,0.10556104,0.18308383
-5.87393697,1.60801995,0.50668986,0.55615516,0.06686971,0.27955041,0.09352899,0.17916115
-5.86793397,1.54870086,0.52036705,0.53133512,0.06874595,0.27039360,0.08235543,0.17662315
-5.86193097,1.50022815,0.53744354,0.51051566,0.07100342,0.26290095,0.07206491,0.17546862
-5.85592796,1.46215706,0.55763818,0.49352230,0.07358660,0.25700233,0.06266476,0.17565805
-5.84992496,1.43378805,0.58057250,0.48009542,0.07642967,0.25258582,0.05414694,0.17711450
-5.84392196,1.41419523,0.60577739,0.46990091,0.07945801,0.24950257,0.04648997,0.17972552
-5.83791896,1.40226040,0.63270267,0.46254252,0.08259005,0.24757243,0.03966108,0.18334618
-5.83191596,1.39671159,0.66072948,0.45757555,0.08573941,0.24659047,0.03361842,0.18780301
-5.82591296,1.39616495,0.68918528,0.45452134,0.08881717,0.24633400,0.02831316,0.19289881
-5.81990995,1.39916863,0.71736102,0.45288221,0.09173434,0.24656984,0.02369161,0.19841829
-5.81390695,1.40424732,0.74453002,0.45215646,0.09440439,0.24706171,0.01969712,0.20413422
-5.80790395,1.40994609,0.76996812,0.45185279,0.09674567,0.24757743,0.01627181,0.20981406
-5.80190095,1.41487223,0.79297414,0.45150399,0.09868379,0.24789577,0.01335812,0.21522673
-5.79589795,1.41773385,0.81289033,0.45067929,0.10015372,0.24781265,0.01090009,0.22014941
-5.78989495,1.41737413,0.82912170,0.44899513,0.10110170,0.24714666,0.00884447,0.22437409
-5.78389195,1.41280037,0.84115376,0.44612411,0.10148667,0.24574362,0.00714151,0.22771364
-5.77788894,1.40320698,0.84856791,0.44180184,0.10128136,0.24348015,0.00574565,0.23000721
-5.77188594,1.38799197,0.85105377,0.43583164,0.10047294,0.24026617,0.00461595,0.23112473
-5.76588294,1.36676668,0.84841814,0.42808693,0.09906312,0.23604623,0.00371635,0.23097044
-5.75987994,1.33935865,0.84059008,0.41851149,0.09706785,0.23079981,0.00301590,0.22948522
-5.75387694,1.30580792,0.82762204,0.40711756,0.09451657,0.22454050,0.00248874,0.22664769
-5.74787394,1.26635717,0.80968695,0.39398203,0.09145102,0.21731417,0.00211411,0.22247414
-5.74187094,1.22143637,0.78707149,0.37924101,0.08792367,0.20919637,0.00187627,0.21701720
-5.73586793,1.17164279,0.76016582,0.36308291,0.08399601,0.20028887,0.00176435,0.21036340
-5.72986493,1.11771732,0.72945033,0.34574057,0.07973644,0.19071576,0.00177225,0.20262976
-5.72386193,1.06051818,0.69547996,0.32748261,0.07521823,0.18061907,0.00189848,0.19395960
-5.71785893,1.00099307,0.65886684,0.30860446,0.07051734,0.17015415,0.00214600,0.18451763
-5.71185593,0.94015094,0.62026196,0.28941932,0.06571032,0.15948513,0.00252202,0.17448481
-5.70585293,0.87903418,0.58033667,0.27024942,0.06087238,0.14878029,0.00303789,0.16405290
-5.69984992,0.81869226,0.53976470,0.25141786,0.05607556,0.13820792,0.00370882,0.15341914
-5.69384692,0.76015756,0.49920539,0.23324106,0.05138723,0.12793230,0.00455364,0.14278116
-5.68784392,0.70442370,0.45928865,0.21602222,0.04686882,0.11811038,0.00559450,0.13233231
-5.68184092,0.65242707,0.42060215,0.20004567,0.04257479,0.10888876,0.00685643,0.12225753
-5.67583792,0.60503130,0.38368084,0.18557222,0.03855199,0.10040138,0.00836687,0.11272992
-5.66983492,0.56301498,0.34899926,0.17283548,0.03483920,0.09276766,0.01015505,0.10390789
-5.66383192,0.52706223,0.31696629,0.16203902,0.03146699,0.08609118,0.01225124,0.09593316
-5.65782891,0.49775582,0.28792247,0.15335428,0.02845780,0.08045880,0.01468587,0.08892927
-5.65182591,0.47557257,0.26213953,0.14691915,0.02582612,0.07594026,0.01748853,0.08300084
-5.64582291,0.46088041,0.23982182,0.14283697,0.02357898,0.07258798,0.02068685,0.07823320
-5.63981991,0.45393683,0.22110931,0.14117596,0.02171635,0.07043725,0.02430525,0.07469258
-5.63381691,0.45488827,0.20608178,0.14196882,0.02023180,0.06950655,0.02836368,0.07242645
-5.62781391,0.46377015,0.19476364,0.14521261,0.01911305,0.06979802,0.03287625,0.07146418
-5.62181091,0.48050744,0.18712928,0.15086865,0.01834261,0.07129802,0.03784997,0.07181771
-5.61580790,0.50491560,0.18310840,0.15886268,0.01789841,0.07397777,0.04328350,0.07348227
-5.60980490,0.53670204,0.18259114,0.16908515,0.01775440,0.07779408,0.04916606,0.07643711
-5.60380190,0.57546827,0.18543287,0.18139180,0.01788114,0.08269006,0.05547660,0.08064603
-5.59779890,0.62071298,0.19145849,0.19560459,0.01824637,0.08859600,0.06218318,0.08605803
-5.59179590,0.67183631,0.20046611,0.21151322,0.01881554,0.09543030,0.06924268,0.09260773
-5.58579290,0.72814582,0.21223031,0.22887713,0.01955246,0.10310059,0.07660096,0.10021587
-5.57978989,0.78886430,0.22650491,0.24742838,0.02041979,0.11150492,0.08419340,0.10878983
-5.57378689,0.85313976,0.24302538,0.26687521,0.02137964,0.12053324,0.09194582,0.11822425
-5.56778389,0.92005778,0.26151113,0.28690657,0.02239423,0.13006894,0.09977593,0.12840181
-5.56178089,0.98865615,0.28166767,0.30719736,0.02342645,0.13999073,0.10759515,0.13919429
-5.55577789,1.05794176,0.30318901,0.32741462,0.02444056,0.15017455,0.11531076,0.15046385
-5.54977489,1.12690946,0.32576014,0.34722420,0.02540284,0.16049567,0.12282842,0.16206472
-5.54377189,1.19456237,0.34906000,0.36629807,0.02628221,0.17083091,0.13005480,0.17384517
-5.53776888,1.25993319,0.37276480,0.38432184,0.02705087,0.18106085,0.13690043,0.18564991
-5.53176588,1.32210576,0.39655183,0.40100225,0.02768490,0.19107201,0.14328243,0.19732269
-5.52576288,1.38023611,0.42010380,0.41607447,0.02816476,0.20075899,0.14912716,0.20870933
-5.51975988,1.43357226,0.44311352,0.42930878,0.02847571,0.21002639,0.15437258,0.21966081
-5.51375688,1.48147201,0.46528905,0.44051644,0.02860814,0.21879055,0.15897025,0.23003657
-5.50775388,1.52341792,0.48635910,0.44955441,0.02855776,0.22698107,0.16288687,0.23970771
-5.50175088,1.55902905,0.50607850,0.45632885,0.02832570,0.23454198,0.16610523,0.24856022
-5.49574787,1.58806878,0.52423377,0.46079703,0.02791838,0.24143267,0.16862455,0.25649779
-5.48974487,1.61044858,0.54064844,0.46296782,0.02734736,0.24762846,0.17046020,0.26344441
-5.48374187,1.62622752,0.55518798,0.46290050,0.02662897,0.25312091,0.17164278,0.26934645
-5.47773887,1.63560762,0.56776427,0.46070202,0.02578392,0.25791778,0.17221654,0.27417419
-5.47173587,1.63892525,0.57833923,0.45652298,0.02483670,0.26204283,0.17223741,0.27792269
-5.46573287,1.63663900,0.58692760,0.45055221,0.02381505,0.26553525,0.17177040,0.28061202
-5.45972986,1.62931456,0.59359861,0.44301053,0.02274927,0.26844898,0.17088686,0.28228679
-5.45372686,1.61760731,0.59847640,0.43414362,0.02167156,0.27085176,0.16966142,0.28301493
-5.44772386,1.60224322,0.60173913,0.42421466,0.02061542,0.27282399,0.16816896,0.28288586
-5.44172086,1.58399898,0.60361665,0.41349669,0.01961499,0.27445746,0.16648169,0.28200806
-5.43571786,1.56368190,0.60438664,0.40226533,0.01870450,0.27585385,0.16466641,0.28050611
-5.42971486,1.54211053,0.60436938,0.39079185,0.01791780,0.27712301,0.16278224,0.27851732
-5.42371186,1.52009648,0.60392101,0.37933706,0.01728793,0.27838118,0.16087872,0.27618809
-5.41770885,1.49842804,0.60342559,0.36814609,0.01684683,0.27974887,0.15899462,0.27367013
-5.41170585,1.47785610,0.60328597,0.35744428,0.01662511,0.28134866,0.15715721,0.27111660
-5.40570285,1.45908263,0.60391388,0.34743423,0.01665194,0.28330289,0.15538229,0.26867842
-5.39969985,1.44275205,0.60571934,0.33829411,0.01695501,0.28573111,0.15367474,0.26650077
-5.39369685,1.42944544,0.60909994,0.33017712,0.01756057,0.28874763,0.15202976,0.26471992
-5.38769385,1.41967772,0.61443022,0.32321214,0.01849358,0.29245904,0.15043450,0.26346053
-5.38169085,1.41389758,0.62205158,0.31750533,0.01977792,0.29696185,0.14887014,0.26283338
-5.37568784,1.41248997,0.63226320,0.31314266,0.02143655,0.30234041,0.14731426,0.26293371
-5.36968484,1.41578084,0.64531431,0.31019300,0.02349186,0.30866511,0.14574332,0.26384009
-5.36368184,1.42404377,0.66139802,0.30871179,0.02596591,0.31599106,0.14413520,0.26561385
-5.35767884,1.43750787,0.68064729,0.30874480,0.02888066,0.32435731,0.14247156,0.26829913
-5.35167584,1.45636666,0.70313285,0.31033196,0.03225822,0.33378664,0.14074004,0.27192330
-5.34567284,1.48078707,0.72886341,0.31351084,0.03612097,0.34428598,0.13893601,0.27649794
-5.33966983,1.51091814,0.75778800,0.31831975,0.04049160,0.35584740,0.13706396,0.28202006
-5.33366683,1.54689857,0.78980023,0.32480003,0.04539297,0.36844972,0.13513838,0.28847362
-5.32766383,1.58886265,0.82474419,0.33299749,0.05084782,0.38206054,0.13318404,0.29583115
-5.32166083,1.63694365,0.86242154,0.34296278,0.05687825,0.39663847,0.13123580,0.30405535
-5.31565783,1.69127431,0.90259935,0.35475058,0.06350495,0.41213561,0.12933785,0.31310060
-5.30965483,1.75198379,0.94501795,0.36841754,0.07074617,0.42849981,0.12754245,0.32291422
-5.30365183,1.81919073,0.98939833,0.38401894,0.07861642,0.44567663,0.12590829,0.33343746
