energy_ev,total_up,Bi_p_up,Bi_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,4.84330770,1.10845928,0.03977633,3.61220829,3.67840744,0.00552854,0.18914970
-5.99399700,4.87415596,1.10621475,0.03969874,3.56291113,3.71937571,0.00565248,0.19110717
-5.98799400,4.89409233,1.10087381,0.03951418,3.50635296,3.75201159,0.00577244,0.19317270
-5.98199100,4.90274478,1.09249607,0.03922542,3.44321978,3.77582201,0.00588642,0.19528752
-5.97598799,4.89987776,1.08118208,0.03883697,3.37430137,3.79041466,0.00599245,0.19738797
-5.96998499,4.88539162,1.06706908,0.03835485,3.30047000,3.79550261,0.00608861,0.19940769
-5.96398199,4.85932070,1.05032606,0.03778631,3.22265698,3.79090817,0.00617306,0.20128000
-5.95797899,4.82183087,1.03114851,0.03713960,3.14182822,3.77656647,0.00624409,0.20294021
-5.95197599,4.77321681,1.00975309,0.03642370,3.05896007,3.75252877,0.00630012,0.20432797
-5.94597299,4.71389945,0.98637233,0.03564809,2.97501631,3.71896558,0.00633974,0.20538948
-5.93996998,4.64442351,0.96124968,0.03482256,2.89092740,3.67616944,0.00636176,0.20607940
-5.93396698,4.56545496,0.93463493,0.03395701,2.80757251,3.62455686,0.00636523,0.20636249
-5.92796398,4.47777807,0.90678012,0.03306137,2.72576501,3.56466931,0.00634948,0.20621483
-5.92196098,4.38229151,0.87793587,0.03214545,2.64624155,3.49717237,0.00631416,0.20562453
-5.91595798,4.28000298,0.84834829,0.03121887,2.56965492,3.42285287,0.00625925,0.20459204
-5.90995498,4.17202187,0.81825628,0.03029105,2.49657051,3.34261326,0.00618510,0.20312987
-5.90395198,4.05954942,0.78788922,0.02937113,2.42746616,3.25746305,0.00609245,0.20126186
-5.89794897,3.94386604,0.75746513,0.02846796,2.36273502,3.16850696,0.00598240,0.19902205
-5.89194597,3.82631575,0.72718901,0.02759004,2.30269090,3.07692973,0.00585647,0.19645309
-5.88594297,3.70828768,0.69725162,0.02674549,2.24757580,2.98397776,0.00571654,0.19360451
-5.87993997,3.59119496,0.66782851,0.02594200,2.19756880,2.89093782,0.00556485,0.19053074
-5.87393697,3.47645142,0.63907934,0.02518670,2.15279609,2.79911340,0.00540395,0.18728909
-5.86793397,3.36544675,0.61114756,0.02448613,2.11334135,2.70979927,0.00523669,0.18393782
-5.86193097,3.25952080,0.58416038,0.02384610,2.07925622,2.62425505,0.00506612,0.18053435
-5.85592796,3.15993792,0.55822911,0.02327157,2.05057018,2.54367852,0.00489548,0.17713376
-5.84992496,3.06786207,0.53344984,0.02276651,2.02729951,2.46917965,0.00472808,0.17378752
-5.84392196,2.98433356,0.50990442,0.02233385,2.00945487,2.40175601,0.00456729,0.17054266
-5.83791896,2.91024809,0.48766177,0.02197529,1.99704719,2.34227050,0.00441639,0.16744123
-5.83191596,2.84633879,0.46677936,0.02169126,1.99009147,2.29143191,0.00427852,0.16452012
-5.82591296,2.79316175,0.44730492,0.02148086,1.98860827,2.24977907,0.00415665,0.16181119
-5.81990995,2.75108534,0.42927810,0.02134180,1.99262280,2.21766893,0.00405342,0.15934159
-5.81390695,2.72028370,0.41273224,0.02127042,2.00216146,2.19526897,0.00397112,0.15713423
-5.80790395,2.70073453,0.39769593,0.02126177,2.01724593,2.18255417,0.00391162,0.15520842
-5.80190095,2.69222110,0.38419436,0.02130963,2.03788510,2.17930870,0.00387632,0.15358033
-5.79589795,2.69433873,0.37225050,0.02140670,2.06406507,2.18513222,0.00386610,0.15226350
-5.78989495,2.70650529,0.36188590,0.02154475,2.09573781,2.19945077,0.00388128,0.15126917
-5.78389195,2.72797586,0.35312118,0.02171481,2.13280915,2.22153213,0.00392165,0.15060642
-5.77788894,2.75786120,0.34597631,0.02190745,2.17512667,2.25050520,0.00398643,0.15028209
-5.77188594,2.79514970,0.34047051,0.02211301,2.22246857,2.28538312,0.00407432,0.15030059
-5.76588294,2.83873265,0.33662211,0.02232187,2.27453420,2.32508967,0.00418349,0.15066348
-5.75987994,2.88743218,0.33444817,0.02252482,2.33093705,2.36848826,0.00431170,0.15136899
-5.75387694,2.94003149,0.33396412,0.02271323,2.39120118,2.41441294,0.00445631,0.15241148
-5.74787394,2.99530675,0.33518347,0.02287946,2.45476144,2.46170067,0.00461440,0.15378091
-5.74187094,3.05205979,0.33811759,0.02301702,2.52096812,2.50922382,0.00478284,0.15546243
-5.73586793,3.10915092,0.34277560,0.02312085,2.58909614,2.55592224,0.00495839,0.15743616
-5.72986493,3.16553076,0.34916447,0.02318753,2.65835877,2.60083363,0.00513784,0.15967712
-5.72386193,3.22027017,0.35728920,0.02321536,2.72792546,2.64312142,0.00531808,0.16215547
