energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.81990995,2.15671319,0.04220337,0.21339201,0.01372761,0.00000000,0.01997091,1.15346828,0.65036835,0.34605626
-5.81390695,2.10296486,0.04205479,0.20955875,0.01342776,0.00000000,0.01881991,1.12197137,0.63070789,0.33953122
-5.80790395,2.04812455,0.04167482,0.20548621,0.01312744,0.00000000,0.01769551,1.09031157,0.61325243,0.33217842
-5.80190095,1.99285657,0.04106662,0.20120607,0.01283191,0.00000000,0.01660952,1.05890029,0.59837194,0.32406406
-5.79589795,1.93789884,0.04023787,0.19676231,0.01254705,0.00000000,0.01557364,1.02817917,0.58644405,0.31527464
-5.78989495,1.88406927,0.03920061,0.19221247,0.01227942,0.00000000,0.01459935,0.99862308,0.57785830,0.30591765
-5.78389195,1.83226761,0.03797101,0.18762822,0.01203623,0.00000000,0.01369795,0.97074103,0.57301874,0.29612137
-5.77788894,1.78347206,0.03656895,0.18309515,0.01182530,0.00000000,0.01288040,0.94507460,0.57234406,0.28603368
-5.77188594,1.73873009,0.03501748,0.17871172,0.01165497,0.00000000,0.01215729,0.92219354,0.57626515,0.27582003
-5.76588294,1.69914333,0.03334226,0.17458743,0.01153390,0.00000000,0.01153872,0.90268836,0.58521939,0.26566048
-5.75987994,1.66584664,0.03157088,0.17084026,0.01147096,0.00000000,0.01103418,0.88715997,0.59964185,0.25574592
-5.75387694,1.63998167,0.02973211,0.16759336,0.01147494,0.00000000,0.01065240,0.87620632,0.61995313,0.24627368
-5.74787394,1.62266576,0.02785528,0.16497132,0.01155433,0.00000000,0.01040121,0.87040657,0.64654438,0.23744254
-5.74187094,1.61495706,0.02596952,0.16309592,0.01171701,0.00000000,0.01028733,0.87030308,0.67975963,0.22944746
-5.73586793,1.61781714,0.02410315,0.16208173,0.01196997,0.00000000,0.01031621,0.87638194,0.71987627,0.22247413
-5.72986493,1.63207258,0.02228308,0.16203166,0.01231901,0.00000000,0.01049181,0.88905270,0.76708440,0.21669353
-5.72386193,1.65837708,0.02053434,0.16303259,0.01276842,0.00000000,0.01081641,0.90862822,0.82146607,0.21225684
-5.71785893,1.69717579,0.01887964,0.16515144,0.01332072,0.00000000,0.01129041,0.93530548,0.88297534,0.20929065
-5.71185593,1.74867353,0.01733909,0.16843160,0.01397644,0.00000000,0.01191213,0.96914842,0.95142054,0.20789285
-5.70585293,1.81280855,0.01592999,0.17289018,0.01473388,0.00000000,0.01267766,1.01007349,1.02644957,0.20812926
-5.69984992,1.88923334,0.01466669,0.17851588,0.01558906,0.00000000,0.01358071,1.05783911,1.10753952,0.21003110
-5.69384692,1.97730367,0.01356060,0.18526793,0.01653555,0.00000000,0.01461254,1.11203949,1.19399156,0.21359342
-5.68784392,2.07607686,0.01262022,0.19307580,0.01756457,0.00000000,0.01576187,1.17210360,1.28493166,0.21877454
-5.68184092,2.18431997,0.01185126,0.20184008,0.01866506,0.00000000,0.01701499,1.23729959,1.37931802,0.22549655
-5.67583792,2.30052800,0.01125680,0.21143419,0.01982380,0.00000000,0.01835577,1.30674497,1.47595507,0.23364677
-5.66983492,2.42295196,0.01083745,0.22170709,0.02102574,0.00000000,0.01976591,1.37942237,1.57351429,0.24308019
-5.66383192,2.54963622,0.01059162,0.23248677,0.02225429,0.00000000,0.02122513,1.45420060,1.67056126,0.25362285
-5.65782891,2.67846394,0.01051568,0.24358446,0.02349169,0.00000000,0.02271156,1.52986053,1.76558825,0.26507594
-5.65182591,2.80720921,0.01060421,0.25479943,0.02471949,0.00000000,0.02420215,1.60512485,1.85705132,0.27722057
-5.64582291,2.93359413,0.01085016,0.26592408,0.02591898,0.00000000,0.02567312,1.67869083,1.94341067,0.28982305
-5.63981991,3.05534874,0.01124512,0.27674928,0.02707174,0.00000000,0.02710056,1.74926484,2.02317264,0.30264054
-5.63381691,3.17027165,0.01177942,0.28706968,0.02816006,0.00000000,0.02846098,1.81559742,2.09493179,0.31542682
-5.62781391,3.27628914,0.01244234,0.29668882,0.02916748,0.00000000,0.02973192,1.87651753,2.15741145,0.32793810
-5.62181091,3.37151050,0.01322225,0.30542386,0.03007918,0.00000000,0.03089255,1.93096466,2.20950086,0.33993869
-5.61580790,3.45427768,0.01410680,0.31310981,0.03088241,0.00000000,0.03192427,1.97801774,2.25028771,0.35120630
-5.60980490,3.52320729,0.01508304,0.31960307,0.03156675,0.00000000,0.03281123,2.01691956,2.27908452,0.36153695
-5.60380190,3.57722374,0.01613759,0.32478427,0.03212441,0.00000000,0.03354077,2.04709589,2.29544794,0.37074924
-5.59779890,3.61558237,0.01725684,0.32856028,0.03255036,0.00000000,0.03410378,2.06816878,2.29919026,0.37868803
-5.59179590,3.63788190,0.01842710,0.33086537,0.03284237,0.00000000,0.03449497,2.07996343,2.29038276,0.38522722
-5.58579290,3.64406630,0.01963483,0.33166167,0.03300105,0.00000000,0.03471297,2.08250863,2.26935087,0.39027191
-5.57978989,3.63441605,0.02086679,0.33093873,0.03302972,0.00000000,0.03476028,2.07603095,2.23666160,0.39375959
-5.57378689,3.60952981,0.02211031,0.32871250,0.03293422,0.00000000,0.03464318,2.06094298,2.19310384,0.39566059
-5.56778389,3.57029734,0.02335341,0.32502368,0.03272269,0.00000000,0.03437141,2.03782633,2.13966253,0.39597765
-5.56178089,3.51786520,0.02458504,0.31993556,0.03240527,0.00000000,0.03395774,2.00741022,2.07748783,0.39474478
-5.55577789,3.45359655,0.02579521,0.31353150,0.03199373,0.00000000,0.03341750,1.97054647,2.00786070,0.39202543
-5.54977489,3.37902702,0.02697511,0.30591213,0.03150114,0.00000000,0.03276797,1.92818216,1.93215611,0.38790995
-5.54377189,3.29581804,0.02811719,0.29719241,0.03094148,0.00000000,0.03202773,1.88133077,1.85180540,0.38251265
-5.53776888,3.20570965,0.02921519,0.28749860,0.03032923,0.00000000,0.03121601,1.83104310,1.76825906,0.37596827
-5.53176588,3.11047396,0.03026410,0.27696522,0.02967902,0.00000000,0.03035197,1.77837872,1.68295108,0.36842825
-5.52576288,3.01187101,0.03126009,0.26573214,0.02900527,0.00000000,0.02945416,1.72437909,1.59726592,0.36005668
-5.51975988,2.91160798,0.03220036,0.25394176,0.02832186,0.00000000,0.02853985,1.67004285,1.51250903,0.35102619
-5.51375688,2.81130280,0.03308298,0.24173639,0.02764184,0.00000000,0.02762459,1.61630416,1.42988130,0.34151382
-5.50775388,2.71245290,0.03390666,0.22925584,0.02697718,0.00000000,0.02672185,1.56401431,1.35045820,0.33169697
-5.50175088,2.61640943,0.03467048,0.21663513,0.02633857,0.00000000,0.02584267,1.51392704,1.27517352,0.32174957
-5.49574787,2.52435743,0.03537371,0.20400264,0.02573525,0.00000000,0.02499560,1.46668766,1.20480793,0.31183852
-5.48974487,2.43730172,0.03601546,0.19147827,0.02517488,0.00000000,0.02418662,1.42282601,1.13998224,0.30212047
-5.48374187,2.35605859,0.03659455,0.17917201,0.02466350,0.00000000,0.02341922,1.38275300,1.08115502,0.29273907
-5.47773887,2.28125291,0.03710929,0.16718272,0.02420549,0.00000000,0.02269462,1.34676076,1.02862441,0.28382267
-5.47173587,2.21332016,0.03755730,0.15559715,0.02380357,0.00000000,0.02201204,1.31502578,0.98253358,0.27548251
-5.46573287,2.15251319,0.03793552,0.14448927,0.02345885,0.00000000,0.02136900,1.28761497,0.94287954,0.26781144
-5.45972986,2.09891275,0.03824012,0.13391982,0.02317096,0.00000000,0.02076174,1.26449407,0.90952477,0.26088325
-5.45372686,2.05244164,0.03846658,0.12393621,0.02293813,0.00000000,0.02018559,1.24553798,0.88221121,0.25475239
-5.44772386,2.01288151,0.03860987,0.11457260,0.02275734,0.00000000,0.01963538,1.23054270,0.86057625,0.24945430
-5.44172086,1.97989204,0.03866453,0.10585031,0.02262450,0.00000000,0.01910580,1.21923844,0.84417020,0.24500612
-5.43571786,1.95303170,0.03862503,0.09777851,0.02253467,0.00000000,0.01859173,1.21130344,0.83247478,0.24140782
-5.42971486,1.93177965,0.03848595,0.09035505,0.02248221,0.00000000,0.01808851,1.20637821,0.82492233,0.23864376
-5.42371186,1.91555820,0.03824233,0.08356755,0.02246108,0.00000000,0.01759213,1.20407982,0.82091525,0.23668443
-5.41770885,1.90375538,0.03788999,0.07739474,0.02246497,0.00000000,0.01709942,1.20401598,0.81984516,0.23548852
-5.41170585,1.89574700,0.03742582,0.07180778,0.02248762,0.00000000,0.01660803,1.20579853,0.82111161,0.23500511
-5.40570285,1.89091797,0.03684804,0.06677182,0.02252298,0.00000000,0.01611654,1.20905618,0.82413964,0.23517599
-5.39969985,1.88868206,0.03615649,0.06224751,0.02256545,0.00000000,0.01562434,1.21344615,0.82839603,0.23593802
-5.39369685,1.88850008,0.03535276,0.05819254,0.02261006,0.00000000,0.01513156,1.21866451,0.83340359,0.23722545
-5.38769385,1.88989570,0.03444038,0.05456317,0.02265266,0.00000000,0.01463894,1.22445503,0.83875338,0.23897219
-5.38169085,1.89246863,0.03342482,0.05131554,0.02269005,0.00000000,0.01414770,1.23061618,0.84411426,0.24111393
-5.37568784,1.89590484,0.03231350,0.04840700,0.02272009,0.00000000,0.01365937,1.23700622,0.84923962,0.24359007
-5.36968484,1.89998331,0.03111573,0.04579714,0.02274177,0.00000000,0.01317565,1.24354603,0.85397095,0.24634534
-5.36368184,1.90457908,0.02984250,0.04344869,0.02275525,0.00000000,0.01269828,1.25021960,0.85823818,0.24933114
-5.35767884,1.90966242,0.02850629,0.04132814,0.02276181,0.00000000,0.01222893,1.25707201,0.86205662,0.25250652
-5.35167584,1.91529382,0.02712082,0.03940623,0.02276380,0.00000000,0.01176913,1.26420483,0.86552061,0.25583867
-5.34567284,1.92161498,0.02570069,0.03765810,0.02276452,0.00000000,0.01132021,1.27176887,0.86879391,0.25930302
-5.33966983,1.92883571,0.02426110,0.03606332,0.02276800,0.00000000,0.01088327,1.27995452,0.87209736,0.26288282
-5.33366683,1.93721727,0.02281744,0.03460566,0.02277887,0.00000000,0.01045921,1.28897970,0.87569388,0.26656820
-5.32766383,1.94705248,0.02138497,0.03327269,0.02280203,0.00000000,0.01004876,1.29907592,0.87987165,0.27035485
-5.32166083,1.95864330,0.01997849,0.03205532,0.02284240,0.00000000,0.00965253,1.31047270,0.88492589,0.27424216
-5.31565783,1.97227683,0.01861201,0.03094711,0.02290460,0.00000000,0.00927107,1.32338122,0.89114011,0.27823108
-5.30965483,1.98820070,0.01729852,0.02994364,0.02299268,0.00000000,0.00890498,1.33797760,0.89876757,0.28232171
-5.30365183,2.00659906,0.01604974,0.02904177,0.02310976,0.00000000,0.00855495,1.35438679,0.90801378,0.28651075
-5.29764882,2.02757046,0.01487597,0.02823894,0.02325783,0.00000000,0.00822185,1.37266795,0.91902092,0.29078899
-5.29164582,2.05110891,0.01378601,0.02753253,0.02343744,0.00000000,0.00790681,1.39280200,0.93185498,0.29513899
-5.28564282,2.07708926,0.01278712,0.02691932,0.02364757,0.00000000,0.00761129,1.41468243,0.94649617,0.29953308
-5.27963982,2.10525819,0.01188507,0.02639502,0.02388551,0.00000000,0.00733710,1.43810989,0.96283345,0.30393193
-5.27363682,2.13523154,0.01108419,0.02595394,0.02414683,0.00000000,0.00708648,1.46279132,0.98066330,0.30828375
-5.26763382,2.16649862,0.01038753,0.02558884,0.02442539,0.00000000,0.00686208,1.48834387,0.99969312,0.31252426
-5.26163082,2.19843377,0.00979709,0.02529086,0.02471355,0.00000000,0.00666700,1.51430386,1.01954912,0.31657758
-5.25562781,2.23031485,0.00931394,0.02504962,0.02500235,0.00000000,0.00650477,1.54014052,1.03978853,0.32035787
-5.24962481,2.26134816,0.00893853,0.02485349,0.02528181,0.00000000,0.00637936,1.56527413,1.05991550,0.32377192
-5.24362181,2.29069873,0.00867088,0.02468991,0.02554133,0.00000000,0.00629510,1.58909780,1.07940015,0.32672242
-5.23761881,2.31752441,0.00851081,0.02454581,0.02577006,0.00000000,0.00625668,1.61100184,1.09769959,0.32911182
-5.23161581,2.34101218,0.00845813,0.02440810,0.02595742,0.00000000,0.00626905,1.63039947,1.11428016,0.33084665
-5.22561281,2.36041455,0.00851279,0.02426418,0.02609348,0.00000000,0.00633735,1.64675259,1.12863955,0.33184189
-5.21960980,2.37508406,0.00867498,0.02410247,0.02616944,0.00000000,0.00646678,1.65959603,1.14032764,0.33202535
-5.21360680,2.38450375,0.00894517,0.02391283,0.02617800,0.00000000,0.00666249,1.66855887,1.14896511,0.33134155
-5.20760380,2.38831181,0.00932406,0.02368700,0.02611371,0.00000000,0.00692945,1.67338163,1.15425861,0.32975511
-5.20160080,2.38631874,0.00981252,0.02341892,0.02597322,0.00000000,0.00727220,1.67392810,1.15601195,0.32725313
-5.19559780,2.37851587,0.01041135,0.02310489,0.02575539,0.00000000,0.00769470,1.67019109,1.15413243,0.32384667
-5.18959480,2.36507463,0.01112112,0.02274370,0.02546140,0.00000000,0.00820011,1.66229166,1.14863221,0.31957098
-5.18359180,2.34633637,0.01194183,0.02233660,0.02509463,0.00000000,0.00879055,1.65047169,1.13962475,0.31448462
-5.17758879,2.32279336,0.01287258,0.02188708,0.02466053,0.00000000,0.00946683,1.63508030,1.12731635,0.30866725
-5.17158579,2.29506180,0.01391126,0.02140066,0.02416634,0.00000000,0.01022827,1.61655469,1.11199361,0.30221654
-5.16558279,2.26384856,0.01505412,0.02088452,0.02362076,0.00000000,0.01107243,1.59539663,1.09400739,0.29524402
-5.15957979,2.22991344,0.01629550,0.02034703,0.02303351,0.00000000,0.01199494,1.57214586,1.07375444,0.28787032
-5.15357679,2.19402918,0.01762750,0.01979727,0.02241495,0.00000000,0.01298935,1.54735193,1.05165750,0.28021995
-5.14757379,2.15694153,0.01903972,0.01924454,0.02177557,0.00000000,0.01404701,1.52154619,1.02814532,0.27241603
-5.14157079,2.11933166,0.02051916,0.01869785,0.02112557,0.00000000,0.01515708,1.49521546,1.00363340,0.26457506
-5.13556778,2.08178301,0.02205011,0.01816541,0.02047443,0.00000000,0.01630654,1.46877880,0.97850668,0.25680228
-5.12956478,2.04475439,0.02361427,0.01765430,0.01983059,0.00000000,0.01748031,1.44256875,0.95310488,0.24918760
-5.12356178,2.00856074,0.02519091,0.01717006,0.01920110,0.00000000,0.01866150,1.41681787,0.92771119,0.24180253
-5.11755878,1.97336235,0.02675716,0.01671650,0.01859149,0.00000000,0.01983172,1.39165129,0.90254476,0.23469806
-5.11155578,1.93916308,0.02828850,0.01629552,0.01800556,0.00000000,0.02097142,1.36708543,0.87775708,0.22790371
-5.10555278,1.90581723,0.02975926,0.01590715,0.01744544,0.00000000,0.02206040,1.34303282,0.85343224,0.22142766
-5.09954977,1.87304447,0.03114326,0.01554957,0.01691157,0.00000000,0.02307830,1.31931243,0.82959077,0.21525799
-5.09354677,1.84045167,0.03241452,0.01521934,0.01640289,0.00000000,0.02400518,1.29566485,0.80619654,0.20936487
-5.08754377,1.80756025,0.03354801,0.01491162,0.01591700,0.00000000,0.02482209,1.27177121,0.78316616,0.20370348
-5.08154077,1.77383720,0.03452041,0.01462058,0.01545041,0.00000000,0.02551163,1.24727454,0.76038016,0.19821762
-5.07553777,1.73872797,0.03531083,0.01433971,0.01499885,0.00000000,0.02605855,1.22180255,0.73769511,0.19284366
-5.06953477,1.70168951,0.03590147,0.01406231,0.01455753,0.00000000,0.02645018,1.19499027,0.71495607,0.18751461
-5.06353177,1.66222148,0.03627827,0.01378190,0.01412147,0.00000000,0.02667689,1.16650147,0.69200858,0.18216423
-5.05752876,1.61989427,0.03643130,0.01349265,0.01368577,0.00000000,0.02673238,1.13604785,0.66870959,0.17673075
-5.05152576,1.57437245,0.03635517,0.01318980,0.01324589,0.00000000,0.02661393,1.10340501,0.64493690,0.17116029
-5.04552276,1.52543282,0.03604919,0.01286999,0.01279786,0.00000000,0.02632246,1.06842459,0.62059670,0.16540962
-5.03951976,1.47297628,0.03551739,0.01253159,0.01233843,0.00000000,0.02586251,1.03104233,0.59562901,0.15944835
-5.03351676,1.41703355,0.03476839,0.01217496,0.01186525,0.00000000,0.02524209,0.99128164,0.57001098,0.15326034
-5.02751376,1.35776466,0.03381514,0.01180259,0.01137692,0.00000000,0.02447237,0.94925308,0.54375800,0.14684445
-5.02151076,1.29545279,0.03267443,0.01141927,0.01087302,0.00000000,0.02356738,0.90514991,0.51692291,0.14021459
-5.01550775,1.23049306,0.03136642,0.01103207,0.01035409,0.00000000,0.02254345,0.85924013,0.48959344,0.13339911
-5.00950475,1.16337722,0.02991391,0.01065041,0.00982158,0.00000000,0.02141876,0.81185589,0.46188813,0.12643973
-5.00350175,1.09467526,0.02834173,0.01028594,0.00927772,0.00000000,0.02021277,0.76338065,0.43395133,0.11938994
-4.99749875,1.02501503,0.02667592,0.00995245,0.00872546,0.00000000,0.01894559,0.71423516,0.40594726,0.11231313
-4.99149575,0.95506089,0.02494303,0.00966569,0.00816828,0.00000000,0.01763743,0.66486276,0.37805377,0.10528045
-4.98549275,0.88549246,0.02316937,0.00944322,0.00761004,0.00000000,0.01630807,0.61571489,0.35045599,0.09836864
-4.97948974,0.81698439,0.02138040,0.00930416,0.00705487,0.00000000,0.01497637,0.56723721,0.32334019,0.09165778
-4.97348674,0.75018788,0.01960008,0.00926894,0.00650694,0.00000000,0.01365979,0.51985719,0.29688806,0.08522910
-4.96748374,0.68571454,0.01785042,0.00935901,0.00597041,0.00000000,0.01237410,0.47397320,0.27127168,0.07916304
-4.96148074,0.62412306,0.01615110,0.00959653,0.00544924,0.00000000,0.01113308,0.42994574,0.24664922,0.07353734
-4.95547774,0.56590885,0.01451915,0.01000405,0.00494709,0.00000000,0.00994836,0.38809071,0.22316157,0.06842548
-4.94947474,0.51149675,0.01296883,0.01060404,0.00446726,0.00000000,0.00882934,0.34867491,0.20092987,0.06389525
-4.94347174,0.46123681,0.01151160,0.01141854,0.00401261,0.00000000,0.00778316,0.31191375,0.18005390,0.06000760
-4.93746873,0.41540273,0.01015612,0.01246865,0.00358554,0.00000000,0.00681479,0.27797084,0.16061149,0.05681566
-4.93146573,0.37419281,0.00890843,0.01377396,0.00318792,0.00000000,0.00592716,0.24695946,0.14265861,0.05436397
-4.92546273,0.33773302,0.00777214,0.01535203,0.00282116,0.00000000,0.00512134,0.21894549,0.12623026,0.05268786
-4.91945973,0.30608168,0.00674872,0.01721777,0.00248619,0.00000000,0.00439676,0.19395157,0.11134196,0.05181295
-4.91345673,0.27923531,0.00583782,0.01938273,0.00218351,0.00000000,0.00375147,0.17196215,0.09799167,0.05175473
-4.90745373,0.25713537,0.00503758,0.02185454,0.00191323,0.00000000,0.00318238,0.15292907,0.08616214,0.05251830
-4.90145073,0.23967533,0.00434497,0.02463616,0.00167515,0.00000000,0.00268552,0.13677745,0.07582342,0.05409810
-4.89544772,0.22670771,0.00375614,0.02772529,0.00146877,0.00000000,0.00225630,0.12341152,0.06693547,0.05647778
-4.88944472,0.21805103,0.00326671,0.03111383,0.00129343,0.00000000,0.00188971,0.11272019,0.05945074,0.05963006
-4.88344172,0.21349606,0.00287205,0.03478732,0.00114830,0.00000000,0.00158058,0.10458210,0.05331658,0.06351676
-4.87743872,0.21281153,0.00256749,0.03872464,0.00103247,0.00000000,0.00132369,0.09887008,0.04847740,0.06808893
-4.87143572,0.21574902,0.00234855,0.04289777,0.00094498,0.00000000,0.00111395,0.09545474,0.04487648,0.07328706
-4.86543272,0.22204701,0.00221102,0.04727176,0.00088486,0.00000000,0.00094651,0.09420729,0.04245742,0.07904150
-4.85942971,0.23143408,0.00215106,0.05180487,0.00085118,0.00000000,0.00081683,0.09500136,0.04116508,0.08527308
-4.85342671,0.24363127,0.00216521,0.05644899,0.00084303,0.00000000,0.00072075,0.09771394,0.04094612,0.09189388
-4.84742371,0.25835380,0.00225041,0.06115023,0.00085953,0.00000000,0.00065450,0.10222551,0.04174897,0.09880827
-4.84142071,0.27531211,0.00240386,0.06584977,0.00089981,0.00000000,0.00061468,0.10841929,0.04352349,0.10591420
-4.83541771,0.29421236,0.00262298,0.07048495,0.00096302,0.00000000,0.00059830,0.11617984,0.04622006,0.11310469
-4.82941471,0.31475665,0.00290522,0.07499051,0.00104825,0.00000000,0.00060268,0.12539109,0.04978850,0.12026952
-4.82341171,0.33664302,0.00324793,0.07930007,0.00115453,0.00000000,0.00062547,0.13593400,0.05417659,0.12729719
-4.81740870,0.35956539,0.00364816,0.08334769,0.00128075,0.00000000,0.00066454,0.14768398,0.05932853,0.13407693
-4.81140570,0.38321369,0.00410254,0.08706959,0.00142566,0.00000000,0.00071796,0.16050833,0.06518331,0.14050092
-4.80540270,0.40727422,0.00460704,0.09040580,0.00158776,0.00000000,0.00078393,0.17426382,0.07167320,0.14646653
-4.79939970,0.43143054,0.00515686,0.09330196,0.00176532,0.00000000,0.00086074,0.18879470,0.07872238,0.15187853
-4.79339670,0.45536492,0.00574634,0.09571090,0.00195634,0.00000000,0.00094670,0.20393131,0.08624597,0.15665135
-4.78739370,0.47876050,0.00636883,0.09759418,0.00215850,0.00000000,0.00104012,0.21948946,0.09414943,0.16071109
-4.78139070,0.50130431,0.00701669,0.09892344,0.00236918,0.00000000,0.00113929,0.23527075,0.10232854,0.16399749
-4.77538769,0.52269115,0.00768130,0.09968155,0.00258547,0.00000000,0.00124245,0.25106389,0.11066997,0.16646559
-4.76938469,0.54262837,0.00835314,0.09986347,0.00280417,0.00000000,0.00134777,0.26664722,0.11905249,0.16808715
-4.76338169,0.56084146,0.00902191,0.09947688,0.00302189,0.00000000,0.00145337,0.28179229,0.12734883,0.16885183
-4.75737869,0.57708050,0.00967675,0.09854246,0.00323507,0.00000000,0.00155735,0.29626857,0.13542827,0.16876795
-4.75137569,0.59112716,0.01030642,0.09709394,0.00344008,0.00000000,0.00165780,0.30984908,0.14315967,0.16786298
-4.74537269,0.60280215,0.01089962,0.09517775,0.00363328,0.00000000,0.00175284,0.32231695,0.15041512,0.16618367
-4.73936968,0.61197284,0.01144526,0.09285252,0.00381119,0.00000000,0.00184067,0.33347241,0.15707391,0.16379580
-4.73336668,0.61856078,0.01193284,0.09018823,0.00397052,0.00000000,0.00191959,0.34314025,0.16302667,0.16078365
-4.72736368,0.62254873,0.01235270,0.08726510,0.00410834,0.00000000,0.00198809,0.35117718,0.16817957,0.15724912
-4.72136068,0.62398695,0.01269639,0.08417241,0.00422216,0.00000000,0.00204490,0.35747894,0.17245842,0.15331052
-4.71535768,0.62299828,0.01295695,0.08100701,0.00431002,0.00000000,0.00208899,0.36198673,0.17581236,0.14910115
-4.70935468,0.61978180,0.01312915,0.07787180,0.00437060,0.00000000,0.00211964,0.36469268,0.17821702,0.14476750
-4.70335168,0.61461476,0.01320969,0.07487405,0.00440329,0.00000000,0.00213651,0.36564410,0.17967706,0.14046735
-4.69734867,0.60785236,0.01319736,0.07212368,0.00440822,0.00000000,0.00213959,0.36494613,0.18022784,0.13636753
-4.69134567,0.59992545,0.01309306,0.06973149,0.00438627,0.00000000,0.00212927,0.36276279,0.17993616,0.13264150
-4.68534267,0.59133586,0.01289986,0.06780734,0.00433913,0.00000000,0.00210634,0.35931622,0.17890000,0.12946676
-4.67933967,0.58264935,0.01262287,0.06645834,0.00426921,0.00000000,0.00207193,0.35488392,0.17724726,0.12702203
-4.67333667,0.57448626,0.01226915,0.06578698,0.00417966,0.00000000,0.00202755,0.34979433,0.17513347,0.12548432
-4.66733367,0.56750998,0.01184746,0.06588936,0.00407422,0.00000000,0.00197505,0.34442049,0.17273856,0.12502578
-4.66133067,0.56241343,0.01136806,0.06685330,0.00395722,0.00000000,0.00191653,0.33917221,0.17026275,0.12581043
-4.65532766,0.55990385,0.01084236,0.06875658,0.00383340,0.00000000,0.00185436,0.33448677,0.16792168,0.12799080
-4.64932466,0.56068619,0.01028268,0.07166512,0.00370782,0.00000000,0.00179107,0.33081849,0.16594105,0.13170447
-4.64332166,0.56544561,0.00970183,0.07563126,0.00358574,0.00000000,0.00172935,0.32862751,0.16455064,0.13707061
