energy_ev,total_up,Al_p_up,Al_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,2.33888668,0.66113682,0.00000000,0.99035194,0.97229676,0.69636942,0.00000000
-5.99399700,2.35469977,0.65596299,0.00000000,1.00810175,0.97620807,0.70408489,0.00000000
-5.98799400,2.36096508,0.64731211,0.00000000,1.02155863,0.97648176,0.70897593,0.00000000
-5.98199100,2.35761306,0.63531151,0.00000000,1.03046772,0.97317315,0.71095388,0.00000000
-5.97598799,2.34475508,0.62015258,0.00000000,1.03465352,0.96641130,0.70998244,0.00000000
-5.96998499,2.32267921,0.60208597,0.00000000,1.03402388,0.95639415,0.70607928,0.00000000
-5.96398199,2.29184069,0.58141483,0.00000000,1.02857160,0.94338182,0.69931609,0.00000000
-5.95797899,2.25284752,0.55848638,0.00000000,1.01837346,0.92768798,0.68981717,0.00000000
-5.95197599,2.20644190,0.53368230,0.00000000,1.00358705,0.90967001,0.67775647,0.00000000
-5.94597299,2.15347840,0.50740815,0.00000000,0.98444520,0.88971833,0.66335323,0.00000000
-5.93996998,2.09489972,0.48008242,0.00000000,0.96124868,0.86824521,0.64686644,0.00000000
-5.93396698,2.03171108,0.45212558,0.00000000,0.93435719,0.84567371,0.62858830,0.00000000
-5.92796398,1.96495424,0.42394961,0.00000000,0.90417927,0.82242701,0.60883680,0.00000000
-5.92196098,1.89568209,0.39594832,0.00000000,0.87116132,0.79891856,0.58794791,0.00000000
-5.91595798,1.82493447,0.36848881,0.00000000,0.83577635,0.77554309,0.56626747,0.00000000
-5.90995498,1.75371606,0.34190430,0.00000000,0.79851265,0.75266901,0.54414302,0.00000000
-5.90395198,1.68297663,0.31648848,0.00000000,0.75986294,0.73063179,0.52191596,0.00000000
-5.89794897,1.61359420,0.29249143,0.00000000,0.72031419,0.70972884,0.49991408,0.00000000
-5.89194597,1.54636108,0.27011712,0.00000000,0.68033843,0.69021539,0.47844475,0.00000000
-5.88594297,1.48197299,0.24952233,0.00000000,0.64038472,0.67230160,0.45778891,0.00000000
-5.87993997,1.42102125,0.23081700,0.00000000,0.60087250,0.65615066,0.43819595,0.00000000
-5.87393697,1.36398776,0.21406569,0.00000000,0.56218633,0.64187779,0.41987961,0.00000000
-5.86793397,1.31124285,0.19929002,0.00000000,0.52467208,0.62955009,0.40301498,0.00000000
-5.86193097,1.26304570,0.18647193,0.00000000,0.48863453,0.61918724,0.38773660,0.00000000
-5.85592796,1.21954722,0.17555740,0.00000000,0.45433641,0.61076293,0.37413776,0.00000000
-5.84992496,1.18079529,0.16646076,0.00000000,0.42199856,0.60420711,0.36227096,0.00000000
-5.84392196,1.14674205,0.15906907,0.00000000,0.39180138,0.59940915,0.35214943,0.00000000
-5.83791896,1.11725334,0.15324677,0.00000000,0.36388709,0.59622180,0.34374984,0.00000000
-5.83191596,1.09211982,0.14884029,0.00000000,0.33836286,0.59446610,0.33701595,0.00000000
-5.82591296,1.07106973,0.14568265,0.00000000,0.31530445,0.59393723,0.33186309,0.00000000
-5.81990995,1.05378291,0.14359796,0.00000000,0.29476031,0.59441114,0.32818343,0.00000000
-5.81390695,1.03990572,0.14240579,0.00000000,0.27675569,0.59565197,0.32585179,0.00000000
-5.80790395,1.02906634,0.14192536,0.00000000,0.26129679,0.59741995,0.32473163,0.00000000
-5.80190095,1.02089000,0.14197948,0.00000000,0.24837460,0.59947958,0.32468126,0.00000000
-5.79589795,1.01501346,0.14239828,0.00000000,0.23796822,0.60160777,0.32555966,0.00000000
-5.78989495,1.01109810,0.14302254,0.00000000,0.23004761,0.60360149,0.32723197,0.00000000
-5.78389195,1.00884097,0.14370672,0.00000000,0.22457542,0.60528462,0.32957410,0.00000000
-5.77788894,1.00798331,0.14432147,0.00000000,0.22150803,0.60651357,0.33247640,0.00000000
-5.77188594,1.00831586,0.14475568,0.00000000,0.22079555,0.60718129,0.33584608,0.00000000
-5.76588294,1.00968076,0.14491796,0.00000000,0.22238093,0.60721944,0.33960841,0.00000000
-5.75987994,1.01196981,0.14473745,0.00000000,0.22619816,0.60659848,0.34370637,0.00000000
-5.75387694,1.01511913,0.14416410,0.00000000,0.23216966,0.60532565,0.34809905,0.00000000
-5.74787394,1.01910048,0.14316823,0.00000000,0.24020327,0.60344092,0.35275874,0.00000000
-5.74187094,1.02390988,0.14173950,0.00000000,0.25018874,0.60101102,0.35766689,0.00000000
-5.73586793,1.02955405,0.13988537,0.00000000,0.26199447,0.59812203,0.36280938,0.00000000
-5.72986493,1.03603581,0.13762906,0.00000000,0.27546435,0.59487088,0.36817123,0.00000000
-5.72386193,1.04333922,0.13500716,0.00000000,0.29041555,0.59135630,0.37373131,0.00000000
-5.71785893,1.05141587,0.13206702,0.00000000,0.30663714,0.58766989,0.37945736,0.00000000
-5.71185593,1.06017306,0.12886405,0.00000000,0.32389024,0.58388786,0.38530173,0.00000000
-5.70585293,1.06946519,0.12545915,0.00000000,0.34190969,0.58006395,0.39119829,0.00000000
-5.69984992,1.07908892,0.12191622,0.00000000,0.36040748,0.57622426,0.39706070,0.00000000
-5.69384692,1.08878286,0.11830009,0.00000000,0.37907813,0.57236403,0.40278236,0.00000000
-5.68784392,1.09823202,0.11467481,0.00000000,0.39760579,0.56844699,0.40823810,0.00000000
-5.68184092,1.10707708,0.11110251,0.00000000,0.41567304,0.56440713,0.41328764,0.00000000
-5.67583792,1.11492804,0.10764263,0.00000000,0.43297097,0.56015287,0.41778068,0.00000000
-5.66983492,1.12138174,0.10435183,0.00000000,0.44921031,0.55557344,0.42156337,0.00000000
-5.66383192,1.12604213,0.10128418,0.00000000,0.46413289,0.55054706,0.42448589,0.00000000
-5.65782891,1.12854231,0.09849187,0.00000000,0.47752306,0.54495033,0.42641054,0.00000000
-5.65182591,1.12856686,0.09602610,0.00000000,0.48921829,0.53866824,0.42722004,0.00000000
-5.64582291,1.12587315,0.09393810,0.00000000,0.49911838,0.53160429,0.42682543,0.00000000
-5.63981991,1.12031018,0.09228018,0.00000000,0.50719274,0.52368974,0.42517299,0.00000000
-5.63381691,1.11183371,0.09110654,0.00000000,0.51348500,0.51489170,0.42224986,0.00000000
-5.62781391,1.10051657,0.09047376,0.00000000,0.51811475,0.50521918,0.41808781,0.00000000
-5.62181091,1.08655328,0.09044098,0.00000000,0.52127592,0.49472696,0.41276488,0.00000000
-5.61580790,1.07025853,0.09106932,0.00000000,0.52323175,0.48351670,0.40640484,0.00000000
-5.60980490,1.05205925,0.09242088,0.00000000,0.52430629,0.47173542,0.39917411,0.00000000
-5.60380190,1.03248050,0.09455703,0.00000000,0.52487269,0.45957113,0.39127654,0.00000000
-5.59779890,1.01212585,0.09753610,0.00000000,0.52533858,0.44724594,0.38294603,0.00000000
-5.59179590,0.99165282,0.10141055,0.00000000,0.52612919,0.43500705,0.37443741,0.00000000
-5.58579290,0.97174491,0.10622368,0.00000000,0.52766877,0.42311590,0.36601596,0.00000000
-5.57978989,0.95308127,0.11200611,0.00000000,0.53036117,0.41183621,0.35794613,0.00000000
-5.57378689,0.93630569,0.11877217,0.00000000,0.53457044,0.40142157,0.35048000,0.00000000
-5.56778389,0.92199643,0.12651637,0.00000000,0.54060239,0.39210308,0.34384603,0.00000000
-5.56178089,0.91063839,0.13521029,0.00000000,0.54868787,0.38407789,0.33823865,0.00000000
-5.55577789,0.90259915,0.14479998,0.00000000,0.55896886,0.37749912,0.33380937,0.00000000
-5.54977489,0.89810997,0.15520421,0.00000000,0.57148787,0.37246782,0.33065961,0.00000000
-5.54377189,0.89725294,0.16631369,0.00000000,0.58618141,0.36902729,0.32883585,0.00000000
-5.53776888,0.89995488,0.17799139,0.00000000,0.60287792,0.36716014,0.32832727,0.00000000
-5.53176588,0.90598831,0.19007417,0.00000000,0.62130040,0.36678828,0.32906594,0.00000000
-5.52576288,0.91497978,0.20237560,0.00000000,0.64107377,0.36777575,0.33092972,0.00000000
-5.51975988,0.92642488,0.21469007,0.00000000,0.66173684,0.36993447,0.33374764,0.00000000
-5.51375688,0.93970959,0.22679815,0.00000000,0.68275826,0.37303237,0.33730757,0.00000000
-5.50775388,0.95413685,0.23847277,0.00000000,0.70355614,0.37680384,0.34136576,0.00000000
-5.50175088,0.96895727,0.24948635,0.00000000,0.72352026,0.38096176,0.34565797,0.00000000
-5.49574787,0.98340240,0.25961836,0.00000000,0.74203608,0.38521062,0.34991152,0.00000000
-5.48974487,0.99671934,0.26866303,0.00000000,0.75850958,0.38926020,0.35385776,0.00000000
-5.48374187,1.00820479,0.27643701,0.00000000,0.77239164,0.39283909,0.35724453,0.00000000
-5.47773887,1.01723730,0.28278641,0.00000000,0.78320107,0.39570749,0.35984781,0.00000000
-5.47173587,1.02330616,0.28759310,0.00000000,0.79054530,0.39766863,0.36148226,0.00000000
-5.46573287,1.02603567,0.29077984,0.00000000,0.79413760,0.39857850,0.36201017,0.00000000
-5.45972986,1.02520386,0.29231403,0.00000000,0.79381048,0.39835326,0.36134833,0.00000000
-5.45372686,1.02075485,0.29220990,0.00000000,0.78952432,0.39697420,0.35947270,0.00000000
-5.44772386,1.01280449,0.29052901,0.00000000,0.78137124,0.39449008,0.35642067,0.00000000
-5.44172086,1.00163916,0.28737911,0.00000000,0.76957397,0.39101674,0.35229087,0.00000000
-5.43571786,0.98770800,0.28291129,0.00000000,0.75447990,0.38673410,0.34724060,0.00000000
-5.42971486,0.97160902,0.27731570,0.00000000,0.73655069,0.38188084,0.34148108,0.00000000
-5.42371186,0.95406998,0.27081591,0.00000000,0.71634797,0.37674704,0.33527079,0.00000000
-5.41770885,0.93592494,0.26366238,0.00000000,0.69451591,0.37166502,0.32890722,0.00000000
-5.41170585,0.91808770,0.25612506,0.00000000,0.67176135,0.36699919,0.32271746,0.00000000
-5.40570285,0.90152326,0.24848574,0.00000000,0.64883250,0.36313497,0.31704797,0.00000000
-5.39969985,0.88721862,0.24103028,0.00000000,0.62649701,0.36046759,0.31225409,0.00000000
-5.39369685,0.87615391,0.23404116,0.00000000,0.60552019,0.35939105,0.30868955,0.00000000
-5.38769385,0.86927509,0.22779047,0.00000000,0.58664426,0.36028763,0.30669643,0.00000000
-5.38169085,0.86746892,0.22253377,0.00000000,0.57056923,0.36351842,0.30659587,0.00000000
-5.37568784,0.87154093,0.21850477,0.00000000,0.55793573,0.36941491,0.30867973,0.00000000
-5.36968484,0.88219679,0.21591109,0.00000000,0.54931043,0.37827197,0.31320343,0.00000000
-5.36368184,0.90002737,0.21493102,0.00000000,0.54517398,0.39034209,0.32038002,0.00000000
-5.35767884,0.92549735,0.21571129,0.00000000,0.54591164,0.40583105,0.33037553,0.00000000
-5.35167584,0.95893743,0.21836576,0.00000000,0.55180653,0.42489474,0.34330562,0.00000000
-5.34567284,1.00053953,0.22297482,0.00000000,0.56303525,0.44763705,0.35923330,0.00000000
-5.33966983,1.05035487,0.22958552,0.00000000,0.57966576,0.47410866,0.37816784,0.00000000
-5.33366683,1.10829422,0.23821202,0.00000000,0.60165719,0.50430641,0.40006456,0.00000000
-5.32766383,1.17413002,0.24883635,0.00000000,0.62886128,0.53817322,0.42482546,0.00000000
-5.32166083,1.24749993,0.26140936,0.00000000,0.66102539,0.57559827,0.45230052,0.00000000
-5.31565783,1.32791151,0.27585162,0.00000000,0.69779663,0.61641735,0.48228973,0.00000000
-5.30965483,1.41474776,0.29205432,0.00000000,0.73872733,0.66041339,0.51454554,0.00000000
-5.30365183,1.50727362,0.30988010,0.00000000,0.78328151,0.70731715,0.54877594,0.00000000
-5.29764882,1.60464326,0.32916394,0.00000000,0.83084253,0.75680814,0.58464800,0.00000000
-5.29164582,1.70590851,0.34971404,0.00000000,0.88072193,0.80851590,0.62179202,0.00000000
-5.28564282,1.81002861,0.37131301,0.00000000,0.93216953,0.86202194,0.65980619,0.00000000
-5.27963982,1.91588152,0.39371934,0.00000000,0.98438499,0.91686237,0.69826194,0.00000000
-5.27363682,2.02227712,0.41666943,0.00000000,1.03653070,0.97253153,0.73670993,0.00000000
