energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.63981991,0.97218399,0.01246891,0.06179301,0.30043242,0.51793465,0.33376502,0.00000000,0.26453521,0.02666110
-5.63381691,0.89655196,0.01152981,0.05663585,0.27728002,0.48004154,0.30768146,0.00000000,0.24015944,0.02435955
-5.62781391,0.82356562,0.01058606,0.05155278,0.25483762,0.44343544,0.28268286,0.00000000,0.21682228,0.02216869
-5.62181091,0.75398187,0.00965074,0.04660217,0.23334469,0.40856379,0.25900813,0.00000000,0.19464961,0.02010334
-5.61580790,0.68845331,0.00873565,0.04183501,0.21300961,0.37581280,0.23686122,0.00000000,0.17374771,0.01817579
-5.60980490,0.62751451,0.00785118,0.03729424,0.19400524,0.34549950,0.21640651,0.00000000,0.15420067,0.01639553
-5.60380190,0.57157313,0.00700609,0.03301425,0.17646578,0.31786655,0.19776576,0.00000000,0.13606879,0.01476909
-5.59779890,0.52090572,0.00620747,0.02902086,0.16048532,0.29307978,0.18101662,0.00000000,0.11938798,0.01329994
-5.59179590,0.47565833,0.00546073,0.02533149,0.14611762,0.27122840,0.16619278,0.00000000,0.10417016,0.01198858
-5.58579290,0.43585135,0.00476961,0.02195569,0.13337738,0.25232774,0.15328548,0.00000000,0.09040444,0.01083262
-5.57978989,0.40138829,0.00413629,0.01889579,0.12224264,0.23632422,0.14224642,0.00000000,0.07805926,0.00982705
-5.57378689,0.37206768,0.00356154,0.01614776,0.11265819,0.22310219,0.13299169,0.00000000,0.06708491,0.00896457
-5.56778389,0.34759770,0.00304487,0.01370216,0.10453973,0.21249243,0.12540668,0.00000000,0.05741669,0.00823586
-5.56178089,0.32761266,0.00258471,0.01154516,0.09777872,0.20428183,0.11935169,0.00000000,0.04897823,0.00763009
-5.55577789,0.31169080,0.00217865,0.00965951,0.09224751,0.19822392,0.11466795,0.00000000,0.04168495,0.00713524
-5.54977489,0.29937265,0.00182357,0.00802555,0.08780466,0.19404985,0.11118396,0.00000000,0.03544758,0.00673858
-5.54377189,0.29017950,0.00151588,0.00662207,0.08430031,0.19147964,0.10872183,0.00000000,0.03017539,0.00642711
-5.53776888,0.28363131,0.00125169,0.00542718,0.08158129,0.19023310,0.10710355,0.00000000,0.02577935,0.00618790
-5.53176588,0.27926375,0.00102696,0.00441892,0.07949599,0.19004045,0.10615691,0.00000000,0.02217487,0.00600853
-5.52576288,0.27664380,0.00083762,0.00357595,0.07789877,0.19065209,0.10572101,0.00000000,0.01928427,0.00587741
-5.51975988,0.27538377,0.00067972,0.00287792,0.07665387,0.19184753,0.10565125,0.00000000,0.01703884,0.00578405
-5.51375688,0.27515327,0.00054951,0.00230588,0.07563873,0.19344303,0.10582353,0.00000000,0.01538054,0.00571936
-5.50775388,0.27568908,0.00044350,0.00184251,0.07474668,0.19529809,0.10613788,0.00000000,0.01426338,0.00567584
-5.50175088,0.27680262,0.00035851,0.00147223,0.07388897,0.19732027,0.10652105,0.00000000,0.01365434,0.00564770
-5.49574787,0.27838507,0.00029172,0.00118135,0.07299617,0.19946855,0.10692845,0.00000000,0.01353403,0.00563101
-5.48974487,0.28040986,0.00024066,0.00095798,0.07201888,0.20175503,0.10734503,0.00000000,0.01389702,0.00562369
-5.48374187,0.28293272,0.00020322,0.00079204,0.07092780,0.20424487,0.10778532,0.00000000,0.01475175,0.00562557
-5.47773887,0.28608912,0.00017764,0.00067511,0.06971327,0.20705458,0.10829255,0.00000000,0.01612021,0.00563827
-5.47173587,0.29008936,0.00016251,0.00060037,0.06838424,0.21034860,0.10893689,0.00000000,0.01803724,0.00566512
-5.46573287,0.29521123,0.00015671,0.00056239,0.06696669,0.21433435,0.10981289,0.00000000,0.02054943,0.00571099
-5.45972986,0.30179052,0.00015939,0.00055700,0.06550175,0.21925576,0.11103604,0.00000000,0.02371369,0.00578211
-5.45372686,0.31020956,0.00016995,0.00058111,0.06404340,0.22538545,0.11273877,0.00000000,0.02759544,0.00588581
-5.44772386,0.32088390,0.00018801,0.00063256,0.06265588,0.23301583,0.11506570,0.00000000,0.03226629,0.00603020
-5.44172086,0.33424765,0.00021333,0.00070993,0.06141101,0.24244916,0.11816851,0.00000000,0.03780140,0.00622393
-5.43571786,0.35073749,0.00024581,0.00081236,0.06038524,0.25398695,0.12220036,0.00000000,0.04427633,0.00647578
-5.42971486,0.37077602,0.00028544,0.00093945,0.05965680,0.26791896,0.12731006,0.00000000,0.05176356,0.00679432
-5.42371186,0.39475450,0.00033225,0.00109103,0.05930279,0.28451190,0.13363613,0.00000000,0.06032865,0.00718754
-5.41770885,0.42301575,0.00038628,0.00126704,0.05939632,0.30399836,0.14130094,0.00000000,0.07002611,0.00766245
-5.41170585,0.45583736,0.00044755,0.00146741,0.06000393,0.32656604,0.15040498,0.00000000,0.08089514,0.00822472
-5.40570285,0.49341585,0.00051600,0.00169191,0.06118305,0.35234778,0.16102155,0.00000000,0.09295535,0.00887832
-5.39969985,0.53585224,0.00059149,0.00194001,0.06297978,0.38141247,0.17319189,0.00000000,0.10620265,0.00962521
-5.39369685,0.58313942,0.00067374,0.00221080,0.06542699,0.41375735,0.18692106,0.00000000,0.12060546,0.01046502
-5.38769385,0.63515200,0.00076232,0.00250291,0.06854265,0.44930182,0.20217466,0.00000000,0.13610146,0.01139486
-5.38169085,0.69163893,0.00085663,0.00281439,0.07232863,0.48788304,0.21887642,0.00000000,0.15259517,0.01240913
-5.37568784,0.75221932,0.00095588,0.00314272,0.07676979,0.52925363,0.23690709,0.00000000,0.16995639,0.01349945
-5.36968484,0.81638200,0.00105912,0.00348476,0.08183361,0.57308153,0.25610436,0.00000000,0.18801990,0.01465468
-5.36368184,0.88348886,0.00116517,0.00383677,0.08747013,0.61895226,0.27626424,0.00000000,0.20658634,0.01586098
-5.35767884,0.95278231,0.00127271,0.00419441,0.09361251,0.66637366,0.29714368,0.00000000,0.22542461,0.01710207
-5.35167584,1.02339681,0.00138025,0.00455284,0.10017792,0.71478301,0.31846456,0.00000000,0.24427561,0.01835946
-5.34567284,1.09437445,0.00148619,0.00490682,0.10706903,0.76355664,0.33991901,0.00000000,0.26285742,0.01961289
-5.33966983,1.16468426,0.00158884,0.00525078,0.11417583,0.81202177,0.36117592,0.00000000,0.28087181,0.02084079
-5.33366683,1.23324491,0.00168645,0.00557901,0.12137803,0.85947041,0.38188841,0.00000000,0.29801185,0.02202086
-5.32766383,1.29895016,0.00177731,0.00588581,0.12854771,0.90517505,0.40170232,0.00000000,0.31397042,0.02313063
-5.32166083,1.36069639,0.00185975,0.00616563,0.13555241,0.94840560,0.42026512,0.00000000,0.32844926,0.02414816
-5.31565783,1.41741140,0.00193222,0.00641332,0.14225840,0.98844738,0.43723524,0.00000000,0.34116823,0.02505263
-5.30965483,1.46808345,0.00199333,0.00662422,0.14853413,1.02461937,0.45229140,0.00000000,0.35187441,0.02582505
-5.30365183,1.51178967,0.00204193,0.00679439,0.15425377,1.05629234,0.46514155,0.00000000,0.36035062,0.02644881
-5.29764882,1.54772274,0.00207712,0.00692074,0.15930067,1.08290623,0.47553125,0.00000000,0.36642286,0.02691023
-5.29164582,1.57521483,0.00209829,0.00700116,0.16357061,1.10398616,0.48325093,0.00000000,0.36996658,0.02719903
-5.28564282,1.59375807,0.00210520,0.00703462,0.16697486,1.11915649,0.48814212,0.00000000,0.37091122,0.02730859
-5.27963982,1.60302046,0.00209790,0.00702122,0.16944273,1.12815251,0.49010192,0.00000000,0.36924288,0.02723626
-5.27363682,1.60285690,0.00207684,0.00696222,0.17092369,1.13082918,0.48908607,0.00000000,0.36500514,0.02698336
-5.26763382,1.59331464,0.00204280,0.00686006,0.17138891,1.12716671,0.48510999,0.00000000,0.35829771,0.02655516
-5.26163082,1.57463309,0.00199688,0.00671826,0.17083210,1.11727254,0.47824821,0.00000000,0.34927327,0.02596071
-5.25562781,1.54723786,0.00194049,0.00654136,0.16926976,1.10137978,0.46863183,0.00000000,0.33813241,0.02521247
-5.24962481,1.51172927,0.00187529,0.00633480,0.16674065,1.07984203,0.45644442,0.00000000,0.32511710,0.02432594
-5.24362181,1.46886584,0.00180316,0.00610478,0.16330468,1.05312462,0.44191639,0.00000000,0.31050291,0.02331915
-5.23761881,1.41954326,0.00172614,0.00585810,0.15904110,1.02179274,0.42531808,0.00000000,0.29459030,0.02221207
-5.23161581,1.36476959,0.00164639,0.00560197,0.15404620,0.98649664,0.40695186,0.00000000,0.27769558,0.02102599
-5.22561281,1.30563771,0.00156608,0.00534384,0.14843054,0.94795440,0.38714361,0.00000000,0.26014160,0.01978292
-5.21960980,1.24329597,0.00148741,0.00509121,0.14231578,0.90693298,0.36623378,0.00000000,0.24224893,0.01850497
-5.21360680,1.17891785,0.00141247,0.00485149,0.13583138,0.86422793,0.34456856,0.00000000,0.22432757,0.01721373
-5.20760380,1.11367201,0.00134326,0.00463180,0.12911109,0.82064260,0.32249124,0.00000000,0.20666967,0.01592982
-5.20160080,1.04869332,0.00128160,0.00443886,0.12228963,0.77696741,0.30033425,0.00000000,0.18954342,0.01467235
-5.19559780,0.98505602,0.00122909,0.00427891,0.11549935,0.73395991,0.27841198,0.00000000,0.17318832,0.01345862
-5.18959480,0.92374972,0.00118711,0.00415760,0.10886731,0.69232611,0.25701474,0.00000000,0.15781183,0.01230382
-5.18359180,0.86565884,0.00115678,0.00407995,0.10251272,0.65270386,0.23640385,0.00000000,0.14358753,0.01122081
-5.17758879,0.81154611,0.00113892,0.00405039,0.09654473,0.61564852,0.21680800,0.00000000,0.13065469,0.01022011
-5.17158579,0.76204047,0.00113409,0.00407274,0.09106094,0.58162153,0.19842103,0.00000000,0.11911910,0.00930982
-5.16558279,0.71762952,0.00114256,0.00415036,0.08614631,0.55098214,0.18140094,0.00000000,0.10905514,0.00849575
-5.15957979,0.67865671,0.00116437,0.00428618,0.08187278,0.52398240,0.16587018,0.00000000,0.10050877,0.00778156
-5.15357679,0.64532312,0.00119929,0.00448296,0.07829937,0.50076572,0.15191711,0.00000000,0.09350129,0.00716895
-5.14757379,0.61769363,0.00124690,0.00474343,0.07547293,0.48136879,0.13959841,0.00000000,0.08803367,0.00665795
-5.14157079,0.59570716,0.00130665,0.00507052,0.07342930,0.46572693,0.12894235,0.00000000,0.08409116,0.00624717
-5.13556778,0.57919046,0.00137786,0.00546769,0.07219495,0.45368247,0.11995271,0.00000000,0.08164806,0.00593413
-5.12956478,0.56787506,0.00145980,0.00593915,0.07178894,0.44499603,0.11261308,0.00000000,0.08067234,0.00571553
-5.12356178,0.56141651,0.00155176,0.00649026,0.07222507,0.43936015,0.10689151,0.00000000,0.08112995,0.00558761
-5.11755878,0.55941535,0.00165312,0.00712777,0.07351416,0.43641487,0.10274501,0.00000000,0.08298867,0.00554634
-5.11155578,0.56143902,0.00176340,0.00786025,0.07566629,0.43576466,0.10012403,0.00000000,0.08622131,0.00558774
-5.10555278,0.56704380,0.00188234,0.00869830,0.07869291,0.43699609,0.09897648,0.00000000,0.09080820,0.00570807
-5.09954977,0.57579609,0.00200995,0.00965492,0.08260860,0.43969565,0.09925124,0.00000000,0.09673873,0.00590396
-5.09354677,0.58729211,0.00214657,0.01074571,0.08743253,0.44346700,0.10090102,0.00000000,0.10401199,0.00617257
-5.08754377,0.60117533,0.00229289,0.01198903,0.09318929,0.44794704,0.10388440,0.00000000,0.11263648,0.00651162
-5.08154077,0.61715085,0.00245002,0.01340614,0.09990919,0.45282020,0.10816702,0.00000000,0.12262874,0.00691938
-5.07553777,0.63499623,0.00261946,0.01502111,0.10762791,0.45783032,0.11372184,0.00000000,0.13401109,0.00739467
-5.06953477,0.65456816,0.00280308,0.01686076,0.11638541,0.46278977,0.12052850,0.00000000,0.14680846,0.00793670
-5.06353177,0.67580482,0.00300310,0.01895433,0.12622419,0.46758529,0.12857177,0.00000000,0.16104444,0.00854492
-5.05752876,0.69872360,0.00322203,0.02133304,0.13718687,0.47218045,0.13783925,0.00000000,0.17673672,0.00921886
-5.05152576,0.72341438,0.00346256,0.02402951,0.14931317,0.47661448,0.14831831,0.00000000,0.19389211,0.00995788
-5.04552276,0.75002851,0.00372745,0.02707696,0.16263644,0.48099759,0.15999252,0.00000000,0.21250133,0.01076092
-5.03951976,0.77876395,0.00401941,0.03050824,0.17717983,0.48550290,0.17283776,0.00000000,0.23253388,0.01162626
-5.03351676,0.80984723,0.00434090,0.03435475,0.19295228,0.49035537,0.18681818,0.00000000,0.25393319,0.01255125
-5.02751376,0.84351286,0.00469402,0.03864510,0.20994449,0.49581813,0.20188220,0.00000000,0.27661242,0.01353210
-5.02151076,0.87998138,0.00508030,0.04340378,0.22812514,0.50217678,0.21795888,0.00000000,0.30045107,0.01456368
-5.01550775,0.91943666,0.00550051,0.04864957,0.24743747,0.50972239,0.23495485,0.00000000,0.32529272,0.01563934
-5.00950475,0.96200393,0.00595454,0.05439408,0.26779644,0.51873390,0.25275195,0.00000000,0.35094410,0.01675087
-5.00350175,1.00772929,0.00644122,0.06064014,0.28908670,0.52946075,0.27120587,0.00000000,0.37717561,0.01788843
-4.99749875,1.05656193,0.00695823,0.06738033,0.31116149,0.54210645,0.29014585,0.00000000,0.40372343,0.01904065
-4.99149575,1.10833988,0.00750199,0.07459567,0.33384252,0.55681393,0.30937563,0.00000000,0.43029319,0.02019468
-4.98549275,1.16278023,0.00806767,0.08225443,0.35692111,0.57365335,0.32867563,0.00000000,0.45656528,0.02133645
-4.97948974,1.21947438,0.00864915,0.09031128,0.38016036,0.59261299,0.34780636,0.00000000,0.48220151,0.02245095
-4.97348674,1.27788883,0.00923916,0.09870683,0.40329866,0.61359369,0.36651304,0.00000000,0.50685304,0.02352250
-4.96748374,1.33737173,0.00982934,0.10736750,0.42605421,0.63640721,0.38453129,0.00000000,0.53016933,0.02453521
-4.96148074,1.39716517,0.01041047,0.11620594,0.44813061,0.66077865,0.40159366,0.00000000,0.55180772,0.02547336
-4.95547774,1.45642298,0.01097268,0.12512198,0.46922337,0.68635302,0.41743690,0.00000000,0.57144336,0.02632187
-4.94947474,1.51423349,0.01150573,0.13400403,0.48902712,0.71270569,0.43180959,0.00000000,0.58877917,0.02706674
-4.94347174,1.56964653,0.01199933,0.14273119,0.50724328,0.73935642,0.44447989,0.00000000,0.60355528,0.02769549
-4.93746873,1.62170384,0.01244345,0.15117569,0.52358808,0.76578641,0.45524313,0.00000000,0.61555782,0.02819760
-4.93146573,1.66947150,0.01282869,0.15920597,0.53780054,0.79145772,0.46392897,0.00000000,0.62462654,0.02856482
-4.92546273,1.71207343,0.01314659,0.16669001,0.54965017,0.81583417,0.47040773,0.00000000,0.63066102,0.02879154
-4.91945973,1.74872433,0.01338995,0.17349904,0.55894416,0.83840298,0.47459576,0.00000000,0.63362534,0.02887497
-4.91345673,1.77876093,0.01355317,0.17951135,0.56553382,0.85869596,0.47645951,0.00000000,0.63355079,0.02881529
-4.90745373,1.80166990,0.01363239,0.18461613,0.56931988,0.87630950,0.47601825,0.00000000,0.63053674,0.02861575
-4.90145073,1.81711146,0.01362578,0.18871714,0.57025664,0.89092224,0.47334514,0.00000000,0.62474948,0.02828262
-4.89544772,1.82493725,0.01353358,0.19173610,0.56835467,0.90230968,0.46856670,0.00000000,0.61641912,0.02782506
-4.88944472,1.82520178,0.01335822,0.19361562,0.56368187,0.91035496,0.46186065,0.00000000,0.60583453,0.02725492
-4.88344172,1.81816661,0.01310429,0.19432151,0.55636305,0.91505515,0.45345212,0.00000000,0.59333662,0.02658646
-4.87743872,1.80429705,0.01277844,0.19384440,0.54657770,0.91652288,0.44360835,0.00000000,0.57931005,0.02583602
-4.87143572,1.78425115,0.01238929,0.19220060,0.53455629,0.91498293,0.43263211,0.00000000,0.56417357,0.02502153
-4.86543272,1.75886143,0.01194723,0.18943203,0.52057501,0.91076406,0.42085395,0.00000000,0.54836953,0.02416214
-4.85942971,1.72910995,0.01146421,0.18560542,0.50494922,0.90428629,0.40862362,0.00000000,0.53235255,0.02327764
-4.85342671,1.69609759,0.01095348,0.18081059,0.48802579,0.89604428,0.39630089,0.00000000,0.51657796,0.02238800
-4.84742371,1.66100892,0.01042933,0.17515806,0.47017473,0.88658748,0.38424617,0.00000000,0.50149027,0.02151285
-4.84142071,1.62507401,0.00990680,0.16877597,0.45178024,0.87649808,0.37281115,0.00000000,0.48751211,0.02067094
-4.83541771,1.58952890,0.00940145,0.16180656,0.43323166,0.86636773,0.36232986,0.00000000,0.47503387,0.01987972
-4.82941471,1.55557630,0.00892906,0.15440223,0.41491465,0.85677415,0.35311043,0.00000000,0.46440455,0.01915485
-4.82341171,1.52434843,0.00850540,0.14672151,0.39720287,0.84825883,0.34542786,0.00000000,0.45592403,0.01850989
-4.81740870,1.49687333,0.00814602,0.13892492,0.38045048,0.84130678,0.33951801,0.00000000,0.44983708,0.01795593
-4.81140570,1.47404621,0.00786601,0.13117106,0.36498586,0.83632931,0.33557302,0.00000000,0.44632922,0.01750141
-4.80540270,1.45660700,0.00767985,0.12361295,0.35110642,0.83365066,0.33373827,0.00000000,0.44552470,0.01715193
-4.79939970,1.44512473,0.00760116,0.11639478,0.33907499,0.83349896,0.33411102,0.00000000,0.44748652,0.01691022
-4.79339670,1.43998936,0.00764258,0.10964921,0.32911754,0.83600190,0.33674058,0.00000000,0.45221843,0.01677616
-4.78739370,1.44141100,0.00781552,0.10349507,0.32142233,0.84118717,0.34163006,0.00000000,0.45966893,0.01674687
-4.78139070,1.44942616,0.00812998,0.09803581,0.31614035,0.84898744,0.34873948,0.00000000,0.46973682,0.01681691
-4.77538769,1.46391027,0.00859436,0.09335835,0.31338677,0.85924937,0.35799001,0.00000000,0.48227805,0.01697857
-4.76938469,1.48459550,0.00921513,0.08953250,0.31324319,0.87174619,0.36926912,0.00000000,0.49711356,0.01722213
-4.76338169,1.51109245,0.00999668,0.08661083,0.31576044,0.88619269,0.38243630,0.00000000,0.51403751,0.01753631
-4.75737869,1.54291431,0.01094093,0.08462882,0.32096155,0.90226197,0.39732900,0.00000000,0.53282552,0.01790856
-4.75137569,1.57950192,0.01204713,0.08360539,0.32884450,0.91960276,0.41376852,0.00000000,0.55324239,0.01832559
-4.74537269,1.62024822,0.01331156,0.08354352,0.33938469,0.93785634,0.43156546,0.00000000,0.57504895,0.01877369
-4.73936968,1.66452073,0.01472723,0.08443105,0.35253663,0.95667215,0.45052457,0.00000000,0.59800751,0.01923914
-4.73336668,1.71168092,0.01628376,0.08624140,0.36823491,0.97572128,0.47044866,0.00000000,0.62188578,0.01970862
-4.72736368,1.76109961,0.01796714,0.08893448,0.38639419,0.99470720,0.49114155,0.00000000,0.64645897,0.02016946
-4.72136068,1.81216794,0.01975972,0.09245738,0.40690839,1.01337339,0.51240993,0.00000000,0.67151018,0.02060994
-4.71535768,1.86430383,0.02164026,0.09674515,0.42964906,1.03150762,0.53406419,0.00000000,0.69682901,0.02101949
-4.70935468,1.91695409,0.02358407,0.10172159,0.45446323,1.04894295,0.55591830,0.00000000,0.72220878,0.02138884
-4.70335168,1.96959292,0.02556331,0.10730003,0.48117097,1.06555586,0.57778904,0.00000000,0.74744271,0.02171010
-4.69734867,2.02171763,0.02754746,0.11338424,0.50956304,1.08126176,0.59949468,0.00000000,0.77231946,0.02197676
-4.69134567,2.07284268,0.02950388,0.11986949,0.53939895,1.09600880,0.62085350,0.00000000,0.79661867,0.02218374
-4.68534267,2.12249329,0.03139852,0.12664389,0.57040590,1.10977039,0.64168249,0.00000000,0.82010700,0.02232726
-4.67933967,2.17019980,0.03319676,0.13358986,0.60227886,1.12253749,0.66179644,0.00000000,0.84253522,0.02240481
-4.67333667,2.21549384,0.03486428,0.14058606,0.63468214,1.13431119,0.68100776,0.00000000,0.86363695,0.02241502
-4.66733367,2.25790740,0.03636809,0.14750949,0.66725265,1.14509627,0.69912719,0.00000000,0.88312928,0.02235754
-4.66133067,2.29697525,0.03767745,0.15423800,0.69960495,1.15489642,0.71596564,0.00000000,0.90071565,0.02223296
-4.65532766,2.33224113,0.03876483,0.16065292,0.73133805,1.16371132,0.73133706,0.00000000,0.91609102,0.02204272
-4.64932466,2.36326763,0.03960684,0.16664199,0.76204385,1.17153573,0.74506237,0.00000000,0.92894924,0.02178896
-4.64332166,2.38964931,0.04018495,0.17210224,0.79131691,1.17836079,0.75697434,0.00000000,0.93899241,0.02147454
