energy_ev,total_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.83191596,4.31658405,1.37001847,1.95538011,2.38871495,0.53344285,0.00186273,1.01574205,0.69915470,0.00000000
-5.82591296,4.19951340,1.32027227,1.93000612,2.29011857,0.51061532,0.00175296,0.97337015,0.68623796,0.00000000
-5.81990995,4.08251618,1.27162962,1.90647728,2.18916589,0.48735879,0.00164364,0.93002979,0.67278616,0.00000000
-5.81390695,3.96616645,1.22431342,1.88459602,2.08666226,0.46386809,0.00153581,0.88608001,0.65894361,0.00000000
-5.80790395,3.85100331,1.17852013,1.86414286,1.98339791,0.44033317,0.00143047,0.84186820,0.64485785,0.00000000
-5.80190095,3.73751957,1.13441715,1.84488140,1.88013423,0.41693502,0.00132851,0.79772358,0.63067518,0.00000000
-5.79589795,3.62615231,1.09214041,1.82656396,1.77759088,0.39384216,0.00123076,0.75395162,0.61653639,0.00000000
-5.78989495,3.51727566,1.05179237,1.80893771,1.67643455,0.37120754,0.00113795,0.71082934,0.60257279,0.00000000
-5.78389195,3.41119615,1.01344069,1.79175108,1.57726947,0.34916625,0.00105069,0.66860199,0.58890280,0.00000000
-5.77788894,3.30815082,0.97711748,1.77476020,1.48063016,0.32783388,0.00096948,0.62748089,0.57562916,0.00000000
-5.77188594,3.20830790,0.94281951,1.75773509,1.38697658,0.30730564,0.00089471,0.58764262,0.56283675,0.00000000
-5.76588294,3.11177010,0.91050936,1.74046531,1.29669178,0.28765625,0.00082663,0.54922946,0.55059122,0.00000000
-5.75987994,3.01857996,0.88011743,1.72276484,1.21008215,0.26894045,0.00076538,0.51235095,0.53893828,0.00000000
-5.75387694,2.92872699,0.85154502,1.70447587,1.12737999,0.25119418,0.00071098,0.47708646,0.52790374,0.00000000
-5.74787394,2.84215605,0.82466829,1.68547139,1.04874846,0.23443621,0.00066331,0.44348856,0.51749411,0.00000000
-5.74187094,2.75877659,0.79934288,1.66565650,0.97428834,0.21867019,0.00062215,0.41158699,0.50769775,0.00000000
-5.73586793,2.67847207,0.77540930,1.64496837,0.90404639,0.20388701,0.00058718,0.38139294,0.49848659,0.00000000
-5.72986493,2.60110950,0.75269862,1.62337495,0.83802499,0.19006725,0.00055797,0.35290358,0.48981808,0.00000000
-5.72386193,2.52654844,0.73103845,1.60087261,0.77619240,0.17718372,0.00053404,0.32610647,0.48163755,0.00000000
-5.71785893,2.45464954,0.71025889,1.57748309,0.71849343,0.16520395,0.00051480,0.30098379,0.47388072,0.00000000
-5.71185593,2.38528238,0.69019832,1.55324979,0.66486003,0.15409249,0.00049966,0.27751623,0.46647643,0.00000000
-5.70585293,2.31833259,0.67070873,1.52823406,0.61522147,0.14381310,0.00048794,0.25568642,0.45934935,0.00000000
-5.69984992,2.25370835,0.65166050,1.50251161,0.56951376,0.13433067,0.00047901,0.23548185,0.45242284,0.00000000
-5.69384692,2.19134631,0.63294653,1.47616941,0.52768800,0.12561277,0.00047219,0.21689731,0.44562174,0.00000000
-5.68784392,2.13121686,0.61448542,1.44930333,0.48971762,0.11763109,0.00046685,0.19993666,0.43887510,0.00000000
-5.68184092,2.07332901,0.59622387,1.42201658,0.45560406,0.11036246,0.00046239,0.18461418,0.43211875,0.00000000
-5.67583792,2.01773453,0.57813803,1.39441914,0.42538106,0.10378965,0.00045828,0.17095537,0.42529773,0.00000000
-5.66983492,1.96453148,0.56023394,1.36662792,0.39911718,0.09790189,0.00045402,0.15899718,0.41836842,0.00000000
-5.66383192,1.91386674,0.54254698,1.33876765,0.37691671,0.09269509,0.00044923,0.14878786,0.41130036,0.00000000
-5.65782891,1.86593737,0.52514041,1.31097211,0.35891876,0.08817189,0.00044358,0.14038633,0.40407755,0.00000000
-5.65182591,1.82099041,0.50810304,1.28338556,0.34529457,0.08434142,0.00043684,0.13386099,0.39669943,0.00000000
-5.64582291,1.77932086,0.49154607,1.25616382,0.33624303,0.08121877,0.00042887,0.12928822,0.38918109,0.00000000
-5.63981991,1.74126750,0.47559932,1.22947494,0.33198432,0.07882434,0.00041963,0.12675024,0.38155304,0.00000000
-5.63381691,1.70720639,0.46040679,1.20349895,0.33275198,0.07718284,0.00040914,0.12633261,0.37386027,0.00000000
-5.62781391,1.67754185,0.44612183,1.17842668,0.33878313,0.07632216,0.00039752,0.12812119,0.36616067,0.00000000
-5.62181091,1.65269515,0.43290197,1.15445740,0.35030740,0.07627193,0.00038494,0.13219859,0.35852290,0.00000000
-5.61580790,1.63309096,0.42090358,1.13179552,0.36753453,0.07706196,0.00037164,0.13864030,0.35102375,0.00000000
-5.60980490,1.61914200,0.41027662,1.11064612,0.39064115,0.07872049,0.00035791,0.14751037,0.34374509,0.00000000
-5.60380190,1.61123262,0.40115953,1.09120998,0.41975701,0.08127226,0.00034407,0.15885693,0.33677053,0.00000000
-5.59779890,1.60970184,0.39367448,1.07367806,0.45495141,0.08473666,0.00033045,0.17270758,0.33018206,0.00000000
-5.59179590,1.61482680,0.38792326,1.05822599,0.49622019,0.08912572,0.00031742,0.18906489,0.32405666,0.00000000
-5.58579290,1.62680757,0.38398373,1.04500896,0.54347419,0.09444229,0.00030534,0.20790231,0.31846326,0.00000000
-5.57978989,1.64575416,0.38190730,1.03415737,0.59652973,0.10067843,0.00029458,0.22916056,0.31346006,0.00000000
-5.57378689,1.67167667,0.38171728,1.02577353,0.65510195,0.10781396,0.00028547,0.25274492,0.30909242,0.00000000
-5.56778389,1.70447935,0.38340830,1.01992983,0.71880158,0.11581554,0.00027839,0.27852364,0.30539145,0.00000000
-5.56178089,1.74395905,0.38694690,1.01666843,0.78713591,0.12463606,0.00027367,0.30632761,0.30237333,0.00000000
-5.55577789,1.78980861,0.39227312,1.01600252,0.85951411,0.13421468,0.00027165,0.33595161,0.30003947,0.00000000
-5.54977489,1.84162511,0.39930324,1.01791919,0.93525742,0.14447736,0.00027269,0.36715716,0.29837735,0.00000000
-5.54377189,1.89892292,0.40793335,1.02238369,1.01361406,0.15533813,0.00027715,0.39967700,0.29736220,0.00000000
-5.53776888,1.96115111,0.41804376,1.02934477,1.09377851,0.16670076,0.00028543,0.43322125,0.29695913,0.00000000
-5.53176588,2.02771427,0.42950395,1.03874079,1.17491478,0.17846120,0.00029794,0.46748494,0.29712586,0.00000000
-5.52576288,2.09799606,0.44217784,1.05050615,1.25618260,0.19051034,0.00031518,0.50215681,0.29781563,0.00000000
-5.51975988,2.17138402,0.45592911,1.06457764,1.33676546,0.20273721,0.00033768,0.53692878,0.29898031,0.00000000
-5.51375688,2.24729437,0.47062620,1.08090024,1.41589922,0.21503238,0.00036604,0.57150591,0.30057331,0.00000000
-5.50775388,2.32519547,0.48614693,1.09943197,1.49289953,0.22729138,0.00040096,0.60561608,0.30255230,0.00000000
-5.50175088,2.40462833,0.50238212,1.12014739,1.56718678,0.23941803,0.00044319,0.63901900,0.30488142,0.00000000
-5.49574787,2.48522305,0.51923829,1.14303954,1.63830669,0.25132742,0.00049357,0.67151385,0.30753289,0.00000000
-5.48974487,2.56670971,0.53663900,1.16811999,1.70594532,0.26294832,0.00055300,0.70294519,0.31048793,0.00000000
-5.48374187,2.64892312,0.55452492,1.19541707,1.76993710,0.27422500,0.00062242,0.73320647,0.31373692,0.00000000
-5.47773887,2.73180050,0.57285235,1.22497206,1.83026524,0.28511814,0.00070280,0.76224100,0.31727868,0.00000000
-5.47173587,2.81537197,0.59159036,1.25683355,1.88705375,0.29560489,0.00079512,0.79003999,0.32111912,0.00000000
-5.46573287,2.89974401,0.61071664,1.29105024,1.94055137,0.30567793,0.00090029,0.81663776,0.32526899,0.00000000
-5.45972986,2.98507627,0.63021220,1.32766218,1.99110777,0.31534359,0.00101915,0.84210413,0.32974126,0.00000000
-5.45372686,3.07155297,0.65005527,1.36669112,2.03914305,0.32461905,0.00115239,0.86653441,0.33454784,0.00000000
-5.44772386,3.15934997,0.67021467,1.40813018,2.08511212,0.33352890,0.00130053,0.89003743,0.33969626,0.00000000
-5.44172086,3.24859940,0.69064315,1.45193345,2.12946571,0.34210096,0.00146382,0.91272216,0.34518609,0.00000000
-5.43571786,3.33935365,0.71127101,1.49800600,2.17261035,0.35036193,0.00164224,0.93468390,0.35100564,0.00000000
-5.42971486,3.43155101,0.73200048,1.54619488,2.21486951,0.35833283,0.00183540,0.95599060,0.35712893,0.00000000
-5.42371186,3.52498495,0.75270143,1.59628178,2.25644838,0.36602468,0.00204255,0.97667036,0.36351331,0.00000000
-5.41770885,3.61927931,0.77320845,1.64797773,2.29740448,0.37343464,0.00226251,0.99670086,0.37009767,0.00000000
-5.41170585,3.71387118,0.79332001,1.70092066,2.33762599,0.38054288,0.00249365,1.01600141,0.37680167,0.00000000
-5.40570285,3.80800329,0.81279957,1.75467605,2.37681960,0.38731042,0.00273390,1.03442839,0.38352581,0.00000000
-5.39969985,3.90072688,0.83137902,1.80874117,2.41450857,0.39367808,0.00298078,1.05177423,0.39015262,0.00000000
-5.39369685,3.99091588,0.84876418,1.86255319,2.45004178,0.39956668,0.00323140,1.06777047,0.39654885,0.00000000
-5.38769385,4.07729257,0.86464252,1.91550118,2.48261336,0.40487858,0.00348250,1.08209464,0.40256869,0.00000000
-5.38169085,4.15846395,0.87869254,1.96694193,2.51129217,0.40950043,0.00373057,1.09438084,0.40805780,0.00000000
-5.37568784,4.23296793,0.89059466,2.01621931,2.53505975,0.41330715,0.00397189,1.10423352,0.41285822,0.00000000
-5.36968484,4.29932742,0.90004301,2.06268660,2.55285476,0.41616681,0.00420265,1.11124379,0.41681371,0.00000000
-5.36368184,4.35611015,0.90675769,2.10573106,2.56362168,0.41794639,0.00441906,1.11500747,0.41977551,0.00000000
-5.35767884,4.40199138,0.91049683,2.14479975,2.56636116,0.41851786,0.00461748,1.11514392,0.42160817,0.00000000
-5.35167584,4.43581657,0.91106783,2.17942554,2.56017934,0.41776452,0.00479450,1.11131467,0.42219514,0.00000000
-5.34567284,4.45666080,0.90833737,2.20925191,2.54433368,0.41558708,0.00494714,1.10324088,0.42144399,0.00000000
-5.33966983,4.46388188,0.90223945,2.23405533,2.51827276,0.41190933,0.00507288,1.09071869,0.41929092,0.00000000
-5.33366683,4.45716410,0.89278116,2.25376387,2.48166810,0.40668288,0.00516980,1.07363173,0.41570434,0.00000000
-5.32766383,4.43655017,0.88004587,2.26847065,2.43443645,0.39989094,0.00523667,1.05196003,0.41068733,0.00000000
-5.32166083,4.40245929,0.86419355,2.27844132,2.37675146,0.39155079,0.00527299,1.02578501,0.40427890,0.00000000
-5.31565783,4.35568996,0.84545820,2.28411441,2.30904442,0.38171487,0.00527906,0.99529029,0.39655396,0.00000000
-5.30965483,4.29740700,0.82414259,2.28609432,2.23199406,0.37047045,0.00525592,0.96075825,0.38762185,0.00000000
-5.30365183,4.22911279,0.80061035,2.28513655,2.14650625,0.35793786,0.00520543,0.92256276,0.37762373,0.00000000
-5.29764882,4.15260396,0.77527587,2.28212564,2.05368487,0.34426735,0.00513014,0.88115817,0.36672866,0.00000000
-5.29164582,4.06991501,0.74859254,2.27804625,1.95479527,0.32963491,0.00503327,0.83706559,0.35512872,0.00000000
-5.28564282,3.98325150,0.72103964,2.27394858,1.85122255,0.31423700,0.00491859,0.79085668,0.34303335,0.00000000
-5.27963982,3.89491557,0.69310874,2.27090944,1.74442647,0.29828476,0.00479035,0.74313620,0.33066303,0.00000000
-5.27363682,3.80722732,0.66528994,2.26999074,1.63589539,0.28199766,0.00465309,0.69452384,0.31824275,0.00000000
-5.26763382,3.72244538,0.63805875,2.27219712,1.52710115,0.26559716,0.00451154,0.64563625,0.30599539,0.00000000
-5.26163082,3.64269039,0.61186394,2.27843481,1.41945692,0.24930054,0.00437051,0.59707003,0.29413540,0.00000000
-5.25562781,3.56987459,0.58711698,2.28947362,1.31427954,0.23331512,0.00423468,0.54938631,0.28286290,0.00000000
-5.24962481,3.50564066,0.56418331,2.30591387,1.21275776,0.21783316,0.00410850,0.50309754,0.27235853,0.00000000
-5.24362181,3.45131223,0.54337570,2.32815989,1.11592722,0.20302766,0.00399609,0.45865670,0.26277920,0.00000000
-5.23761881,3.40785791,0.52494989,2.35640133,1.02465268,0.18904902,0.00390107,0.41644937,0.25425481,0.00000000
-5.23161581,3.37587010,0.50910241,2.39060316,0.93961770,0.17602275,0.00382650,0.37678867,0.24688605,0.00000000
-5.22561281,3.35555892,0.49597061,2.43050493,0.86132143,0.16404831,0.00377479,0.33991295,0.24074335,0.00000000
-5.21960980,3.34676107,0.48563460,2.47562910,0.79008210,0.15319872,0.00374765,0.30598624,0.23586683,0.00000000
-5.21360680,3.34896258,0.47812081,2.52529831,0.72604620,0.14352130,0.00374604,0.27510093,0.23226729,0.00000000
-5.20760380,3.36133394,0.47340701,2.57866043,0.66920260,0.13503897,0.00377014,0.24728263,0.22992801,0.00000000
-5.20160080,3.38277565,0.47142817,2.63472053,0.61940031,0.12775232,0.00381939,0.22249650,0.22880738,0.00000000
-5.19559780,3.41197172,0.47208312,2.69237815,0.57636877,0.12164205,0.00389250,0.20065487,0.22884198,0.00000000
-5.18959480,3.44744860,0.47524129,2.75046820,0.53973966,0.11667169,0.00398747,0.18162558,0.22995007,0.00000000
-5.18359180,3.48763697,0.48074956,2.80780397,0.50906895,0.11279054,0.00410168,0.16524071,0.23203536,0.00000000
-5.17758879,3.53093368,0.48843869,2.86322020,0.48385851,0.10993646,0.00423195,0.15130529,0.23499077,0.00000000
-5.17158579,3.57576162,0.49812931,2.91561482,0.46357621,0.10803867,0.00437465,0.13960571,0.23870211,0.00000000
-5.16558279,3.62062522,0.50963713,2.96398757,0.44767419,0.10702024,0.00452576,0.12991756,0.24305158,0.00000000
-5.15957979,3.66416002,0.52277750,3.00747432,0.43560466,0.10680032,0.00468101,0.12201272,0.24792098,0.00000000
-5.15357679,3.70517465,0.53736901,3.04537590,0.42683307,0.10729609,0.00483600,0.11566557,0.25319452,0.00000000
-5.14757379,3.74268443,0.55323641,3.07718057,0.42084861,0.10842435,0.00498629,0.11065819,0.25876127,0.00000000
-5.14157079,3.77593586,0.57021273,3.10257965,0.41717199,0.11010285,0.00512751,0.10678468,0.26451720,0.00000000
-5.13556778,3.80442178,0.58814064,3.12147583,0.41536081,0.11225135,0.00525554,0.10385438,0.27036678,0.00000000
-5.12956478,3.82788723,0.60687331,3.13398424,0.41501273,0.11479247,0.00536652,0.10169431,0.27622424,0.00000000
-5.12356178,3.84632649,0.62627463,3.14042642,0.41576679,0.11765232,0.00545701,0.10015066,0.28201445,0.00000000
-5.11755878,3.85997171,0.64621902,3.14131754,0.41730323,0.12076115,0.00552408,0.09908963,0.28767343,0.00000000
-5.11155578,3.86927401,0.66659083,3.13734742,0.41934221,0.12405373,0.00556532,0.09839751,0.29314860,0.00000000
-5.10555278,3.87487798,0.68728335,3.12935611,0.42164178,0.12746991,0.00557897,0.09798035,0.29839878,0.00000000
-5.09954977,3.87759056,0.70819761,3.11830487,0.42399536,0.13095495,0.00556387,0.09776301,0.30339387,0.00000000
-5.09354677,3.87834528,0.72924080,3.10524335,0.42622896,0.13445994,0.00551955,0.09768802,0.30811434,0.00000000
-5.08754377,3.87816323,0.75032449,3.09127420,0.42819851,0.13794216,0.00544620,0.09771397,0.31255045,0.00000000
-5.08154077,3.87811174,0.77136266,3.07751595,0.42978713,0.14136534,0.00534462,0.09781386,0.31670133,0.00000000
-5.07553777,3.87926194,0.79226955,3.06506542,0.43090268,0.14469986,0.00521621,0.09797313,0.32057373,0.00000000
-5.06953477,3.88264658,0.81295741,3.05496064,0.43147551,0.14792277,0.00506291,0.09818775,0.32418070,0.00000000
-5.06353177,3.88921910,0.83333431,3.04814553,0.43145634,0.15101770,0.00488712,0.09846209,0.32754004,0.00000000
-5.05752876,3.89981523,0.85330201,3.04543727,0.43081430,0.15397449,0.00469162,0.09880691,0.33067257,0.00000000
-5.05152576,3.91511828,0.87275405,3.04749741,0.42953507,0.15678867,0.00447950,0.09923731,0.33360043,0.00000000
-5.04552276,3.93562906,0.89157428,3.05480768,0.42761903,0.15946070,0.00425405,0.09977076,0.33634525,0.00000000
-5.03951976,3.96164167,0.90963589,3.06765133,0.42507939,0.16199498,0.00401867,0.10042522,0.33892640,0.00000000
-5.03351676,3.99322576,0.92680105,3.08610055,0.42194032,0.16439876,0.00377680,0.10121746,0.34135935,0.00000000
-5.02751376,4.03021624,0.94292144,3.11001056,0.41823497,0.16668085,0.00353180,0.10216148,0.34365430,0.00000000
-5.02151076,4.07221070,0.95783952,3.13902070,0.41400361,0.16885035,0.00328693,0.10326723,0.34581502,0.00000000
-5.01550775,4.11857510,0.97139085,3.17256238,0.40929164,0.17091538,0.00304524,0.10453953,0.34783815,0.00000000
-5.00950475,4.16845748,0.98340716,3.20987407,0.40414785,0.17288189,0.00280953,0.10597735,0.34971293,0.00000000
-5.00350175,4.22080970,0.99372040,3.25002250,0.39862276,0.17475273,0.00258233,0.10757331,0.35142132,0.00000000
-4.99749875,4.27441632,1.00216739,3.29192987,0.39276728,0.17652690,0.00236587,0.10931360,0.35293882,0.00000000
-4.99149575,4.32793007,1.00859508,3.33440584,0.38663161,0.17819914,0.00216205,0.11117817,0.35423557,0.00000000
-4.98549275,4.37991250,1.01286604,3.37618340,0.38026454,0.17975990,0.00197247,0.11314129,0.35527807,0.00000000
-4.97948974,4.42887853,1.01486403,3.41595740,0.37371313,0.18119563,0.00179841,0.11517236,0.35603117,0.00000000
-4.97348674,4.47334325,1.01449925,3.45242432,0.36702270,0.18248942,0.00164091,0.11723699,0.35646034,0.00000000
-4.96748374,4.51186910,1.01171307,3.48432189,0.36023711,0.18362201,0.00150075,0.11929834,0.35653412,0.00000000
-4.96148074,4.54311187,1.00648189,3.51046708,0.35339937,0.18457294,0.00137852,0.12131849,0.35622646,0.00000000
-4.95547774,4.56586334,0.99881992,3.52979122,0.34655229,0.18532196,0.00127465,0.12325999,0.35551897,0.00000000
-4.94947474,4.57908920,0.98878066,3.54137082,0.33973912,0.18585047,0.00118947,0.12508726,0.35440277,0.00000000
-4.94347174,4.58196048,0.97645691,3.54445307,0.33300418,0.18614292,0.00112323,0.12676805,0.35287992,0.00000000
-4.93746873,4.57387741,0.96197942,3.53847521,0.32639317,0.18618804,0.00107619,0.12827457,0.35096418,0.00000000
-4.93146573,4.55448466,0.94551389,3.52307705,0.31995314,0.18597993,0.00104857,0.12958448,0.34868118,0.00000000
-4.92546273,4.52367755,0.92725678,3.49810638,0.31373214,0.18551872,0.00104068,0.13068155,0.34606784,0.00000000
-4.91945973,4.48159901,0.90742982,3.46361726,0.30777830,0.18481092,0.00105286,0.13155595,0.34317100,0.00000000
-4.91345673,4.42862777,0.88627358,3.41986153,0.30213852,0.18386935,0.00108549,0.13220425,0.34004549,0.00000000
-4.90745373,4.36535822,0.86404043,3.36727393,0.29685679,0.18271262,0.00113904,0.13262901,0.33675158,0.00000000
-4.90145073,4.29257337,0.84098706,3.30645193,0.29197209,0.18136431,0.00121398,0.13283812,0.33335191,0.00000000
-4.89544772,4.21121196,0.81736708,3.23813103,0.28751614,0.17985166,0.00131079,0.13284376,0.32990824,0.00000000
-4.88944472,4.12233164,0.79342388,3.16315699,0.28351110,0.17820413,0.00142986,0.13266124,0.32647806,0.00000000
-4.88344172,4.02706973,0.76938413,3.08245596,0.27996736,0.17645174,0.00157152,0.13230767,0.32311129,0.00000000
-4.87743872,3.92660358,0.74545213,2.99700410,0.27688164,0.17462326,0.00173588,0.13180053,0.31984727,0.00000000
-4.87143572,3.82211208,0.72180535,2.90779776,0.27423548,0.17274460,0.00192283,0.13115633,0.31671225,0.00000000
-4.86543272,3.71474007,0.69859111,2.81582537,0.27199441,0.17083716,0.00213190,0.13038940,0.31371753,0.00000000
-4.85942971,3.60556701,0.67592467,2.72204222,0.27010774,0.16891658,0.00236227,0.12951079,0.31085825,0.00000000
-4.85342671,3.49558095,0.65388863,2.62734857,0.26850919,0.16699170,0.00261261,0.12852751,0.30811316,0.00000000
-4.84742371,3.38565860,0.63253371,2.53257211,0.26711833,0.16506399,0.00288113,0.12744202,0.30544510,0.00000000
-4.84142071,3.27655193,0.61188063,2.43845465,0.26584277,0.16312735,0.00316544,0.12625212,0.30280246,0.00000000
-4.83541771,3.16888136,0.59192309,2.34564345,0.26458107,0.16116835,0.00346262,0.12495107,0.30012131,0.00000000
-4.82941471,3.06313524,0.57263165,2.25468691,0.26322628,0.15916695,0.00376918,0.12352811,0.29732827,0.00000000
-4.82341171,2.95967500,0.55395817,2.16603431,0.26166994,0.15709754,0.00408108,0.12196927,0.29434393,0.00000000
-4.81740870,2.85874534,0.53584070,2.08003906,0.25980626,0.15493037,0.00439381,0.12025836,0.29108658,0.00000000
-4.81140570,2.76048826,0.51820859,1.99696498,0.25753646,0.15263316,0.00470250,0.11837821,0.28747620,0.00000000
-4.80540270,2.66495991,0.50098750,1.91699477,0.25477294,0.15017298,0.00500194,0.11631194,0.28343836,0.00000000
-4.79939970,2.57214922,0.48410420,1.84024005,0.25144310,0.14751812,0.00528681,0.11404433,0.27890808,0.00000000
-4.79339670,2.48199706,0.46749097,1.76675231,0.24749265,0.14463998,0.00555175,0.11156308,0.27383319,0.00000000
-4.78739370,2.39441496,0.45108947,1.69653402,0.24288829,0.14151486,0.00579155,0.10885999,0.26817725,0.00000000
-4.78139070,2.30930262,0.43485385,1.62954952,0.23761959,0.13812555,0.00600131,0.10593198,0.26192191,0.00000000
-4.77538769,2.22656334,0.41875331,1.56573509,0.23169999,0.13446261,0.00617660,0.10278186,0.25506842,0.00000000
-4.76938469,2.14611696,0.40277369,1.50500807,0.22516695,0.13052537,0.00631357,0.09941881,0.24763856,0.00000000
-4.76338169,2.06790996,0.38691848,1.44727460,0.21808123,0.12632261,0.00640915,0.09585866,0.23967464,0.00000000
-4.75737869,1.99192261,0.37120900,1.39243616,0.21052529,0.12187274,0.00646111,0.09212379,0.23123883,0.00000000
-4.75137569,1.91817320,0.35568389,1.34039472,0.20260100,0.11720372,0.00646815,0.08824283,0.22241176,0.00000000
-4.74537269,1.84671951,0.34039804,1.29105666,0.19442665,0.11235249,0.00642995,0.08425003,0.21329051,0.00000000
-4.73936968,1.77765792,0.32542097,1.24433563,0.18613350,0.10736413,0.00634717,0.08018445,0.20398598,0.00000000
-4.73336668,1.71112036,0.31083481,1.20015451,0.17786195,0.10229070,0.00622147,0.07608894,0.19461998,0.00000000
-4.72736368,1.64726971,0.29673194,1.15844660,0.16975743,0.09718976,0.00605539,0.07200897,0.18532185,0.00000000
-4.72136068,1.58629391,0.28321244,1.11915627,0.16196628,0.09212280,0.00585229,0.06799136,0.17622502,0.00000000
-4.71535768,1.52839931,0.27038143,1.08223924,0.15463160,0.08715349,0.00561624,0.06408295,0.16746346,0.00000000
-4.70935468,1.47380353,0.25834639,1.04766248,0.14788940,0.08234579,0.00535188,0.06032933,0.15916816,0.00000000
-4.70335168,1.42272827,0.24721457,1.01540399,0.14186485,0.07776226,0.00506425,0.05677350,0.15146384,0.00000000
-4.69734867,1.37539227,0.23709057,0.98545229,0.13666907,0.07346221,0.00475864,0.05345473,0.14446587,0.00000000
-4.69134567,1.33200469,0.22807409,0.95780594,0.13239630,0.06950020,0.00444042,0.05040747,0.13827759,0.00000000
-4.68534267,1.29275902,0.22025808,0.93247267,0.12912157,0.06592454,0.00411491,0.04766037,0.13298798,0.00000000
-4.67933967,1.25782780,0.21372704,0.90946856,0.12689893,0.06277618,0.00378719,0.04523563,0.12866987,0.00000000
-4.67333667,1.22735812,0.20855585,0.88881697,0.12576034,0.06008774,0.00346202,0.04314835,0.12537861,0.00000000
-4.66733367,1.20146805,0.20480882,0.87054725,0.12571507,0.05788290,0.00314372,0.04140620,0.12315132,0.00000000
-4.66133067,1.18024407,0.20253917,0.85469337,0.12674982,0.05617613,0.00283607,0.04000930,0.12200667,0.00000000
-4.65532766,1.16373948,0.20178880,0.84129241,0.12882932,0.05497262,0.00254229,0.03895024,0.12194514,0.00000000
-4.64932466,1.15197389,0.20258843,0.83038293,0.13189772,0.05426863,0.00226499,0.03821440,0.12294989,0.00000000
-4.64332166,1.14493361,0.20495789,0.82200331,0.13588035,0.05405207,0.00200618,0.03778044,0.12498800,0.00000000
