energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.73586793,3.39193194,-3.39193196,0.40108438,-0.40108438,2.00571841,-2.00571842,0.01052279,-0.01052279,0.37981040,-0.37981041,0.60150888,-0.60150889,0.54312432,-0.54312432,0.29204047,-0.29204048,0.00000000,-0.00000000
-5.72986493,3.30073173,-3.30073175,0.39893569,-0.39893569,1.96461633,-1.96461634,0.01040992,-0.01040992,0.35927309,-0.35927310,0.56960229,-0.56960230,0.51964138,-0.51964138,0.28726120,-0.28726120,0.00000000,-0.00000000
-5.72386193,3.21206534,-3.21206535,0.39718592,-0.39718592,1.92303502,-1.92303503,0.01025795,-0.01025795,0.34044543,-0.34044543,0.54045038,-0.54045039,0.49787752,-0.49787753,0.28270965,-0.28270965,0.00000000,-0.00000000
-5.71785893,3.12772677,-3.12772679,0.39604535,-0.39604535,1.88216236,-1.88216236,0.01007052,-0.01007052,0.32344830,-0.32344831,0.51417222,-0.51417222,0.47808961,-0.47808961,0.27852875,-0.27852875,0.00000000,-0.00000000
-5.71185593,3.04952386,-3.04952387,0.39573695,-0.39573695,1.84322520,-1.84322521,0.00985161,-0.00985161,0.30838367,-0.30838367,0.49086200,-0.49086200,0.46051217,-0.46051217,0.27486132,-0.27486132,0.00000000,-0.00000000
-5.70585293,2.97923897,-2.97923897,0.39649013,-0.39649013,1.80746017,-1.80746017,0.00960542,-0.00960542,0.29533479,-0.29533479,0.47059150,-0.47059151,0.44535411,-0.44535411,0.27184623,-0.27184623,0.00000000,-0.00000000
-5.69984992,2.91858685,-2.91858686,0.39853381,-0.39853381,1.77608296,-1.77608297,0.00933627,-0.00933627,0.28436601,-0.28436602,0.45341132,-0.45341132,0.43279494,-0.43279494,0.26961437,-0.26961437,0.00000000,-0.00000000
-5.69384692,2.86917090,-2.86917090,0.40208907,-0.40208907,1.75025724,-1.75025724,0.00904855,-0.00904855,0.27552198,-0.27552198,0.43935087,-0.43935087,0.42298081,-0.42298081,0.26828458,-0.26828458,0.00000000,-0.00000000
-5.68784392,2.83243903,-2.83243903,0.40736153,-0.40736153,1.73106390,-1.73106390,0.00874662,-0.00874662,0.26882631,-0.26882631,0.42841725,-0.42841725,0.41602039,-0.41602039,0.26795956,-0.26795956,0.00000000,-0.00000000
-5.68184092,2.80964087,-2.80964087,0.41453363,-0.41453363,1.71947173,-1.71947173,0.00843475,-0.00843475,0.26427997,-0.26427997,0.42059310,-0.42059310,0.41198069,-0.41198069,0.26872202,-0.26872202,0.00000000,-0.00000000
-5.67583792,2.80178761,-2.80178760,0.42375718,-0.42375718,1.71631031,-1.71631030,0.00811710,-0.00811710,0.26185934,-0.26185934,0.41583377,-0.41583377,0.41088325,-0.41088325,0.27063116,-0.27063116,0.00000000,-0.00000000
-5.66983492,2.80961604,-2.80961603,0.43514626,-0.43514626,1.72224593,-1.72224592,0.00779769,-0.00779769,0.26151429,-0.26151430,0.41406399,-0.41406399,0.41270065,-0.41270065,0.27371963,-0.27371963,0.00000000,-0.00000000
-5.66383192,2.83355832,-2.83355830,0.44877080,-0.44877080,1.73776128,-1.73776127,0.00748038,-0.00748038,0.26316646,-0.26316646,0.41517464,-0.41517464,0.41735395,-0.41735395,0.27799111,-0.27799111,0.00000000,-0.00000000
-5.65782891,2.87371862,-2.87371860,0.46465112,-0.46465112,1.76313950,-1.76313949,0.00716888,-0.00716888,0.26670783,-0.26670783,0.41901975,-0.41901975,0.42471101,-0.42471101,0.28341865,-0.28341864,0.00000000,-0.00000000
-5.65182591,2.92985789,-2.92985787,0.48275357,-0.48275357,1.79845302,-1.79845301,0.00686673,-0.00686673,0.27200010,-0.27200010,0.42541432,-0.42541432,0.43458612,-0.43458612,0.28994382,-0.28994382,0.00000000,-0.00000000
-5.64582291,3.00138751,-3.00138749,0.50298758,-0.50298758,1.84355767,-1.84355765,0.00657729,-0.00657729,0.27887472,-0.27887472,0.43413312,-0.43413312,0.44674115,-0.44674115,0.29747686,-0.29747686,0.00000000,-0.00000000
-5.63981991,3.08737241,-3.08737239,0.52520421,-0.52520421,1.89809195,-1.89809193,0.00630374,-0.00630374,0.28713402,-0.28713402,0.44491098,-0.44491098,0.46088824,-0.46088824,0.30589772,-0.30589772,0.00000000,-0.00000000
-5.63381691,3.18654393,-3.18654391,0.54919643,-0.54919642,1.96148181,-1.96148179,0.00604910,-0.00604910,0.29655333,-0.29655333,0.45744451,-0.45744451,0.47669424,-0.47669424,0.31505816,-0.31505816,0.00000000,-0.00000000
-5.62781391,3.29732215,-3.29732213,0.57470108,-0.57470107,2.03295047,-2.03295046,0.00581611,-0.00581611,0.30688435,-0.30688435,0.47139560,-0.47139560,0.49378688,-0.49378687,0.32478477,-0.32478476,0.00000000,-0.00000000
-5.62181091,3.41784728,-3.41784726,0.60140268,-0.60140268,2.11153322,-2.11153321,0.00560731,-0.00560731,0.31785948,-0.31785948,0.48639660,-0.48639660,0.51176240,-0.51176239,0.33488290,-0.33488290,0.00000000,-0.00000000
-5.61580790,3.54601906,-3.54601904,0.62893895,-0.62893895,2.19609652,-2.19609650,0.00542489,-0.00542489,0.32919726,-0.32919726,0.50205707,-0.50205707,0.53019474,-0.53019474,0.34514140,-0.34514140,0.00000000,-0.00000000
-5.60980490,3.67954316,-3.67954314,0.65690791,-0.65690790,2.28536096,-2.28536094,0.00527068,-0.00527068,0.34060866,-0.34060866,0.51797199,-0.51797199,0.54864573,-0.54864573,0.35533793,-0.35533792,0.00000000,-0.00000000
-5.60380190,3.81598279,-3.81598277,0.68487642,-0.68487642,2.37792738,-2.37792737,0.00514610,-0.00514610,0.35180390,-0.35180390,0.53373103,-0.53373103,0.56667608,-0.56667607,0.36524479,-0.36524479,0.00000000,-0.00000000
-5.59779890,3.95281399,-3.95281397,0.71238997,-0.71238996,2.47230525,-2.47230523,0.00505204,-0.00505204,0.36249975,-0.36249975,0.54892861,-0.54892861,0.58385665,-0.58385665,0.37463498,-0.37463498,0.00000000,-0.00000000
-5.59179590,4.08748266,-4.08748264,0.73898323,-0.73898323,2.56694264,-2.56694263,0.00498886,-0.00498886,0.37242680,-0.37242680,0.56317429,-0.56317429,0.59977972,-0.59977972,0.38328829,-0.38328829,0.00000000,-0.00000000
-5.58579290,4.21746141,-4.21746139,0.76419125,-0.76419125,2.66025690,-2.66025688,0.00495626,-0.00495626,0.38133652,-0.38133652,0.57610302,-0.57610302,0.61406953,-0.61406953,0.39099716,-0.39099716,0.00000000,-0.00000000
-5.57978989,4.34030437,-4.34030436,0.78756074,-0.78756074,2.75066524,-2.75066523,0.00495329,-0.00495329,0.38900772,-0.38900772,0.58738483,-0.58738483,0.62639188,-0.62639188,0.39757215,-0.39757215,0.00000000,-0.00000000
-5.57378689,4.45369836,-4.45369835,0.80866119,-0.80866119,2.83661456,-2.83661454,0.00497828,-0.00497828,0.39525218,-0.39525219,0.59673350,-0.59673351,0.63646232,-0.63646232,0.40284680,-0.40284680,0.00000000,-0.00000000
-5.56778389,4.55550883,-4.55550883,0.82709531,-0.82709531,2.91660973,-2.91660972,0.00502887,-0.00502887,0.39991919,-0.39991920,0.60391394,-0.60391394,0.64405248,-0.64405248,0.40668164,-0.40668164,0.00000000,-0.00000000
-5.56178089,4.64381943,-4.64381943,0.84250863,-0.84250863,2.98923997,-2.98923996,0.00510199,-0.00510199,0.40289881,-0.40289881,0.60874774,-0.60874775,0.64899452,-0.64899453,0.40896725,-0.40896725,0.00000000,-0.00000000
-5.55577789,4.71696448,-4.71696448,0.85459772,-0.85459772,3.05320268,-3.05320267,0.00519392,-0.00519392,0.40412372,-0.40412372,0.61111705,-0.61111706,0.65118344,-0.65118344,0.40962637,-0.40962637,0.00000000,-0.00000000
-5.54977489,4.77355372,-4.77355372,0.86311696,-0.86311696,3.10732460,-3.10732459,0.00530035,-0.00530035,0.40356970,-0.40356970,0.61096629,-0.61096630,0.65057717,-0.65057717,0.40861483,-0.40861483,0.00000000,-0.00000000
-5.54377189,4.81248940,-4.81248940,0.86788358,-0.86788358,3.15057990,-3.15057989,0.00541648,-0.00541648,0.40125467,-0.40125467,0.60830201,-0.60830201,0.64719471,-0.64719472,0.40592148,-0.40592148,0.00000000,-0.00000000
-5.53776888,4.83297579,-4.83297579,0.86878084,-0.86878085,3.18210523,-3.18210523,0.00553716,-0.00553716,0.39723646,-0.39723647,0.60319080,-0.60319081,0.64111243,-0.64111243,0.40156713,-0.40156713,0.00000000,-0.00000000
-5.53176588,4.83452175,-4.83452176,0.86575941,-0.86575941,3.20121163,-3.20121163,0.00565700,-0.00565700,0.39160950,-0.39160950,0.59575564,-0.59575564,0.63245874,-0.63245874,0.39560252,-0.39560252,0.00000000,-0.00000000
-5.52576288,4.81693704,-4.81693706,0.85883681,-0.85883682,3.20739320,-3.20739320,0.00577053,-0.00577053,0.38450057,-0.38450058,0.58617069,-0.58617070,0.62140765,-0.62140766,0.38810562,-0.38810562,0.00000000,-0.00000000
-5.51975988,4.78032323,-4.78032324,0.84809524,-0.84809524,3.20033288,-3.20033289,0.00587241,-0.00587241,0.37606404,-0.37606405,0.57465523,-0.57465524,0.60817152,-0.60817152,0.37917829,-0.37917829,0.00000000,-0.00000000
-5.51375688,4.72506020,-4.72506022,0.83367775,-0.83367776,3.17990506,-3.17990506,0.00595754,-0.00595754,0.36647658,-0.36647659,0.56146676,-0.56146677,0.59299335,-0.59299336,0.36894258,-0.36894258,0.00000000,-0.00000000
-5.50775388,4.65178922,-4.65178924,0.81578319,-0.81578319,3.14617532,-3.14617533,0.00602126,-0.00602126,0.35593194,-0.35593195,0.54689384,-0.54689385,0.57613917,-0.57613918,0.35753681,-0.35753681,0.00000000,-0.00000000
-5.50175088,4.56139339,-4.56139341,0.79465993,-0.79465994,3.09939740,-3.09939741,0.00605947,-0.00605947,0.34463577,-0.34463578,0.53124896,-0.53124896,0.55789071,-0.55789072,0.34511164,-0.34511165,0.00000000,-0.00000000
-5.49574787,4.45497633,-4.45497635,0.77059895,-0.77059896,3.04000728,-3.04000729,0.00606881,-0.00606881,0.33280087,-0.33280087,0.51486170,-0.51486171,0.53853875,-0.53853876,0.33182631,-0.33182631,0.00000000,-0.00000000
-5.48974487,4.33383958,-4.33383960,0.74392628,-0.74392629,2.96861466,-2.96861467,0.00604669,-0.00604669,0.32064287,-0.32064287,0.49807254,-0.49807254,0.51837732,-0.51837733,0.31784514,-0.31784514,0.00000000,-0.00000000
-5.48374187,4.19945939,-4.19945941,0.71499527,-0.71499527,2.88599185,-2.88599186,0.00599145,-0.00599145,0.30837659,-0.30837660,0.48122725,-0.48122726,0.49769886,-0.49769887,0.30333446,-0.30333447,0.00000000,-0.00000000
-5.47773887,4.05346295,-4.05346297,0.68417890,-0.68417891,2.79306015,-2.79306016,0.00590234,-0.00590234,0.29621303,-0.29621304,0.46467224,-0.46467225,0.47679044,-0.47679044,0.28846006,-0.28846007,0.00000000,-0.00000000
-5.47173587,3.89760438,-3.89760440,0.65186233,-0.65186234,2.69087397,-2.69087398,0.00577954,-0.00577954,0.28435696,-0.28435696,0.44875058,-0.44875058,0.45593090,-0.45593090,0.27338508,-0.27338508,0.00000000,-0.00000000
-5.46573287,3.73374049,-3.73374051,0.61843589,-0.61843590,2.58060284,-2.58060285,0.00562415,-0.00562415,0.27300506,-0.27300506,0.43379875,-0.43379875,0.43538889,-0.43538889,0.25826848,-0.25826848,0.00000000,-0.00000000
-5.45972986,3.56380628,-3.56380630,0.58428871,-0.58428871,2.46351156,-2.46351157,0.00543812,-0.00543812,0.26234460,-0.26234461,0.42014400,-0.42014400,0.41542160,-0.41542160,0.24326402,-0.24326403,0.00000000,-0.00000000
-5.45372686,3.38979014,-3.38979016,0.54980303,-0.54980303,2.34093899,-2.34093900,0.00522416,-0.00522416,0.25255234,-0.25255234,0.40810200,-0.40810200,0.39627393,-0.39627393,0.22851965,-0.22851966,0.00000000,-0.00000000
-5.44772386,3.21370871,-3.21370873,0.51534931,-0.51534932,2.21427565,-2.21427566,0.00498563,-0.00498563,0.24379363,-0.24379363,0.39797467,-0.39797467,0.37817800,-0.37817801,0.21417725,-0.21417725,0.00000000,-0.00000000
-5.44172086,3.03758149,-3.03758151,0.48128216,-0.48128217,2.08494079,-2.08494080,0.00472642,-0.00472642,0.23622154,-0.23622154,0.39004788,-0.39004788,0.36135267,-0.36135267,0.20037265,-0.20037266,0.00000000,-0.00000000
-5.43571786,2.86340526,-2.86340528,0.44793698,-0.44793699,1.95435934,-1.95435935,0.00445078,-0.00445078,0.22997593,-0.22997593,0.38458893,-0.38458893,0.34600291,-0.34600291,0.18723589,-0.18723590,0.00000000,-0.00000000
-5.42971486,2.69312848,-2.69312849,0.41562740,-0.41562740,1.82393933,-1.82393934,0.00416320,-0.00416320,0.22518225,-0.22518224,0.38184354,-0.38184354,0.33231901,-0.33231901,0.17489142,-0.17489142,0.00000000,-0.00000000
-5.42371186,2.52862604,-2.52862605,0.38464335,-0.38464335,1.69505022,-1.69505023,0.00386824,-0.00386824,0.22195010,-0.22195010,0.38203235,-0.38203234,0.32047533,-0.32047533,0.16345836,-0.16345836,0.00000000,-0.00000000
-5.41770885,2.37167461,-2.37167462,0.35524971,-0.35524971,1.56900270,-1.56900271,0.00357042,-0.00357042,0.22037163,-0.22037163,0.38534678,-0.38534677,0.31062871,-0.31062871,0.15305066,-0.15305066,0.00000000,-0.00000000
-5.41170585,2.22392920,-2.22392920,0.32768542,-0.32768543,1.44703037,-1.44703038,0.00327407,-0.00327407,0.22051954,-0.22051953,0.39194445,-0.39194445,0.30291649,-0.30291648,0.14377700,-0.14377700,0.00000000,-0.00000000
-5.40570285,2.08690111,-2.08690111,0.30216296,-0.30216296,1.33027368,-1.33027369,0.00298322,-0.00298322,0.22244507,-0.22244507,0.40194422,-0.40194421,0.29745427,-0.29745427,0.13574052,-0.13574052,0.00000000,-0.00000000
-5.39969985,1.96193808,-1.96193809,0.27886804,-0.27886804,1.21976639,-1.21976640,0.00270155,-0.00270155,0.22617588,-0.22617588,0.41542093,-0.41542092,0.29433353,-0.29433353,0.12903821,-0.12903821,0.00000000,-0.00000000
-5.39369685,1.85020680,-1.85020680,0.25795948,-0.25795948,1.11642464,-1.11642465,0.00243225,-0.00243225,0.23171407,-0.23171407,0.43240036,-0.43240035,0.29361912,-0.29361911,0.12376000,-0.12376000,0.00000000,-0.00000000
-5.38769385,1.75267823,-1.75267823,0.23956919,-0.23956919,1.02103879,-1.02103879,0.00217805,-0.00217805,0.23903440,-0.23903439,0.45285447,-0.45285446,0.29534703,-0.29534703,0.11998761,-0.11998761,0.00000000,-0.00000000
-5.38169085,1.67011619,-1.67011619,0.22380206,-0.22380206,0.93426787,-0.93426788,0.00194115,-0.00194115,0.24808301,-0.24808301,0.47669730,-0.47669729,0.29952247,-0.29952246,0.11779295,-0.11779295,0.00000000,-0.00000000
-5.37568784,1.60306916,-1.60306915,0.21073588,-0.21073588,0.85663658,-0.85663658,0.00172322,-0.00172322,0.25877670,-0.25877669,0.50378193,-0.50378191,0.30611833,-0.30611832,0.11723642,-0.11723642,0.00000000,-0.00000000
-5.36968484,1.55186555,-1.55186554,0.20042113,-0.20042113,0.78853445,-0.78853445,0.00152545,-0.00152545,0.27100285,-0.27100284,0.53389871,-0.53389870,0.31507442,-0.31507442,0.11836489,-0.11836489,0.00000000,-0.00000000
-5.36368184,1.51661252,-1.51661251,0.19288074,-0.19288074,0.73021712,-0.73021712,0.00134855,-0.00134855,0.28462023,-0.28462023,0.56677502,-0.56677501,0.32629737,-0.32629736,0.12120959,-0.12120959,0.00000000,-0.00000000
-5.35767884,1.49719803,-1.49719802,0.18810978,-0.18810978,0.68180917,-0.68180917,0.00119277,-0.00119277,0.29946064,-0.29946063,0.60207674,-0.60207673,0.33966128,-0.33966127,0.12578388,-0.12578388,0.00000000,-0.00000000
-5.35167584,1.49329620,-1.49329619,0.18607510,-0.18607509,0.64330841,-0.64330841,0.00105802,-0.00105802,0.31533136,-0.31533136,0.63941158,-0.63941157,0.35500931,-0.35500931,0.13208112,-0.13208112,0.00000000,-0.00000000
-5.34567284,1.50437561,-1.50437560,0.18671507,-0.18671506,0.61459121,-0.61459121,0.00094386,-0.00094386,0.33201855,-0.33201855,0.67833424,-0.67833422,0.37215599,-0.37215598,0.14007266,-0.14007266,0.00000000,-0.00000000
