energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.65182591,0.14068038,0.00279022,0.00063903,0.04331698,0.03272222,0.01813068,0.00307246,0.00374476,0.08722765
-5.64582291,0.11553732,0.00229421,0.00052950,0.03554164,0.02687213,0.01488347,0.00253224,0.00307301,0.07163029
-5.63981991,0.09435042,0.00187518,0.00043928,0.02897676,0.02194168,0.01214643,0.00207897,0.00250632,0.05848425
-5.63381691,0.07668439,0.00152489,0.00036672,0.02348563,0.01782947,0.00986276,0.00170401,0.00203288,0.04751902
-5.62781391,0.06212926,0.00123551,0.00031047,0.01893854,0.01443998,0.00797892,0.00139931,0.00164152,0.03847961
-5.62181091,0.05030824,0.00099974,0.00026943,0.01521507,0.01168529,0.00644561,0.00115771,0.00132190,0.03113140
-5.61580790,0.04088360,0.00081099,0.00024289,0.01220571,0.00948653,0.00521852,0.00097305,0.00106467,0.02526375
-5.60980490,0.03356075,0.00066343,0.00023051,0.00981296,0.00777478,0.00425879,0.00084034,0.00086158,0.02069249
-5.60380190,0.02809087,0.00055212,0.00023242,0.00795190,0.00649165,0.00353332,0.00075585,0.00070549,0.01726147
-5.59779890,0.02427218,0.00047297,0.00024918,0.00655042,0.00558961,0.00301493,0.00071720,0.00059040,0.01484338
-5.59179590,0.02195027,0.00042278,0.00028190,0.00554904,0.00503199,0.00268236,0.00072343,0.00051150,0.01333982
-5.58579290,0.02101755,0.00039925,0.00033220,0.00490055,0.00479292,0.00252020,0.00077498,0.00046505,0.01268097
-5.57978989,0.02141205,0.00040094,0.00040227,0.00456946,0.00485696,0.00251870,0.00087377,0.00044841,0.01282476
-5.57378689,0.02311568,0.00042722,0.00049487,0.00453127,0.00521875,0.00267357,0.00102315,0.00045993,0.01375581
-5.56778389,0.02615202,0.00047826,0.00061334,0.00477171,0.00588241,0.00298568,0.00122789,0.00049893,0.01548401
-5.56178089,0.03058360,0.00055495,0.00076160,0.00528583,0.00686100,0.00346079,0.00149412,0.00056557,0.01804283
-5.55577789,0.03650880,0.00065883,0.00094410,0.00607712,0.00817572,0.00410920,0.00182922,0.00066079,0.02148743
-5.54977489,0.04405810,0.00079204,0.00116582,0.00715653,0.00985507,0.00494531,0.00224175,0.00078623,0.02589238
-5.54377189,0.05338979,0.00095720,0.00143215,0.00854144,0.01193388,0.00598724,0.00274123,0.00094411,0.03134909
-5.53776888,0.06468496,0.00115735,0.00174882,0.01025460,0.01445215,0.00725631,0.00333797,0.00113710,0.03796283
-5.53176588,0.07814175,0.00139578,0.00212178,0.01232292,0.01745376,0.00877654,0.00404276,0.00136823,0.04584932
-5.52576288,0.09396877,0.00167596,0.00255703,0.01477632,0.02098496,0.01057397,0.00486656,0.00164071,0.05513081
-5.51975988,0.11237770,0.00200134,0.00306046,0.01764635,0.02509272,0.01267608,0.00582014,0.00195781,0.06593185
-5.51375688,0.13357520,0.00237521,0.00363759,0.02096485,0.02982288,0.01511102,0.00691365,0.00232269,0.07837445
-5.50775388,0.15775417,0.00280055,0.00429338,0.02476251,0.03521822,0.01790692,0.00815611,0.00273818,0.09257303
-5.50175088,0.18508457,0.00327980,0.00503194,0.02906741,0.04131637,0.02109104,0.00955495,0.00320667,0.10862911
-5.49574787,0.21570415,0.00381471,0.00585630,0.03390357,0.04814772,0.02468912,0.01111544,0.00372986,0.12662589
-5.48974487,0.24970937,0.00440613,0.00676808,0.03928954,0.05573341,0.02872457,0.01284023,0.00430859,0.14662299
-5.48374187,0.28714695,0.00505389,0.00776732,0.04523715,0.06408341,0.03321790,0.01472880,0.00494273,0.16865157
-5.47773887,0.32800644,0.00575660,0.00885218,0.05175040,0.07319487,0.03818618,0.01677709,0.00563092,0.19271007
-5.47173587,0.37221441,0.00651156,0.01001881,0.05882462,0.08305080,0.04364266,0.01897708,0.00637056,0.21876088
-5.46573287,0.41963060,0.00731467,0.01126120,0.06644591,0.09361921,0.04959659,0.02131661,0.00715765,0.24672807
-5.45972986,0.47004639,0.00816042,0.01257111,0.07459098,0.10485282,0.05605322,0.02377925,0.00798679,0.27649667
-5.45372686,0.52318612,0.00904190,0.01393812,0.08322736,0.11668926,0.06301408,0.02634436,0.00885118,0.30791337
-5.44772386,0.57871119,0.00995093,0.01534971,0.09231406,0.12905212,0.07047737,0.02898733,0.00974271,0.34078900
-5.44172086,0.63622726,0.01087815,0.01679147,0.10180263,0.14185248,0.07843859,0.03168000,0.01065208,0.37490272
-5.43571786,0.69529426,0.01181332,0.01824742,0.11163868,0.15499121,0.08689136,0.03439126,0.01156900,0.41000779
-5.42971486,0.75543901,0.01274556,0.01970033,0.12176366,0.16836182,0.09582827,0.03708781,0.01248246,0.44583891
-5.42371186,0.81616997,0.01366371,0.02113222,0.13211702,0.18185377,0.10524178,0.03973515,0.01338104,0.48212070
-5.41770885,0.87699352,0.01455670,0.02252488,0.14263845,0.19535617,0.11512509,0.04229858,0.01425319,0.51857702
-5.41170585,0.93743098,0.01541395,0.02386038,0.15327026,0.20876161,0.12547283,0.04474437,0.01508771,0.55494074
-5.40570285,0.99703551,0.01622583,0.02512168,0.16395968,0.22196995,0.13628153,0.04704095,0.01587403,0.59096327
-5.39969985,1.05540809,0.01698402,0.02629316,0.17466091,0.23489198,0.14754985,0.04916003,0.01660264,0.62642360
-5.39369685,1.11221153,0.01768193,0.02736118,0.18533692,0.24745253,0.15927830,0.05107777,0.01726543,0.66113613
-5.38769385,1.16718187,0.01831500,0.02831453,0.19596083,0.25959304,0.17146873,0.05277568,0.01785600,0.69495693
-5.38169085,1.22013647,0.01888099,0.02914478,0.20651678,0.27127338,0.18412328,0.05424148,0.01836988,0.72778798
-5.37568784,1.27097819,0.01938009,0.02984664,0.21700028,0.28247270,0.19724300,0.05546965,0.01880475,0.75957930
-5.36968484,1.31969571,0.01981505,0.03041804,0.22741805,0.29318950,0.21082618,0.05646182,0.01916048,0.79032863
-5.36368184,1.36635968,0.02019109,0.03086023,0.23778738,0.30344058,0.22486638,0.05722682,0.01943917,0.82007892
-5.35767884,1.41111532,0.02051576,0.03117773,0.24813509,0.31325930,0.23935046,0.05778052,0.01964506,0.84891364
-5.35167584,1.45417185,0.02079866,0.03137807,0.25849621,0.32269295,0.25425662,0.05814538,0.01978432,0.87695048
-5.34567284,1.49578956,0.02105108,0.03147159,0.26891265,0.33179960,0.26955277,0.05834978,0.01986485,0.90433368
-5.33966983,1.53626566,0.02128549,0.03147107,0.27943179,0.34064465,0.28519521,0.05842718,0.01989589,0.93122586
-5.33366683,1.57591976,0.02151506,0.03139127,0.29010548,0.34929715,0.30112805,0.05841507,0.01988773,0.95779977
-5.32766383,1.61508035,0.02175301,0.03124859,0.30098940,0.35782638,0.31728328,0.05835388,0.01985126,0.98423074
-5.32166083,1.65407316,0.02201203,0.03106055,0.31214303,0.36629878,0.33358175,0.05828589,0.01979758,1.01069052
-5.31565783,1.69321248,0.02230367,0.03084546,0.32363029,0.37477551,0.34993510,0.05825403,0.01973761,1.03734288
-5.30965483,1.73279616,0.02263775,0.03062206,0.33552097,0.38331086,0.36624860,0.05830097,0.01968174,1.06434161
-5.30365183,1.77310473,0.02302187,0.03040920,0.34789285,0.39195153,0.38242491,0.05846812,0.01963953,1.09183099
-5.29764882,1.81440473,0.02346099,0.03022569,0.36083457,0.40073707,0.39836864,0.05879498,0.01961945,1.11994882
-5.29164582,1.85695621,0.02395710,0.03009014,0.37444888,0.40970109,0.41399143,0.05931862,0.01962874,1.14883197
-5.28564282,1.90102370,0.02450902,0.03002097,0.38885628,0.41887363,0.42921750,0.06007330,0.01967333,1.17862393
-5.27963982,1.94688981,0.02511241,0.03003638,0.40419853,0.42828405,0.44398918,0.06109036,0.01975787,1.20948375
-5.27363682,1.99487026,0.02575982,0.03015447,0.42064188,0.43796454,0.45827226,0.06239831,0.01988579,1.24159587
-5.26763382,2.04532900,0.02644092,0.03039330,0.43837955,0.44795390,0.47206073,0.06402293,0.02005950,1.27517966
-5.26163082,2.09869180,0.02714293,0.03077102,0.45763302,0.45830105,0.48538059,0.06598758,0.02028061,1.31049787
-5.25562781,2.15545679,0.02785100,0.03130585,0.47865193,0.46906830,0.49829252,0.06831346,0.02055017,1.34786308
-5.24962481,2.21620042,0.02854891,0.03201614,0.50171211,0.48033369,0.51089298,0.07101988,0.02086901,1.38764102
-5.24362181,2.28157750,0.02921959,0.03292018,0.52711162,0.49219233,0.52331365,0.07412443,0.02123796,1.43025021
-5.23761881,2.35231430,0.02984593,0.03403604,0.55516456,0.50475632,0.53571901,0.07764296,0.02165816,1.47615708
-5.23161581,2.42919406,0.03041134,0.03538110,0.58619267,0.51815320,0.54830211,0.08158941,0.02213130,1.52586632
-5.22561281,2.51303463,0.03090052,0.03697164,0.62051492,0.53252267,0.56127848,0.08597544,0.02265973,1.57990636
-5.21960980,2.60465872,0.03129999,0.03882212,0.65843519,0.54801172,0.57487843,0.09080976,0.02324657,1.63881020
-5.21360680,2.70485753,0.03159866,0.04094443,0.70022865,0.56476818,0.58933792,0.09609730,0.02389574,1.70309221
-5.20760380,2.81434914,0.03178820,0.04334705,0.74612727,0.58293297,0.60488849,0.10183821,0.02461184,1.77322167
-5.20160080,2.93373371,0.03186336,0.04603410,0.79630525,0.60263139,0.62174657,0.10802664,0.02540003,1.84959457
-5.19559780,3.06344773,0.03182209,0.04900446,0.85086505,0.62396378,0.64010274,0.11464959,0.02626577,1.93250483
-5.18959480,3.20372000,0.03166559,0.05225086,0.90982488,0.64699626,0.66011149,0.12168572,0.02721453,2.02211673
-5.18359180,3.35453207,0.03139814,0.05575913,0.97310854,0.67175191,0.68188200,0.12910430,0.02825152,2.11844041
-5.17758879,3.51558608,0.03102691,0.05950766,1.04053822,0.69820309,0.70547049,0.13686449,0.02938132,2.22131189
-5.17158579,3.68628239,0.03056157,0.06346695,1.11183103,0.72626547,0.73087470,0.14491484,0.03060758,2.33037947
-5.16558279,3.86570931,0.03001388,0.06759962,1.18659966,0.75579430,0.75803067,0.15319328,0.03193284,2.44509761
-5.15957979,4.05264655,0.02939723,0.07186058,1.26435740,0.78658323,0.78681230,0.16162767,0.03335831,2.56472940
-5.15357679,4.24558316,0.02872608,0.07619765,1.34452762,0.81836621,0.81703378,0.17013671,0.03488382,2.68835802
-5.14757379,4.44275011,0.02801550,0.08055248,1.42645721,0.85082236,0.84845465,0.17863155,0.03650793,2.81490721
-5.14157079,4.64216672,0.02728066,0.08486180,1.50943375,0.88358401,0.88078762,0.18701782,0.03822810,2.94317012
-5.13556778,4.84169893,0.02653641,0.08905902,1.59270517,0.91624749,0.91370846,0.19519806,0.04004100,3.07184539
-5.12956478,5.03912708,0.02579693,0.09307603,1.67550130,0.94838650,0.94686766,0.20307455,0.04194302,3.19957874
-5.12356178,5.23221973,0.02507541,0.09684523,1.75705578,0.97956721,0.97990312,0.21055228,0.04393074,3.32500813
-5.11755878,5.41880971,0.02438391,0.10030161,1.83662730,1.00936465,1.01245324,0.21754197,0.04600158,3.44680982
-5.11155578,5.59686835,0.02373321,0.10338488,1.91351884,1.03737942,1.04416959,0.22396296,0.04815439,3.56374306
-5.10555278,5.76457368,0.02313278,0.10604144,1.98709381,1.06325383,1.07472847,0.22974584,0.05039006,3.67469062
-5.09954977,5.92036885,0.02259086,0.10822624,2.05678811,1.08668677,1.10384074,0.23483458,0.05271198,3.77869309
-5.09354677,6.06300737,0.02211453,0.10990426,2.12211754,1.10744639,1.13125930,0.23918814,0.05512643,3.87497481
-5.08754377,6.19158290,0.02170989,0.11105169,2.18268024,1.12537984,1.15678386,0.24278141,0.05764277,3.96296002
-5.08154077,6.30554181,0.02138224,0.11165667,2.23815414,1.14041974,1.18026291,0.24560537,0.06027336,4.04227864
-5.07553777,6.40467844,0.02113621,0.11171956,2.28828991,1.15258682,1.20159270,0.24766662,0.06303330,4.11276131
-5.06953477,6.48911356,0.02097605,0.11125273,2.33290026,1.16198884,1.22071364,0.24898612,0.06593990,4.17442453
-5.06353177,6.55925808,0.02090571,0.11027993,2.37184649,1.16881565,1.23760444,0.24959740,0.06901183,4.22744718
-5.05752876,6.61576473,0.02092903,0.10883516,2.40502377,1.17333099,1.25227445,0.24954423,0.07226816,4.27214024
-5.05152576,6.65947130,0.02104988,0.10696128,2.43234641,1.17586131,1.26475515,0.24887803,0.07572715,4.30891202
-5.04552276,6.69133949,0.02127218,0.10470827,2.45373456,1.17678237,1.27509117,0.24765503,0.07940490,4.33823161
-5.03951976,6.71239344,0.02159998,0.10213130,2.46910356,1.17650445,1.28333192,0.24593353,0.08331402,4.36059295
-5.03351676,6.72366216,0.02203746,0.09928877,2.47835709,1.17545684,1.28952422,0.24377129,0.08746229,4.37648218
-5.02751376,6.72612918,0.02258888,0.09624026,2.48138460,1.17407248,1.29370674,0.24122332,0.09185137,4.38635028
-5.02151076,6.72069242,0.02325847,0.09304472,2.47806362,1.17277343,1.29590641,0.23834005,0.09647586,4.39059260
-5.01550775,6.70813607,0.02405038,0.08975874,2.46826664,1.17195780,1.29613729,0.23516614,0.10132241,4.38953641
-5.00950475,6.68911541,0.02496846,0.08643510,2.45187224,1.17198857,1.29440165,0.23173978,0.10636931,4.38343657
-5.00350175,6.66415425,0.02601610,0.08312166,2.42877946,1.17318453,1.29069328,0.22809263,0.11158635,4.37247915
-4.99749875,6.63365381,0.02719598,0.07986061,2.39892436,1.17581352,1.28500254,0.22425031,0.11693504,4.35679180
-4.99149575,6.59791101,0.02850983,0.07668795,2.36229730,1.18008783,1.27732267,0.22023327,0.12236921,4.33645947
-4.98549275,6.55714324,0.02995808,0.07363340,2.31895964,1.18616153,1.26765672,0.21605803,0.12783596,4.31154342
-4.97948974,6.51151670,0.03153961,0.07072058,2.26905817,1.19412953,1.25602447,0.21173870,0.13327682,4.28210155
-4.97348674,6.46117489,0.03325133,0.06796740,2.21283630,1.20402785,1.24246862,0.20728844,0.13862922,4.24820773
-4.96748374,6.40626437,0.03508786,0.06538671,2.15064068,1.21583482,1.22705969,0.20272093,0.14382797,4.20996832
-4.96148074,6.34695510,0.03704117,0.06298696,2.08292272,1.22947280,1.20989912,0.19805168,0.14880698,4.16753417
-4.95547774,6.28345353,0.03910026,0.06077303,2.01023458,1.24481019,1.19112029,0.19329892,0.15350077,4.12110702
-4.94947474,6.21600721,0.04125089,0.05874703,1.93321977,1.26166346,1.17088717,0.18848428,0.15784604,4.07093964
-4.94347174,6.14490083,0.04347534,0.05690896,1.85259871,1.27979934,1.14939079,0.18363297,0.16178299,4.01732982
-4.93746873,6.07044428,0.04575231,0.05525741,1.76915014,1.29893693,1.12684364,0.17877354,0.16525652,3.96060877
-4.93146573,5.99295409,0.04805694,0.05378997,1.68368939,1.31875018,1.10347233,0.17393732,0.16821713,3.90112500
-4.92546273,5.91273039,0.05036095,0.05250362,1.59704487,1.33887079,1.07950912,0.16915746,0.17062165,3.83922522
-4.91945973,5.83003184,0.05263290,0.05139488,1.51003402,1.35889201,1.05518275,0.16446775,0.17243376,3.77523411
-4.91345673,5.74505120,0.05483871,0.05045979,1.42344016,1.37837343,1.03070939,0.15990127,0.17362422,3.70943471
-4.90745373,5.65789419,0.05694227,0.04969384,1.33799147,1.39684717,1.00628407,0.15548898,0.17417106,3.64205134
-4.90145073,5.56856395,0.05890621,0.04909170,1.25434317,1.41382567,0.98207337,0.15125834,0.17405959,3.57323666
-4.89544772,5.47695307,0.06069284,0.04864693,1.17306372,1.42881107,0.95820978,0.14723211,0.17328229,3.50306409
-4.88944472,5.38284445,0.06226517,0.04835164,1.09462550,1.44130618,0.93478798,0.14342731,0.17183877,3.43152655
-4.88344172,5.28592148,0.06358803,0.04819614,1.01940039,1.45082688,0.91186342,0.13985454,0.16973557,3.35854180
-4.87743872,5.18578753,0.06462917,0.04816863,0.94765986,1.45691554,0.88945326,0.13651766,0.16698610,3.28396421
-4.87143572,5.08199382,0.06536037,0.04825503,0.87957954,1.45915509,0.86753941,0.13341375,0.16361049,3.20760255
-4.86543272,4.97407432,0.06575842,0.04843879,0.81524744,1.45718321,0.84607380,0.13053362,0.15963549,3.12924262
-4.85942971,4.86158558,0.06580607,0.04870099,0.75467522,1.45070585,0.82498532,0.12786256,0.15509434,3.04867345
-4.85342671,4.74414960,0.06549269,0.04902040,0.69781156,1.43950980,0.80418817,0.12538152,0.15002657,2.96571567
-4.84742371,4.62149703,0.06481476,0.04937390,0.64455680,1.42347342,0.78359123,0.12306856,0.14447777,2.88025035
-4.84142071,4.49350875,0.06377616,0.04973685,0.59477790,1.40257520,0.76310790,0.12090063,0.13849920,2.79224673
-4.83541771,4.36025339,0.06238810,0.05008373,0.54832300,1.37689967,0.74266604,0.11885543,0.13214732,2.70178753
-4.82941471,4.22201921,0.06066892,0.05038883,0.50503479,1.34664047,0.72221757,0.11691346,0.12548308,2.60909054
-4.82341171,4.07933877,0.05864352,0.05062704,0.46476228,1.31210032,0.70174729,0.11506008,0.11857120,2.51452546
-4.81740870,3.93300550,0.05634262,0.05077472,0.42737038,1.27368801,0.68128069,0.11328754,0.11147909,2.41862548
-4.81140570,3.78408144,0.05380183,0.05081058,0.39274739,1.23191250,0.66089038,0.11159681,0.10427583,2.32209304
-4.80540270,3.63389607,0.05106058,0.05071649,0.36080993,1.18737437,0.64070089,0.10999933,0.09703090,2.22579972
-4.79939970,3.48403636,0.04816089,0.05047828,0.33150569,1.14075506,0.62089173,0.10851832,0.08981294,2.13078036
-4.79339670,3.33632830,0.04514622,0.05008647,0.30481401,1.09280403,0.60169859,0.10718980,0.08268841,2.03822149
-4.78739370,3.19281060,0.04206019,0.04953675,0.28074456,1.04432459,0.58341242,0.10606314,0.07572035,1.94944463
-4.78139070,3.05570099,0.03894547,0.04883043,0.25933437,0.99615841,0.56637651,0.10520111,0.06896721,1.86588463
-4.77538769,2.92735594,0.03584270,0.04797459,0.24064351,0.94916945,0.55098141,0.10467930,0.06248181,1.78906355
-4.76938469,2.81022423,0.03278965,0.04698210,0.22474976,0.90422721,0.53765772,0.10458504,0.05631045,1.72056050
-4.76338169,2.70679512,0.02982039,0.04587136,0.21174246,0.86218988,0.52686678,0.10501557,0.05049232,1.66197764
-4.75737869,2.61954156,0.02696481,0.04466590,0.20171586,0.82388739,0.51908931,0.10607562,0.04505900,1.61490288
-4.75137569,2.55085919,0.02424821,0.04339371,0.19476200,0.79010455,0.51481213,0.10787435,0.04003434,1.58086951
-4.74537269,2.50300170,0.02169116,0.04208647,0.19096358,0.76156450,0.51451321,0.11052173,0.03543445,1.56131333
-4.73936968,2.47801362,0.01930942,0.04077852,0.19038664,0.73891241,0.51864522,0.11412436,0.03126797,1.55752775
-4.73336668,2.47766152,0.01711418,0.03950578,0.19307342,0.72269982,0.52761805,0.11878091,0.02753649,1.57061775
-4.72736368,2.50336513,0.01511223,0.03830461,0.19903546,0.71336962,0.54178064,0.12457735,0.02423514,1.60145362
-4.72136068,2.55613021,0.01330640,0.03721056,0.20824707,0.71124210,0.56140282,0.13158194,0.02135329,1.65062561
-4.71535768,2.63648529,0.01169597,0.03625719,0.22063938,0.71650235,0.58665767,0.13984046,0.01887532,1.71840123
-4.70935468,2.74442475,0.01027718,0.03547485,0.23609513,0.72918943,0.61760518,0.14937160,0.01678139,1.80468663
-4.70335168,2.87936092,0.00904368,0.03488968,0.25444446,0.74918782,0.65417804,0.16016295,0.01504830,1.90899417
-4.69734867,3.04008814,0.00798707,0.03452263,0.27546194,0.77622175,0.69617012,0.17216774,0.01365020,2.03041806
-4.69134567,3.22476152,0.00709736,0.03438863,0.29886504,0.80985280,0.74322866,0.18530243,0.01255936,2.16762006
-4.68534267,3.43089305,0.00636336,0.03449608,0.32431433,0.84948147,0.79485075,0.19944556,0.01174683,2.31882717
-4.67933967,3.65536720,0.00577309,0.03484637,0.35141562,0.89435305,0.85038455,0.21443784,0.01118296,2.48184264
-4.67333667,3.89447771,0.00531412,0.03543376,0.37972411,0.94356810,0.90903589,0.23008365,0.01083796,2.65407175
-4.66733367,4.14398622,0.00497377,0.03624537,0.40875075,0.99609778,0.96988031,0.24615407,0.01068228,2.83256254
-4.66133067,4.39920280,0.00473938,0.03726156,0.43797071,1.05080395,1.03188048,0.26239127,0.01068694,3.01406178
-4.65532766,4.65508685,0.00459844,0.03845628,0.46683390,1.10646370,1.09390895,0.27851436,0.01082388,3.19508500
-4.64932466,4.90636646,0.00453870,0.03979789,0.49477725,1.16179792,1.15477530,0.29422643,0.01106610,3.37199922
-4.64332166,5.14767247,0.00454829,0.04124991,0.52123848,1.21550304,1.21325729,0.30922261,0.01138791,3.54111590
