energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.75387694,3.05178573,0.02704997,0.22103585,1.74939560,0.96520557,0.01819990,1.56095093,0.81012247,0.24091661
-5.74787394,3.08485350,0.02869778,0.21927507,1.75575815,0.97123776,0.01788536,1.58334515,0.82137531,0.24694696
-5.74187094,3.10730733,0.03032746,0.21698426,1.75665036,0.97359684,0.01755495,1.59999355,0.82913802,0.25239032
-5.73586793,3.11822596,0.03191996,0.21415858,1.75187407,0.97203562,0.01720167,1.61035415,0.83319351,0.25712786
-5.72986493,3.11687050,0.03345583,0.21079980,1.74130082,0.96637179,0.01681941,1.61398527,0.83338557,0.26104702
-5.72386193,3.10271963,0.03491585,0.20691816,1.72488699,0.95649792,0.01640338,1.61056473,0.82962733,0.26404505
-5.71785893,3.07549869,0.03628154,0.20253422,1.70268801,0.94238912,0.01595030,1.59990566,0.82190787,0.26603242
-5.71185593,3.03520136,0.03753585,0.19768044,1.67487043,0.92410819,0.01545868,1.58196800,0.81029651,0.26693588
-5.70585293,2.98210243,0.03866373,0.19240243,1.64172106,0.90180763,0.01492885,1.55686510,0.79494452,0.26670108
-5.69984992,2.91676089,0.03965276,0.18675976,1.60365231,0.87572853,0.01436298,1.52486497,0.77608401,0.26529467
-5.69384692,2.84001297,0.04049362,0.18082623,1.56120328,0.84619611,0.01376500,1.48638620,0.75402399,0.26270571
-5.68784392,2.75295531,0.04118058,0.17468944,1.51503595,0.81361233,0.01314046,1.44198843,0.72914365,0.25894638
-5.68184092,2.65691868,0.04171178,0.16844985,1.46592657,0.77844550,0.01249624,1.39235797,0.70188311,0.25405195
-5.67583792,2.55343348,0.04208945,0.16221903,1.41475217,0.74121769,0.01184029,1.33828909,0.67273199,0.24808005
-5.66983492,2.44418828,0.04231990,0.15611745,1.36247254,0.70249021,0.01118133,1.28066176,0.64221620,0.24110920
-5.66383192,2.33098309,0.04241343,0.15027159,1.31010822,0.66284793,0.01052847,1.22041676,0.61088349,0.23323665
-5.65782891,2.21567925,0.04238395,0.14481063,1.25871517,0.62288308,0.00989090,1.15852923,0.57928836,0.22457577
-5.65182591,2.10014781,0.04224854,0.13986283,1.20935687,0.58317903,0.00927751,1.09598161,0.54797680,0.21525287
-5.64582291,1.98621835,0.04202678,0.13555157,1.16307501,0.54429500,0.00869662,1.03373710,0.51747151,0.20540374
-5.63981991,1.87563004,0.04174000,0.13199140,1.12085946,0.50675185,0.00815570,0.97271438,0.48825802,0.19516999
-5.63381691,1.76998663,0.04141038,0.12928405,1.08361874,0.47101977,0.00766111,0.91376478,0.46077234,0.18469531
-5.62781391,1.67071673,0.04106001,0.12751471,1.05215194,0.43750806,0.00721797,0.85765217,0.43539028,0.17412176
-5.62181091,1.57904066,0.04070991,0.12674859,1.02712304,0.40655727,0.00682996,0.80503657,0.41241891,0.16358634
-5.61580790,1.49594464,0.04037912,0.12702795,1.00903850,0.37843396,0.00649933,0.75646156,0.39209039,0.15321778
-5.60980490,1.42216306,0.04008378,0.12836971,0.99822901,0.35332795,0.00622680,0.71234587,0.37455814,0.14313387
-5.60380190,1.35816909,0.03983642,0.13076381,0.99483603,0.33135225,0.00601164,0.67297933,0.35989557,0.13343915
-5.59779890,1.30417368,0.03964532,0.13417229,0.99880371,0.31254531,0.00585174,0.63852289,0.34809720,0.12422331
-5.59179590,1.26013283,0.03951415,0.13852921,1.00987669,0.29687550,0.00574370,0.60901286,0.33908220,0.11556013
-5.58579290,1.22576271,0.03944174,0.14374157,1.02760394,0.28424763,0.00568304,0.58436877,0.33270002,0.10750704
-5.57978989,1.20056185,0.03942217,0.14969103,1.05134886,0.27451113,0.00566433,0.56440469,0.32873811,0.10010536
-5.57378689,1.18383986,0.03944503,0.15623658,1.08030543,0.26746954,0.00568141,0.54884345,0.32693122,0.09338106
-5.56778389,1.17475148,0.03949592,0.16321805,1.11352017,0.26289121,0.00572767,0.53733325,0.32697218,0.08734613
-5.56178089,1.17233484,0.03955715,0.17046042,1.14991944,0.26052049,0.00579620,0.52946607,0.32852377,0.08200030
-5.55577789,1.17555287,0.03960865,0.17777874,1.18834124,0.26008948,0.00588008,0.52479727,0.33123122,0.07733326
-5.54977489,1.18333625,0.03962893,0.18498359,1.22757066,0.26132967,0.00597261,0.52286568,0.33473512,0.07332707
-5.54377189,1.19462674,0.03959616,0.19188693,1.26637789,0.26398331,0.00606747,0.52321357,0.33868421,0.06995870
-5.53776888,1.20841924,0.03948927,0.19830795,1.30355752,0.26781416,0.00615901,0.52540590,0.34274779,0.06720272
-5.53176588,1.22380134,0.03928898,0.20407904,1.33796772,0.27261719,0.00624231,0.52904799,0.34662723,0.06503380
-5.52576288,1.23998884,0.03897882,0.20905138,1.36856802,0.27822717,0.00631341,0.53380129,0.35006636,0.06342911
-5.51975988,1.25635618,0.03854589,0.21310001,1.39445409,0.28452560,0.00636936,0.53939658,0.35286028,0.06237040
-5.51375688,1.27246047,0.03798157,0.21612829,1.41488843,0.29144602,0.00640831,0.54564409,0.35486241,0.06184576
-5.50775388,1.28805847,0.03728192,0.21807142,1.42932557,0.29897729,0.00642950,0.55244037,0.35598949,0.06185092
-5.50175088,1.30311572,0.03644797,0.21889900,1.43743088,0.30716494,0.00643330,0.55977145,0.35622437,0.06239009
-5.49574787,1.31780752,0.03548563,0.21861641,1.43909225,0.31611023,0.00642111,0.56771242,0.35561656,0.06347631
-5.48974487,1.33251180,0.03440553,0.21726506,1.43442413,0.32596725,0.00639528,0.57642320,0.35428040,0.06513124
-5.48374187,1.34779400,0.03322252,0.21492140,1.42376377,0.33693780,0.00635903,0.58614091,0.35239105,0.06738453
-5.47773887,1.36438467,0.03195509,0.21169481,1.40765992,0.34926440,0.00631627,0.59716893,0.35017831,0.07027265
-5.47173587,1.38315056,0.03062455,0.20772436,1.38685436,0.36322163,0.00627148,0.60986321,0.34791863,0.07383736
-5.46573287,1.40506024,0.02925420,0.20317468,1.36225712,0.37910585,0.00622952,0.62461625,0.34592539,0.07812380
-5.45972986,1.43114579,0.02786838,0.19823093,1.33491626,0.39722400,0.00619547,0.64183951,0.34453799,0.08317831
-5.45372686,1.46246164,0.02649149,0.19309328,1.30598354,0.41788142,0.00617450,0.66194471,0.34410993,0.08904609
-5.44772386,1.50004241,0.02514709,0.18797082,1.27667722,0.44136953,0.00617170,0.68532489,0.34499638,0.09576869
-5.44172086,1.54486105,0.02385706,0.18307539,1.24824333,0.46795339,0.00619194,0.71233596,0.34754162,0.10338158
-5.43571786,1.59778887,0.02264078,0.17861528,1.22191674,0.49785987,0.00623980,0.74327920,0.35206669,0.11191171
-5.42971486,1.65955877,0.02151460,0.17478920,1.19888347,0.53126671,0.00631945,0.77838564,0.35885780,0.12137528
-5.42371186,1.73073289,0.02049127,0.17178050,1.18024515,0.56829278,0.00643460,0.81780263,0.36815558,0.13177577
-5.41770885,1.81167570,0.01957969,0.16975204,1.16698690,0.60899001,0.00658843,0.86158313,0.38014581,0.14310221
-5.41170585,1.90253324,0.01878476,0.16884151,1.15994925,0.65333720,0.00678360,0.90967814,0.39495164,0.15532787
-5.40570285,2.00321908,0.01810737,0.16915766,1.15980481,0.70123582,0.00702222,0.96193234,0.41262769,0.16840929
-5.39969985,2.11340728,0.01754458,0.17077724,1.16704014,0.75250813,0.00730583,1.01808311,0.43315613,0.18228585
-5.39369685,2.23253230,0.01708993,0.17374287,1.18194304,0.80689746,0.00763539,1.07776293,0.45644482,0.19687965
-5.38769385,2.35979579,0.01673388,0.17806176,1.20459535,0.86407079,0.00801131,1.14050489,0.48232768,0.21209601
-5.38169085,2.49417974,0.01646428,0.18370542,1.23487117,0.92362342,0.00843339,1.20575119,0.51056710,0.22782426
-5.37568784,2.63446558,0.01626701,0.19061026,1.27244044,0.98508567,0.00890085,1.27286422,0.54085848,0.24393912
-5.36968484,2.77925836,0.01612654,0.19867907,1.31677747,1.04793123,0.00941225,1.34113978,0.57283671,0.26030239
-5.36368184,2.92701542,0.01602661,0.20778346,1.36717424,1.11158713,0.00996548,1.40982207,0.60608437,0.27676506
-5.35767884,3.07607860,0.01595086,0.21776707,1.42275797,1.17544478,0.01055773,1.47811988,0.64014151,0.29316979
-5.35167584,3.22470909,0.01588337,0.22844954,1.48251260,1.23887196,0.01118540,1.54522355,0.67451663,0.30935360
-5.34567284,3.37112417,0.01580924,0.23963127,1.54530373,1.30122531,0.01184408,1.61032216,0.70869871,0.32515086
-5.33966983,3.51353475,0.01571505,0.25109876,1.60990638,1.36186302,0.01252854,1.67262052,0.74216976,0.34039651
-5.33366683,3.65018313,0.01558923,0.26263037,1.67503518,1.42015751,0.01323267,1.73135554,0.77441772,0.35492927
-5.32766383,3.77937997,0.01542234,0.27400260,1.73937619,1.47550758,0.01394955,1.78581161,0.80494918,0.36859503
-5.32166083,3.89953973,0.01520726,0.28499647,1.80161985,1.52735005,0.01467144,1.83533461,0.83330177,0.38125015
-5.31565783,4.00921406,0.01493929,0.29540404,1.86049411,1.57517043,0.01538987,1.87934440,0.85905562,0.39276469
-5.30965483,4.10712214,0.01461613,0.30503469,1.91479711,1.61851255,0.01609582,1.91734546,0.88184378,0.40302547
-5.30365183,4.19217773,0.01423778,0.31372120,1.96342843,1.65698697,0.01677979,1.94893562,0.90136119,0.41193885
-5.29764882,4.26351198,0.01380638,0.32132517,2.00541816,1.69027792,0.01743206,1.97381263,0.91737198,0.41943323
-5.29164582,4.32049190,0.01332594,0.32774182,2.03995273,1.71814892,0.01804293,1.99177879,0.92971496,0.42546108
-5.28564282,4.36273365,0.01280209,0.33290379,2.06639691,1.74044667,0.01860292,2.00274323,0.93830701,0.43000049
-5.27963982,4.39011061,0.01224168,0.33678390,2.08431098,1.75710348,0.01910310,2.00672219,0.94314441,0.43305616
-5.27363682,4.40275576,0.01165252,0.33939663,2.09346252,1.76813798,0.01953534,2.00383717,0.94430213,0.43465977
-5.26763382,4.40105824,0.01104294,0.34079838,2.09383232,1.77365425,0.01989255,1.99431102,0.94193090,0.43486965
-5.26163082,4.38565413,0.01042153,0.34108620,2.08561409,1.77383924,0.02016899,1.97846216,0.93625244,0.43376974
-5.25562781,4.35741135,0.00979677,0.34039529,2.06920780,1.76895867,0.02036037,1.95669693,0.92755275,0.43146790
-5.24962481,4.31740912,0.00917678,0.33889499,2.04520679,1.75935137,0.02046411,1.92950037,0.91617385,0.42809342
-5.24362181,4.26691216,0.00856905,0.33678364,2.01437903,1.74542218,0.02047935,1.89742544,0.90250409,0.42379396
-5.23761881,4.20734040,0.00798032,0.33428229,1.97764307,1.72763352,0.02040703,1.86108108,0.88696746,0.41873181
-5.23161581,4.14023474,0.00741637,0.33162750,1.93603942,1.70649581,0.02024982,1.82111918,0.87001200,0.41307977
-5.22561281,4.06721981,0.00688201,0.32906345,1.89069842,1.68255688,0.02001203,1.77822092,0.85209782,0.40701654
-5.21960980,3.98996471,0.00638097,0.32683369,1.84280564,1.65639065,0.01969945,1.73308263,0.83368505,0.40072192
-5.21360680,3.91014295,0.00591600,0.32517278,1.79356598,1.62858533,0.01931913,1.68640164,0.81522196,0.39437200
-5.20760380,3.82939263,0.00548884,0.32429802,1.74416780,1.59973142,0.01887910,1.63886243,0.79713368,0.38813433
-5.20160080,3.74927818,0.00510035,0.32440181,1.69574831,1.57040979,0.01838809,1.59112340,0.77981182,0.38216347
-5.19559780,3.67125493,0.00475058,0.32564467,1.64936130,1.54118030,0.01785521,1.54380478,0.76360525,0.37659688
-5.18959480,3.59663759,0.00443893,0.32814943,1.60594851,1.51257115,0.01728966,1.49747784,0.74881241,0.37155157
-5.18359180,3.52657378,0.00416421,0.33199654,1.56631533,1.48506942,0.01670042,1.45265590,0.73567521,0.36712126
-5.17758879,3.46202344,0.00392481,0.33722101,1.53111180,1.45911301,0.01609602,1.40978724,0.72437482,0.36337464
-5.17158579,3.40374487,0.00371883,0.34381081,1.50081932,1.43508430,0.01548424,1.36925032,0.71502944,0.36035435
-5.16558279,3.35228782,0.00354413,0.35170703,1.47574348,1.41330569,0.01487203,1.33135118,0.70769405,0.35807701
-5.15957979,3.30799371,0.00339849,0.36080563,1.45601297,1.39403723,0.01426532,1.29632329,0.70236223,0.35653423
-5.15357679,3.27100292,0.00327967,0.37096090,1.44158461,1.37747620,0.01366895,1.26432964,0.69896985,0.35569443
-5.14757379,3.24126869,0.00318549,0.38199027,1.43225390,1.36375882,0.01308671,1.23546692,0.69740049,0.35550554
-5.14157079,3.21857670,0.00311387,0.39368059,1.42767073,1.35296373,0.01252135,1.20977155,0.69749251,0.35589834
-5.13556778,3.20256954,0.00306293,0.40579526,1.42735925,1.34511706,0.01197463,1.18722720,0.69904722,0.35679028
-5.12956478,3.19277450,0.00303097,0.41808229,1.43074124,1.34019875,0.01144751,1.16777328,0.70183810,0.35808971
-5.12356178,3.18863348,0.00301654,0.43028269,1.43716179,1.33814963,0.01094023,1.15131409,0.70562044,0.35970007
-5.11755878,3.18953331,0.00301849,0.44213899,1.44591625,1.33887888,0.01045252,1.13772790,0.71014119,0.36152417
-5.11155578,3.19483496,0.00303595,0.45340350,1.45627747,1.34227122,0.00998373,1.12687559,0.71514846,0.36346797
-5.10555278,3.20390016,0.00306838,0.46384594,1.46752208,1.34819351,0.00953303,1.11860835,0.72040043,0.36544404
-5.09954977,3.21611404,0.00311557,0.47326026,1.47895495,1.35650014,0.00909949,1.11277398,0.72567317,0.36737427
-5.09354677,3.23090274,0.00317766,0.48147018,1.48993100,1.36703701,0.00868228,1.10922147,0.73076722,0.36919189
-5.08754377,3.24774524,0.00325517,0.48833346,1.49987340,1.37964366,0.00828074,1.10780376,0.73551256,0.37084257
-5.08154077,3.26617898,0.00334896,0.49374468,1.50828788,1.39415356,0.00789443,1.10837842,0.73977188,0.37228478
-5.07553777,3.28579924,0.00346022,0.49763636,1.51477263,1.41039254,0.00752322,1.11080651,0.74344219,0.37348917
-5.06953477,3.30625277,0.00359047,0.49997873,1.51902371,1.42817547,0.00716726,1.11494966,0.74645466,0.37443737
-5.06353177,3.32722648,0.00374147,0.50077787,1.52083602,1.44730173,0.00682699,1.12066584,0.74877283,0.37511996
-5.05752876,3.34843224,0.00391522,0.50007271,1.52010007,1.46754968,0.00650310,1.12780415,0.75038959,0.37553413
-5.05152576,3.36958939,0.00411379,0.49793093,1.51679504,1.48867093,0.00619650,1.13619926,0.75132291,0.37568094
-5.04552276,3.39040635,0.00433930,0.49444409,1.51097873,1.51038495,0.00590825,1.14566595,0.75161087,0.37556252
-5.03951976,3.41056319,0.00459376,0.48972224,1.50277500,1.53237481,0.00563946,1.15599437,0.75130625,0.37517944
-5.03351676,3.42969668,0.00487894,0.48388838,1.49235969,1.55428451,0.00539131,1.16694662,0.75047101,0.37452827
-5.02751376,3.44738929,0.00519620,0.47707302,1.47994557,1.57571869,0.00516489,1.17825498,0.74917106,0.37359975
-5.02151076,3.46316334,0.00554641,0.46940910,1.46576744,1.59624504,0.00496122,1.18962221,0.74747151,0.37237748
-5.01550775,3.47648114,0.00592973,0.46102753,1.45006783,1.61539973,0.00478117,1.20072415,0.74543279,0.37083738
-5.00950475,3.48675155,0.00634549,0.45205355,1.43308424,1.63269590,0.00462545,1.21121458,0.74310768,0.36894788
-5.00350175,3.49334294,0.00679211,0.44260400,1.41503826,1.64763513,0.00449455,1.22073239,0.74053944,0.36667088
-4.99749875,3.49560197,0.00726697,0.43278550,1.39612712,1.65972149,0.00438876,1.22891065,0.73776097,0.36396342
-4.99149575,3.49287743,0.00776635,0.42269369,1.37651788,1.66847766,0.00430817,1.23538724,0.73479517,0.36077988
-4.98549275,3.48454769,0.00828546,0.41241331,1.35634435,1.67346231,0.00425261,1.23981657,0.73165606,0.35707470
-4.97948974,3.47005037,0.00881843,0.40201913,1.33570668,1.67428797,0.00422173,1.24188167,0.72835082,0.35280537
-4.97348674,3.44891228,0.00935842,0.39157748,1.31467346,1.67063839,0.00421496,1.24130617,0.72488235,0.34793545
-4.96748374,3.42077804,0.00989774,0.38114825,1.29328592,1.66228437,0.00423150,1.23786534,0.72125220,0.34243754
-4.96148074,3.38543544,0.01042805,0.37078717,1.27156391,1.64909734,0.00427035,1.23139572,0.71746357,0.33629592
-4.95547774,3.34283600,0.01094054,0.36054811,1.24951302,1.63105958,0.00433027,1.22180273,0.71352429,0.32950876
-4.94947474,3.29310944,0.01142628,0.35048531,1.22713236,1.60827066,0.00440982,1.20906584,0.70944934,0.32208972
-4.94347174,3.23657104,0.01187640,0.34065521,1.20442251,1.58094944,0.00450729,1.19324105,0.70526298,0.31406878
-4.93746873,3.17372117,0.01228245,0.33111791,1.18139292,1.54943151,0.00462072,1.17446047,0.70100015,0.30549244
-4.93146573,3.10523707,0.01263669,0.32193804,1.15806840,1.51416198,0.00474788,1.15292894,0.69670712,0.29642302
-4.92546273,3.03195682,0.01293233,0.31318494,1.13449431,1.47568382,0.00488629,1.12891799,0.69244130,0.28693733
-4.91945973,2.95485640,0.01316381,0.30493226,1.11073990,1.43462230,0.00503318,1.10275732,0.68827026,0.27712460
-4.91345673,2.87502071,0.01332699,0.29725676,1.08689990,1.39166607,0.00518553,1.07482407,0.68426984,0.26708387
-4.90745373,2.79360985,0.01341931,0.29023664,1.06309398,1.34754570,0.00534012,1.04553066,0.68052163,0.25692098
-4.90145073,2.71182217,0.01343984,0.28394923,1.03946427,1.30301068,0.00549351,1.01531135,0.67710967,0.24674528
-4.89544772,2.63085573,0.01338935,0.27846825,1.01617106,1.25880572,0.00564215,0.98460845,0.67411672,0.23666615
-4.88944472,2.55186977,0.01327022,0.27386088,0.99338686,1.21564750,0.00578245,0.95385847,0.67162014,0.22678970
-4.88344172,2.47594796,0.01308635,0.27018456,0.97128928,1.17420265,0.00591084,0.92347893,0.66968757,0.21721552
-4.87743872,2.40406474,0.01284298,0.26748402,0.95005314,1.13506801,0.00602387,0.89385617,0.66837259,0.20803382
-4.87143572,2.33705629,0.01254646,0.26578835,0.92984226,1.09875385,0.00611834,0.86533479,0.66771062,0.19932303
-4.86543272,2.27559717,0.01220401,0.26510864,0.91080155,1.06567066,0.00619141,0.83820884,0.66771518,0.19114780
-4.85942971,2.22018353,0.01182342,0.26543613,0.89304983,1.03612008,0.00624065,0.81271519,0.66837475,0.18355770
-4.85342671,2.17112342,0.01141276,0.26674113,0.87667393,1.01029009,0.00626419,0.78902922,0.66965044,0.17658644
-4.84742371,2.12853473,0.01098009,0.26897280,0.86172457,0.98825476,0.00626080,0.76726282,0.67147455,0.17025171
-4.84142071,2.09235046,0.01053320,0.27205994,0.84821426,0.96997840,0.00622992,0.74746480,0.67375033,0.16455562
-4.83541771,2.06233140,0.01007937,0.27591282,0.83611758,0.95532380,0.00617174,0.72962358,0.67635285,0.15948565
-4.82941471,2.03808540,0.00962516,0.28042603,0.82537390,0.94406444,0.00608721,0.71367197,0.67913117,0.15501613
-4.82341171,2.01909271,0.00917630,0.28548242,0.81589254,0.93589980,0.00597802,0.69949380,0.68191179,0.15111003
-4.81740870,2.00473621,0.00873754,0.29095797,0.80756030,0.93047346,0.00584658,0.68693219,0.68450342,0.14772120
-4.81140570,1.99433546,0.00831267,0.29672744,0.80025090,0.92739307,0.00569597,0.67579894,0.68670271,0.14479673
-4.80540270,1.98718316,0.00790449,0.30267069,0.79383602,0.92625139,0.00552982,0.66588487,0.68830115,0.14227946
-4.79939970,1.98258257,0.00751487,0.30867930,0.78819744,0.92664770,0.00535225,0.65697052,0.68909249,0.14011056
-4.79339670,1.97988451,0.00714484,0.31466344,0.78323949,0.92820856,0.00516772,0.64883689,0.68888081,0.13823200
-4.78739370,1.97852212,0.00679473,0.32055841,0.77890126,0.93060721,0.00498089,0.64127578,0.68748851,0.13658888
-4.78139070,1.97804225,0.00646428,0.32633072,0.77516785,0.93358069,0.00479652,0.63409927,0.68476418,0.13513151
-4.77538769,1.97813170,0.00615281,0.33198334,0.77207987,0.93694409,0.00461928,0.62714800,0.68058977,0.13381717
-4.76938469,1.97863746,0.00585935,0.33755980,0.76974071,0.94060121,0.00445362,0.62029797,0.67488675,0.13261149
-4.76338169,1.97957962,0.00558280,0.34314680,0.76832078,0.94455116,0.00430365,0.61346545,0.66762100,0.13148940
-4.75737869,1.98115635,0.00532201,0.34887515,0.76805856,0.94889060,0.00417301,0.60660996,0.65880596,0.13043564
-4.75137569,1.98374050,0.00507593,0.35491886,0.76925790,0.95381138,0.00406476,0.59973503,0.64850397,0.12944473
-4.74537269,1.98786765,0.00484362,0.36149221,0.77228165,0.95959367,0.00398128,0.59288689,0.63682562,0.12852058
-4.73936968,1.99421584,0.00462435,0.36884468,0.77754147,0.96659467,0.00392421,0.58615101,0.62392699,0.12767558
-4.73336668,2.00357767,0.00441755,0.37725399,0.78548411,0.97523332,0.00389441,0.57964678,0.61000492,0.12692927
-4.72736368,2.01682557,0.00422289,0.38701709,0.79657465,0.98597157,0.00389192,0.57352038,0.59529048,0.12630683
-4.72136068,2.03487160,0.00404016,0.39843957,0.81127696,0.99929280,0.00391597,0.56793645,0.58004079,0.12583708
-4.71535768,2.05862320,0.00386929,0.41182352,0.83003235,1.01567830,0.00396498,0.56306869,0.56452965,0.12555052
-4.70935468,2.08893657,0.00371028,0.42745445,0.85323709,1.03558260,0.00403666,0.55908990,0.54903729,0.12547713
-4.70335168,2.12656971,0.00356313,0.44558749,0.88121956,1.05940869,0.00412802,0.55616204,0.53383983,0.12564432
-4.69734867,2.17213679,0.00342776,0.46643355,0.91421823,1.08748409,0.00423547,0.55442656,0.51919868,0.12607488
-4.69134567,2.22606588,0.00330404,0.49014575,0.95236114,1.12003870,0.00435497,0.55399560,0.50535068,0.12678518
-4.68534267,2.28856190,0.00319165,0.51680694,0.99564803,1.15718535,0.00448208,0.55494441,0.49249912,0.12778369
-4.67933967,2.35957636,0.00309010,0.54641860,1.04393589,1.19890395,0.00461215,0.55730528,0.48080623,0.12906976
-4.67333667,2.43878537,0.00299872,0.57889189,1.09692870,1.24502987,0.00474042,0.56106338,0.47038739,0.13063287
-4.66733367,2.52557711,0.00291663,0.61404117,1.15417212,1.29524717,0.00486217,0.56615461,0.46130737,0.13245229
-4.66133067,2.61904956,0.00284276,0.65158056,1.21505356,1.34908715,0.00497289,0.57246551,0.45357853,0.13449719
-4.65532766,2.71801903,0.00277589,0.69112387,1.27880798,1.40593236,0.00506836,0.57983545,0.44716144,0.13672718
-4.64932466,2.82103942,0.00271468,0.73218804,1.34452950,1.46502615,0.00514481,0.58806078,0.44196736,0.13909330
-4.64332166,2.92643209,0.00265768,0.77420039,1.41118880,1.52548775,0.00519901,0.59690094,0.43786291,0.14153936
