energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.90395198,1.93857787,0.11396314,0.13706509,0.01740702,0.00000000,1.26483053,0.29897558,0.02146114,0.87140540
-5.89794897,1.85262508,0.11290836,0.12582877,0.01657687,0.00000000,1.20247571,0.28095357,0.02064080,0.84230982
-5.89194597,1.76460062,0.11140379,0.11481227,0.01572582,0.00000000,1.13878653,0.26300192,0.01981093,0.81157241
-5.88594297,1.67564417,0.10949099,0.10412337,0.01486544,0.00000000,1.07456277,0.24530014,0.01898621,0.77968139
-5.87993997,1.58685992,0.10722018,0.09385493,0.01400697,0.00000000,1.01056831,0.22801063,0.01818073,0.74713126
-5.87393697,1.49929399,0.10464845,0.08408403,0.01316102,0.00000000,0.94751687,0.21127693,0.01740766,0.71441019
-5.86793397,1.41391367,0.10183777,0.07487175,0.01233739,0.00000000,0.88605953,0.19522234,0.01667888,0.68198764
-5.86193097,1.33158901,0.09885290,0.06626335,0.01154484,0.00000000,0.82677430,0.17994919,0.01600465,0.65030266
-5.85592796,1.25307737,0.09575920,0.05828884,0.01079096,0.00000000,0.77015810,0.16553856,0.01539335,0.61975329
-5.84992496,1.17901123,0.09262051,0.05096404,0.01008200,0.00000000,0.71662097,0.15205046,0.01485127,0.59068741
-5.84392196,1.10988970,0.08949718,0.04429180,0.00942285,0.00000000,0.66648295,0.13952443,0.01438244,0.56339542
-5.83791896,1.04607395,0.08644430,0.03826355,0.00881693,0.00000000,0.61997326,0.12798054,0.01398859,0.53810499
-5.83191596,0.98778670,0.08351031,0.03286088,0.00826629,0.00000000,0.57723203,0.11742067,0.01366913,0.51497806
-5.82591296,0.93511577,0.08073588,0.02805733,0.00777157,0.00000000,0.53831423,0.10783010,0.01342124,0.49411025
-5.81990995,0.88802160,0.07815329,0.02382004,0.00733217,0.00000000,0.50319573,0.09917934,0.01324002,0.47553264
-5.81390695,0.84634834,0.07578617,0.02011144,0.00694632,0.00000000,0.47178122,0.09142612,0.01311872,0.45921592
-5.80790395,0.80983825,0.07364969,0.01689083,0.00661127,0.00000000,0.44391361,0.08451750,0.01304905,0.44507653
-5.80190095,0.77814869,0.07175114,0.01411576,0.00632345,0.00000000,0.41938469,0.07839214,0.01302149,0.43298469
-5.79589795,0.75087113,0.07009081,0.01174334,0.00607868,0.00000000,0.39794653,0.07298252,0.01302568,0.42277383
-5.78989495,0.72755135,0.06866320,0.00973123,0.00587237,0.00000000,0.37932334,0.06821718,0.01305084,0.41425100
-5.78389195,0.70771002,0.06745831,0.00803861,0.00569971,0.00000000,0.36322322,0.06402286,0.01308616,0.40720766
-5.77788894,0.69086276,0.06646315,0.00662682,0.00555586,0.00000000,0.34934949,0.06032659,0.01312123,0.40143052
-5.77188594,0.67653896,0.06566310,0.00545987,0.00543617,0.00000000,0.33741119,0.05705751,0.01314637,0.39671167
-5.76588294,0.66429837,0.06504329,0.00450483,0.00533627,0.00000000,0.32713230,0.05414855,0.01315300,0.39285766
-5.75987994,0.65374500,0.06458972,0.00373202,0.00525223,0.00000000,0.31825952,0.05153784,0.01313386,0.38969708
-5.75387694,0.64453764,0.06429014,0.00311509,0.00518066,0.00000000,0.31056823,0.04916982,0.01308330,0.38708620
-5.74787394,0.63639674,0.06413461,0.00263104,0.00511876,0.00000000,0.30386658,0.04699612,0.01299730,0.38491248
-5.74187094,0.62910737,0.06411576,0.00226009,0.00506432,0.00000000,0.29799766,0.04497600,0.01287364,0.38309594
-5.73586793,0.62251844,0.06422862,0.00198557,0.00501576,0.00000000,0.29283968,0.04307667,0.01271174,0.38158813
-5.72986493,0.61653829,0.06447025,0.00179374,0.00497202,0.00000000,0.28830445,0.04127318,0.01251268,0.38036921
-5.72386193,0.61112717,0.06483891,0.00167354,0.00493257,0.00000000,0.28433427,0.03954809,0.01227892,0.37944302
-5.71785893,0.60628724,0.06533317,0.00161644,0.00489724,0.00000000,0.28089750,0.03789099,0.01201416,0.37883086
-5.71185593,0.60205070,0.06595078,0.00161620,0.00486616,0.00000000,0.27798333,0.03629771,0.01172301,0.37856417
-5.70585293,0.59846704,0.06668749,0.00166869,0.00483965,0.00000000,0.27559592,0.03476951,0.01141071,0.37867683
-5.69984992,0.59559016,0.06753591,0.00177166,0.00481807,0.00000000,0.27374846,0.03331214,0.01108281,0.37919740
-5.69384692,0.59346622,0.06848456,0.00192466,0.00480176,0.00000000,0.27245746,0.03193487,0.01074491,0.38014214
-5.68784392,0.59212297,0.06951701,0.00212878,0.00479089,0.00000000,0.27173766,0.03064954,0.01040234,0.38150888
-5.68184092,0.59156129,0.07061143,0.00238660,0.00478543,0.00000000,0.27159776,0.02946967,0.01005991,0.38327253
-5.67583792,0.59174924,0.07174039,0.00270196,0.00478509,0.00000000,0.27203734,0.02840962,0.00972175,0.38538224
-5.66983492,0.59261910,0.07287113,0.00307989,0.00478928,0.00000000,0.27304486,0.02748389,0.00939114,0.38776062
-5.66383192,0.59406739,0.07396607,0.00352639,0.00479710,0.00000000,0.27459698,0.02670653,0.00907046,0.39030480
-5.65782891,0.59595772,0.07498381,0.00404828,0.00480738,0.00000000,0.27665902,0.02609062,0.00876109,0.39288951
-5.65182591,0.59812622,0.07588037,0.00465297,0.00481873,0.00000000,0.27918643,0.02564795,0.00846354,0.39537175
-5.64582291,0.60038903,0.07661073,0.00534821,0.00482958,0.00000000,0.28212701,0.02538867,0.00817745,0.39759690
-5.63981991,0.60255122,0.07713047,0.00614181,0.00483827,0.00000000,0.28542365,0.02532108,0.00790175,0.39940564
-5.63381691,0.60441649,0.07739760,0.00704130,0.00484314,0.00000000,0.28901732,0.02545150,0.00763483,0.40064143
-5.62781391,0.60579689,0.07737424,0.00805355,0.00484258,0.00000000,0.29284984,0.02578405,0.00737466,0.40115795
-5.62181091,0.60652186,0.07702831,0.00918434,0.00483515,0.00000000,0.29686633,0.02632055,0.00711904,0.40082600
-5.61580790,0.60644591,0.07633491,0.01043793,0.00481964,0.00000000,0.30101699,0.02706032,0.00686571,0.39953944
-5.60980490,0.60545457,0.07527750,0.01181660,0.00479508,0.00000000,0.30525802,0.02799997,0.00661257,0.39721992
-5.60380190,0.60346806,0.07384865,0.01332019,0.00476085,0.00000000,0.30955166,0.02913322,0.00635779,0.39381990
-5.59779890,0.60044261,0.07205048,0.01494567,0.00471663,0.00000000,0.31386528,0.03045063,0.00609993,0.38932404
-5.59179590,0.59636942,0.06989466,0.01668673,0.00466244,0.00000000,0.31816958,0.03193938,0.00583802,0.38374877
-5.58579290,0.59127129,0.06740199,0.01853351,0.00459857,0.00000000,0.32243613,0.03358304,0.00557161,0.37714027
-5.57978989,0.58519753,0.06460169,0.02047236,0.00452562,0.00000000,0.32663443,0.03536142,0.00530075,0.36957084
-5.57378689,0.57821729,0.06153028,0.02248576,0.00444434,0.00000000,0.33072879,0.03725049,0.00502599,0.36113416
-5.56778389,0.57041206,0.05823022,0.02455238,0.00435568,0.00000000,0.33467528,0.03922240,0.00474836,0.35193972
-5.56178089,0.56186796,0.05474843,0.02664725,0.00426063,0.00000000,0.33841920,0.04124569,0.00446921,0.34210671
-5.55577789,0.55266821,0.05113462,0.02874221,0.00416022,0.00000000,0.34189318,0.04328560,0.00419022,0.33175793
-5.54977489,0.54288661,0.04743962,0.03080638,0.00405542,0.00000000,0.34501631,0.04530463,0.00391322,0.32101402
-5.54377189,0.53258227,0.04371380,0.03280689,0.00394711,0.00000000,0.34769438,0.04726323,0.00364016,0.30998835
-5.53776888,0.52179607,0.04000555,0.03470971,0.00383603,0.00000000,0.34982129,0.04912067,0.00337296,0.29878283
-5.53176588,0.51054902,0.03636001,0.03648062,0.00372276,0.00000000,0.35128175,0.05083606,0.00311344,0.28748496
-5.52576288,0.49884258,0.03281792,0.03808623,0.00360770,0.00000000,0.35195510,0.05236955,0.00286329,0.27616600
-5.51975988,0.48666087,0.02941485,0.03949502,0.00349109,0.00000000,0.35171997,0.05368346,0.00262393,0.26488054
-5.51375688,0.47397454,0.02618060,0.04067847,0.00337303,0.00000000,0.35045978,0.05474362,0.00239654,0.25366711
-5.50775388,0.46074601,0.02313890,0.04161198,0.00325348,0.00000000,0.34806850,0.05552049,0.00218202,0.24254997
-5.50175088,0.44693553,0.02030736,0.04227589,0.00313232,0.00000000,0.34445649,0.05599035,0.00198095,0.23154164
-5.49574787,0.43250784,0.01769763,0.04265614,0.00300941,0.00000000,0.33955602,0.05613624,0.00179366,0.22064608
-5.48974487,0.41743872,0.01531580,0.04274498,0.00288458,0.00000000,0.33332615,0.05594874,0.00162019,0.20986214
-5.48374187,0.40172106,0.01316289,0.04254127,0.00275772,0.00000000,0.32575670,0.05542656,0.00146036,0.19918715
-5.47773887,0.38537022,0.01123551,0.04205073,0.00262882,0.00000000,0.31687098,0.05457684,0.00131379,0.18862022
-5.47173587,0.36842803,0.00952653,0.04128586,0.00249796,0.00000000,0.30672728,0.05341514,0.00117995,0.17816527
-5.46573287,0.35096559,0.00802588,0.04026566,0.00236538,0.00000000,0.29541891,0.05196529,0.00105821,0.16783341
-5.45972986,0.33308444,0.00672124,0.03901521,0.00223146,0.00000000,0.28307291,0.05025884,0.00094785,0.15764472
-5.45372686,0.31491633,0.00559879,0.03756497,0.00209671,0.00000000,0.26984739,0.04833439,0.00084812,0.14762928
-5.44772386,0.29662151,0.00464383,0.03595002,0.00196182,0.00000000,0.25592783,0.04623670,0.00075829,0.13782752
-5.44172086,0.27838577,0.00384142,0.03420913,0.00182759,0.00000000,0.24152240,0.04401564,0.00067763,0.12828987
-5.43571786,0.26041652,0.00317680,0.03238382,0.00169492,0.00000000,0.22685666,0.04172505,0.00060548,0.11907583
-5.42971486,0.24293805,0.00263588,0.03051737,0.00156479,0.00000000,0.21216785,0.03942155,0.00054121,0.11025259
-5.42371186,0.22618629,0.00220551,0.02865382,0.00143824,0.00000000,0.19769906,0.03716337,0.00048430,0.10189327
-5.41770885,0.21040339,0.00187372,0.02683705,0.00131630,0.00000000,0.18369356,0.03500914,0.00043428,0.09407498
-5.41170585,0.19583232,0.00162988,0.02510993,0.00119999,0.00000000,0.17038944,0.03301679,0.00039075,0.08687670
-5.40570285,0.18271163,0.00146473,0.02351353,0.00109031,0.00000000,0.15801480,0.03124255,0.00035340,0.08037729
-5.39969985,0.17127060,0.00137043,0.02208651,0.00098814,0.00000000,0.14678355,0.02973996,0.00032198,0.07465347
-5.39369685,0.16172490,0.00134045,0.02086453,0.00089433,0.00000000,0.13689197,0.02855905,0.00029628,0.06977807
-5.38769385,0.15427269,0.00136949,0.01987985,0.00080960,0.00000000,0.12851593,0.02774554,0.00027615,0.06581846
-5.38169085,0.14909131,0.00145335,0.01916100,0.00073457,0.00000000,0.12180892,0.02734022,0.00026147,0.06283518
-5.37568784,0.14633450,0.00158869,0.01873252,0.00066980,0.00000000,0.11690070,0.02737826,0.00025216,0.06088092
-5.36968484,0.14613009,0.00177290,0.01861488,0.00061571,0.00000000,0.11389662,0.02788870,0.00024813,0.05999963
-5.36368184,0.14857828,0.00200385,0.01882435,0.00057270,0.00000000,0.11287747,0.02889393,0.00024930,0.06022602
-5.35767884,0.15375029,0.00227968,0.01937306,0.00054108,0.00000000,0.11389983,0.03040922,0.00025560,0.06158526
-5.35167584,0.16168773,0.00259859,0.02026910,0.00052115,0.00000000,0.11699697,0.03244236,0.00026693,0.06409293
-5.34567284,0.17240236,0.00295862,0.02151666,0.00051324,0.00000000,0.12218009,0.03499329,0.00028318,0.06775529
-5.33966983,0.18587674,0.00335748,0.02311628,0.00051770,0.00000000,0.12944014,0.03805396,0.00030419,0.07256990
-5.33366683,0.20206550,0.00379239,0.02506527,0.00053496,0.00000000,0.13875007,0.04160819,0.00032981,0.07852650
-5.32766383,0.22089773,0.00425990,0.02735808,0.00056559,0.00000000,0.15006761,0.04563183,0.00035981,0.08560836
-5.32166083,0.24228030,0.00475587,0.02998699,0.00061030,0.00000000,0.16333869,0.05009301,0.00039394,0.09379399
-5.31565783,0.26610239,0.00527536,0.03294276,0.00067004,0.00000000,0.17850136,0.05495277,0.00043193,0.10305930
-5.30965483,0.29224122,0.00581263,0.03621554,0.00074598,0.00000000,0.19549041,0.06016586,0.00047346,0.11338017
-5.30365183,0.32056899,0.00636121,0.03979585,0.00083957,0.00000000,0.21424249,0.06568189,0.00051818,0.12473543
-5.29764882,0.35096086,0.00691394,0.04367566,0.00095260,0.00000000,0.23470172,0.07144674,0.00056572,0.13711014
-5.29164582,0.38330379,0.00746318,0.04784962,0.00108720,0.00000000,0.25682558,0.07740428,0.00061569,0.15049909
-5.28564282,0.41750590,0.00800092,0.05231624,0.00124586,0.00000000,0.28059082,0.08349829,0.00066770,0.16491030
-5.27963982,0.45350586,0.00851906,0.05707907,0.00143145,0.00000000,0.30599913,0.08967453,0.00072136,0.18036840
-5.27363682,0.49128181,0.00900960,0.06214779,0.00164719,0.00000000,0.33308217,0.09588295,0.00077627,0.19691751
-5.26763382,0.53085915,0.00946501,0.06753906,0.00189664,0.00000000,0.36190552,0.10207975,0.00083207,0.21462355
-5.26163082,0.57231645,0.00987840,0.07327710,0.00218365,0.00000000,0.39257111,0.10822949,0.00088842,0.23357543
-5.25562781,0.61578889,0.01024388,0.07939389,0.00251230,0.00000000,0.42521769,0.11430669,0.00094501,0.25388506
-5.24962481,0.66146852,0.01055679,0.08592891,0.00288677,0.00000000,0.46001897,0.12029726,0.00100156,0.27568582
-5.24362181,0.70960078,0.01081395,0.09292829,0.00331125,0.00000000,0.49717903,0.12619930,0.00105783,0.29912922
-5.23761881,0.76047690,0.01101379,0.10044343,0.00378978,0.00000000,0.53692485,0.13202330,0.00111359,0.32437981
-5.23161581,0.81442197,0.01115658,0.10852898,0.00432609,0.00000000,0.57949591,0.13779176,0.00116867,0.35160808
-5.22561281,0.87177864,0.01124441,0.11724018,0.00492340,0.00000000,0.62513086,0.14353801,0.00122287,0.38098155
-5.21960980,0.93288691,0.01128123,0.12662970,0.00558420,0.00000000,0.67405167,0.14930439,0.00127605,0.41265421
-5.21360680,0.99806040,0.01127279,0.13674400,0.00631009,0.00000000,0.72644575,0.15513976,0.00132801,0.44675468
-5.20760380,1.06756016,0.01122647,0.14761935,0.00710150,0.00000000,0.78244664,0.16109647,0.00137857,0.48337344
-5.20160080,1.14156699,0.01115106,0.15927774,0.00795754,0.00000000,0.84211420,0.16722681,0.00142749,0.52254977
-5.19559780,1.22015367,0.01105652,0.17172273,0.00887579,0.00000000,0.90541534,0.17357928,0.00147451,0.56425912
-5.18959480,1.30325864,0.01095361,0.18493566,0.00985216,0.00000000,0.97220625,0.18019468,0.00151931,0.60840142
-5.18359180,1.39066257,0.01085353,0.19887232,0.01088078,0.00000000,1.04221737,0.18710236,0.00156150,0.65479128
-5.17758879,1.48196947,0.01076751,0.21346028,0.01195394,0.00000000,1.11504212,0.19431673,0.00160066,0.70315072
-5.17158579,1.57659373,0.01070641,0.22859727,0.01306207,0.00000000,1.19013039,0.20183431,0.00163628,0.75310501
-5.16558279,1.67375424,0.01068026,0.24415053,0.01419388,0.00000000,1.26678755,0.20963146,0.00166785,0.80418223
-5.15957979,1.77247671,0.01069794,0.25995749,0.01533642,0.00000000,1.34417967,0.21766295,0.00169479,0.85581702
-5.15357679,1.87160448,0.01076675,0.27582778,0.01647532,0.00000000,1.42134503,0.22586145,0.00171653,0.90735843
-5.14757379,1.96981820,0.01089211,0.29154649,0.01759509,0.00000000,1.49721212,0.23413804,0.00173250,0.95808222
-5.14157079,2.06566386,0.01107733,0.30687881,0.01867944,0.00000000,1.57062354,0.24238377,0.00174214,1.00720707
-5.13556778,2.15758855,0.01132340,0.32157578,0.01971165,0.00000000,1.64036527,0.25047215,0.00174499,1.05391431
-5.12956478,2.24398257,0.01162890,0.33538098,0.02067504,0.00000000,1.70520011,0.25826258,0.00174062,1.09737061
-5.12356178,2.32322638,0.01198999,0.34803795,0.02155338,0.00000000,1.76390415,0.26560446,0.00172873,1.13675256
-5.11755878,2.39374048,0.01240046,0.35929805,0.02233141,0.00000000,1.81530468,0.27234199,0.00170913,1.17127228
-5.11155578,2.45403604,0.01285189,0.36892838,0.02299519,0.00000000,1.85831798,0.27831922,0.00168178,1.20020287
-5.10555278,2.50276411,0.01333388,0.37671939,0.02353262,0.00000000,1.89198524,0.28338531,0.00164676,1.22290267
-5.09954977,2.53876128,0.01383438,0.38249197,0.02393372,0.00000000,1.91550517,0.28739978,0.00160432,1.23883715
-5.09354677,2.56108959,0.01434004,0.38610356,0.02419099,0.00000000,1.92826160,0.29023730,0.00155485,1.24759744
-5.08754377,2.56906918,0.01483664,0.38745309,0.02429958,0.00000000,1.92984506,0.29179216,0.00149887,1.24891481
-5.08154077,2.56230199,0.01530955,0.38648448,0.02425752,0.00000000,1.92006731,0.29198192,0.00143705,1.24267016
-5.07553777,2.54068574,0.01574422,0.38318862,0.02406565,0.00000000,1.89896810,0.29075032,0.00137016,1.22889842
-5.06953477,2.50441754,0.01612664,0.37760368,0.02372770,0.00000000,1.86681414,0.28806921,0.00129903,1.20778749
-5.06353177,2.45398720,0.01644383,0.36981375,0.02325007,0.00000000,1.82409023,0.28393956,0.00122459,1.17967195
-5.05752876,2.39016073,0.01668421,0.35994606,0.02264164,0.00000000,1.77148324,0.27839140,0.00114778,1.14502181
-5.05152576,2.31395483,0.01683805,0.34816660,0.02191351,0.00000000,1.70985953,0.27148286,0.00106956,1.10442693
-5.04552276,2.22660383,0.01689772,0.33467477,0.02107862,0.00000000,1.64023722,0.26329829,0.00099087,1.05857788
-5.03951976,2.12952056,0.01685794,0.31969695,0.02015139,0.00000000,1.56375431,0.25394557,0.00091259,1.00824411
-5.03351676,2.02425302,0.01671593,0.30347949,0.01914726,0.00000000,1.48163432,0.24355283,0.00083558,0.95425043
-5.02751376,1.91243871,0.01647145,0.28628142,0.01808234,0.00000000,1.39515073,0.23226459,0.00076057,0.89745283
-5.02151076,1.79575855,0.01612677,0.26836707,0.01697288,0.00000000,1.30559185,0.22023764,0.00068824,0.83871467
-5.01550775,1.67589215,0.01568654,0.24999899,0.01583497,0.00000000,1.21422731,0.20763671,0.00061914,0.77888406
-5.00950475,1.55447613,0.01515759,0.23143139,0.01468412,0.00000000,1.12227734,0.19463017,0.00055373,0.71877330
-5.00350175,1.43306668,0.01454865,0.21290435,0.01353495,0.00000000,1.03088594,0.18138588,0.00049235,0.65914101
-4.99749875,1.31310769,0.01387002,0.19463886,0.01240089,0.00000000,0.94109852,0.16806733,0.00043524,0.60067747
-4.99149575,1.19590492,0.01313317,0.17683291,0.01129403,0.00000000,0.85384445,0.15483018,0.00038254,0.54399331
-4.98549275,1.08260684,0.01235042,0.15965871,0.01022492,0.00000000,0.76992487,0.14181933,0.00033430,0.48961191
-4.97948974,0.97419206,0.01153447,0.14326083,0.00920248,0.00000000,0.69000553,0.12916653,0.00029048,0.43796517
-4.97348674,0.87146328,0.01069801,0.12775555,0.00823397,0.00000000,0.61461457,0.11698861,0.00025098,0.38939271
-4.96748374,0.77504722,0.00985342,0.11323104,0.00732502,0.00000000,0.54414465,0.10538626,0.00021563,0.34414397
-4.96148074,0.68539987,0.00901240,0.09974838,0.00647966,0.00000000,0.47885897,0.09444348,0.00018423,0.30238291
-4.95547774,0.60281629,0.00818566,0.08734335,0.00570045,0.00000000,0.41890049,0.08422753,0.00015654,0.26419475
-4.94947474,0.52744403,0.00738280,0.07602869,0.00498860,0.00000000,0.36430347,0.07478936,0.00013228,0.22959429
-4.94347174,0.45929918,0.00661203,0.06579681,0.00434413,0.00000000,0.31500695,0.06616448,0.00011117,0.19853529
-4.93746873,0.39828418,0.00588018,0.05662271,0.00376600,0.00000000,0.27086900,0.05837419,0.00009292,0.17092036
-4.93146573,0.34420643,0.00519257,0.04846702,0.00325234,0.00000000,0.23168151,0.05142695,0.00007725,0.14661097
-4.92546273,0.29679695,0.00455310,0.04127905,0.00280058,0.00000000,0.19718469,0.04532007,0.00006388,0.12543717
-4.91945973,0.25572834,0.00396423,0.03499964,0.00240763,0.00000000,0.16708087,0.04004129,0.00005255,0.10720670
-4.91345673,0.22063150,0.00342718,0.02956388,0.00207003,0.00000000,0.14104727,0.03557050,0.00004299,0.09171321
-4.90745373,0.19111064,0.00294195,0.02490352,0.00178409,0.00000000,0.11874734,0.03188128,0.00003499,0.07874346
-4.90145073,0.16675630,0.00250757,0.02094910,0.00154604,0.00000000,0.09984061,0.02894233,0.00002833,0.06808339
-4.89544772,0.14715625,0.00212220,0.01763168,0.00135206,0.00000000,0.08399095,0.02671877,0.00002282,0.05952299
-4.88944472,0.13190405,0.00178333,0.01488427,0.00119844,0.00000000,0.07087312,0.02517310,0.00001829,0.05285997
-4.88344172,0.12060557,0.00148795,0.01264298,0.00108161,0.00000000,0.06017778,0.02426610,0.00001459,0.04790243
-4.87743872,0.11288336,0.00123269,0.01084774,0.00099815,0.00000000,0.05161506,0.02395736,0.00001158,0.04447042
-4.87143572,0.10837926,0.00101397,0.00944288,0.00094489,0.00000000,0.04491679,0.02420568,0.00000915,0.04239671
-4.86543272,0.10675543,0.00082813,0.00837733,0.00091886,0.00000000,0.03983760,0.02496927,0.00000721,0.04152679
-4.85942971,0.10769406,0.00067155,0.00760475,0.00091729,0.00000000,0.03615507,0.02620574,0.00000568,0.04171833
-4.85342671,0.11089618,0.00054070,0.00708336,0.00093763,0.00000000,0.03366918,0.02787206,0.00000448,0.04284017
-4.84742371,0.11607975,0.00043225,0.00677580,0.00097754,0.00000000,0.03220107,0.02992436,0.00000357,0.04477116
-4.84142071,0.12297742,0.00034309,0.00664877,0.00103478,0.00000000,0.03159161,0.03231777,0.00000290,0.04739870
-4.83541771,0.13133418,0.00027039,0.00667268,0.00110730,0.00000000,0.03169953,0.03500620,0.00000245,0.05061745
-4.82941471,0.14090519,0.00021157,0.00682132,0.00119310,0.00000000,0.03239965,0.03794227,0.00000219,0.05432797
-4.82341171,0.15145387,0.00016437,0.00707140,0.00129028,0.00000000,0.03358100,0.04107722,0.00000212,0.05843568
-4.81740870,0.16275060,0.00012679,0.00740227,0.00139699,0.00000000,0.03514515,0.04436095,0.00000224,0.06284999
-4.81140570,0.17457193,0.00009710,0.00779560,0.00151137,0.00000000,0.03700469,0.04774228,0.00000259,0.06748374
-4.80540270,0.18670054,0.00007383,0.00823509,0.00163161,0.00000000,0.03908197,0.05116922,0.00000319,0.07225297
-4.79939970,0.19892582,0.00005574,0.00870627,0.00175587,0.00000000,0.04130813,0.05458945,0.00000410,0.07707699
-4.79339670,0.21104524,0.00004178,0.00919639,0.00188233,0.00000000,0.04362240,0.05795089,0.00000539,0.08187881
-4.78739370,0.22286623,0.00003109,0.00969431,0.00200915,0.00000000,0.04597170,0.06120245,0.00000716,0.08658584
-4.78139070,0.23420866,0.00002298,0.01019048,0.00213452,0.00000000,0.04831054,0.06429478,0.00000955,0.09113087
-4.77538769,0.24490783,0.00001686,0.01067700,0.00225666,0.00000000,0.05060113,0.06718115,0.00001270,0.09545326
-4.76938469,0.25481767,0.00001228,0.01114765,0.00237385,0.00000000,0.05281379,0.06981836,0.00001683,0.09950032
-4.76338169,0.26381420,0.00000888,0.01159806,0.00248446,0.00000000,0.05492750,0.07216762,0.00002217,0.10322881
-4.75737869,0.27179902,0.00000637,0.01202583,0.00258699,0.00000000,0.05693058,0.07419546,0.00002902,0.10660644
-4.75137569,0.27870270,0.00000454,0.01243072,0.00268008,0.00000000,0.05882155,0.07587449,0.00003774,0.10961348
-4.74537269,0.28448784,0.00000322,0.01281483,0.00276260,0.00000000,0.06060989,0.07718415,0.00004874,0.11224414
-4.73936968,0.28915183,0.00000226,0.01318277,0.00283364,0.00000000,0.06231696,0.07811129,0.00006249,0.11450793
-4.73336668,0.29272898,0.00000158,0.01354181,0.00289257,0.00000000,0.06397669,0.07865061,0.00007956,0.11643070
-4.72736368,0.29529191,0.00000109,0.01390204,0.00293909,0.00000000,0.06563623,0.07880493,0.00010056,0.11805544
-4.72136068,0.29695223,0.00000075,0.01427643,0.00297321,0.00000000,0.06735632,0.07858525,0.00012620,0.11944273
-4.71535768,0.29786012,0.00000051,0.01468087,0.00299531,0.00000000,0.06921142,0.07801063,0.00015724,0.12067069
-4.70935468,0.29820293,0.00000035,0.01513411,0.00300612,0.00000000,0.07128950,0.07710784,0.00019451,0.12183451
-4.70335168,0.29820265,0.00000023,0.01565761,0.00300676,0.00000000,0.07369138,0.07591077,0.00023889,0.12304538
-4.69734867,0.29811209,0.00000016,0.01627534,0.00299866,0.00000000,0.07652964,0.07445970,0.00029128,0.12442883
-4.69134567,0.29820996,0.00000010,0.01701338,0.00298360,0.00000000,0.07992699,0.07280024,0.00035262,0.12612252
-4.68534267,0.29879458,0.00000007,0.01789951,0.00296364,0.00000000,0.08401411,0.07098226,0.00042381,0.12827329
-4.67933967,0.30017663,0.00000004,0.01896256,0.00294106,0.00000000,0.08892693,0.06905847,0.00050571,0.13103368
-4.67333667,0.30267066,0.00000003,0.02023175,0.00291832,0.00000000,0.09480332,0.06708303,0.00059910,0.13455784
-4.66733367,0.30658590,0.00000002,0.02173586,0.00289795,0.00000000,0.10177933,0.06510995,0.00070465,0.13899698
-4.66133067,0.31221633,0.00000001,0.02350231,0.00288251,0.00000000,0.10998491,0.06319154,0.00082283,0.14449435
-4.65532766,0.31983037,0.00000001,0.02555619,0.00287447,0.00000000,0.11953930,0.06137683,0.00095394,0.15118005
-4.64932466,0.32966055,0.00000000,0.02791923,0.00287613,0.00000000,0.13054625,0.05970999,0.00109800,0.15916565
-4.64332166,0.34189352,0.00000000,0.03060870,0.00288954,0.00000000,0.14308903,0.05822900,0.00125474,0.16853894
